,Concept_ID,he,kv
787,rauchen::V,עשן,тшынасьны
788,regnen::V,ירד גשם,зэрны
789,gefrieren::V,קפא,гегдыны
790,tauen::V,נמס,сывны
791,schmelzen::V,התיך,сывны
792,trocknen::V,התיבש,косьмыны
793,sieden::V,רתח,пизьны
794,faulen::V,רקב,нёльзьыны
795,verfaulen::V,רקב,тӧрмыны
796,verfaulen::V,רקב,сiсьмыны
797,reißen::V,נקרע,косясьны
798,versinken::V,טבע,вӧйны
799,vergehen::V,עבר,мунны
800,erscheinen::V,נגלה,мыччисьны
801,erscheinen::V,הופיע,мыччисьны
802,verschwinden::V,נעלם,ӧшны
803,sinken::V,ירד,ямны
804,abnehmen::V,הפחית,ямны
805,zunehmen::V,רבה,паськавны
806,steigen::V,עלה,лэбтiсьны
807,wachsen::V,גדל,быдмыны
808,glänzen::V,נצץ,свиттявны
809,glänzen::V,בהק,свиттявны
810,funkeln::V,נצנץ,югйовтлыны
811,funkeln::V,נצנץ,югйӧв-керны
812,lärmen::V,רעש,чавзыны
813,läuten::V,צלצל,диньгыны
814,klingeln::V,צלצל,силькӧтны
815,klirren::V,קרקש,жольӧтны
816,brausen::V,געש,гуасьны
817,rauschen::V,רשרש,кышӧтны
818,klingen::V,נשמע,горавны
819,bellen::V,נבח,увтны
820,bellen::V,נבח,вувтны
821,heulen::V,ילל,уннявны
822,blasen::V,נשף,пӧлявны
823,pfeifen::V,שרק,пиксыны
824,schreien::V,צעק,айзыны
825,stöhnen::V,נאנק,ойзыны
826,stöhnen::V,נאנק,ружтыны
827,zittern::V,רעד,легьявны
828,leben::V,חי,овны
829,geboren werden::V,נולד,шогмыны
830,atmen::V,נשם,лолавны
831,trinken::V,שתה,юны
832,essen::V,אכל,сёйны
833,schlucken::V,בלע,ньылавны
834,müde werden::V,התעיף,мыдзны
835,einschlafen::V,נרדם,ланьтны
836,schlafen::V,ישן,узьны
837,aufwachen::V,התעורר,саймыны
838,aufwachen::V,התעורר,пальмыны
839,aufstehen::V,קם,сувтны
840,sich erholen::V,נפש,шоччисьлыны
841,krank werden::V,חלה,моржитны
842,krank sein::V,היה חולה,шогавны
843,krank sein::V,היה חולה,визьӧтны
844,schmerzen::V,כאב,висьны
845,husten::V,השתעל,кашляйтны
846,genesen::V,הבריא,бурдны
847,sterben::V,מת,кувны
848,umkommen::V,נספה,вийсьыны
849,sich bewegen::V,נע,локны
850,sich bewegen::V,נע,ветлӧтны
851,sich rühren::V,זז,вӧрзьӧтчыны
852,sich erheben::V,קם,сувтны
853,sich setzen::V,התישב,пуксьыны
854,hinfallen::V,נפל,пӧрласьны
855,laufen::V,הלך ברגל,мунны
856,schreiten::V,פסע,тальччавны
857,spazierengehen::V,טיל,котрасьны
858,eilen::V,אץ,тэрмасьны
859,eilen::V,מהר,тэрмасьны
860,sich beeilen::V,מהר,тэрмасьны
861,sausen::V,אץ,вирдавны-котӧртны
862,rennen::V,רץ,
863,springen::V,קפץ,чеччавны
864,klettern::V,טפס,кышасьны
865,schaukeln::V,התנדנד,чурликасьны
866,kriechen::V,זחל,кыскасьны-мунны
867,schwimmen::V,שחה,вартчыны
868,tauchen::V,צלל,сунгисьны ваӧ
869,rudern::V,חתר,сынны
870,fahren::V,נסע,мунны
871,fliegen::V,עף,лэбавны
872,gehen::V,הלך,мунны
873,weggehen::V,עזב,мунны
874,abfahren::V,יצא,иньдӧтчыны
875,abfahren::V,יצא,мунны
876,anhalten::V,עצר,сувтны
877,hineingehen::V,נכנס,пырны
878,eintreten::V,נכנס,пырны
879,kommen::V,בא,локны
880,ankommen::V,הגיע,локны
881,zurückkommen::V,שב,бертны
882,zurückkommen::V,שב,панӧвтсьыны
883,zurückkommen::V,חזר,бертны
884,zurückkommen::V,חזר,панӧвтсьыны
885,bleiben::V,נשאר,кольччыны
886,warten::V,חכה,видзчисьны
887,warten::V,המתין,видзчисьны
888,erwarten::V,צפה,видзчисьны
889,suchen::V,חפש,кошшыны
890,finden::V,מצא,адззыны
891,versuchen::V,נסה,пондыны
892,versuchen::V,נסה,пондӧтны
893,vorbereiten::V,הכין,лӧсьӧтны
894,lieben::V,אהב,милуйтны
895,mögen::V,אהב,радейтны
896,lachen::V,צחק,серавны
897,rühren::V,נגע ללב,сьӧлӧм вӧрзьӧтны
898,weinen::V,בכה,горзыны
899,schimpfen::V,גער,видчыны
900,sich ärgern::V,זעם,лёкавны
901,sich ärgern::V,כעס,лёкавны
902,sich fürchten::V,פחד,повны
903,sich fürchten::V,חשש,повны
904,fürchten::V,פחד מ,повны
905,fürchten::V,חשש מ,повны
906,fliehen::V,ברח,пышшыны
907,flüchten::V,נמלט,пышшыны
908,sehen::V,ראה,адззыны
909,anschauen::V,הביט,видзӧтны
910,ansehen::V,התבונן,видзӧтны
911,hören::V,שמע,кывны
912,zuhören::V,הקשיב,кывзыны
913,probieren::V,נסה,пешлыны
914,riechen::V,הריח,дукавны
915,fühlen::V,חש,кывны
916,scheinen::V,נדמה,декуйтчыны
917,zu sehen sein::V,נראה,тыдавны
918,vernehmen::V,נודע ל,тӧдмавны
919,frieren::V,קר ל,гегдыны
920,tun::V,פעל,керны
921,können::V,יכל,вермыны
922,wollen::V,רצה,мӧдны
923,anfangen::V,התחיל,петны
924,beenden::V,גמר,ештӧтны
925,beenden::V,גמר,керыштны
926,aufhören::V,סים,дугдыны
927,gelingen::V,הצליח,шогмыны
928,geraten::V,עלה,мыччисьны
929,öffnen::V,פתח,осьтны
930,schließen::V,סגר,пӧднавны
931,stellen::V,העמיד,сувтӧтны
932,setzen::V,הושיב,пуксьӧтны
933,legen::V,שם,пуктыны
934,berühren::V,נגע,вӧрзьӧтны
935,verbinden::V,קשר,йитны
936,bedecken::V,כסה,вевттьыны
937,aufhängen::V,תלה,ӧшӧтны
938,anzünden::V,הצית,ӧзтыны
939,aufheben::V,אסף,лэбтыны
940,zurücklassen::V,השאיר,кольны
941,verlieren::V,אבד,ӧштыны
942,fallen lassen::V,שמט,уськӧтны
943,fallen lassen::V,הפיל,уськӧтны
944,machen::V,עשה,керны
945,herstellen::V,יצר,вӧчны
946,bauen::V,בנה,строитны
947,reparieren::V,תקן,вочны
948,verbessern::V,שפר,бурсьӧтны
949,ändern::V,שנה,вежны
950,graben::V,חפר,гарйыны
951,beugen::V,כפף,кусіньтны
952,biegen::V,כופף,чукыльтыштны
953,drehen::V,סובב,бергӧтны
954,wenden::V,הפך,бергӧтны
955,umdrehen::V,סובב,бергӧтны
956,heben::V,הרים,лэбтыны
957,hochheben::V,הרים,лэбтыны
958,ergreifen::V,אחז,кватитны
959,halten::V,החזיק,видзны
960,drücken::V,לחץ,личкыны
961,schieben::V,הזיז,тойлавны
962,kratzen::V,שרט,шаркӧтны
963,kratzen::V,שפשף,шаркӧтны
964,lecken::V,לקק,нювны
965,beißen::V,נשך,йирны
966,abreißen::V,קרע,орӧтны
967,abschneiden::V,חתך,шӧрыштны
968,abschneiden::V,חתך,вундыштны
969,binden::V,קשר,гӧрдззыны
970,stecken::V,תקע,мӧртны
971,brechen::V,שבר,жугдыны
972,klopfen::V,נקש,зукӧтны
973,hauen::V,הכה,желльыны
974,kleben::V,הדביק,лякӧтны
975,reiben::V,שפשף,зыртны
976,streichen::V,מרח,мавтны
977,schleifen::V,השחיז,кыскыны
978,schneiden::V,גזר,вундавны
979,rütteln::V,נענע,шатлавны
980,schütteln::V,נער,зыбӧтны
981,schwenken::V,נופף,ӧвтны
982,schwenken::V,נופף,макайтны
983,schwenken::V,טלטל,ӧвтны
984,schwenken::V,טלטל,макайтны
985,schütten::V,שפך,кисьтны
986,füllen::V,מלא,тыртны
987,füllen::V,מלא,тырсьӧтны
988,einwickeln::V,עטף,тубны
989,tragen::V,נשא,новйӧтны
990,schleppen::V,סחב,кыскыны
991,ziehen::V,משך,кыскыны
992,aufbewahren::V,שמר,видзны
993,werfen::V,זרק,шентывлыны
994,fangen::V,תפס,кутны
995,packen::V,אחז,кутасьны
996,packen::V,אחז,кватитны
997,verstecken::V,החביא,дзебны
998,teilen::V,חלק,торйӧтны
999,schicken::V,שלח,иньдыны
1000,bringen::V,הביא,вайны
1001,hinzufügen::V,הוסיף,содтыны
1002,bekommen::V,תפס,получитны
1003,erhalten::V,קבל,получитны
1004,nehmen::V,אחז,босьтны
1005,wählen::V,בחר,бӧрйыны
1006,auswählen::V,בחר ב,бӧрйыны
1007,bewahren::V,קים,видзны
1008,behindern::V,מנע,падтыны
1009,verderben::V,מנע,изводавны
1010,beschädigen::V,הזיק,паздыны
1011,zerbrechen::V,נשבר,паздыны
1012,zerreißen::V,קרע,косявны
1013,zerstören::V,הרס,паздыны
1014,zerstören::V,השמיד,паздыны
1015,verbrennen::V,שרף,сотны
1016,geben::V,נתן,сетны
1017,reichen::V,העביר,сетны
1018,schenken::V,נתן במתנה,козьнавны
1019,versprechen::V,הבטיח,кӧсйыны
1020,wünschen::V,אחל,бурсьыны
1021,loben::V,שבח,ошкыны
1022,küssen::V,נשק,окавны
1023,wiegen::V,נדנד,тюттьӧтны
1024,zudecken::V,כסה,вевттьыны
1025,wecken::V,עורר,саймӧтны
1026,zeigen::V,הראה,мыччавны
1027,führen::V,הביא,нуӧтны
1028,führen::V,הוביל,нуӧтны
1029,lehren::V,למד,велӧтны
1030,unterrichten::V,למד,велӧтны
1031,aufziehen::V,רומם,быдтыны
1032,leiten::V,נהל,юравны
1033,leiten::V,נהל,веськӧтлыны
1034,antreiben::V,המרץ,тэрмӧтны
1035,lassen::V,נתן,-ӧтыны
1036,einladen::V,הזמין,корны
1037,vereinigen::V,אחד,ӧтувтны
1038,vereinigen::V,אחד,ӧтлаавны
1039,vereinigen::V,לכד,ӧтувтны
1040,vereinigen::V,לכד,ӧтлаавны
1041,besuchen::V,בקר,пыравлыны
1042,treffen::V,פגש,пантавны
1043,sich versammeln::V,התאסף,ӧксьыны
1044,spielen::V,שחק,орсны
1045,singen::V,שר,сьывны
1046,tanzen::V,רקד,йӧктыны
1047,sich trennen::V,נפרד,торьясьны
1048,verlassen::V,עזב,кольны
1049,retten::V,הציל,мынтны
1050,bewachen::V,שמר,смекайтны
1051,schützen::V,אבטח,дорйыны
1052,verteidigen::V,הגן,дорйыны
1053,sich schlagen::V,התכתש,тышкасьны
1054,schießen::V,ירה,лыйны
1055,siegen::V,גבר,вермыны
1056,siegen::V,נצח,вермыны
1057,ärgern::V,עצבן,лӧгӧтны
1058,schlagen::V,הכה,базнитны
1059,schlagen::V,הלקה,базнитны
1060,treten::V,בעט,чужьявны
1061,stechen::V,דקר,бытшкыны
1062,stoßen::V,דחק,тапкыны
1063,stoßen::V,דחק,тойыштны
1064,stehlen::V,גנב,гусявны
1065,stören::V,קטע,костіавны
1066,stören::V,הפריע,костіавны
1067,belästigen::V,הציק,назыляйтны
1068,belästigen::V,הטריד,назыляйтны
1069,verbergen::V,הצניע,дзебны
1070,täuschen::V,שגע,бӧбӧтны
1071,täuschen::V,שגע,пӧрьявны
1072,betrügen::V,הונה,муклачитны
1073,töten::V,הרג,вийны
1074,wohnen::V,גר,овны
1075,arbeiten::V,עבד,уджавны
1076,sammeln::V,אסף,ӧктыны
1077,pflücken::V,קטף,судзлавны
1078,jagen::V,צד,вӧравны
1079,fischen::V,דג,чериавны
1080,fassen::V,תפס,кутны
1081,hüten::V,רעה,вердны
1082,hüten::V,רעה,йирсьӧтны
1083,treiben::V,הוציא,вашӧтны
1084,anbinden::V,קשר,кӧртавны
1085,füttern::V,הלעיט,вердны
1086,melken::V,חלב,высьтыны
1087,melken::V,חלב,чилькӧтны
1088,hacken::V,קצץ,керавны
1089,gießen::V,השקה,киськавны
1090,reifen::V,בשל,кисьмыны
1091,zubereiten::V,הכין,лӧсьӧтны
1092,kochen::V,בשל,пуны
1093,backen::V,אפה,пӧжавны
1094,braten::V,צלה,жаритны
1095,braten::V,טגן,жаритны
1096,umrühren::V,ערבב,соравны
1097,stricken::V,סרג,домавны
1098,nähen::V,תפר,вурны
1099,färben::V,צבע,краситны
1100,reinigen::V,נקה,весӧтны
1101,waschen::V,רחץ,пеславны
1102,waschen::V,כבס,пеславны
1103,abwischen::V,נגב,чышкыны
1104,spülen::V,שטף,гывьявны
1105,fegen::V,טאטא,чышкыны
1106,kehren::V,טאטא,чышкыны
1107,baden::V,טבל,купайтчыны 
1108,baden::V,שחה,купайтчыны 
1109,sich waschen::V,התרחץ,миссьыны
1110,ausziehen::V,הוריד,гыжтӧтны
1111,ausziehen::V,הוריד,пӧрччавны
1112,anziehen::V,לבש,пасьтавны
1113,sich anziehen::V,התלבש,пасьтасьны
1114,kämmen::V,סרק,сынавны
1115,schmücken::V,קשט,баситны
1116,sagen::V,אמר,висьтавны
1117,sprechen::V,דבר,шуны
1118,reden::V,דבר,баитны
1119,sich unterhalten::V,שוחח,сёрнитны
1120,fragen::V,שאל,юавны
1121,bitten::V,בקש,корны
1122,erzählen::V,ספר,висьтавны
1123,mitteilen::V,מסר,висьтавны
1124,mitteilen::V,הודיע,висьтавны
1125,nennen::V,קרא בשם,нимтны
1126,rufen::V,גיס,китсавны
1127,rufen::V,גיס,корны
1128,rufen::V,גיס,чукӧстны
1129,rufen::V,הזמין לבוא,китсавны
1130,rufen::V,הזמין לבוא,корны
1131,rufen::V,הזמין לבוא,чукӧстны
1132,prahlen::V,התרברב,ошшасьны
1133,übersetzen::V,תרגם,вуджӧтны
1134,denken::V,חשב,чайтны
1135,glauben::V,האמין,веритны
1136,bemerken::V,הבחין,казявны
1137,erkennen::V,זהה,тӧдсавны
1138,begreifen::V,קלט,вежӧртны
1139,begreifen::V,הבין,вежӧртны
1140,verstehen::V,הבין,кывны
1141,lernen::V,למד,велӧтчыны
1142,wissen::V,ידע,тӧдны
1143,sich erinnern an::V,זכר,касьтывны
1144,vergessen::V,שכח,вунӧтны
1145,messen::V,מדד,меряйтны
1146,zählen::V,ספר,лыддьыны
1147,rechnen::V,חשב,лыддьыны
1148,lesen::V,קרא,лыддьӧтны
1149,malen::V,ציר,
1150,zeichnen::V,שרטט,гижмавны
1151,schreiben::V,כתב,гижны
1152,besitzen::V,היה בעל של,лоны
1153,kaufen::V,קנה,небны
1154,kaufen::V,רכש,небны
1155,verkaufen::V,מכר,вузавны
1156,bezahlen::V,שלם,вештыны
1157,zahlen::V,שלם,вештыны
1158,beherrschen::V,שלט,
1159,ertragen::V,סבל,терпитны
