,Concept_ID,ro,hy
206,Barsch::N,biban,պերկես
207,Hecht::N,știucă,գայլաձուկ
208,Schlange[Tier]::N,șarpe,օձ
209,Wurm::N,vierme,որդ
210,Wurm::N,vierme,ճիճու
211,Spinne::N,păianjen,սարդ
212,Ameise::N,furnică,միջյուն
213,Laus::N,păduche,ոջիլ
214,Mücke::N,țânțar,մժղուկ
215,Fliege::N,muscă,ճանճ
216,Schmetterling::N,fluture,թիթեռ
217,Beere::N,boabă,հատապտուղ
218,Apfel::N,măr,խնձոր
219,Pilz::N,burete,սունկ
220,Pilz::N,ciupercă,սունկ
221,Zwiebel::N,ceapă,սոխ
222,Saat::N,semănătură,սերմ
223,Korn::N,grâu,հատիկ
224,Heu::N,fân,խոտ
225,Schale::N,coajă,կեղեւ
226,Grube::N,groapă,փոս
227,Falle::N,cursă,ծուղակ
228,Falle::N,capcană,ծուղակ
229,Schlinge::N,laț,խեղդան
230,Spur::N,dâră,հետք
231,Asche::N,cenușă,մոխիր
232,Dreck::N,noroi,աղտ
233,Dreck::N,murdărie,աղտ
234,Eisen::N,fier,երկաթ
235,Gold::N,aur,ոսկի
236,Silber::N,argint,արծաթ
237,Kohle::N,cărbune,քարածուխ
238,Glas::N,sticlă,ապակի
239,Lehm::N,lut,կավ
240,Lehm::N,humă,կավ
241,Sand::N,nisip,ավազ
242,Mensch::N,om,մարդ
243,Mensch::N,persoană,մարդ
244,Mann::N,om,մարդ
245,Mann::N,om,տղամարդ
246,Mann::N,bărbat,մարդ
247,Mann::N,bărbat,տղամարդ
248,Frau::N,femeie,կին
249,Kind::N,copil,զավակ
250,Junge::N,băiat,տղա
251,Junge::N,flăcău,տղա
252,Mädchen::N,fată,աղջիկ
253,Familie::N,familie,ընտանիք
254,Großvater::N,bunic,պապ
255,Großvater::N,tată mare,պապ
256,Großmutter::N,bunică,տատ
257,Großmutter::N,mamă mare,տատ
258,Eltern::N,părinți,ծնողներ
259,Vater::N,tată,հայր
260,Vater::N,părinte,հայր
261,Mutter::N,mamă,մայր
262,Sohn::N,fiu,որդի
263,Sohn::N,fecior,որդի
264,Tochter::N,fiică,աղջիկ
265,Tochter::N,fiică,դուստր
266,Bruder::N,frate,եղբայր
267,Schwester::N,soră,քույր
268,Onkel::N,unchi,քեռի
269,Onkel::N,unchi,հորեղբայր
270,Tante::N,mătușă,մորաքույր
271,Ehemann::N,soț,մարդ
272,Ehemann::N,soț,ամուսին
273,Ehemann::N,bărbat,մարդ
274,Ehemann::N,bărbat,ամուսին
275,Ehefrau::N,soție,կին ամուսին
276,Freude::N,bucurie,ուրախություն
277,Gelächter::N,râset,ծիծաղ
278,Glück::N,fericire,երջանկություն
279,Kummer::N,mâhnire,վիշտ
280,Wunsch::N,dorință,ցանկություն
281,Wunsch::N,deziderat,ցանկություն
282,Lust::N,poftă,փափագ
283,Lust::N,poftă,իղձ
284,Lust::N,înclinare,փափագ
285,Lust::N,înclinare,իղձ
286,Geist::N,duh,ոգի
287,Geist::N,minte,ոգի
288,Geist::N,suflet,ոգի
289,Gedanke::N,gând,միտք
290,Gedanke::N,cuget,միտք
291,Gedächtnis::N,memorie,հիշողություն
292,Verstand::N,minte,խելք
293,Verstand::N,intelect,խելք
294,Sinn::N,sens,իմաստ
295,Sinn::N,înțeles,իմաստ
296,Grund::N,cauză,պատճառ
297,Grund::N,pricină,պատճառ
298,Wahrheit::N,adevăr,ճշմարտություն
299,Gespräch::N,convorbire,զրույց
300,Gespräch::N,conversație,զրույց
301,Märchen::N,basm,պայիկի պատմություն
302,Märchen::N,poveste,պայիկի պատմություն
303,Erzählung::N,poveste,պատմվածք
304,Erzählung::N,poveste,պատմություն
305,Nachricht::N,veste,հաղորդագրություն
306,Neuigkeit::N,noutate,լուր
307,Neuigkeit::N,noutate,նորություն
308,Neuigkeit::N,actualitate,լուր
309,Neuigkeit::N,actualitate,նորություն
310,Name::N,nume,անուն
311,Rätsel::N,ghicitoare,բարդ խնդիր
312,Rede::N,discurs,ճառ
313,Rede::N,discurs,ելույթ
314,Sprache::N,limbă,լեզու
315,Sprache::N,limbaj,լեզու
316,Stimme::N,glas,ձայն
317,Wort::N,cuvânt,բառ
318,Zeichen::N,semn,նշան
319,Zeichen::N,semnal,նշան
320,Ruf::N,chemare,կոչ
321,Ruf::N,chemare,կանչ
322,Lärm::N,zgomot,աղմուկ
323,Lärm::N,tărăboi,աղմուկ
324,Laut::N,sunet,հնչյուն
325,Laut::N,sunet,ձայն
326,Ton::N,ton,տոն
327,Lied::N,cântec,երգ
328,Ruhe::N,odihnă,անդորրություն
329,Ruhe::N,liniște,անդորրություն
330,Leute::N,lume,մարդիկ
331,Leute::N,oameni,մարդիկ
332,Volk::N,popor,ազգ
333,Volk::N,națiune,ազգ
334,Arbeit::N,lucru,գործ
335,Arbeit::N,lucru,աշխատանք
336,Gast::N,musafir,հյուր
337,Geschenk::N,dar,նվեր
338,Geschenk::N,cadou,նվեր
339,Spiel::N,joc,խաղ
340,Gesellschaft::N,societate,ընկերություն
341,Hilfe::N,ajutor,օգնությթուն
342,Freund::N,amic,ընկեր
343,Freund::N,amic,բարեկամ
344,Freund::N,prieten,ընկեր
345,Freund::N,prieten,բարեկամ
346,Kamerad::N,tovarăș,ուղեկից
347,Angelegenheit::N,afacere,բան
348,Angelegenheit::N,afacere,գործ
349,Anzahl::N,număr,քանակ
350,Anzahl::N,număr,գումար
351,Anzahl::N,cantitate,քանակ
352,Anzahl::N,cantitate,գումար
353,Art::N,fel,տեսակ
354,Art::N,specie,տեսակ
355,Stück::N,bucată,կտոր
356,Teil::N,parte,մաս
357,Teil::N,porție,մաս
358,Hälfte::N,jumătate,կես
359,Kreis::N,cerc,շիջանակ
360,Kreuz::N,cruce,խաչ
361,Linie::N,linie,գիծ
362,Strich::N,linie,գիծ
363,Strich::N,trăsătură,գիծ
364,Abstand::N,distanță,անջրպետ
365,Abstand::N,depărtare,անջրպետ
366,Entfernung::N,distanță,հեռավորություն
367,Entfernung::N,depărtare,հեռավորություն
368,Gegend::N,regiune,շրջան
369,Platz::N,loc,տարածություն
370,Ort::N,loc,տեղ
371,Ort::N,loc,վայր
372,Seite::N,latură,կողմ
373,Mitte::N,centru,մեջտեղ
374,Gegenstand::N,obiect,առարկա
375,Sache::N,lucru,բան
376,Sache::N,chestie,բան
377,Rand::N,bordură,վերջք
378,Kante::N,muchie,եզր
379,Kante::N,bordură,եզր
380,Ecke::N,colț,անկյուն
381,Spitze::N,vârf,ծայր
382,Spitze::N,creștet,ծայր
383,Ende::N,capăt,ծայր
384,Loch::N,gaură,անցք
385,Winkel::N,colț,անկյուն
386,Muster::N,desen,օրինակ
387,Größe::N,mărime,մեծություն
388,Länge::N,lungime,երկարություն
389,Höhe::N,înălțime,բարձրություն
390,Gewicht::N,greutate,կշիռ
391,Menge::N,cantitate,քանակ
392,Haufen::N,grămadă,դեզ
393,Haufen::N,grămadă,կույտ
394,Reihe::N,șir,շարք
395,Reihe::N,șir,կարգ
396,Reihe::N,rând,շարք
397,Reihe::N,rând,կարգ
398,Boot::N,barcă,նավակ
399,Boot::N,luntre,նավակ
400,Ruder::N,vâslă,թի
401,Ruder::N,vâslă,թիակ
402,Ruder::N,lopată,թի
403,Ruder::N,lopată,թիակ
404,Schlitten::N,sanie,բալխիր
405,Ski::N,schi,դահուկ
406,Lagerfeuer::N,foc de tabără,բացօդեայ կրակ
407,Last::N,povară,բեռ
408,Last::N,sarcină,բեռ
409,Gang::N,mers,զբոսանք
410,Gang::N,umblet,զբոսանք
411,Schritt::N,pas,քայլ
412,Norden::N,nord,հյուսիս
413,Norden::N,miazănoapte,հյուսիս
414,Süden::N,sud,հարավ
415,Süden::N,miazăzi,հարավ
416,Westen::N,apus,արեւմուտք
417,Osten::N,est,արեւելք
418,Osten::N,răsărit,արեւելք
419,Holz::N,lemn,փայտ
420,Brett::N,scândură,տախտակ
421,Platte::N,placă,թիթեղ
422,Stütze::N,proptea,նեցուկ
423,Stange::N,bară,ձող
424,Stange::N,prăjină,ձող
425,Stock::N,băț,փայտ
426,Stock::N,baston,փայտ
427,Stab::N,baston,ցուպ
428,Stab::N,baston,գավազան
429,Stab::N,prăjină,ցուպ
430,Stab::N,prăjină,գավազան
431,Rohr::N,tub,խողովակ
432,Rohr::N,țeavă,խողովակ
433,Haus::N,casă,տուն
434,Heim::N,casă,տուն
435,Heim::N,cămin,տուն
436,Ofen::N,sobă,վառարան
437,Fußboden::N,podea,հատակ
438,Fußboden::N,dușumea,հատակ
439,Tisch::N,masă,սեղան
440,Stuhl::N,scaun,աթոռ
441,Wiege::N,leagăn,օրորոց
442,Bett::N,pat,անկողին
443,Regal::N,rafturi,դարակ
444,Kiste::N,ladă,տուփ
445,Kiste::N,cutie,տուփ
446,Fenster::N,fereastră,պատուհան
447,Tür::N,ușă,դուռ
448,Tor::N,poartă,դարպաս
449,Zaun::N,gard,ցանկապատ
450,Dach::N,acoperiș,տանիք
451,Dach::N,acoperiș,կտուր
452,Leiter::N,scară,սանդուղք
453,Besen::N,mătură,ավել
454,Spaten::N,cazma,բահ
455,Spaten::N,hârleț,բահ
456,Schaufel::N,lopată,թի
457,Gabel::N,furculiță,պատառաքաղ
458,Löffel::N,lingură,գդալ
459,Messer::N,cuțit,դանակ
460,Nagel::N,cui,մեխ
461,Netz::N,plasă,ցանց
462,Haken::N,cârlig,կարթ
463,Griff::N,mâner,կոթ
464,Griff::N,mâner,բռնակ
465,Schloss::N,lacăt,կողպեք
466,Bild::N,tablou,նկար
467,Bild::N,tablou,պատկեր
468,Bild::N,imagine,նկար
469,Bild::N,imagine,պատկեր
470,Figur::N,chip,քանդակ
471,Figur::N,chip,պատկեր
472,Figur::N,figură,քանդակ
473,Figur::N,figură,պատկեր
474,Puppe::N,păpușă,տիկնիկ
475,Beutel::N,pungă,տոպրակ
476,Beutel::N,săculeț,տոպրակ
477,Bündel::N,mănunchi,կապոց
478,Tasche::N,geantă,պայուսակ
479,Eimer::N,găleată,դույլ
480,Deckel::N,capac,կափարիչ
481,Geschirr::N,vase,ամանեղեն
482,Geschirr::N,tacâmuri,ամանեղեն
483,Sack::N,sac,պարկ
484,Sack::N,sac,տոպրակ
485,Tasse::N,ceașcă,թաս
486,Tasse::N,ceașcă,գավաթ
487,Topf::N,oală,անոթ
488,Kessel::N,cazan,կաթսա
489,Kessel::N,căldare,կաթսա
490,Essen::N,mâncare,կերակուր
491,Nahrung::N,hrană,ուտելիք
492,Nahrung::N,aliment,ուտելիք
493,Speise::N,bucate,խորտիկ
494,Speise::N,bucate,կերակուր
495,Speise::N,fel de bucate,խորտիկ
496,Speise::N,fel de bucate,կերակուր
497,Fleisch::N,carne,միս
498,Getreide::N,cereale,հացահատիկ
499,Brei::N,pireu,լանդակ
500,Brot::N,pâine,հաց
501,Scheibe::N,felie,կտոր
502,Scheibe::N,felie,պատառ
503,Scheibe::N,bucată,կտոր
504,Scheibe::N,bucată,պատառ
505,Fett::N,untură,ճարպ
506,Fett::N,grăsime,ճարպ
507,Butter::N,unt,կարագ
508,Öl::N,ulei,ձեթ
509,Salz::N,sare,աղ
510,Suppe::N,supă,սուպ
511,Suppe::N,supă,ապուր
512,Suppe::N,ciorbă,սուպ
513,Suppe::N,ciorbă,ապուր
514,Honig::N,miere,մեղր
515,Milch::N,lapte,կաթ
516,Tee::N,ceai,թեյ
517,Leder::N,piele,կաշի
518,Wolle::N,lână,բուրդ
519,Stoff::N,stofă,գործվածք
520,Nadel::N,ac,ասեղ
521,Faden::N,ață,թել
522,Knopf::N,buton,կոճակ
523,Knoten::N,nod,հանգույց
524,Farbe::N,vopsea,ներկ
525,Kleidung::N,haine,հագուստ
526,Kleidung::N,îmbrăcăminte,հագուստ
527,Hemd::N,cămașă,վերնաշապիկ
528,Kragen::N,guler,օձիք
529,Ärmel::N,mânecă,թեւք
530,Hose::N,pantaloni,շալվար
531,Gürtel::N,cordon,գոտի
532,Mütze::N,șapcă,կեպի
533,Schuh::N,gheată,կոշիկ
534,Stiefel::N,cizmă,երկարաճիթ կոշիկ
535,Ring::N,inel,զնգալ
536,Ring::N,verigă,զնգալ
537,Band::N,panglică,ժապավեն
538,Band::N,șiret,ժապավեն
539,Kamm::N,pieptene,սանր
540,Spiegel::N,oglindă,հայելի
541,Riemen::N,curea,փոկ
542,Schnur::N,funie,լար
543,Schnur::N,sfoară,լար
544,Leine::N,lesă,փոկ
545,Leine::N,curea,փոկ
546,Decke::N,pătură,վերմակ
547,Kissen::N,pernă,բարձ
548,Tuch::N,batic,թաշկինակ
549,Handtuch::N,prosop,սրբիչ
550,Handtuch::N,ștergar,սրբիչ
551,Kraft::N,forță,ուժ
552,Kraft::N,putere,ուժ
553,Stärke::N,tărie,պնդություն
554,Stärke::N,tărie,ամրություն
555,Stärke::N,vigoare,պնդություն
556,Stärke::N,vigoare,ամրություն
557,Gesundheit::N,sănătate,առողջություն
558,Krankheit::N,boală,ախտ
559,Krankheit::N,boală,հիվանդություն
560,Krankheit::N,maladie,ախտ
561,Krankheit::N,maladie,հիվանդություն
562,Schmerz::N,durere,ցավ
563,Schmerz::N,durere,տանջանք
564,Wunde::N,rană,վերք
565,Fieber::N,febră,տենդ
566,Arznei::N,leac,դեղ
567,Arznei::N,medicament,դեղ
568,Brücke::N,pod,կամուրջ
569,Brücke::N,punte,կամուրջ
570,Brunnen::N,puț,հոր
571,Brunnen::N,puț,ջրհոր
572,Weide::N,izlaz,արոտավայր
573,Weide::N,pășune,արոտավայր
574,Pfad::N,cărare,արահետ
575,Weg::N,drum,ուղի
576,Straße::N,cale,ճանապարհ
577,Straße::N,stradă,ճանապարհ
578,Dorf::N,sat,գյուղ
579,Stadt::N,oraș,քաղաք
580,Brief::N,scrisoare,նամակ
581,Buch::N,carte,գիրք
582,Buchstabe::N,literă,տառ
583,Buchstabe::N,literă,գիր
584,Buchstabe::N,caracter,տառ
585,Buchstabe::N,caracter,գիր
586,Zeitung::N,ziar,լրագիր
587,Zeitung::N,gazetă,լրագիր
588,Leben::N,viață,կյանք
589,Tod::N,moarte,մահ
590,Grab::N,groapă,գերեզման
591,Grab::N,mormânt,գերեզման
592,Kirche::N,biserică,եկեղեցի
593,Sünde::N,păcat,մեղք
594,Gott::N,zeu,աստված
595,Arbeiter::N,muncitor,բանվոր
596,Arbeiter::N,muncitor,աշխատող
597,Chef::N,șef,տեր
598,Meister::N,meșter,վարպետ
599,Meister::N,maestru,վարպետ
600,Arzt::N,medic,բժիշկ
601,Arzt::N,doctor,բժիշկ
602,Lehrer::N,profesor,ուսուցիչ
603,Lehrer::N,învățător,ուսուցիչ
604,Geld::N,bani,փող
605,Geld::N,parale,փող
606,Geschäft::N,treabă,գործ
607,Geschäft::N,treabă,աշխատանք
608,Geschäft::N,afacere,գործ
609,Geschäft::N,afacere,աշխատանք
610,Laden::N,magazin,կրպակ
611,Laden::N,magazin,խանութ
612,Laden::N,prăvălie,կրպակ
613,Laden::N,prăvălie,խանութ
614,Preis::N,preț,գին
615,Ware::N,marfă,ապրանք
616,Nutzen::N,folos,օգուտ
617,Nutzen::N,profit,օգուտ
618,Reichtum::N,avuție,հարստություն
619,Reichtum::N,bogăție,հարստություն
620,Welt::N,lume,աշխարհ
621,Land::N,țară,երկիր
622,Staat::N,stat,պետություն
623,König::N,rege,արքա
624,König::N,rege,թագավոր
625,Macht::N,putere,իշխանություն
626,Macht::N,putință,իշխանություն
627,Grenze::N,hotar,սահման
628,Grenze::N,graniță,սահման
629,Grenze::N,frontieră,սահման
630,Krieg::N,război,պատերազմ
631,Feind::N,dușman,թշնամի
632,Gewalt::N,violență,բռնություն
633,Gewalt::N,violență,սաստկություն
634,Kampf::N,luptă,մարտ
635,Bogen[Waffe]::N,arc,աղեղ
636,Pfeil::N,săgeată,նետ
637,Gewehr::N,armă,հրացան
638,Gewehr::N,pușcă,հրացան
639,Fehler::N,eroare,սխալ
640,Fehler::N,greșeală,սխալ
641,Lüge::N,minciună,սուտ
642,Schaden::N,daună,վնաս
643,Schaden::N,pagubă,վնաս
644,Unglück::N,nenorocire,դժբախտություն
645,Schuld::N,vină,պակասություն
646,Alter::N,etate,հասակ
647,Alter::N,vârstă,հասակ
648,Schluss::N,sfârșit,վերջ
649,Schluss::N,sfârșit,վախճան
650,Zeit::N,timp,ժամանակ
651,Zeit::N,vreme,ժամանակ
652,Tag::N,zi,օր
653,Morgen::N,dimineață,առավոտ
654,Mittag::N,prânz,կեսօր
655,Mittag::N,amiază,կեսօր
656,Abend::N,seară,երեկո
657,Nacht::N,noapte,գիշեր
658,Woche::N,săptămână,շաբաթ
659,Monat::N,lună,ամիս
660,Jahr::N,an,տարի
661,Frühling::N,primăvară,գարուն
662,Sommer::N,vară,ամառ
663,Herbst::N,toamnă,աշուն
664,Winter::N,iarnă,ձմեռ
665,Januar::N,ianuarie,հունվար
666,Februar::N,februarie,փետրվար
667,März::N,martie,մարտ
668,April::N,aprilie,ապրիլ
669,Mai::N,mai,մայիս
670,Juni::N,iunie,հունիս
671,Juli::N,iulie,հուլիս
672,August::N,august,օգոստոս
673,September::N,septembrie,սեպտեմբեր
674,Oktober::N,octombrie,հոկտեմբեր
675,November::N,noiembrie,նոյեմբեր
676,Dezember::N,decembrie,դեկտեմբեր
677,Montag::N,luni,երկուշաբթի
678,Dienstag::N,marți,երեքշաբթի
679,Mittwoch::N,miercuri,չորեքշաբթի
680,Donnerstag::N,joi,հինգշաբթի
681,Freitag::N,vineri,ուրբաթ
682,Samstag::N,sâmbătă,շաբաթ
683,Sonntag::N,duminică,կիրակի
684,groß::A,mare,մեծ
685,groß::A,mare,խոշոր
686,klein::A,mic,պստիկ
687,klein::A,mic,փոքրիկ
688,lang::A,lung,երկար
689,kurz::A,scurt,կարճ
690,breit::A,lat,լայն
691,breit::A,larg,լայն
692,schmal::A,strâmt,նեղ
693,dicht::A,des,խիտ
694,dick[Gegenstand]::A,gros,հաստ
695,dünn::A,subțire,բարակ
696,fein::A,fin,նուրբ
697,fein::A,subțire,նուրբ
698,fest::A,tare,ամուր
699,fest::A,tare,պինդ
700,fest::A,solid,ամուր
701,fest::A,solid,պինդ
702,flach::A,șes,տափակ
703,flach::A,plan,տափակ
704,glatt::A,lins,հարթ
705,hart::A,dur,կարծր
706,weich::A,moale,մեղմ
707,weich::A,moale,փափուկ
708,rund::A,rotund,կլոր
709,rund::A,circular,կլոր
710,spitz::A,ascuțit,սրածայր
711,scharf::A,tăios,սուր
712,scharf::A,ascuțit,սուր
713,stumpf::A,tocit,գուլ
714,schwer::A,greu,ծանր
715,schön::A,frumos,սիրուն
716,schön::A,frumos,գեղեցիկ
717,heiß::A,cald,թեժ
718,heiß::A,fierbinte,թեժ
719,warm::A,cald,տաք
720,warm::A,cald,ջերմ
721,warm::A,fierbinte,տաք
722,warm::A,fierbinte,ջերմ
723,kalt::A,rece,ցուրտ
724,kühl::A,rece,զով
725,kühl::A,răcoros,զով
726,frisch::A,răcoros,թարմ
727,frisch::A,proaspăt,թարմ
728,feucht::A,umed,ղոնավ
729,feucht::A,jilav,ղոնավ
730,nass::A,ud,թաց
731,trocken::A,sec,ցամաք
732,trocken::A,uscat,ցամաք
733,voll::A,plin,լի
734,voll::A,plin,լիքը
735,leer::A,gol,դատարկ
736,offen::A,deschis,բաց
737,geschlossen::A,închis,գոց
738,sauber::A,curat,մաքուր
739,schmutzig::A,murdar,կեղտոտ
740,roh::A,crud,հում
741,reif::A,copt,հասած
742,reif::A,copt,հասուն
743,lecker::A,gustos,համեղ
744,süß::A,dulce,անուշ
745,bitter::A,amar,կծու
746,sauer::A,acru,թթու
747,sauer::A,acru,թթված
748,hell::A,clar,պայծառ
749,hell::A,clar,խելամիտ
750,hell::A,luminos,պայծառ
751,hell::A,luminos,խելամիտ
752,dunkel::A,obscur,մութ
753,dunkel::A,întunecos,մութ
754,schwarz::A,negru,սեւ
755,weiß::A,alb,սպիտակ
756,rot::A,roșu,կարմիր
757,gelb::A,galben,դեղին
758,blau::A,albastru,կապույտ
759,grün::A,verde,կանաչ
760,grau::A,gri,գորշ
761,grau::A,cenușiu,գորշ
762,bunt::A,colorat,գոյնզգոյն
763,billig::A,ieftin,էժան
764,teuer::A,scump,թանկ
765,wertvoll::A,prețios,թանկարժեք
766,blind::A,orb,կույր
767,taub::A,surd,խուլ
