,Concept_ID,sv,lez
259,Kummer::N,sorg,дерт
260,Kummer::N,sorg,хажалат
261,Wunsch::N,önskan,мурад
262,Lust::N,lust,гьевес
263,Geist::N,ande,руьгь
264,Gedanke::N,tanke,фикир
265,Gedächtnis::N,minne,
266,Verstand::N,förstånd,акьул
267,Sinn::N,mening,мана
268,Sinn::N,betydelse,мана
269,Grund::N,skäl,себеб
270,Grund::N,grund,себеб
271,Wahrheit::N,sanning,керчек
272,Wahrheit::N,sanning,гьакъикъат
273,Gespräch::N,samtal,ихтилат
274,Märchen::N,saga,мах
275,Erzählung::N,berättelse,кьиса
276,Nachricht::N,meddelande,хабар
277,Neuigkeit::N,nyhet,цӏийи хабар
278,Name::N,namn,тӏвар
279,Rätsel::N,gåta,мискӏал
280,Rede::N,tal,рахун
281,Sprache::N,språk,чӏал
282,Stimme::N,stämma,ван
283,Wort::N,ord,гаф
284,Zeichen::N,tecken,ишара
285,Ruf::N,rop,эвер
286,Lärm::N,bråk,ван-сес
287,Lärm::N,oväsen,ван-сес
288,Laut::N,ljud,ван
289,Laut::N,ljud,сес
290,Ton::N,ton,ван-сес
291,Lied::N,sång,мани
292,Ruhe::N,ro,ласвал
293,Ruhe::N,ro,фаракъат
294,Ruhe::N,ro,асайиш
295,Ruhe::N,lugn,ласвал
296,Ruhe::N,lugn,фаракъат
297,Ruhe::N,lugn,асайиш
298,Leute::N,folk,инсанар
299,Volk::N,folk,халкь
300,Arbeit::N,arbete,кӏвалах
301,Gast::N,gäst,мугьман
302,Geschenk::N,gåva,савкьат
303,Geschenk::N,present,савкьат
304,Spiel::N,lek,къугъун
305,Spiel::N,spel,къугъун
306,Gesellschaft::N,sällskap,жемят
307,Gesellschaft::N,sällskap,общество
308,Hilfe::N,hjälp,куьмек
309,Freund::N,vän,дуст
310,Kamerad::N,kamrat,яр-дуст
311,Angelegenheit::N,ärende,кар
312,Angelegenheit::N,angelägenhet,кар
313,Anzahl::N,antal,сан
314,Anzahl::N,antal,кьадар
315,Art::N,art,жуьре
316,Art::N,slag,жуьре
317,Stück::N,stycke,кӏус
318,Teil::N,del,пай
319,Hälfte::N,halva,зур
320,Hälfte::N,halva,зур пай
321,Kreis::N,krets,круг
322,Kreis::N,krets,чкаяр
323,Kreis::N,krets,элкъвей цӏар
324,Kreis::N,cirkel,круг
325,Kreis::N,cirkel,чкаяр
326,Kreis::N,cirkel,элкъвей цӏар
327,Kreuz::N,kors,хаш
328,Kreuz::N,kryss,хаш
329,Linie::N,linje,цӏар
330,Strich::N,streck,цӏар
331,Abstand::N,avstånd,ара
332,Entfernung::N,avstånd,мензил
333,Gegend::N,trakt,чка
334,Platz::N,plats,ара
335,Ort::N,plats,чка
336,Ort::N,ställe,чка
337,Seite::N,sida,пад
338,Mitte::N,mitt,юкь
339,Gegenstand::N,föremål,затӏ
340,Sache::N,sak,шей
341,Sache::N,sak,затӏ
342,Rand::N,rand,къерех
343,Kante::N,kant,син
344,Ecke::N,vrå,пӏипӏ
345,Ecke::N,hörn,пӏипӏ
346,Spitze::N,spets,кӏвенкӏв
347,Ende::N,ända,кьил
348,Loch::N,hål,тӏеквен
349,Winkel::N,vinkel,пӏипӏ
350,Muster::N,mönster,гишир
351,Größe::N,storlek,кьадар
352,Länge::N,längd,яргъивал
353,Höhe::N,höjd,кьакьанвал
354,Gewicht::N,tyngd,заланвал
355,Menge::N,mängd,кьадар
356,Haufen::N,hög,хара
357,Reihe::N,rad,жерге
358,Boot::N,båt,луьткве
359,Ruder::N,åra,кьусу
360,Schlitten::N,släde,гъелерар
361,Ski::N,skida,
362,Lagerfeuer::N,lägereld,цӏай
363,Last::N,last,заланвал
364,Last::N,börda,заланвал
365,Gang::N,gång,ериш
366,Schritt::N,steg,къадам
367,Norden::N,norr,кефер
368,Norden::N,norr,кефер пад
369,Süden::N,söder,кьибле
370,Westen::N,väster,рагъакӏидай пад
371,Osten::N,öster,рагъэкъечӏдай пад
372,Holz::N,trä,кӏарас
373,Brett::N,bräda,кьул
374,Brett::N,bräda,тахта
375,Platte::N,platta,
376,Stütze::N,stöd,даях
377,Stütze::N,stötta,даях
378,Stange::N,stång,юрк
379,Stock::N,käpp,лаш
380,Stock::N,pinne,лаш
381,Stab::N,stav,юрк
382,Rohr::N,rör,турба
383,Haus::N,hus,ужагъ
384,Heim::N,hem,кӏвал
385,Ofen::N,ugn,пич
386,Fußboden::N,golv,кӏвалин ччил
387,Tisch::N,bord,стол
388,Stuhl::N,stol,стул
389,Wiege::N,vagga,кьеб
390,Bett::N,säng,тахт
391,Regal::N,hylla,кьацӏ
392,Kiste::N,låda,ящик
393,Fenster::N,fönster,дакӏар
394,Tür::N,dörr,рак
395,Tor::N,port,варар
396,Zaun::N,staket,пару
397,Zaun::N,stängsel,пару
398,Dach::N,tak,къав
399,Leiter::N,stege,гурар
400,Besen::N,kvast,таран кул
401,Spaten::N,spade,ппер
402,Schaufel::N,skovel,хекендаз
403,Schaufel::N,skyffel,хекендаз
404,Gabel::N,gaffel,шиш
405,Löffel::N,sked,тӏур
406,Messer::N,kniv,чукӏул
407,Nagel::N,spik,мих
408,Netz::N,nät,чил
409,Haken::N,krok,къармах
410,Griff::N,tag,ттум
411,Griff::N,handtag,ттум
412,Schloss::N,las,куьлег
413,Bild::N,bild,шикил
414,Bild::N,bild,суьрет
415,Figur::N,figur,фигура
416,Puppe::N,docka,нини
417,Beutel::N,påse,тагъар
418,Bündel::N,bunt,галгам
419,Bündel::N,knippa,галгам
420,Tasche::N,väska,чанта
421,Eimer::N,hink,ведре
422,Eimer::N,ämbar,ведре
423,Deckel::N,lock,кьил
424,Deckel::N,lock,къалпагъ
425,Geschirr::N,servis,къаб-къажах
426,Geschirr::N,porslin,къаб-къажах
427,Sack::N,säck,чувал
428,Tasse::N,kopp,сукӏра
429,Topf::N,gryta,къажгъан
430,Topf::N,kastrull,къажгъан
431,Kessel::N,kittel,къажгъан
432,Essen::N,mål,тӏуьн
433,Nahrung::N,näring,тӏуьн
434,Speise::N,maträtt,хуьрек
435,Fleisch::N,kött,як
436,Getreide::N,säd,техил
437,Getreide::N,spannmål,техил
438,Brei::N,gröt,хапӏа
439,Brei::N,gröt,хешил
440,Brot::N,bröd,фу
441,Scheibe::N,skiva,чӏук
442,Fett::N,fett,ягълу
443,Butter::N,smör,гъери
444,Öl::N,olja,ягълу
445,Salz::N,salt,кьел
446,Suppe::N,soppa,суп
447,Suppe::N,soppa,шурпа
448,Honig::N,honung,вирт
449,Milch::N,mjölk,нек
450,Tee::N,te,чай
451,Leder::N,läder,тумаж
452,Wolle::N,ull,йис
453,Wolle::N,ylle,йис
454,Stoff::N,tyg,парча
455,Stoff::N,stoff,парча
456,Nadel::N,nål,раб
457,Faden::N,tråd,гъал
458,Knopf::N,knapp,дуьгме
459,Knoten::N,knut,тӏвал
460,Farbe::N,färg,ранг
461,Kleidung::N,klädsel,партал
462,Hemd::N,skjorta,перем
463,Kragen::N,krage,хев
464,Ärmel::N,ärm,хел
465,Hose::N,byxor,шалвар
466,Gürtel::N,bälte,чӏул
467,Mütze::N,mössa,бармак
468,Mütze::N,mössa,бапӏах
469,Schuh::N,sko,ботинка
470,Stiefel::N,stövel,чекме
471,Ring::N,ring,тупӏал
472,Band::N,band,тасма
473,Kamm::N,kam,регъ
474,Spiegel::N,spegel,гуьзгуь
475,Riemen::N,rem,къайиш
476,Schnur::N,snöre,еб
477,Leine::N,lina,
478,Decke::N,täcke,яргъан
479,Kissen::N,dyna,хъуьцуьган
480,Kissen::N,kudde,хъуьцуьган
481,Tuch::N,sjal,шал
482,Handtuch::N,handduk,дасмал
483,Kraft::N,kraft,гуж
484,Stärke::N,styrka,къуват
485,Gesundheit::N,hälsa,сагъвал
486,Krankheit::N,sjukdom,тӏал
487,Schmerz::N,smärta,тӏал
488,Schmerz::N,smärta,тӏарвал
489,Wunde::N,sår,хер
490,Fieber::N,feber,ифин
491,Arznei::N,medicin,дарман
492,Arznei::N,läkemedel,дарман
493,Brücke::N,bro,муьгъ
494,Brunnen::N,brunn,къуй
495,Weide::N,bete,уьруьш
496,Pfad::N,stig,рехъ
497,Weg::N,väg,рехъ
498,Straße::N,gata,рехъ
499,Dorf::N,by,хуьр
500,Stadt::N,stad,шегьер
501,Brief::N,brev,кагъаз
502,Buch::N,bok,улуб
503,Buchstabe::N,bokstav,гьарф
504,Zeitung::N,tidning,газета
505,Leben::N,liv,уьмуьр
506,Tod::N,död,кьиникь
507,Grab::N,grav,сур
508,Kirche::N,kyrka,килиса
509,Sünde::N,synd,гунагь
510,Gott::N,gud,аллагь
511,Arbeiter::N,arbetare,фяле
512,Chef::N,chef,гьаким
513,Meister::N,mästare,устӏар
514,Arzt::N,läkare,доктор
515,Lehrer::N,lärare,муаллим
516,Geld::N,pengar,пул
517,Geschäft::N,rörelse,
518,Laden::N,affär,магазин
519,Preis::N,pris,къимет
520,Ware::N,vara,мал
521,Ware::N,vara,товар
522,Nutzen::N,gagn,хийир
523,Nutzen::N,gagn,менфят
524,Nutzen::N,nytta,хийир
525,Nutzen::N,nytta,менфят
526,Reichtum::N,rikedom,девлет
527,Welt::N,värld,дуьнья
528,Land::N,land,уьлкве
529,Staat::N,stat,пачагьлугъ
530,Staat::N,stat,государство
531,König::N,kung,пачагь
532,König::N,konung,пачагь
533,Macht::N,makt,власть
534,Grenze::N,gräns,сергьят
535,Krieg::N,krig,дяве
536,Feind::N,fiende,душман
537,Gewalt::N,våld,гуж
538,Kampf::N,kamp,женг
539,Kampf::N,strid,женг
540,Bogen[Waffe]::N,båge,чӏемерук
541,Pfeil::N,pil,хьел
542,Gewehr::N,gevär,тфенг
543,Fehler::N,fel,гъалатӏ
544,Lüge::N,lögn,ттаб
545,Schaden::N,skada,зиян
546,Schaden::N,skada,зарар
547,Unglück::N,otur,бала
548,Unglück::N,otur,бедбахтвал
549,Unglück::N,olycka,бала
550,Unglück::N,olycka,бедбахтвал
551,Schuld::N,skuld,тахсир
552,Alter::N,ålder,яш
553,Schluss::N,slut,эхир
554,Zeit::N,tid,вяде
555,Tag::N,dag,югъ
556,Morgen::N,morgon,пакама
557,Mittag::N,middag,нисин
558,Abend::N,kväll,няни
559,Nacht::N,natt,йиф
560,Woche::N,vecka,гьафте
561,Monat::N,månad,варз
562,Jahr::N,år,йис
563,Frühling::N,vår,гатфар
564,Sommer::N,sommar,гад
565,Herbst::N,höst,зул
566,Winter::N,vinter,кьуьд
567,Januar::N,januari,январь
568,Februar::N,februari,февраль
569,März::N,mars,март
570,April::N,april,апрель
571,Mai::N,maj,май
572,Juni::N,juni,июнь
573,Juli::N,juli,июль
574,August::N,augusti,август
575,September::N,september,сентябрь
576,Oktober::N,oktober,октябрь
577,November::N,november,ноябрь
578,Dezember::N,december,декабрь
579,Montag::N,måndag,ислен
580,Dienstag::N,tisdag,саласа
581,Mittwoch::N,onsdag,арбе
582,Donnerstag::N,torsdag,хемис югъ
583,Freitag::N,fredag,жуьмя
584,Freitag::N,fredag,жуьмя югъ
585,Samstag::N,lördag,киш
586,Sonntag::N,söndag,гьяд
587,groß::A,stor,еке
588,groß::A,stor,чӏехи
589,klein::A,liten,гъвечӏи
590,lang::A,lång,яргъи
591,kurz::A,kort,куьруь
592,breit::A,bred,гьяркьуь
593,schmal::A,smal,гуьтӏуь
594,dicht::A,tät,къалин
595,dick[Gegenstand]::A,tjock,
596,dünn::A,tunn,кьелечӏ
597,fein::A,fin,шуькӏуь
598,fest::A,fast,кӏеви
599,flach::A,platt,кьулу
600,glatt::A,glatt,цӏалцӏам
601,hart::A,hård,кӏеви
602,weich::A,mjuk,хъуьтуьл
603,rund::A,rund,элкъвей
604,spitz::A,toppig,хци
605,spitz::A,spetsig,хци
606,scharf::A,vass,хци
607,scharf::A,skarp,хци
608,stumpf::A,slö,къуьруь
609,schwer::A,tung,залан
610,schön::A,skön,иер
611,schön::A,vacker,иер
612,heiß::A,het,кудай
613,warm::A,varm,чими
614,kalt::A,kall,мекьи
615,kühl::A,sval,къайи
616,kühl::A,kylig,къайи
617,frisch::A,färsk,таза
618,frisch::A,färsk,михьи
619,feucht::A,fuktig,ламу
620,nass::A,våt,кьежей
621,trocken::A,torr,кьуру
622,voll::A,full,ацӏай
623,leer::A,tom,буш
624,leer::A,tom,ичӏи
625,offen::A,öppen,ахъа
626,geschlossen::A,stängd,кӏеви
627,sauber::A,ren,михьи
628,schmutzig::A,snuskig,чиркин
629,schmutzig::A,snuskig,кьацӏай
630,roh::A,rå,чиг
631,roh::A,rå,ицӏи
632,reif::A,mogen,дигмиш хьайи
633,lecker::A,läcker,дадлу
634,süß::A,söt,ширин
635,bitter::A,besk,туькьуьл
636,bitter::A,bitter,туькьуьл
637,sauer::A,sur,цуру
638,hell::A,ljus,экуь
639,dunkel::A,mörk,мичӏи
640,schwarz::A,svart,чӏулав
641,weiß::A,vit,лацу
642,rot::A,röd,яру
643,gelb::A,gul,хъипи
644,blau::A,blå,вили
645,grün::A,grön,къацу
646,grau::A,grå,рехи
647,bunt::A,brokig,цӏару
648,bunt::A,brokig,яру-цӏару
649,billig::A,billig,ужуз
650,teuer::A,dyr,багьа
651,wertvoll::A,värdefull,масан
652,blind::A,blind,буьркьуь
653,taub::A,döv,биши
654,kräftig::A,kraftig,гужлу
655,stark::A,stark,къуватлу
656,schwach::A,svag,такьатсуз
657,fett::A,fet,куьк
658,schlank::A,slank,шумал
659,hübsch::A,snygg,гуьрчег
660,hübsch::A,vacker,гуьрчег
661,böse::A,ond,пис
662,böse::A,elak,пис
663,dumm::A,dum,ахмакь
664,faul::A,lat,тенпел
665,fleißig::A,flitig,сяй ийидай
666,fleißig::A,flitig,сяйи ийидай
667,geizig::A,snål,мискьи
668,geizig::A,girig,мискьи
669,klug::A,klok,акьуллу
670,geschickt::A,händig,магьир
671,geschickt::A,skicklig,магьир
672,lieb::A,kär,играми
673,lieb::A,snäll,играми
674,lustig::A,rolig,шад
675,lustig::A,lustig,шад
676,sanft::A,mild,назик
677,sanft::A,mild,милайим
678,hungrig::A,hungrig,гишин
679,krank::A,sjuk,кефсуз
680,nackt::A,naken,кьецӏил
681,traurig::A,ledsen,пашман
682,traurig::A,sorgsen,пашман
683,lebendig::A,levande,ччан алай
684,gut::A,bra,хъсан
685,gut::A,bra,вижевай
686,schlecht::A,dålig,пис
687,richtig::A,riktig,дуьз
688,schlimm::A,illa,нифретлу
689,wahr::A,sann,гьакъикъи
690,alt::A,gammal,эски
691,alt::A,gammal,куьгьне
692,neu::A,ny,цӏийи
693,ehemalig::A,forn,виликан
694,ehemalig::A,tidigare,виликан
695,alt[Lebewesen]::A,gammal,кьуьзуь
696,jung::A,ung,жегьил
697,arm::A,fattig,кесиб
698,reich::A,rik,девлетлу
699,bekannt::A,känd,чидай
700,berühmt::A,berömd,машгьур
701,fremd::A,främmande,ччара
702,verschieden::A,åtskillig,жуьреба-жуьре
703,nah::A,nära,мукьвал
704,fern::A,fjärran,яргъал
705,linker::A,vänster,чапла
706,rechter::A,höger,эрчӏи
707,anderer::A,annan,маса
708,anderer::A,annan,муькуь
709,erster::A,första,сад лагьай
710,zweiter::A,andra,кьвед лагьай
711,dritter::A,tredje,пуд лагьай
712,letzter::A,sist,эхиримжи
713,allein::ADV,allena,кьилди
714,auf einmal::ADV,på en gång,
715,zusammen::ADV,tillsammans,санал
716,lange::ADV,länge,яргъалди
717,plötzlich::ADV,plötsligt,садлагьана
718,sofort::ADV,strax,гьасятда
719,sofort::ADV,genast,гьасятда
720,später::ADV,senare,гуьгъуьнлай
721,jetzt::ADV,nu,гила
722,heute::ADV,i dag,къе
723,morgen::ADV,i morgon,пака
724,bald::ADV,snart,мукьва
725,bald::ADV,snart,мукьвара
726,dann::ADV,då,ахпа
727,gestern::ADV,i går,накь
728,einst::ADV,en gång,садра
729,damals::ADV,då,а чӏавуз
730,damals::ADV,den gången,а чӏавуз
731,danach::ADV,därefter,ахпа
732,vorher::ADV,före,вилик
733,vorher::ADV,förut,вилик
734,zuerst::ADV,först,сифте
735,einmal::ADV,en gång,садра
736,manchmal::ADV,ibland,гагь-гагь
737,oft::ADV,ofta,гзаф вахтара
738,immer::ADV,alltid,гьамиша
739,niemals::ADV,aldrig,са чӏавузни
740,niemals::ADV,aldrig,са вахтундани
741,hier::ADV,här,ина
742,hierhin::ADV,hit,иниз
743,von hier::ADV,härifrån,инай
744,dort::ADV,där,ана
745,dorthin::ADV,dit,аниз
746,geradeaus::ADV,rätt fram,дуьз
747,vorwärts::ADV,fram,вилик
748,vorwärts::ADV,fram,виликди
749,vorwärts::ADV,framåt,вилик
750,vorwärts::ADV,framåt,виликди
751,rückwärts::ADV,baklänges,кьулухъ
752,zurück::ADV,tillbaka,
753,unten::ADV,nere,агъада
754,unten::ADV,nedanför,агъада
755,hinab::ADV,ned,агъуз
756,hinab::ADV,nedåt,агъуз
757,oben::ADV,ovan,винел
758,oben::ADV,ovanpå,винел
759,hinauf::ADV,upp,виниз
760,hinauf::ADV,uppåt,виниз
761,überall::ADV,överallt,вирина
762,nicht::ADV,ej,ваъ
763,nicht::ADV,inte,ваъ
764,ein wenig::ADV,litet,са тӏимил
765,kaum::ADV,knappt,жизви
766,kaum::ADV,knappast,жизви
767,sehr::ADV,mycket,лап
768,so::ADV,så,икӏ
769,noch::ADV,än,гьеле
770,noch::ADV,ännu,гьеле
771,nur::ADV,bara,анжах
772,nur::ADV,endast,анжах
773,schon::ADV,redan,хъувуна
774,schon::ADV,redan,мадни дардиз
775,schon::ADV,redan,мадни гуьтӏуьз
776,schon::ADV,redan,мадни гуьтӏуь я
777,wieder::ADV,åter,
778,vergebens::ADV,förgäves,нагьакь
779,vergebens::ADV,förgäves,нагьакьа
780,vor::PRP,utanför,вилик
781,hinter::PRP,bakom,кьулухъ
782,unter::PRP,under,кӏаник
783,durch::PRP,genom,арадай
784,durch::PRP,genom,-кай хкатна
785,durch::PRP,igenom,арадай
786,durch::PRP,igenom,-кай хкатна
787,neben::PRP,bredvid,патав
788,neben::PRP,bredvid,мукьув
789,neben::PRP,vid sidan av,патав
790,neben::PRP,vid sidan av,мукьув
791,zwischen::PRP,mellan,ара
792,zwischen::PRP,mellan,арада
793,wegen::PRP,på grund av,гъиляй
794,dies::PRN,detta,и
795,dies::PRN,detta,им
796,das::PRN,det,а
797,das::PRN,det,ам
798,alles::PRN,allt,вири
799,alles::PRN,allt,михьиз
800,ich::PRN,jag,за
801,ich::PRN,jag,зун
802,du::PRN,du,вун
803,er::PRN,han,ам
804,er::PRN,han,гьа
805,wir::PRN,vi,чун
806,ihr::PRN,ni,куьн
807,sie::PRN,de,абур
808,was::FPRN,vad,вуч
809,wer::FPRN,vem,вуж
810,wo::FADV,var,гьина
811,wohin::FADV,vart,гьиниз
812,wie::FADV,hur,гьикӏ
813,warum::FADV,varför,вучиз
814,wieviel::FNUM,hur mycket,шумуд
815,eins::NUM,en,са
816,eins::NUM,ett,са
817,zwei::NUM,två,кьвед
818,drei::NUM,tre,пуд
819,vier::NUM,fyra,кьуд
