,Concept_ID,ba,fa
758,verschieden::A,төрлө,متفاوت
759,nah::A,яҡын,نزدیک
760,fern::A,алыҫ,دور
761,fern::A,йыраҡ,دور
762,linker::A,һул,چپ
763,rechter::A,уң,راست
764,anderer::A,бутән,دیگر
765,erster::A,тәүге,اول
766,zweiter::A,икенсе,دوم
767,dritter::A,өсөнсө,سوم
768,letzter::A,һуңғы,آخر
769,allein::ADV,бер үҙе,تنها
770,allein::ADV,яңғыҙ,تنها
771,auf einmal::ADV,бер юлы,همزمان
772,zusammen::ADV,бергә,باهم
773,lange::ADV,оҙаҡ,مدت‌ها
774,lange::ADV,оҙаҡ,مدت زیادی
775,plötzlich::ADV,ҡапыл,ناگهان
776,sofort::ADV,шунда уҡ,فوراً
777,später::ADV,һуңыраҡ,بعدها
778,jetzt::ADV,хәҙер,حالا
779,jetzt::ADV,хәҙер,اکنون
780,heute::ADV,бөгөн,امروز
781,morgen::ADV,иртәгә,فردا
782,bald::ADV,тиҙҙән,زود
783,bald::ADV,тиҙҙән,بزودی
784,dann::ADV,һуңынан,سپس
785,dann::ADV,һуңынан,آنوقت
786,gestern::ADV,кисә,دیروز
787,einst::ADV,ҡасандыр,وقتی
788,einst::ADV,ҡасандыр,زمانی
789,einst::ADV,бер баҡыт,وقتی
790,einst::ADV,бер баҡыт,زمانی
791,damals::ADV,ул саҡта,آنوقت
792,damals::ADV,ул саҡта,آنزمان
793,danach::ADV,һуңынан,بعد
794,vorher::ADV,элек,قبلاً
795,zuerst::ADV,башта,اول
796,zuerst::ADV,башта,ابتداء
797,einmal::ADV,бер,یکدفعه
798,manchmal::ADV,ҡайһы берҙә,گاهی
799,manchmal::ADV,ҡайһы берҙә,بعضی اوقات
800,oft::ADV,йыш,اغلب
801,immer::ADV,һәр ҡасан,همیشه
802,niemals::ADV,бер ҡасан да,هرگز
803,niemals::ADV,бер ваҡытта ла,هرگز
804,hier::ADV,бында,اینجا
805,hierhin::ADV,бында,به اینجا
806,von hier::ADV,бынан,از اینجا
807,von hier::ADV,ошонан,از اینجا
808,dort::ADV,шунда,آنجا
809,dort::ADV,тегендә,آنجا
810,dorthin::ADV,шунда,به آنجا
811,dorthin::ADV,тегеләй,به آنجا
812,geradeaus::ADV,тура,راست
813,vorwärts::ADV,алға,جلو
814,vorwärts::ADV,алға,به پیش
815,rückwärts::ADV,кирегә,عقب
816,zurück::ADV,кирегә,پس
817,zurück::ADV,кирегә,عقب
818,zurück::ADV,кирегә,بالعکس
819,unten::ADV,түбәндә,زیر
820,unten::ADV,түбәндә,پایین
821,hinab::ADV,түбәнгә,به پایین
822,oben::ADV,юғарыла,بالا
823,hinauf::ADV,юғарыға,به بالا
824,überall::ADV,бөтә урында,همه‌جا
825,nicht::ADV,тугел,نه
826,ein wenig::ADV,аҙ,کمی
827,kaum::ADV,көскә,به سختی
828,kaum::ADV,саҡ-саҡ,به سختی
829,sehr::ADV,ифат,خیلی
830,sehr::ADV,ифат,بسیار
831,so::ADV,шулай,چنین
832,so::ADV,шулай,اینطور
833,noch::ADV,йәнә,هنوز
834,nur::ADV,бары,فقط
835,nur::ADV,бары,تنها
836,schon::ADV,инде,قبلاً
837,schon::ADV,инде,به این زودی
838,wieder::ADV,тағы,باز
839,wieder::ADV,тағы,دوباره
840,vergebens::ADV,бушҡа,بیهوده
841,vor::PRP,алдында,در جلوی
842,hinter::PRP,артында,پشت
843,unter::PRP,аҫтында,تحت
844,durch::PRP,үтә,از وسط
845,durch::PRP,үтә,از ميان
846,neben::PRP,эргәһендә,کنار
847,neben::PRP,эргәһендә,پهلوی
848,zwischen::PRP,араһында,بین
849,zwischen::PRP,араһында,میان
850,wegen::PRP,өсөн,برای
851,wegen::PRP,өсөн,بخاطر
852,wegen::PRP,сәбәпле,برای
853,wegen::PRP,сәбәпле,بخاطر
854,dies::PRN,был,این
855,dies::PRN,ошо,این
856,das::PRN,ул,آن
857,alles::PRN,бөтә,تمام
858,alles::PRN,бөтә,همه‌چیر
859,ich::PRN,мин,من
860,du::PRN,һин,تو
861,er::PRN,ул,او
862,wir::PRN,беҙ,ما
863,ihr::PRN,һеҙ,شما
864,sie::PRN,улар,آنها
865,was::FPRN,ә,چه
866,was::FPRN,ни,چه
867,was::FPRN,нәмә,چه
868,wer::FPRN,ҡем,کی
869,wo::FADV,ҡайҙа,کجا
870,wohin::FADV,ҡайҙа,بکجا
871,wie::FADV,инидәй,چطور
872,wie::FADV,инидәй,چگونه
873,warum::FADV,ин өсөн,چرا
874,warum::FADV,ин өсөн,برای چه
875,wieviel::FNUM,күпме,چند
876,wieviel::FNUM,күпме,چقدر
877,eins::NUM,бер,یک
878,zwei::NUM,ике,دو
879,zwei::NUM,икәү,دو
880,drei::NUM,өс,سه
881,vier::NUM,дүрт,چهار
882,fünf::NUM,биш,پنج
883,sechs::NUM,алты,شش
884,sieben::NUM,ете,هفت
885,acht::NUM,һигеҙ,هشت
886,neun::NUM,туғыҙ,نه
887,zehn::NUM,ун,ده
888,elf::NUM,ун бер,یازده
889,zwölf::NUM,ун ике,دوازده
890,zwanzig::NUM,егерме,بیست
891,dreißig::NUM,утыҙ,سی
892,vierzig::NUM,ҡырҡ,چهل
893,fünfzig::NUM,илле,پنجاه
894,sechzig::NUM,алтмыш,شصت
895,siebzig::NUM,етмеш,هفتاد
896,achtzig::NUM,һикһән,هشتاد
897,neunzig::NUM,туҡһан,نود
898,hundert::NUM,йөҙ,صد
899,tausend::NUM,мең,هزار
900,und::CNJ,да,و
901,oder::CNJ,йәки,یا
902,stehen::V,тороу,ایستادن
903,sitzen::V,ултырыу,نشستن
904,liegen::V,ятыу,خوابیدن
905,liegen::V,ятыу,دراز کشیدن
906,hängen::V,аҫылынып тороу,آویزان بودن
907,werden::V,булыу,شدن
908,passieren::V,булыу,گذشتن
909,passieren::V,булыу,اتفاق افتادن
910,beginnen::V,башлау,شروع شدن
911,enden::V,бөтөү,تمام شدن
912,enden::V,тамамланыү,تمام شدن
913,wechseln::V,үҙгәреү,عوض شدن
914,aufgehen[Sonne]::V,ҡалҡыу,برآمدن
915,aufgehen[Sonne]::V,ҡалҡыу,طلوع کردن
916,untergehen[Sonne]::V,байыу,غروب کردن
917,scheinen[Sonne]::V,яҡтыртып тороу,تابیدن
918,donnern::V,күкрәү,رعد زدن
919,wehen::V,иҫеү,دمیدن
920,strömen::V,ташыу,روان شدن
921,fließen::V,ағыу,روان شدن
922,sich drehen::V,әйләнеү,چرخیدن
923,schwanken::V,тирбәлеү,خم و راست شدن
924,schwingen::V,бәүетеү,تاب خوردن
925,schwingen::V,бәүетеү,نوسان کردن
926,fallen::V,йығылыу,افتادن
927,fallen::V,йығылыу,سقوط کردن
928,brennen::V,яныу,سوزاندن
929,rauchen::V,төтәү,دود کردن
930,regnen::V,ямғыр яуа,باران آمدن
931,gefrieren::V,туңыү,یخ بستن
932,tauen::V,иреү,آب شدن
933,schmelzen::V,иреү,آب شدن
934,trocknen::V,кибеү,خشک شدن
935,sieden::V,ҡайнау,جوشیدن
936,faulen::V,сереу,فاسد شدن
937,verfaulen::V,сереу,پوسیدن
938,reißen::V,өҙөү,پاره شدن
939,reißen::V,йыртылыу,پاره شدن
940,versinken::V,батыу,غرق شدن
941,vergehen::V,үтеү,گذشتن
942,erscheinen::V,килеп сығыу,ظاهر شدن
943,verschwinden::V,юғалыу,گم شدن
944,verschwinden::V,юғалыу,از بین رفتن
945,sinken::V,түбәнәйеү,پایین آمدن
946,abnehmen::V,кәметеү,کم شدن
947,zunehmen::V,артыу,زیاد شدن
948,steigen::V,күтәрелеү,بالا رفتن
949,wachsen::V,үҫеү,قد کشیدن
950,glänzen::V,ялтырау,برق زدن
951,funkeln::V,баҙлау,جرقه زدن
952,lärmen::V,шаулау,شلوغ کردن
953,läuten::V,ҡағыу,زنگ زدن
954,klingeln::V,ҡағыу,زنگ زدن
955,klingeln::V,шылтыратыу,زنگ زدن
956,klirren::V,шылтыратыу,جرنگ جرنگ صدا کردن
957,brausen::V,ҡотороноу,طوفانی بودن
958,rauschen::V,шыптырлау,خش‌خش کردن
959,klingen::V,яңғырау,صدا دادن
960,bellen::V,өрөү,عوعو کردن
961,heulen::V,олоу,زوزه کشیدن
962,blasen::V,өрөү,فوت کردن
963,pfeifen::V,һызғырып ебәреү,سوت زدن
964,schreien::V,ҡысҡырыу,فریاد زدن
965,stöhnen::V,уңғырашыу,نالیدن
966,zittern::V,ҡалтырау,لرزیدن
967,leben::V,йәшәү,زیستن
968,leben::V,йәшәү,زندگی کردن
969,geboren werden::V,тыуыу,متولد شدن
970,atmen::V,тын алыү,تنفس کردن
971,trinken::V,эсеү,نوشیدن
972,essen::V,ашау,خوردن
973,schlucken::V,йотоу,بلعیدن
974,schlucken::V,йотоу,قورت دادن
975,müde werden::V,арыу,خسته شدن
976,einschlafen::V,йоҡлап китеү,خواب رفتن
977,schlafen::V,йоҡлау,خوابیدن
978,aufwachen::V,уяныу,از خواب بیدار شدن
979,aufstehen::V,тороу,بیدار شدن
980,sich erholen::V,ял итеү,استراحت کردن
981,krank werden::V,сирләү,مریض شدن
982,krank sein::V,сирләү,بیمار بودن
983,schmerzen::V,ауыртыу,درد کردن
984,husten::V,йүтәлләү,سرفه کردن
985,genesen::V,һауығыу,بهبود یافتن
986,sterben::V,үлеү,مردن
987,umkommen::V,һәләк булыу,کشته شدن
988,sich bewegen::V,хәрәкәт итеү,حرکت کردن
989,sich rühren::V,ҡуҙғалыу,تکان خوردن
990,sich erheben::V,тороу,برخواستن
991,sich setzen::V,ултырыу,نشستن
992,hinfallen::V,ҡолау,زمین خوردن
993,laufen::V,йөрөү,پیاده رفتن
994,schreiten::V,атлау,قدم زدن
995,spazierengehen::V,ял итеп йороү,گردش رفتن
996,eilen::V,ашығыу,شتاب کردن
997,eilen::V,ҡабаланыу,شتاب کردن
998,sich beeilen::V,ашығыу,عجله کردن
999,sich beeilen::V,ҡабаланыу,عجله کردن
1000,sausen::V,елеү,صفیر کشیدن
1001,rennen::V,йүгеп йөрөү,دویدن
1002,springen::V,һикереү,پریدن
1003,klettern::V,үрмәләү,بالا رفتن
1004,klettern::V,үрмәләп менеү,بالا رفتن
1005,schaukeln::V,сайҡалыу,تاب خوردن
1006,kriechen::V,шыуышыу,خزیدن
1007,schwimmen::V,йоҙөү,شنا کردن
1008,tauchen::V,сумыу,غواصی کردن
1009,rudern::V,ишеү,پارو زدن
1010,fahren::V,йөрөү,سواره رفتن
1011,fliegen::V,осоу,پریدن
1012,gehen::V,барыу,رفتن
1013,weggehen::V,китеү,رفتن
1014,abfahren::V,сығыу,حرکت کردن
1015,anhalten::V,тукталыу,ایست کردن
1016,hineingehen::V,инеү,داخل شدن
1017,eintreten::V,инеү,وارد شدن
1018,kommen::V,килеү,آمدن
1019,ankommen::V,килеү,رسیدن
1020,zurückkommen::V,ҡайтыу,برگشتن
1021,bleiben::V,ҡалыу,ماندن
1022,warten::V,көтөп тороу,منتظر بودن
1023,erwarten::V,көтөү,انتظار داشتن
1024,suchen::V,эҙләү,جستجو کردن
1025,finden::V,табыу,یافتن
1026,finden::V,табыу,پیدا کردن
1027,versuchen::V,тырышып ҡарау,سعی کردن
1028,versuchen::V,тырышып ҡарау,کوشش کردن
1029,vorbereiten::V,әҙерләү,آماده کردن
1030,lieben::V,яратыу,عاشق بودن
1031,mögen::V,һөйөү,میل داشتن
1032,mögen::V,һөйөү,دوست داشتن
1033,mögen::V,яратыу,میل داشتن
1034,mögen::V,яратыу,دوست داشتن
1035,lachen::V,көлөү,خندیدن
1036,rühren::V,ҡағылыу,به رقت آوردن
1037,weinen::V,илау,گریه کردن
1038,schimpfen::V,һүгенеү,فحاشی کردن
1039,schimpfen::V,тиргәнеү,فحاشی کردن
1040,schimpfen::V,һуҡраныу,فحاشی کردن
1041,sich ärgern::V,асыуланыу,ناراحت شدن
1042,sich fürchten::V,ҡурҡыу,واهمه کردن
1043,fürchten::V,ҡурҡыу,ترسیدن
1044,fliehen::V,ҡасыу,گریختن
1045,flüchten::V,ҡасыу,فرار کردن
1046,sehen::V,күреү,دیدن
1047,anschauen::V,ҡарау,نگاه کردن
1048,ansehen::V,ҡарау,تماشا کردن
1049,ansehen::V,тикшереү,تماشا کردن
1050,hören::V,ишетеү,شنیدن
1051,zuhören::V,тыңлау,گوش دادن
1052,probieren::V,татыу,چشیدن
1053,riechen::V,еҫкәү,بوییدن
1054,riechen::V,еҫкәү,بو کردن
1055,fühlen::V,тойоу,احساس کردن
1056,scheinen::V,кеүек күренеү,بنظر آمدن
1057,scheinen::V,тойолоу,بنظر آمدن
1058,zu sehen sein::V,күренеү,دیده شدن
1059,vernehmen::V,ишетеү,شنیدن
1060,frieren::V,туңыү,سرد بودن
1061,tun::V,яһау,کردن
1062,tun::V,әшләү,کردن
1063,können::V,алыу,توانستن
1064,können::V,мөмкин булыу,توانستن
1065,wollen::V,теләү,خواستن
1066,anfangen::V,башлау,شروع کردن
1067,beenden::V,бөтөрөү,تمام کردن
1068,beenden::V,бөтөрөү,پایان دادن
1069,beenden::V,тамамлау,تمام کردن
1070,beenden::V,тамамлау,پایان دادن
1071,aufhören::V,туктау,دست کشیدن
1072,gelingen::V,уңышлы булыу,موفق شدن
1073,geraten::V,булып сығыу,نتیجه دادن
1074,öffnen::V,асыу,گشودن
1075,öffnen::V,асыу,باز کردن
1076,schließen::V,йомоу,بستن
1077,schließen::V,йомоу,قفل کردن
1078,stellen::V,ҡуйыу,گذاردن
1079,setzen::V,урынлаштырыу,نشاندن
1080,legen::V,һалыу,گذاشتن
1081,berühren::V,тейеү,دست زدن
1082,berühren::V,тейеү,لمس کردن
1083,berühren::V,ҡағылыу,دست زدن
1084,berühren::V,ҡағылыу,لمس کردن
1085,verbinden::V,ҡушыу,وصل کردن
1086,verbinden::V,бәйләү,وصل کردن
1087,bedecken::V,ҡаплау,پوشاندن
1088,aufhängen::V,элеү,آویختن
1089,anzünden::V,тоҡандырыу,سوزاندن
1090,aufheben::V,мендереү,برداشتن
1091,aufheben::V,мендереү,بلند کردن
1092,zurücklassen::V,ҡалдырыу,گذاشتن
1093,verlieren::V,юғалтыу,گم کردن
1094,fallen lassen::V,төшөрөп ебәреү,انداختن
1095,machen::V,яһау,کردن
1096,machen::V,яһау,ساختن
1097,machen::V,эшләү,کردن
1098,machen::V,эшләү,ساختن
1099,herstellen::V,эшләп сығарыу,ساختن
1100,herstellen::V,эшләп сығарыу,تولید کردن
1101,bauen::V,төҙөү,ساختن
1102,bauen::V,төҙөү,بنا کردن
1103,reparieren::V,төҙәтеү,درست کردن
1104,reparieren::V,төҙәтеү,تعمیر کردن
1105,verbessern::V,яҡшыртыу,بهتر کردن
1106,ändern::V,үҙгәртеү,تغییر دادن
1107,graben::V,ҡаҙыу,کندن
1108,graben::V,ҡаҙыу,گود کردن
1109,beugen::V,бөгөү,کج کردن
1110,biegen::V,бөгөү,خم کردن
1111,drehen::V,өйрөлтөү,چرخاندن
1112,drehen::V,әйләндереү,چرخاندن
1113,wenden::V,әйләндереү,برگرداندن
1114,umdrehen::V,түңкәреү,برگرداندن
1115,heben::V,күтәреү,برداشتن
1116,heben::V,мендереү,برداشتن
1117,hochheben::V,күтәреү,برآوردن
1118,hochheben::V,күтәреү,بلند کردن
1119,ergreifen::V,тотоп алыу,گرفتن
1120,halten::V,тотоу,نگاه داشتن
1121,drücken::V,ҡыҫыу,فشار دادن
1122,drücken::V,ҡыҫыу,فشار آوردن
1123,schieben::V,этеү,هل دادن
1124,schieben::V,төртөү,هل دادن
1125,kratzen::V,ҡырыу,خاریدن
1126,lecken::V,ялау,لیسیدن
1127,beißen::V,тешләү,گاز زدن
1128,abreißen::V,өҙөү,پاره کردن
1129,abschneiden::V,ҡырҡыу,بریدن
1130,abschneiden::V,ҡырҡыу,قطع کردن
1131,binden::V,бәйләү,بستن
1132,stecken::V,ҡаҙау,فرو کردن
1133,brechen::V,боҙоу,شکستن
1134,klopfen::V,шаҡылдау,کوبیدن
1135,hauen::V,туҡмау,زدن
1136,kleben::V,йәбештереү,چسباندن
1137,reiben::V,ыуыу,مالش دادن
1138,reiben::V,ышҡыу,مالش دادن
1139,streichen::V,яғыу,مالیدن
1140,schleifen::V,үткерләү,تیز کردن
1141,schneiden::V,ҡырҡыу,چیدن
1142,schneiden::V,ҡырҡыу,بریدن
1143,rütteln::V,һелкетеү,لرزاندن
1144,rütteln::V,һелкетеү,تکان دادن
1145,schütteln::V,һелкетеү,تکان دادن
1146,schwenken::V,болғау,تاب دادن
1147,schütten::V,ҡойоу,ریختن
1148,füllen::V,тултырыу,پر کردن
1149,einwickeln::V,төрөү,پیچیدن
1150,tragen::V,алып барыу,بردن
1151,tragen::V,алып барыу,حمل کردن
1152,schleppen::V,һөйрәү,کشیدن
1153,ziehen::V,тартыу,کشیدن
1154,aufbewahren::V,һаҡлау,نگهداری کردن
1155,werfen::V,ырғытыу,انداختن
1156,werfen::V,ырғытыу,پرتاب کردن
1157,fangen::V,тотоу,گرفتن
1158,packen::V,етеү,گرفتن
1159,packen::V,тотоп алыу,گرفتن
1160,verstecken::V,йәшереү,قایم کردن
1161,verstecken::V,йәшереү,پنهان کردن
1162,teilen::V,бүлеү,قسمت کردن
1163,teilen::V,бүлеү,تقسیم کردن
1164,schicken::V,ебәреү,فرستادن
1165,schicken::V,ебәреү,ارسال کردن
1166,bringen::V,килтереү,آوردن
1167,hinzufügen::V,өтәү,افزودن
1168,hinzufügen::V,өтәү,اضافه کردن
1169,bekommen::V,алыу,گرفتن
1170,erhalten::V,алыу,دریافت کردن
1171,nehmen::V,алыу,گرفتن
1172,nehmen::V,алыу,برداشتن
1173,wählen::V,һайлаү,انتخاب کردن
1174,auswählen::V,һайлап алыу,برگزیدن
1175,bewahren::V,һаҡлау,حفظ کردن
1176,bewahren::V,һаҡлау,حفاظت کردن
1177,behindern::V,тотҡарлыҡ яһау,مانع بودن
1178,verderben::V,боҙоу,از بین بردن
1179,beschädigen::V,боҙоу,صدمه زدن
1180,zerbrechen::V,ҡыйратыу,شکستن
1181,zerreißen::V,йыртыу,دریدن
1182,zerreißen::V,йыртыу,پاره کردن
1183,zerstören::V,емереү,خراب کردن
1184,zerstören::V,емереү,ویران کردن
1185,verbrennen::V,үртәү,سوزاندن
1186,geben::V,биреү,دادن
1187,reichen::V,биреү,دادن
1188,schenken::V,бүләк итеү,هدیه دادن
1189,versprechen::V,вәғәҙә биреү,قول دادن
1190,versprechen::V,вәғәҙә биреү,وعده دادن
1191,wünschen::V,теләу,آرزو کردن
1192,loben::V,маҡтау,ستایش کردن
1193,küssen::V,үбеү,بوسیدن
1194,wiegen::V,бәүетеү,نوسان کردن
1195,wiegen::V,тирбәтеү,نوسان کردن
1196,zudecken::V,ҡаплау,پوشاندن
1197,wecken::V,уятыу,بیدار کردن
1198,zeigen::V,күрһәтеү,نشان دادن
1199,führen::V,етәкләү,رهنمائی کردن
1200,lehren::V,уҡытыу,آموختن
1201,lehren::V,уҡытыу,یاد دادن
1202,lehren::V,өйрәтеү,آموختن
1203,lehren::V,өйрәтеү,یاد دادن
1204,unterrichten::V,уҡытыу,درس دادن
1205,unterrichten::V,уҡытыу,تدریس کردن
1206,aufziehen::V,тәрбиәле,تربیت کردن
1207,leiten::V,етәкләү,اداره کردن
1208,leiten::V,етәкселек итеү,اداره کردن
1209,antreiben::V,ашыҡтырыу,عجله دادن
1210,lassen::V,мәжбүр итеү,وادار کردن
1211,einladen::V,саҡырыу,دعوت کردن
1212,einladen::V,саҡырыу,مهمان کردن
1213,vereinigen::V,берләштереү,یکی کردن
1214,vereinigen::V,берләштереү,متحد کردن
1215,besuchen::V,килеп сығыу,دیدار کردن
1216,treffen::V,тойоү,ملاقات کردن
1217,treffen::V,осратыу,ملاقات کردن
1218,treffen::V,ҡаршылау,ملاقات کردن
1219,sich versammeln::V,йыйылыу,جمع شدن
1220,spielen::V,тартыу,بازی کردن
1221,singen::V,йырлау,آواز خواندن
1222,tanzen::V,бейеү,رقصیدن
1223,sich trennen::V,айырылышыу,جدا شدن
1224,verlassen::V,ташлау,ترک کردن
1225,verlassen::V,ташлап китеү,ترک کردن
1226,retten::V,ҡотҡарыу,نجات دادن
1227,bewachen::V,һаҡлау,حراست کردن
1228,schützen::V,һаҡлау,حفظ کردن
1229,verteidigen::V,яҡлау,دفاع کردن
1230,sich schlagen::V,һуғышыу,کتک‌کاری کردن
1231,schießen::V,атыу,تیر زدن
1232,siegen::V,еңеү,پیروز شدن
1233,ärgern::V,асыуландырыу,ناراحت کردن
1234,schlagen::V,бәреү,زدن
1235,schlagen::V,бәреү,کوبیدن
1236,schlagen::V,туҡмау,زدن
1237,schlagen::V,туҡмау,کوبیدن
1238,treten::V,тибеү,لگد زدن
1239,treten::V,типкеләү,لگد زدن
1240,stechen::V,сәнсеү,چاقو زدن
1241,stoßen::V,этеү,هل دادن
1242,stoßen::V,төртөү,هل دادن
1243,stehlen::V,урлау,دزدیدن
1244,stören::V,ҡамасаулау,مزاحم شدن
1245,belästigen::V,бимазалау,زحمت دادن
1246,belästigen::V,ҡамасаулау,زحمت دادن
1247,verbergen::V,йәшереү,پنهان کردن
1248,täuschen::V,ултыртыу,گول زدن
1249,täuschen::V,ултыртыу,فریب دادن
1250,betrügen::V,алдау,گول زدن
1251,betrügen::V,алдау,فریب دادن
1252,töten::V,үлтереү,کشتن
1253,wohnen::V,йәшәү,منزل داشتن
1254,wohnen::V,йәшәү,سکونت داشتن
1255,arbeiten::V,эшләү,کار کردن
1256,sammeln::V,йыйыу,جمع کردن
1257,pflücken::V,өҙөү,چیدن
1258,jagen::V,аулау,شکار کردن
1259,fischen::V,аулау,صید کردن
1260,fischen::V,аулау,ماهی‌گیری کردن
1261,fassen::V,тотоу,گرفتن
1262,hüten::V,көтөү,چراندن
1263,hüten::V,көтөү,مراقبت کردن
1264,treiben::V,ҡыуыу,راندن
1265,anbinden::V,бәйләү,متصل کردن
1266,füttern::V,ашатыу,غذا دادن
1267,melken::V,һауыү,دوشیدن
1268,hacken::V,турау,خرد کردن
1269,hacken::V,тапау,خرد کردن
1270,gießen::V,ҡойоу,ریختن
1271,reifen::V,өлғөрөү,رسیدن
1272,zubereiten::V,бешереү,طبخ کردن
1273,zubereiten::V,бешереү,آماده کردن
1274,kochen::V,бешереү,پختن
1275,kochen::V,бешереү,آشپزی کردن
1276,backen::V,бешереү,پختن
1277,braten::V,ҡурыу,سرخ کردن
1278,umrühren::V,ҡатнаштырыу,هم زدن
1279,stricken::V,бәйләү,بافتن
1280,nähen::V,тегеү,دوختن
1281,färben::V,буяу,رنگ زدن
1282,reinigen::V,таҙартыу,پاک کردن
1283,reinigen::V,таҙартыу,تمیز کردن
1284,waschen::V,йыуыу,شستن
1285,abwischen::V,һөртөү,زدودن
1286,spülen::V,сайҡау,شستن
1287,fegen::V,һепереү,جارو کردن
1288,kehren::V,һепереү,جارو کردن
1289,baden::V,һыу инеү,شنا کردن
1290,baden::V,һыу инеү,حمام کردن
1291,sich waschen::V,йыуыныу,شستشو کردن
1292,ausziehen::V,сисеү,درآوردن
1293,anziehen::V,кейеү,پوشیدن
1294,sich anziehen::V,кейенеү,لباس پوشیدن
1295,kämmen::V,тарау,شانه زدن
1296,schmücken::V,биҙәү,زینت دادن
1297,sagen::V,әйтеү,گفتن
1298,sprechen::V,әйтеү,حرف زدن
1299,sprechen::V,әйтеү,صحبت کردن
1300,sprechen::V,һөйләшеү,حرف زدن
1301,sprechen::V,һөйләшеү,صحبت کردن
1302,reden::V,һөйләшеү,حرف زدن
1303,reden::V,һөйләшеү,صحبت کردن
1304,sich unterhalten::V,әңгәмәләшеү,گپ زدن
1305,fragen::V,һорау,پرسیدن
1306,fragen::V,һорау,سؤال کردن
1307,bitten::V,үтенеү,خواهش کردن
1308,bitten::V,үтенеү,درخواست کردن
1309,erzählen::V,һөйләү,نقل کردن
1310,erzählen::V,һөйләү,حکایت کردن
1311,mitteilen::V,әйтеү,خبر دادن
1312,nennen::V,атау,نامیدن
1313,nennen::V,исемләү,نامیدن
1314,rufen::V,саҡырыу,صدا کردن
1315,prahlen::V,маҡтаныу,پز آمدن
1316,prahlen::V,шапырыныу,پز آمدن
1317,übersetzen::V,тәржемә итеү,ترجمه کردن
1318,denken::V,уйлау,فکر کردن
1319,glauben::V,ышаныу,باور کردن
1320,glauben::V,ышаныу,عقیده داشتن
1321,bemerken::V,күреү,متوجه شدن
1322,erkennen::V,таныу,شناختن
1323,erkennen::V,таныу,تشخیص دادن
1324,begreifen::V,аңлау,فهمیدن
1325,begreifen::V,аңлау,درک کردن
1326,verstehen::V,аңлау,فهمیدن
1327,lernen::V,өйрәнеү,آموختن
1328,lernen::V,өйрәнеү,یاد گرفتن
1329,wissen::V,белеү,دانستن
1330,sich erinnern an::V,хәтергә алыу,به یاد آوردن
1331,vergessen::V,онотоу,فراموش کردن
1332,messen::V,үлсәү,اندازه گرفتن
1333,zählen::V,һанау,شمردن
1334,rechnen::V,һанау,حساب کردن
1335,lesen::V,уҡыу,خواندن
1336,malen::V,һүрәт яһау,نقاشی کردن
1337,malen::V,рәсем төшөрөү,نقاشی کردن
1338,zeichnen::V,һүрәт яһау,کشیدن
1339,zeichnen::V,һүрәт яһау,رسم کردن
1340,zeichnen::V,рәсем төшөрөү,کشیدن
1341,zeichnen::V,рәсем төшөрөү,رسم کردن
1342,schreiben::V,яҙыу,نوشتن
1343,besitzen::V,биләү,داشتن
1344,kaufen::V,һатып алыу,خریدن
1345,kaufen::V,һатып алыу,خرید کردن
1346,verkaufen::V,һатыу,فروختن
1347,bezahlen::V,түләү,پرداختن
1348,zahlen::V,түләү,پرداخت کردن
1349,beherrschen::V,биләү,مسلط بودن
1350,ertragen::V,түҙеү,تحمل کردن
