,Concept_ID,bn,kk
701,hungrig::A,ক্ষুধার্ত,аш
702,krank::A,অসুস্থ,кеселді
703,nackt::A,উলঙ্গ,жалаңаш
704,traurig::A,দুঃখিত,қапа
705,lebendig::A,জীবিত,тірі
706,lebendig::A,জীবিত,жанды
707,gut::A,ভালো,жақсы
708,schlecht::A,মন্দ,жаман
709,richtig::A,ঠিক,дұрыс
710,schlimm::A,কদর্য,жаман
711,wahr::A,বাস্তব,нағыз
712,alt::A,পুরাতন,ескі
713,neu::A,নব,жаңа
714,neu::A,নূতন,жаңа
715,ehemalig::A,পূর্বকালীন,өткен
716,ehemalig::A,পূর্বকালীন,бұрынғы
717,alt[Lebewesen]::A,বৃদ্ধ,кексе
718,jung::A,তরুণ,науша
719,arm::A,ক্ষুদ্র,кедей
720,arm::A,ক্ষুদ্র,дәулетсіз
721,reich::A,ধনবান্,малды
722,bekannt::A,সুপরিচিত,таныс
723,bekannt::A,সুপরিচিত,көзтаныс
724,berühmt::A,বিখ্যাত,атақты
725,fremd::A,বিদেশি,бөтен
726,verschieden::A,বিসদৃশ,түрлі
727,nah::A,নিকটবতী,жуық
728,nah::A,নিকটবতী,етене
729,fern::A,দুরবতী,алыс
730,fern::A,দুরবতী,алыстағы
731,linker::A,বাম,сол
732,linker::A,বাম,солшыл
733,rechter::A,ডান,оң
734,rechter::A,ডাইন,оң
735,anderer::A,অন্যতর,өзге
736,anderer::A,অন্যতর,былайғы
737,erster::A,প্রথম,алғашқы
738,zweiter::A,দ্বিতীয়,екінші
739,dritter::A,তৃতীয়,үшінші
740,letzter::A,সর্বশেষ,артқы
741,letzter::A,সর্বশেষ,кейінгі
742,allein::ADV,একক,серіксіз
743,auf einmal::ADV,জলদি,бірден
744,zusammen::ADV,একসঙ্গে,бірлесіп
745,lange::ADV,লম্বা,ұзақ
746,plötzlich::ADV,হঠাৎ,кенет
747,sofort::ADV,মুহ্ণর্তমধ্যে,әне-міне дегенше
748,später::ADV,পশ্চাতে,артынан
749,jetzt::ADV,এখন,енді
750,jetzt::ADV,এখন,қазір
751,heute::ADV,আজ,бүгін
752,morgen::ADV,আগামিকাল,ертең
753,bald::ADV,অস্পকালমধ্যে,тез
754,dann::ADV,তখন,онан соң
755,dann::ADV,তখন,сонан соң
756,gestern::ADV,গতকাল,кеше
757,einst::ADV,একবার মাত্র,бірде
758,einst::ADV,একবার মাত্র,бір кезде
759,damals::ADV,তখন,анада
760,danach::ADV,পরে,онан соң
761,danach::ADV,পরে,сонан соң
762,vorher::ADV,আগে,бұрын
763,zuerst::ADV,আগে,әуелі
764,zuerst::ADV,আগে,алдымен
765,einmal::ADV,একবার,бір жолы
766,manchmal::ADV,কখনও কখনও,кейде
767,oft::ADV,ঘনঘন,ылғи
768,immer::ADV,সর্বদা,өнебойы
769,niemals::ADV,কখলও নহে,ешуақытта
770,hier::ADV,এখানে,бұнда
771,hier::ADV,এখানে,осында
772,hierhin::ADV,এখানে,бермен
773,von hier::ADV,ত্রই স্তান হইতে,бер жақтан
774,dort::ADV,ওখানে,анда
775,dorthin::ADV,ওখানে,әрі
776,geradeaus::ADV,অগ্রগামী,тура
777,vorwärts::ADV,সন্মুখিকে,ілгері
778,rückwärts::ADV,খিরিয়া,артқа
779,zurück::ADV,পিঠ,кейін қарай
780,unten::ADV,নীচে,төменде
781,hinab::ADV,নিম্নগামী,астына
782,hinab::ADV,নিম্নগামী,төмен
783,oben::ADV,উপরে,жоғарыда
784,hinauf::ADV,উচ্চতর অংশে,өрге
785,überall::ADV,সর্বত্র,әрқайда
786,nicht::ADV,না,емес
787,ein wenig::ADV,অল্প,азырақ
788,ein wenig::ADV,অল্প,аздаған
789,ein wenig::ADV,অল্প,азғантай
790,kaum::ADV,কষ্টসহকাবে,зорға
791,sehr::ADV,খুব,орасан
792,so::ADV,তত,бұлай
793,so::ADV,তত,былайша
794,noch::ADV,এখন পর্যস্ত,әлі
795,nur::ADV,শুধু,ғана
796,schon::ADV,ইতঃপুর্বে,түге
797,wieder::ADV,আবার,жаңа
798,wieder::ADV,আবার,қайта
799,wieder::ADV,আবার,жаңадан
800,vergebens::ADV,বিফলে,бекер
801,vor::PRP,সম্মুখে,алды
802,hinter::PRP,পশ্চাতে,артынан
803,unter::PRP,নীচে,түп
804,unter::PRP,নীচে,маңында
805,durch::PRP,দ্বারা,арқылы
806,neben::PRP,কাছে,іргеде
807,neben::PRP,কাছে,жанында
808,zwischen::PRP,মধ্যে,арада
809,wegen::PRP,জন্য,үшін
810,dies::PRN,এটা,бұ
811,dies::PRN,এটা,осы
812,das::PRN,ওটা,сол
813,alles::PRN,সব,дүйім
814,alles::PRN,সব,күллі
815,ich::PRN,আমি,мен
816,du::PRN,তুমি,сен
817,er::PRN,উনি,ол
818,wir::PRN,আমরা,біз
819,ihr::PRN,তোমরা,сіз
820,sie::PRN,তারা,олар
821,was::FPRN,কি,не
822,wer::FPRN,কে,кім
823,wo::FADV,কোথায়,кәні
824,wo::FADV,কোথায়,қайда
825,wohin::FADV,কোথায়,қайда
826,wie::FADV,কেমন,калай
827,warum::FADV,কেন,неғып
828,wieviel::FNUM,কত,неше
829,wieviel::FNUM,কত,қанша
830,eins::NUM,অক,бір
831,zwei::NUM,দুই,екі
832,drei::NUM,তিন,үш
833,vier::NUM,চার,төрт
834,fünf::NUM,পাঁচ,бес
835,sechs::NUM,ছয়,алты
836,sieben::NUM,সাত,жеті
837,acht::NUM,আট,сегіз
838,neun::NUM,নয়,тоғыз
839,zehn::NUM,দশ,он
840,elf::NUM,এগারো,он бір
841,zwölf::NUM,দ্বাদশ,он екі
842,zwanzig::NUM,বিশ,жиырма
843,dreißig::NUM,ত্রিশ,отыз
844,vierzig::NUM,চল্লিশ,қырық
845,fünfzig::NUM,পঞ্চাশ,елу
846,sechzig::NUM,ষাট,алпыс
847,siebzig::NUM,সত্তর,жетпіс
848,achtzig::NUM,আশি,сексен
849,neunzig::NUM,নব্বুই,тоқсан
850,hundert::NUM,শত,жүз
851,tausend::NUM,হাজার,мың
852,und::CNJ,আর,та
853,und::CNJ,এবং,та
854,oder::CNJ,বা,әлде
855,oder::CNJ,বা,немесе
856,stehen::V,দাঁড়ানো,тұру
857,sitzen::V,বসা,отыру
858,liegen::V,শোয়া,жату
859,hängen::V,ঝোলা,ілу
860,werden::V,হইয়া উঠা,болу
861,werden::V,হইয়া উঠা,түрегелу
862,passieren::V,ঘটা,болу
863,beginnen::V,আরম্ভ হওয়া,басталу
864,enden::V,শেষ হওয়া,ада болу
865,wechseln::V,রূপাস্তর করা,құбылу
866,wechseln::V,রূপাস্তর করা,өзгеру
867,aufgehen[Sonne]::V,উদিত হওয়া,шығу
868,untergehen[Sonne]::V,অস্ত যাওয়া,батыру
869,scheinen[Sonne]::V,আলো দেওয়া,жылтырау
870,donnern::V,বজ্রধ্বনি করা,күркіреу
871,wehen::V,প্রবাহিত হওয়া,огып тур
872,strömen::V,প্রবাহিত হওয়া,сорғалау
873,fließen::V,ছুটা,ағу
874,sich drehen::V,পাক খাওয়া,айналу
875,schwanken::V,দোলা,толықсу
876,schwingen::V,দোলা,тербелу
877,fallen::V,পড়া,құлау
878,fallen::V,পড়া,жығылу
879,fallen::V,পড়া,төмендеу
880,brennen::V,সেঁকা,жану
881,rauchen::V,ধোঁয়া ছড়ান,түтету
882,regnen::V,বর্ষণ_করা,жауу
883,gefrieren::V,হিমায়িত হওয়া,мұздай қату
884,gefrieren::V,হিমায়িত হওয়া,мұз боп қату
885,tauen::V,গলা,жібу
886,schmelzen::V,গলা,еру
887,trocknen::V,শুষ্ক করা,курау
888,sieden::V,ফোঁড়া,қайнау
889,faulen::V,ক্ষয় হওয়া,иістену
890,verfaulen::V,ক্ষয় হওয়া ,шіру
891,reißen::V,ছিঁড়া,жыртылу
892,versinken::V,ডুবা,малтығу
893,vergehen::V,যাওয়া,өту
894,erscheinen::V,আসা,көріну
895,erscheinen::V,আসা,көрініп қалу
896,verschwinden::V,অদৃশ্য হওয়া,ғайып_болу
897,sinken::V,হ্রাস হওয়া,ылдилау
898,sinken::V,হ্রাস হওয়া,төмендеу
899,abnehmen::V,হ্রাস হওয়া,кемітілу
900,zunehmen::V,বৃদ্ধি পাওয়া,көбею
901,steigen::V,ওঠা,қобу
902,steigen::V,ওঠা,көтерілу
903,steigen::V,ওঠা,жоғарылау
904,wachsen::V,বড় হওয়া,өсу
905,glänzen::V,জ্বলা,жалтырау
906,funkeln::V,জ্বল্জ্বল করা,жарқырау
907,funkeln::V,জ্বল্জ্বল করা,нұрлану
908,funkeln::V,জ্বল্জ্বল করা,жылтылдау
909,läuten::V,রুসুঝুসু করা,қоңыраулату
910,klingeln::V,বাজা,дыңғырлау
911,klirren::V,টুংটাং-শব্দ করা,дыңылдату
912,brausen::V,গর্জন করা,тасу
913,rauschen::V,মর্মরধ্বনি করা,сусылдау
914,rauschen::V,মর্মরধ্বনি করা,сыбдырлау
915,klingen::V,শব্দ করা,дыбыс шығару
916,bellen::V,ঘেউ ঘেউ করা,үру
917,heulen::V,গর্জন করা,ұлу
918,blasen::V,ফুঁ দেওয়া,үру
919,pfeifen::V,শিস্ দেওয়া,ысқыру
920,schreien::V,চিৎকার করা,шыңғыру
921,schreien::V,চিৎকার করা,айғайлау
922,schreien::V,চিৎকার করা,байбайлау
923,schreien::V,চিৎকার করা,бажалақтау
924,stöhnen::V,গোঁ-গো করা,ыңырсу
925,stöhnen::V,গোঁ-গো করা,ыңкылдау
926,zittern::V,কাঁপা,қалш
927,zittern::V,কাঁপা,қалшылдату
928,leben::V,বাঁচা,жасау
929,leben::V,বাঁচা,күнелту
930,leben::V,বাঁচা,күн көру
931,leben::V,বাঁচা,тіршілік ету
932,geboren werden::V,জন্মানো,туу
933,atmen::V,শ্বাস ফেলা,дем алу
934,atmen::V,শ্বাস ফেলা,ауа жұту
935,trinken::V,পান করা,ішу
936,trinken::V,পান করা,ұрттау
937,essen::V,ভক্ষণ করা,жеу
938,essen::V,ভক্ষণ করা,тамақтану
939,schlucken::V,গেলা,жұту
940,müde werden::V,পরিশ্রান্ত হওয়া,болдыру
941,einschlafen::V,নিদ্রামগ্ন হওয়া,үйыктап калу
942,schlafen::V,নিদ্রা যাওয়া,ұйықтау
943,aufwachen::V,জাগা,ояну
944,aufstehen::V,জাগা,ояну
945,sich erholen::V,আরাম করা,тынығу
946,krank werden::V,অসুস্থ হত্তয়া,кеселдену
947,krank werden::V,অসুস্থ হত্তয়া,сырқаттану
948,krank werden::V,অসুস্থ হত্তয়া,ауырып қалу
949,krank werden::V,অসুস্থ হত্তয়া,ауыра бастау
950,krank werden::V,অসুস্থ হত্তয়া,кеселге ұшырау
951,krank werden::V,অসুস্থ হত্তয়া,сырқаттанып қалу
952,krank sein::V,রূগ্ণ হত্তয়া,ауыру
953,krank sein::V,রূগ্ণ হত্তয়া,сырқаттану
954,schmerzen::V,কন্কন করা,ауырады
955,husten::V,কাশা,жөтелу
956,genesen::V,আরোগ্য হওয়া,айығу
957,sterben::V,মারা যাওয়া,өлу
958,sterben::V,মারা যাওয়া,қайтыс
959,sterben::V,মারা যাওয়া,жантапсыру
960,umkommen::V,মারা যাওয়া,өлу
961,umkommen::V,মারা যাওয়া,қаза табу
962,sich bewegen::V,চলা,жылжу
963,sich rühren::V,নড়া,қыбырлау
964,sich erheben::V,উদিত হওয়া,тұру
965,sich setzen::V,বসা,отыру
966,hinfallen::V,পড়া,жығылу
967,laufen::V,হাঁটা,жояу жүру
968,schreiten::V,হাঁটা,кадамдау
969,spazierengehen::V,পায়চারি করা,қыдыру
970,eilen::V,ত্বরাম্বিত করা,асығу
971,eilen::V,ত্বরাম্বিত করা,жеделдену
972,eilen::V,ত্বরাম্বিত করা,жедепдеу
973,sich beeilen::V,ত্বরাম্বিত করা,асығу
974,sich beeilen::V,ত্বরাম্বিত করা,жеделдену
975,sausen::V,ধেয়ে যাওয়া,заулау
976,rennen::V,চলা,жүгіру
977,springen::V,লাফানো,секіру
978,klettern::V,আরোহণ করা,өрмелеп шығу
979,schaukeln::V,দোলা,тербелу
980,kriechen::V,হামাগুড়ি দেওয়া,еңбектеу
981,schwimmen::V,সাঁতার কাটা,жүзу
982,schwimmen::V,সাঁতার কাটা,малту
983,schwimmen::V,সাঁতার কাটা,қалықтау
984,tauchen::V,ডোবা,сүңгу
985,rudern::V,দাঁড় টানা,есу
986,fahren::V,চালান,бару
987,fliegen::V,ওড়া,ұшу
988,gehen::V,যাওয়া,бару
989,weggehen::V,প্রস্থান করা,кету
990,abfahren::V,প্রস্থান করা,жөнелу
991,anhalten::V,থামা,тоқтау
992,hineingehen::V,ঢোকা,кіру
993,eintreten::V,ঢোকা,ену
994,kommen::V,আসা,жету
995,ankommen::V,আসা,келу
996,zurückkommen::V,ফিরা,қайту
997,bleiben::V,থাকা,қалу
998,warten::V,অপেক্ষা করা,тосу
999,erwarten::V,অপেক্ষা করা,күту
1000,suchen::V,খোঁজ করা,іздеу
1001,finden::V,পাওয়া,табу
1002,versuchen::V,পরখ করা,талпыну
1003,vorbereiten::V,প্রস্তুত করা,әзірлеу
1004,lieben::V,ভালবাসা,сүю
1005,mögen::V,পছন্দ করা,жарату
1006,mögen::V,পছন্দ করা,жақсы_көру
1007,lachen::V,হাসা,күлу
1008,lachen::V,হাসা,күлісу
1009,rühren::V,হৃদয়ম্পর্শ করা,көңілін бұзу
1010,weinen::V,কাঁদা,жылау
1011,schimpfen::V,নালিশ করা,ақырып-бақыру
1012,sich ärgern::V,রাগ হত্তয়া,ашулану
1013,sich fürchten::V,ভয় করা,сескену
1014,fürchten::V,ডরা,қауіптену
1015,fürchten::V,ডরা,сақсыну
1016,fliehen::V,পালানো,қашу
1017,fliehen::V,পালানো,қашып кету
1018,flüchten::V,পালানো,қашу
1019,flüchten::V,পালানো,қашып кету
1020,sehen::V,দেখা,көру
1021,anschauen::V,দেখা,назар салу
1022,ansehen::V,দেখা,тамашалау
1023,hören::V,শোনা,есту
1024,zuhören::V,শোনা,тыңдау
1025,zuhören::V,শোনা,құлақ қою
1026,probieren::V,পরখ করা,тату
1027,probieren::V,পরখ করা,дәм тату
1028,riechen::V,শুঁকা,иіскеу
1029,fühlen::V,অনুভব করা,сезу
1030,fühlen::V,অনুভব করা,сезіну
1031,scheinen::V,মনে হত্তয়া,болып көріну
1032,zu sehen sein::V,দেখা দেত্তয়া,көріну
1033,vernehmen::V,শোনা,есту
1034,vernehmen::V,শোনা,есітіп қалу
1035,frieren::V,শীত লাগা,тоңу
1036,frieren::V,শীত লাগা,жаурау
1037,tun::V,করা,ету
1038,tun::V,করা,істеу
1039,können::V,পারা,білу
1040,wollen::V,ইচ্ছা করা,қалау
1041,anfangen::V,আরম্ভ করা,бастау
1042,beenden::V,শেষ করা,бітіру
1043,beenden::V,শেষ করা,адақтау
1044,beenden::V,শেষ করা,тамамдау
1045,beenden::V,শেষ করা,аяқтап шығу
1046,aufhören::V,থামা,доғару
1047,gelingen::V,সিদ্ধিলাভ করা,жолы түсу
1048,geraten::V,পরিণত হত্তয়া,калу
1049,öffnen::V,খোলা,ашу
1050,öffnen::V,খোলা,ашып қою
1051,schließen::V,বন্ধ করা,жабу
1052,stellen::V,স্থাপন করা,қою
1053,stellen::V,স্থাপন করা,қойдыру
1054,setzen::V,স্থাপন করা,отырғызу
1055,legen::V,স্থাপন করা,салу
1056,legen::V,স্থাপন করা,калау
1057,berühren::V,স্পর্শ করা,тию
1058,verbinden::V,সংযুক্ত করা,байлап алу
1059,verbinden::V,সংযুক্ত করা,сабақтастыру
1060,bedecken::V,ঢাকা,бүркеу
1061,aufhängen::V,ঝুলানো,ілу
1062,aufhängen::V,ঝুলানো,асып қою
1063,anzünden::V,জ্বালান,тұтату
1064,aufheben::V,কুড়াইয়া তোলা,көтеру
1065,zurücklassen::V,পরিত্যাগ করা,қалдыру
1066,verlieren::V,হারান,жоғалту
1067,fallen lassen::V,ফেলা,құлатып алу
1068,fallen lassen::V,ফেলা,қолдан түсіріп алу
1069,machen::V,গঠন করা,ету
1070,machen::V,গঠন করা,жасау
1071,machen::V,গঠন করা,жасап шығару
1072,herstellen::V,সৃষ্টি করা,жасап шығару
1073,bauen::V,নির্মাণ করা,тұрғызу
1074,reparieren::V,মেরামত করা,оңдау
1075,verbessern::V,উন্নতিলাভ করা,дұрыстау
1076,ändern::V,পরিবর্তিত করা,өзгерту
1077,graben::V,খনন করা,үңгу
1078,beugen::V,নোয়া,буғу
1079,biegen::V,নোয়া,ию
1080,biegen::V,নোয়া,майыстыру
1081,drehen::V,ঘোরান,айналдыру
1082,wenden::V,উলটাইয়া দেত্তয়া,екінші жағын айналдыру
1083,umdrehen::V,উলটানো,бұру
1084,heben::V,উত্তোলন করা,көтеру
1085,hochheben::V,উঁচু করা,жоғарылату
1086,hochheben::V,উঁচু করা,көтеру
1087,ergreifen::V,দখল করা,бас_салу
1088,ergreifen::V,দখল করা,шап_беріп_ұстап_алу
1089,ergreifen::V,দখল করা,шап_беру
1090,ergreifen::V,দখল করা,шап_ете_түсу
1091,halten::V,ধরা,тұту
1092,halten::V,ধরা,ұстау
1093,drücken::V,টেপা,басу
1094,schieben::V,ঠেলা,итеру
1095,kratzen::V,চাঁচা,қыру
1096,lecken::V,চাটা,жалау
1097,beißen::V,দংশন করা,қабу
1098,beißen::V,দংশন করা,тістеу
1099,beißen::V,দংশন করা,қауып алу
1100,abreißen::V,বিচ্ছিন্ন করা,үзу
1101,abschneiden::V,বিচ্ছিন্ন করা,қырқу
1102,binden::V,বন্ধন করা,байланыстыру
1103,binden::V,বন্ধন করা,байлап_алу
1104,binden::V,বন্ধন করা,байластыру
1105,binden::V,বন্ধন করা,байлау
1106,binden::V,বন্ধন করা,буу
1107,binden::V,বন্ধন করা,матау
1108,binden::V,বন্ধন করা,сабақтастыру
1109,binden::V,বন্ধন করা,ұштастыру
1110,stecken::V,বিদ্ধ করা,сұғу
1111,brechen::V,ভাঙা,сындыру
1112,klopfen::V,আঘাত করা,қағу
1113,hauen::V,আঘাত করা,соғу
1114,kleben::V,সাঁটা,желімдеу
1115,reiben::V,ঘষা,үйкеу
1116,streichen::V,ছড়াইয়া,сүйкеу
1117,schleifen::V,ধার দেওয়া,егеу
1118,schleifen::V,ধার দেওয়া,қайрау
1119,schleifen::V,ধার দেওয়া,егеулеу
1120,schneiden::V,কাটা,кесу
1121,rütteln::V,নাড়ান,қозғау
1122,rütteln::V,নাড়ান,жұлмалау
1123,schütteln::V,নড়া,дірілдету
1124,schütteln::V,নড়া,селкілдету
1125,schwenken::V,দোলা,бұлғау
1126,schwenken::V,দোলা,сермеу
1127,schütten::V,বর্ষণ করা,құю
1128,füllen::V,পরিপূর্ণ করা,толтыру
1129,einwickeln::V,মুড়া,орау
1130,tragen::V,বহন করা,алып жүру
1131,schleppen::V,টানা,тарту
1132,ziehen::V,টানা,тарту
1133,aufbewahren::V,রাখা,сақтау
1134,werfen::V,ছুড়া,лақтыру
1135,fangen::V,লোফা,қармау
1136,fangen::V,লোফা,қағып алу
1137,packen::V,ধরা,шап беру
1138,packen::V,ধরা,шап ете түсу
1139,packen::V,ধরা,шап беріп ұстап алу
1140,verstecken::V,গোপন করা,тығу
1141,verstecken::V,গোপন করা,жасыру
1142,teilen::V,বিভক্ত করা,бөлу
1143,schicken::V,প্রেরণ করা,жіберу
1144,bringen::V,আনা,әкелу
1145,bringen::V,আনা,алып келу
1146,hinzufügen::V,একত্র করা,қосу
1147,hinzufügen::V,একত্র করা,үстеу
1148,bekommen::V,পাওয়া,алу
1149,erhalten::V,পাওয়া,алмақ
1150,nehmen::V,নেওয়া,алу
1151,nehmen::V,নেওয়া,алмақ
1152,wählen::V,বাছা,таңдау
1153,auswählen::V,বাছা,екшеу
1154,auswählen::V,বাছা,саралау
1155,auswählen::V,বাছা,сұрыптау
1156,auswählen::V,বাছা,сайлап алу
1157,bewahren::V,বাঁচাইয়া রাখা,сақтау
1158,behindern::V,বাধা দেওয়া,оралғы болу
1159,verderben::V,নষ্ট করা,бүлдіру
1160,beschädigen::V,ক্ষতি করা,бұзу
1161,zerbrechen::V,ভাঙ্গিয়া যাওয়া,уату
1162,zerreißen::V,ছিঁড়া,жырту
1163,zerstören::V,বিনাশ করা,қирату
1164,zerstören::V,বিনাশ করা,талқандау
1165,verbrennen::V,দহন করা,өртеу
1166,verbrennen::V,দহন করা,жандыру
1167,verbrennen::V,দহন করা,өртеп жіберу
1168,verbrennen::V,দহন করা,жандырып жіберу
1169,geben::V,দেওয়া,беру
1170,reichen::V,দেওয়া,беру
1171,schenken::V,উপহার দেত্তয়া,тарту
1172,versprechen::V,প্রতিশ্রুতি দেওয়া,уәде беру
1173,wünschen::V,আকাঙ্ক্ষা করা,тілеу
1174,loben::V,প্রশংসা করা,мақтау
1175,loben::V,প্রশংসা করা,дәріптеу
1176,küssen::V,চুম্বন করা,сүю
1177,wiegen::V,দুলানো,тербеу
1178,zudecken::V,ঢাকা,бүркеу
1179,wecken::V,জাগানো,ояту
1180,zeigen::V,দেখানো,көрсету
1181,führen::V,পথ দেখানো,ерту
1182,führen::V,পথ দেখানো,жетектеу
1183,lehren::V,শেখানো,оқыту
1184,unterrichten::V,শিক্ষা দেওয়া,оқыту
1185,aufziehen::V,পালন করা,бағу
1186,leiten::V,পরিচালনা করা,басқару
1187,leiten::V,পরিচালনা করা,жетекшілік ету
1188,antreiben::V,চালনা করা,асықтыру
1189,lassen::V,অনুমতি দেওয়া,-ткізу
1190,lassen::V,অনুমতি দেওয়া,мәжбүр ету
1191,einladen::V,নিমন্ত্রণ করা,шақыру
1192,vereinigen::V,এক করা,біріктіру
1193,vereinigen::V,এক করা,біріктіріп қою
1194,besuchen::V,দেখিতে যাওয়া,кіріп шығу
1195,besuchen::V,দেখিতে যাওয়া,барып шығу
1196,treffen::V,সন্মুখীন হওয়া,кездесу
1197,sich versammeln::V,জড়ো হওয়া,топталу
1198,spielen::V,খেলা,ойнау
1199,singen::V,গাওয়া,сайрау
1200,tanzen::V,নাচা,билеу
1201,sich trennen::V,পৃথক করা,айрылысу
1202,verlassen::V,পরিত্যাগ করা,тастау
1203,retten::V,উদ্ধার করা,құтқару
1204,bewachen::V,পাহারা দেওয়া,күзету
1205,schützen::V,রক্ষা করা,жақтау
1206,schützen::V,রক্ষা করা,жақтасу
1207,verteidigen::V,রক্ষা করা,қорғау
1208,sich schlagen::V,লড়াই করা,алысу
1209,schießen::V,তীরবেগে ছোটা,ату
1210,siegen::V,জেতা,жеңу
1211,ärgern::V,বিরক্ত করা,ашуландыру
1212,schlagen::V,আঘাত করা,ұру
1213,treten::V,লাথি মারা,тебу
1214,stechen::V,দংশন করা,шаншу
1215,stoßen::V,ঠেলা,түрту
1216,stehlen::V,অপহরণ করা,ұрлау
1217,stören::V,ঘাঁটান,кесірлен
1218,belästigen::V,বিরক্ত করা,мазасын алу
1219,verbergen::V,গোপন করা,сездірмеу
1220,täuschen::V,প্রবঞ্চনা করা,жалған айту
1221,betrügen::V,প্রতারণা করা,алдау
1222,betrügen::V,প্রতারণা করা,алдап кету
1223,betrügen::V,প্রতারণা করা,ақымақ қылу
1224,töten::V,হত্যা করা,құрту
1225,töten::V,হত্যা করা,өлтіру
1226,wohnen::V,বাস করা,мекендеу
1227,wohnen::V,বাস করা,өмір сүру
1228,arbeiten::V,কাজ করা,істеу
1229,arbeiten::V,কাজ করা,еңбектену
1230,sammeln::V,সংগ্রহ করা,жыю
1231,pflücken::V,চয়ন করা,жұлу
1232,jagen::V,শিকার করা,аулау
1233,fischen::V,মাছ ধরা,балык_аулау
1234,fassen::V,ধরা,ұстау
1235,hüten::V,যুথভুক্ত করা,жаю
1236,hüten::V,যুথভুক্ত করা,бағу
1237,treiben::V,চালনা করা,айдау
1238,anbinden::V,বন্ধন করা,байлау
1239,füttern::V,ভোজন করানো,ас ішкізу
1240,füttern::V,ভোজন করানো,азықтандыру
1241,füttern::V,ভোজন করানো,қоректендіру
1242,melken::V,দুগ্ধ দোহন করা,сауу
1243,hacken::V,কাটা,турау
1244,gießen::V,বর্ষণ করা,суару
1245,reifen::V,পাকা,жетілу
1246,zubereiten::V,রন্ধন করা,даяр ету
1247,kochen::V,রন্ধন করা,асу
1248,backen::V,সেকা,пісіру
1249,braten::V,ভাজা,қуыру
1250,umrühren::V,নড়ানো,былғалау
1251,umrühren::V,নড়ানো,сапырылыстыру
1252,stricken::V,বোনা,торлау
1253,stricken::V,বোনা,тоқу
1254,nähen::V,সেলাই করা,тігу
1255,färben::V,রঞ্জিত করা,бояу
1256,färben::V,রঞ্জিত করা,сырлау
1257,reinigen::V,পরিষ্কার করা,аршу
1258,reinigen::V,পরিষ্কার করা,тазалау
1259,waschen::V,পরিষ্কার করা,жуу
1260,abwischen::V,মুছা,сүрту
1261,spülen::V,পরিষ্কার করা,шаю
1262,fegen::V,ঝাঁট দেওয়া,сыпыру
1263,kehren::V,ঝাঁট দেওয়া,сыпыру
1264,baden::V,অবগাহন করা,шомылу
1265,sich waschen::V,ধোয়া,жуыну
1266,ausziehen::V,খুলা,шешу
1267,anziehen::V,গায়ে দেত্তয়া,кигізу
1268,sich anziehen::V,পোশাক পরা,киіну
1269,kämmen::V,আঁচড়ানো,тарау
1270,schmücken::V,সাজান করা,әсемдеу
1271,schmücken::V,সাজান করা,мәнерлеу
1272,schmücken::V,সাজান করা,көріктендіру
1273,sagen::V,উচ্চারণ করা,деу
1274,sagen::V,উচ্চারণ করা,айту
1275,sprechen::V,বলা,деу
1276,sprechen::V,বলা,айту
1277,reden::V,আলাপ করা,сөйлеу
1278,reden::V,আলাপ করা,сөйлесу
1279,reden::V,আলাপ করা,тіл қатысу
1280,sich unterhalten::V,আড্ডা দেওয়া,сұхбаттасу
1281,fragen::V,জিজ্ঞাসা করা,сұрау
1282,bitten::V,প্রার্থনা করা,өтіну
1283,bitten::V,প্রার্থনা করা,жалыну
1284,erzählen::V,বর্ণনা করা,айту
1285,mitteilen::V,বলা,білдіру
1286,nennen::V,নাম দেওয়া,атау
1287,rufen::V,আমন্ত্রণ করা,шақыру
1288,prahlen::V,বড়াই করা,бөсу
1289,übersetzen::V,ভাষাস্তরিত করা,аудару
1290,denken::V,ভাবা,ойлау
1291,glauben::V,বিশ্বাস করা,нану
1292,glauben::V,বিশ্বাস করা,илану
1293,bemerken::V,লক্ষ্য করা,аңғару
1294,erkennen::V,চিনিতে পারা,тану
1295,begreifen::V,উপলব্ধি করা,ұғу
1296,begreifen::V,উপলব্ধি করা,аңғарып алу
1297,verstehen::V,উপলব্ধি করা,пайым
1298,verstehen::V,উপলব্ধি করা,түсіну
1299,lernen::V,শেখা,оқу
1300,wissen::V,জানা,хабардар болу
1301,sich erinnern an::V,মনে করা,еске түсіру
1302,vergessen::V,বিস্মৃত হওয়া,ұмыту
1303,messen::V,মাপা,өлшеу
1304,zählen::V,গণনা করা,санау
1305,rechnen::V,হিসাব করা,санап шығару
1306,rechnen::V,হিসাব করা,санап шығу
1307,rechnen::V,হিসাব করা,санау
1308,lesen::V,পাঠ করা,оқу
1309,malen::V,আঁকা,сурет салу
1310,zeichnen::V,ছকা,сурет салу
1311,schreiben::V,লেখা,жазу
1312,besitzen::V,অধিকার করা,болу
1313,kaufen::V,ক্রয় করা,алу
1314,kaufen::V,ক্রয় করা,әперу
1315,verkaufen::V,বেচা,сату
1316,bezahlen::V,প্রদান করা,төлеу
1317,bezahlen::V,প্রদান করা,ақы беру
1318,bezahlen::V,প্রদান করা,ақы төлеу
1319,zahlen::V,প্রদান করা,төлеу
1320,beherrschen::V,শাসন করা,билеу
1321,ertragen::V,বহন করা,төзу
1322,ertragen::V,বহন করা,шыдау
1323,lärmen::V,,шулау
1324,lärmen::V,,шуылдау
