,Concept_ID,xal,nl
224,Großvater::N,наһц эцк,grootvader
225,Großmutter::N,эмг эк,grootmoeder
226,Großmutter::N,наһц эк,grootmoeder
227,Eltern::N,эк эцк хойр,ouders
228,Vater::N,эцк,vader
229,Mutter::N,эк,moeder
230,Sohn::N,көвүн,zoon
231,Tochter::N,күүкн,dochter
232,Bruder::N,дү көвүн,broer
233,Bruder::N,дү көвүн,broeder
234,Schwester::N,эгч,zus
235,Schwester::N,эгч,zuster
236,Schwester::N,дү күүкн,zus
237,Schwester::N,дү күүкн,zuster
238,Onkel::N,авһ,oom
239,Onkel::N,наһцх,oom
240,Tante::N,наһц эгч,tante
241,Ehemann::N,залу,echtgenoot
242,Ehefrau::N,гергн,echtgenote
243,Freude::N,байр,vreugde
244,Gelächter::N,инәдн,gelach
245,Glück::N,җирһл,geluk
246,Glück::N,сәәхн җирһл,geluk
247,Kummer::N,зовлң,verdriet
248,Wunsch::N,дурн,wens
249,Wunsch::N,дурн,verlangen
250,Lust::N,җилвтлһн,zin
251,Lust::N,җилвтлһн,lust
252,Geist::N,зөрг,geest
253,Gedanke::N,ухан,gedachte
254,Gedächtnis::N,чееҗин тодлвр,geheugen
255,Verstand::N,ухан,verstand
256,Sinn::N,учр-утх,betekenis
257,Grund::N,учр,reden
258,Grund::N,шалтан,reden
259,Wahrheit::N,үнн,waarheid
260,Gespräch::N,күүндвүр,gesprek
261,Märchen::N,тууль,sprookje
262,Erzählung::N,келвр,verhaal
263,Nachricht::N,медүллһн,tijding
264,Neuigkeit::N,зәңг,nieuws
265,Neuigkeit::N,зәңг,nieuwtje
266,Name::N,нерн,naam
267,Rätsel::N,тәәлвртә тууль,raadsel
268,Rede::N,келлһн,rede
269,Sprache::N,келн,taal
270,Stimme::N,дун,stem
271,Wort::N,үг,woord
272,Zeichen::N,темдг,teken
273,Ruf::N,дуудлһн,roep
274,Lärm::N,шууган,lawaai
275,Laut::N,ә,klank
276,Laut::N,ә,geluid
277,Ton::N,дун,toon
278,Ton::N,дун,klank
279,Lied::N,дун,lied
280,Ruhe::N,амулң,rust
281,Ruhe::N,амулң,stilte
282,Leute::N,әмтн,lui
283,Leute::N,әмтн,mensen
284,Volk::N,улс,volk
285,Arbeit::N,көдлмш,werk
286,Arbeit::N,көдлмш,arbeid
287,Gast::N,гиич,gast
288,Geschenk::N,белг,cadeau
289,Geschenk::N,белг,geschenk
290,Spiel::N,наадн,spel
291,Gesellschaft::N,олн,gezelschap
292,Hilfe::N,нөкд,hulp
293,Freund::N,иньг,vriend
294,Kamerad::N,үр,maat
295,Kamerad::N,үр,metgezel
296,Angelegenheit::N,керг,zaak
297,Angelegenheit::N,керг,aangelegenheid
298,Anzahl::N,то,tal
299,Anzahl::N,то,aantal
300,Art::N,зүүл,slag
301,Art::N,зүүл,soort
302,Stück::N,хусг,stuk
303,Teil::N,хүв,deel
304,Hälfte::N,өрәл,helft
305,Kreis::N,төгрг,kring
306,Kreis::N,төгрг,cirkel
307,Kreuz::N,кирс,kruis
308,Linie::N,зурасн,lijn
309,Strich::N,татасн,haal
310,Strich::N,татасн,streep
311,Abstand::N,зә,afstand
312,Entfernung::N,һазр,afstand
313,Gegend::N,һазр,streek
314,Platz::N,зә,ruimte
315,Ort::N,бәәрн,oord
316,Ort::N,бәәрн,plaats
317,Seite::N,тал,zij
318,Seite::N,тал,kant
319,Seite::N,тал,zijde
320,Seite::N,хаҗу,zij
321,Seite::N,хаҗу,kant
322,Seite::N,хаҗу,zijde
323,Seite::N,хәврһ,zij
324,Seite::N,хәврһ,kant
325,Seite::N,хәврһ,zijde
326,Mitte::N,дунд,midden
327,Gegenstand::N,юмн,voorwerp
328,Sache::N,юмн,zaak
329,Rand::N,зах,rand
330,Rand::N,зах,boord
331,Kante::N,ирмәг,kant
332,Ecke::N,өнцг,hoek
333,Spitze::N,үзүр,punt
334,Spitze::N,үзүр,spits
335,Ende::N,үзүр,einde
336,Ende::N,үзүр,uiteinde
337,Loch::N,хаһрха,gat
338,Winkel::N,булң,hoek
339,Muster::N,намч,dessin
340,Muster::N,намч,patroon
341,Größe::N,кемҗән,grootte
342,Länge::N,ут,lengte
343,Höhe::N,өндр,hoogte
344,Gewicht::N,күнд,gewicht
345,Gewicht::N,чиңнүр,gewicht
346,Menge::N,ик,hoeveelheid
347,Haufen::N,ова,hoop
348,Reihe::N,зерг,rij
349,Reihe::N,зерг,reeks
350,Reihe::N,зерглән,rij
351,Reihe::N,зерглән,reeks
352,Boot::N,оңһц,boot
353,Ruder::N,хәәв,roeiriem
354,Schlitten::N,цан,slee
355,Schlitten::N,цан,slede
356,Ski::N,лыҗ,ski
357,Lagerfeuer::N,костёр,kampvuur
358,Last::N,күнд,last
359,Last::N,күнд,vracht
360,Gang::N,йовлһн,wandeling
361,Schritt::N,ишкм,stap
362,Schritt::N,ишкм,schrede
363,Norden::N,ар үзг,noorden
364,Süden::N,өмн,zuiden
365,Süden::N,өмн үзг,zuiden
366,Westen::N,барун,westen
367,Westen::N,барун үзг,westen
368,Osten::N,зүн,oosten
369,Osten::N,зүн үзг,oosten
370,Holz::N,модн,hout
371,Brett::N,харһа,plank
372,Platte::N,хавтха чолун,plaat
373,Stütze::N,тулг,stut
374,Stütze::N,тулг,steun
375,Stange::N,уньн,stang
376,Stock::N,модн,stok
377,Stab::N,шуург,staf
378,Rohr::N,турва,pijp
379,Haus::N,гер,huis
380,Heim::N,гер-бул,tehuis
381,Ofen::N,беш,kachel
382,Fußboden::N,девскр,vloer
383,Tisch::N,ширә,tafel
384,Stuhl::N,стул,stoel
385,Wiege::N,өлгә,wieg
386,Wiege::N,дүүҗң,wieg
387,Bett::N,орн,bed
388,Bett::N,орндг,bed
389,Regal::N,таг,rek
390,Regal::N,тәвц,rek
391,Kiste::N,яршг,kist
392,Fenster::N,терз,raam
393,Fenster::N,терз,venster
394,Tür::N,үүдн,deur
395,Tor::N,үүдн,poort
396,Tor::N,өргн үүдн,poort
397,Tor::N,хашан үүдн,poort
398,Zaun::N,хаша,omheining
399,Dach::N,деевр,dak
400,Leiter::N,шат,ladder
401,Leiter::N,давшур,ladder
402,Besen::N,сәвүр,bezem
403,Spaten::N,күрз,schop
404,Schaufel::N,совг,schep
405,Gabel::N,серә,vork
406,Löffel::N,ухр,lepel
407,Messer::N,утх,mes
408,Nagel::N,хадасн,spijker
409,Netz::N,гөлм,net
410,Haken::N,дегә,haak
411,Griff::N,иш,handvat
412,Griff::N,бәрүл,handvat
413,Schloss::N,оньс,slot
414,Bild::N,зург,beeld
415,Figur::N,фигур,figuur
416,Puppe::N,наадһа,pop
417,Beutel::N,мишг,zak
418,Beutel::N,мишг,buidel
419,Bündel::N,багла,pak
420,Bündel::N,багла,bundel
421,Bündel::N,боодһа,pak
422,Bündel::N,боодһа,bundel
423,Tasche::N,сумк,tas
424,Eimer::N,суулһ,emmer
425,Deckel::N,бүркәсн,deksel
426,Geschirr::N,сав,vaatwerk
427,Geschirr::N,сав-сарх,vaatwerk
428,Sack::N,мишг,zak
429,Tasse::N,ааһ,kop
430,Topf::N,кастрюль,pan
431,Kessel::N,хәәсн,ketel
432,Essen::N,зоогллһн,eten
433,Nahrung::N,теҗәл,voedsel
434,Speise::N,хот,spijs
435,Fleisch::N,махн,vlees
436,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,graan
437,Brei::N,хаш,pap
438,Brei::N,хаш,brij
439,Brot::N,өдмг,brood
440,Scheibe::N,зүсм,plak
441,Scheibe::N,зүсм,snede
442,Fett::N,өөкн,vet
443,Butter::N,тосн,boter
444,Öl::N,тосн,olie
445,Salz::N,давсн,zout
446,Suppe::N,шөлн,soep
447,Honig::N,бал,honing
448,Milch::N,үсн,melk
449,Tee::N,цә,thee
450,Leder::N,арсн,leer
451,Leder::N,арсн,leder
452,Wolle::N,утцн,wol
453,Wolle::N,эд,wol
454,Stoff::N,эд,stof
455,Nadel::N,зүн,naald
456,Faden::N,утцн,draad
457,Knopf::N,товч,knoop
458,Knoten::N,зәңгдә,knoop
459,Farbe::N,будг,verf
460,Kleidung::N,хувцн,kledij
461,Kleidung::N,хувцн,kleding
462,Kleidung::N,хувц-хунр,kledij
463,Kleidung::N,хувц-хунр,kleding
464,Hemd::N,киилг,hemd
465,Kragen::N,зах,kraag
466,Ärmel::N,ханцн,mouw
467,Hose::N,шалвур,broek
468,Hose::N,шалвур,pantalon
469,Gürtel::N,бүс,riem
470,Gürtel::N,бүс,gordel
471,Mütze::N,махла,muts
472,Schuh::N,башмгуд,schoen
473,Stiefel::N,һосн,laars
474,Ring::N,билцг,ring
475,Band::N,лент,lint
476,Kamm::N,сам,kam
477,Spiegel::N,толь,spiegel
478,Riemen::N,бүс,riem
479,Schnur::N,деесн,koord
480,Leine::N,бурнтг,lijn
481,Leine::N,нохан көтлвр,lijn
482,Decke::N,көнҗл,deken
483,Kissen::N,дер,kussen
484,Tuch::N,альчур,doek
485,Handtuch::N,полотенц,handdoek
486,Handtuch::N,һар-нүүрин альчур,handdoek
487,Kraft::N,күчн,kracht
488,Stärke::N,чидл,sterkte
489,Gesundheit::N,эрүл-менд,gezondheid
490,Krankheit::N,өвчн,ziekte
491,Schmerz::N,өвдлһн,pijn
492,Wunde::N,шав,wond
493,Fieber::N,безг,koorts
494,Arznei::N,эм,medicament
495,Arznei::N,эм,geneesmiddel
496,Brücke::N,тагт,brug
497,Brunnen::N,худг,put
498,Brunnen::N,худг,bron
499,Weide::N,малын идг,wei
500,Weide::N,малын идг,weide
501,Pfad::N,цувг,pad
502,Weg::N,хаалһ,weg
503,Straße::N,зам,baan
504,Straße::N,зам,straat
505,Dorf::N,хотн,dorp
506,Stadt::N,балһсн,stad
507,Brief::N,бичг,brief
508,Buch::N,дегтр,boek
509,Buchstabe::N,үзг,letter
510,Zeitung::N,газет,krant
511,Zeitung::N,газет,dagblad
512,Leben::N,җирһл,leven
513,Tod::N,үкл,dood
514,Tod::N,өңгрлһн,dood
515,Grab::N,оршалһна нүкн,graf
516,Kirche::N,чонҗ,kerk
517,Sünde::N,нүл,zonde
518,Sünde::N,килнц,zonde
519,Gott::N,бурхн,god
520,Arbeiter::N,көдлмшч,arbeider
521,Chef::N,толһач,chef
522,Meister::N,урн,meester
523,Arzt::N,эмч,arts
524,Arzt::N,эмч,dokter
525,Lehrer::N,багш,leraar
526,Lehrer::N,багш,onderwijzer
527,Geld::N,мөңгн,geld
528,Geschäft::N,көдлмш,zaak
529,Laden::N,лавк,winkel
530,Preis::N,үн,prijs
531,Ware::N,эд-тавр,waar
532,Nutzen::N,олз,nut
533,Nutzen::N,олз,voordeel
534,Reichtum::N,зөөр,rijkdom
535,Welt::N,орчлң,wereld
536,Welt::N,делкә,wereld
537,Land::N,орн-нутг,land
538,Staat::N,государств,staat
539,König::N,хан,koning
540,Macht::N,йосн,macht
541,Grenze::N,меҗә,grens
542,Krieg::N,дән,oorlog
543,Feind::N,дәәсн,vijand
544,Gewalt::N,күч һарһлһн,geweld
545,Kampf::N,ноолдан,strijd
546,Kampf::N,ноолдан,gevecht
547,Kampf::N,бәрлдлһн,strijd
548,Kampf::N,бәрлдлһн,gevecht
549,Bogen[Waffe]::N,саадг,boog
550,Pfeil::N,сумн,pijl
551,Gewehr::N,бу,geweer
552,Fehler::N,алдг,fout
553,Lüge::N,худл,leugen
554,Schaden::N,хорлт,schade
555,Unglück::N,гүрм,tegenspoed
556,Schuld::N,гем,schuld
557,Schuld::N,буру,schuld
558,Alter::N,насн,leeftijd
559,Schluss::N,чилгч,slot
560,Zeit::N,цаг,tijd
561,Tag::N,өдр,dag
562,Morgen::N,өрүн,morgen
563,Morgen::N,өрүн,ochtend
564,Mittag::N,үд,middag
565,Abend::N,асхн,avond
566,Nacht::N,сө,nacht
567,Woche::N,долан хонг,week
568,Monat::N,сар,maand
569,Jahr::N,җил,jaar
570,Frühling::N,хавр,lente
571,Frühling::N,хавр,voorjaar
572,Sommer::N,зун,zomer
573,Herbst::N,намр,herfst
574,Winter::N,үвл,winter
575,Januar::N,январь,januari
576,Februar::N,февраль,februari
577,März::N,март,maart
578,März::N,моһа сар,maart
579,April::N,апрель,april
580,Mai::N,май,mei
581,Juni::N,июнь,juni
582,Juni::N,мөчн сар,juni
583,Juli::N,июль,juli
584,August::N,август,augustus
585,September::N,һаха сар,september
586,Oktober::N,октябрь,oktober
587,November::N,ноябрь,november
588,November::N,үкр сар,november
589,Dezember::N,бар сар,december
590,Montag::N,понедельник,maandag
591,Dienstag::N,вторник,dinsdag
592,Mittwoch::N,среда,woensdag
593,Mittwoch::N,үлмҗ өдр,woensdag
594,Donnerstag::N,четверг,donderdag
595,Donnerstag::N,пүрвә өдр,donderdag
596,Freitag::N,пятниц,vrijdag
597,Samstag::N,суббот,zaterdag
598,Sonntag::N,нарн өдр,zondag
599,Sonntag::N,воскресень,zondag
600,groß::A,ик,groot
601,klein::A,бичкн,klein
602,lang::A,ут,lang
603,kurz::A,оһтр,kort
604,breit::A,өргн,breed
605,schmal::A,уутьхн,smal
606,dicht::A,нигт,dicht
607,dick[Gegenstand]::A,зузан,dik
608,dünn::A,нимгн,dun
609,fein::A,нәрхн,fijn
610,fest::A,бат,vast
611,flach::A,хавтха,plat
612,glatt::A,тегш,glad
613,glatt::A,тиньгр,glad
614,hart::A,хату,hard
615,weich::A,җөөлн,week
616,weich::A,җөөлкн,week
617,rund::A,төгрг,rond
618,spitz::A,шовһр,spits
619,spitz::A,шовһр,puntig
620,scharf::A,хурц,scherp
621,stumpf::A,мука,stomp
622,schwer::A,күнд,zwaar
623,schön::A,сәәхн,mooi
624,schön::A,сәәхн,fraai
625,heiß::A,халун,heet
626,warm::A,дулан,warm
627,kalt::A,киитн,koud
628,kühl::A,серүн,koel
629,frisch::A,серүн,fris
630,feucht::A,чиигтә,vochtig
631,nass::A,чиигтә,nat
632,trocken::A,хагсу,droog
633,voll::A,дүүрң,vol
634,leer::A,сул,leeg
635,leer::A,хоосн,leeg
636,offen::A,секәтә,open
637,geschlossen::A,хаалһата,gesloten
638,sauber::A,цевр,net
639,sauber::A,цевр,schoon
640,schmutzig::A,киртә,vuil
641,roh::A,түүкә,rauw
642,reif::A,болсн,rijp
643,lecker::A,әмтәхн,lekker
644,süß::A,әмтәхн,zoet
645,bitter::A,һашун,bitter
646,bitter::A,һашута,bitter
647,sauer::A,ишклң,zuur
648,hell::A,герлтә,licht
649,hell::A,герлтә,helder
650,dunkel::A,харңһу,donker
651,schwarz::A,хар,zwart
652,weiß::A,цаһан,wit
653,rot::A,улан,rood
654,gelb::A,шар,geel
655,blau::A,көк,blauw
656,grün::A,көк,groen
657,grau::A,бор,grijs
658,bunt::A,алг,bont
659,bunt::A,эрәтә,bont
660,billig::A,кимд,goedkoop
661,teuer::A,үнтә,duur
662,wertvoll::A,үнтә,kostbaar
663,wertvoll::A,үнтә,waardevol
664,wertvoll::A,эрднь,kostbaar
665,wertvoll::A,эрднь,waardevol
666,blind::A,сохр,blind
667,taub::A,дүлә,doof
668,kräftig::A,күчтә,krachtig
669,stark::A,чаңһ,sterk
670,schwach::A,күчн тату,zwak
671,fett::A,тарһн,vet
672,schlank::A,эццн,slank
673,hübsch::A,көркхн,leuk
674,böse::A,уурта,kwaad
675,dumm::A,тенг,dom
676,faul::A,залху,lui
677,fleißig::A,кинән,vlijtig
678,fleißig::A,кинмһә,vlijtig
679,geizig::A,ховдг,gierig
680,klug::A,ухата,slim
681,klug::A,ухата,schrander
682,klug::A,ухата,verstandig
683,geschickt::A,чадмг,handig
684,geschickt::A,чадмг,vaardig
685,lieb::A,эңкр,lief
686,lustig::A,сергмҗтә,vrolijk
687,lustig::A,җирһлтә,vrolijk
688,sanft::A,номһн,zacht
689,hungrig::A,өлн,hongerig
690,hungrig::A,харһнсн,hongerig
691,krank::A,өвчтә,ziek
692,krank::A,шалтгта,ziek
693,nackt::A,нүцкн,naakt
694,traurig::A,һундлта,treurig
695,traurig::A,һундлта,bedroefd
696,lebendig::A,әмд,levend
697,gut::A,сән,goed
698,schlecht::A,му,slecht
699,richtig::A,зөвтә,juist
700,schlimm::A,җигшүртә,erg
701,schlimm::A,җигшүртә,kwaad
702,wahr::A,үнн,waar
703,wahr::A,мөн,waar
704,alt::A,хуучн,oud
705,neu::A,шин,nieuw
706,ehemalig::A,хуучн,voormalig
707,alt[Lebewesen]::A,көгшн,oud
708,jung::A,баһ,jong
709,arm::A,угатя,arm
710,reich::A,байн,rijk
711,bekannt::A,таньл,bekend
712,bekannt::A,таньдг,bekend
713,berühmt::A,туурсн,beroemd
714,fremd::A,күүнә,vreemd
715,verschieden::A,әдл биш,verscheiden
716,verschieden::A,әдл биш,verschillend
717,verschieden::A,йилһәтә,verscheiden
718,verschieden::A,йилһәтә,verschillend
719,nah::A,өөрхн,nabij
720,nah::A,өөрхн,nabijgelegen
721,fern::A,хол,ver
722,linker::A,зүн,linker
723,rechter::A,барун,rechter
724,anderer::A,талдан,andere
725,erster::A,негдгч,eerste
726,zweiter::A,хойрдгч,tweede
727,dritter::A,һурвдгч,derde
728,letzter::A,отхн,laatste
729,allein::ADV,һанцарн,alleen
730,auf einmal::ADV,нег дәкҗ,ineens
731,auf einmal::ADV,нег дәкҗ,tegelijk
732,zusammen::ADV,хамдан,samen
733,zusammen::ADV,хамдан,bijeen
734,lange::ADV,удан,lang
735,plötzlich::ADV,генткн,eensklaps
736,plötzlich::ADV,генткн,plotsklaps
737,sofort::ADV,дарунь,terstond
738,sofort::ADV,дарунь,aanstonds
739,sofort::ADV,дарунь,onmiddelijk
740,später::ADV,сүүлд,later
741,jetzt::ADV,ода,nu
742,jetzt::ADV,ода,nou
743,jetzt::ADV,ода,thans
744,heute::ADV,эндр,heden
745,heute::ADV,эндр,vandaag
746,morgen::ADV,маңһдур,morgen
747,bald::ADV,дарунь,gauw
748,bald::ADV,дарунь,weldra
749,dann::ADV,дәкәд,dan
750,dann::ADV,дәкәд,toen
751,gestern::ADV,өцклдүр,gisteren
752,einst::ADV,нег саамд,eens
753,damals::ADV,тиигхд,toen
754,damals::ADV,тиигхд,destijds
755,danach::ADV,тегәд,daarna
756,vorher::ADV,урд,vooraf
757,vorher::ADV,урд,van tevoren
758,zuerst::ADV,түрүләд,eerst
759,zuerst::ADV,түрүләд,het eerst
760,einmal::ADV,нег дәкҗ,eens
761,einmal::ADV,нег дәкҗ,eenmaal
762,manchmal::ADV,зәрмдән,soms
763,oft::ADV,хара биш,vaak
764,oft::ADV,хара биш,dikwijls
765,oft::ADV,хатяр биш,vaak
766,oft::ADV,хатяр биш,dikwijls
767,oft::ADV,дару-дарунь,vaak
768,oft::ADV,дару-дарунь,dikwijls
769,immer::ADV,оньдинд,altijd
770,niemals::ADV,кезә чмгн биш,nooit
771,hier::ADV,энд,hier
772,hier::ADV,энүнд,hier
773,hierhin::ADV,нааран,hierheen
774,von hier::ADV,эндәс,van hier
775,von hier::ADV,эндәс,hiervandaan
776,dort::ADV,тенд,daar
777,dort::ADV,тенд,ginds
778,dorthin::ADV,тиигән,daarheen
779,geradeaus::ADV,шуд,rechtuit
780,geradeaus::ADV,шуд,rechtdoor
781,vorwärts::ADV,уралан,vooruit
782,vorwärts::ADV,уралан,voorwaarts
783,rückwärts::ADV,гедргән,achteruit
784,rückwärts::ADV,гедргән,achterwaarts
785,zurück::ADV,хәрү,terug
786,unten::ADV,дор,beneden
787,unten::ADV,дор,onderaan
788,hinab::ADV,дор,omlaag
789,hinab::ADV,дор,naar beneden
790,hinab::ADV,доракшан,omlaag
791,hinab::ADV,доракшан,naar beneden
792,oben::ADV,деер,boven
793,hinauf::ADV,өөдән,omhoog
794,hinauf::ADV,өөдән,naar boven
795,hinauf::ADV,деер,omhoog
796,hinauf::ADV,деер,naar boven
797,überall::ADV,альд болв чигн,alom
798,überall::ADV,альд болв чигн,overal
799,nicht::ADV,эс,niet
800,nicht::ADV,биш,niet
801,nicht::ADV,бичә,niet
802,ein wenig::ADV,баахн,wat
803,ein wenig::ADV,баахнар,wat
804,kaum::ADV,әрә,amper
805,kaum::ADV,әрә,nauwelijks
806,sehr::ADV,йир,erg
807,sehr::ADV,йир,zeer
