,Concept_ID,de,el
168,Eichhörnchen::N,Eichhörnchen,βερβερίτσα
169,Elch::N,Elch,άλκη
170,Fuchs::N,Fuchs,αλεπού
171,Hase::N,Hase,λαγός
172,Maus::N,Maus,ποντικός
173,Wolf::N,Wolf,λύκος
174,Vogel::N,Vogel,πουλί
175,Schwarm::N,Schwarm,σμήνος
176,Huhn::N,Huhn,κότα
177,Huhn::N,Huhn,όρνιθα
178,Hahn::N,Hahn,πετεινός
179,Gans::N,Gans,χήνα
180,Adler::N,Adler,αετός
181,Ente::N,Ente,πάπια
182,Eule::N,Eule,κουκουβάγια
183,Kranich::N,Kranich,γερανός
184,Krähe::N,Krähe,καρακάξα
185,Kuckuck::N,Kuckuck,κούκος
186,Schwan::N,Schwan,κύκνος
187,Fisch::N,Fisch,ψάρι
188,Barsch::N,Barsch,πέρκα
189,Hecht::N,Hecht,λούτσος
190,Schlange[Tier]::N,Schlange,φίδι
191,Wurm::N,Wurm,σκουλήκι
192,Spinne::N,Spinne,αράχνη
193,Ameise::N,Ameise,μυρμήγκι
194,Laus::N,Laus,ψείρα
195,Mücke::N,Mücke,κουνούπι
196,Fliege::N,Fliege,μύγα
197,Schmetterling::N,Schmetterling,πεταλούδα
198,Beere::N,Beere,ρόγα
199,Apfel::N,Apfel,μήλο
200,Pilz::N,Pilz,μανιτάρι
201,Zwiebel::N,Zwiebel,κρεμμύδι
202,Saat::N,Saat,σπόρος
203,Korn::N,Korn,σπυρί
204,Heu::N,Heu,σανός
205,Schale::N,Schale,τσόφλι
206,Grube::N,Grube,λάκκος
207,Falle::N,Falle,παγίδα
208,Schlinge::N,Schlinge,θηλειά
209,Spur::N,Spur,ίχνος
210,Asche::N,Asche,στάχτη
211,Dreck::N,Dreck,βρωμιά
212,Eisen::N,Eisen,σίδερο
213,Gold::N,Gold,μάλαμα
214,Gold::N,Gold,χρυσάφι
215,Silber::N,Silber,ασήμι
216,Silber::N,Silber,άργυρος
217,Kohle::N,Kohle,κάρβουνο
218,Glas::N,Glas,γυαλί
219,Lehm::N,Lehm,πηλός
220,Sand::N,Sand,άμμος
221,Mensch::N,Mensch,άνθρωπος
222,Mann::N,Mann,άνδρας
223,Frau::N,Frau,γυναίκα
224,Kind::N,Kind,παιδί
225,Junge::N,Junge,αγόρι
226,Mädchen::N,Mädchen,κοπέλα
227,Mädchen::N,Mädchen,κορίτσι
228,Familie::N,Familie,οικογένεια
229,Großvater::N,Großvater,παππούς
230,Großmutter::N,Großmutter,γιαγιά
231,Eltern::N,Eltern,γονείς
232,Vater::N,Vater,πατέρας
233,Mutter::N,Mutter,μητέρα
234,Sohn::N,Sohn,γιος
235,Tochter::N,Tochter,κόρη
236,Bruder::N,Bruder,αδελφός
237,Schwester::N,Schwester,αδελφή
238,Onkel::N,Onkel,θείος
239,Tante::N,Tante,θεία
240,Ehemann::N,Ehemann,σύζυγος
241,Ehefrau::N,Ehefrau,σύζυγος
242,Freude::N,Freude,χαρά
243,Gelächter::N,Gelächter,γέλια
244,Glück::N,Glück,ευτυχία
245,Kummer::N,Kummer,έγνοια
246,Wunsch::N,Wunsch,επιθυμία
247,Lust::N,Lust,όρεξη
248,Geist::N,Geist,πνέυμα
249,Gedanke::N,Gedanke,σκέψη
250,Gedächtnis::N,Gedächtnis,μνήμη
251,Verstand::N,Verstand,νους
252,Sinn::N,Sinn,νόημα
253,Grund::N,Grund,λόγος
254,Wahrheit::N,Wahrheit,αλήθεια
255,Gespräch::N,Gespräch,συνομιλία
256,Märchen::N,Märchen,παραμύθι
257,Erzählung::N,Erzählung,διήγημα
258,Nachricht::N,Nachricht,είδηση
259,Neuigkeit::N,Neuigkeit,νέο
260,Name::N,Name,όνομα
261,Rätsel::N,Rätsel,αίνιγμα
262,Rede::N,Rede,λόγος
263,Rede::N,Rede,ομιλία
264,Sprache::N,Sprache,γλώσσα
265,Stimme::N,Stimme,φωνή
266,Wort::N,Wort,λέξη
267,Zeichen::N,Zeichen,σημείο
268,Ruf::N,Ruf,κραυγή
269,Lärm::N,Lärm,θόρυβος
270,Laut::N,Laut,ήχος
271,Ton::N,Ton,ήχος
272,Ton::N,Ton,τόνος
273,Lied::N,Lied,τραγούδι
274,Ruhe::N,Ruhe,ησυχία
275,Leute::N,Leute,κόσμος
276,Leute::N,Leute,άνθρωποι
277,Volk::N,Volk,λαός
278,Arbeit::N,Arbeit,εργασία
279,Gast::N,Gast,επισκέπτης
280,Geschenk::N,Geschenk,δώρο
281,Spiel::N,Spiel,παιχνίδι
282,Gesellschaft::N,Gesellschaft,κοινωνία
283,Hilfe::N,Hilfe,βοήθεια
284,Freund::N,Freund,φίλος
285,Kamerad::N,Kamerad,σύντροφος
286,Angelegenheit::N,Angelegenheit,υπόθεση
287,Anzahl::N,Anzahl,αριθμός
288,Art::N,Art,είδος
289,Stück::N,Stück,κομμάτι
290,Teil::N,Teil,μέρος
291,Hälfte::N,Hälfte,μισό
292,Kreis::N,Kreis,κύκλος
293,Kreuz::N,Kreuz,σταυρός
294,Linie::N,Linie,γραμμή
295,Strich::N,Strich,γραμμή
296,Abstand::N,Abstand,απόσταση
297,Entfernung::N,Entfernung,απόσταση
298,Gegend::N,Gegend,περιοχή
299,Gegend::N,Gegend,τοποθεσία
300,Platz::N,Platz,χώρος
301,Ort::N,Ort,τόπος
302,Seite::N,Seite,πλευρά
303,Mitte::N,Mitte,μέση
304,Gegenstand::N,Gegenstand,αντικείμενο
305,Sache::N,Sache,πράγμα
306,Rand::N,Rand,άκρη
307,Rand::N,Rand,χείλος
308,Kante::N,Kante,άκρη
309,Ecke::N,Ecke,γωνιά
310,Spitze::N,Spitze,μύτη
311,Ende::N,Ende,άκρη
312,Loch::N,Loch,τρύπα
313,Winkel::N,Winkel,γωνία
314,Muster::N,Muster,σχέδιο
315,Größe::N,Größe,μέγεθος
316,Länge::N,Länge,μήκος
317,Höhe::N,Höhe,ύψος
318,Gewicht::N,Gewicht,βάρος
319,Menge::N,Menge,ποσότητα
320,Haufen::N,Haufen,σωρός
321,Reihe::N,Reihe,αράδα
322,Boot::N,Boot,βάρκα
323,Ruder::N,Ruder,κουπί
324,Schlitten::N,Schlitten,έλκηθρο
325,Ski::N,Ski,σκι
326,Lagerfeuer::N,Lagerfeuer,φωτιά
327,Last::N,Last,φορτίο
328,Gang::N,Gang,δρόμος
329,Schritt::N,Schritt,βήμα
330,Norden::N,Norden,βορράς
331,Süden::N,Süden,νότος
332,Westen::N,Westen,δύση
333,Osten::N,Osten,ανατολή
334,Holz::N,Holz,ξύλο
335,Brett::N,Brett,σανίδι
336,Platte::N,Platte,πλάκα
337,Stütze::N,Stütze,στήριγμα
338,Stange::N,Stange,ραβδί
339,Stange::N,Stange,κοντός
340,Stock::N,Stock,ξύλο
341,Stock::N,Stock,μπαστούνι
342,Stab::N,Stab,ραβδί
343,Rohr::N,Rohr,σωλήνας
344,Haus::N,Haus,σπίτι
345,Heim::N,Heim,σπίτι
346,Ofen::N,Ofen,σόμπα
347,Ofen::N,Ofen,θερμάστρα
348,Fußboden::N,Fußboden,πάτωμα
349,Tisch::N,Tisch,τραπέζι
350,Stuhl::N,Stuhl,καρέκλα
351,Wiege::N,Wiege,κούνια
352,Bett::N,Bett,κρεβάτι
353,Regal::N,Regal,ράφι
354,Kiste::N,Kiste,κιβώτιο
355,Fenster::N,Fenster,παράθυρο
356,Tür::N,Tür,πόρτα
357,Tor::N,Tor,πύλη
358,Zaun::N,Zaun,φράχτης
359,Dach::N,Dach,στέγη
360,Leiter::N,Leiter,σκάλα
361,Leiter::N,Leiter,κλίμακα
362,Besen::N,Besen,σκούπα
363,Spaten::N,Spaten,φτυάρι
364,Schaufel::N,Schaufel,φτυάρι
365,Gabel::N,Gabel,πιρούνι
366,Löffel::N,Löffel,κουτάλι
367,Messer::N,Messer,μαχαίρι
368,Nagel::N,Nagel,καρφί
369,Netz::N,Netz,δίχτυ
370,Haken::N,Haken,γάντζος
371,Haken::N,Haken,αγκίστρι
372,Griff::N,Griff,λαβή
373,Schloss::N,Schloss,κλειδαριά
374,Bild::N,Bild,εικόνα
375,Figur::N,Figur,ανάστημα
376,Puppe::N,Puppe,κούκλα
377,Beutel::N,Beutel,πουγγί
378,Bündel::N,Bündel,δεμάτι
379,Tasche::N,Tasche,τσάντα
380,Eimer::N,Eimer,κουβάς
381,Deckel::N,Deckel,καπάκι
382,Geschirr::N,Geschirr,σκεύη
383,Sack::N,Sack,σάκος
384,Tasse::N,Tasse,φλιτζάνι
385,Topf::N,Topf,χύτρα
386,Kessel::N,Kessel,καζάνι
387,Essen::N,Essen,φαγητό
388,Nahrung::N,Nahrung,τροφή
389,Speise::N,Speise,φαγητό
390,Fleisch::N,Fleisch,κρέας
391,Getreide::N,Getreide,σιτάρι
392,Brei::N,Brei,χυλός
393,Brot::N,Brot,ψωμί
394,Brot::N,Brot,άρτος
395,Scheibe::N,Scheibe,φέτα
396,Fett::N,Fett,πάχος
397,Butter::N,Butter,βούτυρο
398,Öl::N,Öl,λάδι
399,Salz::N,Salz,αλάτι
400,Suppe::N,Suppe,σούπα
401,Honig::N,Honig,μέλι
402,Milch::N,Milch,γάλα
403,Tee::N,Tee,τσάι
404,Leder::N,Leder,πετσί
405,Wolle::N,Wolle,μαλλί
406,Stoff::N,Stoff,ύφασμα
407,Nadel::N,Nadel,βελόνα
408,Faden::N,Faden,κλωστή
409,Knopf::N,Knopf,κουμπί
410,Knoten::N,Knoten,κόμπος
411,Farbe::N,Farbe,μπογιά
412,Kleidung::N,Kleidung,ρούχα
413,Kleidung::N,Kleidung,ενδυμασία
414,Hemd::N,Hemd,πουκάμισο
415,Kragen::N,Kragen,κολάρο
416,Ärmel::N,Ärmel,μανίκι
417,Hose::N,Hose,πανταλόνι
418,Gürtel::N,Gürtel,ζώνη
419,Mütze::N,Mütze,σκούφος
420,Schuh::N,Schuh,παπούτσι
421,Stiefel::N,Stiefel,μπότα
422,Ring::N,Ring,δαχτυλίδι
423,Band::N,Band,κορδέλα
424,Kamm::N,Kamm,χτένα
425,Spiegel::N,Spiegel,καθρέφτης
426,Riemen::N,Riemen,λουρί
427,Schnur::N,Schnur,κορδόνι
428,Leine::N,Leine,σχοινί
429,Decke::N,Decke,κουβέρτα
430,Kissen::N,Kissen,μαξιλάρι
431,Tuch::N,Tuch,πανί
432,Tuch::N,Tuch,μαντήλι
433,Handtuch::N,Handtuch,πετσέτα
434,Kraft::N,Kraft,δύναμη
435,Stärke::N,Stärke,ισχύς
436,Stärke::N,Stärke,δύναμη
437,Gesundheit::N,Gesundheit,υγεία
438,Krankheit::N,Krankheit,αρρώστια
439,Schmerz::N,Schmerz,πόνος
440,Wunde::N,Wunde,πληγή
441,Fieber::N,Fieber,πυρετός
442,Arznei::N,Arznei,φάρμακο
443,Brücke::N,Brücke,γέφυρα
444,Brunnen::N,Brunnen,πηγάδι
445,Weide::N,Weide,βοσκή
446,Pfad::N,Pfad,μονοπάτι
447,Weg::N,Weg,δρόμος
448,Straße::N,Straße,οδός
449,Straße::N,Straße,δρόμος
450,Dorf::N,Dorf,χωριό
451,Stadt::N,Stadt,πόλη
452,Brief::N,Brief,γράμμα
453,Brief::N,Brief,επιστολή
454,Buch::N,Buch,βιβλίο
455,Buchstabe::N,Buchstabe,γράμμα
456,Zeitung::N,Zeitung,εφημερίδα
457,Leben::N,Leben,ζωή
458,Leben::N,Leben,βίος
459,Tod::N,Tod,θάνατος
460,Grab::N,Grab,τάφος
461,Kirche::N,Kirche,εκκλησία
462,Sünde::N,Sünde,αμαρτία
463,Gott::N,Gott,θεός
464,Arbeiter::N,Arbeiter,εργάτης
465,Chef::N,Chef,προϊστάμενος
466,Meister::N,Meister,μάστορας
467,Meister::N,Meister,αρχιτεχνίτης
468,Arzt::N,Arzt,γιατρός
469,Lehrer::N,Lehrer,δάσκαλος
470,Geld::N,Geld,λεφτά
471,Geld::N,Geld,χρήματα
472,Geschäft::N,Geschäft,συναλλαγή
473,Laden::N,Laden,μαγαζί
474,Laden::N,Laden,κατάστημα
475,Preis::N,Preis,τιμή
476,Ware::N,Ware,εμπόρευμα
477,Nutzen::N,Nutzen,όφελος
478,Reichtum::N,Reichtum,πλούτος
479,Welt::N,Welt,κόσμος
480,Land::N,Land,χώρα
481,Staat::N,Staat,κράτος
482,Staat::N,Staat,πολιτεία
483,König::N,König,βασιλιάς
484,Macht::N,Macht,εξουσία
485,Grenze::N,Grenze,σύνορα
486,Krieg::N,Krieg,πόλεμος
487,Feind::N,Feind,εχθρός
488,Gewalt::N,Gewalt,βία
489,Kampf::N,Kampf,αγώνας
490,Bogen[Waffe]::N,Bogen,τόξο
491,Pfeil::N,Pfeil,σαΐτα
492,Gewehr::N,Gewehr,τουφέκι
493,Fehler::N,Fehler,λάθος
494,Fehler::N,Fehler,σφάλμα
495,Lüge::N,Lüge,ψέμα
496,Lüge::N,Lüge,ψεύδος
497,Schaden::N,Schaden,ζημία
498,Unglück::N,Unglück,δυστυχία
499,Schuld::N,Schuld,ενοχή
500,Schuld::N,Schuld,φταίξιμο
501,Alter::N,Alter,ηλικία
502,Schluss::N,Schluss,τέλος
503,Zeit::N,Zeit,χρόνος
504,Tag::N,Tag,μέρα
505,Tag::N,Tag,ημέρα
506,Morgen::N,Morgen,πρωί
507,Mittag::N,Mittag,μεσημέρι
508,Abend::N,Abend,βράδυ
509,Nacht::N,Nacht,νύχτα
510,Woche::N,Woche,εβδομάδα
511,Monat::N,Monat,μήνας
512,Jahr::N,Jahr,έτος
513,Jahr::N,Jahr,χρόνος
514,Frühling::N,Frühling,άνοιξη
515,Sommer::N,Sommer,καλοκαίρι
516,Herbst::N,Herbst,φθινόπωρο
517,Winter::N,Winter,χειμώνας
518,Januar::N,Januar,Ιανουάριος
519,Februar::N,Februar,Φεβρουάριος
520,März::N,März,Μάρτιος
521,April::N,April,Απρίλιος
522,Mai::N,Mai,Μάιος
523,Juni::N,Juni,Ιούνιος
524,Juli::N,Juli,Ιούλιος
525,August::N,August,Αύγουστος
526,September::N,September,Σεπτέμβριος
527,Oktober::N,Oktober,Οκτώβριος
528,November::N,November,Νοέμβριος
529,Dezember::N,Dezember,Δεκέμβριος
530,Montag::N,Montag,Δευτέρα
531,Dienstag::N,Dienstag,Τρίτη
532,Mittwoch::N,Mittwoch,Τετάρτη
533,Donnerstag::N,Donnerstag,Πέμπτη
534,Freitag::N,Freitag,Παρασκευή
535,Samstag::N,Samstag,Σάββατο
536,Sonntag::N,Sonntag,Κυριακή
537,groß::A,groß,μεγάλος
538,klein::A,klein,μικρός
539,lang::A,lang,μακρύς
540,kurz::A,kurz,κοντός
541,breit::A,breit,φαρδύς
542,schmal::A,schmal,στενός
543,dicht::A,dicht,πυκνός
544,dick[Gegenstand]::A,dick,παχύς
545,dick[Gegenstand]::A,dick,χοντρός
546,dünn::A,dünn,ψιλός
547,dünn::A,dünn,λεπτός
548,fein::A,fein,ψιλός
549,fest::A,fest,στερεός
550,flach::A,flach,επίπεδος
551,glatt::A,glatt,λείος
552,glatt::A,glatt,ομαλός
553,hart::A,hart,σκληρός
554,weich::A,weich,μαλακός
555,rund::A,rund,στρογγυλός
556,spitz::A,spitz,μυτερός
557,scharf::A,scharf,κοφτερός
558,stumpf::A,stumpf,αμβλύς
559,schwer::A,schwer,βαρύς
560,schön::A,schön,ωραίος
561,schön::A,schön,όμορφος
562,heiß::A,heiß,ζεστός
563,warm::A,warm,θερμός
564,kalt::A,kalt,κρύος
565,kalt::A,kalt,ψυχρός
566,kühl::A,kühl,δροσερός
567,frisch::A,frisch,νωπός
568,frisch::A,frisch,φρέσκος
569,feucht::A,feucht,υγρός
570,nass::A,nass,βρεγμένος
571,trocken::A,trocken,ξηρός
572,trocken::A,trocken,στεγνός
573,voll::A,voll,γεμάτος
574,leer::A,leer,άδειος
575,offen::A,offen,ανοιχτός
576,geschlossen::A,geschlossen,κλειστός
577,sauber::A,sauber,καθαρός
578,schmutzig::A,schmutzig,βρώμικος
579,schmutzig::A,schmutzig,λερωμένος
580,roh::A,roh,ωμός
581,reif::A,reif,ώριμος
582,lecker::A,lecker,νόστιμος
583,süß::A,süß,γλυκός
584,bitter::A,bitter,πικρός
585,sauer::A,sauer,ξινός
586,hell::A,hell,φωτεινός
587,dunkel::A,dunkel,σκοτεινός
588,schwarz::A,schwarz,μαύρος
589,schwarz::A,schwarz,μελανός
590,weiß::A,weiß,άσπρος
591,rot::A,rot,κόκκινος
592,gelb::A,gelb,κίτρινος
593,blau::A,blau,μπλε
594,blau::A,blau,γαλανός
595,grün::A,grün,πράσινος
596,grau::A,grau,γκρίζος
597,bunt::A,bunt,ποικιλόχρωπος
598,billig::A,billig,φτηνός
599,teuer::A,teuer,ακριβός
600,wertvoll::A,wertvoll,πολύτιμος
601,blind::A,blind,τυφλός
602,taub::A,taub,κουφός
603,kräftig::A,kräftig,δυνατός
604,stark::A,stark,γερός
605,schwach::A,schwach,αδύνατος
606,fett::A,fett,παχύς
607,schlank::A,schlank,λεπτός
608,schlank::A,schlank,λυγερός
609,hübsch::A,hübsch,όμορφος
610,hübsch::A,hübsch,χαριτωμένος
611,böse::A,böse,κακός
612,dumm::A,dumm,κουτός
613,dumm::A,dumm,ανόητος
614,faul::A,faul,τεμπέλης
615,fleißig::A,fleißig,εργατικός
616,geizig::A,geizig,τσιγγούνης
617,klug::A,klug,έξυπνος
618,geschickt::A,geschickt,επιδέξιος
619,lieb::A,lieb,φίλος
620,lieb::A,lieb,αγαπητός
621,lustig::A,lustig,εύθυμος
622,lustig::A,lustig,χαρούμενος
623,sanft::A,sanft,ήπιος
624,hungrig::A,hungrig,πεινασμένος
625,krank::A,krank,άρρωστος
626,nackt::A,nackt,γυμνός
627,traurig::A,traurig,λυπημένος
628,lebendig::A,lebendig,ζωντανός
629,gut::A,gut,καλός
630,schlecht::A,schlecht,κακός
631,richtig::A,richtig,σωστός
632,schlimm::A,schlimm,άσχημος
633,wahr::A,wahr,αληθής
634,wahr::A,wahr,αληθινός
635,alt::A,alt,παλιός
636,neu::A,neu,νέος
637,neu::A,neu,καινούργιος
638,ehemalig::A,ehemalig,παλιός
639,alt[Lebewesen]::A,alt,γέρος
640,jung::A,jung,νέος
641,arm::A,arm,φτωχός
642,reich::A,reich,πλούσιος
643,bekannt::A,bekannt,γνωστός
644,berühmt::A,berühmt,περίφημος
645,berühmt::A,berühmt,ξακουσμένος
646,fremd::A,fremd,ξένος
647,verschieden::A,verschieden,διαφορετικός
648,nah::A,nah,κοντινός
649,fern::A,fern,μακριά
650,linker::A,linker,αριστερός
651,rechter::A,rechter,δεξιός
652,anderer::A,anderer,άλλος
653,erster::A,erster,πρώτος
654,zweiter::A,zweiter,δεύτερος
655,dritter::A,dritter,τρίτος
656,letzter::A,letzter,τελευταίος
657,allein::ADV,allein,μόνος
658,auf einmal::ADV,auf einmal,εφάπαξ
659,zusammen::ADV,zusammen,μαζί
660,lange::ADV,lange,πολύν καιρό
661,plötzlich::ADV,plötzlich,έξαφνα
662,sofort::ADV,sofort,αμέσως
663,später::ADV,später,αργότερα
664,jetzt::ADV,jetzt,τώρα
665,heute::ADV,heute,σήμερα
666,morgen::ADV,morgen,αύριο
667,bald::ADV,bald,σε λίγο
668,bald::ADV,bald,εντός ολίγου
669,dann::ADV,dann,ύστερα
670,gestern::ADV,gestern,χτες
671,einst::ADV,einst,ποτέ
672,einst::ADV,einst,άλλοτε
673,damals::ADV,damals,τότε
674,danach::ADV,danach,μετά
675,danach::ADV,danach,ύστερα
676,vorher::ADV,vorher,πριν
677,vorher::ADV,vorher,προηγουμένως
678,zuerst::ADV,zuerst,πρώτα
679,einmal::ADV,einmal,μία φορά
680,manchmal::ADV,manchmal,κάποτε
681,oft::ADV,oft,συχνά
682,oft::ADV,oft,πολλές φορές
683,immer::ADV,immer,πάντα
684,immer::ADV,immer,πάντοτε
685,niemals::ADV,niemals,ποτέ
686,hier::ADV,hier,εδώ
687,hierhin::ADV,hierhin,εδώ
688,von hier::ADV,von hier,από δω
689,dort::ADV,dort,εκεί
690,dorthin::ADV,dorthin,προς τα κει
691,geradeaus::ADV,geradeaus,κατευθείαν
692,vorwärts::ADV,vorwärts,εμπρός
693,rückwärts::ADV,rückwärts,πίσω
694,zurück::ADV,zurück,πίσω
695,unten::ADV,unten,κάτω
696,hinab::ADV,hinab,προς τα κάτω
697,oben::ADV,oben,πάνω
698,oben::ADV,oben,επάνω
699,hinauf::ADV,hinauf,προς τα πάνω
700,überall::ADV,überall,παντού
701,nicht::ADV,nicht,δεν
702,ein wenig::ADV,ein wenig,λιγάκι
703,kaum::ADV,kaum,μόλις
704,sehr::ADV,sehr,πολύ
705,so::ADV,so,έτσι
706,noch::ADV,noch,ακόμα
707,nur::ADV,nur,μόνο
708,schon::ADV,schon,ήδη
709,schon::ADV,schon,κιόλας
710,wieder::ADV,wieder,ξανά
711,vergebens::ADV,vergebens,μάταια
712,vor::PRP,vor,μπροστά σε
713,vor::PRP,vor,μπροστά από
714,hinter::PRP,hinter,πίσω από 
715,unter::PRP,unter,υπό
716,unter::PRP,unter,κάτω από
717,durch::PRP,durch,διά
718,durch::PRP,durch,διά μέσου
719,neben::PRP,neben,δίπλα σε
720,zwischen::PRP,zwischen,μεταξύ
