,Concept_ID,hy,ta
646,verschieden::A,տարբեր,வித்தியாசமான
647,nah::A,մոտ,பக்கத்தில் உள்ள
648,nah::A,մերձ,பக்கத்தில் உள்ள
649,fern::A,հեռավոր,தொலை தூரத்தில்
650,linker::A,ձախ,மீந்திருக்கும்
651,rechter::A,աջ,வலதுபக்கம்
652,anderer::A,այլ,மற்ற
653,anderer::A,ուրիշ,மற்ற
654,erster::A,առաջին,முதனமையான
655,zweiter::A,երկրորդ,இரண்டாவது
656,dritter::A,երրորդ,மூன்றாவது
657,letzter::A,վերջին,கடைசி
658,allein::ADV,միայնակ,தனியாக
659,auf einmal::ADV,միասնաբար,தடீரென்று
660,zusammen::ADV,միասին,சேர்ந்து
661,zusammen::ADV,իրար հետ,சேர்ந்து
662,lange::ADV,երկար ժամանակ,அதிக நோம்
663,plötzlich::ADV,հանկարծ,தடீரென்று
664,sofort::ADV,իսկույն,உடனடியாக
665,später::ADV,ավելի ուշ,பிறகு
666,später::ADV,հետո,பிறகு
667,jetzt::ADV,այժմ,இப்பொழது
668,heute::ADV,այսօր,இன்று
669,morgen::ADV,վաղը,நாளைக்கு
670,bald::ADV,շուտով,சீக்கிரம்
671,dann::ADV,ապա,அப்பொழுது
672,dann::ADV,հետո,அப்பொழுது
673,gestern::ADV,երեկ,நேற்று
674,einst::ADV,հին ատեն,ஒரே முறை
675,damals::ADV,ատէնին,அப்பொழுது
676,danach::ADV,ապա,பிற்பாடு
677,danach::ADV,այն ժամանակ,பிற்பாடு
678,vorher::ADV,առաջ,முன்பாக
679,zuerst::ADV,նախ,முதலில்
680,einmal::ADV,մի անգամ,ஒரே முறை
681,manchmal::ADV,երբեմն,சில நேரங்களில்
682,oft::ADV,հաճախ,அடிக்கடி
683,immer::ADV,միշտ,எப்பொழுதும்
684,niemals::ADV,երբեք,ஒருபோதும் இல்லை
685,hier::ADV,այստեղ,இங்கே
686,hierhin::ADV,այստեղ,இவ்விடத்திற்கு
687,von hier::ADV,այդտեղից,இனி
688,dort::ADV,այնտեղ,அங்கே
689,dorthin::ADV,այնտեղ,அவ்விடத்திற்கு
690,geradeaus::ADV,ուղիղ,முன்னாலிருக்கும்
691,vorwärts::ADV,առաջ,முன்புறமாக
692,rückwärts::ADV,դեպի ետ,பின்னோக்கி
693,zurück::ADV,ետ,பின்பக்கம்
694,unten::ADV,ներքեւում,கீழாக
695,hinab::ADV,ներքեւ,கீழ் நோக்கி
696,oben::ADV,վերեւում,மேலே
697,hinauf::ADV,վերեւ,மேலே
698,überall::ADV,ամենուր,எல்லா இடத்திலும்
699,nicht::ADV,չէ,இல்லை
700,ein wenig::ADV,մի քիչ,கொஞ்சம்
701,kaum::ADV,հազիվ,அரிதாக
702,sehr::ADV,շատ,மிக்க
703,so::ADV,այդպես,மிகவும்
704,noch::ADV,դեռ,இப்பொழுதும்
705,nur::ADV,միայն,மட்டும்
706,schon::ADV,արդեն,ஏற்கனவே
707,wieder::ADV,նորից,மறுபடியும்
708,wieder::ADV,դարձյալ,மறுபடியும்
709,vergebens::ADV,իզուր,வீண்
710,vor::PRP,դիմացը,முன்
711,hinter::PRP,ետեւը,பின்பக்கம்
712,unter::PRP,տակ,கீழே
713,durch::PRP,միջով,ஊடே
714,neben::PRP,քովը,அடுத்து
715,zwischen::PRP,միջեւ,இடையில்
716,wegen::PRP,պատճառով,ஏனெனில்
717,wegen::PRP,շնորհից,ஏனெனில்
718,dies::PRN,սա,இது
719,dies::PRN,այս,இது
720,das::PRN,դա,அது
721,das::PRN,այդ,அது
722,alles::PRN,ամեն ինչ,ஒவ்வொன்றும்
723,ich::PRN,ես,நான்
724,du::PRN,դու,நீ
725,er::PRN,նա,அவன்
726,wir::PRN,մենք,நாம்
727,wir::PRN,մենք,நாங்கள்
728,ihr::PRN,դուք,நீங்கள்
729,sie::PRN,նրանք,அவர்கள்
730,was::FPRN,ինչ,என்ன
731,wer::FPRN,ով,யார்
732,wo::FADV,ուր,எங்கே
733,wo::FADV,որտեղ,எங்கே
734,wohin::FADV,դեպի ուր,எதற்கு
735,wie::FADV,ինչպես,எப்படி
736,warum::FADV,ինչու,ஏன்
737,wieviel::FNUM,որչափ,எவ்வளவு
738,eins::NUM,մեկ,ஒன்று
739,zwei::NUM,երկու,இரண்டு
740,drei::NUM,երեք,மூன்று
741,vier::NUM,չորս,நான்கு
742,fünf::NUM,հինգ,ஐந்து
743,sechs::NUM,վեց,ஆறு
744,sieben::NUM,յոթ,ஏழு
745,acht::NUM,ութ,எட்டு
746,neun::NUM,ինը,ஒன்பது
747,zehn::NUM,տասը,பத்து
748,elf::NUM,տասնմեկ,பதினொன்று
749,zwölf::NUM,տասներկու,பன்னிரண்டு
750,zwanzig::NUM,քսան,இருபது
751,dreißig::NUM,երեսուն,முப்பது
752,vierzig::NUM,քառասուն,நாற்பது
753,fünfzig::NUM,հիսուն,ஐமபது
754,sechzig::NUM,վաթսուն,அறுபது
755,siebzig::NUM,յոթանասուն,எழுபது
756,achtzig::NUM,ութսուն,எண்பது
757,neunzig::NUM,իննսուն,தொன்னூறு
758,hundert::NUM,հարյուր,நூறு
759,tausend::NUM,հազար,ஆயிரம்
760,und::CNJ,ու,மற்றும்
761,oder::CNJ,կամ,அல்லது
762,stehen::V,կանգնել,நில்
763,sitzen::V,նստել,உட்கார்
764,liegen::V,ստել,படு
765,hängen::V,կախվել,தொங்கச் செய்
766,werden::V,դառնալ,ஆகு
767,passieren::V,պատահել,நிகழ்
768,beginnen::V,սկսվել,ஆரம்பி
769,enden::V,վերջանալ,முடி
770,wechseln::V,փոխվել,மாற்று
771,aufgehen[Sonne]::V,բարձրանալ,உயர எழு
772,aufgehen[Sonne]::V,ելնել ,உயர எழு
773,untergehen[Sonne]::V,մտնել,பொறுத்து
774,scheinen[Sonne]::V,շողալ,பிரகாசி
775,scheinen[Sonne]::V,փայլել,பிரகாசி
776,donnern::V,որոտալ,இடி
777,wehen::V,փչել,வீசு
778,strömen::V,հոսել,பாயதல்
779,fließen::V,հոսել,நீரோட்டம் போக்கில் போ
780,sich drehen::V,պտտվել,சுழல்
781,schwanken::V,տատանվել,தள்ளாடு
782,schwingen::V,ճոճվել,ஆடு
783,fallen::V,ընկնել,விழு
784,brennen::V,այրվել,எரி
785,rauchen::V,ծխել,பகை பிடி
786,regnen::V,անձրեւ գալ,மழை பெய்
787,gefrieren::V,սառչել,உறைந்துவிடு
788,tauen::V,լկիլ,உருகு
789,schmelzen::V,հալիլ,உருகு
790,trocknen::V,չորանալ,உலர்த்து
791,sieden::V,եռալ,கொதிக்க வை
792,faulen::V,փտել,அழுகச் செய்
793,verfaulen::V,նեխել,அழுகச் செய்
794,reißen::V,պատռվել,திடீரென அறு
795,reißen::V,ճղվել,திடீரென அறு
796,versinken::V,սուզվել,மூழ்கு
797,vergehen::V,անցնել ,கடந்துசெல்
798,erscheinen::V,հայտնվել,தோன்றச்
799,erscheinen::V,երեւալ,தோன்றச்
800,verschwinden::V,անհետանալ,மறைந்து போ
801,sinken::V,ընկնել,பதைவுறு
802,abnehmen::V,փոքրանալ,குறை
803,zunehmen::V,մեծանալ,உயர்த்து
804,steigen::V,բարձրանալ,உயர எழு
805,wachsen::V,աճել,வளர்
806,glänzen::V,նշուլել,மிளிர்
807,glänzen::V,փայլիլ,மிளிர்
808,funkeln::V,փայլատակել,பிரகாசி
809,lärmen::V,աղմուկ հանել,கொம்பு
810,läuten::V,զնգալ,மணியொலியிசை
811,klingeln::V,զնգալ,மணி அடி
812,klirren::V,զնգզնգալ,கிலுங்கு
813,brausen::V,մոլեգնել,இரைதல்
814,rauschen::V,սոսափել,சலசலப்பு
815,klingen::V,հնչել,சிலம்புதல்
816,bellen::V,հաչել,குரை
817,heulen::V,ոռնալ ,ஊளையிடு
818,blasen::V,փչել ,ஊது
819,pfeifen::V,սուլել,சீழ்க்கை எழப்பு
820,schreien::V,գոռալ ,கூச்சலிடு
821,stöhnen::V,տնքալ,வேதனை
822,zittern::V,դողալ,நடுங்கு
823,leben::V,ապրել,உயிருடனிரு
824,geboren werden::V,ծնվել,பிற
825,atmen::V,շնչել,சுவாசி
826,trinken::V,խմել,குடி
827,essen::V,ուտել,சாப்பிடு
828,schlucken::V,կլանել,முழுங்கு
829,schlucken::V,կուլ տալ,முழுங்கு
830,müde werden::V,հոգնել,கையயர்தல்
831,einschlafen::V,քուն մտնել,தூங்க
832,schlafen::V,քնել,தூங்கு
833,aufwachen::V,արթննալ,எழுப்பு
834,aufstehen::V,ելլել,எழுந்திரு
835,sich erholen::V,հանգստանալ,இளைப்பாறு
836,krank werden::V,հիւանդանալ,விழுதல்
837,krank sein::V,հիվանդ լինել,நருக்கலாயிருக்க
838,schmerzen::V,ցավել,நோவுறு
839,husten::V,հազալ,இருமு
840,genesen::V,ապաքինվել,குணம் அடை
841,sterben::V,մեռնել,மரணமடை
842,sterben::V,վախճանվել,மரணமடை
843,umkommen::V,կործանվել,நசி
844,sich bewegen::V,ընթանալ,நகர்த்து
845,sich rühren::V,շարժվել,அசை
846,sich erheben::V,կանգնել,எழுந்து நில்
847,sich erheben::V,վեր կենալ,எழுந்து நில்
848,sich setzen::V,նստել,உட்கார்
849,hinfallen::V,ընկնել,விழு
850,laufen::V,քայլել,நட
851,schreiten::V,ճեմել,கவடுவைத்தல்
852,spazierengehen::V,շրջագայել,உலவு
853,eilen::V,շտապել,விரைந்து
854,sich beeilen::V,շտապել ,அவசரப்படுத்து
855,sausen::V,սլանալ,விரைந்து செல்
856,rennen::V,վազել,ஓடு
857,springen::V,ցատկել,குதி
858,klettern::V,մագլցել,ஏறு
859,schaukeln::V,ճոճվել,தள்ளாடு
860,schaukeln::V,օրորվել,தள்ளாடு
861,kriechen::V,սողալ,மெதுவாக நடந்து செல்
862,schwimmen::V,լողալ,நீந்து
863,tauchen::V,սուզվել,மூழ்கி நீச்சலடி
864,rudern::V,թիավարել,துடுப்புப் போடு
865,fahren::V,ընթանալ,ஓட்டு
866,fliegen::V,թռչել,பற
867,gehen::V,գնալ,போ
868,weggehen::V,հեռանալ,விலகிச் செல்
869,abfahren::V,ճանապարհվել,புறப்பட்டுச் செல்
870,anhalten::V,կանգնել,நின்றுவிடு
871,hineingehen::V,մտնել,மறையச் செய்
872,eintreten::V,մտնել,நுழை
873,kommen::V,գալ,வா
874,ankommen::V,ժամանել,வநது சேர்
875,zurückkommen::V,վերադառնալ,திரும்பி வா
876,bleiben::V,մնալ,இரு
877,warten::V,սպասել,தாமதி
878,erwarten::V,սպասել,எதிர்நோக்கு
879,suchen::V,որոնել,தேடு
880,finden::V,գտնել,கண்டுபிடி
881,versuchen::V,փորձել,முயற்சி செய்
882,vorbereiten::V,պատրաստել,ஆயத்தம் செய்
883,lieben::V,սիրել,அன்பு செலுத்து
884,mögen::V,հավանել,விரும்பு
885,mögen::V,սիրել,விரும்பு
886,lachen::V,ծիծաղել,சிரி
887,rühren::V,հուզել,இதயத்தைத் தொடு
888,weinen::V,լալ,அழு
889,schimpfen::V,տրտնջալ,சாபமிடு
890,schimpfen::V,քրթմնջել,சாபமிடு
891,sich ärgern::V,զայրանալ,கோப்பபடு
892,sich fürchten::V,վախնալ,பயப்படு
893,fürchten::V,վախենալ,பயப்படுத்து
894,fliehen::V,փախչել,ஓடு
895,flüchten::V,փախչել,தப்பிவிடு
896,sehen::V,տեսնել,பார்
897,anschauen::V,դիտել,கூர்ந்து கவனி
898,ansehen::V,նայել,கவனி
899,hören::V,լսել,கேள்
900,zuhören::V,ունկնդրել,சுவைத்துப் பார்
901,probieren::V,համը տեսել,ருசி
902,riechen::V,հոտ առնել,முகர்ந்து பார்
903,fühlen::V,զգալ,தொட்டுணர்
904,scheinen::V,երեւալ,காணப்படு
905,zu sehen sein::V,երեւալ,தோன்றுதல்
906,vernehmen::V,իմանալ ,கேள்
907,frieren::V,մրսել,குதுகுதுகு
908,tun::V,անել,செய்
909,können::V,կարողանալ,இயல்வது
910,wollen::V,ուզել,விரும்பு
911,wollen::V,ցանկանալ,விரும்பு
912,anfangen::V,սկսել,தொடங்கு
913,beenden::V,վերջացնել,முடி
914,aufhören::V,դադարել,நிறுத்து
915,gelingen::V,հաջողվել,வெற்றி
916,gelingen::V,գլուխ գալ,வெற்றி
917,geraten::V,ստացվել,ஏற்படுத்து
918,öffnen::V,բաց անել,திற
919,schließen::V,փակել ,மூடு
920,stellen::V,դնել,வை
921,setzen::V,նստեցնել,வை
922,legen::V,դնել,பரப்பி வை
923,berühren::V,դիպչել,பதி
924,berühren::V,շոշափել,பதி
925,verbinden::V,շաղկապել,சேர்
926,bedecken::V,ծածկել,உறைபோடு
927,aufhängen::V,կախել,தொங்கவிடு
928,anzünden::V,վառել,எரியூட்டு
929,aufheben::V,վերցնել,பொறுக்கி எடு
930,zurücklassen::V,թողնել,விட்டுச் செல்
931,verlieren::V,կորցնել,இழ
932,fallen lassen::V,գցել,அளவில் குறைவு
933,machen::V,անել,தயார்செய்
934,herstellen::V,արտադրել,உற்பத்தி செய்
935,bauen::V,կառուցել,கட்டு
936,reparieren::V,նորոգել,பழுது பார்
937,verbessern::V,բարելավել,மேம்படுத்து
938,ändern::V,փոխել,மாற்றி அமை
939,graben::V,փորել,குழி வெட்டு
940,beugen::V,ծռել,வனை
941,biegen::V,թեքել,வனை
942,drehen::V,ոլորել,சுழல்
943,wenden::V,պտտել,குடைகவிழு
944,umdrehen::V,շրջել,சுற்றும் முற்றும் பார்
945,heben::V,բարձրացնել,தூக்கு
946,hochheben::V,բարձրացնել,தூக்கு
947,ergreifen::V,վարակվել,பறி
948,halten::V,բռնել,பிடித்துக் கொள்
949,drücken::V,ճնշել,அழுத்து
950,schieben::V,հրել,தள்ளு
951,kratzen::V,քերել,கீறு
952,lecken::V,լիզել,நக்கு
953,beißen::V,կծել,கடி
954,abreißen::V,պոկել,கிழி
955,abschneiden::V,կտրել ,வெட்டி எடு
956,binden::V,կապել,கட்டு
957,stecken::V,խրել,பதிய வை
958,brechen::V,կոտրել ,உடை
959,klopfen::V,թակել,தட்டு
960,hauen::V,ծեծել,அடி
961,kleben::V,կպցնել,ஒட்டு
962,reiben::V,շփել,தேய்
963,streichen::V,վրան քսել,பரவச்செய்
964,schleifen::V,սրել ,அரை
965,schneiden::V,կտրել,துண்டாக்கு
966,rütteln::V,ցնցել,மெல்ல தள்ளு
967,schütteln::V,թափահարել,குலுக்கு
968,schwenken::V,ճոճել,ஊஞ்சலாடு
969,schütten::V,լցնել,ஊற்று
970,füllen::V,լիքը լցնել,நிரப்பு
971,einwickeln::V,փաթաթել,சுற்று
972,tragen::V,կրել,எடுத்துச் செல்
973,tragen::V,տանել,எடுத்துச் செல்
974,schleppen::V,քաշել,இழுத்துச் செல்
975,ziehen::V,ձգել,இழு
976,ziehen::V,քաշել,இழு
977,aufbewahren::V,պահել ,வைத்துக் கொள்
978,werfen::V,նետել,வீசி எறி
979,packen::V,հափշտակել,பிடித்துக்கொள்
980,verstecken::V,ծածկել,மறை
981,teilen::V,բաժանել,பாகங்களாகப் பிரி
982,schicken::V,ուղարկել,அனுப்பு
983,bringen::V,բերել,கொண்டு வா
984,hinzufügen::V,ավելացնել,சேர்
985,bekommen::V,հայթայթել,பெறு
986,erhalten::V,ստանալ,பெறு
987,nehmen::V,վերցնել,எடு
988,wählen::V,ընտրել,தேர்ந்தெடு
989,auswählen::V,գերադասել,தேர்ல்தெடு
990,bewahren::V,պահպանել,கெடாது பேணு
991,behindern::V,խոչընդոտել,தடங்கல் செய்
992,verderben::V,փչացնել,நாசமாக்கு
993,beschädigen::V,վնասել,சேதப்படுத்து
994,zerbrechen::V,ջարդել,உடை
995,zerbrechen::V,կոտրել,உடை
996,zerreißen::V,պատռել,கிழி
997,zerstören::V,քանդել,அழி
998,verbrennen::V,այրել,எரியூட்டு
999,geben::V,տալ,கொடு
1000,reichen::V,հանձնել,வழங்கு
1001,schenken::V,նվիրել,மொயத்தல்
1002,versprechen::V,խոստանալ,உறுதியளி
1003,wünschen::V,մաղթել,ஆசைப்படு
1004,loben::V,գովել,புகழ்ச்சி கூறு
1005,küssen::V,համբուրել,முத்தமிடு
1006,wiegen::V,օրորել,ஆட்டுத்தல்
1007,zudecken::V,վրան գցել,உறைபோடு
1008,wecken::V,զարթնեցնել,எழுப்பு
1009,zeigen::V,ցույց տալ,காட்டு
1010,führen::V,ուղեկցել,வழிகாட்டி
1011,lehren::V,սովորեցնել,சொல்லிக் கொடு
1012,unterrichten::V,ավանդել,அறிவுரை கூறு
1013,aufziehen::V,դաստիարակել,வளர்
1014,leiten::V,ղեկավարել,அழைத்துச் செல்
1015,leiten::V,կառավարել,அழைத்துச் செல்
1016,antreiben::V,շտապեցնել,தூண்டு
1017,lassen::V,ստիպել,விடு
1018,einladen::V,հրավիրել,அழை
1019,vereinigen::V,միացնել,ஒன்றாகச் சேர்
1020,besuchen::V,այցելել,வருகை புரி
1021,treffen::V,հանդիպել,சந்தி
1022,sich versammeln::V,հավաքվել,தொகுப்பு
1023,spielen::V,խաղալ,விளையாடு
1024,singen::V,երգել,பாடு
1025,tanzen::V,պարել,நடனமாடு
1026,sich trennen::V,ցրվել,தனிப்படடுத்து
1027,verlassen::V,լքել,கைவிடு
1028,retten::V,փրկել,காப்பாற்று
1029,bewachen::V,պահել,காவல் செய்
1030,schützen::V,պաշտպանել,பாதுகாப்பு செய்
1031,verteidigen::V,պաշտպանել,எதிர்த்து நில்
1032,sich schlagen::V,կռվել,பூசலிடு
1033,schießen::V,կրակել,சுட்டுக் கொல்
1034,siegen::V,հաղթել,வெற்றி பெறு
1035,ärgern::V,ձանձրացնել,எரிச்சலூட்டு
1036,schlagen::V,խփել,அடி
1037,treten::V,քացի տալ,உதை
1038,stechen::V,խայթել,கொட்டு
1039,stoßen::V,մղել,நெருக்கு
1040,stehlen::V,գողանալ,திருடு
1041,stören::V,խանգարել,தொல்லைகொடு
1042,belästigen::V,անհանգստացնել,தொல்லை கொடு
1043,verbergen::V,թաքցնել,மறை
1044,täuschen::V,խաբել,ஏமாற்று
1045,betrügen::V,խաբել,ஏமாற்று
1046,töten::V,սպանել ,கொல்
1047,wohnen::V,բնակվել,தங்கியிரு
1048,arbeiten::V,աշխատել,வேலை செய்
1049,sammeln::V,հավաքել,ஒன்றுசேர்
1050,pflücken::V,քաղել,கொய்து எடு
1051,jagen::V,որս անել,வேட்டையாடு
1052,fischen::V,ձուկ բռնել,மீன் பிடி
1053,fassen::V,բռնել,பிடி
1054,hüten::V,արածեցնել,காவல் செய்
1055,treiben::V,հովուել,ஓட்டு
1056,anbinden::V,չուանել,கட்டு
1057,füttern::V,կերակրել,உணவளி
1058,melken::V,կթել,பால் கற
1059,hacken::V,կոտորել,வெட்டி எடு
1060,gießen::V,ջրել,நீர்ப் பாய்ச்சு
1061,reifen::V,հասունանալ ,பழு
1062,zubereiten::V,պատրաստել,சமையல் செய்
1063,kochen::V,եփել,வேகவை
1064,backen::V,թխել,வெப்பத்தில் வாட்டு
1065,braten::V,տապակել,பொரியச் செய்
1066,umrühren::V,խառնել,கலக்கு
1067,stricken::V,գործել,பின்னியிழை
1068,nähen::V,կարել,தையல் வேலை செய்
1069,färben::V,ներկել,வண்ணம் பெறச் செய்
1070,reinigen::V,մաքրել,சுத்தம் செய்
1071,waschen::V,լվանալ,கழுவு
1072,abwischen::V,սրբել,துடை
1073,spülen::V,ողողել,அலசு
1074,spülen::V,պարզաջրել,அலசு
1075,fegen::V,ավլել,பெறுக்கு
1076,kehren::V,ավլել,பெறுக்கு
1077,baden::V,լողանալ,குளி
1078,sich waschen::V,լվացվել,கழுவு
1079,ausziehen::V,հանել,கழற்று
1080,anziehen::V,հագնել,புனைதல்
1081,sich anziehen::V,հագնվել,உடுத்துதல்
1082,kämmen::V,սանրել,தலை வாரிக் கொள்
1083,schmücken::V,զարդարել,அழகுபடுத்து
1084,sagen::V,ասել,சொல்
1085,sprechen::V,խոսել,பேசு
1086,reden::V,զրուցել,பெசு
1087,sich unterhalten::V,խոսակցել,இயல்பாக பேசிக்கொண்டிரு
1088,fragen::V,հարցնել,கேள்
1089,bitten::V,խնդրել,வேண்டு
1090,erzählen::V,պատմել,சொல்
1091,mitteilen::V,հաղորդել,சொல்
1092,nennen::V,անվանել,பெயரிடுதல்
1093,rufen::V,կանչել,கூச்சலிடு
1094,prahlen::V,պարծենալ,தற்பெருமை பேசு
1095,übersetzen::V,թարգմանել,மொழிபெயர்ப்பு செய்
1096,denken::V,մտածել,யோசி
1097,glauben::V,հավատալ,நம்பு
1098,bemerken::V,նկատել,கவனி
1099,erkennen::V,ճանաչել,அடையாளம் கண்டுகொள்
1100,begreifen::V,հասկանալ,பற்றிக்கொள்
1101,verstehen::V,ըմբռնել,புரிந்து கொள்
1102,lernen::V,սովորել,கற்றுக்கொள்
1103,wissen::V,իմանալ,தெரிந்திரு
1104,sich erinnern an::V,հիշել,நினைவு கூர்
1105,sich erinnern an::V,մտաբերել,நினைவு கூர்
1106,vergessen::V,մոռանալ,மற
1107,messen::V,չափել,அளவிடு
1108,zählen::V,թվել,எண்ணு
1109,zählen::V,հաշվել,எண்ணு
1110,rechnen::V,հաշվել,கணக்கிடு
1111,rechnen::V,հաշվարկել,கணக்கிடு
1112,lesen::V,կարդալ,படி
1113,malen::V,նկարել,வண்ணச்சித்திரம்
1114,zeichnen::V,գծել,வரை
1115,schreiben::V,գրել,எழுது
1116,besitzen::V,ունենալ,உடைமையாகக் கொண்டிரு
1117,besitzen::V,տեր լինել,உடைமையாகக் கொண்டிரு
1118,kaufen::V,գնել,வாங்கு
1119,verkaufen::V,վաճառել,விற்பனை செய்
1120,bezahlen::V,վճարել,இறுத்தல்
1121,zahlen::V,վճարել,பணம் செலுத்து
1122,beherrschen::V,ղեկավարել,ஆட்சிசெய்
1123,ertragen::V,դիմանալ,தாங்கு
1124,Horn::N,,கொம்பு
1125,fangen::V,,பிடி
