,Concept_ID,pl,udm
799,sehr::ADV,bardzo,туж
800,sehr::ADV,bardzo,лекос
801,so::ADV,tak,озьы
802,so::ADV,tak,тазьы
803,noch::ADV,jeszcze,на
804,nur::ADV,tylko,гинэ
805,schon::ADV,już,ни
806,schon::ADV,już,ини
807,wieder::ADV,znów,нош
808,wieder::ADV,znów,кайта
809,wieder::ADV,znowu,нош
810,wieder::ADV,znowu,кайта
811,vergebens::ADV,na próżno,юнме
812,vor::PRP,przed,азьын
813,hinter::PRP,za,берын
814,hinter::PRP,za,бӧрсьы
815,unter::PRP,pod,улын
816,durch::PRP,przez,пыр
817,durch::PRP,przez,пыртӥ
818,neben::PRP,obok,бордын
819,zwischen::PRP,między,вискын
820,wegen::PRP,z powodu,сэрен
821,dies::PRN,to,та
822,das::PRN,to,со
823,alles::PRN,wszystko,ваньмыз
824,ich::PRN,ja,мон
825,du::PRN,ty,тон
826,er::PRN,on,со
827,wir::PRN,my,ми
828,ihr::PRN,wy,тӥ
829,sie::PRN,oni,соос
830,was::FPRN,co,ма
831,wer::FPRN,kto,кин
832,wo::FADV,gdzie,кытын
833,wohin::FADV,dokąd,кытчы
834,wie::FADV,jak,кызьы
835,warum::FADV,dlaczego,малы
836,wieviel::FNUM,ile,кӧня
837,eins::NUM,jeden,одӥг
838,zwei::NUM,dwa,кык
839,drei::NUM,trzy,куинь
840,vier::NUM,cztery,ньыль
841,fünf::NUM,pięć,вить
842,sechs::NUM,sześć,куать
843,sieben::NUM,siedem,сизьым
844,acht::NUM,osiem,тямыс
845,neun::NUM,dziewięć,укмыс
846,zehn::NUM,dziesięć,дас
847,elf::NUM,jedenaście,дас одӥг
848,zwölf::NUM,dwanaście,дас кык
849,zwanzig::NUM,dwadzieścia,кызь
850,dreißig::NUM,trzydzieści,куамын
851,vierzig::NUM,czterdzieści,ньыльдон
852,fünfzig::NUM,pięćdziesiąt,витьтон
853,sechzig::NUM,sześćdziesiąt,куатьтон
854,siebzig::NUM,siedemdziesiąt,сизьымдон
855,achtzig::NUM,osiemdziesiąt,тямыстон
856,neunzig::NUM,dziewięćdziesiąt,укмыстон
857,hundert::NUM,sto,сю
858,tausend::NUM,tysiąc,сюрс
859,und::CNJ,i,и
860,und::CNJ,i,но
861,oder::CNJ,lub,яке
862,oder::CNJ,albo,яке
863,stehen::V,stać,сылыны
864,sitzen::V,siedzieć,пукыны
865,liegen::V,leżeć,кылльыны
866,hängen::V,wisieć,ошкыса улыны
867,werden::V,zostać,луыны
868,werden::V,stać się,луыны
869,passieren::V,dziać się,луыны
870,passieren::V,zdarzyć się,луыны
871,beginnen::V,zacząć się,кутскыны
872,enden::V,kończyć się,бырыны
873,wechseln::V,zmienić się,воштӥськыны
874,aufgehen[Sonne]::V,wzejść,ӝужаны
875,untergehen[Sonne]::V,zajść,пуксьыны
876,scheinen[Sonne]::V,świecić,пиштыны
877,scheinen[Sonne]::V,świecić,чиляны
878,donnern::V,grzmieć,гудыръяны
879,wehen::V,wiać,пелляськыны
880,strömen::V,płynąć,киськыны
881,strömen::V,płynąć,исьтӥськыны
882,strömen::V,lać się,киськыны
883,strömen::V,lać się,исьтӥськыны
884,fließen::V,ciec,бызьыны
885,fließen::V,płynąć,бызьыны
886,sich drehen::V,obracać się,берганы
887,schwanken::V,chwiać się,вошъяськыны
888,schwingen::V,wahać się,шонаськыны
889,fallen::V,padać,усьыны
890,brennen::V,palić się,ӝуаны
891,rauchen::V,dymić,ӵындыны
892,rauchen::V,dymić się,ӵындыны
893,regnen::V,padać,зорыны
894,gefrieren::V,zamarznąć,кынмыны
895,tauen::V,tajać,шунаны
896,schmelzen::V,topnieć,шунаны
897,trocknen::V,schnąć,куасьмыны
898,sieden::V,wrzeć,пӧзьыны
899,sieden::V,kipieć,пӧзьыны
900,faulen::V,gnić,сисьмыны
901,verfaulen::V,zgnić,сисьмыны
902,reißen::V,urywać się,кеськыны
903,versinken::V,tonąć,выйыны
904,vergehen::V,przechodzić,ортчыны
905,erscheinen::V,zjawiać się,адскыны
906,verschwinden::V,zniknąć,бырыны
907,sinken::V,spadać,усьыны
908,abnehmen::V,spadać,синыны
909,zunehmen::V,wzrosnąć,йылыны
910,steigen::V,wzrastać,лӧпкыны
911,wachsen::V,rosnąć,будыны
912,glänzen::V,błyszczeć,чиляны
913,glänzen::V,błyszczeć,пиштыны
914,funkeln::V,zabłyszczeć,чилекъяны
915,lärmen::V,hałasować,уретыны
916,lärmen::V,hałasować,ӵашетыны
917,läuten::V,dzwonić,жингыртыны
918,klingeln::V,dzwonić,жингыртыны
919,klirren::V,brzęczeć,жильккетыны
920,brausen::V,huczeć,лекъяськыны
921,rauschen::V,szumieć,ӵашетыны
922,rauschen::V,szeleścić,ӵашетыны
923,klingen::V,brzmieć,кылӥськыны
924,klingen::V,dźwięczeć,кылӥськыны
925,bellen::V,szczekać,утыны
926,heulen::V,wyć,вузыны
927,blasen::V,dmuchnąć,пельтыны
928,pfeifen::V,gwizdać,шуланы
929,schreien::V,krzyczeć,черекъяны
930,schreien::V,krzyczeć,кесяськыны
931,stöhnen::V,stękać,ӝуштыны
932,zittern::V,drżeć,дырекъяны
933,zittern::V,drżeć,куалекъяны
934,leben::V,żyć,улыны
935,geboren werden::V,urodzić się,вордӥськыны
936,atmen::V,oddychać,шоканы
937,trinken::V,pić,юыны
938,essen::V,jeść,сиыны
939,schlucken::V,połknąć,ньылыны
940,müde werden::V,zmęczyć się,жадьыны
941,einschlafen::V,zasnąć,умме усьыны
942,schlafen::V,spać,кӧлыны
943,aufwachen::V,obudzić się,сайканы
944,aufstehen::V,wstać,султыны
945,sich erholen::V,wypoczywać,шутэтскыны
946,krank werden::V,zachorować,висьыны
947,krank sein::V,chorować,висьыны
948,schmerzen::V,boleć,висьыны
949,husten::V,kaszlać,кызыны
950,genesen::V,wyzdrowieć,юнматскыны
951,genesen::V,wyzdrowieć,бурмытскылыны
952,sterben::V,umrzeć,кулыны
953,umkommen::V,zginąć,бырыны
954,sich bewegen::V,poruszać się,вырыны
955,sich rühren::V,ruszyć się,вырӟыны
956,sich rühren::V,ruszyć się,вырӟылыны
957,sich erheben::V,podnieść się,султыны
958,sich setzen::V,usiąść,пуксьыны
959,hinfallen::V,upaść,усьыны
960,laufen::V,chodzić,мыныны
961,schreiten::V,kroczyć,вамышъяны
962,spazierengehen::V,iść na spacer,мыныны
963,spazierengehen::V,iść na spacer,ветлыны
964,eilen::V,pospieszać,дыртыны
965,sich beeilen::V,pospieszyć się,дыртыны
966,sausen::V,pędzić,туж ӝог мыныны
967,rennen::V,biec,бызьылыны
968,rennen::V,biegać,бызьылыны
969,springen::V,skakać,тэтчаны
970,klettern::V,wspinać się,тубаны
971,schaukeln::V,huśtać,лэйканы
972,schaukeln::V,huśtać,шонаськыны
973,schaukeln::V,kołysać,лэйканы
974,schaukeln::V,kołysać,шонаськыны
975,kriechen::V,pełzać,нюж ветлыны
976,kriechen::V,czołgać się,нюж ветлыны
977,schwimmen::V,pływać,уяны
978,tauchen::V,zanurzać się,зумылыны
979,rudern::V,wiosłować,полсаны
980,fahren::V,jechać,ветлыны
981,fliegen::V,latać,лобаны
982,fliegen::V,lecieć,лобаны
983,gehen::V,iść,мыныны
984,weggehen::V,odejść,кошкыны
985,abfahren::V,odjechać,кошкыны
986,anhalten::V,zatrzymać się,дугдыны
987,hineingehen::V,wchodzić,пырыны
988,eintreten::V,wejść,пырыны
989,eintreten::V,nastąpić,пырыны
990,kommen::V,przyjść,вуыны
991,kommen::V,przyjść,лыктыны
992,ankommen::V,przybyć,вуыны
993,zurückkommen::V,wrócić,берытскыны
994,bleiben::V,zostać,кыльыны
995,warten::V,czekać,витьыны
996,erwarten::V,oczekiwać,витьыны
997,erwarten::V,oczekiwać,возьманы
998,suchen::V,szukać,утчаны
999,finden::V,znaleźć,шедьтыны
1000,versuchen::V,próbować,турттыны
1001,vorbereiten::V,przygotować,дасяны
1002,lieben::V,kochać,гажаны
1003,mögen::V,lubić,яратыны
1004,lachen::V,śmiać się,серекъяны
1005,rühren::V,wzruszyć,сюлме йӧтыны
1006,weinen::V,płakać,бӧрдыны
1007,schimpfen::V,kląć,даллашыны
1008,sich ärgern::V,gniewać się,лекъяськыны
1009,sich fürchten::V,bać się,кышканы
1010,sich fürchten::V,bać się,курданы
1011,fürchten::V,bać się,курданы
1012,fürchten::V,bać się,кышканы
1013,fliehen::V,uciekać,пегӟыны
1014,flüchten::V,uciec,пегӟыны
1015,sehen::V,widzieć,адӟыны
1016,sehen::V,zobaczyć,адӟыны
1017,anschauen::V,oglądać,учкыны
1018,ansehen::V,popatrzeć na,учкыны
1019,hören::V,słyszeć,кылыны
1020,zuhören::V,słuchać,кылзыны
1021,probieren::V,kosztować,веръяны
1022,riechen::V,wąchać,зынъяны
1023,fühlen::V,czuć,шӧдыны
1024,fühlen::V,odczuwać,шӧдыны
1025,scheinen::V,wydawać się,адскыны
1026,zu sehen sein::V,widnieć,адӟиськыны
1027,vernehmen::V,usłyszeć,кылыны
1028,frieren::V,marznąć,кынмыны
1029,tun::V,czynić,карыны
1030,können::V,móc,быгатыны
1031,können::V,umieć,быгатыны
1032,wollen::V,chcieć,потыны
1033,anfangen::V,zacząć,кутскыны
1034,beenden::V,zakończyć,быдтыны
1035,beenden::V,zakończyć,быдэстыны
1036,aufhören::V,przestać,дугдыны
1037,gelingen::V,udać się,быгатыны
1038,gelingen::V,udać się,луыны
1039,geraten::V,udać się,лэсяны
1040,öffnen::V,otworzyć,усьтыны
1041,schließen::V,zamknąć,пытсаны
1042,stellen::V,postawić,пуктыны
1043,setzen::V,posadzić,пуктыны
1044,legen::V,kłaść,поныны
1045,berühren::V,dotykać,исаны
1046,verbinden::V,łączyć,герӟаны
1047,bedecken::V,przykryć,пытсаны
1048,aufhängen::V,powiesić,ошыны
1049,anzünden::V,zapalić,ӝуатыны
1050,aufheben::V,podnieść,ӝутыны
1051,zurücklassen::V,zostawić,кельтыны
1052,verlieren::V,zgubić,ыштыны
1053,fallen lassen::V,upuścić,уськытыны
1054,machen::V,zrobić,лэсьтыны
1055,herstellen::V,wytworzyć,лэсьтыны
1056,bauen::V,budować,пуктыны
1057,reparieren::V,naprawiać,тупатыны
1058,verbessern::V,ulepszyć,умоятыны
1059,ändern::V,zmienić,воштыны
1060,graben::V,kopać,копаны
1061,beugen::V,zagiąć,губыртыны
1062,biegen::V,zgiąć,куасаны
1063,drehen::V,obracać,бергатыны
1064,wenden::V,obrocić,берыктыны
1065,umdrehen::V,obrocić,берыктыны
1066,heben::V,podnosić,ӝутыны
1067,hochheben::V,podnieść,ӝутъяны
1068,ergreifen::V,chwycić,кутыны
1069,ergreifen::V,chwycić,кырмыны
1070,halten::V,trzymać,возьыны
1071,drücken::V,naciskać,зӥбыны
1072,drücken::V,naciskać,пачкатыны
1073,schieben::V,pchać,донганы
1074,schieben::V,posuwać,донганы
1075,kratzen::V,drapać,вуштыны
1076,lecken::V,lizać,нюлыны
1077,beißen::V,kąsać,куртчыны
1078,abreißen::V,oderwać,ишкалтыны
1079,abschneiden::V,odciąć,шорыны
1080,abschneiden::V,odciąć,вандыны
1081,binden::V,wiązać,керттыны
1082,stecken::V,wetknąć,мертчытыны
1083,brechen::V,złamać,тӥяны
1084,klopfen::V,pukać,йыганы
1085,klopfen::V,pukać,шарккетыны
1086,klopfen::V,stukać,йыганы
1087,klopfen::V,stukać,шарккетыны
1088,hauen::V,bić,жугыны
1089,hauen::V,bić,тышканы
1090,kleben::V,kleić,лякыны
1091,reiben::V,trzeć,зыраны
1092,reiben::V,trzeć,вуштыны
1093,streichen::V,smarować,зыраны
1094,schleifen::V,ostrzyć,шерыны
1095,schneiden::V,ciąć,вандыны
1096,schneiden::V,krajać,вандыны
1097,rütteln::V,trząść,зуркатыны
1098,schütteln::V,trząść,куалекъятыны
1099,schwenken::V,machać,шонаны
1100,schütten::V,nasypać,лэзьыны
1101,füllen::V,napełnić,тырмытыны
1102,einwickeln::V,zawinąć,биньыны
1103,tragen::V,nieść,нуыны
1104,schleppen::V,wlec,кыскыны
1105,ziehen::V,ciągnąć,кыскыны
1106,aufbewahren::V,przechowywać,возьыны
1107,werfen::V,rzucać,куяны
1108,werfen::V,rzucać,лэзяны
1109,fangen::V,łowić,кутыны
1110,packen::V,chwycić,кутыны
1111,packen::V,chwycić,кырмыны
1112,verstecken::V,ukryć,ватыны
1113,verstecken::V,schować,ватыны
1114,teilen::V,podzielić,люкыны
1115,schicken::V,posyłać,ыстыны
1116,bringen::V,przynieść,вайыны
1117,hinzufügen::V,dodać,ватсаны
1118,bekommen::V,dostać,басьтыны
1119,erhalten::V,otrzymać,басьтыны
1120,nehmen::V,wziąć,кутыны
1121,nehmen::V,wziąć,басьтыны
1122,wählen::V,wybrać,бырйыны
1123,auswählen::V,wybrać,бырйыны
1124,bewahren::V,zachować,возьыны
1125,behindern::V,utrudnić,могӟытыны
1126,behindern::V,przeszkadzać,могӟытыны
1127,verderben::V,zepsuć,сӧрыны
1128,beschädigen::V,uszkodzić,урод лэсьтыны
1129,zerbrechen::V,złamać,сӧрыны
1130,zerreißen::V,drzeć,кесяны
1131,zerreißen::V,rozdzierać,кесяны
1132,zerstören::V,zniszczyć,куашкатыны
1133,verbrennen::V,spalić,сутыны
1134,geben::V,dać,сётыны
1135,reichen::V,podać,сётыны
1136,schenken::V,darować,кузьманы
1137,versprechen::V,obiecać,кыл сётыны
1138,wünschen::V,życzyć,сӥзьыны
1139,loben::V,chwalić,ушъяны
1140,küssen::V,całować,чупаны
1141,wiegen::V,kołysać,веттаны
1142,wiegen::V,kołysać,лэйкатыны
1143,zudecken::V,przykryć,шобыртыны
1144,wecken::V,zbudzić,сайкатыны
1145,zeigen::V,pokazać,возьматыны
1146,führen::V,wieść,нуыны
1147,führen::V,prowadzić,нуыны
1148,lehren::V,uczyć,дышетыны
1149,unterrichten::V,nauczać,дышетыны
1150,aufziehen::V,wychować,будэтыны
1151,leiten::V,kierować,кивалтыны
1152,antreiben::V,popędzić,дыртытыны
1153,lassen::V,zostawić,-ытыны
1154,einladen::V,zaprosić,ӧтьыны
1155,vereinigen::V,zjednoczyć,огазеяны
1156,besuchen::V,odwiedzić,адӟыськыны
1157,treffen::V,trafić,пумитаны
1158,treffen::V,spotkać,пумитаны
1159,sich versammeln::V,zebrać się,люкаськыны
1160,sich versammeln::V,zgromadzić się,люкаськыны
1161,spielen::V,grać,шудыны
1162,spielen::V,bawić się,шудыны
1163,singen::V,śpiewać,кырӟаны
1164,tanzen::V,pląsać,эктыны
1165,tanzen::V,tańczyć,эктыны
1166,sich trennen::V,rozstać się,люкиськыны
1167,verlassen::V,opuścić,куштыны
1168,retten::V,ocalić,утьыны
1169,retten::V,uratować,утьыны
1170,bewachen::V,pilnować,возьманы
1171,schützen::V,ochronić,утялтыны
1172,verteidigen::V,bronić,возьманы
1173,sich schlagen::V,pobić się,жугиськыны
1174,schießen::V,strzelać,ыбылӥськны
1175,siegen::V,zwycziężyć,вормыны
1176,ärgern::V,gniewać,вожпоттыны
1177,schlagen::V,bić,жуккыны
1178,schlagen::V,uderzyć,жуккыны
1179,treten::V,kopnąć,лёганы
1180,stechen::V,ukłuć,бышкалтыны
1181,stoßen::V,popchnąć,донгыны
1182,stehlen::V,ukraść,вораны
1183,stehlen::V,ukraść,лушканы
1184,stören::V,zakłócić,люкетыны
1185,stören::V,przeszkodzić,люкетыны
1186,belästigen::V,dokuczać,акыльтыны
1187,belästigen::V,dokuczać,вукылмыны
1188,verbergen::V,ukryć,ватыны
1189,täuschen::V,łudzić,алданы
1190,betrügen::V,oszukać,пӧяны
1191,töten::V,zabić,виыны
1192,wohnen::V,mieszkać,улыны
1193,arbeiten::V,pracować,ужаны
1194,sammeln::V,zebrać,бичаны
1195,pflücken::V,zerwać,ишкыны
1196,jagen::V,polować,пӧйшураны
1197,fischen::V,łowić ryby,чорыганы
1198,fassen::V,złapać,кутыны
1199,hüten::V,paść,возьманы
1200,treiben::V,pędzić,улляны
1201,anbinden::V,przywiązać,думыны
1202,füttern::V,karmić,сюдыны
1203,melken::V,doić,кыскыны
1204,hacken::V,rąbać,кораны
1205,gießen::V,lać,киськаны
1206,gießen::V,podlać,киськаны
1207,reifen::V,dojrzeć,вуыны
1208,reifen::V,dojrzeć,кисьманы
1209,zubereiten::V,przyrządzić,лесьтыны
1210,kochen::V,gotować,пӧзьтыны
1211,backen::V,piec,пыжыны
1212,braten::V,piec,пыжыны
1213,braten::V,smażyć,пыжыны
1214,umrühren::V,przemieszać,сураны
1215,stricken::V,dziać,керттыны
1216,nähen::V,szyć,вурыны
1217,färben::V,pofarbować,буяны
1218,reinigen::V,oczyścić,сузяны
1219,waschen::V,prać,мисьтаськыны
1220,abwischen::V,obetrzeć,ӵушылыны
1221,spülen::V,płukać,гылъяны
1222,fegen::V,zamiatać,ӵужыны
1223,kehren::V,zamieść,ӵужыны
1224,baden::V,kąpać się,пыласькыны
1225,sich waschen::V,myć się,пыласькыны
1226,ausziehen::V,zdjąć,кыльыны
1227,anziehen::V,włożyć,дӥсяны
1228,sich anziehen::V,ubrać się,дӥсьяськыны
1229,kämmen::V,uczesać,сынаны
1230,schmücken::V,ozdabiać,чеберъяны
1231,sagen::V,powiedzieć,шуыны
1232,sagen::V,powiedzieć,вераны
1233,sprechen::V,mówić,вераськыны
1234,reden::V,mówić,вераськыны
1235,sich unterhalten::V,rozmawiać,вераськыны
1236,fragen::V,zapytać,юаны
1237,bitten::V,prosić,курыны
1238,erzählen::V,opowiedzieć,вераны
1239,erzählen::V,opowiedzieć,мадьыны
1240,mitteilen::V,zawiadomić o,ивортыны
1241,nennen::V,nazwać,шуыны
1242,rufen::V,wołać,ӧтьыны
1243,prahlen::V,chełpić się,ушъяськыны
1244,übersetzen::V,tłumaczyć,берыктыны
1245,denken::V,myśleć,малпаны
1246,glauben::V,sądzić,оскыны
1247,glauben::V,wierzyć,оскыны
1248,bemerken::V,zauważyć,адӟыны
1249,erkennen::V,poznać,тодыны
1250,begreifen::V,zrozumieć,валаны
1251,verstehen::V,rozumieć,валаны
1252,verstehen::V,dosłyszeć,валаны
1253,lernen::V,uczyć się,дышетскыны
1254,wissen::V,wiedzieć,тодыны
1255,sich erinnern an::V,przypomnieć sobie,тодэ вайыны
1256,vergessen::V,zapomnieć,вунэтыны
1257,messen::V,mierzyć,мертаны
1258,zählen::V,liczyć,лыдъяны
1259,rechnen::V,rachować,лыдъяны
1260,lesen::V,czytać,лыдӟыны
1261,malen::V,malować,суреданы
1262,zeichnen::V,rysować,суреданы
1263,schreiben::V,pisać,гожъяны
1264,besitzen::V,posiadać,луыны
1265,kaufen::V,kupić,басьтыны
1266,verkaufen::V,sprzedać,вузаны
1267,bezahlen::V,zapłacić,тырыны
1268,zahlen::V,płacić,тырыны
1269,beherrschen::V,opanować,кузёяськыны
1270,ertragen::V,znieść,чиданы
