,Concept_ID,la,ka
420,Figur::N,statunculum,ფიგურა
421,Puppe::N,pupa,თოჯინა
422,Beutel::N,sacculus,პარკი
423,Bündel::N,fascis,გალა
424,Bündel::N,fascis,ასხმა
425,Tasche::N,sacculus,ჩანთა
426,Eimer::N,situla,ჩამჩა
427,Deckel::N,operculum,ხუფი
428,Deckel::N,operculum,სარქველი
429,Geschirr::N,vasa,ჭურჭელი
430,Sack::N,saccus,ტომარა
431,Tasse::N,pocillum,ფინჯანი
432,Topf::N,olla,ქოთანი
433,Kessel::N,aenum,ქვაბი
434,Essen::N,cena,ჭამა
435,Nahrung::N,cibus,საზრდო
436,Nahrung::N,cibus,საკვები
437,Nahrung::N,alimenta,საზრდო
438,Nahrung::N,alimenta,საკვები
439,Speise::N,cibus,საჭმელი
440,Fleisch::N,caro,ხორცი
441,Getreide::N,frumentum,მარცვლოვანი
442,Brei::N,puls,ფაფა
443,Brot::N,panis,პური
444,Scheibe::N,frustum,ნაჭერი
445,Fett::N,pingue,ქონი
446,Fett::N,pingue,ცხიმი
447,Butter::N,butȳrum,კარაქი
448,Öl::N,oleum,ზეთი
449,Salz::N,sal,მარილი
450,Suppe::N,ius,სუფი
451,Honig::N,mel,თაფლი
452,Milch::N,lac,რძე
453,Tee::N,thea,ჩაი
454,Leder::N,corium,ტყავი
455,Wolle::N,lana,მატყლი
456,Stoff::N,textum,ქსოვილი
457,Nadel::N,acus,ნემსი
458,Faden::N,filum,ძაფი
459,Faden::N,filum,მკედი
460,Knopf::N,bulla,ღილი
461,Knoten::N,nodus,ნასკვი
462,Farbe::N,pigmentum,საღებავი
463,Kleidung::N,vestimenta,ტანსაცმელი
464,Hemd::N,tunica,ხალათი
465,Hemd::N,tunica,პერანგი
466,Kragen::N,collare,საყელო
467,Ärmel::N,manica,სახელო
468,Hose::N,bracae,შარვალი
469,Gürtel::N,cingulum,ქამარი
470,Mütze::N,pilleus,ქუდი
471,Schuh::N,calceus,ფეხსაცმელი
472,Stiefel::N,pero,ჩექმა
473,Stiefel::N,caliga,ჩექმა
474,Ring::N,anulus,ბეჭედი
475,Band::N,redimiculum,ბაფთი
476,Kamm::N,pecten,სავარცხელი
477,Spiegel::N,speculum,სარკე
478,Riemen::N,lorum,ღვედი
479,Schnur::N,linum,ლარი
480,Leine::N,retinaculum,ჯაჭვი
481,Decke::N,lodix,საბანი
482,Kissen::N,pulvinus,ბალიში
483,Tuch::N,velum,მაუდი
484,Tuch::N,velum,თავშალი
485,Handtuch::N,mantele,ხელსახოცი
486,Kraft::N,vis,ძალა
487,Stärke::N,robur,ღონე
488,Gesundheit::N,valetudo,ჯანმრთელობა
489,Krankheit::N,morbus,სენი
490,Krankheit::N,morbus,ავადმყოფობა
491,Schmerz::N,dolor,ტკივილი
492,Wunde::N,vulnus,იარი
493,Wunde::N,vulnus,ჭრილობა
494,Fieber::N,febris,ციება
495,Arznei::N,remedium,წამალი
496,Brücke::N,pons,ხიდი
497,Brunnen::N,puteus,ჭა
498,Weide::N,pascua,საძოვარი
499,Pfad::N,semita,ბილიკი
500,Weg::N,iter,გზა
501,Straße::N,via,შარაგზა
502,Dorf::N,vicus,დაბა
503,Dorf::N,vicus,სოფელი
504,Stadt::N,urbs,ქალაქი
505,Stadt::N,oppidum,ქალაქი
506,Brief::N,epistula,წერილი
507,Buch::N,liber,წიგნი
508,Buchstabe::N,littera,ასო
509,Zeitung::N,diurnum,გაზეთი
510,Leben::N,vita,სიცოცხლე
511,Tod::N,mors,სიკვდილი
512,Grab::N,sepulcrum,სამარე
513,Grab::N,sepulcrum,საფლავი
514,Kirche::N,ecclesia,ეკლესია
515,Sünde::N,peccatum,ცოდვა
516,Gott::N,deus,ღმერთი
517,Arbeiter::N,operarius,მუშა
518,Chef::N,praefectus,გამგე
519,Meister::N,magister,ოსტატი
520,Arzt::N,medicus,ექიმი
521,Arzt::N,medicus,მკურნალი
522,Lehrer::N,magister,მასწავლებელი
523,Geld::N,aes,ფული
524,Geld::N,pecunia,ფული
525,Geschäft::N,negotium,საქმე
526,Geschäft::N,negotium,ბიზნესი
527,Laden::N,taberna,დუქანი
528,Laden::N,taberna,მაღაზია
529,Preis::N,pretium,ფასი
530,Ware::N,merx,საქონელი
531,Nutzen::N,utilitas,ხეირი
532,Reichtum::N,opes,სიმდიდრე
533,Reichtum::N,divitiae,სიმდიდრე
534,Welt::N,mundus,მსოფლიო
535,Land::N,terra,მხარე
536,Land::N,terra,ქვეყანა
537,Staat::N,res publica,სახელმწიფო
538,König::N,rex,მეფე
539,Macht::N,potestas,ძლიერება
540,Grenze::N,limes,ზღვარი
541,Krieg::N,bellum,ომი
542,Feind::N,inimicus,მტერი
543,Gewalt::N,vis,სისასტიკე
544,Kampf::N,pugna,ბრძოლა
545,Bogen[Waffe]::N,arcus,მშვილდი
546,Pfeil::N,sagitta,ისარი
547,Pfeil::N,sagitta,მახვილი
548,Gewehr::N,sclopetum,თოფი
549,Gewehr::N,sclopetum,შაშხანა
550,Fehler::N,error,შეცდომა
551,Lüge::N,mendacium,სიცრუე
552,Schaden::N,damnum,ვნება
553,Schaden::N,detrimentum,ვნება
554,Unglück::N,miseria,ხიფათი
555,Unglück::N,miseria,უბედურება
556,Unglück::N,calamitas,ხიფათი
557,Unglück::N,calamitas,უბედურება
558,Schuld::N,culpa,ბრალი
559,Alter::N,aetas,ასაკი
560,Schluss::N,finis,ბოლო
561,Schluss::N,finis,დასასრული
562,Zeit::N,tempus,დრო
563,Tag::N,dies,დღე
564,Morgen::N,mane,დილა
565,Mittag::N,meridies,შუადღე
566,Abend::N,vesper,საღამო
567,Nacht::N,nox,ღამე
568,Woche::N,septimana,კვირა
569,Monat::N,mensis,თვე
570,Jahr::N,annus,წელი
571,Frühling::N,ver,გაზაფხული
572,Sommer::N,aestas,ზაფხული
573,Herbst::N,autumnus,შემოდგომა
574,Winter::N,hiems,ზამთარი
575,Januar::N,Ianuarius,იანვარი
576,Februar::N,Februarius,თებერვალი
577,März::N,Martius,მარტი
578,April::N,Aprilis,აპრილი
579,Mai::N,Maius,მაისი
580,Juni::N,Iunius,ივნისი
581,Juli::N,Iulius,ივლისი
582,August::N,Augustus,აგვისტო
583,September::N,September,სექტემბერი
584,Oktober::N,Octobris,ოქტომბერი
585,November::N,Novembris,ნოემბერი
586,Dezember::N,December,დეკემბერი
587,Montag::N,dies lunae,ორშაბათი
588,Dienstag::N,dies Martis ,სამშაბათი
589,Mittwoch::N,dies Mercurii,ოთხშაბათი
590,Donnerstag::N,dies Iovis,ხუთშაბათი
591,Freitag::N,dies Veneris,პარასკევი
592,Samstag::N,dies Saturni,შაბათი
593,Sonntag::N,dominicus,კვირა
594,Sonntag::N,dies solis,კვირა
595,groß::A,magnus,დიდი
596,klein::A,parvus,მცირე
597,klein::A,parvus,პატარა
598,lang::A,longus,გრძელი
599,kurz::A,brevis,მოკლე
600,breit::A,latus,ფართო
601,breit::A,latus,განიერი
602,schmal::A,angustus,ვიწრო
603,schmal::A,angustus,წვრილი
604,dicht::A,densus,მჭიდრო
605,dick[Gegenstand]::A,crassus,სქელი
606,dünn::A,tenuis,წვრილი
607,fein::A,subtilis,თხელი
608,fest::A,solidus,მყარი
609,fest::A,stabilis,მყარი
610,flach::A,planus,ბრტყელი
611,glatt::A,levis,გლუ
612,hart::A,durus,მაგარი
613,weich::A,mollis,რბილი
614,rund::A,rotundus,მრგვალი
615,spitz::A,acutus,წვეტიანი
616,scharf::A,acer,მჭრელი
617,stumpf::A,hebes,ბლაგვი
618,schwer::A,gravis,მძიმე
619,schön::A,pulcher,ლამაზი
620,schön::A,formosus,ლამაზი
621,heiß::A,fervidus,ცხელი
622,warm::A,calidus,თბილი
623,kalt::A,frigidus,ცივი
624,kühl::A,frigidus,გრილი
625,frisch::A,recens,სუფთა
626,feucht::A,umidus,ნოტიო
627,nass::A,madidus,სველი
628,trocken::A,aridus,მშრალი
629,voll::A,plenus,სავსე
630,leer::A,vacuus,ცარიელი
631,offen::A,apertus,ღია
632,offen::A,apertus,გაშლილი
633,geschlossen::A,clausus,დახურული
634,sauber::A,lautus,სუფთა
635,sauber::A,lautus,წმინდა
636,schmutzig::A,sordidus,ტალახიანი
637,roh::A,crudus,უმი
638,reif::A,maturus,მწიფე
639,lecker::A,delicatus,გემრიელი
640,süß::A,dulcis,ტკბილი
641,bitter::A,amarus,მწარე
642,bitter::A,acerbus,მწარე
643,sauer::A,acidus,მჟავე
644,hell::A,clarus,ნათელი
645,dunkel::A,obscurus,ბნელი
646,schwarz::A,niger,შავი
647,weiß::A,albus,თეთრი
648,rot::A,ruber,წითელი
649,gelb::A,flavus,ყვითელი
650,blau::A,caeruleus,ლურჯი
651,blau::A,caeruleus,ცისფერი
652,grün::A,viridis,მწვანე
653,grau::A,canus,რუხი
654,grau::A,canus,ნაცრისფერი
655,bunt::A,varius,ჭრელი
656,bunt::A,varius,ფერადი
657,billig::A,vilis,იაფი
658,teuer::A,carus,ძვირი
659,wertvoll::A,pretiosus,ღირსიანი
660,blind::A,caecus,ბრმა
661,taub::A,surdus,ყრუ
662,kräftig::A,robustus,ძალავანი
663,stark::A,firmus,ძლიერი
664,stark::A,firmus,ღონიერი
665,stark::A,validus,ძლიერი
666,stark::A,validus,ღონიერი
667,schwach::A,debilis,სუსტი
668,schwach::A,infirmus,სუსტი
669,fett::A,crassus,სქელი
670,schlank::A,procerus,გამხდარი
671,hübsch::A,pulcher,ეშხიანი
672,hübsch::A,pulcher,მშვენიერი
673,böse::A,improbus,ავი
674,böse::A,improbus,ბოროტი
675,dumm::A,stultus,ბოთე
676,dumm::A,stultus,სულელი
677,dumm::A,stupidus,ბოთე
678,dumm::A,stupidus,სულელი
679,faul::A,piger,ზანტი
680,faul::A,piger,ზარმაცი
681,fleißig::A,sedulus,ბეჯითი
682,fleißig::A,sedulus,მუყაითი
683,geizig::A,avarus,ძუნწი
684,klug::A,prudens,ჭკვიანი
685,geschickt::A,sollers,მარჯვე
686,geschickt::A,sollers,გაწაფული
687,lieb::A,carus,სატრფიალო
688,lustig::A,iocosus,მხიარული
689,sanft::A,clemens,ალერსიანი
690,sanft::A,clemens,გრძნობიერი
691,hungrig::A,impastus,მშიერი
692,krank::A,aeger,სნეული
693,krank::A,aeger,ავადმყოფი
694,nackt::A,nudus,ტიტველი
695,traurig::A,maestus,მწუხარე
696,traurig::A,maestus,სევდიანი
697,lebendig::A,vivus,ცოცხალი
698,gut::A,bonus,კარგი
699,schlecht::A,malus,უხეირო
700,richtig::A,rectus,ნამდვილი
701,schlimm::A,malus,ცუდი
702,wahr::A,verus,სწორი
703,wahr::A,verus,ჭეშმარიტი
704,alt::A,antiquus,ძველი
705,neu::A,novus,ახალი
706,ehemalig::A,pristinus,ყოფილი
707,alt[Lebewesen]::A,vetus,ბებერი
708,jung::A,iuvenis,ნორჩი
709,jung::A,iuvenis,ახალგაზრდა
710,arm::A,pauper,ღარიბი
711,reich::A,dives,მდიდარი
712,bekannt::A,notus,ცნობილი
713,berühmt::A,celeber,გამოჩენილი
714,berühmt::A,illustris,გამოჩენილი
715,fremd::A,peregrinus,უცხო
716,fremd::A,peregrinus,გარეშე
717,verschieden::A,varius,სხვაგვარი
718,nah::A,propinquus,ახლო
719,fern::A,longinquus,შორი
720,fern::A,longinquus,შორეული
721,linker::A,sinister,მარცხენა
722,rechter::A,dexter,მარჯვენა
723,anderer::A,alius,სხვა
724,erster::A,primus,პირველი
725,zweiter::A,secundus,მეორე
726,dritter::A,tertius,მესამე
727,letzter::A,ultimus,ბოლო
728,letzter::A,ultimus,უკანასკნელი
729,allein::ADV,solum,მარტო
730,auf einmal::ADV,simul,ერთდროულად
731,zusammen::ADV,una,ერთად
732,lange::ADV,diu,დიდხანს
733,plötzlich::ADV,subito,მოულოდნელად
734,plötzlich::ADV,repente,მოულოდნელად
735,sofort::ADV,statim,ახლავე
736,später::ADV,postea,მოგვიანებით
737,jetzt::ADV,nunc,ახლა
738,heute::ADV,hodie,დღეს
739,morgen::ADV,cras,ხვალ
740,bald::ADV,mox,მალე
741,dann::ADV,deinde,მერე
