,Concept_ID,el,ka
95,Schatten::N,ίσκιος,ჩრდილი
96,Wetter::N,καιρός,ამინდი
97,Nebel::N,ομίχλη,ნისლი
98,Wolke::N,σύννεφο,ღრუბელი
99,Regen::N,βροχή,წვიმა
100,Schnee::N,χιόνι,თოვლი
101,Eis::N,πάγος,თოში
102,Eis::N,πάγος,ყინული
103,Frost::N,παγωνία,ყინვა
104,Kälte::N,κρύο,სიცივე
105,Kälte::N,ψύχος,სიცივე
106,Hitze::N,ζέστη,სიცხე
107,Raureif::N,πάχνη,ჭირხლი
108,Raureif::N,πάχνη,თრთვილი
109,Regenbogen::N,ουράνιο τόξο,ცისარტყელა
110,Donner::N,βροντή,ქუხილი
111,Strömung::N,ρεύμα,დინება
112,Tropfen::N,στάλα,წვეთი
113,Schaum::N,αφρός,ქაფი
114,Schaum::N,αφρός,დორბლი
115,Schmutz::N,βρωμιά,ჭუჭყი
116,Schmutz::N,βρωμιά,ტალახი
117,See::N,λίμνη,ტბა
118,Sumpf::N,βάλτος,ჭაობი
119,Moor::N,έλος,ტორფნარი
120,Wiese::N,λιβάδι,ველი
121,Wiese::N,λιβάδι,მდელო
122,Wald::N,δάσος,ტყე
123,Hügel::N,λόφος,ბორცვი
124,Anhöhe::N,ύψωμα,მაღლობი
125,Berg::N,όρος,მთა
126,Berg::N,βουνό,მთა
127,Gipfel::N,κορυφή,მწვერვალი
128,Höhle::N,σπηλιά,მღვიმე
129,Höhle::N,σπηλιά,გამოქვებული
130,Abhang::N,πλαγιά,ფერდობი
131,Quelle::N,πηγή,წყარო
132,Quelle::N,πηγή,სათავე
133,Quelle::N,βρύση,წყარო
134,Quelle::N,βρύση,სათავე
135,Bach::N,ρυάκι,რუ
136,Bach::N,ρυάκι,ნაკადული
137,Fluss::N,ποτάμι,მდინარე
138,Fluss::N,ποταμός,მდინარე
139,Ufer::N,όχθη,კიდე
140,Ufer::N,όχθη,ნაპირი
141,Küste::N,ακτή,ნაპირი
142,Küste::N,ακρογιαλιά,ნაპირი
143,Festland::N,στεριά,ხმელეთი
144,Meer::N,θάλασσα,ზღვა
145,Bucht::N,κόλπος,ყურე
146,Insel::N,νησί,კუნძული
147,Insel::N,νήσος,კუნძული
148,Blume::N,άνθος,ყვავილი
149,Blume::N,λουλούδι,ყვავილი
150,Gras::N,χόρτο,ბალახი
151,Gras::N,χορτάρι,ბალახი
152,Wurzel::N,ρίζα,ძირი
153,Wurzel::N,ρίζα,ფესვი
154,Baum::N,δέντρο,ხე
155,Stamm::N,κορμός,ტანი
156,Rinde::N,φλούδα,ქერქი
157,Ast::N,κλαδί,ტოტი
158,Zweig::N,κλαδί,შტო
159,Zweig::N,κλάδος,შტო
160,Blatt::N,φύλλο,ფოთოლი
161,Birke::N,σημύδα,არყი
162,Kiefer[Baum]::N,πεύκο,ფიჭვი
163,Weide[Baum]::N,ιτιά,ტირიფი
164,Tanne::N,έλατο,ნაძვი
165,Horn::N,κέρας,რქა
166,Horn::N,κέρατο,რქა
167,Feder::N,φτερό,ფრთა
168,Fell::N,δέρμα,ტყავი
169,Fell::N,τομάρι,ტყავი
170,Flügel::N,πτερύγιο,ფრთა
171,Klaue::N,κουλό,კლანჭი
172,Kralle::N,νύχι,ტორი
173,Schwanz::N,ουρά,კუდი
174,Ei::N,αβγό,კვერცხი
175,Nest::N,φωλιά,ბუდე
176,Bau::N,φωλιά,სორო
177,Tier::N,ζώο,ნადირი
178,Tier::N,ζώο,ცხოველი
179,Herde::N,κοπάδι,ფარა
180,Kuh::N,αγελάδα,ფური
181,Kuh::N,αγελάδα,ძროხა
182,Bulle::N,ταύρος,ხარი
183,Pferd::N,άλογο,რაში
184,Pferd::N,άλογο,ცხენი
185,Schaf::N,πρόβατο,ცხვარი
186,Schwein::N,γουρούνι,ღორი
187,Hund::N,σκυλί,ძაღლი
188,Hund::N,σκύλος,ძაღლი
189,Katze::N,γάτα,კატა
190,Bär::N,άρκτος,დათვი
191,Bär::N,αρκούδα,დათვი
192,Eichhörnchen::N,βερβερίτσα,ციყვი
193,Elch::N,άλκη,ცხენ-ირემი
194,Fuchs::N,αλεπού,მელა
195,Hase::N,λαγός,კურდღელი
196,Maus::N,ποντικός,თაგვი
197,Wolf::N,λύκος,მგელი
198,Vogel::N,πουλί,ჩიტი
199,Vogel::N,πουλί,ფრინველი
200,Schwarm::N,σμήνος,გუნდი
201,Huhn::N,κότα,დედალი
202,Huhn::N,όρνιθα,დედალი
203,Hahn::N,πετεινός,მამალი
204,Gans::N,χήνα,ბატი
205,Adler::N,αετός,არწივი
206,Ente::N,πάπια,იხვი
207,Eule::N,κουκουβάγια,ბუ
208,Kranich::N,γερανός,წერო
209,Krähe::N,καρακάξα,ყვავი
210,Kuckuck::N,κούκος,გუგული
211,Schwan::N,κύκνος,გედი
212,Fisch::N,ψάρι,თევზი
213,Barsch::N,πέρκα,ქორჭილა
214,Hecht::N,λούτσος,ქარიყლაპია
215,Schlange[Tier]::N,φίδι,გველი
216,Wurm::N,σκουλήκι,ჭია
217,Spinne::N,αράχνη,ობობა
218,Ameise::N,μυρμήγκι,ჭიანჭველა
219,Laus::N,ψείρα,ტილი
220,Laus::N,ψείρα,მკბენარი
221,Mücke::N,κουνούπι,კოღო
222,Fliege::N,μύγα,ბუზი
223,Schmetterling::N,πεταλούδα,პეპელა
224,Beere::N,ρόγα,კენკრა
225,Apfel::N,μήλο,ვაშლი
226,Pilz::N,μανιτάρι,სოკო
227,Zwiebel::N,κρεμμύδι,ხახვი
228,Saat::N,σπόρος,თესლი
229,Korn::N,σπυρί,მარცვალი
230,Heu::N,σανός,თივა
231,Schale::N,τσόφλι,ჩენჩო
232,Grube::N,λάκκος,ორმო
233,Falle::N,παγίδα,ხაფანგი
234,Schlinge::N,θηλειά,მახე
235,Spur::N,ίχνος,კვალი
236,Asche::N,στάχτη,ფერფლი
237,Dreck::N,βρωμιά,ტალახი
238,Dreck::N,βρωμιά,სიბინძურე
239,Eisen::N,σίδερο,რკინა
240,Gold::N,μάλαμα,ოქრო
241,Gold::N,χρυσάφι,ოქრო
242,Silber::N,ασήμι,ვერცხლი
243,Silber::N,άργυρος,ვერცხლი
244,Kohle::N,κάρβουνο,ნახშირი
245,Glas::N,γυαλί,მინა
246,Lehm::N,πηλός,თიხა
247,Sand::N,άμμος,ქვიშა
248,Mensch::N,άνθρωπος,ადამიანი
249,Mann::N,άνδρας,კაცი
250,Frau::N,γυναίκα,ქალი
251,Kind::N,παιδί,ბავშვი
252,Junge::N,αγόρι,ვაჟი
253,Mädchen::N,κοπέλα,გოგო
254,Mädchen::N,κορίτσι,გოგო
255,Familie::N,οικογένεια,ოჯახი
256,Großvater::N,παππούς,პაპა
257,Großvater::N,παππούς,ბაბუა
258,Großmutter::N,γιαγιά,ბებია
259,Großmutter::N,γιαγιά,დიდედა
260,Eltern::N,γονείς,მშობლები
261,Vater::N,πατέρας,მამა
262,Mutter::N,μητέρα,დედა
263,Sohn::N,γιος,ვაჟიშვილი
264,Tochter::N,κόρη,ქალიშვილი
265,Bruder::N,αδελφός,ძმა
266,Schwester::N,αδελφή,და
267,Onkel::N,θείος,ბიძა
268,Tante::N,θεία,დეიდა
269,Tante::N,θεία,მამიდა
270,Ehemann::N,σύζυγος,ქმარი
271,Ehefrau::N,σύζυγος,ცოლი
272,Freude::N,χαρά,სიხარული
273,Gelächter::N,γέλια,სიცილი
274,Glück::N,ευτυχία,ბედნიერება
275,Kummer::N,έγνοια,მწუხარება
276,Wunsch::N,επιθυμία,წადილი
277,Wunsch::N,επιθυμία,სურვილი
278,Lust::N,όρεξη,წადილი
279,Geist::N,πνέυμα,სული
280,Gedanke::N,σκέψη,ფიქრი
281,Gedächtnis::N,μνήμη,მეხსიერება
282,Verstand::N,νους,ჭკუა
283,Verstand::N,νους,გონება
284,Sinn::N,νόημα,მნიშვნელობა
285,Grund::N,λόγος,მიზეზი
286,Wahrheit::N,αλήθεια,სიმართლე
287,Wahrheit::N,αλήθεια,ჭეშმარიტება
288,Gespräch::N,συνομιλία,ბაასი
289,Gespräch::N,συνομιλία,საუბარი
290,Märchen::N,παραμύθι,არაკი
291,Märchen::N,παραμύθι,ზღაპარი
292,Erzählung::N,διήγημα,თქმულება
293,Nachricht::N,είδηση,ცნობა
294,Nachricht::N,είδηση,ამბავი
295,Neuigkeit::N,νέο,სიახლე
296,Name::N,όνομα,სახელი
297,Rätsel::N,αίνιγμα,გამოცანა
298,Rede::N,λόγος,სიტყვა
299,Rede::N,ομιλία,სიტყვა
300,Sprache::N,γλώσσα,ენა
301,Stimme::N,φωνή,ხმა
302,Wort::N,λέξη,სიტყვა
303,Zeichen::N,σημείο,ნიშანი
304,Ruf::N,κραυγή,ძახილი
305,Lärm::N,θόρυβος,ხმაური
306,Laut::N,ήχος,ხმა
307,Laut::N,ήχος,ბგერა
308,Ton::N,ήχος,ტონი
309,Ton::N,τόνος,ტონი
310,Lied::N,τραγούδι,სიმღერა
311,Ruhe::N,ησυχία,სიწყნარე
312,Leute::N,κόσμος,ადამიანები
313,Leute::N,άνθρωποι,ადამიანები
314,Volk::N,λαός,ერი
315,Volk::N,λαός,ხალხი
316,Arbeit::N,εργασία,მუშაობა
317,Gast::N,επισκέπτης,სტუმარი
318,Geschenk::N,δώρο,საჩუქარი
319,Spiel::N,παιχνίδι,თამაში
320,Gesellschaft::N,κοινωνία,საზოგადოება
321,Hilfe::N,βοήθεια,შველა
322,Hilfe::N,βοήθεια,დახმარება
323,Freund::N,φίλος,მეგობარი
324,Kamerad::N,σύντροφος,ამხანაგი
325,Angelegenheit::N,υπόθεση,საქმე
326,Anzahl::N,αριθμός,ოდენობა
327,Art::N,είδος,სახეობა
328,Stück::N,κομμάτι,ნატეხი
329,Teil::N,μέρος,წილი
330,Hälfte::N,μισό,ნახევარი
331,Kreis::N,κύκλος,წრე
332,Kreuz::N,σταυρός,ჯვარი
333,Linie::N,γραμμή,ხაზი
334,Strich::N,γραμμή,შტრიხი
335,Abstand::N,απόσταση,მანძილი
336,Entfernung::N,απόσταση,სიშორე
337,Gegend::N,περιοχή,არე
338,Gegend::N,περιοχή,მხარე
339,Gegend::N,τοποθεσία,არე
340,Gegend::N,τοποθεσία,მხარე
341,Platz::N,χώρος,ფართობი
342,Ort::N,τόπος,ადგილი
343,Seite::N,πλευρά,მხარე
344,Mitte::N,μέση,შუა
345,Gegenstand::N,αντικείμενο,საგანი
346,Sache::N,πράγμα,ნივთი
347,Rand::N,άκρη,კიდე
348,Rand::N,χείλος,კიდე
349,Kante::N,άκρη,ნაწიბული
350,Ecke::N,γωνιά,კუთხე
351,Spitze::N,μύτη,წვეტი
352,Ende::N,άκρη,ბოლო
353,Loch::N,τρύπα,ხვრელი
354,Winkel::N,γωνία,კუთხე
355,Muster::N,σχέδιο,მოხატულობა
356,Größe::N,μέγεθος,ზომა
357,Größe::N,μέγεθος,სიდიდე
358,Länge::N,μήκος,სიგრძე
359,Höhe::N,ύψος,სიმაღლე
360,Gewicht::N,βάρος,წონა
361,Menge::N,ποσότητα,რაოდენობა
362,Haufen::N,σωρός,გროვა
363,Reihe::N,αράδα,რიგი
364,Reihe::N,αράδα,წყება
365,Boot::N,βάρκα,გემი
366,Ruder::N,κουπί,ხოფი
367,Ruder::N,κουπί,ნიჩაბი
368,Schlitten::N,έλκηθρο,მარხილი
369,Ski::N,σκι,თხილამური
370,Lagerfeuer::N,φωτιά,კოცონი
371,Last::N,φορτίο,ტვირთი
372,Gang::N,δρόμος,სვლა
373,Schritt::N,βήμα,ბიჯი
374,Norden::N,βορράς,ჩრდილოეთი
375,Süden::N,νότος,სამხრეთი
376,Westen::N,δύση,დასავლეთი
377,Osten::N,ανατολή,აღმოსავლეთი
378,Holz::N,ξύλο,ხე
379,Brett::N,σανίδι,დაფა
380,Brett::N,σανίδι,ფიცარი
381,Platte::N,πλάκα,თლილი ქვა
382,Stütze::N,στήριγμα,საყრდენი
383,Stange::N,ραβδί,ჭოკი
384,Stange::N,κοντός,ჭოკი
385,Stock::N,ξύλο,კეტი
386,Stock::N,μπαστούνι,კეტი
387,Stab::N,ραβδί,ლატანი
388,Rohr::N,σωλήνας,მილაკი
389,Haus::N,σπίτι,სახლი
390,Heim::N,σπίτι,ოჯახის კერა
391,Ofen::N,σόμπα,ღუმელი
392,Ofen::N,θερμάστρα,ღუმელი
393,Fußboden::N,πάτωμα,იატაკი
394,Tisch::N,τραπέζι,სუფრა
395,Tisch::N,τραπέζι,მაგიდა
396,Stuhl::N,καρέκλα,სკამი
397,Wiege::N,κούνια,აკვანი
398,Bett::N,κρεβάτι,საწოლი
399,Bett::N,κρεβάτι,სარეცელი
400,Regal::N,ράφι,თაროები
401,Kiste::N,κιβώτιο,ყუთი
402,Kiste::N,κιβώτιο,სკივრი
403,Fenster::N,παράθυρο,ფანჯარა
404,Fenster::N,παράθυρο,სარკმელი
405,Tür::N,πόρτα,ბჭე
406,Tür::N,πόρτα,კარი
407,Tor::N,πύλη,ჭიშკარი
408,Zaun::N,φράχτης,ღობე
409,Zaun::N,φράχτης,გალავანი
410,Dach::N,στέγη,სახურავი
411,Leiter::N,σκάλα,კიბე
412,Leiter::N,κλίμακα,კიბე
413,Besen::N,σκούπα,ცოცხი
414,Spaten::N,φτυάρι,ნიჩაბი
415,Schaufel::N,φτυάρι,ბარი
416,Gabel::N,πιρούνι,ჩანგალი
417,Löffel::N,κουτάλι,კოვზი
418,Messer::N,μαχαίρι,დანა
419,Nagel::N,καρφί,ლურსმანი
420,Netz::N,δίχτυ,ბადე
421,Haken::N,γάντζος,კავი
422,Haken::N,γάντζος,კაუჭი
423,Haken::N,αγκίστρι,კავი
424,Haken::N,αγκίστρι,კაუჭი
425,Griff::N,λαβή,ტარი
426,Schloss::N,κλειδαριά,კლიტე
427,Schloss::N,κλειδαριά,საკეტი
428,Bild::N,εικόνα,სურათი
429,Figur::N,ανάστημα,ფიგურა
430,Puppe::N,κούκλα,თოჯინა
431,Beutel::N,πουγγί,პარკი
432,Bündel::N,δεμάτι,გალა
433,Bündel::N,δεμάτι,ასხმა
434,Tasche::N,τσάντα,ჩანთა
435,Eimer::N,κουβάς,ჩამჩა
436,Deckel::N,καπάκι,ხუფი
437,Deckel::N,καπάκι,სარქველი
438,Geschirr::N,σκεύη,ჭურჭელი
439,Sack::N,σάκος,ტომარა
440,Tasse::N,φλιτζάνι,ფინჯანი
441,Topf::N,χύτρα,ქოთანი
442,Kessel::N,καζάνι,ქვაბი
443,Essen::N,φαγητό,ჭამა
444,Nahrung::N,τροφή,საზრდო
445,Nahrung::N,τροφή,საკვები
446,Speise::N,φαγητό,საჭმელი
447,Fleisch::N,κρέας,ხორცი
448,Getreide::N,σιτάρι,მარცვლოვანი
449,Brei::N,χυλός,ფაფა
450,Brot::N,ψωμί,პური
451,Brot::N,άρτος,პური
452,Scheibe::N,φέτα,ნაჭერი
453,Fett::N,πάχος,ქონი
454,Fett::N,πάχος,ცხიმი
455,Butter::N,βούτυρο,კარაქი
456,Öl::N,λάδι,ზეთი
457,Salz::N,αλάτι,მარილი
458,Suppe::N,σούπα,სუფი
459,Honig::N,μέλι,თაფლი
460,Milch::N,γάλα,რძე
461,Tee::N,τσάι,ჩაი
462,Leder::N,πετσί,ტყავი
463,Wolle::N,μαλλί,მატყლი
464,Stoff::N,ύφασμα,ქსოვილი
465,Nadel::N,βελόνα,ნემსი
466,Faden::N,κλωστή,ძაფი
467,Faden::N,κλωστή,მკედი
468,Knopf::N,κουμπί,ღილი
469,Knoten::N,κόμπος,ნასკვი
470,Farbe::N,μπογιά,საღებავი
471,Kleidung::N,ρούχα,ტანსაცმელი
472,Kleidung::N,ενδυμασία,ტანსაცმელი
473,Hemd::N,πουκάμισο,ხალათი
474,Hemd::N,πουκάμισο,პერანგი
475,Kragen::N,κολάρο,საყელო
476,Ärmel::N,μανίκι,სახელო
477,Hose::N,πανταλόνι,შარვალი
478,Gürtel::N,ζώνη,ქამარი
479,Mütze::N,σκούφος,ქუდი
480,Schuh::N,παπούτσι,ფეხსაცმელი
481,Stiefel::N,μπότα,ჩექმა
482,Ring::N,δαχτυλίδι,ბეჭედი
483,Band::N,κορδέλα,ბაფთი
484,Kamm::N,χτένα,სავარცხელი
485,Spiegel::N,καθρέφτης,სარკე
486,Riemen::N,λουρί,ღვედი
487,Schnur::N,κορδόνι,ლარი
488,Leine::N,σχοινί,ჯაჭვი
489,Decke::N,κουβέρτα,საბანი
490,Kissen::N,μαξιλάρι,ბალიში
491,Tuch::N,πανί,მაუდი
492,Tuch::N,πανί,თავშალი
493,Tuch::N,μαντήλι,მაუდი
494,Tuch::N,μαντήλι,თავშალი
495,Handtuch::N,πετσέτα,ხელსახოცი
496,Kraft::N,δύναμη,ძალა
497,Stärke::N,ισχύς,ღონე
498,Stärke::N,δύναμη,ღონე
499,Gesundheit::N,υγεία,ჯანმრთელობა
500,Krankheit::N,αρρώστια,სენი
501,Krankheit::N,αρρώστια,ავადმყოფობა
502,Schmerz::N,πόνος,ტკივილი
503,Wunde::N,πληγή,იარი
504,Wunde::N,πληγή,ჭრილობა
505,Fieber::N,πυρετός,ციება
506,Arznei::N,φάρμακο,წამალი
507,Brücke::N,γέφυρα,ხიდი
508,Brunnen::N,πηγάδι,ჭა
509,Weide::N,βοσκή,საძოვარი
510,Pfad::N,μονοπάτι,ბილიკი
511,Weg::N,δρόμος,გზა
512,Straße::N,οδός,შარაგზა
513,Straße::N,δρόμος,შარაგზა
514,Dorf::N,χωριό,დაბა
515,Dorf::N,χωριό,სოფელი
516,Stadt::N,πόλη,ქალაქი
517,Brief::N,γράμμα,წერილი
518,Brief::N,επιστολή,წერილი
519,Buch::N,βιβλίο,წიგნი
520,Buchstabe::N,γράμμα,ასო
521,Zeitung::N,εφημερίδα,გაზეთი
522,Leben::N,ζωή,სიცოცხლე
523,Leben::N,βίος,სიცოცხლე
524,Tod::N,θάνατος,სიკვდილი
525,Grab::N,τάφος,სამარე
526,Grab::N,τάφος,საფლავი
527,Kirche::N,εκκλησία,ეკლესია
528,Sünde::N,αμαρτία,ცოდვა
529,Gott::N,θεός,ღმერთი
530,Arbeiter::N,εργάτης,მუშა
531,Chef::N,προϊστάμενος,გამგე
532,Meister::N,μάστορας,ოსტატი
533,Meister::N,αρχιτεχνίτης,ოსტატი
534,Arzt::N,γιατρός,ექიმი
535,Arzt::N,γιατρός,მკურნალი
536,Lehrer::N,δάσκαλος,მასწავლებელი
537,Geld::N,λεφτά,ფული
538,Geld::N,χρήματα,ფული
539,Geschäft::N,συναλλαγή,საქმე
540,Geschäft::N,συναλλαγή,ბიზნესი
541,Laden::N,μαγαζί,დუქანი
542,Laden::N,μαγαζί,მაღაზია
543,Laden::N,κατάστημα,დუქანი
544,Laden::N,κατάστημα,მაღაზია
545,Preis::N,τιμή,ფასი
546,Ware::N,εμπόρευμα,საქონელი
547,Nutzen::N,όφελος,ხეირი
548,Reichtum::N,πλούτος,სიმდიდრე
549,Welt::N,κόσμος,მსოფლიო
550,Land::N,χώρα,მხარე
551,Land::N,χώρα,ქვეყანა
552,Staat::N,κράτος,სახელმწიფო
553,Staat::N,πολιτεία,სახელმწიფო
554,König::N,βασιλιάς,მეფე
555,Macht::N,εξουσία,ძლიერება
556,Grenze::N,σύνορα,ზღვარი
557,Krieg::N,πόλεμος,ომი
558,Feind::N,εχθρός,მტერი
559,Gewalt::N,βία,სისასტიკე
560,Kampf::N,αγώνας,ბრძოლა
561,Bogen[Waffe]::N,τόξο,მშვილდი
562,Pfeil::N,σαΐτα,ისარი
563,Pfeil::N,σαΐτα,მახვილი
564,Gewehr::N,τουφέκι,თოფი
565,Gewehr::N,τουφέκι,შაშხანა
566,Fehler::N,λάθος,შეცდომა
567,Fehler::N,σφάλμα,შეცდომა
568,Lüge::N,ψέμα,სიცრუე
569,Lüge::N,ψεύδος,სიცრუე
570,Schaden::N,ζημία,ვნება
571,Unglück::N,δυστυχία,ხიფათი
572,Unglück::N,δυστυχία,უბედურება
573,Schuld::N,ενοχή,ბრალი
574,Schuld::N,φταίξιμο,ბრალი
575,Alter::N,ηλικία,ასაკი
576,Schluss::N,τέλος,ბოლო
577,Schluss::N,τέλος,დასასრული
578,Zeit::N,χρόνος,დრო
579,Tag::N,μέρα,დღე
580,Tag::N,ημέρα,დღე
581,Morgen::N,πρωί,დილა
582,Mittag::N,μεσημέρι,შუადღე
583,Abend::N,βράδυ,საღამო
584,Nacht::N,νύχτα,ღამე
585,Woche::N,εβδομάδα,კვირა
586,Monat::N,μήνας,თვე
587,Jahr::N,έτος,წელი
588,Jahr::N,χρόνος,წელი
589,Frühling::N,άνοιξη,გაზაფხული
590,Sommer::N,καλοκαίρι,ზაფხული
591,Herbst::N,φθινόπωρο,შემოდგომა
592,Winter::N,χειμώνας,ზამთარი
593,Januar::N,Ιανουάριος,იანვარი
594,Februar::N,Φεβρουάριος,თებერვალი
595,März::N,Μάρτιος,მარტი
596,April::N,Απρίλιος,აპრილი
597,Mai::N,Μάιος,მაისი
598,Juni::N,Ιούνιος,ივნისი
599,Juli::N,Ιούλιος,ივლისი
600,August::N,Αύγουστος,აგვისტო
601,September::N,Σεπτέμβριος,სექტემბერი
602,Oktober::N,Οκτώβριος,ოქტომბერი
603,November::N,Νοέμβριος,ნოემბერი
604,Dezember::N,Δεκέμβριος,დეკემბერი
605,Montag::N,Δευτέρα,ორშაბათი
606,Dienstag::N,Τρίτη,სამშაბათი
607,Mittwoch::N,Τετάρτη,ოთხშაბათი
608,Donnerstag::N,Πέμπτη,ხუთშაბათი
609,Freitag::N,Παρασκευή,პარასკევი
610,Samstag::N,Σάββατο,შაბათი
611,Sonntag::N,Κυριακή,კვირა
612,groß::A,μεγάλος,დიდი
613,klein::A,μικρός,მცირე
614,klein::A,μικρός,პატარა
615,lang::A,μακρύς,გრძელი
616,kurz::A,κοντός,მოკლე
617,breit::A,φαρδύς,ფართო
618,breit::A,φαρδύς,განიერი
619,schmal::A,στενός,ვიწრო
620,schmal::A,στενός,წვრილი
621,dicht::A,πυκνός,მჭიდრო
622,dick[Gegenstand]::A,παχύς,სქელი
623,dick[Gegenstand]::A,χοντρός,სქელი
624,dünn::A,ψιλός,წვრილი
625,dünn::A,λεπτός,წვრილი
626,fein::A,ψιλός,თხელი
627,fest::A,στερεός,მყარი
628,flach::A,επίπεδος,ბრტყელი
629,glatt::A,λείος,გლუ
630,glatt::A,ομαλός,გლუ
631,hart::A,σκληρός,მაგარი
632,weich::A,μαλακός,რბილი
633,rund::A,στρογγυλός,მრგვალი
634,spitz::A,μυτερός,წვეტიანი
635,scharf::A,κοφτερός,მჭრელი
636,stumpf::A,αμβλύς,ბლაგვი
637,schwer::A,βαρύς,მძიმე
638,schön::A,ωραίος,ლამაზი
639,schön::A,όμορφος,ლამაზი
640,heiß::A,ζεστός,ცხელი
641,warm::A,θερμός,თბილი
642,kalt::A,κρύος,ცივი
643,kalt::A,ψυχρός,ცივი
644,kühl::A,δροσερός,გრილი
645,frisch::A,νωπός,სუფთა
646,frisch::A,φρέσκος,სუფთა
647,feucht::A,υγρός,ნოტიო
648,nass::A,βρεγμένος,სველი
649,trocken::A,ξηρός,მშრალი
650,trocken::A,στεγνός,მშრალი
651,voll::A,γεμάτος,სავსე
652,leer::A,άδειος,ცარიელი
653,offen::A,ανοιχτός,ღია
654,offen::A,ανοιχτός,გაშლილი
655,geschlossen::A,κλειστός,დახურული
656,sauber::A,καθαρός,სუფთა
657,sauber::A,καθαρός,წმინდა
658,schmutzig::A,βρώμικος,ტალახიანი
659,schmutzig::A,λερωμένος,ტალახიანი
660,roh::A,ωμός,უმი
661,reif::A,ώριμος,მწიფე
662,lecker::A,νόστιμος,გემრიელი
663,süß::A,γλυκός,ტკბილი
664,bitter::A,πικρός,მწარე
