,Concept_ID,is,ps
93,Eis::N,ís,کنګل
94,Frost::N,frost,یخ
95,Kälte::N,kuldi,ساړه
96,Hitze::N,hiti,تودوخي
97,Raureif::N,hrím,سپینه پرخه
98,Regenbogen::N,regnbogi,بوډۍ ټال
99,Regenbogen::N,regnbogi,سره زرغونه
100,Donner::N,þruma,تالنده
101,Strömung::N,straumur,بهېدنه
102,Tropfen::N,dropi,قطره
103,Tropfen::N,dropi,څاڅکی
104,Schaum::N,froða,ځګ
105,Schmutz::N,óhreinindi,ناپاکي
106,See::N,stöðuvatn,جهیل
107,Sumpf::N,fen,جبه
108,Moor::N,mýri,جبه
109,Wiese::N,engi,چمن
110,Wiese::N,engi,شنېلی
111,Wald::N,skógur,ځنګل
112,Hügel::N,hæð,تپه
113,Hügel::N,hóll,تپه
114,Anhöhe::N,hæð,غونډۍ
115,Anhöhe::N,hóll,غونډۍ
116,Berg::N,fell,غ‍‍‍‍‍ر
117,Berg::N,fjall,غ‍‍‍‍‍ر
118,Gipfel::N,tindur,څوکه
119,Höhle::N,hellir,کاز
120,Abhang::N,hlíð,لمن
121,Abhang::N,brekka,لمن
122,Quelle::N,lind,چینه
123,Quelle::N,uppspretta,چینه
124,Bach::N,lækur,واله
125,Fluss::N,á,سیند
126,Fluss::N,fljót,سیند
127,Ufer::N,árbakki,غاړه
128,Ufer::N,sjávarbakki,غاړه
129,Küste::N,strönd,ساحل
130,Festland::N,meginland,وچه
131,Meer::N,haf,بحر
132,Meer::N,haf,سمندر
133,Meer::N,sjór,بحر
134,Meer::N,sjór,سمندر
135,Bucht::N,vík,کارۍ
136,Insel::N,eyja,ټاپو
137,Insel::N,eyja,جزيره
138,Blume::N,blóm,ګل
139,Gras::N,gras,واښه
140,Wurzel::N,rót,ریښه
141,Baum::N,tré,ونه
142,Stamm::N,stofn,ډډ
143,Rinde::N,börkur,پوستکی
144,Ast::N,grein,ښاخ
145,Zweig::N,angi,څانګه
146,Zweig::N,kvistur,څانګه
147,Blatt::N,blað,پاڼه
148,Birke::N,birki,توس
149,Kiefer[Baum]::N,fura,نښتر
150,Weide[Baum]::N,víðir,وله
151,Tanne::N,greni,ناجو
152,Horn::N,horn,ښکر
153,Feder::N,fjöður,بڼکه
154,Fell::N,skinn,پوستکی
155,Flügel::N,vængur,وزر
156,Klaue::N,kló,پنجه
157,Klaue::N,kló,منګول
158,Kralle::N,kló,پنجه
159,Kralle::N,kló,منګول
160,Schwanz::N,rófa,لکۍ
161,Schwanz::N,skott,لکۍ
162,Ei::N,egg,وۍ
163,Ei::N,egg,هګۍ
164,Nest::N,hreiður,جاله
165,Bau::N,greni,کاز
166,Bau::N,bæli,کاز
167,Tier::N,dýr,ژوی
168,Tier::N,dýr,حیوان
169,Herde::N,hjörð,رمه
170,Herde::N,hjörð,غېله
171,Kuh::N,kýr,غوا
172,Bulle::N,boli,غوئی
173,Pferd::N,hestur,آس
174,Schaf::N,kind,پسه
175,Schwein::N,svín,سرکوزی
176,Hund::N,hundur,سپی
177,Katze::N,köttur,پشه
178,Bär::N,björn,خرس
179,Eichhörnchen::N,íkorni,خړ لمی
180,Elch::N,elgur,ګوزن
181,Fuchs::N,refur,سپلم
182,Hase::N,héri,سوی
183,Maus::N,mús,مږک
184,Wolf::N,úlfur,لېوه
185,Vogel::N,fugl,مرغه
186,Schwarm::N,sægur,سېل
187,Huhn::N,hæna,چرګه
188,Hahn::N,hani,چرګ
189,Gans::N,gæs,بته
190,Adler::N,örn,عقاب
191,Ente::N,önd,ایلۍ
192,Eule::N,uggla,ګونګی
193,Kranich::N,trana,کلنګ
194,Krähe::N,kráka,کارغه
195,Kuckuck::N,gaukur,فاخته
196,Schwan::N,svanur,قو
197,Fisch::N,fiskur,کب
198,Fisch::N,fiskur,ماهی
199,Barsch::N,aborri,
200,Hecht::N,gedda,
201,Schlange[Tier]::N,naðra,مار
202,Wurm::N,ormur,چینجی
203,Spinne::N,kónguló,غڼه
204,Spinne::N,kónguló,تارکښ
205,Ameise::N,maur,مېږی
206,Laus::N,lús,سپږه
207,Mücke::N,mý,ماشی
208,Mücke::N,mýfluga,ماشی
209,Fliege::N,fluga,مچ
210,Schmetterling::N,fiðrildi,پتنګ
211,Beere::N,ber,مېوۍ
212,Apfel::N,epli,مڼه
213,Pilz::N,sveppur,خرېړی
214,Zwiebel::N,laukur,پیاز
215,Saat::N,fræ,تخم
216,Saat::N,útsæði,تخم
217,Korn::N,korn,تخم
218,Korn::N,korn,دانه
219,Heu::N,hey,بوس
220,Heu::N,hey,پروړه
221,Schale::N,hýði,پوستکی
222,Grube::N,gryfja,کنده
223,Falle::N,gildra,دام
224,Falle::N,gildra,لومه
225,Schlinge::N,snara,کړۍ
226,Spur::N,spor,نښه
227,Asche::N,aska,آس
228,Asche::N,aska,ایره
229,Dreck::N,óþverri,ناپاکي
230,Eisen::N,járn,اوسپنه
231,Gold::N,gull,سره زر
232,Silber::N,silfur,نقره
233,Silber::N,silfur,سپین زر
234,Kohle::N,kol,سکور
235,Kohle::N,kol,سکاره
236,Glas::N,gler,ښيښه
237,Lehm::N,leir,خټه
238,Sand::N,sandur,شګه
239,Mensch::N,maður,انسان
240,Mensch::N,manneskja,انسان
241,Mann::N,maður,سړی
242,Mann::N,maður,نارینه
243,Mann::N,karlmaður,سړی
244,Mann::N,karlmaður,نارینه
245,Frau::N,kona,ښځه
246,Kind::N,barn,بچی
247,Kind::N,barn,ماشوم
248,Kind::N,krakki,بچی
249,Kind::N,krakki,ماشوم
250,Junge::N,drengur,هلک
251,Mädchen::N,stelpa,نجلۍ
252,Familie::N,fjölskylda,کورنۍ
253,Großvater::N,afi,بابا
254,Großmutter::N,amma,انا
255,Eltern::N,foreldrar,مور او پلار
256,Vater::N,faðir,پلار
257,Mutter::N,móðir,مور
258,Sohn::N,sonur,زوی
259,Tochter::N,dóttir,لور
260,Bruder::N,bróðir,ورور
261,Schwester::N,systir,خور
262,Onkel::N,föðurbróðir,تره
263,Onkel::N,föðurbróðir,ماما
264,Tante::N,frænka,خاله
265,Tante::N,móðursystir,خاله
266,Ehemann::N,eiginmaður,مېړه
267,Ehefrau::N,eiginkona,مېرمن
268,Freude::N,gleði,خوشحالي
269,Gelächter::N,hlátur,خندا
270,Glück::N,gæfa,بخت
271,Kummer::N,sorg,غم
272,Wunsch::N,ósk,هيله
273,Wunsch::N,ósk,غوښتنه
274,Lust::N,fýsn,شوق
275,Lust::N,fýsn,مینه
276,Lust::N,löngun,شوق
277,Lust::N,löngun,مینه
278,Geist::N,andi,روح
279,Gedanke::N,hugsun,فکر
280,Gedächtnis::N,minni,یاد
281,Gedächtnis::N,minni,حافظه
282,Verstand::N,vit,عقل
283,Verstand::N,vit,شعور
284,Sinn::N,merking,معنی
285,Grund::N,ástæða,علت
286,Grund::N,ástæða,اساس
287,Wahrheit::N,sannleikur,حقیقت
288,Gespräch::N,samtal,مرکه
289,Gespräch::N,samtal,خبرې اترې
290,Märchen::N,ævintýri,افسانه
291,Erzählung::N,saga,قصه
292,Erzählung::N,saga,کیسه
293,Nachricht::N,frétt,خبر
294,Neuigkeit::N,frétt,نوی خبر
295,Name::N,nafn,نوم
296,Rätsel::N,gáta,کیسۍ
297,Rätsel::N,gáta,چیستان
298,Rede::N,ræða,وینا
299,Sprache::N,mál,ژبه
300,Sprache::N,tungumál,ژبه
301,Stimme::N,rödd,غږ
302,Stimme::N,rödd,اواز
303,Wort::N,orð,لغت
304,Wort::N,orð,کلمه
305,Zeichen::N,tákn,نښه
306,Zeichen::N,tákn,اشاره
307,Zeichen::N,merki,نښه
308,Zeichen::N,merki,اشاره
309,Ruf::N,kall,ږغ
310,Ruf::N,kall,بلنه
311,Lärm::N,hávaði,غالمغال
312,Laut::N,hljóð,ږغ
313,Ton::N,tónn,اواز
314,Lied::N,ljóð,غزله
315,Lied::N,ljóð,سندره
316,Lied::N,söngur,غزله
317,Lied::N,söngur,سندره
318,Ruhe::N,ró,ارامي
319,Ruhe::N,kyrrð,ارامي
320,Leute::N,fólk,خلک
321,Volk::N,þjóð,ولس
322,Arbeit::N,vinna,کار
323,Gast::N,gestur,مېلمه
324,Geschenk::N,gjöf,تحفه
325,Geschenk::N,gjöf,سوغات
326,Spiel::N,leikur,لوبه
327,Gesellschaft::N,selskapur,ډله
328,Hilfe::N,hjálp,کومک
329,Hilfe::N,hjálp,مرسته
330,Freund::N,vinur,ملګری
331,Kamerad::N,félagi,انډيوال
332,Angelegenheit::N,mál,موضوع
333,Angelegenheit::N,málefni,موضوع
334,Anzahl::N,tala,شمېر
335,Anzahl::N,tala,تعداد
336,Anzahl::N,fjöldi,شمېر
337,Anzahl::N,fjöldi,تعداد
338,Art::N,tegund,ډول
339,Stück::N,biti,ټوټه
340,Stück::N,stykki,ټوټه
341,Teil::N,hluti,برخه
342,Teil::N,partur,برخه
343,Hälfte::N,helmingur,نیم
344,Kreis::N,hringur,دایره
345,Kreuz::N,kross,صلیب
346,Kreuz::N,krossmark,صلیب
347,Linie::N,lína,خط
348,Linie::N,lína,لیکه
349,Strich::N,strik,کرښه
350,Abstand::N,millibil,فاصله
351,Entfernung::N,fjarlægð,واټن
352,Gegend::N,hérað,سیمه
353,Gegend::N,hérað,منطقه
354,Platz::N,pláss,ځای
355,Ort::N,staður,ځای
356,Seite::N,hlið,مخ
357,Seite::N,hlið,اړخ
358,Mitte::N,miðja,وسط
359,Mitte::N,miðja,مینځ
360,Gegenstand::N,hlutur,شی
361,Sache::N,mál,شی
362,Sache::N,mál,څيز
363,Rand::N,brún,څنډه
364,Rand::N,brún,کناره
365,Kante::N,rönd,اړخ
366,Ecke::N,horn,ګوټ
367,Spitze::N,oddur,څوکه
368,Ende::N,endi,څوکه
369,Loch::N,gat,سوری
370,Loch::N,hola,سوری
371,Winkel::N,skot,کنج
372,Winkel::N,skot,کوتی
373,Winkel::N,krókur,کنج
374,Winkel::N,krókur,کوتی
375,Muster::N,munstur,نمونه
376,Größe::N,stærð,قد
377,Größe::N,stærð,لويوالی
378,Länge::N,lengd,طول
379,Länge::N,lengd,اوږد والی
380,Höhe::N,hæð,جګوالی
381,Gewicht::N,vigt,وزن
382,Gewicht::N,þyngd,وزن
383,Menge::N,magn,اندازه
384,Haufen::N,hrúga,کوټه
385,Haufen::N,haugur,کوټه
386,Reihe::N,röð,صف
387,Reihe::N,röð,کتار
388,Boot::N,bátur,قايق
389,Ruder::N,ár,چپه
390,Schlitten::N,sleði,ښویېدونی
391,Ski::N,skíði,سکي
392,Lagerfeuer::N,varðeldur,اور
393,Last::N,byrði,بار
394,Last::N,byrði,پېټی
395,Last::N,farmur,بار
396,Last::N,farmur,پېټی
397,Gang::N,ganga,تګ
398,Schritt::N,skref,ګام
399,Norden::N,norður,شمال
400,Süden::N,suður,سوېل
401,Westen::N,vestur,لوېدېځ
402,Osten::N,austur,شرق
403,Osten::N,austur,ختیځ
404,Holz::N,viður,لرګی
405,Brett::N,fjöl,تخته
406,Platte::N,flötur,تخته
407,Stütze::N,stoð,تکیوان
408,Stange::N,stöng,ډاګه
409,Stock::N,prik,لرګی
410,Stock::N,stafur,لرګی
411,Stab::N,prik,چيخله
412,Stab::N,stafur,چيخله
413,Rohr::N,rör,نل
414,Rohr::N,pípa,نل
415,Haus::N,hús,کور
416,Heim::N,heimili,کور
417,Ofen::N,ofn,تودنۍ
418,Fußboden::N,gólf,غولی
419,Tisch::N,borð,مېز
420,Stuhl::N,stóll,چوکۍ
421,Wiege::N,vagga,زانګو
422,Bett::N,rúm,کټ
423,Bett::N,rúm,چپرکټ
424,Bett::N,hvíla,کټ
425,Bett::N,hvíla,چپرکټ
426,Regal::N,hilla,تاخچۍ
427,Kiste::N,kassi,صندوق
428,Fenster::N,gluggi,کړکۍ
429,Tür::N,dyr,دروازه
430,Tür::N,hurð,دروازه
431,Tor::N,hlið,دروازه
432,Zaun::N,girðing,کټاره
433,Zaun::N,limgarður,کټاره
434,Dach::N,þak,بام
435,Leiter::N,stigi,زينه
436,Besen::N,sópur,جارو
437,Spaten::N,spaði,یوم
438,Schaufel::N,skófla,بېلچه
439,Gabel::N,gaffall,پنجه
440,Löffel::N,skeið,کاشوغه
441,Messer::N,hnífur,چاقو
442,Nagel::N,nögl,ميخ
443,Netz::N,net,جال
444,Haken::N,krókur,څنګک
445,Griff::N,tak,لاستی
446,Schloss::N,lás,کلپ
447,Bild::N,mynd,رسم
448,Figur::N,stytta,قدوقامت
449,Puppe::N,brúða,ګوډۍ
450,Beutel::N,poki,کڅوړه
451,Beutel::N,baggi,کڅوړه
452,Bündel::N,böggull,دسته
453,Tasche::N,veski,بکس
454,Tasche::N,veski,توبره
455,Eimer::N,fata,سطل
456,Deckel::N,lok,سرپوښ
457,Geschirr::N,leirtau,لوښی
458,Sack::N,sekkur,جوال
459,Tasse::N,bolli,پیاله
460,Topf::N,pottur,دېګی
461,Kessel::N,ketill,دېګ
462,Essen::N,matur,خوراک
463,Nahrung::N,fæða,خوراک
464,Speise::N,réttur,خواړه
465,Speise::N,matarréttur,خواړه
466,Fleisch::N,kjöt,غوښه
467,Getreide::N,korn,غله
468,Brei::N,grautur,اوګره
469,Brot::N,brauð,ډوډۍ
470,Scheibe::N,sneið,مړۍ
471,Fett::N,fita,غوړي
472,Butter::N,smjör,کوچ
473,Öl::N,olía,تېل
474,Salz::N,salt,مالګه
475,Suppe::N,súpa,شوربا
476,Honig::N,hunang,شات
477,Milch::N,mjólk,شوده
478,Tee::N,te,چای
479,Leder::N,skinn,څرمن
480,Wolle::N,ull,پشم
481,Stoff::N,dúkur,ټوټه
482,Nadel::N,nál,ستن
483,Faden::N,þráður,تار
484,Knopf::N,tala,تڼۍ
485,Knopf::N,tala,تکمه
486,Knopf::N,hnappur,تڼۍ
487,Knopf::N,hnappur,تکمه
488,Knoten::N,hnútur,غوټه
489,Farbe::N,málning,رنګ
490,Kleidung::N,búningur,کالي
491,Kleidung::N,klæðnaður,کالي
492,Hemd::N,skyrta,کميس
493,Kragen::N,kragi,غاړه
494,Kragen::N,flibbi,غاړه
495,Ärmel::N,ermi,لستوڼی
496,Hose::N,buxur,پطلون
497,Gürtel::N,belti,کمربند
498,Mütze::N,húfa,خولۍ
499,Schuh::N,skór,بوټ
500,Stiefel::N,stígvél,موزه
501,Ring::N,hringur,ګوته
502,Band::N,band,فيته
503,Kamm::N,greiða,ګمنځ
504,Spiegel::N,spegill,ایینه
505,Spiegel::N,spegill,هنداره
506,Riemen::N,ól,تسمه
507,Riemen::N,reim,تسمه
508,Schnur::N,snúra,مزی
509,Leine::N,band,رسۍ
510,Decke::N,teppi,بړستن
511,Kissen::N,koddi,بالښت
512,Tuch::N,klútur,ټیکری
513,Handtuch::N,þurrka,دسمال
514,Handtuch::N,handklæði,دسمال
515,Kraft::N,afl,زور
516,Kraft::N,afl,توان
517,Kraft::N,kraftur,زور
518,Kraft::N,kraftur,توان
519,Stärke::N,styrkur,قوت
520,Gesundheit::N,heilsa,صحت
521,Gesundheit::N,heilsa,روغتیا
522,Gesundheit::N,heilbrigði,صحت
523,Gesundheit::N,heilbrigði,روغتیا
524,Krankheit::N,sjúkdómur,مرض
525,Krankheit::N,sjúkdómur,ناروغي
526,Schmerz::N,sársauki,درد
527,Wunde::N,sár,ټپ
528,Wunde::N,sár,زخم
529,Fieber::N,hitasótt,تبه
530,Arznei::N,lyf,دوا
531,Arznei::N,lyf,دارو
532,Brücke::N,brú,پول
533,Brunnen::N,brunnur,څاه
534,Brunnen::N,brunnur,کوهی
535,Weide::N,hagi,وله
536,Pfad::N,stígur,تړه
537,Weg::N,vegur,لیار
538,Straße::N,gata,سړک
539,Straße::N,stræti,سړک
540,Dorf::N,þorp,کلی
541,Stadt::N,borg,ښار
542,Brief::N,bréf,لیک
543,Brief::N,bréf,مکتوب
544,Buch::N,bók,کتاب
545,Buchstabe::N,bókstafur,حرف
546,Buchstabe::N,bókstafur,توری
547,Zeitung::N,dagblað,اخبار
548,Leben::N,líf,ژوند
549,Tod::N,dauði,مرګ
550,Tod::N,dauði,مړینه
551,Grab::N,gröf,قبر
552,Grab::N,gröf,ډورۍ
553,Kirche::N,kirkja,کلیسا
554,Sünde::N,synd,ګناه
555,Gott::N,guð,خدای
556,Arbeiter::N,verkamaður,کاریګر
557,Chef::N,yfirmaður,آمر
558,Meister::N,meistari,استاد
559,Arzt::N,læknir,طبیب
560,Arzt::N,læknir,ډاکټر
561,Lehrer::N,kennari,معلم
562,Lehrer::N,kennari,ښوونکی
563,Geld::N,peningar,پیسې
564,Geschäft::N,viðskipti,سوداګري
565,Laden::N,búð,دکان
566,Laden::N,búð,مغازه
567,Laden::N,verslun,دکان
568,Laden::N,verslun,مغازه
569,Preis::N,verð,بیه
570,Ware::N,vara,مال
571,Nutzen::N,gagn,ګټه
572,Reichtum::N,auður,شتمني
573,Welt::N,veröld,نړۍ
574,Welt::N,veröld,دنیا
575,Land::N,land,هېواد
576,Staat::N,ríki,دولت
577,König::N,konungur,باچا
578,König::N,konungur,پادشاه
579,Macht::N,vald,قدرت
580,Grenze::N,landamæri,حد
581,Grenze::N,landamæri,سرحد
582,Krieg::N,stríð,جګړه
583,Feind::N,fjandmaður,دښمن
584,Gewalt::N,ofbeldi,زور
585,Gewalt::N,ofbeldi,تشدد
586,Kampf::N,bardagi,جنګ
587,Kampf::N,bardagi,مبارزه
588,Bogen[Waffe]::N,bogi,لیندۍ
589,Pfeil::N,ör,غشی
590,Gewehr::N,byssa,ټوپک
591,Fehler::N,villa,خطا
592,Fehler::N,villa,غلطي
593,Lüge::N,lygi,دروغ
594,Schaden::N,skemmd,زیان
595,Schaden::N,skemmd,تاوان
596,Unglück::N,óhamingja,بدبختي
597,Schuld::N,sök,ګناه
598,Alter::N,aldur,منګ
599,Schluss::N,lok,اخر
600,Schluss::N,endir,اخر
601,Zeit::N,tími,وخت
602,Tag::N,dagur,ورځ
603,Morgen::N,morgunn,سبا
604,Morgen::N,morgunn,سهار
605,Mittag::N,hádegi,غرمه
606,Abend::N,kvöld,ماښام
607,Nacht::N,nótt,شپه
608,Woche::N,vika,اونۍ
609,Monat::N,mánuður,مياشت
610,Jahr::N,ár,کال
611,Frühling::N,vor,پسرلی
612,Sommer::N,sumar,دوبی
613,Herbst::N,haust,منی
614,Herbst::N,haust,خزان
615,Winter::N,vetur,ژمی
616,Januar::N,janúar,جنوري
617,Februar::N,február,فبروري
618,März::N,mars,مارچ
619,April::N,apríl,اپریل
620,Mai::N,maí,مې
621,Juni::N,júní,جون
622,Juli::N,júlí,جولای
623,August::N,ágúst,اګست
624,September::N,september,سپټامبر
625,Oktober::N,október,اکتوبر
626,November::N,nóvember,نومبر
627,Dezember::N,desember,دسمبر
628,Montag::N,mánudagur,دوشنبه
629,Dienstag::N,þriðjudagur,سه شنبه
630,Mittwoch::N,miðvikudagur,چارشنبه
631,Donnerstag::N,fimmtudagur,پنجشنبه
632,Freitag::N,föstudagur,جمعه
633,Samstag::N,laugardagur,خالي
634,Sonntag::N,sunnudagur,یکشنبه
635,groß::A,stór,لوی
636,klein::A,lítill,وړوکی
637,lang::A,langur,اوړد
638,kurz::A,stuttur,لنډ
639,breit::A,breiður,پراخه
640,schmal::A,mjór,تنګ
641,dicht::A,þéttur,ګڼ
642,dick[Gegenstand]::A,þykkur,پنډ
643,dünn::A,þunnur,نری
644,fein::A,fíngerður,نازک
645,fest::A,fastur,کلک
646,fest::A,fastur,ټینګ
647,flach::A,flatur,هوار
648,glatt::A,háll,ښوی
649,glatt::A,sléttur,ښوی
650,hart::A,harður,کلک
651,weich::A,mjúkur,نرم
652,weich::A,mjúkur,پوست
653,rund::A,kringlóttur,ګرد
654,spitz::A,oddhvass,تېره
655,scharf::A,beittur,تېز
656,scharf::A,beittur,تېره
657,stumpf::A,bitlaus,پڅ
658,schwer::A,þungur,دروند
659,schön::A,fagur,ښکلی
660,schön::A,fallegur,ښکلی
661,heiß::A,heitur,تود
662,warm::A,hlýr,تود
663,warm::A,heitur,تود
664,kalt::A,kaldur,ېخ
665,kalt::A,kaldur,سوړ
666,kühl::A,svalur,ېخ
667,kühl::A,svalur,سوړ
668,frisch::A,frískur,تازه
669,feucht::A,rakur,مرطوب
670,feucht::A,þvalur,مرطوب
671,nass::A,votur,لوند
672,nass::A,blautur,لوند
673,trocken::A,þurr,وچ
674,voll::A,fullur,ډک
675,leer::A,tómur,خالی
676,offen::A,opinn,خلاص
677,offen::A,opinn,پرانیستی
678,geschlossen::A,lokaður,تړلی
679,sauber::A,þrifinn,پاک
680,schmutzig::A,óhreinn,چټل
681,schmutzig::A,sóðalegur,چټل
682,roh::A,hrár,خام
683,reif::A,þroskaður,پوخ
684,reif::A,þroskaður,رسېدلی
685,lecker::A,ljúffengur,خوندور
686,lecker::A,ljúffengur,مزه دار
687,süß::A,sætur,خوږ
688,süß::A,sætur,شیرین
689,bitter::A,beiskur,تریخ
690,sauer::A,súr,ټاک
691,sauer::A,súr,تريو
692,hell::A,bjartur,روڼ
693,hell::A,bjartur,روښان
694,dunkel::A,dimmur,تیاره
695,schwarz::A,svartur,تور
696,weiß::A,hvítur,سپين
697,rot::A,rauður,سور
698,gelb::A,gulur,زېړ
699,blau::A,blár,شین
700,blau::A,blár,اسماني رنګه
701,grün::A,grænn,زرغون
702,grau::A,grár,خړ
703,bunt::A,marglitur,رنګارنګ
704,billig::A,ódýr,ارزان
705,teuer::A,dýr,ګران
706,wertvoll::A,verðmætur,قیمتي
707,blind::A,blindur,ړوند
708,taub::A,heyrnarlaus,کوڼ
709,kräftig::A,öflugur,قوی
710,stark::A,sterkur,قوی
711,stark::A,sterkur,تکړه
712,schwach::A,veill,ضعیف
713,schwach::A,veill,کمزوری
714,fett::A,feitur,چاغ
715,schlank::A,grannur,خوش اندام
716,schlank::A,spengilegur,خوش اندام
717,hübsch::A,snotur,ښکلی
718,hübsch::A,snotur,ښایسته
719,hübsch::A,laglegur,ښکلی
720,hübsch::A,laglegur,ښایسته
721,böse::A,illur,شریر
722,böse::A,illur,قهرناک
723,böse::A,vondur,شریر
724,böse::A,vondur,قهرناک
725,dumm::A,heimskur,احمق
726,faul::A,latur,لټ
727,faul::A,latur,تنبل
728,fleißig::A,iðinn,زحمت کښ
729,geizig::A,nískur,بخیل
730,klug::A,hygginn,عاقل
731,klug::A,hygginn,هوښیار
732,geschickt::A,fimur,ماهر
733,geschickt::A,laginn,ماهر
734,lieb::A,kær,عزیز
735,lieb::A,kær,محبوب
736,lieb::A,ljúfur,عزیز
737,lieb::A,ljúfur,محبوب
738,lustig::A,kátur,خوشحال
739,sanft::A,blíður,پوست
740,sanft::A,blíður,ملایم
741,hungrig::A,soltinn,وږی
742,hungrig::A,hungraður,وږی
743,krank::A,sjúkur,مريض
744,krank::A,sjúkur,ناروغ
745,nackt::A,nakinn,لوڅ
746,traurig::A,dapur,غمجن
747,traurig::A,hryggur,غمجن
748,lebendig::A,lifandi,ژوندی
749,gut::A,góður,ښه
750,schlecht::A,slæmur,بد
751,schlecht::A,slæmur,خراب
752,schlecht::A,lélegur,بد
753,schlecht::A,lélegur,خراب
754,richtig::A,réttur,سم
755,richtig::A,réttur,صحیح
756,schlimm::A,slæmur,بد
757,schlimm::A,slæmur,مخوف
758,wahr::A,sannur,واقعي
759,alt::A,gamall,زوړ
760,neu::A,nýr,نوی
761,ehemalig::A,fyrrverandi,پخوانی
762,alt[Lebewesen]::A,gamall,زوړ
763,jung::A,ungur,ځوان
764,arm::A,vesall,غریب
765,arm::A,vesall,بې وزله
766,arm::A,fátækur,غریب
767,arm::A,fátækur,بې وزله
768,reich::A,ríkur,شتمن
769,reich::A,ríkur,دولتمند
770,reich::A,auðugur,شتمن
771,reich::A,auðugur,دولتمند
772,bekannt::A,kunnugur,اشنا
773,berühmt::A,frægur,مشهور
774,fremd::A,framandi,پردی
775,fremd::A,framandi,بېګانه
776,fremd::A,ókunnugur,پردی
777,fremd::A,ókunnugur,بېګانه
778,verschieden::A,ýmis,مختلف
779,nah::A,nálægur,نژدې
780,fern::A,fjarri,لیری
781,fern::A,fjarlægur,لیری
782,linker::A,vinstri,چپ
783,linker::A,vinstri,کیڼ
784,rechter::A,hægri,ښی
785,anderer::A,annar,بل
786,erster::A,fyrsti,لومړی
787,zweiter::A,annar,دوهم
788,dritter::A,þriðji,درېم
789,letzter::A,síðasti,آخرنی
790,letzter::A,síðasti,وروستی
791,allein::ADV,einn,یوازې
792,allein::ADV,aleinn,یوازې
793,auf einmal::ADV,allt í einu,په یوه وخت کی
