,Concept_ID,be,ru
831,sterben::V,памерці,умереть
832,umkommen::V,загінуць,погибнуть
833,sich bewegen::V,рухацца,двигаться
834,sich rühren::V,варушыцца,шевельнуться
835,sich erheben::V,устаць,встать
836,sich setzen::V,сесці,сесть
837,hinfallen::V,упасці,упасть
838,laufen::V,хадзіць,ходить
839,schreiten::V,шагаць,шагать
840,schreiten::V,крочыць,шагать
841,spazierengehen::V,гуляць,гулять
842,eilen::V,спяшацца,спешить
843,sich beeilen::V,спяшацца,торопиться
844,sausen::V,імчацца,мчаться
845,rennen::V,бегаць,бегать
846,springen::V,скакаць,прыгать
847,klettern::V,лазіць,лазать
848,schaukeln::V,гайдацца,раскачиваться
849,kriechen::V,поўзаць,ползать
850,schwimmen::V,плаваць,плавать
851,tauchen::V,ныраць,нырять
852,rudern::V,веславаць,грести
853,fahren::V,ехаць,ехать
854,fliegen::V,лятаць,летать
855,gehen::V,ісці,идти
856,weggehen::V,пайсці,уйти
857,abfahren::V,адʼяжджаць,отправиться
858,anhalten::V,спыніцца,остановиться
859,anhalten::V,затрымацца,остановиться
860,hineingehen::V,уваходзіць,входить
861,eintreten::V,увайсці,войти
862,kommen::V,прыйсці,прийти
863,ankommen::V,прыбыць,прибыть
864,zurückkommen::V,вярнуцца,возвратиться
865,bleiben::V,застацца,остаться
866,warten::V,чакаць,ждать
867,erwarten::V,чакаць,ожидать
868,suchen::V,шукаць,искать
869,finden::V,знайсці,найти
870,versuchen::V,прабаваць,пытаться
871,vorbereiten::V,падрыхтаваць,подготовить
872,lieben::V,кахаць,любить
873,mögen::V,любіць,любить
874,lachen::V,смяяцца,смеяться
875,rühren::V,расчуліць,растрогать
876,weinen::V,плакаць,плакать
877,schimpfen::V,лаяцца,ругаться
878,sich ärgern::V,сердаваць,сердиться
879,sich fürchten::V,баяцца,бояться
880,fürchten::V,баяцца,бояться
881,fliehen::V,уцякаць,убегать
882,flüchten::V,уцячы,убежать
883,sehen::V,бачыць,видеть
884,anschauen::V,паглядзець,посмотреть
885,ansehen::V,глядзець,смотреть
886,hören::V,чуць,слышать
887,zuhören::V,слухаць,слушать
888,probieren::V,каштаваць,пробовать
889,riechen::V,нюхаць,нюхать
890,fühlen::V,адчуваць,чувствовать
891,scheinen::V,здавацца,казаться
892,zu sehen sein::V,віднецца,виднеться
893,vernehmen::V,пачуць,услышать
894,frieren::V,мёрзнуць,мерзнуть
895,tun::V,рабіць,делать
896,können::V,умець,мочь
897,können::V,умець,уметь
898,wollen::V,хацець,хотеть
899,anfangen::V,пачаць,начать
900,beenden::V,закончыць,закончить
901,aufhören::V,перастаць,перестать
902,gelingen::V,удацца,удаться
903,geraten::V,аказацца,оказаться
904,öffnen::V,адчыніць,открыть
905,schließen::V,зачыніць,закрыть
906,stellen::V,паставіць,поставить
907,setzen::V,пасадзіць,посадить
908,legen::V,класці,класть
909,berühren::V,чапаць,трогать
910,verbinden::V,звязаць,связать
911,bedecken::V,накрыць,покрыть
912,aufhängen::V,павесіць,повесить
913,anzünden::V,запаліць,зажечь
914,aufheben::V,падняць,поднять
915,zurücklassen::V,пакінуць,оставить
916,verlieren::V,згубіць,потерять
917,fallen lassen::V,упусціць,уронить
918,machen::V,зрабіць,сделать
919,herstellen::V,вырабіць,изготовить
920,bauen::V,будаваць,строить
921,reparieren::V,правіць,чинить
922,verbessern::V,палепшыць,улучшить
923,ändern::V,змяніць,изменить
924,graben::V,капаць,копать
925,beugen::V,сагнуць,согнуть
926,biegen::V,пагнуць,погнуть
927,drehen::V,вярцець,вертеть
928,wenden::V,павярнуць,повернуть
929,umdrehen::V,перавярнуць,перевернуть
930,heben::V,падымаць,поднимать
931,hochheben::V,падняць,поднять
932,ergreifen::V,схапіць,схватить
933,ergreifen::V,схваціць,схватить
934,halten::V,трымаць,держать
935,drücken::V,націскаць,нажимать
936,schieben::V,пхаць,толкать
937,schieben::V,штурхаць,толкать
938,kratzen::V,скрэбці,скрести
939,lecken::V,лізаць,лизать
940,beißen::V,кусаць,кусать
941,abreißen::V,адарваць,оторвать
942,abschneiden::V,адрэзаць,отрезать
943,binden::V,вязаць,вязать
944,stecken::V,уваткнуць,воткнуть
945,brechen::V,зламаць,сломать
946,klopfen::V,стукаць,стучать
947,hauen::V,біць,бить
948,kleben::V,клеіць,клеить
949,reiben::V,церці,тереть
950,streichen::V,намазаць,намазать
951,schleifen::V,тачыць,точить
952,schneiden::V,рэзаць,резать
953,rütteln::V,хістаць,шатать
954,schütteln::V,трэсці,трясти
955,schwenken::V,махаць,махать
956,schütten::V,наліць,налить
957,füllen::V,напоўніць,наполнить
958,einwickeln::V,загарнуць,завернуть
959,tragen::V,несці,нести
960,schleppen::V,цягнуць,тащить
961,ziehen::V,цягнуць,тянуть
962,aufbewahren::V,захоўваць,хранить
963,werfen::V,кідаць,бросать
964,fangen::V,лавіць,ловить
965,packen::V,схапіць,схватить
966,packen::V,схваціць,схватить
967,verstecken::V,схаваць,спрятать
968,teilen::V,раздзяліць,разделить
969,schicken::V,пасылаць,посылать
970,bringen::V,прынесці,принести
971,hinzufügen::V,дабавіць,добавить
972,bekommen::V,дастаць,достать
973,erhalten::V,атрымаць,получить
974,nehmen::V,ўзяць,взять
975,wählen::V,выбраць,выбрать
976,auswählen::V,адабраць,отобрать
977,bewahren::V,захаваць,сохранить
978,behindern::V,перашкаджаць,препятствовать
979,verderben::V,сапсаваць,испортить
980,beschädigen::V,пашкодзіць,повредить
981,zerbrechen::V,разбіць,разбить
982,zerreißen::V,разадраць,разорвать
983,zerstören::V,разбурыць,разрушить
984,verbrennen::V,спаліць,сжечь
985,geben::V,даць,дать
986,reichen::V,перадаць,передать
987,schenken::V,дарыць,дарить
988,versprechen::V,абяцаць,обещать
989,wünschen::V,жадаць,желать
990,loben::V,хваліць,хвалить
991,küssen::V,цалаваць,целовать
992,wiegen::V,гушкаць,качать
993,wiegen::V,калыхаць,качать
994,zudecken::V,накрыць,накрыть
995,wecken::V,пабудзіць,разбудить
996,zeigen::V,паказаць,показать
997,führen::V,весці,вести
998,lehren::V,вучыць,учить
999,unterrichten::V,выкладаць,преподавать
1000,aufziehen::V,выхаваць,воспитать
1001,leiten::V,кіраваць,руководить
1002,antreiben::V,падганяць,подгонять
1003,lassen::V,прымусіць,заставить
1004,einladen::V,запрасіць,пригласить
1005,vereinigen::V,абʼяднаць,объединить
1006,besuchen::V,наведаць,посетить
1007,treffen::V,сустрэць,встретить
1008,sich versammeln::V,сабрацца,собраться
1009,spielen::V,гуляць,играть
1010,singen::V,пець,петь
1011,singen::V,спяваць,петь
1012,tanzen::V,танцаваць,плясать
1013,tanzen::V,танцаваць,танцевать
1014,sich trennen::V,расстацца,расстаться
1015,verlassen::V,пакінуць,покинуть
1016,retten::V,выратаваць,спасти
1017,bewachen::V,ахоўваць,охранять
1018,schützen::V,уберагаць,уберегать
1019,verteidigen::V,абараніць,защитить
1020,sich schlagen::V,біцца,драться
1021,sich schlagen::V,драцца,драться
1022,schießen::V,страляць,стрелять
1023,siegen::V,перамагчы,победить
1024,ärgern::V,злаваць,сердить
1025,schlagen::V,ударыць,ударить
1026,treten::V,штурхаць,пинать
1027,stechen::V,укалоць,уколоть
1028,stoßen::V,папхнуць,толкнуть
1029,stehlen::V,украсці,украсть
1030,stören::V,перашкодзіць,помешать
1031,belästigen::V,дакучаць,надоедать
1032,verbergen::V,скрыць,скрыть
1033,verbergen::V,схаваць,скрыть
1034,täuschen::V,падмануць,обмануть
1035,betrügen::V,змахляваць,смошенничать
1036,töten::V,забіць,убить
1037,wohnen::V,жыць,проживать
1038,arbeiten::V,працаваць,работать
1039,sammeln::V,сабраць,собрать
1040,pflücken::V,зрываць,рвать
1041,pflücken::V,зрываць,срывать
1042,jagen::V,паляваць,охотиться
1043,fischen::V,рыбачыць,рыбачить
1044,fassen::V,злавіць,поймать
1045,hüten::V,пасвіць,пасти
1046,treiben::V,гнаць,гнать
1047,anbinden::V,прывязаць,привязать
1048,füttern::V,карміць,кормить
1049,melken::V,даіць,доить
1050,hacken::V,сячы,рубить
1051,gießen::V,паліць,полить
1052,reifen::V,паспець,созреть
1053,zubereiten::V,зварыць,приготовить
1054,zubereiten::V,згатаваць,приготовить
1055,kochen::V,варыць,варить
1056,backen::V,пячы,печь
1057,braten::V,смажыць,жарить
1058,umrühren::V,перамяшаць,перемешать
1059,stricken::V,вязаць,вязать
1060,nähen::V,шыць,шить
1061,färben::V,пафарбаваць,покрасить
1062,reinigen::V,ачысціць,очистить
1063,waschen::V,мыць,стирать
1064,abwischen::V,выцерці,вытереть
1065,spülen::V,паласкаць,полоскать
1066,fegen::V,падмятаць,подметать
1067,kehren::V,месці,мести
1068,baden::V,купацца,купаться
1069,sich waschen::V,мыцца,мыться
1070,ausziehen::V,зняць,снять
1071,anziehen::V,надзець,надеть
1072,sich anziehen::V,адзецца,одеться
1073,kämmen::V,прычасаць,причесать
1074,schmücken::V,аздобіць,украсить
1075,sagen::V,сказаць,сказать
1076,sprechen::V,гаварыць,говорить
1077,reden::V,размаўляць,разговаривать
1078,sich unterhalten::V,гутарыць,беседовать
1079,fragen::V,спытаць,спросить
1080,bitten::V,прасіць,просить
1081,erzählen::V,расказаць,рассказать
1082,mitteilen::V,паведаміць,сообщить
1083,nennen::V,назваць,назвать
1084,rufen::V,зваць,звать
1085,prahlen::V,хваліцца,хвастаться
1086,übersetzen::V,перакласці,перевести
1087,denken::V,думаць,думать
1088,glauben::V,верыць,верить
1089,bemerken::V,заўважыць,заметить
1090,erkennen::V,пазнаць,узнать
1091,begreifen::V,спасцігнуць,понять
1092,begreifen::V,спасцігнуць,постичь
1093,verstehen::V,пачуць,услышать
1094,lernen::V,вучыцца,учиться
1095,wissen::V,знаць,знать
1096,sich erinnern an::V,памятаць,вспомнить
1097,vergessen::V,забыць,забыть
1098,messen::V,мераць,мерить
1099,zählen::V,лічыць,считать
1100,rechnen::V,лічыць,считать
1101,lesen::V,чытаць,читать
1102,malen::V,маляваць,рисовать
1103,zeichnen::V,рысаваць,рисовать
1104,schreiben::V,пісаць,писать
1105,besitzen::V,мець,иметь
1106,kaufen::V,купіць,купить
1107,verkaufen::V,прадаць,продать
1108,bezahlen::V,заплаціць,заплатить
1109,zahlen::V,плаціць,платить
1110,beherrschen::V,уладаць,владеть
1111,beherrschen::V,валодаць,владеть
1112,ertragen::V,выцерпець,вытерпеть
