,Concept_ID,ca,hi
130,Erde::N,terra,भूमि
131,Erde::N,terra,ज़मीन
132,Staub::N,pols,धूल
133,Rauch::N,fum,धूआँ
134,Rauch::N,fum,धुम्र
135,Funke::N,guspira,चिनगारी
136,Funke::N,guspira,स्फुलिंग
137,Funke::N,centella,चिनगारी
138,Funke::N,centella,स्फुलिंग
139,Feuer::N,foc,आग
140,Feuer::N,foc,आतिश
141,Feuer::N,foc,अग्नि
142,Licht::N,llum,रोशनी
143,Licht::N,llum,प्रकाश
144,Schatten::N,ombra,छाया
145,Schatten::N,ombra,परछाई
146,Wetter::N,temps,ऋतु
147,Wetter::N,temps,मौसम
148,Nebel::N,boira,धुँध
149,Nebel::N,boira,कुहरा
150,Wolke::N,núvol,मेघ
151,Wolke::N,núvol,अभ्र
152,Regen::N,pluja,मेंह
153,Regen::N,pluja,बारिश
154,Schnee::N,neu,हिम
155,Schnee::N,neu,बर्फ़
156,Eis::N,gel,हिम
157,Eis::N,gel,बर्फ़
158,Eis::N,glaç,हिम
159,Eis::N,glaç,बर्फ़
160,Frost::N,glaçada,ठंड
161,Kälte::N,fred,सर्दी
162,Kälte::N,fred,शीतलता
163,Hitze::N,calor,ताप
164,Hitze::N,calor,गरमी
165,Raureif::N,gebre,पाला
166,Regenbogen::N,arc iris,इंद्र-धनुष
167,Donner::N,tro,गरज
168,Donner::N,tro,मेघ-गर्जन
169,Strömung::N,corrent,बहाव
170,Strömung::N,corrent,प्रवाह
171,Tropfen::N,gota,बूँद
172,Schaum::N,escuma,झाग
173,Schmutz::N,brutícia,गंद
174,Schmutz::N,brutícia,कीचड़
175,See::N,llac,झील
176,See::N,llac,सरोवर
177,Sumpf::N,pantà,दलदल
178,Sumpf::N,pantà,धँसान
179,Moor::N,pantà,झाबर
180,Moor::N,pantà,धँसान
181,Wiese::N,prat,घास-स्थल
182,Wiese::N,prada,घास-स्थल
183,Wald::N,bosc,जंगल
184,Hügel::N,puig,टीला
185,Hügel::N,puig,पहाड़
186,Hügel::N,pujol,टीला
187,Hügel::N,pujol,पहाड़
188,Anhöhe::N,turó,टीला
189,Anhöhe::N,turó,पहाड़ी
190,Berg::N,muntanya,पहाड़
191,Gipfel::N,cim,शिखर
192,Höhle::N,cova,गुहा
193,Höhle::N,cova,गुफ़ा
194,Abhang::N,coster,ढाल
195,Abhang::N,coster,ढलान
196,Quelle::N,font,चश्मा
197,Bach::N,riera,सोता
198,Bach::N,riera,नदिका
199,Fluss::N,riu,नदी
200,Fluss::N,riu,सरिता
201,Ufer::N,riba,तट
202,Ufer::N,riba,किनारा
203,Küste::N,costa,समुद्र-तट
204,Festland::N,terra ferma,महाद्वीप
205,Meer::N,mar,सागर
206,Meer::N,mar,समुद्र
207,Bucht::N,cala,खाड़ी
208,Bucht::N,badia,खाड़ी
209,Insel::N,illa,टापू
210,Insel::N,illa,द्वीप
211,Blume::N,flor,फूल
212,Blume::N,flor,पुष्प
213,Gras::N,herba,घास
214,Wurzel::N,rel,मूल
215,Wurzel::N,arrel,मूल
216,Baum::N,arbre,पेड़
217,Baum::N,arbre,वृक्ष
218,Stamm::N,tronc,धड़
219,Rinde::N,escorça,छाल
220,Rinde::N,escorça,वल्कल
221,Ast::N,branca,डाल
222,Ast::N,branca,शाखा
223,Zweig::N,ram,टहनी
224,Blatt::N,fulla,पत्र
225,Blatt::N,fulla,पत्ता
226,Birke::N,bedoll,भूर्ज
227,Kiefer[Baum]::N,pi,पाइन-वृक्ष
228,Weide[Baum]::N,salze,बेंत
229,Tanne::N,avet,फ़र
230,Horn::N,corn,सींग
231,Horn::N,corn,विषाण
232,Horn::N,banya,सींग
233,Horn::N,banya,विषाण
234,Feder::N,ploma,पर
235,Feder::N,ploma,पंख
236,Fell::N,pell,खाल
237,Fell::N,pell,पशु-चर्म
238,Flügel::N,ala,पंख
239,Flügel::N,ala,डैना
240,Klaue::N,urpa,पंजा
241,Kralle::N,grapa,पंजा
242,Kralle::N,grapa,नाख़ून
243,Schwanz::N,cua,पूँछ
244,Ei::N,ou,अंडा
245,Nest::N,niu,नीड़
246,Nest::N,niu,घोंसला
247,Bau::N,cau,बिल
248,Bau::N,cau,माँद
249,Tier::N,animāl,पशु
250,Tier::N,animāl,जानवर
251,Herde::N,ramat,गल्ला
252,Kuh::N,vaca,गौ
253,Kuh::N,vaca,गाय
254,Bulle::N,toro,साँड़
255,Pferd::N,cavāll,अश्व
256,Pferd::N,cavāll,घोड़ा
257,Schaf::N,be,भेड़
258,Schaf::N,ovella,भेड़
259,Schwein::N,bacó,शूकर
260,Hund::N,ca,श्वान
261,Hund::N,ca,कुत्ता
262,Hund::N,gos,श्वान
263,Hund::N,gos,कुत्ता
264,Katze::N,gat,बिल्ली
265,Bär::N,ós,रीछ
266,Bär::N,ós,भालू
267,Eichhörnchen::N,esquirol,गिलहरी
268,Elch::N,ant,एल्क
269,Fuchs::N,guilla,लोमड़ी
270,Hase::N,llebre,खरहा
271,Hase::N,llebre,ख़रगोश
272,Maus::N,ratolí,मूष
273,Maus::N,ratolí,चूहा
274,Wolf::N,llop,वृक
275,Wolf::N,llop,भेड़िया
276,Vogel::N,au,पक्षी
277,Vogel::N,au,चिड़िया
278,Vogel::N,ocēll,पक्षी
279,Vogel::N,ocēll,चिड़िया
280,Schwarm::N,bandada,झुंड
281,Huhn::N,gallina,मुर्ग़ी
282,Hahn::N,gall,मुर्ग़ा
283,Gans::N,oca,हंस
284,Gans::N,oca,हंसिनी
285,Adler::N,àguila,उक़ाब
286,Ente::N,ànec,बतख़
287,Ente::N,ànec,बत्तक
288,Eule::N,òliba,उल्लू
289,Eule::N,mussol,उल्लू
290,Kranich::N,grua,सारस
291,Kranich::N,grua,क्रौंंच
292,Krähe::N,cornella,काक
293,Kuckuck::N,cucut,कोयल
294,Kuckuck::N,cucut,कोकिल
295,Schwan::N,cigne,हंस
296,Schwan::N,cigne,मराल
297,Fisch::N,peix,मछली
298,Fisch::N,peix,मत्स्य
299,Barsch::N,perca,पर्च
300,Hecht::N,lluç,पाइक
301,Schlange[Tier]::N,serp,सर्प
302,Wurm::N,cuc,कृमि
303,Wurm::N,cuc,कीड़ा
304,Spinne::N,aranya,लूता
305,Spinne::N,aranya,मकड़ी
306,Ameise::N,formiga,चींटी
307,Laus::N,poll,जूँ
308,Mücke::N,mosquit,डाँस
309,Fliege::N,mosca,मक्खी
310,Fliege::N,mosca,मक्षिका
311,Schmetterling::N,papallona,तितली
312,Beere::N,baia,बेरी
313,Apfel::N,poma,सेब
314,Pilz::N,bolet,खुंबी
315,Zwiebel::N,ceba,प्याज़
316,Saat::N,sembra,बीज
317,Korn::N,gra,दाना
318,Heu::N,fenc,मूखी घास
319,Schale::N,closca,बकला
320,Schale::N,closca,छिलका
321,Grube::N,sot,गड्ढा
322,Grube::N,clot,गड्ढा
323,Falle::N,trampa,जाल
324,Falle::N,trampa,फँदा
325,Schlinge::N,baga,फँदा
326,Spur::N,traça,सुराग़
327,Spur::N,traça,पद-चिह्न
328,Asche::N,cendra,राख
329,Dreck::N,llot,मैल
330,Dreck::N,llot,गंदगी
331,Eisen::N,ferro,लोहा
332,Gold::N,or,सोना
333,Gold::N,or,स्वर्ण
334,Silber::N,plata,रजत
335,Silber::N,plata,चाँदी
336,Kohle::N,carbó,कोयला
337,Glas::N,vidre,काँच
338,Lehm::N,fang,चिकनी मिट्टी
339,Lehm::N,argila,चिकनी मिट्टी
340,Sand::N,arena,रेत
341,Sand::N,arena,बालू
342,Mensch::N,humà,मानव
343,Mensch::N,humà,इनसान
344,Mensch::N,humà,मनुष्य
345,Mensch::N,persona,मानव
346,Mensch::N,persona,इनसान
347,Mensch::N,persona,मनुष्य
348,Mann::N,home,आदमी
349,Mann::N,home,पुरुष
350,Frau::N,dona,औरत
351,Frau::N,dona,महिला
352,Frau::N,dona,स्त्री
353,Kind::N,nen,बाल
354,Kind::N,nen,बच्चा
355,Junge::N,noi,लड़का
356,Mädchen::N,noia,लड़की
357,Mädchen::N,noia,कुमारी
358,Familie::N,família,परिवार
359,Großvater::N,avi,दादा
360,Großmutter::N,àvia,नानी
361,Eltern::N,pares,माँ-बाप
362,Eltern::N,pares,माता-पिता
363,Vater::N,pare,बाप
364,Vater::N,pare,पिता
365,Mutter::N,mare,माँ
366,Mutter::N,mare,माता
367,Sohn::N,fill,बेटा
368,Sohn::N,fill,पुत्र
369,Tochter::N,filla,बेटी
370,Tochter::N,filla,पुत्री
371,Bruder::N,germà,भाई
372,Bruder::N,germà,भ्राता
373,Schwester::N,germana,बहन
374,Schwester::N,germana,भगिनी
375,Onkel::N,oncle,ताऊ
376,Onkel::N,oncle,काका
377,Tante::N,tia,बूआ
378,Tante::N,tia,फूफी
379,Tante::N,tia,ख़ाला
380,Ehemann::N,espòs,पति
381,Ehemann::N,espòs,शौहर
382,Ehefrau::N,muller,बीवी
383,Freude::N,goig,आनंद
384,Freude::N,goig,प्रसन्नता
385,Freude::N,alegria,आनंद
386,Freude::N,alegria,प्रसन्नता
387,Gelächter::N,riallada,हँसी
388,Gelächter::N,riallada,क़हक़हा
389,Glück::N,felicitat,आनंद
390,Glück::N,felicitat,ख़ुशी
391,Kummer::N,pena,शोक
392,Kummer::N,pena,दुःख
393,Wunsch::N,desig,इच्छा
394,Wunsch::N,desig,अभिलाषा
395,Lust::N,ganes,चाह
396,Lust::N,ganes,कामना
397,Geist::N,ment,जान
398,Geist::N,ment,प्राण
399,Geist::N,esperit,जान
400,Geist::N,esperit,प्राण
401,Gedanke::N,pensament,विचार
402,Gedächtnis::N,memòria,याददाश्त
403,Gedächtnis::N,memòria,स्मरण-शक्ति
404,Verstand::N,raó,समझ
405,Verstand::N,raó,अक़्ल
406,Verstand::N,raó,बुद्धि
407,Verstand::N,seny,समझ
408,Verstand::N,seny,अक़्ल
409,Verstand::N,seny,बुद्धि
410,Sinn::N,solta,अर्थ
411,Sinn::N,sentit,अर्थ
412,Grund::N,raó,वजह
413,Grund::N,raó,कारण
414,Grund::N,causa,वजह
415,Grund::N,causa,कारण
416,Wahrheit::N,veritāt,सत्य
417,Wahrheit::N,veritāt,सच्चाई
418,Gespräch::N,conversa,चर्चा
419,Gespräch::N,conversa,वार्ता
420,Gespräch::N,conversa,बात-चीत
421,Märchen::N,conte,क़िस्सा
422,Erzählung::N,narració,कथा
423,Erzählung::N,narració,कहानी
424,Nachricht::N,missatge,सूचना
425,Nachricht::N,missatge,समाचार
426,Neuigkeit::N,novetat,ख़बर
427,Neuigkeit::N,novetat,समाचार
428,Name::N,nom,नाम
429,Rätsel::N,endevinalla,पहेली
430,Rede::N,discurs,वचन
431,Rede::N,discurs,भाषण
432,Sprache::N,llēngua,भाषा
433,Sprache::N,llēngua,ज़बान
434,Stimme::N,veu,स्वर
435,Stimme::N,veu,आवाज़
436,Wort::N,mot,शब्द
437,Wort::N,mot,लफ़्ज़
438,Wort::N,paraula,शब्द
439,Wort::N,paraula,लफ़्ज़
440,Zeichen::N,signe,निशान
441,Zeichen::N,senyal,निशान
442,Ruf::N,crida,पुकार
443,Ruf::N,crida,आह्वान
444,Lärm::N,sorōll,शोर
445,Lärm::N,sorōll,हुल्लड़
446,Laut::N,so,स्वर
447,Laut::N,so,ध्वनि
448,Ton::N,to,सुर
449,Ton::N,to,स्वर
450,Lied::N,cançó,गीत
451,Ruhe::N,calma,आराम
452,Ruhe::N,calma,ख़ामोशी
453,Ruhe::N,silenci,आराम
454,Ruhe::N,silenci,ख़ामोशी
455,Leute::N,gent,लोग
456,Volk::N,poble,क़ौम
457,Volk::N,poble,प्रजा
458,Arbeit::N,labor,काम
459,Arbeit::N,treball,काम
460,Gast::N,hoste,अतिथि
461,Gast::N,hoste,मेहमान
462,Geschenk::N,regal,उपहार
463,Geschenk::N,regal,तोहफ़ा
464,Geschenk::N,obsequi,उपहार
465,Geschenk::N,obsequi,तोहफ़ा
466,Spiel::N,joc,खेल
467,Spiel::N,joc,क्रीड़ा
468,Gesellschaft::N,companyia,साथ
469,Hilfe::N,ajut,मदद
470,Hilfe::N,ajut,सहायता
471,Freund::N,amīc,मित्र
472,Kamerad::N,company,साथी
473,Kamerad::N,company,कामरेड
474,Kamerad::N,camarada,साथी
475,Kamerad::N,camarada,कामरेड
476,Angelegenheit::N,afer,बात
477,Angelegenheit::N,afer,मामला
478,Angelegenheit::N,assumpte,बात
479,Angelegenheit::N,assumpte,मामला
480,Anzahl::N,nombre,तादाद
481,Anzahl::N,nombre,संख्या
482,Anzahl::N,quantitat,तादाद
483,Anzahl::N,quantitat,संख्या
484,Art::N,tipus,तरह
485,Art::N,tipus,क़िस्म
486,Art::N,classe,तरह
487,Art::N,classe,क़िस्म
488,Stück::N,peça,फाँक
489,Stück::N,peça,टुकड़ा
490,Teil::N,part,भाग
491,Teil::N,part,हिस्सा
492,Hälfte::N,meitat,अर्धभाग
493,Kreis::N,cercle,चक्कर
494,Kreuz::N,creu,सलीब
495,Kreuz::N,creu,क्रूस
496,Linie::N,línia,लाइन
497,Strich::N,traç,लकीर
498,Strich::N,ratlla,लकीर
499,Abstand::N,distància,अंतर
500,Abstand::N,distància,फ़ासला
501,Entfernung::N,distància,दूरी
502,Entfernung::N,distància,फ़ासला
503,Gegend::N,regió,इलाक़ा
504,Gegend::N,contrada,इलाक़ा
505,Platz::N,cabuda,जगह
506,Platz::N,cabuda,स्थान
507,Ort::N,lloc,स्थल
508,Ort::N,lloc,स्थान
509,Seite::N,banda,ओर
510,Seite::N,banda,तरफ़
511,Seite::N,costāt,ओर
512,Seite::N,costāt,तरफ़
513,Mitte::N,mig,बीच
514,Mitte::N,mig,मध्य
515,Mitte::N,centre,बीच
516,Mitte::N,centre,मध्य
517,Gegenstand::N,objecte,चीज़
518,Gegenstand::N,objecte,पदार्थ
519,Sache::N,cosa,चीज़
520,Sache::N,cosa,वस्तु
521,Rand::N,vora,छोर
522,Rand::N,vora,उपांत
523,Rand::N,marge,छोर
524,Rand::N,marge,उपांत
525,Kante::N,caire,कोर
526,Kante::N,caire,किनारा
527,Kante::N,cantell,कोर
528,Kante::N,cantell,किनारा
529,Ecke::N,cantonada,कोना
530,Ecke::N,cantonada,नुक्कड़
531,Spitze::N,punta,नोक
532,Ende::N,cap,छोर
533,Ende::N,cap,सिरा
534,Loch::N,forāt,छेद
535,Loch::N,forāt,सूराख़
536,Winkel::N,racó,कोण
537,Winkel::N,racó,कोना
538,Muster::N,dibuix,नमूना
539,Muster::N,dibuix,डिज़ाइन
540,Muster::N,disseny,नमूना
541,Muster::N,disseny,डिज़ाइन
542,Größe::N,grandària,परिमाण
543,Größe::N,grandària,विस्तार
544,Länge::N,longitud,लंबाई
545,Höhe::N,altura,ऊँचाई
546,Höhe::N,altura,उच्चता
547,Höhe::N,altitud,ऊँचाई
548,Höhe::N,altitud,उच्चता
549,Gewicht::N,pes,भार
550,Gewicht::N,pes,वज़न
551,Menge::N,quantitat,मात्रा
552,Haufen::N,pila,ढेर
553,Haufen::N,pila,अंबार
554,Reihe::N,fila,क़तार
555,Reihe::N,fila,पंक्ति
556,Boot::N,bot,नाव
557,Boot::N,bot,नौका
558,Boot::N,barca,नाव
559,Boot::N,barca,नौका
560,Ruder::N,rem,चप्पू
561,Schlitten::N,trineu,बर्फ़-गाड़ी
562,Ski::N,esquí,स्की
563,Lagerfeuer::N,foc de campament,अलाव
564,Lagerfeuer::N,foc de campament,कैंप-फ़ायर
565,Last::N,càrrega,भार
566,Gang::N,marxa,चाल
567,Schritt::N,pas,डग
568,Schritt::N,pas,क़दम
569,Norden::N,nord,उत्तर
570,Süden::N,sud,दक्खिन
571,Westen::N,oest,पश्चिम
572,Westen::N,occident,पश्चिम
573,Osten::N,est,पूरब
574,Osten::N,orient,पूरब
575,Holz::N,fusta,काठ
576,Holz::N,fusta,काष्ठ
577,Brett::N,taula,पटरा
578,Brett::N,taula,तख़्ता
579,Platte::N,placa,फलक
580,Platte::N,placa,तख़्ता
581,Stütze::N,suport,टेक
582,Stütze::N,suport,थूनी
583,Stange::N,vara,छड़
584,Stange::N,vara,बाँस
585,Stock::N,pal,लाठी
586,Stab::N,bastó,लग्गा
587,Rohr::N,tub,नल
588,Haus::N,casa,घर
589,Haus::N,casa,मकान
590,Heim::N,llar,घर
591,Heim::N,llar,गृह
592,Ofen::N,estufa,चूल्हा
593,Fußboden::N,terra,फ़र्श
594,Tisch::N,taula,मेज़
595,Stuhl::N,cadira,कुरसी
596,Wiege::N,bressol,पालना
597,Wiege::N,bressol,हिंडोला
598,Bett::N,llit,खाट
599,Bett::N,llit,पलंग
600,Regal::N,prestatgeria,शेल्फ़
601,Kiste::N,caixa,पेटी
602,Kiste::N,caixa,डिब्बा
603,Fenster::N,finestra,खिड़की
604,Tür::N,porta,द्वार
605,Tür::N,porta,दरवाज़ा
606,Tor::N,portal,फाटक
607,Zaun::N,tanca,बाड़ा
608,Dach::N,teulada,छत
609,Dach::N,teulada,छप्पर
610,Leiter::N,escala,सीढ़ी
611,Leiter::N,escala de mà,सीढ़ी
612,Besen::N,escombra,झाड़ू
613,Besen::N,escombra,बुहारी
614,Spaten::N,pala,कुदाल
615,Schaufel::N,pala,बेलचा
616,Schaufel::N,pala,फावड़ा
617,Gabel::N,forquilla,काँटा
618,Löffel::N,cullera,चम्मच
619,Messer::N,coltell,छुरा
620,Messer::N,coltell,चाक़ू
621,Nagel::N,clau,कील
622,Nagel::N,clau,मेख़
623,Netz::N,filat,जाल
624,Haken::N,ganxo,अंकुश
625,Griff::N,puny,मूठ
626,Griff::N,puny,हत्था
627,Griff::N,mànec,मूठ
628,Griff::N,mànec,हत्था
629,Schloss::N,pany,ताला
630,Bild::N,imatge,चित्र
631,Figur::N,figura,मूर्ति
632,Puppe::N,nina,पुतली
633,Puppe::N,nina,गुड़िया
634,Beutel::N,bossa,झोला
635,Bündel::N,feix,पुलिंदा
636,Bündel::N,paquet,पुलिंदा
637,Tasche::N,bossa,बेग
638,Tasche::N,bossa,बस्ता
639,Eimer::N,galleda,बाल्टी
640,Deckel::N,tapa,ढक्कन
641,Deckel::N,tapadora,ढक्कन
642,Geschirr::N,vaixella,बरतन-भाँड़े
643,Sack::N,sac,बोरा
644,Sack::N,saca,बोरा
645,Tasse::N,tassa,प्याला
646,Topf::N,pot,देग़चा
647,Topf::N,olla,देग़चा
648,Kessel::N,caldera,देग़
649,Kessel::N,caldera,बटलोई
650,Essen::N,àpat,खाना
651,Essen::N,menjada,खाना
652,Nahrung::N,aliment,भोजन
653,Speise::N,plat,खाना
654,Speise::N,plat,व्यंजन
655,Fleisch::N,carn,मांस
656,Fleisch::N,carn,गोश्त
657,Getreide::N,cereals,अनाज
658,Brei::N,puré,भरता
659,Brei::N,puré,दलिया
660,Brot::N,pa,रोटी
661,Scheibe::N,tall,कतला
662,Scheibe::N,llesca,कतला
663,Fett::N,greix,वसा
664,Fett::N,greix,चरबी
665,Butter::N,mantega,मक्खन
666,Öl::N,oli,तेल
667,Salz::N,sal,नमक
668,Suppe::N,sopa,सूप
669,Suppe::N,sopa,शोरबा
670,Honig::N,mel,शहद
671,Milch::N,llet,दूध
672,Tee::N,te,चाय
673,Leder::N,cuir,चमड़ा
674,Wolle::N,llana,ऊन
675,Stoff::N,tela,कपड़ा
676,Nadel::N,agulla,सूई
677,Faden::N,fil,डोरा
678,Knopf::N,botó,बटन
679,Knopf::N,botó,घुंडी
680,Knoten::N,nus,गाँठ
681,Knoten::N,nus,गुत्थी
682,Farbe::N,pintura,रंग
683,Farbe::N,pintura,वर्ण
684,Kleidung::N,roba,पहनावा
685,Kleidung::N,vestits,पहनावा
686,Hemd::N,camisa,कुरता
687,Hemd::N,camisa,क़मीज़
688,Kragen::N,coll,गरदनी
689,Kragen::N,coll,गरेबान
690,Ärmel::N,màniga,आस्तीन
691,Hose::N,pantalōns,पैंट
692,Hose::N,pantalōns,पतलून
693,Gürtel::N,cinturó,पेटी
694,Gürtel::N,cinturó,मेखला
695,Mütze::N,gorra,टोपी
696,Schuh::N,sabata,जूता
697,Stiefel::N,bota,बूट
698,Ring::N,anell,अँगूठी
699,Band::N,veta,पट्टी
700,Band::N,cinta,पट्टी
701,Kamm::N,pinta,कंघी
702,Spiegel::N,mirāll,आईना
703,Spiegel::N,mirāll,दर्पण
704,Riemen::N,corretja,तसमा
705,Riemen::N,corretja,पट्टा
706,Schnur::N,corda,डोरी
707,Schnur::N,corda,सुतली
708,Leine::N,corretja,रस्सी
709,Decke::N,manta,रज़ाई
710,Decke::N,flassada,रज़ाई
711,Kissen::N,coixí,तकिया
712,Kissen::N,coixí,गाद्दा
713,Tuch::N,mocador,रूमाल
714,Tuch::N,mocador,वस्त्र
715,Handtuch::N,tovallola,अँगोछा
716,Kraft::N,força,ज़ोर
717,Kraft::N,força,शक्ति
718,Stärke::N,vigor,बल
719,Stärke::N,vigor,ताक़त
720,Gesundheit::N,salut,स्वास्थ्य
721,Gesundheit::N,salut,तंदुरुस्ती
722,Krankheit::N,malaltia,रोग
723,Krankheit::N,malaltia,बीमारी
724,Schmerz::N,dolor,दर्द
725,Schmerz::N,dolor,पीड़ा
726,Wunde::N,ferida,घाव
727,Wunde::N,ferida,ज़ख़्म
728,Fieber::N,febre,ज्वर
729,Fieber::N,febre,बुख़ार
730,Arznei::N,medicament,दवा
731,Arznei::N,medicament,औषाधि
732,Brücke::N,pont,पुल
733,Brücke::N,pont,सेतु
734,Brunnen::N,pou,कुआँ
735,Weide::N,pastura,चरागाह
736,Pfad::N,senda,पथ
737,Pfad::N,senda,पगडंडी
738,Pfad::N,sender,पथ
739,Pfad::N,sender,पगडंडी
740,Weg::N,camí,मार्ग
741,Straße::N,carretera,राह
742,Straße::N,carretera,रास्ता
743,Dorf::N,poble,गाँव
744,Dorf::N,poble,ग्राम
745,Stadt::N,ciutāt,शहर
746,Brief::N,carta,ख़त
747,Brief::N,carta,पत्र
748,Brief::N,carta,चिट्ठी
749,Buch::N,llibre,किताब
750,Buch::N,llibre,पुस्तक
751,Buchstabe::N,lletra,अक्षर
752,Zeitung::N,diāri,अख़बार
753,Zeitung::N,diāri,समाचार-पत्र
754,Leben::N,vida,जीवन
755,Leben::N,vida,ज़िंदगी
756,Tod::N,mort,मौत
757,Tod::N,mort,मृत्यु
758,Grab::N,tomba,क़ब्र
759,Kirche::N,església,चर्च
760,Kirche::N,església,गिरजा
761,Sünde::N,pecat,पाप
762,Sünde::N,pecat,गुनाह
763,Gott::N,déu,देव
764,Gott::N,déu,ईश्वर
765,Arbeiter::N,obrer,मज़दूर
766,Chef::N,cap,अध्यक्ष
767,Meister::N,mestre,शिल्पज्ञ
768,Arzt::N,metge,वैद्य
769,Arzt::N,metge,डॉक्टर
770,Arzt::N,metge,चिकित्सक
771,Lehrer::N,mestre,शिक्षक
772,Lehrer::N,mestre,अध्यापक
773,Geld::N,dinērs,धन
774,Geld::N,dinērs,पैसा
775,Geschäft::N,negoci,सौदा
776,Geschäft::N,negoci,व्यापार
777,Laden::N,tenda,दुकान
778,Laden::N,botiga,दुकान
779,Preis::N,preu,दाम
780,Preis::N,preu,मूल्य
781,Ware::N,mercaderia,माल
782,Ware::N,mercaderia,पण्य
