,Concept_ID,fa,lez
170,Hund::N,سگ,кицӏ
171,Katze::N,گربه,кац
172,Bär::N,خرس,сев
173,Eichhörnchen::N,سنجاب,белка
174,Elch::N,گوزن شمالی,лось
175,Fuchs::N,روباه,сикӏ
176,Hase::N,خرگوش,къуьр
177,Maus::N,موش,кьиф
178,Wolf::N,گرگ,жанавур
179,Vogel::N,پرنده,луван ничхир
180,Schwarm::N,دسته,луж
181,Huhn::N,مرغ,верч
182,Hahn::N,خروس,кӏек
183,Gans::N,غاز,къаз
184,Adler::N,عقاب,лекь
185,Ente::N,اردک,пӏатӏ
186,Ente::N,مرغابی,пӏатӏ
187,Eule::N,جغد,тӏиб
188,Kranich::N,درنا,дурна
189,Krähe::N,زاغ,къаргъа
190,Krähe::N,کلاغ,къаргъа
191,Kuckuck::N,فاخته,кукупӏ
192,Schwan::N,قو,къугь
193,Fisch::N,ماهی,гъед
194,Barsch::N,ماهی خاردار,окунь
195,Hecht::N,اردک ماهی,щука
196,Schlange[Tier]::N,مار,илан
197,Schlange[Tier]::N,مار,гъуьлягъ
198,Wurm::N,کرم,квак
199,Spinne::N,عنکبوت,хуьшрекан
200,Ameise::N,مورچه,цегв
201,Laus::N,شپش,нет
202,Mücke::N,پشه,ветӏ
203,Fliege::N,مگس,тӏветӏ
204,Schmetterling::N,پروانه,чепелукь
205,Beere::N,گیله,куьлуь емиш
206,Apfel::N,سیب,ич
207,Pilz::N,قارچ,къарникъуз
208,Zwiebel::N,پیاز,чичӏек
209,Saat::N,بذر,тумар
210,Korn::N,تخم,твар
211,Korn::N,دانه,твар
212,Heu::N,علف خشک,векь
213,Heu::N,علف خشک,векьер
214,Schale::N,پوست,пириш
215,Schale::N,پوست,хъуьруьш
216,Grube::N,گودال,фур
217,Falle::N,دام,ракьар
218,Schlinge::N,حلقه,гьалкъа
219,Spur::N,رد,гел
220,Asche::N,خاکستر,руьхъ
221,Dreck::N,کثافت,чирк
222,Dreck::N,کثافت,кьуруш
223,Eisen::N,آهن,ракь
224,Gold::N,زر,алтун
225,Gold::N,طلا,алтун
226,Silber::N,نقره,гимиш
227,Kohle::N,زغال,цӏивин
228,Glas::N,شیشه,шуьше
229,Lehm::N,گل,ччеб
230,Sand::N,شن,къум
231,Sand::N,ماسه,къум
232,Mensch::N,آدم,инсан
233,Mensch::N,انسان,инсан
234,Mann::N,مرد,итим
235,Frau::N,زن,паб
236,Frau::N,زن,дишегьли
237,Kind::N,بچه,аял
238,Kind::N,کودک,аял
239,Junge::N,پسر,гада
240,Mädchen::N,دختر,руш
241,Familie::N,فامیل,хзан
242,Familie::N,فامیل,килфет
243,Familie::N,خانواده,хзан
244,Familie::N,خانواده,килфет
245,Großvater::N,پدربزرگ,чӏехи буба
246,Großmutter::N,مادر‌بزرگ,чӏехи диде
247,Eltern::N,والدین,диде-буба
248,Eltern::N,پدر‌و‌مادر,диде-буба
249,Vater::N,پدر,буба
250,Mutter::N,مادر,диде
251,Sohn::N,پسر,хва
252,Tochter::N,دختر,руш
253,Bruder::N,برادر,стха
254,Schwester::N,خواهر,вах
255,Onkel::N,عمو,ими
256,Onkel::N,عمو,халу
257,Onkel::N,دایی,ими
258,Onkel::N,دایی,халу
259,Tante::N,عمه,эме
260,Tante::N,عمه,хала
261,Tante::N,خاله,эме
262,Tante::N,خاله,хала
263,Ehemann::N,همسر,гъуьл
264,Ehefrau::N,همسر,паб
265,Freude::N,شادی,шадвал
266,Gelächter::N,خنده,хъвер
267,Gelächter::N,قاه‌قاه,хъвер
268,Glück::N,اقبال,бахт
269,Kummer::N,غم,дерт
270,Kummer::N,غم,хажалат
271,Kummer::N,غصه,дерт
272,Kummer::N,غصه,хажалат
273,Wunsch::N,آرزو,мурад
274,Lust::N,هوس,гьевес
275,Geist::N,روح,руьгь
276,Gedanke::N,فکر,фикир
277,Gedächtnis::N,حافظه,
278,Verstand::N,هوش,акьул
279,Sinn::N,معنا,мана
280,Sinn::N,مفهوم,мана
281,Grund::N,سبب,себеб
282,Grund::N,دلیل,себеб
283,Wahrheit::N,حقیقت,керчек
284,Wahrheit::N,حقیقت,гьакъикъат
285,Gespräch::N,صحبت,ихтилат
286,Gespräch::N,گفتگو,ихтилат
287,Märchen::N,قصه,мах
288,Märchen::N,افسانه,мах
289,Erzählung::N,داستان,кьиса
290,Nachricht::N,خبر,хабар
291,Neuigkeit::N,خبر تازه,цӏийи хабар
292,Name::N,اسم,тӏвар
293,Rätsel::N,معما,мискӏал
294,Rede::N,سخن,рахун
295,Sprache::N,زبان,чӏал
296,Stimme::N,صدا,ван
297,Wort::N,کلمه,гаф
298,Zeichen::N,نشان,ишара
299,Zeichen::N,علامت,ишара
300,Ruf::N,صدا,эвер
301,Lärm::N,هیاهو,ван-сес
302,Laut::N,صدا,ван
303,Laut::N,صدا,сес
304,Ton::N,آهنگ,ван-сес
305,Lied::N,آواز,мани
306,Lied::N,ترانه,мани
307,Ruhe::N,آرامش,ласвал
308,Ruhe::N,آرامش,фаракъат
309,Ruhe::N,آرامش,асайиш
310,Leute::N,مردم,инсанар
311,Volk::N,خلق,халкь
312,Arbeit::N,کار,кӏвалах
313,Gast::N,مهمان,мугьман
314,Geschenk::N,هدیه,савкьат
315,Spiel::N,بازی,къугъун
316,Gesellschaft::N,جمعیت,жемят
317,Gesellschaft::N,جمعیت,общество
318,Hilfe::N,کمک,куьмек
319,Freund::N,دوست,дуст
320,Kamerad::N,رفیق,яр-дуст
321,Angelegenheit::N,امر,кар
322,Angelegenheit::N,قضیه,кар
323,Anzahl::N,عده,сан
324,Anzahl::N,عده,кьадар
325,Anzahl::N,شمار,сан
326,Anzahl::N,شمار,кьадар
327,Art::N,نوع,жуьре
328,Stück::N,تکه,кӏус
329,Stück::N,قطعه,кӏус
330,Teil::N,بخش,пай
331,Teil::N,قسمت,пай
332,Hälfte::N,نیم,зур
333,Hälfte::N,نیم,зур пай
334,Kreis::N,حلقه,круг
335,Kreis::N,حلقه,чкаяр
336,Kreis::N,حلقه,элкъвей цӏар
337,Kreis::N,دایره,круг
338,Kreis::N,دایره,чкаяр
339,Kreis::N,دایره,элкъвей цӏар
340,Kreuz::N,صلیب,хаш
341,Linie::N,خط,цӏар
342,Linie::N,سطر,цӏар
343,Strich::N,خط,цӏар
344,Abstand::N,فاصله,ара
345,Entfernung::N,مسافت,мензил
346,Gegend::N,منطقه,чка
347,Platz::N,گنجایش,ара
348,Ort::N,جا,чка
349,Ort::N,محل,чка
350,Ort::N,مکان,чка
351,Seite::N,طرف,пад
352,Mitte::N,وسط,юкь
353,Mitte::N,میان,юкь
354,Gegenstand::N,چیز,затӏ
355,Sache::N,چیز,шей
356,Sache::N,چیز,затӏ
357,Rand::N,کنار,къерех
358,Rand::N,حاشیه,къерех
359,Kante::N,لبه,син
360,Ecke::N,گوشه,пӏипӏ
361,Spitze::N,سر,кӏвенкӏв
362,Spitze::N,نوک,кӏвенкӏв
363,Ende::N,ته,кьил
364,Ende::N,آخر,кьил
365,Loch::N,سوراخ,тӏеквен
366,Winkel::N,کنج,пӏипӏ
367,Muster::N,نقش,гишир
368,Größe::N,قد,кьадар
369,Größe::N,بزرگی,кьадар
370,Länge::N,طول,яргъивал
371,Höhe::N,بلندی,кьакьанвал
372,Gewicht::N,وزن,заланвал
373,Menge::N,مقدار,кьадар
374,Menge::N,اندازه,кьадар
375,Haufen::N,توده,хара
376,Reihe::N,ردیف,жерге
377,Boot::N,قایق,луьткве
378,Ruder::N,پارو,кьусу
379,Schlitten::N,سورتمه,гъелерар
380,Ski::N,اسکی,
381,Lagerfeuer::N,آتش,цӏай
382,Last::N,بار,заланвал
383,Last::N,سنگینی,заланвал
384,Gang::N,راه رفتن,ериш
385,Schritt::N,قدم,къадам
386,Norden::N,شمال,кефер
387,Norden::N,شمال,кефер пад
388,Süden::N,جنوب,кьибле
389,Westen::N,غرب,рагъакӏидай пад
390,Osten::N,شرق,рагъэкъечӏдай пад
391,Holz::N,چوب,кӏарас
392,Brett::N,تخته,кьул
393,Brett::N,تخته,тахта
394,Platte::N,صفحه,
395,Stütze::N,تکیه,даях
396,Stange::N,میله,юрк
397,Stock::N,چوب,лаш
398,Stab::N,عصا,юрк
399,Rohr::N,لوله,турба
400,Haus::N,منزل,ужагъ
401,Heim::N,خانه,кӏвал
402,Heim::N,کاشانه,кӏвал
403,Ofen::N,بخاری,пич
404,Fußboden::N,کف اتاق,кӏвалин ччил
405,Tisch::N,میز,стол
406,Stuhl::N,صندلی,стул
407,Wiege::N,گهواره,кьеб
408,Bett::N,تختخواب,тахт
409,Regal::N,قفسه,кьацӏ
410,Kiste::N,صندوق,ящик
411,Fenster::N,پنجره,дакӏар
412,Tür::N,در,рак
413,Tür::N,درب,рак
414,Tor::N,دروازه,варар
415,Zaun::N,حصار,пару
416,Dach::N,بام,къав
417,Leiter::N,نردبان,гурар
418,Besen::N,جارو,таран кул
419,Spaten::N,بیل,ппер
420,Schaufel::N,بیل,хекендаз
421,Schaufel::N,پارو,хекендаз
422,Gabel::N,چنگال,шиш
423,Löffel::N,قاشق,тӏур
424,Messer::N,کارد,чукӏул
425,Nagel::N,میخ,мих
426,Netz::N,تور,чил
427,Netz::N,شبکه,чил
428,Haken::N,قلاب,къармах
429,Griff::N,دسته,ттум
430,Schloss::N,قفل,куьлег
431,Bild::N,عکس,шикил
432,Bild::N,عکس,суьрет
433,Bild::N,تصویر,шикил
434,Bild::N,تصویر,суьрет
435,Figur::N,تندیس,фигура
436,Puppe::N,عروسک,нини
437,Beutel::N,کیسه,тагъар
438,Bündel::N,بسته,галгам
439,Tasche::N,کیف,чанта
440,Eimer::N,سطل,ведре
441,Deckel::N,در,кьил
442,Deckel::N,در,къалпагъ
443,Geschirr::N,ظرف,къаб-къажах
444,Sack::N,گونی,чувал
445,Tasse::N,فنجان,сукӏра
446,Topf::N,دیگ,къажгъан
447,Topf::N,قابلمه,къажгъан
448,Kessel::N,دیگ,къажгъан
449,Essen::N,خوراک,тӏуьн
450,Nahrung::N,غذا,тӏуьн
451,Speise::N,خوراک,хуьрек
452,Fleisch::N,گوشت,як
453,Getreide::N,غله,техил
454,Brei::N,فرنی,хапӏа
455,Brei::N,فرنی,хешил
456,Brei::N,حریره,хапӏа
457,Brei::N,حریره,хешил
458,Brot::N,نان,фу
459,Scheibe::N,قاچ,чӏук
460,Scheibe::N,لزگه,чӏук
461,Fett::N,چربی,ягълу
462,Butter::N,کره,гъери
463,Öl::N,روغن,ягълу
464,Salz::N,نمک,кьел
465,Suppe::N,آش,суп
466,Suppe::N,آش,шурпа
467,Suppe::N,سوپ,суп
468,Suppe::N,سوپ,шурпа
469,Honig::N,عسل,вирт
470,Milch::N,شیر,нек
471,Tee::N,چای,чай
472,Leder::N,چرم,тумаж
473,Wolle::N,پشم,йис
474,Stoff::N,پارچه,парча
475,Nadel::N,سوزن,раб
476,Faden::N,نخ,гъал
477,Knopf::N,دکمه,дуьгме
478,Knoten::N,گره,тӏвал
479,Farbe::N,رنگ,ранг
480,Kleidung::N,لباس,партал
481,Kleidung::N,پوشاک,партал
482,Hemd::N,پیراهن,перем
483,Kragen::N,یقه,хев
484,Ärmel::N,آستین,хел
485,Hose::N,شلوار,шалвар
486,Gürtel::N,کمر‌بند,чӏул
487,Mütze::N,کلاه,бармак
488,Mütze::N,کلاه,бапӏах
489,Schuh::N,کفش,ботинка
490,Stiefel::N,چکمه,чекме
491,Ring::N,حلقه,тупӏал
492,Ring::N,انگشتر,тупӏал
493,Band::N,نوار,тасма
494,Band::N,روبان,тасма
495,Kamm::N,شانه,регъ
496,Spiegel::N,آینه,гуьзгуь
497,Riemen::N,تسمه,къайиш
498,Schnur::N,ریسمان,еб
499,Leine::N,قلاده,
500,Decke::N,پتو,яргъан
501,Kissen::N,بالش,хъуьцуьган
502,Tuch::N,شال,шал
503,Handtuch::N,حوله,дасмал
504,Kraft::N,نیرو,гуж
505,Stärke::N,زور,къуват
506,Gesundheit::N,سلامتی,сагъвал
507,Gesundheit::N,تندرستی,сагъвал
508,Krankheit::N,بیماری,тӏал
509,Schmerz::N,درد,тӏал
510,Schmerz::N,درد,тӏарвал
511,Wunde::N,زخم,хер
512,Fieber::N,تب,ифин
513,Arznei::N,دارو,дарман
514,Brücke::N,پل,муьгъ
515,Brunnen::N,چاه,къуй
516,Weide::N,چراگاه,уьруьш
517,Pfad::N,راه,рехъ
518,Weg::N,راه,рехъ
519,Weg::N,طریق,рехъ
520,Straße::N,راه,рехъ
521,Straße::N,جاده,рехъ
522,Dorf::N,ده,хуьр
523,Dorf::N,روستا,хуьр
524,Stadt::N,شهر,шегьер
525,Brief::N,نامه,кагъаз
526,Buch::N,کتاب,улуб
527,Buchstabe::N,حرف,гьарф
528,Zeitung::N,روزنامه,газета
529,Leben::N,عمر,уьмуьр
530,Leben::N,زندگی,уьмуьр
531,Tod::N,مرگ,кьиникь
532,Grab::N,گور,сур
533,Grab::N,مزار,сур
534,Kirche::N,کلیسا,килиса
535,Sünde::N,بزه,гунагь
536,Sünde::N,گناه,гунагь
537,Gott::N,خدا,аллагь
538,Arbeiter::N,کارگر,фяле
539,Chef::N,رئیس,гьаким
540,Meister::N,استاد,устӏар
541,Arzt::N,پزشک,доктор
542,Lehrer::N,معلم,муаллим
543,Lehrer::N,آموزگار,муаллим
544,Geld::N,پول,пул
545,Geschäft::N,کار,
546,Geschäft::N,بیزنس,
547,Laden::N,دکان,магазин
548,Laden::N,مغازه,магазин
549,Preis::N,بها,къимет
550,Preis::N,قیمت,къимет
551,Ware::N,جنس,мал
552,Ware::N,جنس,товар
553,Ware::N,کالا,мал
554,Ware::N,کالا,товар
555,Nutzen::N,مزیت,хийир
556,Nutzen::N,مزیت,менфят
557,Nutzen::N,امتیاز,хийир
558,Nutzen::N,امتیاز,менфят
559,Reichtum::N,مال,девлет
560,Reichtum::N,ثروت,девлет
561,Welt::N,دنیا,дуьнья
562,Land::N,کشور,уьлкве
563,Land::N,مملکت,уьлкве
564,Staat::N,دولت,пачагьлугъ
565,Staat::N,دولت,государство
566,König::N,شاه,пачагь
567,König::N,پادشاه,пачагь
568,Macht::N,قدرت,власть
569,Macht::N,اختیار,власть
570,Grenze::N,مرز,сергьят
571,Krieg::N,جنگ,дяве
572,Feind::N,دشمن,душман
573,Gewalt::N,زور,гуж
574,Gewalt::N,خشونت,гуж
575,Kampf::N,نبرد,женг
576,Kampf::N,مبارزه,женг
577,Bogen[Waffe]::N,کمان,чӏемерук
578,Pfeil::N,تیر,хьел
579,Gewehr::N,تفنگ,тфенг
580,Fehler::N,غلط,гъалатӏ
581,Fehler::N,اشتباه,гъалатӏ
582,Lüge::N,دروغ,ттаб
583,Schaden::N,آسیب,зиян
584,Schaden::N,آسیب,зарар
585,Schaden::N,خسارت,зиян
586,Schaden::N,خسارت,зарар
587,Unglück::N,بلا,бала
588,Unglück::N,بلا,бедбахтвал
589,Schuld::N,گناه,тахсир
590,Schuld::N,تقصیر,тахсир
591,Alter::N,سن,яш
592,Alter::N,عمر,яш
593,Schluss::N,انتها,эхир
594,Zeit::N,وقت,вяде
595,Zeit::N,زمان,вяде
596,Tag::N,روز,югъ
597,Morgen::N,صبح,пакама
598,Mittag::N,ظهر,нисин
599,Abend::N,شب,няни
600,Abend::N,عصر,няни
601,Nacht::N,شب,йиф
602,Woche::N,هفته,гьафте
603,Monat::N,ماه,варз
604,Jahr::N,سال,йис
605,Frühling::N,بهار,гатфар
606,Sommer::N,تابستان,гад
607,Herbst::N,پاییز,зул
608,Winter::N,زمستان,кьуьд
609,Januar::N,ژانویه,январь
610,Februar::N,فوریه,февраль
611,März::N,مارس,март
612,April::N,آوریل,апрель
613,Mai::N,مه,май
614,Juni::N,ژوئن,июнь
615,Juli::N,ژویه,июль
616,August::N,اوت,август
617,September::N,سپتامبر,сентябрь
618,Oktober::N,اکتبر,октябрь
619,November::N,نوامبر,ноябрь
620,Dezember::N,دسامبر,декабрь
621,Montag::N,دو‌شنبه,ислен
622,Dienstag::N,سه‌شنبه,саласа
623,Mittwoch::N,چهار‌شنبه,арбе
624,Donnerstag::N,پنج شنبه,хемис югъ
625,Freitag::N,جمعه,жуьмя
626,Freitag::N,جمعه,жуьмя югъ
627,Samstag::N,شنبه,киш
628,Sonntag::N,یکشنبه,гьяд
629,groß::A,بزرگ,еке
630,groß::A,بزرگ,чӏехи
631,klein::A,کوچک,гъвечӏи
632,lang::A,بلند,яргъи
633,kurz::A,کوتاه,куьруь
634,breit::A,پهن,гьяркьуь
635,schmal::A,تنگ,гуьтӏуь
636,schmal::A,نازک,гуьтӏуь
637,dicht::A,چگال,къалин
638,dicht::A,انبوه,къалин
639,dick[Gegenstand]::A,ضخیم,
640,dünn::A,نازک,кьелечӏ
641,fein::A,ریز,шуькӏуь
642,fein::A,باریک,шуькӏуь
643,fest::A,محکم,кӏеви
644,flach::A,صاف,кьулу
645,flach::A,مسطح,кьулу
646,glatt::A,لیز,цӏалцӏам
647,hart::A,سفت,кӏеви
648,weich::A,نرم,хъуьтуьл
649,weich::A,ملایم,хъуьтуьл
650,rund::A,گرد,элкъвей
651,spitz::A,تیز,хци
652,spitz::A,نوک‌تیز,хци
653,scharf::A,تیز,хци
654,scharf::A,برنده,хци
655,stumpf::A,کند,къуьруь
656,schwer::A,سنگین,залан
657,schön::A,زیبا,иер
658,heiß::A,داغ,кудай
659,warm::A,گرم,чими
660,kalt::A,سرد,мекьи
661,kühl::A,خنک,къайи
662,frisch::A,تازه,таза
663,frisch::A,تازه,михьи
664,feucht::A,مرطوب,ламу
665,nass::A,تر,кьежей
666,nass::A,خیش,кьежей
667,trocken::A,خشک,кьуру
668,voll::A,پر,ацӏай
669,leer::A,خالی,буш
670,leer::A,خالی,ичӏи
671,offen::A,باز,ахъа
672,geschlossen::A,بسته,кӏеви
673,sauber::A,پاک,михьи
674,sauber::A,تمیز,михьи
675,schmutzig::A,کثیف,чиркин
676,schmutzig::A,کثیف,кьацӏай
677,schmutzig::A,آلوده,чиркин
678,schmutzig::A,آلوده,кьацӏай
679,roh::A,خام,чиг
680,roh::A,خام,ицӏи
681,reif::A,رسیده,дигмиш хьайи
682,lecker::A,لذیذ,дадлу
683,lecker::A,خوشمزه,дадлу
684,süß::A,شیرین,ширин
685,bitter::A,تلخ,туькьуьл
686,sauer::A,ترش,цуру
687,hell::A,روشن,экуь
688,dunkel::A,تاریک,мичӏи
689,schwarz::A,سیاه,чӏулав
690,weiß::A,سفید,лацу
691,rot::A,سرخ,яру
692,rot::A,قرمز,яру
693,gelb::A,زرد,хъипи
694,blau::A,آبی,вили
695,grün::A,سبز,къацу
696,grau::A,طوسی,рехи
697,grau::A,خاکستری,рехи
698,bunt::A,رنگارنگ,цӏару
699,bunt::A,رنگارنگ,яру-цӏару
700,billig::A,ارزان,ужуз
701,teuer::A,گران,багьа
702,wertvoll::A,قیمتی,масан
703,wertvoll::A,گرانبها,масан
704,blind::A,کور,буьркьуь
705,blind::A,نابینا,буьркьуь
706,taub::A,کر,биши
707,taub::A,ناشنوا,биши
708,kräftig::A,قوی,гужлу
709,stark::A,قوی,къуватлу
710,stark::A,نیرومند,къуватлу
711,schwach::A,ضعیف,такьатсуз
712,fett::A,چرب,куьк
713,schlank::A,باریک‌اندام,шумал
714,hübsch::A,قشنگ,гуьрчег
715,hübsch::A,خوشگل,гуьрчег
716,böse::A,بد,пис
717,dumm::A,احمق,ахмакь
718,faul::A,لش,тенпел
719,faul::A,تنبل,тенпел
720,fleißig::A,زرنگ,сяй ийидай
721,fleißig::A,زرنگ,сяйи ийидай
722,geizig::A,خسیس,мискьи
723,klug::A,عاقل,акьуллу
724,klug::A,باهوش,акьуллу
725,geschickt::A,ماهر,магьир
726,lieb::A,عزیز,играми
727,lustig::A,شاد,шад
728,lustig::A,خوشحال,шад
729,sanft::A,لطیف,назик
730,sanft::A,لطیف,милайим
731,hungrig::A,گرسنه,гишин
732,krank::A,مریض,кефсуз
733,krank::A,بیمار,кефсуз
734,nackt::A,لخت,кьецӏил
735,nackt::A,برهنه,кьецӏил
736,traurig::A,غمگین,пашман
737,lebendig::A,زنده,ччан алай
738,gut::A,خوب,хъсан
739,gut::A,خوب,вижевай
740,schlecht::A,بد,пис
741,richtig::A,درست,дуьз
742,schlimm::A,وخيم,нифретлу
743,wahr::A,درست,гьакъикъи
744,wahr::A,حقیقی,гьакъикъи
745,alt::A,کهنه,эски
746,alt::A,کهنه,куьгьне
747,neu::A,نو,цӏийи
748,ehemalig::A,قبلی,виликан
749,alt[Lebewesen]::A,پیر,кьуьзуь
750,jung::A,جوان,жегьил
751,arm::A,فقیر,кесиб
752,reich::A,پولدار,девлетлу
753,reich::A,ثروتمند,девлетлу
754,bekannt::A,آشنا,чидай
755,bekannt::A,معلوم,чидай
756,berühmt::A,مشهور,машгьур
757,fremd::A,خارجی,ччара
758,fremd::A,بیگانه,ччара
759,verschieden::A,مختلف,жуьреба-жуьре
760,verschieden::A,متفاوت,жуьреба-жуьре
761,nah::A,نزدیک,мукьвал
762,fern::A,دور,яргъал
763,linker::A,چپ,чапла
764,rechter::A,راست,эрчӏи
765,anderer::A,دیگر,маса
766,anderer::A,دیگر,муькуь
767,erster::A,اول,сад лагьай
768,zweiter::A,دوم,кьвед лагьай
769,dritter::A,سوم,пуд лагьай
770,letzter::A,آخر,эхиримжи
771,allein::ADV,تنها,кьилди
772,auf einmal::ADV,همزمان,
773,zusammen::ADV,باهم,санал
774,lange::ADV,مدت‌ها,яргъалди
775,lange::ADV,مدت زیادی,яргъалди
776,plötzlich::ADV,ناگهان,садлагьана
777,sofort::ADV,فوراً,гьасятда
778,später::ADV,بعدها,гуьгъуьнлай
779,jetzt::ADV,حالا,гила
780,jetzt::ADV,اکنون,гила
781,heute::ADV,امروز,къе
