,Concept_ID,sq,hy
747,berühmt::A,famshëm,հայտնի
748,berühmt::A,famshëm,հռչակավոր
749,fremd::A,huaj,օտար
750,verschieden::A,ndryshëm,տարբեր
751,nah::A,afërt,մոտ
752,nah::A,afërt,մերձ
753,fern::A,largët,հեռավոր
754,linker::A,majtë,ձախ
755,rechter::A,djathtë,աջ
756,anderer::A,tjetër,այլ
757,anderer::A,tjetër,ուրիշ
758,erster::A,parë,առաջին
759,zweiter::A,dytë,երկրորդ
760,dritter::A,i tretë,երրորդ
761,letzter::A,fundit,վերջին
762,allein::ADV,vetëm,միայնակ
763,auf einmal::ADV,njëkohësisht,միասնաբար
764,zusammen::ADV,bashkë,միասին
765,zusammen::ADV,bashkë,իրար հետ
766,zusammen::ADV,së bashku,միասին
767,zusammen::ADV,së bashku,իրար հետ
768,lange::ADV,për një kohë të gjatë,երկար ժամանակ
769,plötzlich::ADV,befas,հանկարծ
770,sofort::ADV,menjëherë,իսկույն
771,sofort::ADV,aty për aty,իսկույն
772,später::ADV,më vonë,ավելի ուշ
773,später::ADV,më vonë,հետո
774,jetzt::ADV,tash,այժմ
775,heute::ADV,sot,այսօր
776,morgen::ADV,nesër,վաղը
777,bald::ADV,shpejt,շուտով
778,bald::ADV,së shpejti,շուտով
779,dann::ADV,pastaj,ապա
780,dann::ADV,pastaj,հետո
781,gestern::ADV,dje,երեկ
782,einst::ADV,dikur,հին ատեն
783,damals::ADV,atëherë,ատէնին
784,danach::ADV,mandej,ապա
785,danach::ADV,mandej,այն ժամանակ
786,vorher::ADV,më parë,առաջ
787,zuerst::ADV,së pari,նախ
788,einmal::ADV,njëherë,մի անգամ
789,manchmal::ADV,nganjëherë,երբեմն
790,oft::ADV,shpesh,հաճախ
791,immer::ADV,përherë,միշտ
792,immer::ADV,gjithnjë,միշտ
793,niemals::ADV,kurrë,երբեք
794,niemals::ADV,asnjëherë,երբեք
795,hier::ADV,këtu,այստեղ
796,hierhin::ADV,knej,այստեղ
797,von hier::ADV,që këtej,այդտեղից
798,von hier::ADV,prej këtej,այդտեղից
799,dort::ADV,aty,այնտեղ
800,dort::ADV,atje,այնտեղ
801,dorthin::ADV,anej,այնտեղ
802,geradeaus::ADV,drejt,ուղիղ
803,vorwärts::ADV,mbroth,առաջ
804,vorwärts::ADV,përpara,առաջ
805,rückwärts::ADV,mbrapsht,դեպի ետ
806,zurück::ADV,prapa,ետ
807,zurück::ADV,mbrapsht,ետ
808,unten::ADV,poshtë,ներքեւում
809,hinab::ADV,përposh,ներքեւ
810,oben::ADV,lart,վերեւում
811,oben::ADV,sipër,վերեւում
812,hinauf::ADV,lart,վերեւ
813,hinauf::ADV,përpjetë,վերեւ
814,überall::ADV,kudo,ամենուր
815,nicht::ADV,s',չէ
816,nicht::ADV,nuk,չէ
817,ein wenig::ADV,një tis,մի քիչ
818,kaum::ADV,mezi,հազիվ
819,sehr::ADV,fort,շատ
820,sehr::ADV,shumë,շատ
821,so::ADV,ashtu,այդպես
822,so::ADV,kështu,այդպես
823,noch::ADV,ende,դեռ
824,noch::ADV,akoma,դեռ
825,nur::ADV,vetëm,միայն
826,schon::ADV,tashmë,արդեն
827,wieder::ADV,përsëri,նորից
828,wieder::ADV,përsëri,դարձյալ
829,vergebens::ADV,kot,իզուր
830,vor::PRP,para,դիմացը
831,hinter::PRP,prapa,ետեւը
832,hinter::PRP,mbrapa,ետեւը
833,unter::PRP,nën,տակ
834,durch::PRP,nëpër,միջով
835,neben::PRP,pranë,քովը
836,neben::PRP,përbri,քովը
837,zwischen::PRP,midis,միջեւ
838,zwischen::PRP,ndërmjet,միջեւ
839,wegen::PRP,për,պատճառով
840,wegen::PRP,për,շնորհից
841,dies::PRN,ky,սա
842,dies::PRN,ky,այս
843,das::PRN,ky,դա
844,das::PRN,ky,այդ
845,alles::PRN,gjithçka,ամեն ինչ
846,ich::PRN,unë,ես
847,du::PRN,ti,դու
848,er::PRN,ai,նա
849,wir::PRN,ne,մենք
850,ihr::PRN,ju,դուք
851,sie::PRN,ata,նրանք
852,was::FPRN,ç',ինչ
853,was::FPRN,çfarë,ինչ
854,wer::FPRN,kush,ով
855,wo::FADV,ku,ուր
856,wo::FADV,ku,որտեղ
857,wohin::FADV,për ku,դեպի ուր
858,wie::FADV,si,ինչպես
859,warum::FADV,pse,ինչու
860,warum::FADV,përse,ինչու
861,wieviel::FNUM,sa,որչափ
862,eins::NUM,një,մեկ
863,zwei::NUM,dy,երկու
864,drei::NUM,tre,երեք
865,vier::NUM,katër,չորս
866,fünf::NUM,pesë,հինգ
867,sechs::NUM,gjashtë,վեց
868,sieben::NUM,shtatë,յոթ
869,acht::NUM,tetë,ութ
870,neun::NUM,nëntë,ինը
871,zehn::NUM,dhjetë,տասը
872,elf::NUM,njëmbëdhjetë,տասնմեկ
873,zwölf::NUM,dymbëdhjetë,տասներկու
874,zwanzig::NUM,njëzet,քսան
875,dreißig::NUM,tridhjetë,երեսուն
876,vierzig::NUM,dyzet,քառասուն
877,fünfzig::NUM,pesëdhjetë,հիսուն
878,sechzig::NUM,gjashtëdhjetë,վաթսուն
879,siebzig::NUM,shtatëdhjetë,յոթանասուն
880,achtzig::NUM,tetëdhjetë,ութսուն
881,neunzig::NUM,nëntëdhjetë,իննսուն
882,hundert::NUM,qind,հարյուր
883,tausend::NUM,mijë,հազար
884,und::CNJ,e,ու
885,und::CNJ,dhe,ու
886,oder::CNJ,a,կամ
887,oder::CNJ,apo,կամ
888,stehen::V,rri,կանգնել
889,sitzen::V,rri,նստել
890,liegen::V,rri shtrirë,ստել
891,hängen::V,varem,կախվել
892,werden::V,bëhem,դառնալ
893,passieren::V,ndodh,պատահել
894,beginnen::V,filloj,սկսվել
895,enden::V,përfundoj,վերջանալ
896,wechseln::V,ndërroj,փոխվել
897,aufgehen[Sonne]::V,hapem,բարձրանալ
898,aufgehen[Sonne]::V,hapem,ելնել 
899,untergehen[Sonne]::V,hyj,մտնել
900,untergehen[Sonne]::V,perëndoj,մտնել
901,scheinen[Sonne]::V,ndriçoj,շողալ
902,scheinen[Sonne]::V,ndriçoj,փայլել
903,donnern::V,gjëmoj,որոտալ
904,donnern::V,bubulloj,որոտալ
905,wehen::V,fryj,փչել
906,strömen::V,derdh,հոսել
907,fließen::V,rrjedh,հոսել
908,sich drehen::V,rrotullohem,պտտվել
909,schwanken::V,dyzoj,տատանվել
910,schwingen::V,dridhem,ճոճվել
911,fallen::V,bie,ընկնել
912,brennen::V,digjem,այրվել
913,rauchen::V,nxjerr tym,ծխել
914,regnen::V,bie shi,անձրեւ գալ
915,gefrieren::V,ngrij,սառչել
916,tauen::V,shkrij,լկիլ
917,schmelzen::V,shkrij,հալիլ
918,trocknen::V,thaj,չորանալ
919,sieden::V,ziej,եռալ
920,faulen::V,kalbem,փտել
921,faulen::V,prishem,փտել
922,verfaulen::V,kalbem,նեխել
923,reißen::V,grisem,պատռվել
924,reißen::V,grisem,ճղվել
925,reißen::V,shqyhem,պատռվել
926,reißen::V,shqyhem,ճղվել
927,versinken::V,humboj,սուզվել
928,vergehen::V,kaloj,անցնել 
929,erscheinen::V,dukem,հայտնվել
930,erscheinen::V,dukem,երեւալ
931,verschwinden::V,zhdukem,անհետանալ
932,sinken::V,ulem,ընկնել
933,abnehmen::V,pakësohem,փոքրանալ
934,abnehmen::V,zvogëlohem,փոքրանալ
935,zunehmen::V,shtohem,մեծանալ
936,steigen::V,rritem,բարձրանալ
937,wachsen::V,rritem,աճել
938,glänzen::V,vezulloj,նշուլել
939,glänzen::V,vezulloj,փայլիլ
940,funkeln::V,xixoj,փայլատակել
941,funkeln::V,xixëlloj,փայլատակել
942,lärmen::V,oshtij,աղմուկ հանել
943,lärmen::V,zhurmoj,աղմուկ հանել
944,läuten::V,bie,զնգալ
945,klingeln::V,i bie ziles,զնգալ
946,klirren::V,kërcëlloj,զնգզնգալ
947,brausen::V,gjëmoj,մոլեգնել
948,rauschen::V,fëshfërij,սոսափել
949,klingen::V,tingëlloj,հնչել
950,bellen::V,leh,հաչել
951,heulen::V,ulërij,ոռնալ 
952,blasen::V,fryj,փչել 
953,pfeifen::V,fishkëllej,սուլել
954,schreien::V,bërtas,գոռալ 
955,stöhnen::V,rënkoj,տնքալ
956,zittern::V,trembem,դողալ
957,leben::V,rroj,ապրել
958,leben::V,jetoj,ապրել
959,geboren werden::V,lind,ծնվել
960,atmen::V,marr frymë,շնչել
961,trinken::V,pi,խմել
962,essen::V,ha,ուտել
963,schlucken::V,gëlltis,կլանել
964,schlucken::V,gëlltis,կուլ տալ
965,schlucken::V,kapërdij,կլանել
966,schlucken::V,kapërdij,կուլ տալ
967,müde werden::V,lodhem,հոգնել
968,einschlafen::V,bie të fle,քուն մտնել
969,schlafen::V,fle,քնել
970,aufwachen::V,zgjohem,արթննալ
971,aufstehen::V,çohem,ելլել
972,aufstehen::V,ngrihem,ելլել
973,sich erholen::V,qetësohem,հանգստանալ
974,sich erholen::V,shtendosem,հանգստանալ
975,krank werden::V,bie i sëmurë,հիւանդանալ
976,krank sein::V,jam i sëmurë,հիվանդ լինել
977,schmerzen::V,dhemb,ցավել
978,husten::V,kollitem,հազալ
979,genesen::V,shërohem,ապաքինվել
980,sterben::V,vdes,մեռնել
981,sterben::V,vdes,վախճանվել
982,umkommen::V,vdes,կործանվել
983,umkommen::V,mbaroj,կործանվել
984,sich bewegen::V,shkundem,ընթանալ
985,sich rühren::V,lëviz,շարժվել
986,sich erheben::V,ngrihem,կանգնել
987,sich erheben::V,ngrihem,վեր կենալ
988,sich setzen::V,ulem,նստել
989,hinfallen::V,gremisem,ընկնել
990,laufen::V,eci,քայլել
991,schreiten::V,çapem,ճեմել
992,spazierengehen::V,shëtis,շրջագայել
993,eilen::V,ngas,շտապել
994,sich beeilen::V,nxitoj,շտապել 
995,sausen::V,eci shpejt,սլանալ
996,rennen::V,vrapoj,վազել
997,springen::V,kërcej,ցատկել
998,klettern::V,hipi,մագլցել
999,schaukeln::V,kolovitem,ճոճվել
1000,schaukeln::V,kolovitem,օրորվել
1001,kriechen::V,zvarritem,սողալ
1002,schwimmen::V,notoj,լողալ
1003,tauchen::V,zhytem,սուզվել
1004,rudern::V,vozis,թիավարել
1005,fahren::V,shkoj,ընթանալ
1006,fliegen::V,fluturoj,թռչել
1007,gehen::V,eci,գնալ
1008,gehen::V,shkoj,գնալ
1009,weggehen::V,vete,հեռանալ
1010,abfahren::V,nisem,ճանապարհվել
1011,anhalten::V,ndalem,կանգնել
1012,hineingehen::V,futem,մտնել
1013,eintreten::V,hyj,մտնել
1014,kommen::V,vij,գալ
1015,ankommen::V,arrij,ժամանել
1016,ankommen::V,mbërrij,ժամանել
1017,zurückkommen::V,kthehem,վերադառնալ
1018,bleiben::V,mbetem,մնալ
1019,bleiben::V,qëndroj,մնալ
1020,warten::V,pres,սպասել
1021,erwarten::V,pres,սպասել
1022,suchen::V,kërkoj,որոնել
1023,finden::V,gjej,գտնել
1024,versuchen::V,mundohem,փորձել
1025,vorbereiten::V,përgatis,պատրաստել
1026,lieben::V,dashuroj,սիրել
1027,mögen::V,dua,հավանել
1028,mögen::V,dua,սիրել
1029,lachen::V,qesh,ծիծաղել
1030,rühren::V,mallëngjej,հուզել
1031,weinen::V,qaj,լալ
1032,schimpfen::V,shaj,տրտնջալ
1033,schimpfen::V,shaj,քրթմնջել
1034,sich ärgern::V,bëhem verem,զայրանալ
1035,sich fürchten::V,kam frikë,վախնալ
1036,sich fürchten::V,frikësohem,վախնալ
1037,fürchten::V,kam frikë nga,վախենալ
1038,fliehen::V,arratisem,փախչել
1039,flüchten::V,iki,փախչել
1040,sehen::V,shoh,տեսնել
1041,anschauen::V,shikoj,դիտել
1042,ansehen::V,shikoj,նայել
1043,hören::V,dëgjoj,լսել
1044,zuhören::V,veshtoj,ունկնդրել
1045,probieren::V,provoj,համը տեսել
1046,riechen::V,nuhas,հոտ առնել
1047,fühlen::V,ndiej,զգալ
1048,scheinen::V,ndriçoj,երեւալ
1049,zu sehen sein::V,dukem,երեւալ
1050,vernehmen::V,dëgjoj,իմանալ 
1051,frieren::V,mërdhij,մրսել
1052,tun::V,bëj,անել
1053,können::V,mund,կարողանալ
1054,wollen::V,dua,ուզել
1055,wollen::V,dua,ցանկանալ
1056,wollen::V,dëshiroj,ուզել
1057,wollen::V,dëshiroj,ցանկանալ
1058,anfangen::V,filloj,սկսել
1059,beenden::V,kryej,վերջացնել
1060,beenden::V,mbaroj,վերջացնել
1061,aufhören::V,pushoj,դադարել
1062,gelingen::V,më shkon mbarë,հաջողվել
1063,gelingen::V,më shkon mbarë,գլուխ գալ
1064,geraten::V,del,ստացվել
1065,öffnen::V,hap,բաց անել
1066,schließen::V,mbyll,փակել 
1067,stellen::V,vë,դնել
1068,setzen::V,vë,նստեցնել
1069,legen::V,vë,դնել
1070,berühren::V,rrok,դիպչել
1071,berühren::V,rrok,շոշափել
1072,verbinden::V,bashkoj,շաղկապել
1073,bedecken::V,mbuloj,ծածկել
1074,aufhängen::V,var,կախել
1075,anzünden::V,ndez,վառել
1076,aufheben::V,ngre,վերցնել
1077,zurücklassen::V,lë pas,թողնել
1078,verlieren::V,humb,կորցնել
1079,fallen lassen::V,lëshoj,գցել
1080,machen::V,bëj,անել
1081,herstellen::V,prodhoj,արտադրել
1082,bauen::V,ndërtoj,կառուցել
1083,reparieren::V,ndreq,նորոգել
1084,reparieren::V,meremetoj,նորոգել
1085,verbessern::V,përmirësoj,բարելավել
1086,ändern::V,ndërroj,փոխել
1087,graben::V,gërmoj,փորել
1088,beugen::V,kërrus,ծռել
1089,biegen::V,përkul,թեքել
1090,drehen::V,dredh,ոլորել
1091,drehen::V,rrotulloj,ոլորել
1092,wenden::V,kthej,պտտել
1093,umdrehen::V,kthej,շրջել
1094,heben::V,ngre,բարձրացնել
1095,hochheben::V,ngre,բարձրացնել
1096,ergreifen::V,rrëmbej,վարակվել
1097,halten::V,mbaj,բռնել
1098,drücken::V,shtyp,ճնշել
1099,schieben::V,shtyj,հրել
1100,kratzen::V,kruaj,քերել
1101,kratzen::V,gërvisht,քերել
1102,lecken::V,lëpij,լիզել
1103,beißen::V,kafshoj,կծել
1104,abreißen::V,shkëpus,պոկել
1105,abschneiden::V,cungoj,կտրել 
1106,binden::V,lidh,կապել
1107,stecken::V,fus,խրել
1108,stecken::V,ngul,խրել
1109,brechen::V,thyej,կոտրել 
1110,klopfen::V,trokas,թակել
1111,hauen::V,godas,ծեծել
1112,kleben::V,ngjis,կպցնել
1113,reiben::V,fërkoj,շփել
1114,streichen::V,lyej,վրան քսել
1115,schleifen::V,mpreh,սրել 
1116,schneiden::V,pres,կտրել
1117,rütteln::V,shkund,ցնցել
1118,schütteln::V,lëkund,թափահարել
1119,schwenken::V,valëvit,ճոճել
1120,schütten::V,mbush,լցնել
1121,füllen::V,mbush,լիքը լցնել
1122,einwickeln::V,mbështjell,փաթաթել
1123,tragen::V,mbaj,կրել
1124,tragen::V,mbaj,տանել
1125,tragen::V,mbart,կրել
1126,tragen::V,mbart,տանել
1127,schleppen::V,heq,քաշել
1128,schleppen::V,zhgërryej,քաշել
1129,ziehen::V,tërheq,ձգել
1130,ziehen::V,tërheq,քաշել
1131,aufbewahren::V,ruaj,պահել 
1132,werfen::V,hedh,նետել
1133,fangen::V,kap,
1134,packen::V,rrëmbej,հափշտակել
1135,verstecken::V,fsheh,ծածկել
1136,teilen::V,ndaj,բաժանել
1137,schicken::V,dërgoj,ուղարկել
1138,bringen::V,sjell,բերել
1139,hinzufügen::V,shtoj,ավելացնել
1140,bekommen::V,kap,հայթայթել
1141,erhalten::V,marr,ստանալ
1142,nehmen::V,marr,վերցնել
1143,wählen::V,zgjedh,ընտրել
1144,auswählen::V,përzgjedh,գերադասել
1145,bewahren::V,ruaj,պահպանել
1146,behindern::V,pengoj,խոչընդոտել
1147,verderben::V,prish,փչացնել
1148,beschädigen::V,dëmtoj,վնասել
1149,zerbrechen::V,thyej,ջարդել
1150,zerbrechen::V,thyej,կոտրել
1151,zerreißen::V,çjerr,պատռել
1152,zerreißen::V,zheloj,պատռել
1153,zerstören::V,prish,քանդել
1154,zerstören::V,shkatërroj,քանդել
1155,verbrennen::V,djeg,այրել
1156,geben::V,jap,տալ
1157,reichen::V,jap,հանձնել
1158,schenken::V,fal,նվիրել
1159,schenken::V,dhuroj,նվիրել
1160,versprechen::V,premtoj,խոստանալ
1161,wünschen::V,uroj,մաղթել
1162,loben::V,lëvdoj,գովել
1163,loben::V,lavdëroj,գովել
1164,küssen::V,puth,համբուրել
1165,wiegen::V,tund,օրորել
1166,zudecken::V,mbuloj,վրան գցել
1167,wecken::V,zgjoj,զարթնեցնել
1168,zeigen::V,dëftej,ցույց տալ
1169,führen::V,çoj,ուղեկցել
1170,lehren::V,arsej,սովորեցնել
1171,unterrichten::V,arsimoj,ավանդել
1172,aufziehen::V,rris,դաստիարակել
1173,leiten::V,udhëheq,ղեկավարել
1174,leiten::V,udhëheq,կառավարել
1175,antreiben::V,nxis,շտապեցնել
1176,lassen::V,detyroj,ստիպել
1177,einladen::V,ftoj,հրավիրել
1178,vereinigen::V,bashkoj,միացնել
1179,besuchen::V,vizitoj,այցելել
1180,treffen::V,ndesh,հանդիպել
1181,sich versammeln::V,tubohem,հավաքվել
1182,spielen::V,loz,խաղալ
1183,spielen::V,luaj,խաղալ
1184,singen::V,këndoj,երգել
1185,tanzen::V,kërcej,պարել
1186,tanzen::V,vallëzoj,պարել
1187,sich trennen::V,ndahem,ցրվել
1188,verlassen::V,braktis,լքել
1189,retten::V,shpëtoj,փրկել
1190,bewachen::V,ruaj,պահել
1191,schützen::V,ruaj,պաշտպանել
1192,schützen::V,mbroj,պաշտպանել
1193,verteidigen::V,mbroj,պաշտպանել
1194,sich schlagen::V,zihem,կռվել
1195,schießen::V,shtie,կրակել
1196,siegen::V,fitoj,հաղթել
1197,siegen::V,ngadhënjej,հաղթել
1198,ärgern::V,zemëroj,ձանձրացնել
1199,schlagen::V,rrah,խփել
1200,schlagen::V,godas,խփել
1201,treten::V,shtyj,քացի տալ
1202,treten::V,shtyj më këmbë,քացի տալ
1203,stechen::V,ther,խայթել
1204,stechen::V,shpoj,խայթել
1205,stoßen::V,shtyj,մղել
1206,stehlen::V,vjedh,գողանալ
1207,stören::V,pengoj,խանգարել
1208,belästigen::V,bezdis,անհանգստացնել
1209,verbergen::V,fsheh,թաքցնել
1210,täuschen::V,mashtroj,խաբել
1211,betrügen::V,kobis,խաբել
1212,töten::V,vras,սպանել 
1213,wohnen::V,banoj,բնակվել
1214,arbeiten::V,punoj,աշխատել
1215,arbeiten::V,vardoj,աշխատել
1216,sammeln::V,mbledh,հավաքել
1217,sammeln::V,grumbulloj,հավաքել
1218,pflücken::V,vjel,քաղել
1219,pflücken::V,mbledh,քաղել
1220,jagen::V,gjuaj,որս անել
1221,fischen::V,peshkoj,ձուկ բռնել
1222,fischen::V,gjuaj peshk,ձուկ բռնել
1223,fassen::V,zë,բռնել
1224,hüten::V,kullos,արածեցնել
1225,treiben::V,vë përpara,հովուել
1226,anbinden::V,lidh,չուանել
1227,füttern::V,grazhdoj,կերակրել
1228,melken::V,mjel,կթել
1229,hacken::V,grij,կոտորել
1230,gießen::V,ujis,ջրել
1231,reifen::V,piqem,հասունանալ 
1232,zubereiten::V,gatuaj,պատրաստել
1233,kochen::V,ziej,եփել
1234,backen::V,pjek,թխել
1235,backen::V,furroj,թխել
1236,braten::V,fërgoj,տապակել
1237,braten::V,tiganis,տապակել
1238,umrühren::V,trazoj,խառնել
1239,stricken::V,thur,գործել
1240,nähen::V,qep,կարել
1241,färben::V,ngjyej,ներկել
1242,färben::V,bojatis,ներկել
1243,reinigen::V,qëroj,մաքրել
1244,reinigen::V,pastroj,մաքրել
1245,waschen::V,laj,լվանալ
1246,waschen::V,finjos,լվանալ
1247,abwischen::V,fshij,սրբել
1248,spülen::V,kulloj,ողողել
1249,spülen::V,kulloj,պարզաջրել
1250,fegen::V,fshij,ավլել
1251,kehren::V,fshij,ավլել
1252,baden::V,lahem,լողանալ
1253,sich waschen::V,lahem,լվացվել
1254,ausziehen::V,heq,հանել
1255,ausziehen::V,zbath,հանել
1256,anziehen::V,vesh,հագնել
1257,anziehen::V,mbath,հագնել
1258,sich anziehen::V,vishem,հագնվել
1259,kämmen::V,kreh,սանրել
1260,schmücken::V,hijeshoj,զարդարել
1261,sagen::V,them,ասել
1262,sprechen::V,flas,խոսել
1263,reden::V,fjalos,զրուցել
1264,reden::V,fjalëtoj,զրուցել
1265,sich unterhalten::V,bisedoj,խոսակցել
1266,fragen::V,pyes,հարցնել
1267,bitten::V,lus,խնդրել
1268,bitten::V,lutem,խնդրել
1269,erzählen::V,rrëfej,պատմել
1270,mitteilen::V,kumtoj,հաղորդել
1271,nennen::V,quaj,անվանել
1272,rufen::V,thërras,կանչել
1273,prahlen::V,mburrem,պարծենալ
1274,prahlen::V,kapardisem,պարծենալ
1275,übersetzen::V,përkthej,թարգմանել
1276,denken::V,mendoj,մտածել
1277,glauben::V,besoj,հավատալ
1278,bemerken::V,vërej,նկատել
1279,erkennen::V,njoh,ճանաչել
1280,erkennen::V,shquaj,ճանաչել
1281,begreifen::V,marr vesh,հասկանալ
1282,verstehen::V,marr vesh,ըմբռնել
1283,lernen::V,mësoj,սովորել
1284,wissen::V,di,իմանալ
1285,sich erinnern an::V,kujtoj,հիշել
1286,sich erinnern an::V,kujtoj,մտաբերել
1287,vergessen::V,harroj,մոռանալ
1288,messen::V,mas,չափել
1289,zählen::V,njeh,թվել
1290,zählen::V,njeh,հաշվել
1291,rechnen::V,llogaris,հաշվել
1292,rechnen::V,llogaris,հաշվարկել
1293,lesen::V,lexoj,կարդալ
1294,lesen::V,këndoj,կարդալ
1295,malen::V,lyej,նկարել
1296,zeichnen::V,vizatoj,գծել
1297,schreiben::V,shkruaj,գրել
1298,besitzen::V,kam,ունենալ
1299,besitzen::V,kam,տեր լինել
1300,kaufen::V,blej,գնել
1301,verkaufen::V,shes,վաճառել
1302,bezahlen::V,paguaj,վճարել
1303,zahlen::V,paguaj,վճարել
1304,beherrschen::V,zotëroj,ղեկավարել
1305,ertragen::V,duroj,դիմանալ
