,Concept_ID,ml,fi
641,dumm::A,വിവരംകെട്ട,typerä
642,faul::A,അലസനായ,laiska
643,fleißig::A,അദ്ധ്വാനശീലമുള്ള,ahkera
644,geizig::A,പിശുക്കനായ,saita
645,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,älykäs
646,geschickt::A,പ്രതിഭാശാലി,taitava
647,lieb::A,പ്രിയപ്പെട്ട,rakas
648,lustig::A,ആനന്ദകരമായ,hauska
649,lustig::A,ആനന്ദകരമായ,iloinen
650,sanft::A,സൌമ്യമായ,lauha
651,sanft::A,സൌമ്യമായ,lempeä
652,hungrig::A,വിശപ്പുള്ള,nälkäinen
653,krank::A,അസുഖമുള്ള,sairas
654,nackt::A,നഡമായ,alaston
655,traurig::A,വിഷമമുള്ള,surullinen
656,traurig::A,വിഷമമുള്ള,murheellinen
657,lebendig::A,ഉപജീവനം,elävä
658,gut::A,നല്ല,hyvä
659,schlecht::A,മോശമായ,paha
660,schlecht::A,മോശമായ,huono
661,richtig::A,ശരിയായ,oikea
662,schlimm::A,വൃത്തികെട്ട,paha
663,wahr::A,ശരിയായ,tosi
664,alt::A,പഴയ,vanha
665,neu::A,പുതിയ,uusi
666,ehemalig::A,മുൻ,entinen
667,ehemalig::A,മുൻ,muinainen
668,alt[Lebewesen]::A,വയസ്സുള്ള,vanha
669,jung::A,കൌമാരമായ,nuori
670,arm::A,പാവപ്പെട്ട,köyhä
671,reich::A,സമ്പന്നമായ,rikas
672,bekannt::A,പരിചിതമായ,tuttu
673,bekannt::A,പരിചിതമായ,tunnettu
674,berühmt::A,പ്രശസ്തനായ,kuuluisa
675,fremd::A,വൈദേശികമായ,vieras
676,verschieden::A,വ്യത്യസ്തമായ,eri
677,verschieden::A,വ്യത്യസ്തമായ,erilainen
678,nah::A,അരികത്തുള്ള,läheinen
679,fern::A,അകലെയുള്ള,etäinen
680,linker::A,അവശേഷിച്ച,vasen
681,rechter::A,വലത്തേ,oikea
682,anderer::A,മറ്റുള്ള,muu
683,anderer::A,മറ്റുള്ള,toinen
684,erster::A,ആദ്യത്തെ,ensimmäinen
685,zweiter::A,രണ്ടാം,toinen
686,dritter::A,മൂന്നാമത്,kolmas
687,letzter::A,അവസാനത്തെ,viimeinen
688,allein::ADV,തനിച്ചുള്ള,yksin
689,auf einmal::ADV,ഉടന്,yhdellä kertaa
690,zusammen::ADV,ഒരുമിച്ച,yhdessä
691,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,kauan
692,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,pitkään
693,plötzlich::ADV,പെട്ടെന്ന്,äkkiä
694,sofort::ADV,തത്ക്ഷണം,heti
695,später::ADV,പിന്നീട്,myöhemmin
696,jetzt::ADV,ഇപ്പോൾ,nyt
697,heute::ADV,ഇന്ന്,tänään
698,morgen::ADV,നാളെ,huomenna
699,bald::ADV,ഉടനെ,pian
700,dann::ADV,അപ്പോൾ,sitten
701,gestern::ADV,ഇന്നലെ,eilen
702,einst::ADV,പണ്ടൊരിക്കല്,aikanaan
703,damals::ADV,അപ്പോൾ,silloin
704,damals::ADV,അപ്പോൾ,siihen aikaan
705,danach::ADV,പിന്നീട്,sen jälkeen
706,vorher::ADV,മുൻപ്,ennen
707,zuerst::ADV,ആദ്യം,ensin
708,zuerst::ADV,ആദ്യം,ensiksi
709,einmal::ADV,ഒരിക്കൽ,kerran
710,manchmal::ADV,ചിലപ്പോൾ,joskus
711,oft::ADV,പലപ്പോഴും,usein
712,immer::ADV,എപ്പോഴും,aina
713,niemals::ADV,ഒരിക്കലും,ei koskaan
714,hier::ADV,ഇവിടെ,tässä
715,hier::ADV,ഇവിടെ,täällä
716,hierhin::ADV,ഇവിടേക്ക്,tähän
717,von hier::ADV,ഇവിടെനിന്ന്,tästä
718,von hier::ADV,ഇവിടെനിന്ന്,täältä
719,dort::ADV,അവിടെ,siinä
720,dort::ADV,അവിടെ,siellä
721,dorthin::ADV,അവിടേക്ക്,sinne
722,dorthin::ADV,അവിടേക്ക്,tuonne
723,geradeaus::ADV,മുമ്പിൽ,suoraan
724,geradeaus::ADV,മുമന്നോട്ട്,suoraan
725,vorwärts::ADV,മുന്നോട്ട്,eteenpäin
726,rückwärts::ADV,തലതിരിച്ച്,taaksepäin
727,zurück::ADV,പുറകിലേക്ക്,takaisin
728,unten::ADV,താഴെ,alhaalla
729,hinab::ADV,താഴേക്ക്,alas
730,oben::ADV,മുകളിൽ,ylhäällä
731,hinauf::ADV,മുകളിൽ,ylös
732,überall::ADV,എല്ലായിടത്തും,kaikkialla
733,nicht::ADV,ഇല്ല,ei
734,ein wenig::ADV,കുറച്ച്,vähän
735,kaum::ADV,കഷ്ടിച്ച്,tuskin
736,sehr::ADV,വളരെ,kovin
737,sehr::ADV,വളരെ,oikein
738,so::ADV,അങ്ങനെ,näin
739,noch::ADV,ഇപ്പോഴും,vielä
740,nur::ADV,മാത്രം,vain
741,nur::ADV,മാത്രം,ainoastaan
742,schon::ADV,നേരത്തേ തന്നെ,jo
743,wieder::ADV,വീണ്ടും,taas
744,wieder::ADV,വീണ്ടും,jälleen
745,vergebens::ADV,വിഫല,turhaan
746,vor::PRP,മുമ്പിൽ,edessä
747,hinter::PRP,പുറകിൽ,takana
748,unter::PRP,കീഴിൽ,alla
749,durch::PRP,ഉള്ളിലൂടെ,läpi
750,durch::PRP,ഉള്ളിലൂടെ,kautta
751,neben::PRP,അടുത്ത്,vieressä
752,zwischen::PRP,ഇടയ്ക്ക്,välillä
753,wegen::PRP,നിമിത്തം,takia
754,wegen::PRP,നിമിത്തം,vuoksi
755,dies::PRN,ഇത്,tämä
756,das::PRN,അത്,se
757,alles::PRN,എല്ലാം,kaikki
758,ich::PRN,ഞാൻ,minä
759,du::PRN,നിങ്ങൾ,sinä
760,er::PRN,അദ്ദേഹം,hän
761,er::PRN,അയാൾ,hän
762,er::PRN,അവൻ,hän
763,er::PRN,അവർ,hän
764,er::PRN,അവൾ,hän
765,wir::PRN,നമ്മൾ,me
766,ihr::PRN,നിങ്ങൾ,te
767,sie::PRN,അവർ,he
768,was::FPRN,എന്ത്,mikä
769,wer::FPRN,ആര്,ken
770,wer::FPRN,ആര്,kuka
771,wo::FADV,എവിടെ,missä
772,wohin::FADV,എവിടേക്ക്,mihin
773,wie::FADV,എങ്ങനെ,miten
774,wie::FADV,എങ്ങനെ,kuinka
775,warum::FADV,എന്തുകൊണ്ട്,miksi
776,wieviel::FNUM,എത്ര,paljonko
777,wieviel::FNUM,എത്ര,kuinka paljon
778,eins::NUM,ഒന്ന്,yksi
779,zwei::NUM,രണ്ട്,kaksi
780,drei::NUM,മൂന്ന്,kolme
781,vier::NUM,നാല്,neljä
782,fünf::NUM,അഞ്ച്,viisi
783,sechs::NUM,ആറ്,kuusi
784,sieben::NUM,ഏഴ്,seitsemän
785,acht::NUM,എട്ട്,kahdeksan
786,neun::NUM,ഒമ്പത്,yhdeksän
787,zehn::NUM,പത്ത്,kymmenen
788,elf::NUM,പതിനൊന്ന്,yksitoista
789,zwölf::NUM,പന്ത്രണ്ട്,kaksitoista
790,zwanzig::NUM,ഇരുപത്,kaksikymmentä
791,dreißig::NUM,മുപ്പത്,kolmekymmentä
792,vierzig::NUM,നാൽപ്പത്,neljäkymmentä
793,fünfzig::NUM,അൻപത്,viisikymmentä
794,sechzig::NUM,അറുപത്,kuusikymmentä
795,siebzig::NUM,എഴുപത്,seitsemänkymmentä
796,achtzig::NUM,എൺപത്,kahdeksankymmentä
797,neunzig::NUM,തൊണ്ണൂറ്,yhdeksänkymmentä
798,hundert::NUM,നൂറ്,sata
799,tausend::NUM,ആയിരം,tuhat
800,und::CNJ,ഉം,ja
801,oder::CNJ,അഥവാ,tai
802,stehen::V,നിൽക്കുക,seisoa
803,sitzen::V,ഇരിക്കുക,istua
804,liegen::V,കിടക്കുക,maata
805,hängen::V,തൂങ്ങുക,riippua
806,werden::V,ആയിത്തീരുക,tulla
807,werden::V,ആയിത്തീരുക,joutua
808,passieren::V,സംഭവിക്കുക,sattua
809,passieren::V,സംഭവിക്കുക,tapahtua
810,beginnen::V,ആരംഭിക്കുക,alkaa
811,enden::V,അവസാനിപ്പിക്കുക,loppua
812,enden::V,അവസാനിപ്പിക്കുക,päättyä
813,wechseln::V,മാറ്റുക,vaihtua
814,wechseln::V,മാറ്റുക,vaihdella
815,aufgehen[Sonne]::V,ഉയരുക,nousta
816,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,laskea
817,scheinen[Sonne]::V,പ്രകാശിക്കുക,paistaa
818,donnern::V,ഇടിവെട്ടുക,jyristä
819,wehen::V,വീശുക,tuulla
820,wehen::V,വീശുക,puhaltaa
821,strömen::V,ഒഴുകുക,virrata
822,fließen::V,ഒഴുകുക,valua
823,fließen::V,ഒഴുകുക,juosta
824,sich drehen::V,ചുറ്റുക,pyöriä
825,sich drehen::V,കറക്കുക,pyöriä
826,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,horjua
827,schwingen::V,ആടുക,heilua
828,schwingen::V,ആടുക,värähdellä
829,fallen::V,വീഴുക,pudota
830,fallen::V,വീഴുക,langeta
831,brennen::V,കത്തുക,palaa
832,rauchen::V,പുകയുക,savuta
833,regnen::V,മഴ_പെയ്യുക,sataa
834,gefrieren::V,തണത്ത്_മരവിക്കുക,jäätyä
835,tauen::V,അലിയുക,sulaa
836,schmelzen::V,ഉരുകുക,sulaa
837,trocknen::V,വരളുക,kuivua
838,sieden::V,തിളപ്പിക്കുക,kiehua
839,faulen::V,ചീയുക,mädätä
840,verfaulen::V,അഴുകുക,mädätä
841,verfaulen::V,അഴുകുക,mädäntyä
842,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,revetä
843,versinken::V,മുക്കുക,upota
844,versinken::V,മുക്കുക,vajota
845,vergehen::V,കടന്നുപോകുക,kulua
846,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,ilmestyä
847,verschwinden::V,അദൃശ്യമാകുക,kadota
848,sinken::V,താഴുക,vajota
849,abnehmen::V,കുറിയുക,vähetä
850,zunehmen::V,വർദ്ധിക്കുക,kasvaa
851,zunehmen::V,വർദ്ധിക്കുക,lisääntyä
852,steigen::V,ഉയരുക,nousta
853,wachsen::V,വളരുക,kasvaa
854,glänzen::V,മിന്നുക,kiiltää
855,funkeln::V,തിളങ്ങുക,kipinöidä
856,lärmen::V,ശബ്ദമുണ്ടാക്കുക,meluta
857,läuten::V,മണിമുഴങ്ങുക,soida
858,klingeln::V,ചിലമ്പുക,soida
859,klirren::V,കിലുക്കുക,kalista
860,brausen::V,മുഴങ്ങുക,kohista
861,rauschen::V,അനങ്ങുക,kohista
862,klingen::V,മുഴക്കുക,soida
863,bellen::V,കുരയ്ക്കുക,haukkua
864,heulen::V,ഓരിയിടുക,ulvoa
865,blasen::V,ഊതുക,puhaltaa
866,pfeifen::V,വിസിലടിക്കുക,viheltää
867,schreien::V,ആക്രോശിക്കുക,kirkua
868,stöhnen::V,അരക്കം,voihkia
869,stöhnen::V,ആർത്തനാദം,voihkia
870,zittern::V,വിറയ്ക്കുക,vapista
871,leben::V,താമസിക്കുക,elää
872,geboren werden::V,ജനിക്കുക,syntyä
873,atmen::V,ശ്വസിക്കുക,hengittää
874,trinken::V,കുടിക്കുക,juoda
875,essen::V,കഴിക്കുക,syödä
876,schlucken::V,വിഴുങ്ങുക,niellä
877,müde werden::V,ക്ഷീണിക്കുക,uupua
878,einschlafen::V,നിദ്രിക്കുക,uinahtaa
879,schlafen::V,ഉറങ്ങുക,maata
880,schlafen::V,ഉറങ്ങുക,nukkua
881,aufwachen::V,ഉണരുക,herätä
882,aufstehen::V,എഴുന്നേൽക്കുക,nousta
883,aufstehen::V,എഴുന്നേൽക്കുക,nousta ylös
884,sich erholen::V,വിശ്രമിക്കുക,levätä
885,krank werden::V,ദീനംപിടിക്കുക,sairastua
886,krank sein::V,രോഗികളാകുക,potea
887,krank sein::V,രോഗികളാകുക,sairastaa
888,schmerzen::V,വേദനിക്കുക,särkeä
889,schmerzen::V,വേദനിക്കുക,kivistää
890,husten::V,ചുമയ്ക്കുക,yskiä
891,genesen::V,സുഖപ്പെടുക,toipua
892,sterben::V,മരിക്കുക,kuolla
893,umkommen::V,മരിക്കുക,saada surmansa
894,umkommen::V,മരിക്കുക,kuolla
895,sich bewegen::V,സ്ഥലം_മാറുക,liikkua
896,sich rühren::V,ചലിക്കുക,liikahtaa
897,sich erheben::V,നിൽക്കുക,nousta
898,sich setzen::V,ഇരിക്കുക,istuutua
899,hinfallen::V,വീഴുക,kaatua
900,laufen::V,നടക്കുക,kävellä
901,schreiten::V,നടക്കുക,astua
902,schreiten::V,നടക്കുക,astella
903,spazierengehen::V,ഉലാത്തുക,kävellä
904,eilen::V,പാഞ്ഞെത്തുക,kiirehtiä
905,sich beeilen::V,തിരിക്കുകൂട്ടുക,kiirehtiä
906,sich beeilen::V,തിരിക്കുകൂട്ടുക,olla kiireissään
907,sich beeilen::V,തിടുക്കം_കാട്ടുക,kiirehtiä
908,sich beeilen::V,തിടുക്കം_കാട്ടുക,olla kiireissään
909,sausen::V,കുതിക്കുക,rynnätä
910,sausen::V,കുതിക്കുക,viilettää
911,rennen::V,ഓടുക,juosta
912,springen::V,ചാടുക,hypätä
913,klettern::V,കയറുക,kiivetä
914,schaukeln::V,ഇളകുക,kiikkua
915,kriechen::V,പതുങ്ങികയറുക,ryömiä
916,schwimmen::V,നീന്തുക,uida
917,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,sukeltaa
918,rudern::V,തുഴയുക,soutaa
919,fahren::V,വാഹനം ഓടിക്കുക,ajaa
920,fahren::V,വാഹനം ഓടിക്കുക,kulkea
921,fliegen::V,പറക്കുക,lentää
922,gehen::V,പോകുക,käydä
923,weggehen::V,വിടുക,lähteä
924,weggehen::V,വിടുക,poistua
925,abfahren::V,പുറപ്പെടുക,lähteä
926,anhalten::V,നിർത്തുക,pysähtyä
927,anhalten::V,നിർത്തുക,seisahtua
928,hineingehen::V,പ്രവേശിക്കുക,mennä sisään
929,eintreten::V,പ്രവേശിക്കുക,astua sisään
930,kommen::V,വരുക,tulla
931,ankommen::V,എത്തിച്ചേരുക,saapua
932,zurückkommen::V,തിരിച്ചു വരുക,palata
933,bleiben::V,തുടരുക,jäädä
934,bleiben::V,തുടരുക,viipyä
935,warten::V,കാത്തിരിക്കുക,odottaa
936,erwarten::V,പ്രതീക്ഷിക്കുക,odottaa
937,suchen::V,തിരയുക,etsiä
938,finden::V,കണ്ടെത്തുക,löytää
939,versuchen::V,ശ്രമിക്കുക,yrittää
940,vorbereiten::V,തയ്യാറെടുക്കുക,valmistaa
941,lieben::V,സ്നേഹിക്കുക,pitää
942,lieben::V,സ്നേഹിക്കുക,rakastaa
943,mögen::V,ഇഷ്ടപ്പെടുക,pitää
944,mögen::V,ഇഷ്ടപ്പെടുക,tykätä
945,lachen::V,ചിരിക്കുക,nauraa
946,rühren::V,ഹൃദയം സ്പർശിക്കുക,liikuttaa
947,weinen::V,തേങ്ങുക,itkeä
948,schimpfen::V,പിറുപിറുക്കുക,haukkua
949,sich ärgern::V,കോപിക്കുക,suuttua
950,sich fürchten::V,പേടിക്കുക,pelätä
951,fürchten::V,പേടിക്കുക,pelätä
952,fliehen::V,രക്ഷപ്പെടുക,paeta
953,flüchten::V,രക്ഷപ്പെടുക,paeta
954,sehen::V,കാണുക,nähdä
955,anschauen::V,നോക്കുക,katsoa
956,ansehen::V,നോക്കുക,katsoa
957,hören::V,കേൾക്കുക,kuulla
958,zuhören::V,ശ്രദ്ധിക്കുക,kuunnella
959,probieren::V,രുചിയുള്ളതായി_തോന്നുക,maistaa
960,riechen::V,മണത്തു_നോക്കുക,haistaa
961,fühlen::V,സ്പർശിച്ചറിയുക,tuntea
962,scheinen::V,കാണപ്പെടുക,tuntua
963,zu sehen sein::V,വെളിച്ചപ്പെടുക,näkyä
964,vernehmen::V,കേൾക്കുക,kuulla
965,frieren::V,വിറയ്ക്കുക,palella
966,tun::V,ചെയ്യുക,tehdä
967,können::V,കഴിയുക,osata
968,wollen::V,വേണുക,tahtoa
969,anfangen::V,തുടങ്ങുക,ruveta
970,anfangen::V,തുടങ്ങുക,aloittaa
971,beenden::V,പൂർത്തിയാക്കുക,lopettaa
972,aufhören::V,നിർത്തുക,loppua
973,gelingen::V,വിജയിക്കുക,onnistua
974,geraten::V,പരിണമിക്കുക,sujua
975,geraten::V,പരിണമിക്കുക,joutua
976,öffnen::V,തുറക്കുക,avata
977,öffnen::V,തുറക്കുക,aukaista
978,schließen::V,അടയ്ക്കുക,sulkea
979,stellen::V,വയ്ക്കുക,panna
980,stellen::V,വയ്ക്കുക,asettaa
981,setzen::V,വയ്ക്കുക,panna
982,setzen::V,വയ്ക്കുക,istuttaa
983,legen::V,ഇടുക,panna
984,legen::V,ഇടുക,asettaa
985,berühren::V,തൊടുക,koskea
986,berühren::V,തൊടുക,koskettaa
987,verbinden::V,ഘടിപ്പിക്കുക,liittää
988,verbinden::V,ഘടിപ്പിക്കുക,yhdistää
989,bedecken::V,മുടുക,kattaa
990,bedecken::V,മുടുക,peittää
991,aufhängen::V,കെട്ടിതൂക്കുക,ripustaa
992,anzünden::V,കത്തിക്കുക,sytyttää
993,aufheben::V,പെറുക്കിയെടുക്കുക,ylös nostaa
994,aufheben::V,പെറുക്കിയെടുക്കുക,nostaa
995,zurücklassen::V,വച്ചുപോരുക,jättää
996,verlieren::V,നഷ്ടപ്പെടുക,kadottaa
997,fallen lassen::V,വീഴ്ത്തുക,pudottaa
998,machen::V,ഉണ്ടാക്കുക,tehdä
999,herstellen::V,ഉൽപാദിപ്പിക്കുക,tuottaa
1000,herstellen::V,ഉൽപാദിപ്പിക്കുക,valmistaa
1001,bauen::V,നിർമ്മിക്കുക,rakentaa
1002,reparieren::V,നന്നാക്കുക,korjata
1003,verbessern::V,മെച്ചപ്പെടുക,parantaa
1004,ändern::V,മാറ്റംവരുത്തുക,muuttaa
1005,graben::V,കുഴിക്കുക,kaivaa
1006,beugen::V,വണങ്ങുക,taivuttaa
1007,biegen::V,കുനിയുക,taivuttaa
1008,drehen::V,തിരിക്കുക,kääntää
1009,wenden::V,തിരിയുക,kääntää
1010,umdrehen::V,തിരിയുക,kääntää
1011,heben::V,ഉയർത്തുക,nostaa
1012,heben::V,ഉയർത്തുക,kohottaa
1013,hochheben::V,ഉയർത്തുക,nostaa
1014,ergreifen::V,ബലമായി_പിടിക്കുക,tarttua
1015,halten::V,പിടിക്കുക,pitää
1016,drücken::V,അമർത്തുക,painaa
1017,drücken::V,അമർത്തുക,puristaa
1018,schieben::V,തള്ളുക,työntää
1019,kratzen::V,ചുരണ്ടുക,raapia
1020,lecken::V,നക്കുക,nuolla
1021,beißen::V,കടിക്കുക,purra
1022,abreißen::V,കീറിക്കളയുക,repiä
1023,abschneiden::V,മുറിച്ചുമാറ്റുക,leikata poikki
1024,abschneiden::V,മുറിച്ചുമാറ്റുക,leikata
1025,binden::V,കെട്ടുക,sitoa
1026,stecken::V,തുളയ്ക്കുക,pistää
1027,brechen::V,ഉടയുക,murtaa
1028,klopfen::V,തട്ടുക,koputtaa
1029,klopfen::V,തട്ടുക,kolkuttaa
1030,hauen::V,അടിക്കുക,lyödä
1031,kleben::V,ഒട്ടിക്കുക,liimata
1032,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,hieroa
1033,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,hangata
1034,streichen::V,പടർത്തുക,sivellä
1035,schleifen::V,പൊടിക്കുക,hioa
1036,schneiden::V,മുറിക്കുക,leikata
1037,rütteln::V,മുട്ടുക,ravistaa
1038,schütteln::V,കുലുക്കുക,pudistaa
1039,schwenken::V,ആടുക,heiluttaa
1040,schütten::V,ഒഴിക്കുക,kaataa
1041,füllen::V,നിറയ്ക്കുക,täyttää
1042,einwickeln::V,പൊതിയുക,kääriä
1043,tragen::V,വഹിക്കുക,kantaa
1044,schleppen::V,വലിച്ചിഴയ്ക്കുക,raahata
1045,ziehen::V,വലിക്കുക,vetää
1046,aufbewahren::V,വയ്ക്കുക,säilyttää
1047,werfen::V,എറിയുക,viskata
1048,fangen::V,പിടിക്കുക,napata
1049,fangen::V,പിടിക്കുക,ottaa kiinni
1050,packen::V,തട്ടിപ്പറിക്കുക,tarttua
1051,verstecken::V,മറയ്ക്കുക,kätkeä
1052,verstecken::V,മറയ്ക്കുക,piilottaa
1053,teilen::V,വിഭജിക്കുക,jakaa
1054,schicken::V,അയയ്ക്കുക,lähettää
1055,bringen::V,കൊണ്ടുവരുക,viedä
1056,hinzufügen::V,കൂട്ടുക,lisätä
1057,bekommen::V,കിട്ടുക,saada
1058,erhalten::V,സ്വീകരിക്കുക,saada
1059,nehmen::V,എടുക്കുക,ottaa
1060,wählen::V,തിരഞ്ഞെടുക്കുക,valita
1061,auswählen::V,തിരഞ്ഞെടുക്കുക,valikoida
1062,bewahren::V,പുലർത്തുക,säilyttää
1063,behindern::V,തടയിടുക,estää
1064,verderben::V,നശിപ്പിക്കുക,pilata
1065,verderben::V,നശിപ്പിക്കുക,turmella
1066,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,vioittaa
1067,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,vahingoittaa
1068,zerbrechen::V,ഉടയുക,rikkoa
1069,zerreißen::V,കീറുക,repiä rikki
1070,zerreißen::V,കീറുക,repiä palasiksi
1071,zerstören::V,നശിപ്പിക്കുക,hävittää
1072,verbrennen::V,കത്തിനശിക്കുക,polttaa
1073,verbrennen::V,കത്തിച്ചുകളയുക,polttaa
1074,geben::V,കൊടുക്കുക,antaa
1075,geben::V,തരുക,antaa
1076,reichen::V,കൈമാറുക,ojentaa
1077,schenken::V,സമ്മാനം കൊടുക്കുക,lahjoittaa
1078,versprechen::V,വാഗ്ദാനം_നൽകുക,luvata
1079,wünschen::V,ആഗ്രഹിക്കുക,toivottaa
1080,loben::V,പുകഴ്ത്തുക,ylistää
1081,küssen::V,ഉമ്മവയ്ക്കുക,suudella
1082,wiegen::V,ഇളകുക,tuudittaa
1083,wiegen::V,ഇളകുക,keinuttaa
1084,zudecken::V,മുടുക,peittää
1085,wecken::V,ഉണർത്തുക,herättää
1086,zeigen::V,കാണിക്കുക,näyttää
1087,zeigen::V,കാണിക്കുക,osoittaa
1088,führen::V,നടത്തുക,johdattaa
1089,lehren::V,പഠിപ്പിക്കുക,opettaa
1090,unterrichten::V,പരിശീലിപ്പിക്കുക,opettaa
1091,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,kasvattaa
1092,leiten::V,നയിക്കുക,johtaa
1093,antreiben::V,പ്രേരിപ്പിക്കുക,hoputtaa
1094,lassen::V,അനുവദിക്കുക,antaa
1095,einladen::V,ക്ഷണിക്കുക,kutsua
1096,vereinigen::V,കൂടിച്ചേരുക,yhdistää
1097,besuchen::V,സന്ദർശിക്കുക,vierailla
1098,treffen::V,തമ്മിൽ കാണുക,tavata
1099,sich versammeln::V,സംയോജിപ്പിക്കുക,kokoontua
1100,spielen::V,കളിക്കുക,pelata
1101,spielen::V,കളിക്കുക,leikkiä
1102,singen::V,പാടുക,laulaa
1103,tanzen::V,നൃത്തം ചെയ്യുക,tanssia
1104,sich trennen::V,നേർപെടുത്തുക,erota
1105,verlassen::V,പിൻവാങ്ങുക,jättää
1106,retten::V,രക്ഷിക്കുക,pelastaa
1107,bewachen::V,കാവൽനിൽക്കുക,vartioida
1108,schützen::V,പരിരക്ഷിക്കുക,suojella
1109,verteidigen::V,പ്രതിരോധിക്കുക,puolustaa
1110,sich schlagen::V,കലഹിക്കുക,tapella
1111,schießen::V,വെടിവെക്കുക,ampua
1112,siegen::V,വിജയിക്കുക,voittaa
1113,ärgern::V,വിഷമിപ്പിക്കുക,ärsyttää
1114,schlagen::V,അടിക്കുക,lyödä
1115,treten::V,തൊഴിക്കുക,potkaista
1116,stechen::V,കുത്തുക,pistää
1117,stoßen::V,തള്ളുക,sysätä
1118,stoßen::V,തള്ളുക,työntää
1119,stehlen::V,മോഷ്ടിക്കുക,varastaa
1120,stören::V,ശല്യപ്പെടുത്തുക,häiritä
1121,belästigen::V,മെനക്കെടുക,häiritä
1122,verbergen::V,മറയ്ക്കുക,kätkeä
1123,verbergen::V,ഒളിക്കുക,kätkeä
1124,täuschen::V,കബളിപ്പിക്കുക,harhauttaa
1125,betrügen::V,ചതിക്കുക,pettää
1126,betrügen::V,ചതിക്കുക,petkuttaa
1127,töten::V,കൊല്ലുക,tappaa
1128,wohnen::V,താമസിക്കുക,asua
1129,arbeiten::V,ജോലിചെയ്യുക,tehdä työtä
1130,arbeiten::V,ജോലിചെയ്യുക,työskennellä
1131,sammeln::V,സഞ്ചയിക്കുക,koota
1132,sammeln::V,സഞ്ചയിക്കുക,kerätä
1133,pflücken::V,പറിച്ചെടുക്കുക,poimia
1134,jagen::V,വേട്ടയാടുക,metsästää
1135,fischen::V,മീൻ പിടിക്കുക,kalastaa
1136,fassen::V,പിടിക്കുക,pyydystää
1137,fassen::V,പിടിക്കുക,saalistaa
1138,hüten::V,ചേർക്കുക,paimentaa
1139,treiben::V,വാഹനം_ഓടിക്കുക,ajaa
1140,anbinden::V,കെട്ടിയിടുക,kytkeä
1141,füttern::V,തീറ്റുക,ruokkia
1142,melken::V,പാലുകറക്കുക,lypsää
1143,hacken::V,വെട്ടിമുറിക്കുക,hakata
1144,gießen::V,നനയ്ക്കുക,kastella
1145,reifen::V,പാകമാകുക,kypsyä
1146,zubereiten::V,പാചകം_ചെയ്യുക,valmistaa
1147,kochen::V,വേവിക്കുക,keittää
1148,backen::V,ബേക്ക് ചെയ്യുക,leipoa
1149,braten::V,പോരിക്കുക,paistaa
1150,umrühren::V,ഇളക്കുക,hämmentää
1151,stricken::V,മെടയുക,kutoa
1152,stricken::V,മെടയുക,neuloa
1153,nähen::V,തുന്നുക,ommella
1154,färben::V,ചായം പൂശുക,värjätä
1155,färben::V,ചായം പൂശുക,värittää
1156,reinigen::V,വൃത്തിയാക്കുക,puhdistaa
1157,waschen::V,കഴുകുക,pestä
1158,abwischen::V,തുടയ്ക്കുക,pyyhkiä
1159,spülen::V,കഴുകുക,huuhtoa
1160,fegen::V,അടിച്ചുവാരുക,pyyhkäistä
1161,kehren::V,അടിച്ചുവാരുക,lakaista
1162,baden::V,നീന്തിത്തുടിക്കുക,kylpeä
1163,sich waschen::V,കഴുകുക,peseytyä
1164,ausziehen::V,ഇഴുക്കുക,riisua
1165,anziehen::V,ഉടുക്കുക,pukea ylleen
1166,sich anziehen::V,ധരിച്ച നേടുകയുക,pukeutua
1167,kämmen::V,മുടിചീകുക,kammata
1168,schmücken::V,അലങ്കരിക്കുക,koristaa
1169,schmücken::V,അലങ്കരിക്കുക,kaunistaa
1170,sagen::V,പറയുക,sanoa
1171,sprechen::V,സംസാരിക്കുക,puhua
1172,reden::V,സംസാരിക്കുക,keskustella
1173,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,jutella
1174,fragen::V,ചോദിക്കുക,kysyä
1175,bitten::V,അപേക്ഷിക്കുക,pyytää
1176,erzählen::V,പറയുക,kertoa
1177,mitteilen::V,അറിയിക്കുക,ilmoittaa
1178,nennen::V,പേരിടുക,kutsua
1179,nennen::V,പേരിടുക,nimittää
1180,rufen::V,വിളിക്കുക,kutsua
1181,prahlen::V,പൊങ്ങച്ചം പറയുക,kerskailla
1182,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,kääntää
1183,denken::V,ചിന്തിക്കുക,miettiä
1184,denken::V,ചിന്തിക്കുക,ajatella
1185,glauben::V,വിശ്വസിക്കുക,uskoa
1186,bemerken::V,ശ്രദ്ധിക്കുക,huomata
