,Concept_ID,da,sah
789,wehen::V,blæse,үр
790,strömen::V,strømme,кутулун
791,fließen::V,flyde,сүүр
792,sich drehen::V,dreje sig,эргий
793,schwanken::V,vakle,биэтэҥнээ
794,schwingen::V,svinge,эйэҥнээ
795,fallen::V,falde,оҕут
796,brennen::V,brænde,умай
797,rauchen::V,ryge,буруолаа
798,regnen::V,regne,самыырдаа
799,gefrieren::V,fryse,тоҥ
800,tauen::V,tø,ир
801,schmelzen::V,smelte,уулун
802,trocknen::V,tørre,куур
803,sieden::V,koge,оргуй
804,faulen::V,rådne,сытый
805,verfaulen::V,rådne,сытыйан_хаал
806,reißen::V,briste,хайыт
807,reißen::V,briste,быһытталан
808,versinken::V,synke,тимир
809,versinken::V,synke,батылын
810,versinken::V,synke ned,тимир
811,versinken::V,synke ned,батылын
812,vergehen::V,forløbe,дьай
813,erscheinen::V,vise sig,көһүн
814,verschwinden::V,forsvinde,сүт
815,sinken::V,synke,намтаа
816,abnehmen::V,aftage,аччаа
817,zunehmen::V,tiltage,элбээ
818,steigen::V,stige,үрдээ
819,wachsen::V,gro,үүн
820,wachsen::V,vokse,үүн
821,glänzen::V,glinse,кылбай
822,funkeln::V,tindre,күлүмнээ
823,funkeln::V,tindre,күлүмүрдээ
824,lärmen::V,larme,тыаһаа
825,läuten::V,ringe,собуоннаа
826,klingeln::V,ringe,линкинээ
827,klirren::V,klirre,айгырат
828,brausen::V,bruse,сирилээ
829,rauschen::V,suse,суугунаа
830,klingen::V,lyde,доргуй
831,klingen::V,klinge,доргуй
832,bellen::V,gø,үр
833,heulen::V,hyle,улуй
834,blasen::V,blæse,үр
835,pfeifen::V,fløjte,иһиир
836,schreien::V,skrige,кылан
837,schreien::V,skrige,хаһыытаа
838,stöhnen::V,stønne,ынчыктаа
839,zittern::V,dirre,титирээ
840,zittern::V,dirre,дьигиһий
841,zittern::V,skælve,титирээ
842,zittern::V,skælve,дьигиһий
843,leben::V,leve,олор
844,geboren werden::V,fødes,төрөө
845,atmen::V,ånde,тыын
846,trinken::V,drikke,ис
847,essen::V,spise,аһаа
848,schlucken::V,synke,ыйыһын
849,müde werden::V,blive træt,сылай
850,einschlafen::V,falde i søvn,утуйан хаал
851,schlafen::V,sove,утуй
852,schlafen::V,sove,утуйа сыт
853,aufwachen::V,vågne,уһугун
854,aufstehen::V,stå op,тур
855,sich erholen::V,komme sig,сынньан
856,krank werden::V,blive syg,ыарый
857,krank sein::V,være syg,ыарый
858,krank sein::V,være syg,ыарыт
859,schmerzen::V,smerte,ыарыт
860,husten::V,hoste,сөтөлүн
861,genesen::V,komme sig,көн
862,sterben::V,dø,өл
863,umkommen::V,omkomme,өл
864,umkommen::V,omkomme,оҕут
865,sich bewegen::V,bevæge sig,хамсаа
866,sich rühren::V,røre på sig,хамсаа
867,sich erheben::V,rejse sig,тур
868,sich setzen::V,sætte sig,олор
869,laufen::V,løbe,хаам
870,schreiten::V,skride,атыллаа
871,spazierengehen::V,gå en tur,дьаарбай
872,eilen::V,ile,тиэтэй
873,sich beeilen::V,skynde sig,ыксаа
874,sausen::V,suse,элээр
875,rennen::V,løbe,сүүрэкэлээ
876,rennen::V,rende,сүүрэкэлээ
877,springen::V,hoppe,ой
878,springen::V,hoppe,ыстан
879,springen::V,springe,ой
880,springen::V,springe,ыстан
881,klettern::V,klatre,ытын
882,schaukeln::V,gynge,эйэҥнээ
883,schaukeln::V,gynge,биэрэҥнээ
884,kriechen::V,krybe,сыыл
885,schwimmen::V,svømme,уһун
886,schwimmen::V,svømme,харбаа
887,tauchen::V,dykke,умус
888,rudern::V,ro,эрт
889,fahren::V,køre,айаннаа
890,fliegen::V,flyve,көт
891,gehen::V,gå,бар
892,weggehen::V,gå bort,бар
893,abfahren::V,køre bort,бар
894,anhalten::V,standse,тохтоо
895,hineingehen::V,gå ind,киир
896,eintreten::V,træde ind,киир
897,kommen::V,komme,кэл
898,ankommen::V,ankomme,кэл
899,ankommen::V,ankomme,тиий
900,zurückkommen::V,komme tilbage,төнүн
901,bleiben::V,blive,хаал
902,bleiben::V,forblive,хаал
903,warten::V,vente,көһүт
904,erwarten::V,vente,күүт
905,erwarten::V,vente,көһүт
906,erwarten::V,afvente,күүт
907,erwarten::V,afvente,көһүт
908,suchen::V,søge,ирдээ
909,suchen::V,søge,көрдөө
910,finden::V,finde,бул
911,versuchen::V,forsøge,сорун
912,vorbereiten::V,forberede,бэлэмнээ
913,lieben::V,elske,таптаа
914,mögen::V,holde af,сөбүл
915,mögen::V,kunne lide,сөбүл
916,lachen::V,le,күл
917,rühren::V,røre,долгут
918,weinen::V,græde,ытаа
919,schimpfen::V,skænde,үөҕүс
920,sich ärgern::V,ærgre sig,кыыһыр
921,sich ärgern::V,ærgre sig,кыйахан
922,sich fürchten::V,være bange,куттан
923,sich fürchten::V,være bange,дьиксин
924,fürchten::V,være bange for,дьиксин
925,fürchten::V,være bange for,куттан
926,fliehen::V,flygte,күрээ
927,flüchten::V,flygte,күрээ
928,sehen::V,se,көр
929,anschauen::V,se på,көр
930,anschauen::V,betragte,көр
931,ansehen::V,anse,көр
932,hören::V,høre,бил
933,hören::V,høre,иһит
934,zuhören::V,høre til,иһит
935,probieren::V,smage,боруобалаан көр
936,probieren::V,smage,амсайан көр
937,probieren::V,smage på,боруобалаан көр
938,probieren::V,smage på,амсайан көр
939,riechen::V,lugte,сытырҕаа
940,fühlen::V,føle,бил
941,scheinen::V,synes,көһүн
942,zu sehen sein::V,synes,көһүн
943,vernehmen::V,erfare,иһит
944,frieren::V,fryse,тоҥ
945,frieren::V,fryse,үлүй
946,tun::V,gøre,гын
947,können::V,kunne,кыай
948,wollen::V,ville,баҕар
949,anfangen::V,begynde,саҕалаа
950,beenden::V,afslutte,бүтэр
951,aufhören::V,ophøre,уурай
952,aufhören::V,holde op,уурай
953,gelingen::V,lykkes,сатан
954,geraten::V,blive,баар буолан биэр
955,geraten::V,blive,баар буола тус
956,geraten::V,blive,буолан таҕыс
957,öffnen::V,åbne,ас
958,schließen::V,lukke,сап
959,schließen::V,lukke,хатаа
960,stellen::V,stille,уур
961,stellen::V,stille,туруор
962,setzen::V,sætte,туруор
963,setzen::V,sætte,уур
964,legen::V,lægge,уур
965,berühren::V,berøre,тыыт
966,berühren::V,berøre,таарый
967,verbinden::V,forbinde,кэлгий
968,bedecken::V,dække,бүрүй
969,bedecken::V,bedække,бүрүй
970,aufhängen::V,hænge,ыйаа
971,aufhängen::V,hænge op,ыйаа
972,anzünden::V,tænde,умат
973,anzünden::V,antænde,умат
974,aufheben::V,løfte,өрө тарт
975,aufheben::V,tage op,өрө тарт
976,zurücklassen::V,lade tilbage,бырах
977,verlieren::V,miste,сүтэр
978,fallen lassen::V,tabe,түһэр
979,fallen lassen::V,tabe,мүлчү тут
980,fallen lassen::V,droppe,түһэр
981,fallen lassen::V,droppe,мүлчү тут
982,machen::V,gøre,оҥор
983,machen::V,gøre,оҥоһун
984,herstellen::V,fremstille,оҥор
985,bauen::V,bygge,тут
986,reparieren::V,reparere,абырахтаа
987,verbessern::V,rette,тупсар
988,verbessern::V,forbedre,тупсар
989,ändern::V,ændre,уларыт
990,graben::V,grave,хас
991,beugen::V,bøje,бокут
992,beugen::V,bøje,токурут
993,beugen::V,bøje,бүк баттаа
994,biegen::V,bøje,иэх
995,biegen::V,bøje,өҕүлүннэр
996,drehen::V,dreje,эргит
997,drehen::V,dreje,эргичит
998,wenden::V,vende,эргилин
999,umdrehen::V,dreje om,түҥнэр
1000,heben::V,hæve,көтөх
1001,hochheben::V,løfte,таһаар
1002,ergreifen::V,gribe fat i,тут
1003,halten::V,holde,тут
1004,drücken::V,trykke,ык
1005,schieben::V,skyde,ас
1006,schieben::V,skubbe,ас
1007,kratzen::V,klø,кыһыы
1008,kratzen::V,kradse,кыһыы
1009,lecken::V,slikke,салаа
1010,beißen::V,bide,ытыр
1011,abreißen::V,rive af,быһа тарт
1012,abreißen::V,rive af,туура тарт
1013,abschneiden::V,skære af,быс
1014,abschneiden::V,skære af,быһан ыл
1015,abschneiden::V,skære af,быһа баттаа
1016,binden::V,binde,кэлгий
1017,stecken::V,stikke,батары ас
1018,brechen::V,brække,тоһут
1019,klopfen::V,banke,тоҥсуй
1020,hauen::V,hugge,оҕус
1021,kleben::V,klistre,силимнээ
1022,reiben::V,gnide,аал
1023,streichen::V,smøre,сыбаа
1024,schleifen::V,slibe,чочуй
1025,schneiden::V,skære,быс
1026,schneiden::V,klippe,быс
1027,rütteln::V,ruske,иэҕэҥнэт
1028,schütteln::V,ryste,сахсый
1029,schwenken::V,svinge,дайбаа
1030,schütten::V,hælde,кут
1031,füllen::V,fylde,толор
1032,einwickeln::V,pakke ind,суулаа
1033,tragen::V,bære,ит
1034,schleppen::V,slæbe,сос
1035,ziehen::V,trække,тарт
1036,aufbewahren::V,opbevare,уур
1037,aufbewahren::V,opbevare,харай
1038,werfen::V,kaste,бырах
1039,fangen::V,fange,хап
1040,packen::V,gribe,тут
1041,verstecken::V,gemme,саһыар
1042,teilen::V,dele,үллэр
1043,schicken::V,sende,ыыт
1044,bringen::V,bringe,аҕал
1045,hinzufügen::V,tilføje,эп
1046,bekommen::V,få,ыл
1047,bekommen::V,få,булун
1048,erhalten::V,få,ыл
1049,nehmen::V,tage,ыл
1050,wählen::V,vælge,быыбардаа
1051,auswählen::V,udvælge,тал
1052,bewahren::V,bevare,харай
1053,behindern::V,hindre,мэһэйдээ
1054,behindern::V,forhindre,мэһэйдээ
1055,verderben::V,ødelægge,буорту гын
1056,beschädigen::V,beskadige,алдьат
1057,zerbrechen::V,brække itu,үлтүрүт
1058,zerreißen::V,rive itu,хайыта тарт
1059,zerstören::V,ødelægge,алдьат
1060,verbrennen::V,brænde,уоттаа
1061,geben::V,give,биэр
1062,reichen::V,række,аҕал
1063,schenken::V,forære,бэлэхтээ
1064,versprechen::V,love,эрэннэр
1065,wünschen::V,ønske,баҕар
1066,loben::V,rose,хайҕаа
1067,küssen::V,kysse,уураа
1068,wiegen::V,vugge,бигээ
1069,zudecken::V,dække til,сап
1070,zudecken::V,dække til,бүрүй
1071,wecken::V,vække,уһугуннар
1072,zeigen::V,vise,көрдөр
1073,führen::V,føre,салай
1074,lehren::V,lære,үөрэт
1075,unterrichten::V,undervise,үөрэт
1076,aufziehen::V,opdrage,иит
1077,leiten::V,lede,салай
1078,antreiben::V,skynde på,кыһай
1079,lassen::V,få til at,күһэй
1080,einladen::V,indbyde,ыҥыр
1081,einladen::V,invitere,ыҥыр
1082,vereinigen::V,forene,холбоо
1083,vereinigen::V,forene,түм
1084,besuchen::V,besøge,сырыт
1085,besuchen::V,besøge,билсэ сырыт
1086,treffen::V,møde,көрүс
1087,sich versammeln::V,forsamles,мүһүн
1088,sich versammeln::V,forsamles,түмүс
1089,spielen::V,lege,оонньоо
1090,spielen::V,spille,оонньоо
1091,singen::V,synge,ыллаа
1092,tanzen::V,danse,үҥкүүлээ
1093,sich trennen::V,skilles,араҕыс
1094,verlassen::V,forlade,хааллар
1095,retten::V,redde,өрүһүй
1096,bewachen::V,bevogte,араҥаччылаа
1097,schützen::V,skærme,көмүскээ
1098,schützen::V,beskytte,көмүскээ
1099,verteidigen::V,forsvare,көмүскээ
1100,sich schlagen::V,slås,охсус
1101,schießen::V,skyde,ытыалаа
1102,siegen::V,sejre,хот
1103,siegen::V,sejre,кыай
1104,ärgern::V,ærgre,кыыһырт
1105,schlagen::V,slå,оҕус
1106,treten::V,sparke,тэп
1107,stechen::V,stikke,кэй
1108,stoßen::V,støde,кэп
1109,stoßen::V,støde,үтүрүй
1110,stehlen::V,stjæle,уор
1111,stören::V,forstyrre,мэһэйдээ
1112,belästigen::V,genere,батар
1113,belästigen::V,ulejlige,батар
1114,verbergen::V,skjule,кистээ
1115,täuschen::V,villede,албыннаа
1116,betrügen::V,bedrage,албыннаа
1117,töten::V,dræbe,өлөр
1118,wohnen::V,bo,олор
1119,arbeiten::V,arbejde,үлэлээ
1120,sammeln::V,samle,мус
1121,sammeln::V,samle,хомуй
1122,pflücken::V,plukke,үргээ
1123,jagen::V,jage,бултаа
1124,fischen::V,fiske,балыктаа
1125,fassen::V,fange,тут
1126,hüten::V,vogte,манаа
1127,treiben::V,drive,үүр
1128,anbinden::V,binde fast,баай
1129,füttern::V,fodre,аһат
1130,melken::V,malke,ыа
1131,hacken::V,hakke,кэрт
1132,gießen::V,hælde,сиигирт
1133,reifen::V,modne,бус
1134,zubereiten::V,tilberede,бэлэмнээ
1135,kochen::V,koge,буһар
1136,backen::V,bage,буһар
1137,braten::V,stege,хооруй
1138,braten::V,stege,ыһаарылаа
1139,braten::V,stege,соркуойдаа
1140,umrühren::V,røre om,былаа
1141,stricken::V,strikke,өр
1142,nähen::V,sy,иистэн
1143,färben::V,farve,кырааскалаа
1144,reinigen::V,rense,ыраастаа
1145,reinigen::V,gøre ren,ыраастаа
1146,waschen::V,vaske,сууй
1147,abwischen::V,tørre af,сот
1148,spülen::V,skylle,сайҕаа
1149,fegen::V,feje,сиппий
1150,kehren::V,feje,харбаа
1151,baden::V,bade,сөтүөлээ
1152,sich waschen::V,vaske sig,суун
1153,ausziehen::V,tage af,уһул
1154,anziehen::V,tage på,кэтэрт
1155,sich anziehen::V,klæde sig på,таҥын
1156,kämmen::V,rede,тараа
1157,kämmen::V,frisere,тараа
1158,schmücken::V,pynte,симээ
1159,schmücken::V,smykke,симээ
1160,sagen::V,sige,диэ
1161,sprechen::V,snakke,эт
1162,sprechen::V,snakke,саҥар
1163,reden::V,tale,кэпсэт
1164,reden::V,snakke,кэпсэт
1165,sich unterhalten::V,snakke sammen,кэпсэт
1166,fragen::V,spørge,ыйыт
1167,bitten::V,bede,көрдөс
1168,erzählen::V,berette,кэпсээ
1169,erzählen::V,berette,сэһэргээ
1170,erzählen::V,fortælle,кэпсээ
1171,erzählen::V,fortælle,сэһэргээ
1172,mitteilen::V,meddele,биллэр
1173,nennen::V,nævne,ааттаа
1174,rufen::V,råbe,ыҥыр
1175,prahlen::V,prale,чабылан
1176,prahlen::V,prale,киһиргээ
1177,übersetzen::V,oversætte,тылбаастаа
1178,denken::V,tænke,санаа
1179,denken::V,tænke,толкуйдаа
1180,glauben::V,tro,итэҕэй
1181,bemerken::V,bemærke,бэлиэтээ
1182,bemerken::V,lægge mærke til,бэлиэтээ
1183,erkennen::V,genkende,бил
1184,begreifen::V,begribe,өйдөө
1185,verstehen::V,forstå,өйдөө
1186,lernen::V,lære,үөрэн
1187,wissen::V,vide,бил
1188,sich erinnern an::V,mindes,аҕын
1189,sich erinnern an::V,huske på,аҕын
1190,vergessen::V,glemme,умун
1191,messen::V,måle,кэмнээ
1192,messen::V,måle,кээмэйдээ
1193,zählen::V,tælle,аах
1194,rechnen::V,regne,аах
1195,lesen::V,læse,аах
1196,malen::V,male,уруһуйдаа
1197,zeichnen::V,tegne,уруһуйдаа
1198,schreiben::V,skrive,суруй
1199,besitzen::V,eje,баһылаа
1200,besitzen::V,besidde,баһылаа
1201,kaufen::V,købe,атыылас
1202,verkaufen::V,sælge,атыылаа
1203,bezahlen::V,betale,төлөө
1204,zahlen::V,betale,төлөө
1205,beherrschen::V,beherske,баһылаа
1206,ertragen::V,tåle,тулуй
1207,ertragen::V,udholde,тулуй
1208,hinfallen::V,,оҕут
