,Concept_ID,lbe,ko
158,Fuchs::N,цулчӏа,여우
159,Fuchs::N,куча цулчӏа,여우
160,Hase::N,бюрх,토끼
161,Maus::N,кӏулу,쥐
162,Wolf::N,барцӏ,늑대
163,Vogel::N,лелуххи,새
164,Schwarm::N,гьухъала,뗴
165,Huhn::N,аьнакӏи,암탉
166,Hahn::N,ажари,수탉
167,Gans::N,къаз,거위
168,Adler::N,барзу,수리
169,Ente::N,урдак,오리
170,Eule::N,ису,부엉이
171,Eule::N,ччиккумяв,부엉이
172,Kranich::N,кьурукь,두루미
173,Krähe::N,хъатӏу,까마귀
174,Kuckuck::N,ччикку,뻐꾸기
175,Schwan::N,урттил къаз,배조
176,Fisch::N,чавахъ,물고기
177,Schlange[Tier]::N,шатта,뱀
178,Wurm::N,кьюнукьай шатта,벌레
179,Spinne::N,ххялцу,거미
180,Ameise::N,митӏикьукьу,개미
181,Mücke::N,мичӏак,모기
182,Fliege::N,зимиз,날기
183,Schmetterling::N,чӏимучӏали,나비
184,Beere::N,хӏаллил ахъулсса,장과
185,Apfel::N,гьивч,사과
186,Pilz::N,ттуккул иис,고방이
187,Zwiebel::N,лаччул чсмусул бакӏ,양파
188,Saat::N,гьанна,씨
189,Korn::N,къама,알맹이
190,Heu::N,ххулув,건초
191,Schale::N,ккиртту,피상
192,Grube::N,кӏаланг,
193,Falle::N,къатӏа,함정
194,Schlinge::N,хӏатӏ,올가미
195,Schlinge::N,хӏатӏ,멜빵붕대
196,Spur::N,ша,발지국
197,Asche::N,лах,재
198,Dreck::N,кьяркьи,똥
199,Dreck::N,кьяркьи,오물
200,Dreck::N,венп,똥
201,Dreck::N,венп,오물
202,Eisen::N,мах,쇠
203,Eisen::N,мах,철
204,Gold::N,муси,항금
205,Silber::N,арцу,은
206,Kohle::N,кӏалаш,슻
207,Kohle::N,хъуручӏ,슻
208,Glas::N,пюрун,유리
209,Lehm::N,сина аьрщи,찰흙
210,Sand::N,къун,모래
211,Mensch::N,инсан,사람
212,Mann::N,чув,남자
213,Mann::N,адимина,남자
214,Frau::N,щарсса,여자
215,Frau::N,хъамитайпа,여자
216,Kind::N,чӏиви оьрчӏ,아이
217,Junge::N,оьрчӏ,소녁
218,Junge::N,бурхьин оьрчӏ,소녁
219,Mädchen::N,душ,소녀
220,Familie::N,кулпат,가족
221,Großvater::N,ттатта,할아버지
222,Großvater::N,ниттил ппу,할아버지
223,Großmutter::N,буттал нину,할머니
224,Eltern::N,нину-ппу,어버오
225,Vater::N,ппу,아버지
226,Mutter::N,нину,어머니
227,Sohn::N,арс,아들
228,Tochter::N,душ,딸기
229,Bruder::N,уссу,형제
230,Schwester::N,ссу,누이
231,Onkel::N,буттауссу,백부
232,Tante::N,буттал ссу,아주머니
233,Ehemann::N,лас,남편
234,Ehefrau::N,щар,아내
235,Ehefrau::N,щарсса,아내
236,Freude::N,шадшиву,기쁨
237,Freude::N,ххаришиву,기쁨
238,Gelächter::N,хъяхъаву,웃음
239,Glück::N,талихӏ,즐거움
240,Kummer::N,дард,슬픔
241,Wunsch::N,мурад,소망
242,Lust::N,гьавас,
243,Lust::N,ччаву,
244,Geist::N,рухӏ,할기
245,Gedanke::N,пикри,상념
246,Gedächtnis::N,дакӏний личӏаву,기억
247,Verstand::N,аькьлу,분별
248,Verstand::N,аькьлу,지능
249,Sinn::N,мяъна,센스
250,Grund::N,багьана,까닭
251,Wahrheit::N,тӏайламур,참
252,Wahrheit::N,тӏайламур,진실
253,Wahrheit::N,хӏакьмур,참
254,Wahrheit::N,хӏакьмур,진실
255,Gespräch::N,ихтилат,대화
256,Märchen::N,магьа,동화
257,Erzählung::N,хавар,이야기
258,Nachricht::N,хавар,
259,Neuigkeit::N,хавар,뉴스
260,Name::N,цӏа,이름
261,Rätsel::N,ссигьа,수수께끼
262,Rede::N,гъалгъа,연설
263,Sprache::N,маз,말
264,Stimme::N,чӏу,목소리
265,Stimme::N,чӏукӏа,목소리
266,Wort::N,махъ,낱말
267,Zeichen::N,лишан,신호
268,Lärm::N,чӏу,소동
269,Laut::N,чӏу,음성
270,Ton::N,чӏу,목소리
271,Lied::N,балай,노래
272,Ruhe::N,дигьалагру,쉼
273,Leute::N,инсантал,사람들
274,Volk::N,ил,국중
275,Volk::N,халкь,국중
276,Arbeit::N,заву,근로
277,Arbeit::N,заву,너무
278,Gast::N,хъамаличу,손님
279,Geschenk::N,бухчакарши,행하
280,Geschenk::N,лажинккакку,행하
281,Spiel::N,тӏуркӏу,무리
282,Gesellschaft::N,жямат,교제
283,Gesellschaft::N,ккуран,교제
284,Hilfe::N,кумаг,거들음
285,Hilfe::N,кумаг,보좌
286,Freund::N,дус,친구
287,Kamerad::N,хӏаласу,동실자
288,Angelegenheit::N,иш,용무
289,Anzahl::N,аьдад,어떤
290,Anzahl::N,аьдад,수
291,Art::N,жинс,정류
292,Stück::N,касак,일부분
293,Teil::N,бутӏа,몱
294,Teil::N,бутӏа,구훠
295,Hälfte::N,дачӏи,2분의
296,Kreis::N,кюрщан,고리
297,Kreuz::N,ххач,열십자
298,Linie::N,щва,선
299,Strich::N,щва,스침
300,Abstand::N,манзил,거리
301,Entfernung::N,манзил,거리
302,Gegend::N,кӏану,곳
303,Gegend::N,кӏану,부금
304,Ort::N,кӏану,장소
305,Seite::N,чул,옆면
306,Seite::N,чулухалу,옆면
307,Mitte::N,дя,궁간
308,Gegenstand::N,зат,항목
309,Sache::N,зат,뭉에
310,Rand::N,зума,가
311,Ecke::N,мурцӏу,구석
312,Spitze::N,мицӏ,끝
313,Spitze::N,мицӏ,참단
314,Ende::N,зума,말당
315,Loch::N,ккутӏ,빙옷
316,Winkel::N,мурцӏу,각도
317,Muster::N,накьич,본
318,Muster::N,накьич,견복
319,Länge::N,лахъишиву,길이긺
320,Höhe::N,лахъшиву,높이
321,Gewicht::N,дуццин,추
322,Gewicht::N,кӏушиву,추
323,Haufen::N,бакӏу,퇴적
324,Reihe::N,кьюкьа,열
325,Boot::N,луткка,보트
326,Ruder::N,весло,노
327,Ruder::N,чӏатӏа,노
328,Schlitten::N,чана,썰매
329,Schlitten::N,санкка,썰매
330,Ski::N,лижарду,스키
331,Lagerfeuer::N,къавтӏн,캠프의 모닥불
332,Last::N,гьиву,무거운짐
333,Gang::N,нанаву,걸음
334,Schritt::N,ша,보조
335,Norden::N,ухссав,북쪽 
336,Norden::N,ухссавнил чулухалу,북쪽 
337,Süden::N,кьилва,남쪽
338,Westen::N,баргълагавал,서쪽
339,Westen::N,баргълагавал чул,서쪽
340,Osten::N,баргъбуккай чулухалу,동쪽
341,Holz::N,тӏама,목재
342,Brett::N,тахта,마루널
343,Platte::N,гъуни,탤
344,Platte::N,гъуни,금속판
345,Stütze::N,гьалакӏу,버팀목
346,Stange::N,къазихъ,장대
347,Stock::N,ттархь,막대기
348,Stab::N,ччантӏакъу,작대기
349,Rohr::N,бургъу,갈대
350,Haus::N,къатта,집
351,Heim::N,къатта,집
352,Ofen::N,пач,아궁이
353,Fußboden::N,чӏанкъатта,마루
354,Tisch::N,усттул,탁자
355,Stuhl::N,кӏану,의자
356,Wiege::N,оьрчӏал кӏану,발상지
357,Bett::N,тах,침대
358,Regal::N,чӏаму,서가
359,Kiste::N,яшикӏ,짐궤
360,Kiste::N,къурши,짐궤
361,Fenster::N,чӏавахьулу,눔
362,Tür::N,нуз,문
363,Tür::N,нузкьун,문
364,Tor::N,къапу,대문
365,Tor::N,дарваза,대문
366,Zaun::N,дайгьузанну,담장
367,Dach::N,магъи,지붕
368,Dach::N,цӏиялу,지붕
369,Leiter::N,чуртту,사닥다리
370,Besen::N,чӏатлу,비
371,Spaten::N,бил,가래
372,Schaufel::N,чӏатӏа,삽
373,Gabel::N,гьиссилу,갈래
374,Löffel::N,къуса,숟가락
375,Messer::N,чӏила,나이프
376,Nagel::N,мяр,발툽
377,Netz::N,къери,그물
378,Haken::N,къича,갈고리
379,Griff::N,куяму,움켜쥠
380,Schloss::N,кьункьула,자물쇠
381,Bild::N,сурат,그림
382,Puppe::N,ссихьу,인형
383,Beutel::N,чантай,클
384,Bündel::N,гьи,자근다발
385,Bündel::N,къар,자근다발
386,Eimer::N,бадра,동이
387,Deckel::N,къапаза,뚜껑
388,Geschirr::N,пюрунчӏул,식시
389,Geschirr::N,тӏахӏникӏичӏу,식시
390,Sack::N,къап,조갑
391,Sack::N,дарваг,조갑
392,Tasse::N,пижан,차잔
393,Tasse::N,пинжан,차잔
394,Tasse::N,инкираччатӏи,차잔
395,Tasse::N,цинцилттал бушкъап,차잔
396,Topf::N,кӏункӏур,단지
397,Kessel::N,чаг,주전자
398,Kessel::N,кӏункӏур,주전자
399,Essen::N,дукия,먹기
400,Essen::N,дукин,먹기
401,Nahrung::N,дукра,식료
402,Speise::N,дукра,음식물
403,Fleisch::N,дикӏ,고기
404,Getreide::N,къама,곡물
405,Brei::N,ккурч,젤리
406,Brot::N,ччатӏ,빵
407,Scheibe::N,парча,원반
408,Fett::N,аьгъушиву,기름
409,Butter::N,нагь,버터
410,Butter::N,лагаву,버터
411,Salz::N,цӏву,소금
412,Suppe::N,накь,국
413,Suppe::N,накь,수프
414,Honig::N,ницӏ,감미
415,Milch::N,накӏ,유즙
416,Tee::N,чяй,차
417,Leder::N,бурчу,가죽
418,Wolle::N,ппал,양털
419,Stoff::N,янна,패료
420,Nadel::N,ххалаххи,바늘
421,Faden::N,ххал,콘실
422,Knopf::N,банд,단추
423,Knoten::N,къурхъ,곁절
424,Farbe::N,сир,색
425,Kleidung::N,янна,옷입기
426,Kleidung::N,лаххия,옷입기
427,Hemd::N,гьухъа,속옷
428,Kragen::N,дарвач,깃
429,Ärmel::N,кахха,소매
430,Hose::N,хӏажак,바지
431,Gürtel::N,мухӏлу,밴드
432,Mütze::N,кьяпа,모자
433,Stiefel::N,чакма,장화
434,Ring::N,кӏисса,고리
435,Band::N,линт,리본
436,Kamm::N,ттарал,빗
437,Spiegel::N,дагьани,거울
438,Riemen::N,эн,가죽끈
439,Schnur::N,хьхьа,밧줄
440,Decke::N,виргъан,이부자리
441,Kissen::N,кӏаралу,깔개
442,Tuch::N,карщи,천
443,Handtuch::N,калихьу,수건
444,Handtuch::N,лажинлихьу,수건
445,Kraft::N,эллаж,세력
446,Stärke::N,гуж,힘
447,Gesundheit::N,цӏуллу-сагъшиву,위생
448,Krankheit::N,къашайшиву,병
449,Schmerz::N,къюву,아픔고통
450,Wunde::N,щаву,상처
451,Fieber::N,кӏиришиву,열별
452,Arznei::N,дару,약
453,Brücke::N,ламу,교량
454,Brunnen::N,къуй,원천
455,Weide::N,бизантту,목장
456,Pfad::N,жегъир ххуллу,좁은길
457,Weg::N,ххуллу,길
458,Straße::N,ххуллу,길
459,Dorf::N,щар,촌
460,Dorf::N,щар,촌락
461,Dorf::N,шяравалу,촌
462,Dorf::N,шяравалу,촌락
463,Stadt::N,шагьру,도시
464,Brief::N,чагъар,서한
465,Buch::N,лу,책
466,Buchstabe::N,хӏарп,문자
467,Zeitung::N,кказит,신문
468,Leben::N,оьрму,삶
469,Tod::N,ажал,죽음
470,Tod::N,бивкӏу,죽음
471,Tod::N,ивчӏаву,죽음
472,Grab::N,гьав,무덤
473,Kirche::N,килиса,교회
474,Sünde::N,бунагъ,부정
475,Gott::N,зал,하느님
476,Arbeiter::N,зузала,일하는사람
477,Chef::N,ялувма,사장
478,Meister::N,усттар,명인
479,Meister::N,усттар,대가
480,Arzt::N,хӏакин,의사
481,Lehrer::N,учитель,교사
482,Geld::N,арцу,돈
483,Geschäft::N,даву,일
484,Laden::N,ттучан,가게
485,Preis::N,багъа,가격
486,Ware::N,хъус,상품
487,Nutzen::N,хайр,이익
488,Nutzen::N,мюнпат,이익
489,Reichtum::N,давлат,많음
490,Reichtum::N,аваданшиву,많음
491,Welt::N,дуниял,세상
492,Land::N,билаят,지방
493,Staat::N,паччахӏлугъ,국가
494,Macht::N,власть,힘
495,Grenze::N,дазу,국경
496,Krieg::N,дяъви,전쟁
497,Feind::N,душман,적
498,Gewalt::N,къия,권력
499,Kampf::N,лачӏуи уккаву,전투
500,Bogen[Waffe]::N,ккуртта,활
501,Pfeil::N,чӏатӏаракӏ,화살
502,Gewehr::N,ттупанг,무기
503,Fehler::N,гъалатӏ,오류
504,Lüge::N,щялмахъ,거짓말
505,Schaden::N,зарал,손상
506,Unglück::N,бала,불행
507,Schuld::N,тахсир,부채
508,Alter::N,оьрму,연령
509,Schluss::N,ахир,마감
510,Zeit::N,чӏун,때
511,Zeit::N,чӏун,시간
512,Tag::N,кьини,하루
513,Morgen::N,кӏюрх,이침
514,Mittag::N,ахттайн,대낮
515,Mittag::N,дяахттайн,대낮
516,Mittag::N,ахттайн чӏун,대낮
517,Abend::N,маркӏачӏан,저녁
518,Nacht::N,хьхьу,밤
519,Woche::N,нюжмар,근무일
520,Monat::N,барз,달
521,Jahr::N,шин,해
522,Frühling::N,инт,봄
523,Sommer::N,гъи,여름
524,Herbst::N,ссут,가을
525,Winter::N,кӏи,겨울
526,Januar::N,цалчинмур барз,일월
527,Februar::N,кӏилчинмур барз,이월
528,März::N,шамилчинмур барз,삼월
529,April::N,апрель,사월
530,April::N,мукьилчинмур барз,사월
531,Mai::N,май,오월
532,Mai::N,ххюлчинмур барз,오월
533,Juni::N,июнь,유월
534,Juni::N,ряххилчинмур барз,유월
535,Juli::N,июль,칠월
536,Juli::N,Арулчинмур барз,칠월
537,August::N,мяйлчинмур барз,팔월
538,September::N,урчӏилчинмур барз,구월
539,Oktober::N,ацӏилчинмур барз,시월
540,November::N,ацӏния цалчинмур барз,십일월
541,Dezember::N,ацӏния кӏилчинмур барз,십이월
542,Montag::N,итин,월요일
543,Montag::N,итин кьини,월요일
544,Dienstag::N,тталат,화요일
545,Dienstag::N,тталат кьини,화요일
546,Mittwoch::N,арвахӏ,수요일
547,Donnerstag::N,хамис,모교일
548,Freitag::N,нюжмар,그묘일
549,Freitag::N,нюжмар кьини,그묘일
550,Samstag::N,ххуллун,토요일
551,Samstag::N,ххуллун кьини,토요일
552,Sonntag::N,алхӏат,일요일
553,Sonntag::N,алхӏат кьини,일요일
554,groß::A,бугъарасса,큰
555,klein::A,чӏивисса,자근
556,lang::A,лахъисса,긴
557,kurz::A,кутӏасса,짧은
558,breit::A,уттасса,넓은
559,schmal::A,уттакӏюласса,좁은
560,dicht::A,ццунсса,농밀한
561,dick[Gegenstand]::A,ганзсса,두꺼운
562,dünn::A,кӏюласса,얇은
563,fest::A,цӏакьсса,굳은
564,fest::A,кьянкьасса,굳은
565,flach::A,баягъисса,얕은
566,flach::A,цӏубакъасса,얕은
567,flach::A,куртӏ дакъасса,얕은
568,glatt::A,дюрчӏусса,반들반들한
569,hart::A,кьянкьасса,굳은
570,weich::A,кӏукӏлусса,연한
571,rund::A,ккурккисса,둥근
572,spitz::A,ярксса,뾰족한
573,spitz::A,дайлсса,뾰족한
574,spitz::A,мицӏ бусса,뾰족한
575,scharf::A,ярксса,날카로운
576,scharf::A,дайлсса,날카로운
577,scharf::A,мицӏ бусса,날카로운
578,stumpf::A,къуркъасса,무딘
579,schwer::A,кӏусса,무거운
580,schön::A,аьнтӏикӏасса,멋진
581,heiß::A,кӏирисса,뜨거운
582,warm::A,гъелисса,따뜻한
583,kalt::A,дяркъусса,찬
584,kühl::A,дюхлулсса,서늘한
585,frisch::A,цӏусса,신선한
586,feucht::A,атилсса,축축한
587,feucht::A,хъавтусса,축축한
588,nass::A,атилсса,젖은
589,nass::A,хъавтусса,젖은
590,trocken::A,кьавкьсса,마른
591,trocken::A,кьакьан бувсса,마른
592,voll::A,бувцӏусса,완전한
593,leer::A,бачӏвасса,빈
594,offen::A,тӏивтӏусса,열린
595,geschlossen::A,лавкьусса,닫힌
596,sauber::A,марцӏсса,깨끗한
597,schmutzig::A,чапалсса,더러운
598,roh::A,шакъавхьсса,날게잇의
599,reif::A,дирсса,이근
600,lecker::A,нахӏусса,맛있는
601,lecker::A,тӏааьнсса,맛있는
602,süß::A,нацӏусса,단
603,bitter::A,кьурчӏисса,찌르는듯한
604,sauer::A,туршсса,산성의
605,hell::A,чаннасса,밝은
606,dunkel::A,цӏансса,어두운
607,schwarz::A,лухӏисса,검은
608,weiß::A,кӏяласса,하얀
609,rot::A,ятӏулсса,붉은
610,gelb::A,хъахъисса,황색
611,blau::A,някӏсса,푸른
612,grün::A,щюлисса,녹색의
613,grau::A,оьрусса,회색의
614,bunt::A,оьрчӏикӏурисса,알록달록한
615,billig::A,кьювкьусса,싼
616,teuer::A,ххирасса,값비산
617,wertvoll::A,багьасса,가치가많은
618,blind::A,мурчӏисса,눈먼
619,taub::A,къюкӏсса,무감간한
620,kräftig::A,гужсса,강장한
621,stark::A,кьянкьасса,강한
622,schwach::A,заэвсса,약한
623,fett::A,бучсса,실찐
624,schlank::A,бювхъусса,호리호리한
625,hübsch::A,янусса,예쁜
626,böse::A,оьсса,나쁜
627,dumm::A,ахӏмакьсса,어리석은
628,faul::A,танмалсса,너덜너덜한
629,faul::A,курчӏилсса,너덜너덜한
630,fleißig::A,хӏарачат бусса,근면한
631,geizig::A,янттарцӏансса,인색한
632,klug::A,аькьлу бусса,
633,geschickt::A,паргалсса,교묘한
634,lieb::A,аьзизсса,친애하는
635,lustig::A,тяхъасса,유쾌한
636,sanft::A,иминсса,온화한
637,hungrig::A,ккашилсса,배고픈
638,krank::A,къашавайсса,병든
639,nackt::A,кӏачӏасса,벌거벗은
640,traurig::A,пашмансса,슬픈
641,lebendig::A,уттавасса,살아있는
642,gut::A,ххуйсса,좋은
643,schlecht::A,оьккисса,나쁜
644,richtig::A,саргъунсса,바른
645,schlimm::A,оьккисса,못된
646,wahr::A,хӏакьсса,참된
647,alt::A,кугьнасса,늙은
648,neu::A,цӏусса,새
649,ehemalig::A,хъхъичӏвасса,전의
650,alt[Lebewesen]::A,агьилсса,낡은
651,jung::A,чӏавасса,젊은
652,jung::A,жагьилсса,젊은
653,arm::A,мискинсса,가난한
654,reich::A,авадансса,풍부한
655,bekannt::A,дусъсса,저명한
656,berühmt::A,машгьурсса,유명한
657,fremd::A,чил,타처이
658,verschieden::A,личӏи-личӏисса,따른
659,nah::A,гъансса,가까운
660,fern::A,архсса,먼
661,linker::A,кияхсса,왼쭉의
662,linker::A,кюччахсса,왼쭉의
663,rechter::A,урчӏахсса,오른쪽의
664,anderer::A,цамур,다른
665,erster::A,цалчинмур,첫째
666,erster::A,цалчиннсса,첫째
667,zweiter::A,кӏилчиимур,둘째
668,dritter::A,шамулчинмур,셋째
669,letzter::A,махъва-махъмур,의후자의
670,allein::ADV,ялгъузну,훌로
671,zusammen::ADV,цачӏу,모아서
672,zusammen::ADV,архӏал,모아서
673,lange::ADV,батӏи къабуклай,오래
674,lange::ADV,хъунмасса хӏаллай,오래
675,plötzlich::ADV,цакуну,둘연한
676,sofort::ADV,мугьлат бакъа,즉시
677,später::ADV,махъ,보다늦은
678,jetzt::ADV,утти,목하
679,jetzt::ADV,цӏана,목하
680,heute::ADV,хӏакьину,오늘
681,morgen::ADV,гьуит,내일
682,morgen::ADV,гьунттий,내일
683,dann::ADV,яла,그경우에
684,gestern::ADV,лахьхьу,어제
685,damals::ADV,та чӏумал,그때에
686,danach::ADV,яла,그 뒤에
687,vorher::ADV,хьхьнчӏ,미리
688,vorher::ADV,хьхьичӏва,미리
689,zuerst::ADV,бакӏрай,최초로
690,zuerst::ADV,цӏу бутӏуй,최초로
691,einmal::ADV,цал,한번
692,manchmal::ADV,ваксса-таксса,땓대로
693,oft::ADV,чӏявуну,땓대로
694,immer::ADV,мудан,늘
695,immer::ADV,даиман,늘
696,niemals::ADV,тачӏав,결코...(하지)않다
697,hier::ADV,шикку,여기
698,hierhin::ADV,шиккун,여기로
699,von hier::ADV,шичча,
700,dort::ADV,гикку,거기
701,dorthin::ADV,тиккун,저기예
702,geradeaus::ADV,тӏайланм,곧장
703,vorwärts::ADV,хьхьичӏунмай,앞으로
704,rückwärts::ADV,махъа-хьхьичӏунмай,뒤로
705,zurück::ADV,махъунмай,제자리로
706,unten::ADV,лув,아래에
707,hinab::ADV,бакӏ-ялавай,아래쪽으로
708,hinab::ADV,бакӏъялавай,아래쪽으로
709,oben::ADV,ялув,위에
710,hinauf::ADV,лавай,위쪽으로
711,überall::ADV,гьариий,도처에
712,überall::ADV,хьу-хьуний,도처에
713,überall::ADV,гьарца кӏанай,도처에
714,nicht::ADV,къа-,안
715,ein wenig::ADV,чанни,적음
716,ein wenig::ADV,ца чансса,적음
717,kaum::ADV,дахьа,가의
718,sehr::ADV,оьну,자주
719,sehr::ADV,гужну,자주
720,sehr::ADV,хъинну,자주
721,so::ADV,укукн,그와같이
722,noch::ADV,гьала,아직
723,noch::ADV,уттигу,아직
724,noch::ADV,цакьинва,아직
725,noch::ADV,ттигу-шилагу,아직
726,nur::ADV,анжагь,다만
727,wieder::ADV,цӏуницӏа,다시
728,vergebens::ADV,аьдада,헛되이
729,vergebens::ADV,нахӏакь,헛되이
730,vor::PRP,хьхьичӏ,앞에
731,hinter::PRP,махъ,뒤에
732,unter::PRP,лув,잍에
733,durch::PRP,-х,통고하여
734,neben::PRP,чӏарав,와나란히
735,zwischen::PRP,дянив,의사이로
736,wegen::PRP,цӏаний,때문에
737,dies::PRN,ва,이
738,das::PRN,та,저
739,das::PRN,кӏа,저
740,das::PRN,га,저
741,alles::PRN,щала,모든것
742,ich::PRN,на,나
743,du::PRN,ина,너
744,er::PRN,му,그
745,wir::PRN,жу,우리
746,ihr::PRN,зу,너희들
747,was::FPRN,ци,뭣
748,wer::FPRN,цу,누구
749,wo::FADV,чув,어디
750,wohin::FADV,чун,어디로
751,wie::FADV,цукун,어떻게
752,warum::FADV,цан,왜
753,wieviel::FNUM,циксса,얼마만큰
754,eins::NUM,ца,하나
755,zwei::NUM,кӏива,둘
756,drei::NUM,шамма,셋
757,vier::NUM,мукьа,넷
758,vier::NUM,мукьва,넷
759,fünf::NUM,ххюва,다섯
760,sechs::NUM,ряхва,여섯
761,sieben::NUM,арула,일곱
