,Concept_ID,ady,cy
120,Blume::N,къэгъа́гь,blodyn
121,Gras::N,уцы́,glaswellt
122,Wurzel::N,лъапсэ́,gwreiddyn
123,Baum::N,чъыгы́,coeden
124,Stamm::N,пкъы,colfen
125,Stamm::N,пкъы,boncyff
126,Rinde::N,пхъашъо́,rhisgl
127,Ast::N,куамэ,cangen
128,Zweig::N,къутамэ́,cainc
129,Zweig::N,къутамэ́,cangen
130,Blatt::N,тхьап,deilen
131,Birke::N,пчэн,bedwen
132,Kiefer[Baum]::N,сэснэй,pinwydden
133,Weide[Baum]::N,пце́л,helygen
134,Tanne::N,ель,ffynidwydden
135,Horn::N,бжъэ,corn
136,Feder::N,къамӏы́й,plufyn
137,Fell::N,шъо,ffwr
138,Flügel::N,тамэ́,adain
139,Klaue::N,лъэбжъа́н,crafanc
140,Kralle::N,лъакъо,ewin
141,Schwanz::N,кӏэ,cwt
142,Schwanz::N,кӏэ,cynffon
143,Ei::N,кӏэнкӏэ́,wy
144,Nest::N,набгъо́,nyth
145,Bau::N,гъу,ffau
146,Bau::N,бы,ffau
147,Tier::N,псэу́шъхь,anifail
148,Herde::N,ӏэхъогъу,praidd
149,Herde::N,ӏэхъогъу,diadell
150,Kuh::N,чэмы́,buwch
151,Bulle::N,цу,tarw
152,Pferd::N,шы,ceffyl
153,Schaf::N,мэлы́,dafad
154,Schwein::N,къо,mochyn
155,Hund::N,бьэ,ci
156,Katze::N,чэты́у,cath
157,Bär::N,мышъэ́,arth
158,Eichhörnchen::N,цызэ́,gwiwer
159,Elch::N,лось,elc
160,Fuchs::N,баджэ́,cadno
161,Hase::N,тхьакӏумкӏы́хь,ysgyfarnog
162,Maus::N,цыгъо́,llygoden
163,Wolf::N,тыгъу́жъ,blaidd
164,Vogel::N,бзы́у,aderyn
165,Schwarm::N,отэр,haid
166,Huhn::N,чэты́,cyw
167,Hahn::N,атакъэ́,ceiliog
168,Gans::N,къа́з,gŵydd
169,Ente::N,псычэ́т,hwyad
170,Eule::N,тыгъурыгъу,tylluan
171,Kranich::N,къэрэ́у,garan
172,Kranich::N,къэрэ́у,crychydd
173,Krähe::N,къолэ́жъ,brân
174,Kuckuck::N,куку́у,cog
175,Kuckuck::N,куку́у,cwcw
176,Fisch::N,пцэжъы́й,pysgod
177,Barsch::N,тхыкъэц,draenog
178,Hecht::N,лэнд,penhwyad
179,Schlange[Tier]::N,блэ́,neidr
180,Wurm::N,хьамлыу,abwydyn
181,Wurm::N,хьамлыу,pryf genwair
182,Spinne::N,бэдж,cor
183,Spinne::N,бэдж,pryf copyn
184,Ameise::N,къамзэ́гу,morgrugyn
185,Laus::N,цӏэ,lleuen
186,Mücke::N,аргъо́й,gwybedyn
187,Fliege::N,бадзэ́,cleren
188,Schmetterling::N,хьампӏыра́шъу,glöyn byw
189,Schmetterling::N,хьампӏыра́шъу,iâr fach yr haf
190,Beere::N,маткӏо,aeronen
191,Apfel::N,мыӏэры́с,afal
192,Pilz::N,хьаӏу,madarch
193,Zwiebel::N,бжьыны́,nionyn
194,Zwiebel::N,бжьыны́,winwnsyn
195,Saat::N,чылапхъ,had
196,Korn::N,цэ,grawn
197,Heu::N,мэкъу,gwair
198,Schale::N,кӏы́шъу,croen
199,Schale::N,кӏы́шъу,plisgyn
200,Grube::N,машэ́,pwll
201,Grube::N,машэ́,pydew
202,Falle::N,зэраубытырэ́ ӏэмэпсы́м,magl
203,Schlinge::N,бзыуубыт,cwlwm rhedeg
204,Spur::N,ужы,ôl
205,Spur::N,лъэуж,ôl
206,Asche::N,яжьэ́,lludw
207,Dreck::N,псынжъы,baw
208,Dreck::N,псынжъы,budreddi
209,Eisen::N,гыучӏы́,haearn
210,Eisen::N,къэнджа́л,haearn
211,Gold::N,дышъэ́,aur
212,Silber::N,тыжьы́н,arian
213,Kohle::N,шӏомыкӏ,glo
214,Glas::N,апч,gwydr
215,Lehm::N,етӏагъо́,clai
216,Sand::N,пшахъо,tywod
217,Mensch::N,цӏыфы́,dyn
218,Mann::N,хъулъфы́гъ,dyn
219,Frau::N,бӏылъфыгъэ́,merch
220,Frau::N,бӏылъфыгъэ́,gwraig
221,Kind::N,кӏэлэцӏы́кӏу,plentyn
222,Junge::N,кӏэлэцӏы́кӏу,hogyn
223,Junge::N,кӏэлэцӏы́кӏу,bachgen
224,Mädchen::N,пшъэшъэжъый,merch
225,Mädchen::N,пшъэшъэжъый,geneth
226,Familie::N,быны́,teulu
227,Familie::N,быны́,tylwyth
228,Familie::N,уна́гъу,teulu
229,Familie::N,уна́гъу,tylwyth
230,Großvater::N,тэтэ́жъ,taid
231,Großvater::N,тэтэ́жъ,tad-cu
232,Großmutter::N,нэнэ́жъ,nain
233,Großmutter::N,нэнэ́жъ,mam-gu
234,Eltern::N,ны-тыхэ́р,rhieni
235,Vater::N,ты,tad
236,Mutter::N,ны,mam
237,Sohn::N,къо,mab
238,Tochter::N,пхъу,merch
239,Bruder::N,шы,brawd
240,Schwester::N,шы́пхъу,chwaer
241,Onkel::N,янэ́ш,ewythr
242,Tante::N,атэшыпхъу,modryb
243,Ehemann::N,лӏы,gŵr
244,Ehefrau::N,шъу́з,gwraig
245,Freude::N,гушӏуа́гъу,gorfoledd
246,Gelächter::N,щхыныр,chwerthin
247,Glück::N,насы́п,hapusrwydd
248,Kummer::N,тхьамыкӏагъу,galar
249,Wunsch::N,шӏонгъоны́гъ,dymuniad
250,Lust::N,шӏонгъоны́гъ,chwant
251,Geist::N,гу,ysbryd
252,Gedanke::N,гупшыс,meddwl
253,Gedächtnis::N,память,cof
254,Verstand::N,акъы́л,meddwl
255,Sinn::N,мэхьанэ,ystyr
256,Grund::N,ушъхьагъу,achos
257,Grund::N,ушъхьагъу,rheswm
258,Wahrheit::N,шъыпкъэ́,gwir
259,Wahrheit::N,шъыпкъэ́,gwirionedd
260,Gespräch::N,гущыӏ,sgwrs
261,Märchen::N,пшысэ,chwedl werin
262,Erzählung::N,къэба́р,stori
263,Nachricht::N,къэба́р,neges
264,Neuigkeit::N,къэбарыкӏ,newydd
265,Name::N,цӏэ,enw
266,Rätsel::N,коджэхь-къоджэшх,pos
267,Rede::N,гущыӏ,araith
268,Sprache::N,бзэ,iaith
269,Stimme::N,макъэ́,llais
270,Wort::N,гущыӏ,gair
271,Zeichen::N,тамы́гъ,arwydd
272,Ruf::N,джэ макъ,galwad
273,Lärm::N,макъэ,trwst
274,Laut::N,макъэ,sain
275,Lied::N,орэ́д,cân
276,Ruhe::N,самбырыныгъ,tawelwch
277,Leute::N,цӏыфхэ́р,pobl
278,Volk::N,цӏыф лъэпкъ,pobl
279,Arbeit::N,ӏофшӏакӏэ́н,gwaith
280,Gast::N,хьакӏэ́,gwestai
281,Geschenk::N,шӏухьафтын,rhodd
282,Geschenk::N,шӏухьафтын,anrheg
283,Spiel::N,еоны́р,chwarae
284,Spiel::N,джэгуны́р,chwarae
285,Spiel::N,къегъэӏоны́р,chwarae
286,Gesellschaft::N,обществ,cwmni
287,Hilfe::N,ӏэпыӏэгъу,cymorth
288,Freund::N,ныбджэгъу,cyfaill
289,Kamerad::N,ныбджэгъу,cydymaith
290,Angelegenheit::N,ӏофы́,pwnc
291,Anzahl::N,пчъагъэ́,cyfrif
292,Art::N,изэрэщы́т,bath
293,Art::N,лъэпкъ,bath
294,Stück::N,такъы́р,darn
295,Teil::N,щыщ,rhan
296,Teil::N,ӏахь,rhan
297,Hälfte::N,ныкъо́,hanner
298,Kreis::N,хъура́й,cylch
299,Kreuz::N,къащ,croes
300,Linie::N,хъахъ,llinell
301,Linie::N,итхъа́гъ,llinell
302,Strich::N,хъахъ,strôc
303,Strich::N,хъахъ,trawiad
304,Strich::N,итхъагъ,strôc
305,Strich::N,итхъагъ,trawiad
306,Abstand::N,азыфагу,bwlch
307,Abstand::N,азыфагу,pellter
308,Entfernung::N,чӏыгууанэ,pellter
309,Gegend::N,чӏыпӏэ́,cylch
310,Platz::N,азыфагу,lle
311,Ort::N,чӏыпӏэ́,lle
312,Seite::N,лъэны́къу,ochr
313,Mitte::N,гузэ́гу,canol
314,Gegenstand::N,пкъыгъо,eitem
315,Rand::N,цакӏэ́,cwr
316,Rand::N,цакӏэ́,ymyl
317,Kante::N,цэгэналъ,min
318,Kante::N,цэгэналъ,ymyl
319,Ecke::N,къогъу,cornel
320,Spitze::N,пакӏэ,blaen
321,Ende::N,кӏэ,pen
322,Loch::N,гъуа́н,twll
323,Winkel::N,къогъу,congl
324,Muster::N,тхыпхъэ,patrwm
325,Größe::N,иина́гъ,maint
326,Größe::N,иина́гъ,maintioli
327,Länge::N,икӏыхьа́гъ,hyd
328,Höhe::N,лъэгагъ,uchder
329,Gewicht::N,онтэгъугъэ́,pwysau
330,Menge::N,пчъагъэ́,swm
331,Menge::N,пчъагъэ́,maint
332,Haufen::N,ӏат,pentwr
333,Reihe::N,саты́р,rhes
334,Boot::N,къуашъо́,cwch
335,Ruder::N,къошъобэ́щ,rhwyf
336,Ski::N,лыжэхэр,sgi
337,Lagerfeuer::N,пхъэмашӏу,coelcerth
338,Gang::N,кӏоныр,tro
339,Schritt::N,лъэубэ́къу,cam
340,Norden::N,темы́р,gogledd
341,Süden::N,къыблэ́,de
342,Westen::N,тыгъэкъохьа́пӏ,gorllewin
343,Osten::N,тыгьэкъокӏы́пӏ,dwyrain
344,Holz::N,чъыгы́,pren
345,Brett::N,пхъэ́мбгъу,bwrdd
346,Brett::N,пхъэ́мбгъу,astell
347,Platte::N,упсыхьагъ,llech
348,Stütze::N,кӏэгъэкъон,ateg
349,Stütze::N,кӏэгъэкъон,cynhalydd
350,Stange::N,къорэ́гъ,polyn
351,Stock::N,бэщ,ffon
352,Stock::N,бэщ,brigyn
353,Stab::N,бэщ кӏы́хь,ffon
354,Rohr::N,онджэкъ,pibell
355,Haus::N,унэ́,tŷ
356,Heim::N,унэ́,cartref
357,Ofen::N,гъэжъэн,stof
358,Fußboden::N,джэхашъу,llawr
359,Tisch::N,стол,bwrdd
360,Stuhl::N,пхъэнтӏэ́кӏу,cadair
361,Wiege::N,кушъэ́,crud
362,Bett::N,пӏэкӏо́р,gwely
363,Regal::N,мэкӏай,silff
364,Kiste::N,ящык,bocs
365,Kiste::N,ящык,blwch
366,Fenster::N,шъхьаныгъу́пчъ,ffenestr
367,Tür::N,пчъэ,drws
368,Tor::N,къэла́пчъ,porth
369,Zaun::N,шӏыхьагъэ́,ffens
370,Dach::N,шъхьэ́,to
371,Leiter::N,лъэо́й,ysgol
372,Leiter::N,дэкӏояпӏэ́,ysgol
373,Besen::N,пхъэнкӏы́пхъ,ysgub
374,Spaten::N,къазгъы́р,rhaw
375,Schaufel::N,хэӏалъ,rhaw
376,Gabel::N,цацэ,fforc
377,Löffel::N,джэмы́шх,llwy
378,Messer::N,шъэжъы́й,cyllell
379,Nagel::N,гъучӏыӏу́н,hoel
380,Netz::N,хъытыу,gwe
381,Netz::N,хъытыу,rhwyd
382,Haken::N,хьажтӏаркъу,bach
383,Griff::N,къопс,carn
384,Schloss::N,ӏункӏы́бз,clo
385,Bild::N,сурэ́т,llun
386,Bild::N,сурэ́т,pictiwr
387,Puppe::N,нысхъа́п,dol
388,Beutel::N,дзыо́,cwd
389,Tasche::N,ӏэлъмэ́къ,cod
390,Eimer::N,щалъ,bwced
391,Eimer::N,щалъ,cunnog
392,Deckel::N,шъхьэ,caead
393,Geschirr::N,хьакъу-шыкъу,llestri
394,Sack::N,дзыо́,sach
395,Tasse::N,чашк,cwpan
396,Topf::N,кастрюль,pot
397,Topf::N,кастрюль,crochan
398,Kessel::N,шыуа́н,tegell
399,Essen::N,шхэн,pryd o fwyd
400,Nahrung::N,шхэн,bwyd
401,Speise::N,шхыныгъу,saig
402,Fleisch::N,лы,cig
403,Getreide::N,лэжьыгъацэ́,ŷd
404,Getreide::N,лэжьыгъацэ́,llafur
405,Brei::N,пӏастэ́,uwd
406,Brot::N,хьалыгъу,bara
407,Scheibe::N,такъы́р,tafell
408,Fett::N,дагъэ́,saim
409,Fett::N,дагъэ́,braster
410,Butter::N,тхъу,ymenyn
411,Öl::N,тхъу,olew
412,Salz::N,щыгъу,halen
413,Suppe::N,хьантхъупс,cawl
414,Honig::N,шъоу́,mêl
415,Milch::N,щэ,llaeth
416,Milch::N,щэ,llefrith
417,Tee::N,щай,te
418,Leder::N,кӏы́шъу,lledr
419,Wolle::N,цы,gwlân
420,Stoff::N,шэкӏы,lliain
421,Stoff::N,шэкӏы,brethyn
422,Nadel::N,бгъэ́хаӏу,nodwydd
423,Faden::N,ӏуда́н,edau
424,Faden::N,ӏуда́н,edefyn
425,Knopf::N,занкӏэу,botwm
426,Knoten::N,зэкъодзапӏэ,cwlwm
427,Farbe::N,краск,paent
428,Kleidung::N,щыгъы́ны,dillad
429,Kleidung::N,щыгъы́ны,gwisgoedd
430,Hemd::N,джан,crys
431,Kragen::N,пшъапӏ,coler
432,Ärmel::N,гъуап,llawes
433,Hose::N,гъончэ́дж,trowsus
434,Gürtel::N,бгыры́пх,gwregys
435,Mütze::N,паӏо́,cap
436,Stiefel::N,щазым,botasen
437,Ring::N,ӏэлъы́н,modrwy
438,Band::N,лент,rhuban
439,Kamm::N,мажь,crib
440,Spiegel::N,гъундж,drych
441,Riemen::N,бгыры́пх,strap
442,Schnur::N,кӏапсэ́,llinyn
443,Leine::N,шъокӏапс,tennyn
444,Decke::N,чыхӏэн,blanced
445,Decke::N,чыхӏэн,gwrthban
446,Kissen::N,шъхьант,clustog
447,Kissen::N,шъхьант,gobennydd
448,Tuch::N,шъхьэтехъу,sgarff
449,Handtuch::N,ӏаплъэкӏ,tywel
450,Handtuch::N,ӏаплъэкӏ,lliain sychu
451,Kraft::N,къары́у,grym
452,Kraft::N,кӏуачӏэ́,grym
453,Stärke::N,кӏуачӏэ́,nerth
454,Stärke::N,кӏуачӏэ́,cryfder
455,Gesundheit::N,псауныгъ,iechyd
456,Krankheit::N,узы,afiechyd
457,Krankheit::N,узы,anhwylder
458,Schmerz::N,узы,poen
459,Schmerz::N,узы,gwayw
460,Wunde::N,уӏагъэ́,clwyf
461,Fieber::N,техьа́гъу,twymyn
462,Fieber::N,жъоку,twymyn
463,Arznei::N,ӏэзэ́гъу,meddyginiaeth
464,Brücke::N,лъэмы́д ж,pont
465,Brunnen::N,псынэ́,ffynnon
466,Weide::N,хъупӏэ́,porfa
467,Pfad::N,лъагъу,llwybr
468,Weg::N,гъо́гу,ffordd
469,Straße::N,гъо́гу,heol
470,Straße::N,гъо́гу,ffordd
471,Dorf::N,къуа́дж,pentref
472,Stadt::N,къалэ́,tref
473,Brief::N,тхэн,llythyr
474,Brief::N,письмэ,llythyr
475,Buch::N,тхы́лъ,llyfr
476,Buchstabe::N,хьары́ф,llythyren
477,Zeitung::N,газет,papur newydd
478,Leben::N,гъашӏэ́,bywyd
479,Tod::N,аджал,marwolaeth
480,Grab::N,бэны́,bedd
481,Kirche::N,чылы́с,eglwys
482,Sünde::N,гунахь,pechod
483,Gott::N,тхьэ,duw
484,Arbeiter::N,рабоч,gweithiwr
485,Chef::N,гъэр,pennaeth
486,Meister::N,ӏэпыӏа́с,meistr
487,Lehrer::N,кӏэлэегъа́дж,athro
488,Geld::N,ахъщ,pres
489,Geld::N,ахъщ,arian
490,Geschäft::N,ӏофшӏэн,busnes
491,Laden::N,туча́н,siop
492,Preis::N,уасэ́,pris
493,Ware::N,хьап-щып,nwydd
494,Nutzen::N,чар,elw
495,Nutzen::N,чар,budd
496,Nutzen::N,федэ́,elw
497,Nutzen::N,федэ́,budd
498,Reichtum::N,байныгъ,cyfoeth
499,Welt::N,дуна́й,byd
500,Land::N,хэгъэ́́гу,gwlad
501,Staat::N,къэралыгъу,gwladwriaeth
502,König::N,пачъы́хь,brenin
503,Macht::N,шынэгъакзэ́,grym
504,Macht::N,шынэгъакзэ́,awdurdod
505,Grenze::N,гъуна́пкъ,ffin
506,Grenze::N,гъуна́пкъ,goror
507,Krieg::N,зао́,rhyfel
508,Feind::N,пы́и,gelyn
509,Gewalt::N,егъэзыгъэныгъ,ffyrnigrwydd
510,Kampf::N,бэнэныгъ,brwydr
511,Bogen[Waffe]::N,щабз,bwa
512,Pfeil::N,щэбза́щ,saeth
513,Gewehr::N,шхонч,dryll
514,Fehler::N,хэукъоныгъ,gwall
515,Fehler::N,хэукъоныгъ,camgymeriad
516,Lüge::N,пцӏы,celwydd
517,Lüge::N,пцӏы,anwiredd
518,Schaden::N,зэра́р,niwed
519,Schaden::N,зэра́р,difrod
520,Unglück::N,тхьамыкӏагъу,anffawd
521,Schuld::N,мысагъэ́,bai
522,Alter::N,ныбжь,oed
523,Schluss::N,кӏэ,diwedd
524,Zeit::N,уахътэ́,amser
525,Tag::N,мафэ́,dydd
526,Tag::N,мафэ́,diwrnod
527,Morgen::N,пчэды́жь,bore
528,Mittag::N,щэджагьу́,nawn
529,Abend::N,пчыхьэ́,noswaith
530,Nacht::N,чэщы́,nos
531,Woche::N,тхьамафэ́,wythnos
532,Monat::N,мазэ́,mis
533,Jahr::N,илъэ́с,blwyddyn
534,Frühling::N,гъатхэ́,gwanwyn
535,Sommer::N,гъэмафэ́,haf
536,Herbst::N,бжыхьэ́,hydref
537,Winter::N,кӏыма́ф,gaeaf
538,Januar::N,январь,Ionawr
539,Februar::N,февраль,Chwefror
540,März::N,март,Mawrth
541,April::N,апрель,Ebrill
542,Mai::N,май,Mai
543,Juni::N,июнь,Mehefin
544,Juli::N,июль,Gorffennaf
545,August::N,август,Awst
546,September::N,сентябрь,Medi
547,Oktober::N,октябрь,Hydref
548,November::N,ноябрь,Tachwedd
549,Dezember::N,декабрь,Rhagfyr
550,Montag::N,блыпэ́,dydd Llun
551,Dienstag::N,гъубдж,dydd Mawrth
552,Mittwoch::N,бэрэскэжъый,dydd Mercher
553,Donnerstag::N,мэфэ́ку,dydd Iau
554,Freitag::N,бэрэскэшху,dydd Gwener
555,Samstag::N,шэмбэ́т,dydd Sadwrn
556,Sonntag::N,тхьаума́ф,dydd Sul
557,groß::A,ины́,mawr
558,klein::A,цӏы́кӏу,bach
559,lang::A,кӏыхьэ́,hir
560,kurz::A,кӏэкӏы́,byr
561,kurz::A,кӏэкӏы́,cwta
562,breit::A,шъуамбгъо́,llydan
563,schmal::A,бгъузэ́,cul
564,dicht::A,ӏужъу́,dwys
565,dick[Gegenstand]::A,ӏужъу́,trwchus
566,dünn::A,пӏуакӏэ́,tenau
567,fein::A,пӏуакӏэ́,main
568,fest::A,пытэ́,cadarn
569,flach::A,тешъо́,gwastad
570,glatt::A,зэны́бжь,llyfn
571,hart::A,пытэ́,caled
572,weich::A,шъабэ́,meddal
573,rund::A,хъура́й,crwn
574,spitz::A,папцӏэ́,pigfain
575,scharf::A,чан,miniog
576,stumpf::A,цако́,pŵl
577,schwer::A,онтэ́гъу,trwm
578,schön::A,дахэ́,teg
579,schön::A,дахэ́,hardd
580,schön::A,дахэ́,prydferth
581,heiß::A,жъо́ркъ,poeth
582,warm::A,фабэ́у,twym
583,warm::A,фабэ́у,cynnes
584,kalt::A,чъыӏэ́,oer
585,kühl::A,чъыӏэтагъ,oeraidd
586,frisch::A,чъыӏэтагъ,iach
587,feucht::A,шынагъэ зиӏэ,llaith
588,feucht::A,шынэгъакӏэ зиӏэ,llaith
589,nass::A,цӏынэ́,gwlyb
590,trocken::A,гъушъ,sych
591,trocken::A,чъэпхъыгъ,sych
592,voll::A,из,llawn
593,voll::A,изыбз,llawn
594,leer::A,нэкӏы́,gwag
595,offen::A,зэдэхыгъэ,agored
596,geschlossen::A,зэфэшӏыгъ,caead
597,geschlossen::A,зэфэшӏыгъ,caeëdig
598,sauber::A,къабзэ́,glân
599,schmutzig::A,шӏо́и,budr
600,schmutzig::A,шӏо́и,brwnt
601,roh::A,мыжъо́,amrwd
602,reif::A,чъэпхъыгъ,aeddfed
603,lecker::A,го́хьы,blasus
604,lecker::A,го́хьы,danteithiol
605,süß::A,ӏэшӏу,melys
606,bitter::A,дыджы́,chwerw
607,sauer::A,хафэ́,sur
608,hell::A,нэфын,disglair
609,dunkel::A,мэзэхэ,tywyll
610,schwarz::A,шӏуцӏэ,du
611,weiß::A,фыжьы́,gwyn
612,rot::A,плъыжьы́,coch
613,gelb::A,гъожьы́,melyn
614,blau::A,шхъуантӏэ,glas
615,grün::A,шхъуантӏэ,gwyrdd
616,grau::A,шхъо,llwyd
617,bunt::A,къолэны,lliwgar
618,billig::A,пыут,rhad
619,teuer::A,сикӏа́с,drud
620,teuer::A,силъа́пӏ,drud
621,wertvoll::A,пкӏэ зиӏ,gwerthfawr
622,wertvoll::A,уасэ́ зыфа́шӏ,gwerthfawr
623,blind::A,нэшъу́,dall
624,taub::A,дэгу,byddar
625,kräftig::A,лъэ́ш,nerthol
626,kräftig::A,лъэ́ш,grymus
627,stark::A,лъэ́ш,cryf
628,stark::A,лъэ́ш,cadarn
629,schwach::A,хъыбэй,gwan
630,fett::A,пщэры́,tew
631,schlank::A,ищыгъэ,main
632,hübsch::A,дахэ́,tlws
633,böse::A,ябгэ,drwg
634,dumm::A,делэ,twp
635,faul::A,шъхьахы́нэ,diog
636,fleißig::A,егугъурэ,dyfal
637,geizig::A,тхьацэ,crintach
638,geizig::A,тхьацэ,cybyddlyd
639,klug::A,акъылышӏу́,deallus
640,geschickt::A,ӏэпэӏэсэ́,medrus
641,geschickt::A,ӏэпэӏэсэ́,deheuig
642,geschickt::A,шо́у шӏыгъэ́,medrus
643,geschickt::A,шо́у шӏыгъэ́,deheuig
644,lieb::A,псэм фэд,hoff
645,lieb::A,псэм фэд,annwyl
646,lustig::A,чэф,llon
647,sanft::A,ӏушъа́б,mwyn
648,hungrig::A,гъаблэ́,newynog
649,krank::A,сыма́дж,sâl
650,krank::A,сыма́дж,gwael
651,nackt::A,пцӏанэ́,noeth
652,traurig::A,нэшхъэй,trist
653,gut::A,дэгъу́,da
654,schlecht::A,дэи,drwg
655,schlecht::A,дэи,gwael
656,richtig::A,тэрэз,cywir
657,schlimm::A,щынэгъо,enbyd
658,wahr::A,шъыпкъэ́,gwir
659,alt::A,жъы,hen
660,neu::A,кӏэ,newydd
661,ehemalig::A,-щтыгъэ,blaenorol
662,ehemalig::A,-гъэ,blaenorol
663,alt[Lebewesen]::A,жъы,oedrannus
664,jung::A,ныбжьыкӏэ́,ifanc
665,arm::A,тхьамы́кӏ,tlawd
666,reich::A,бай,cyfoethog
667,bekannt::A,нэӏуа́с,cynefin
668,bekannt::A,нэӏуа́с,cyfarwydd
669,berühmt::A,цӏэры́ӏу,enwog
670,fremd::A,хымэ,estron
671,verschieden::A,зэфэшъхьафы,gwahanol
672,nah::A,благъэ́,agos
673,fern::A,чыжьэ,pell
674,linker::A,сэмэ́гу,aswy
675,linker::A,сэмэ́гу,chwith
676,rechter::A,джабгъу,de
677,rechter::A,джабгъу,deau
