,Concept_ID,hr,ce
167,Herde::N,stado,жа
168,Kuh::N,krava,етт
169,Bulle::N,bik,сту
170,Pferd::N,konj,говр
171,Schaf::N,ovca,жий
172,Schaf::N,ovca,уьстагӏ
173,Schwein::N,svinja,хьакха
174,Hund::N,pas,жӏаьла
175,Hund::N,pseto,жӏаьла
176,Katze::N,mačka,цициг
177,Bär::N,medvjed,ча
178,Eichhörnchen::N,vjeverica,тарсал
179,Elch::N,los,сай
180,Fuchs::N,lisica,цхьогал
181,Hase::N,zec,пхьагал
182,Maus::N,miš,дахка
183,Wolf::N,vuk,борз
184,Wolf::N,kurjak,борз
185,Vogel::N,ptica,олхазар
186,Schwarm::N,roj,
187,Schwarm::N,jato,
188,Huhn::N,kokoš,котам
189,Hahn::N,kokot,нӏаьна
190,Hahn::N,kokot,боргӏал
191,Hahn::N,pijevac,нӏаьна
192,Hahn::N,pijevac,боргӏал
193,Gans::N,guska,гӏаз
194,Adler::N,orao,aьрзу
195,Ente::N,patka,бад
196,Eule::N,sova,бухӏа
197,Kranich::N,ždral,гӏаргӏули
198,Krähe::N,vrana,къиг
199,Kuckuck::N,kukavica,aттйокх
200,Schwan::N,labud,гӏургӏаз
201,Fisch::N,riba,чӏара
202,Barsch::N,grgeč,окунь
203,Hecht::N,štuka,гӏазкхийн чӏара
204,Schlange[Tier]::N,guja,лаьхьа
205,Schlange[Tier]::N,zmija,лаьхьа
206,Wurm::N,crv,нӏаьна
207,Spinne::N,pauk,гезг
208,Ameise::N,mrav,зингат
209,Laus::N,uš,меза
210,Laus::N,uš,гӏениг
211,Mücke::N,komarac,чуьрк
212,Fliege::N,muha,моза
213,Schmetterling::N,leptir,полла
214,Beere::N,boba,цӏазам
215,Beere::N,bobica,цӏазам
216,Apfel::N,jabuka,ӏаж
217,Pilz::N,pečurka,жӏаьлин нускал
218,Zwiebel::N,luk,xох
219,Zwiebel::N,kapula,xох
220,Saat::N,sjemenje,чlу
221,Korn::N,zrno,буьртиг
222,Heu::N,sijeno,йол
223,Schale::N,kora,пардо
224,Schale::N,ljuska,пардо
225,Grube::N,jama,ор
226,Falle::N,zamka,кӏело
227,Falle::N,klopka,кӏело
228,Schlinge::N,uzao,
229,Schlinge::N,petlja,
230,Spur::N,trag,лар
231,Spur::N,slijed,лар
232,Asche::N,pepeo,чим
233,Dreck::N,blato,мода
234,Eisen::N,željezo,эчиг
235,Gold::N,zlato,деши
236,Silber::N,srebro,дети
237,Kohle::N,ugalj,кӏора
238,Kohle::N,ugljen,кӏора
239,Glas::N,staklo,aнгали
240,Lehm::N,glina,поппар
241,Lehm::N,ilovača,поппар
242,Sand::N,pijesak,гӏум
243,Mensch::N,čovjek,адам
244,Mann::N,muškarac,майра
245,Frau::N,žena,зуда
246,Kind::N,čedo,бер
247,Kind::N,dijete,бер
248,Junge::N,momče,жимха
249,Junge::N,dječak,жимха
250,Mädchen::N,djevojka,жима йоӏ
251,Mädchen::N,djevojčica,жима йоӏ
252,Familie::N,obitelj,доьзал
253,Familie::N,porodica,доьзал
254,Großvater::N,djed,ненада
255,Großmutter::N,baka,денана
256,Eltern::N,roditelji,да-нана
257,Vater::N,otac,да
258,Mutter::N,majka,нана
259,Sohn::N,sin,кӏант
260,Tochter::N,kći,йоӏ
261,Tochter::N,kćerka,йоӏ
262,Bruder::N,brat,ваша
263,Schwester::N,sestra,йиша
264,Onkel::N,čika,деваша
265,Onkel::N,ujak,деваша
266,Tante::N,ujna,дейиша
267,Tante::N,tetka,дейиша
268,Ehemann::N,muž,майра
269,Ehemann::N,suprug,майра
270,Ehefrau::N,žena,зуда
271,Ehefrau::N,supruga,зуда
272,Freude::N,radost,самукъа
273,Freude::N,radost,хазахетар
274,Gelächter::N,grohot,белам
275,Glück::N,sreća,ирс
276,Kummer::N,jad,бала
277,Kummer::N,briga,бала
278,Wunsch::N,želja,лаам
279,Lust::N,volja,лаам
280,Geist::N,duh,са
281,Gedanke::N,misao,ойла
282,Gedächtnis::N,pamćenje,диццадалар
283,Verstand::N,um,хьекъал
284,Verstand::N,razum,хьекъал
285,Sinn::N,smisao,маьӏна
286,Sinn::N,značenje,маьӏна
287,Grund::N,razlog,бахьана
288,Wahrheit::N,istina,бакъдерг
289,Gespräch::N,razgovor,къамел
290,Märchen::N,bajka,туьйра
291,Erzählung::N,priča,дийцар
292,Erzählung::N,pripovijest,дийцар
293,Nachricht::N,vijest,хаам
294,Neuigkeit::N,novost,керланиг
295,Name::N,ime,цӏе
296,Rätsel::N,zagonetka,хӏетал-метал
297,Rede::N,govor,къамел
298,Rede::N,besjeda,къамел
299,Sprache::N,jezik,мотт
300,Stimme::N,glas,aз
301,Wort::N,riječ,дош
302,Zeichen::N,znak,билгало
303,Ruf::N,povik,кхайкхар
304,Ruf::N,poklik,кхайкхар
305,Lärm::N,buka,гӏовгӏа
306,Lärm::N,galama,гӏовгӏа
307,Laut::N,zvuk,аз
308,Ton::N,ton,aз
309,Lied::N,pjesma,илли
310,Ruhe::N,tišina,тийналла
311,Ruhe::N,počinak,тийналла
312,Leute::N,ljudi,нах
313,Volk::N,puk,халкъ
314,Volk::N,narod,халкъ
315,Arbeit::N,rad,болх
316,Arbeit::N,posao,болх
317,Gast::N,gost,хьаша
318,Geschenk::N,dar,совгӏат
319,Geschenk::N,poklon,совгӏат
320,Spiel::N,igra,ловзар
321,Gesellschaft::N,društvo,юкъаралла
322,Gesellschaft::N,kompanija,юкъаралла
323,Hilfe::N,pomoć,гӏо
324,Freund::N,prijatelj,доттагl
325,Kamerad::N,drug,накъост
326,Kamerad::N,drugar,накъост
327,Angelegenheit::N,posao,гӏуллакх
328,Anzahl::N,broj,терахь
329,Anzahl::N,brojnost,терахь
330,Art::N,vid,
331,Art::N,vrst,
332,Stück::N,komad,юьхк
333,Teil::N,dio,дакъа
334,Hälfte::N,polovina,ах
335,Kreis::N,krug,го
336,Kreuz::N,križ,жӏара
337,Linie::N,crta,сиз
338,Strich::N,crta,сиз
339,Abstand::N,razmak,юкъ
340,Abstand::N,odstojanje,юкъ
341,Entfernung::N,udaljenost,
342,Gegend::N,kraj,мeттиг
343,Gegend::N,predeo,мeттиг
344,Platz::N,mjesto,майда
345,Ort::N,mjesto,меттиг
346,Seite::N,bok,aгӏo
347,Seite::N,strana,aгӏo
348,Mitte::N,sredina,юкъ
349,Gegenstand::N,predmet,хӏума
350,Sache::N,posao,хӏума
351,Rand::N,rub,йист
352,Rand::N,kraj,йист
353,Kante::N,brid,йист
354,Kante::N,ivica,йист
355,Ecke::N,ugao,са
356,Spitze::N,vrh,ралла
357,Spitze::N,šiljak,ралла
358,Ende::N,konac,юьхьиг
359,Loch::N,rupa,ӏуьрг
360,Winkel::N,kut,са
361,Winkel::N,ugao,са
362,Muster::N,uzor,дагар
363,Muster::N,uzor,тӏамар
364,Größe::N,veličina,барам
365,Länge::N,duljina,йохалла
366,Höhe::N,visina,локхалла
367,Gewicht::N,težina,йозалла
368,Menge::N,mnoštvo,дукхалла
369,Menge::N,količina,дукхалла
370,Haufen::N,hrpa,сал
371,Haufen::N,hrpa,оьла
372,Haufen::N,gomila,сал
373,Haufen::N,gomila,оьла
374,Reihe::N,red,рагӏ
375,Reihe::N,red,могӏа
376,Boot::N,čun,кема
377,Boot::N,čamac,кема
378,Ruder::N,veslo,пийсиг
379,Schlitten::N,saone,салаз
380,Ski::N,ski,когсалаз
381,Ski::N,smučka,когсалаз
382,Lagerfeuer::N,logorska vatra,цӏе
383,Last::N,tovar,дукъ
384,Gang::N,hod,лелар
385,Schritt::N,korak,гӏулч
386,Norden::N,sjever,къилбаседе
387,Süden::N,jug,къилбе
388,Westen::N,zapad,малхбузе
389,Osten::N,istok,малхбале
390,Holz::N,drvo,дечиг
391,Brett::N,daska,у
392,Platte::N,ploča,у
393,Stütze::N,potpora,гӏopтоp
394,Stange::N,motka,гӏуркх
395,Stock::N,štap,ӏаса
396,Stock::N,palica,ӏаса
397,Stab::N,štap,гӏаж
398,Stab::N,šipka,гӏаж
399,Rohr::N,cijev,биргӏа
400,Haus::N,kuća,цӏа
401,Heim::N,dom,кхерч
402,Ofen::N,peć,кхерч
403,Fußboden::N,pod,цӏенкъа
404,Tisch::N,stol,шун
405,Tisch::N,trpeza,шун
406,Stuhl::N,stolac,гӏант
407,Stuhl::N,stolica,гӏант
408,Wiege::N,kolijevka,ага
409,Bett::N,krevet,маьнга
410,Bett::N,postelja,маьнга
411,Regal::N,polica,терхи
412,Kiste::N,sanduk,яьшка
413,Fenster::N,prozor,кор
414,Tür::N,vrata,неӏ
415,Tor::N,vrata,ков
416,Tor::N,kapija,ков
417,Zaun::N,plot,керт
418,Zaun::N,ograda,керт
419,Dach::N,krov,тхов
420,Leiter::N,ljestve,лами
421,Leiter::N,ljestvice,лами
422,Besen::N,metla,нуй
423,Spaten::N,ašov,бел
424,Schaufel::N,lopata,аьшкал
425,Gabel::N,viljuška,мӏара
426,Löffel::N,žlica,ӏайг
427,Messer::N,nož,урс
428,Nagel::N,čavao,хьостам
429,Netz::N,mreža,бой
430,Haken::N,kuka,мӏара
431,Griff::N,držak,
432,Griff::N,ručica,
433,Schloss::N,brava,чӏега
434,Bild::N,slika,сурт
435,Figur::N,figura,
436,Puppe::N,lutka,тайниг
437,Beutel::N,kesa,гали
438,Bündel::N,snop,кочар
439,Bündel::N,svežanj,кочар
440,Tasche::N,torba,тӏоьрмиг
441,Tasche::N,taška,тӏоьрмиг
442,Eimer::N,kabao,чийлик
443,Deckel::N,poklopac,негӏар
444,Geschirr::N,suđe,пхьегӏа
445,Geschirr::N,posuđe,пхьегӏа
446,Sack::N,džak,гали
447,Sack::N,vreća,гали
448,Tasse::N,šalica,кад
449,Topf::N,lonac,яй
450,Kessel::N,kazan,яй
451,Essen::N,obrok,юург
452,Nahrung::N,hrana,кхача
453,Speise::N,jelo,юург
454,Fleisch::N,meso,жижиг
455,Getreide::N,žito,буьртиг
456,Getreide::N,žitarice,буьртиг
457,Brei::N,kaša,xудар
458,Brot::N,kruh,бепиг
459,Brot::N,kruh,кхаллар
460,Scheibe::N,kriška,цастар
461,Fett::N,mast,мохь
462,Fett::N,salo,мохь
463,Butter::N,buter,налха
464,Butter::N,maslac,налха
465,Öl::N,ulje,даьтта
466,Salz::N,sol,туьха
467,Suppe::N,supa,чорпа
468,Honig::N,med,моз
469,Milch::N,mlijeko,шура
470,Tee::N,čaj,чай
471,Leder::N,koža,цӏока
472,Wolle::N,vuna,тӏapгӏa
473,Stoff::N,štof,кӏади
474,Stoff::N,tkanina,кӏади
475,Nadel::N,igla,маха
476,Faden::N,nit,тай
477,Faden::N,konac,тай
478,Knopf::N,dugme,нуьйда
479,Knoten::N,čvor,шад
480,Knoten::N,uzao,шад
481,Farbe::N,farba,сир
482,Farbe::N,farba,басар
483,Kleidung::N,odjeća,бедар
484,Hemd::N,košulja,коч
485,Kragen::N,ovratnik,кач
486,Ärmel::N,rukav,пхьош
487,Hose::N,hlače,хеча
488,Gürtel::N,pas,доьхка
489,Gürtel::N,pojas,доьхка
490,Mütze::N,kapa,куй
491,Schuh::N,cipela,мача
492,Stiefel::N,čizma,этка
493,Ring::N,prsten,чӏуг
494,Band::N,vrpca,лента
495,Kamm::N,češalj,ехк
496,Spiegel::N,zrcalo,куьзга
497,Spiegel::N,ogledalo,куьзга
498,Riemen::N,kaiš,доьхка
499,Riemen::N,remen,доьхка
500,Schnur::N,vrpca,муш
501,Leine::N,uzica,кочатосу доьхка
502,Decke::N,ćebe,юргӏа
503,Decke::N,pokrivač,юргӏа
504,Kissen::N,jastuk,гIайба
505,Tuch::N,rubac,исхар
506,Tuch::N,marama,исхар
507,Handtuch::N,ručnik,гата
508,Kraft::N,snaga,гӏора
509,Stärke::N,jakost,гӏап
510,Gesundheit::N,zdravlje,могашалла
511,Krankheit::N,bolest,цамгар
512,Schmerz::N,bol,лазар
513,Wunde::N,rana,чов
514,Fieber::N,groznica,xорша
515,Arznei::N,lijek,молха
516,Brücke::N,most,тӏай
517,Brücke::N,ćuprija,тӏай
518,Brunnen::N,bunar,гӏу
519,Brunnen::N,zdenac,гӏу
520,Weide::N,paša,дак
521,Weide::N,pašnjak,дак
522,Pfad::N,staza,тача
523,Weg::N,put,некъ
524,Straße::N,drum,урам
525,Straße::N,cesta,урам
526,Dorf::N,selo,юрт
527,Stadt::N,grad,гӏала
528,Stadt::N,varoš,гӏала
529,Brief::N,list,кехат
530,Brief::N,pismo,кехат
531,Buch::N,knjiga,жайна
532,Buchstabe::N,slovo,элп
533,Zeitung::N,novine,газет
534,Leben::N,život,дахар
535,Tod::N,smrt,далар
536,Tod::N,smrt,ӏожалла
537,Grab::N,raka,каш
538,Kirche::N,crkva,килс
539,Sünde::N,grijeh,къа
540,Gott::N,bog,дела
541,Arbeiter::N,radnik,белхало
542,Chef::N,šef,хьаькам
543,Meister::N,majstor,говзанча
544,Arzt::N,liječnik,лор
545,Lehrer::N,učitelj,хьехархо
546,Geld::N,novac,aхча
547,Geschäft::N,posao,туька
548,Geschäft::N,trgovina,туька
549,Laden::N,dućan,туька
550,Preis::N,cijena,мах
551,Ware::N,roba,хlума
552,Nutzen::N,korist,пайда
553,Reichtum::N,bogatstvo,хьал
554,Welt::N,svijet,дуьне
555,Land::N,zemlja,мохк
556,Staat::N,država,пачхьалкх
557,König::N,kralj,паччахь
558,Macht::N,moć,ӏедал
559,Macht::N,vlast,ӏедал
560,Grenze::N,granica,доза
561,Krieg::N,rat,тӏом
562,Feind::N,neprijatelj,мостагӏ
563,Gewalt::N,sila,гӏело
564,Gewalt::N,nasilje,гӏело
565,Kampf::N,boj,къийсам
566,Kampf::N,borba,къийсам
567,Bogen[Waffe]::N,luk,
568,Pfeil::N,strijela,пха
569,Gewehr::N,puška,топ
570,Fehler::N,pogreška,гӏалат
571,Fehler::N,griješka,гӏалат
572,Lüge::N,laž,аьшпаш
573,Schaden::N,šteta,зен
574,Unglück::N,nesreća,бала
575,Schuld::N,krivnja,бехк
576,Alter::N,dob,хан
577,Schluss::N,kraj,чакхе
578,Schluss::N,konac,чакхе
579,Zeit::N,doba,хан
580,Zeit::N,vrijeme,хан
581,Tag::N,dan,де
582,Morgen::N,jutro,ӏуьйре
583,Mittag::N,podne,делкъе
584,Abend::N,veče,суьйре
585,Abend::N,večer,суьйре
586,Nacht::N,noć,буьйса
587,Woche::N,sedmica,кӏира
588,Monat::N,mjesec,бутт
589,Jahr::N,godina,шо
590,Frühling::N,proljeće,бӏаьсте
591,Sommer::N,ljeto,аьхке
592,Herbst::N,jesen,гуьйре
593,Winter::N,zima,ӏа
594,Januar::N,januar,январь
595,Januar::N,siječanj,январь
596,Februar::N,veljača,февраль
597,Februar::N,februar,февраль
598,März::N,mart,март
599,März::N,ožujak,март
600,April::N,april,апрель
601,April::N,travanj,апрель
602,Mai::N,maj,май
603,Mai::N,svibanj,май
604,Juni::N,juni,июнь
605,Juni::N,lipanj,июнь
606,Juli::N,juli,июль
607,Juli::N,srpanj,июль
608,August::N,august,август
609,August::N,kolovoz,август
610,September::N,rujan,сентябрь
611,September::N,septembar,сентябрь
612,Oktober::N,oktobar,октябрь
613,Oktober::N,listopad,октябрь
614,November::N,studeni,ноябрь
615,November::N,novembar,ноябрь
616,Dezember::N,prosinac,декабрь
617,Montag::N,ponedjeljak,оршот
618,Montag::N,ponedjeljnik,оршот
619,Dienstag::N,utorak,шинара
620,Dienstag::N,utornik,шинара
621,Mittwoch::N,srijeda,кхаара
622,Donnerstag::N,četvrtak,еара
623,Freitag::N,petak,пӏераска
624,Samstag::N,subota,шот
625,Sonntag::N,nedjelja,кӏиранде
626,groß::A,velik,доккха
627,klein::A,mali,кегий
628,klein::A,malen,кегий
629,lang::A,dug,еха
630,lang::A,dugačak,еха
631,kurz::A,kratak,доца
632,breit::A,širok,шуьйра
633,schmal::A,uski,готта
634,schmal::A,uzak,готта
635,dicht::A,gust,луьста
636,dick[Gegenstand]::A,debeo,стомма
637,dünn::A,tanak,дуткъа
638,fein::A,fin,ховха
639,fein::A,tanak,ховха
640,fest::A,čvrst,чӏогӏа
641,flach::A,ravan,чӏапа
642,flach::A,plosnat,чӏапа
643,glatt::A,gladak,шера
644,hart::A,tvrd,чӏогӏa
645,weich::A,mek,кӏеда
646,weich::A,mekan,кӏеда
647,rund::A,okrugao,горга
648,spitz::A,oštar,ира
649,spitz::A,šiljast,ира
650,scharf::A,oštar,ира
651,scharf::A,bridak,ира
652,stumpf::A,tup,аьртa
653,schwer::A,težak,деза
654,schön::A,krasan,хаза
655,heiß::A,vruć,довха
656,warm::A,topao,довха
657,kalt::A,hladan,шийла
658,kühl::A,hladan,шийла
659,frisch::A,svjež,керла
660,feucht::A,vlažan,тӏуьна
661,nass::A,mokar,тӏеда
662,trocken::A,suh,eкъа
663,voll::A,pun,дуьзна
664,leer::A,prazan,яьсса
665,offen::A,otvoren,диллина
666,geschlossen::A,zatvoren,дӏакъевлина
667,geschlossen::A,zatvoren,дӏачӏагӏдина
668,sauber::A,čist,цӏена
669,schmutzig::A,nečist,боьха
670,schmutzig::A,blatan,боьха
671,roh::A,sirov,буьйда
672,reif::A,zreo,хилла
673,lecker::A,tečan,чоме
674,lecker::A,ukusan,чоме
675,süß::A,sladak,мерза
676,bitter::A,gorak,къаьхьа
677,sauer::A,kiseo,муьста
678,hell::A,vedar,сирла
679,hell::A,svijetao,сирла
680,dunkel::A,taman,бодане
681,schwarz::A,crn,ӏаьржа
682,weiß::A,bio,кӏайн
683,weiß::A,bijel,кӏайн
684,rot::A,crven,цӏен
685,gelb::A,žut,можа
686,blau::A,plav,сийна
687,blau::A,modar,сийна
688,grün::A,zelen,баьццара
689,grau::A,siv,cира
690,grau::A,siv,мокха
691,bunt::A,šaren,къорза
692,billig::A,jeftin,дораха
693,teuer::A,skup,деза
694,wertvoll::A,vrijedan,мехала
695,wertvoll::A,dragocjen,мехала
696,blind::A,slijep,бӏаьрзе
697,taub::A,gluh,къора
698,kräftig::A,snažan,нуьцкъала
699,stark::A,jak,зоьртала
700,stark::A,jak,нуьцкъала
701,stark::A,snažan,зоьртала
702,stark::A,snažan,нуьцкъала
703,schwach::A,slab,гӏорасиза
704,fett::A,pretio,дерстана
705,schlank::A,vitak,куц долу
706,hübsch::A,zgodan,хаза
707,böse::A,zao,вон
708,böse::A,opak,вон
709,dumm::A,glup,сонта
710,faul::A,lijen,мало ен
711,fleißig::A,radin,тӏера
712,fleißig::A,marljiv,тӏера
713,geizig::A,škrt,пис
714,geizig::A,škrt,сутара
715,klug::A,razborit,хьекъале
716,geschickt::A,vješt,тӏахъаьлла
717,lieb::A,drag,хьоме
718,lustig::A,veseo,самукъане
719,sanft::A,blag,кlеда
720,hungrig::A,gladan,меца
721,krank::A,bolestan,цомгуш долу
722,nackt::A,nag,дерзана
723,traurig::A,tužan,самукъане воцу
724,traurig::A,žalostan,самукъане воцу
725,lebendig::A,živ,дийна
726,gut::A,dobar,дика
727,schlecht::A,loš,вон
728,schlecht::A,rđav,вон
729,richtig::A,tačan,нийса
730,richtig::A,ispravan,нийса
731,schlimm::A,zao,вон
732,schlimm::A,zločest,вон
733,wahr::A,istinit,бакъдолу
734,alt::A,star,къена
735,neu::A,nov,керла
736,ehemalig::A,bivši,хилла
737,alt[Lebewesen]::A,star,къена
738,jung::A,mlad,къона
739,arm::A,ubog,къен
740,arm::A,siromašan,къен
741,reich::A,bogat,хьоле
742,bekannt::A,poznat,девзаш долу
743,berühmt::A,čuven,цӏеяхана
744,berühmt::A,slavan,цӏеяхана
745,fremd::A,tuđ,нехан
746,fremd::A,stran,нехан
747,verschieden::A,razan,тайп-тайпанара
748,verschieden::A,različan,тайп-тайпанара
749,nah::A,blizak,гергара
750,fern::A,dalek,гена
751,fern::A,dalek,генара
752,fern::A,daljnji,гена
753,fern::A,daljnji,генара
754,linker::A,lijevi,аьрру
755,rechter::A,desni,аьтту
756,anderer::A,drugi,кхин
757,anderer::A,drugačiji,кхин
758,erster::A,prvi,хьалхара
759,zweiter::A,drugi,шолгIа
760,dritter::A,treći,кхоалгӏа
761,letzter::A,zadnji,тӏаьххьара
762,allein::ADV,sam,цхьаъ
763,auf einmal::ADV,istodobno,цу сохьтта
764,zusammen::ADV,skupa,цхьана
765,zusammen::ADV,zajedno,цхьана
766,lange::ADV,dugo,дукха
767,plötzlich::ADV,naglo,цIеххьана
768,plötzlich::ADV,iznenada,цIеххьана
769,sofort::ADV,odmah,цу сохьтта
770,später::ADV,kasnije,тӏаьхьо
771,jetzt::ADV,sad,хӏинца
772,jetzt::ADV,sada,хӏинца
773,heute::ADV,danas,тахана
774,morgen::ADV,sutra,кхана
775,bald::ADV,skoro,кеста
776,bald::ADV,doskora,кеста
777,dann::ADV,zatim,тӏаккха
778,gestern::ADV,juče,селхана
779,gestern::ADV,jučer,селхана
780,einst::ADV,negda,цкъа
781,einst::ADV,nekada,цкъа
782,damals::ADV,tada,хӏетахьь
783,damals::ADV,onda,хӏетахьь
784,danach::ADV,poslije,тӏаккха
785,danach::ADV,nakon toga,тӏаккха
786,vorher::ADV,prije,хьалхa
787,vorher::ADV,prije toga,хьалхa
788,zuerst::ADV,prvo,хьалха
789,zuerst::ADV,najprije,хьалха
790,einmal::ADV,jednom,цкъа
791,einmal::ADV,jedanput,цкъа
792,manchmal::ADV,katkad,цкъаццкъа
793,manchmal::ADV,katkada,цкъаццкъа
794,oft::ADV,često,кест-кеста
795,immer::ADV,vazda,даим
796,immer::ADV,uvijek,даим
797,niemals::ADV,nikad,цкъа а
798,niemals::ADV,nikada,цкъа а
799,hier::ADV,tu,кхузахь
800,hier::ADV,ovdje,кхузахь
801,hierhin::ADV,amo,кхуза
802,hierhin::ADV,ovamo,кхуза
803,von hier::ADV,odavde,кхузара
804,dort::ADV,ondje,цигахь
805,dorthin::ADV,onamo,цига
806,geradeaus::ADV,ravno,нийса дӏа
807,vorwärts::ADV,naprijed,хьалха
