,Concept_ID,ar,pt
177,Maus::N,فأرة,rato
178,Wolf::N,ذئب,lobo
179,Vogel::N,طير,ave
180,Vogel::N,طير,pássaro
181,Schwarm::N,سرب,bando
182,Schwarm::N,سرب,enxame
183,Huhn::N,دجاجة,galinha
184,Hahn::N,ديك,galo
185,Gans::N,وزة,ganso
186,Adler::N,نسر,águia
187,Ente::N,بطة,pata
188,Eule::N,بوم,mocho
189,Eule::N,بوم,coruja
190,Kranich::N,كركي,grou
191,Krähe::N,غراب,gralha
192,Kuckuck::N,وقواق,cuco
193,Schwan::N,إوز عراقي,cisne
194,Fisch::N,سمك,peixe
195,Barsch::N,فرخ أوربي,perca
196,Hecht::N,سمك الكراكي,lúcio
197,Schlange[Tier]::N,حية,serpente
198,Schlange[Tier]::N,ثعبان,serpente
199,Wurm::N,دودة,verme
200,Spinne::N,عنكبوت,aranha
201,Ameise::N,نملة,formiga
202,Laus::N,قملة,piolho
203,Mücke::N,ناموسة,mosquito
204,Fliege::N,ذبابة,mosca
205,Schmetterling::N,فراشة,borboleta
206,Beere::N,حبة,bago
207,Apfel::N,تفاح,maçã
208,Pilz::N,فطر,fungo
209,Pilz::N,فطر,cogumelo
210,Zwiebel::N,بصل,cebola
211,Saat::N,زرع,sementeira
212,Korn::N,حبة,grão
213,Heu::N,دريس,feno
214,Schale::N,قشرة,casca
215,Grube::N,نقرة,cova
216,Grube::N,نقرة,fossa
217,Falle::N,فخ,armadilha
218,Falle::N,مصيدة,armadilha
219,Schlinge::N,عروة,laço
220,Spur::N,أثر,pista
221,Spur::N,أثر,vestígio
222,Asche::N,رماد,cinza
223,Dreck::N,قذر,sujidade
224,Eisen::N,حديد,ferro
225,Gold::N,ذهب,ouro
226,Silber::N,فضة,prata
227,Kohle::N,فحم,carvão
228,Glas::N,زجاج,vidro
229,Lehm::N,طين,barro
230,Lehm::N,طين,argila
231,Sand::N,رمل,areia
232,Mensch::N,إنسان,homem
233,Mensch::N,إنسان,pessoa
234,Mann::N,رجل,homem
235,Frau::N,امرأة,mulher
236,Kind::N,طفل,filho
237,Kind::N,طفل,criança
238,Junge::N,ولد,rapaz
239,Junge::N,ولد,menino
240,Mädchen::N,بنت,menina
241,Mädchen::N,بنت,rapariga
242,Familie::N,عائلة,família
243,Großvater::N,جد,avô
244,Großmutter::N,جدة,avó
245,Eltern::N,أبوان,pais
246,Eltern::N,والدان,pais
247,Vater::N,أب,pai
248,Mutter::N,أم,mãe
249,Sohn::N,إبن,filho
250,Tochter::N,بنت,filha
251,Tochter::N,إبنة,filha
252,Bruder::N,أخ,irmão
253,Bruder::N,شقيق,irmão
254,Schwester::N,أخت,irmã
255,Onkel::N,عم,tio
256,Tante::N,عمة,tia
257,Ehemann::N,زوج,esposo
258,Ehefrau::N,زوجة,esposa
259,Freude::N,فرح,prazer
260,Freude::N,فرح,alegria
261,Freude::N,سرور,prazer
262,Freude::N,سرور,alegria
263,Gelächter::N,قهقهة,risada
264,Gelächter::N,قهقهة,gargalhada
265,Glück::N,سعادة,felicidade
266,Kummer::N,غم,aflição
267,Kummer::N,غم,desgosto
268,Wunsch::N,منية,desejo
269,Lust::N,شهوة,vontade
270,Geist::N,روح,mente
271,Geist::N,روح,espírito
272,Gedanke::N,فكرة,ideia
273,Gedanke::N,فكرة,pensamento
274,Gedächtnis::N,ذاكرة,memória
275,Verstand::N,عقل,razão
276,Verstand::N,عقل,inteligência
277,Sinn::N,معنى,sentido
278,Sinn::N,معنى,significado
279,Grund::N,سبب,causa
280,Grund::N,سبب,motivo
281,Wahrheit::N,حقيقة,verdade
282,Gespräch::N,محادثة,conversa
283,Gespräch::N,محادثة,conversação
284,Märchen::N,خرافة,conto
285,Erzählung::N,قصة,conto
286,Erzählung::N,قصة,narrativa
287,Erzählung::N,حكاية,conto
288,Erzählung::N,حكاية,narrativa
289,Nachricht::N,خبر,mensagem
290,Neuigkeit::N,خبر جديد,notícia
291,Neuigkeit::N,خبر جديد,novidade
292,Name::N,اسم,nome
293,Rätsel::N,لغز,adivinha
294,Rede::N,خطبة,oração
295,Rede::N,خطبة,discurso
296,Sprache::N,لغة,língua
297,Stimme::N,صوت,voz
298,Wort::N,كلمة,palavra
299,Zeichen::N,رمز,marca
300,Zeichen::N,إشارة,marca
301,Ruf::N,نداء,grito
302,Ruf::N,نداء,chamada
303,Lärm::N,صخب,ruído
304,Lärm::N,صخب,barulho
305,Lärm::N,ضجة,ruído
306,Lärm::N,ضجة,barulho
307,Laut::N,صوت,som
308,Ton::N,نغمة,tom
309,Lied::N,أغنية,canção
310,Ruhe::N,هدوء,calma
311,Ruhe::N,هدوء,silêncio
312,Leute::N,ناس,gente
313,Leute::N,ناس,pessoas
314,Volk::N,شعب,povo
315,Volk::N,شعب,nação
316,Arbeit::N,عمل,trabalho
317,Gast::N,ضيف,hóspede
318,Gast::N,ضيف,convidado
319,Geschenk::N,هدية,prenda
320,Geschenk::N,هدية,presente
321,Spiel::N,لعب,jogo
322,Gesellschaft::N,صحبة,companhia
323,Hilfe::N,عون,ajuda
324,Hilfe::N,عون,socorro
325,Hilfe::N,مساعدة,ajuda
326,Hilfe::N,مساعدة,socorro
327,Freund::N,صديق,amigo
328,Kamerad::N,زميل,camarada
329,Angelegenheit::N,أمر,assunto
330,Angelegenheit::N,شأن,assunto
331,Anzahl::N,عدد,número
332,Anzahl::N,عدد,quantidade
333,Art::N,نوع,tipo
334,Art::N,نوع,espécie
335,Stück::N,قطعة,pedaço
336,Teil::N,قسم,peça
337,Teil::N,قسم,parte
338,Hälfte::N,نصف,metade
339,Kreis::N,دائرة,círculo
340,Kreuz::N,صليب,cruz
341,Linie::N,خط,linha
342,Strich::N,شرطة,traço
343,Abstand::N,مسافة,distância
344,Entfernung::N,بعد,distância
345,Gegend::N,ناحية,área
346,Gegend::N,ناحية,região
347,Platz::N,فراغ,lugar
348,Ort::N,مكان,sítio
349,Seite::N,جانب,lado
350,Mitte::N,وسط,meio
351,Gegenstand::N,موضوع,objecto
352,Sache::N,شيء,coisa
353,Rand::N,حافة,bordo
354,Rand::N,حافة,margem
355,Kante::N,حافة,borda
356,Kante::N,حافة,aresta
357,Ecke::N,ركن,esquina
358,Spitze::N,سن,ponta
359,Ende::N,طرف,cabo
360,Ende::N,طرف,extremo
361,Loch::N,ثقب,furo
362,Loch::N,ثقب,buraco
363,Winkel::N,زاوية,canto
364,Winkel::N,زاوية,ângulo
365,Muster::N,عينة,padrão
366,Muster::N,عينة,desenho
367,Größe::N,حجم,tamanho
368,Länge::N,طول,comprimento
369,Höhe::N,علو,altura
370,Höhe::N,علو,altitude
371,Höhe::N,ارتفاع,altura
372,Höhe::N,ارتفاع,altitude
373,Gewicht::N,وزن,peso
374,Menge::N,كمية,quantidade
375,Haufen::N,كوم,pilha
376,Reihe::N,صف,fila
377,Boot::N,قارب,barco
378,Boot::N,زورق,barco
379,Ruder::N,مجذاف,remo
380,Schlitten::N,مزلقة,trenó
381,Ski::N,زلاجة,esqui
382,Lagerfeuer::N,نار المخيم,fogueira
383,Last::N,حمل,carga
384,Gang::N,مشية,curso
385,Gang::N,مشية,caminhada
386,Schritt::N,خطوة,passo
387,Norden::N,شمال,norte
388,Süden::N,جنوب,sul
389,Westen::N,غرب,oeste
390,Westen::N,غرب,ocidente
391,Osten::N,شرق,este
392,Osten::N,شرق,leste
393,Osten::N,شرق,oriente
394,Holz::N,خشب,madeira
395,Brett::N,لوح,tábua
396,Brett::N,لوح,prancha
397,Platte::N,صفيحة,laje
398,Platte::N,صفيحة,chapa
399,Stütze::N,سند,apoio
400,Stütze::N,سند,suporte
401,Stütze::N,دعامة,apoio
402,Stütze::N,دعامة,suporte
403,Stange::N,عود,vara
404,Stange::N,عود,barra
405,Stock::N,عصا,pau
406,Stock::N,عصا,bengala
407,Stab::N,قضيب,bastão
408,Rohr::N,أنبوبة,cano
409,Haus::N,دار,casa
410,Haus::N,بيت,casa
411,Heim::N,بيت,lar
412,Heim::N,بيت,casa
413,Heim::N,مسكن,lar
414,Heim::N,مسكن,casa
415,Ofen::N,مدفأة,estufa
416,Ofen::N,مدفأة,aquecedor
417,Fußboden::N,أرضية,piso
418,Tisch::N,مائدة,mesa
419,Stuhl::N,كرسي,cadeira
420,Wiege::N,مهد,berço
421,Bett::N,سرير,cama
422,Regal::N,رف,estante
423,Regal::N,رف,prateleira
424,Kiste::N,صندوق,caixa
425,Fenster::N,شباك,janela
426,Fenster::N,نافذة,janela
427,Tür::N,باب,porta
428,Tor::N,بوابة,portão
429,Zaun::N,سياج,cerca
430,Zaun::N,سياج,vedação
431,Dach::N,سطح,telhado
432,Leiter::N,سلم,escada
433,Leiter::N,سلم,escada móvel
434,Besen::N,مكنسة,vassoura
435,Spaten::N,مسحاة,pá
436,Schaufel::N,مجرفة,pá
437,Gabel::N,شوكة,garfo
438,Löffel::N,ملعقة,colher
439,Messer::N,سكين,faca
440,Nagel::N,مسمار,cravo
441,Netz::N,شبكة,rede
442,Haken::N,خطاف,gancho
443,Haken::N,صنارة,gancho
444,Griff::N,قبضة,asa
445,Griff::N,قبضة,cabo
446,Schloss::N,قفل,fechadura
447,Bild::N,صورة,imagem
448,Figur::N,تمثال,figura
449,Puppe::N,دمية,boneca
450,Beutel::N,كيس,saco
451,Beutel::N,كيس,bolsa
452,Bündel::N,ربطة,fardo
453,Tasche::N,شنطة,saco
454,Tasche::N,شنطة,bolso
455,Tasche::N,محفظة,saco
456,Tasche::N,محفظة,bolso
457,Eimer::N,سطل,balde
458,Eimer::N,جردل,balde
459,Deckel::N,سداد,tampa
460,Geschirr::N,أوان,louça
461,Sack::N,زكيبة,saca
462,Tasse::N,فنجان,chávena
463,Topf::N,قدر,tacho
464,Topf::N,قدر,panela
465,Topf::N,طنجرة,tacho
466,Topf::N,طنجرة,panela
467,Kessel::N,قدر,caldeira
468,Kessel::N,غلاية,caldeira
469,Essen::N,طعام,refeição
470,Nahrung::N,غذاء,comida
471,Nahrung::N,غذاء,alimento
472,Speise::N,أكل,prato
473,Fleisch::N,لحم,carne
474,Getreide::N,حبوب,cereais
475,Brei::N,عصيدة,puré
476,Brot::N,خبز,pão
477,Scheibe::N,شريحة,fatia
478,Fett::N,سمن,banha
479,Fett::N,سمن,gordura
480,Butter::N,زبدة,manteiga
481,Öl::N,زيت,azeite
482,Salz::N,ملح,sal
483,Suppe::N,حساء,sopa
484,Suppe::N,حساء,caldo
485,Suppe::N,شربة,sopa
486,Suppe::N,شربة,caldo
487,Honig::N,عسل,mel
488,Milch::N,حليب,leite
489,Tee::N,شاي,chá
490,Leder::N,جلد,couro
491,Wolle::N,صوف,lã
492,Stoff::N,قماش,pano
493,Stoff::N,قماش,tecido
494,Nadel::N,إبرة,agulha
495,Faden::N,خيط,fio
496,Knopf::N,زر,botão
497,Knoten::N,عقدة,nó
498,Farbe::N,صبغة,corante
499,Kleidung::N,ملابس,roupa
500,Kleidung::N,ملابس,vestuário
501,Hemd::N,قميص,camisa
502,Kragen::N,ياقة,gola
503,Ärmel::N,كم,manga
504,Hose::N,سروال,calça
505,Hose::N,بنطلون,calça
506,Gürtel::N,حزام,cinto
507,Mütze::N,طاقية,boné
508,Mütze::N,طاقية,barrete
509,Schuh::N,حذاء,sapato
510,Stiefel::N,جزمة,bota
511,Stiefel::N,حذاء طويل,bota
512,Ring::N,حلقة,anel
513,Band::N,شريط,fita
514,Band::N,شريط,faixa
515,Kamm::N,مشط,pente
516,Spiegel::N,مرآة,espelho
517,Riemen::N,سير,correia
518,Schnur::N,حبل,corda
519,Schnur::N,حبل,cordel
520,Schnur::N,دوبارة,corda
521,Schnur::N,دوبارة,cordel
522,Leine::N,قيد,trela
523,Decke::N,بطانية,cobertor
524,Kissen::N,وسادة,almofada
525,Tuch::N,منديل,pano
526,Handtuch::N,فوطة,toalha
527,Handtuch::N,منشفة,toalha
528,Kraft::N,قدرة,força
529,Stärke::N,قوة,força
530,Gesundheit::N,صحة,saúde
531,Krankheit::N,مرض,doença
532,Krankheit::N,مرض,enfermidade
533,Schmerz::N,ألم,dor
534,Schmerz::N,وجع,dor
535,Wunde::N,جرح,chaga
536,Wunde::N,جرح,ferida
537,Fieber::N,حمى,febre
538,Arznei::N,دواء,remédio
539,Brücke::N,جسر,ponte
540,Brunnen::N,بئر,poço
541,Weide::N,مرعى,pastagem
542,Pfad::N,درب,senda
543,Pfad::N,درب,trilho
544,Weg::N,سكة,caminho
545,Straße::N,طريق,via
546,Straße::N,طريق,estrada
547,Dorf::N,قرية,aldeia
548,Stadt::N,مدينة,cidade
549,Brief::N,خطاب,carta
550,Brief::N,مكتوب,carta
551,Buch::N,كتاب,livro
552,Buchstabe::N,حرف,letra
553,Zeitung::N,جريدة,jornal
554,Leben::N,عيش,vida
555,Leben::N,حياة,vida
556,Tod::N,موت,morte
557,Tod::N,وفاة,morte
558,Grab::N,قبر,túmulo
559,Grab::N,قبر,sepultura
560,Kirche::N,كنيسة,igreja
561,Sünde::N,خطيئة,pecado
562,Gott::N,إله,deus
563,Arbeiter::N,عامل,operário
564,Arbeiter::N,عامل,trabalhador
565,Chef::N,رئيس,chefe
566,Chef::N,رئيس,patrão
567,Meister::N,أسطى,mestre
568,Arzt::N,طبيب,médico
569,Lehrer::N,مدرس,professor
570,Geld::N,نقود,dinheiro
571,Geschäft::N,صفقة,negócio
572,Laden::N,دكان,loja
573,Preis::N,سعر,preço
574,Ware::N,بضاعة,mercadoria
575,Nutzen::N,فائدة,proveito
576,Reichtum::N,غنى,riqueza
577,Reichtum::N,ثروة,riqueza
578,Welt::N,عالم,mundo
579,Welt::N,دنيا,mundo
580,Land::N,بلد,país
581,Staat::N,دولة,Estado
582,König::N,ملك,rei
583,Macht::N,سلطة,poder
584,Macht::N,سلطة,potência
585,Grenze::N,حدود,fronteira
586,Krieg::N,حرب,guerra
587,Feind::N,عدو,inimigo
588,Gewalt::N,عنف,violência
589,Kampf::N,قتال,luta
590,Kampf::N,قتال,combate
591,Bogen[Waffe]::N,قوس,arco
592,Pfeil::N,سهم,seta
593,Pfeil::N,سهم,flecha
594,Gewehr::N,بندقية,espingarda
595,Fehler::N,خطأ,erro
596,Fehler::N,خطأ,falha
597,Lüge::N,كذب,mentira
598,Schaden::N,تلف,dano
599,Schaden::N,تلف,estrago
600,Unglück::N,نحس,desgraça
601,Schuld::N,ذنب,culpa
602,Alter::N,سن,idade
603,Alter::N,عمر,idade
604,Schluss::N,ختام,fim
605,Schluss::N,نهاية,fim
606,Zeit::N,وقت,tempo
607,Tag::N,يوم,dia
608,Morgen::N,صباح,manhã
609,Mittag::N,ظهر,meio-dia
610,Abend::N,مساء,noite
611,Abend::N,مساء,tardinha
612,Nacht::N,ليلة,noite
613,Woche::N,أسبوع,semana
614,Monat::N,شهر,mês
615,Jahr::N,عام,ano
616,Jahr::N,سنة,ano
617,Frühling::N,ربيع,primavera
618,Sommer::N,صيف,verão
619,Herbst::N,خريف,outono
620,Winter::N,شتاء,inverno
621,Januar::N,يناير,Janeiro
622,Januar::N,كانون الثاني,Janeiro
623,Februar::N,شباط,Fevereiro
624,Februar::N,فبراير,Fevereiro
625,März::N,آذار,Março
626,März::N,مارس,Março
627,April::N,نيسان,Abril
628,Mai::N,مايو,Maio
629,Juni::N,يونيو,Junho
630,Juni::N,حزيران,Junho
631,Juli::N,تموز,Julho
632,Juli::N,يوليو,Julho
633,August::N,آب,Agosto
634,August::N,أغسطس,Agosto
635,September::N,أيلول,Setembro
636,September::N,سبتمبر,Setembro
637,Oktober::N,أكتوبر,Outubro
638,Oktober::N,تشرين الأول,Outubro
639,November::N,نوفمبر,Novembro
640,November::N,تشرين الثاني,Novembro
641,Dezember::N,ديسمبر,Dezembro
642,Dezember::N,كانون الأول,Dezembro
643,Montag::N,يوم الاثنين,segunda-feira
644,Dienstag::N,يوم الثلاثاء,terça-feira
645,Mittwoch::N,يوم الأربعاء,quarta-feira
646,Donnerstag::N,يوم الخميس,quinta-feira
647,Freitag::N,يوم الجمعة,sexta-feira
648,Samstag::N,يوم السبت,sábado
649,Sonntag::N,يوم الأحد,domingo
650,groß::A,كبير,grande
651,klein::A,صغير,pequeno
652,lang::A,طويل,comprido
653,kurz::A,قصير,curto
654,breit::A,واسع,largo
655,schmal::A,ضيق,estreito
656,dicht::A,كث,denso
657,dicht::A,كثيف,denso
658,dick[Gegenstand]::A,غليظ,grosso
659,dünn::A,رفيع,delgado
660,fein::A,رقيق,fino
661,fein::A,رقيق,subtil
662,fest::A,متين,firme
663,fest::A,متين,sólido
664,flach::A,سهل,plano
665,flach::A,منبسط,plano
666,glatt::A,ناعم,liso
667,hart::A,صلب,duro
668,hart::A,جامد,duro
669,weich::A,لين,mole
670,rund::A,مستدير,redondo
671,spitz::A,مدبب,agudo
672,scharf::A,حاد,afiado
673,stumpf::A,ثالم,rombo
674,schwer::A,ثقيل,pesado
675,schön::A,جميل,belo
676,schön::A,جميل,bonito
677,heiß::A,حار,quente
678,heiß::A,ساخن,quente
679,warm::A,دافئ,quente
680,kalt::A,بارد,frio
681,kühl::A,قر,fresco
682,frisch::A,طازج,fresco
683,feucht::A,رطب,húmido
684,nass::A,مبلول,molhado
685,trocken::A,جاف,seco
686,voll::A,ملء,cheio
687,leer::A,خال,vazio
688,leer::A,فارغ,vazio
689,offen::A,مفتوح,aberto
690,geschlossen::A,مغلق,fechado
691,sauber::A,نظيف,limpo
692,schmutzig::A,قذر,sujo
693,roh::A,نيء,cru
694,reif::A,ناضج,maduro
695,lecker::A,لذيذ,delicioso
696,süß::A,حلو,doce
697,bitter::A,مر,amargo
698,sauer::A,حامض,azedo
699,hell::A,نير,claro
700,dunkel::A,مظلم,escuro
701,dunkel::A,مظلم,sombrio
702,schwarz::A,أسود,preto
703,weiß::A,أبيض,branco
704,rot::A,أحمر,vermelho
705,gelb::A,أصفر,amarelo
706,blau::A,أزرق,azul
707,grün::A,أخضر,verde
708,grau::A,رمادي,cinzento
709,bunt::A,ملوب,colorido
710,billig::A,رخيص,barato
711,teuer::A,غال,caro
712,wertvoll::A,ثمين,valioso
713,wertvoll::A,ثمين,precioso
714,blind::A,أعمى,cego
715,taub::A,أصم,surdo
716,taub::A,أطرش,surdo
717,kräftig::A,قوي,forte
718,kräftig::A,قوي,poderoso
719,stark::A,قوي,forte
720,stark::A,قوي,robusto
721,schwach::A,ضعيف,débil
722,fett::A,سمين,gordo
723,schlank::A,أهيف,esbelto
724,hübsch::A,جميل,giro
725,hübsch::A,جميل,bonito
726,böse::A,رديء,mau
727,dumm::A,أبله,parvo
728,dumm::A,أبله,estúpido
729,dumm::A,أحمق,parvo
730,dumm::A,أحمق,estúpido
731,faul::A,كسلان,preguiçoso
732,fleißig::A,مجتهد,aplicado
733,fleißig::A,مجتهد,diligente
734,geizig::A,بخيل,avarento
735,klug::A,ذكي,prudente
736,klug::A,ذكي,inteligente
737,klug::A,عاقل,prudente
738,klug::A,عاقل,inteligente
739,geschickt::A,ماهر,hábil
740,lieb::A,عزيز,caro
741,lieb::A,عزيز,querido
742,lustig::A,مرح,alegre
743,sanft::A,حليم,suave
744,sanft::A,حليم,brando
745,hungrig::A,جائع,faminto
746,krank::A,مريض,doente
747,krank::A,مريض,enfermo
748,nackt::A,عار,nu
749,nackt::A,عار,despido
750,traurig::A,حزين,triste
751,lebendig::A,حي,vivo
752,gut::A,جيد,bom
753,schlecht::A,سيء,mau
754,schlecht::A,سيء,ruim
755,richtig::A,صحيح,justo
756,richtig::A,صحيح,correcto
757,schlimm::A,خبيث,mau
758,schlimm::A,خبيث,grave
759,wahr::A,حق,verdadeiro
760,alt::A,قديم,velho
761,alt::A,قديم,antigo
762,neu::A,جديد,novo
763,ehemalig::A,سابق,antigo
764,alt[Lebewesen]::A,مسن,velho
765,jung::A,شاب,jovem
766,jung::A,صغير,jovem
767,arm::A,فقير,pobre
768,reich::A,غني,rico
769,bekannt::A,معلوم,conhecido
770,berühmt::A,مشهور,famoso
771,berühmt::A,مشهور,célebre
772,fremd::A,أجنبي,alheio
773,fremd::A,أجنبي,estranho
774,verschieden::A,مختلف,diverso
775,verschieden::A,مختلف,diferente
776,nah::A,قريب,próximo
777,fern::A,بعيد,remoto
778,fern::A,بعيد,distante
779,linker::A,يسار,esquerdo
780,rechter::A,يمين,direito
781,anderer::A,آخر,outro
782,erster::A,أول,primeiro
783,zweiter::A,ثان,segundo
784,dritter::A,ثالث,terceiro
785,letzter::A,أخير,final
786,letzter::A,أخير,último
787,allein::ADV,وحده,só
788,auf einmal::ADV,بالمرة,de vez
789,zusammen::ADV,معا,juntos
790,lange::ADV,مدة طويلة,muito tempo
791,plötzlich::ADV,فجأة,de repente
792,sofort::ADV,حالا,imediatamente
793,sofort::ADV,فورا,imediatamente
794,später::ADV,فيما بعد,mais tarde
795,jetzt::ADV,الآن,agora
796,jetzt::ADV,حاليا,agora
797,heute::ADV,اليوم,hoje
798,morgen::ADV,غدا,amanhã
799,bald::ADV,قريبا,logo
800,bald::ADV,قريبا,breve
801,dann::ADV,ثم,então
802,dann::ADV,ثم,depois
803,gestern::ADV,أمس,ontem
804,gestern::ADV,البارحة,ontem
805,einst::ADV,قديما,antigamente
806,damals::ADV,حينئذ,então
807,danach::ADV,ثم,logo
808,danach::ADV,ثم,depois
809,danach::ADV,بعد ذلك,logo
810,danach::ADV,بعد ذلك,depois
811,vorher::ADV,من قبل,antes
812,vorher::ADV,قبل ذلك,antes
813,zuerst::ADV,أولا,primeiro
814,einmal::ADV,مرة,uma vez
815,manchmal::ADV,أحيانا,às vezes
816,oft::ADV,كثيرا,muitas vezes
817,immer::ADV,دائما,sempre
818,niemals::ADV,لا أبدا,nunca
819,hier::ADV,هنا,cá
820,hier::ADV,هنا,aqui
