,Concept_ID,cv,de
713,niemals::ADV,нихӑҫан та,niemals
714,hier::ADV,кунта,hier
715,hierhin::ADV,кунта,hierhin
716,von hier::ADV,кунтан,von hier
717,dort::ADV,унта,dort
718,dort::ADV,ҫавӑнта,dort
719,dorthin::ADV,унта,dorthin
720,dorthin::ADV,ҫавӑнта,dorthin
721,geradeaus::ADV,тикӗс,geradeaus
722,vorwärts::ADV,малалла,vorwärts
723,rückwärts::ADV,хыҫала,rückwärts
724,zurück::ADV,каялла,zurück
725,unten::ADV,аялта,unten
726,hinab::ADV,аялта,hinab
727,oben::ADV,ҫӳлте,oben
728,hinauf::ADV,ҫӳле,hinauf
729,überall::ADV,таҫта та,überall
730,überall::ADV,пур ҫӗрте те,überall
731,überall::ADV,кирек ӑҫта та,überall
732,nicht::ADV,мар,nicht
733,ein wenig::ADV,пӑртак,ein wenig
734,kaum::ADV,аран,kaum
735,sehr::ADV,питӗ,sehr
736,so::ADV,апла,so
737,noch::ADV,татах,noch
738,nur::ADV,ҫех,nur
739,schon::ADV,ӗнтӗ,schon
740,wieder::ADV,каллех,wieder
741,vergebens::ADV,харам,vergebens
742,vor::PRP,умӗнче,vor
743,hinter::PRP,кайра,hinter
744,unter::PRP,айне,unter
745,unter::PRP,айӗпе,unter
746,unter::PRP,айӗнче,unter
747,unter::PRP,ҫитеспе,unter
748,durch::PRP,витӗр,durch
749,neben::PRP,патӗнче,neben
750,zwischen::PRP,хушшинче,zwischen
751,wegen::PRP,пула,wegen
752,wegen::PRP,пирки,wegen
753,dies::PRN,ку,dies
754,dies::PRN,ҫак,dies
755,das::PRN,ҫав,das
756,alles::PRN,пурте,alles
757,alles::PRN,йӑлт,alles
758,ich::PRN,эп,ich
759,du::PRN,эс,du
760,er::PRN,вӑл,er
761,wir::PRN,эпир,wir
762,ihr::PRN,эсир,ihr
763,sie::PRN,вӗсем,sie
764,was::FPRN,мӗн,was
765,was::FPRN,мӗскер,was
766,was::FPRN,мӗн те пулин,was
767,wer::FPRN,кам,wer
768,wo::FADV,ӑҫта,wo
769,wohin::FADV,ӑҫта,wohin
770,wie::FADV,епле,wie
771,wie::FADV,мӗнле,wie
772,warum::FADV,ма,warum
773,warum::FADV,мӗншӗн,warum
774,wieviel::FNUM,миҫе,wieviel
775,eins::NUM,пӗр,eins
776,eins::NUM,пӗрре,eins
777,zwei::NUM,ик,zwei
778,zwei::NUM,икӗ,zwei
779,zwei::NUM,иккӗ,zwei
780,drei::NUM,виҫ,drei
781,drei::NUM,виҫӗ,drei
782,drei::NUM,виҫҫӗ,drei
783,vier::NUM,тӑват,vier
784,fünf::NUM,пилӗк,fünf
785,fünf::NUM,пиллӗк,fünf
786,sechs::NUM,улт,sechs
787,sechs::NUM,ултӑ,sechs
788,sechs::NUM,улттӑ,sechs
789,sieben::NUM,ҫич,sieben
790,sieben::NUM,ҫичӗ,sieben
791,sieben::NUM,ҫиччӗ,sieben
792,acht::NUM,сакӑр,acht
793,acht::NUM,саккӑр,acht
794,neun::NUM,тӑхӑр,neun
795,neun::NUM,тӑххӑр,neun
796,zehn::NUM,вунӑ,zehn
797,zehn::NUM,вуннӑ,zehn
798,elf::NUM,вун пӗр,elf
799,zwölf::NUM,вун ик,zwölf
800,zwölf::NUM,вун икӗ,zwölf
801,zwölf::NUM,вун иккӗ,zwölf
802,zwanzig::NUM,ҫирӗм,zwanzig
803,dreißig::NUM,вӑтӑр,dreißig
804,vierzig::NUM,хӗрӗх,vierzig
805,fünfzig::NUM,аллӑ,fünfzig
806,sechzig::NUM,утмӑл,sechzig
807,siebzig::NUM,ҫитмӗл,siebzig
808,achtzig::NUM,сакӑр вунӑ,achtzig
809,achtzig::NUM,сакӑр вуннӑ,achtzig
810,neunzig::NUM,тӑхӑр вун,neunzig
811,neunzig::NUM,тӑхӑр вунӑ,neunzig
812,neunzig::NUM,тӑхӑр вуннӑ,neunzig
813,hundert::NUM,ҫӗр,hundert
814,tausend::NUM,пин,tausend
815,und::CNJ,та,und
816,oder::CNJ,е,oder
817,stehen::V,тӑр,stehen
818,sitzen::V,лар,sitzen
819,liegen::V,вырт,liegen
820,hängen::V,усӑнса тӑр,hängen
821,hängen::V,ҫакӑнса тӑр,hängen
822,werden::V,пул,werden
823,passieren::V,пул,passieren
824,beginnen::V,пуҫлан,beginnen
825,enden::V,пӗт,enden
826,enden::V,вӗҫлен,enden
827,wechseln::V,улшӑн,wechseln
828,aufgehen[Sonne]::V,тух,aufgehen
829,untergehen[Sonne]::V,анса лар,untergehen
830,scheinen[Sonne]::V,пӑх,scheinen
831,donnern::V,кӗмсӗртет,donnern
832,donnern::V,авӑт,donnern
833,wehen::V,варкӑш,wehen
834,strömen::V,тӑкӑн,strömen
835,fließen::V,юх,fließen
836,sich drehen::V,ҫаврӑн,sich drehen
837,schwanken::V,чӳхен,schwanken
838,schwingen::V,суллан,schwingen
839,fallen::V,кип,fallen
840,fallen::V,тӳр кип,fallen
841,fallen::V,татӑлса ан,fallen
842,brennen::V,ҫун,brennen
843,rauchen::V,мӑкӑрлан,rauchen
844,rauchen::V,тӗтӗм кӑлар,rauchen
845,regnen::V,ҫумӑр ҫӑвать,regnen
846,gefrieren::V,шӑн,gefrieren
847,tauen::V,ирӗл,tauen
848,schmelzen::V,ирӗл,schmelzen
849,trocknen::V,тип,trocknen
850,sieden::V,вӗре,sieden
851,faulen::V,ҫӗр,faulen
852,verfaulen::V,ҫӗр,verfaulen
853,reißen::V,ҫурӑл,reißen
854,versinken::V,пут,versinken
855,vergehen::V,ирт,vergehen
856,erscheinen::V,курӑн,erscheinen
857,erscheinen::V,курӑнса кай,erscheinen
858,verschwinden::V,ҫухал,verschwinden
859,sinken::V,чак,sinken
860,abnehmen::V,чак,abnehmen
861,zunehmen::V,пысӑклан,zunehmen
862,steigen::V,ҫӗклен,steigen
863,wachsen::V,ӳс,wachsen
864,glänzen::V,ҫиҫ,glänzen
865,funkeln::V,ялкӑш,funkeln
866,funkeln::V,йӑлтӑртат,funkeln
867,lärmen::V,шавла,lärmen
868,läuten::V,шӑнкӑравла,läuten
869,klingeln::V,шӑнкӑравла,klingeln
870,klirren::V,калтлат,klirren
871,klirren::V,шӑнкӑлтат,klirren
872,brausen::V,ахӑр,brausen
873,rauschen::V,вашӑлтат,rauschen
874,rauschen::V,чашӑлтат,rauschen
875,klingen::V,янӑра,klingen
876,bellen::V,вӗр,bellen
877,heulen::V,ула,heulen
878,blasen::V,вӗр,blasen
879,pfeifen::V,шӑхӑр,pfeifen
880,schreien::V,кӑшкӑр,schreien
881,stöhnen::V,йынӑш,stöhnen
882,zittern::V,чӗтре,zittern
883,leben::V,пурӑн,leben
884,geboren werden::V,ҫурал,geboren werden
885,atmen::V,сывла,atmen
886,trinken::V,ӗҫ,trinken
887,essen::V,ҫи,essen
888,schlucken::V,ҫӑт,schlucken
889,müde werden::V,ӗшен,müde werden
890,einschlafen::V,ыйха пут,einschlafen
891,einschlafen::V,ҫывӑрса кай,einschlafen
892,schlafen::V,ҫывӑр,schlafen
893,aufwachen::V,вӑран,aufwachen
894,aufstehen::V,тӑр,aufstehen
895,sich erholen::V,кан,sich erholen
896,krank werden::V,чирле,krank werden
897,krank sein::V,чирле,krank sein
898,schmerzen::V,сур,schmerzen
899,schmerzen::V,ырат,schmerzen
900,husten::V,ӳсӗр,husten
901,genesen::V,сывал,genesen
902,genesen::V,тӳрлен,genesen
903,sterben::V,вил,sterben
904,umkommen::V,вил,umkommen
905,sich bewegen::V,куҫ,sich bewegen
906,sich rühren::V,хускал,sich rühren
907,sich erheben::V,тӑр,sich erheben
908,sich setzen::V,лар,sich setzen
909,hinfallen::V,ӳк,hinfallen
910,laufen::V,ут,laufen
911,schreiten::V,ут,schreiten
912,spazierengehen::V,уҫӑлса ҫӳре,spazierengehen
913,spazierengehen::V,уткаласа ҫӳре,spazierengehen
914,eilen::V,васка,eilen
915,eilen::V,хыпалан,eilen
916,sich beeilen::V,васка,sich beeilen
917,sich beeilen::V,хыпалан,sich beeilen
918,sausen::V,ыткӑн,sausen
919,sausen::V,вӗҫтер,sausen
920,rennen::V,чуп,rennen
921,springen::V,сик,springen
922,klettern::V,улӑх,klettern
923,schaukeln::V,йӳрӗн,schaukeln
924,kriechen::V,шу,kriechen
925,kriechen::V,упален,kriechen
926,schwimmen::V,иш,schwimmen
927,tauchen::V,чӑм,tauchen
928,rudern::V,авӑс,rudern
929,fahren::V,пыр,fahren
930,fliegen::V,вӗҫ,fliegen
931,gehen::V,кай,gehen
932,weggehen::V,кай,weggehen
933,abfahren::V,тапран,abfahren
934,anhalten::V,чарӑн,anhalten
935,hineingehen::V,кӗр,hineingehen
936,eintreten::V,кӗр,eintreten
937,kommen::V,кил,kommen
938,ankommen::V,ҫит,ankommen
939,zurückkommen::V,таврӑн,zurückkommen
940,zurückkommen::V,каялла кил,zurückkommen
941,bleiben::V,юл,bleiben
942,warten::V,кӗт,warten
943,erwarten::V,кӗт,erwarten
944,suchen::V,шыра,suchen
945,finden::V,туп,finden
946,versuchen::V,пикен,versuchen
947,vorbereiten::V,хатӗрле,vorbereiten
948,lieben::V,юрат,lieben
949,mögen::V,кӑмӑлла,mögen
950,mögen::V,килӗштер,mögen
951,lachen::V,кул,lachen
952,lachen::V,ахӑлтат,lachen
953,rühren::V,ҫулӑх,rühren
954,weinen::V,йӗр,weinen
955,weinen::V,макӑр,weinen
956,schimpfen::V,вӑрҫ,schimpfen
957,schimpfen::V,ятлаҫ,schimpfen
958,sich ärgern::V,ҫиллен,sich ärgern
959,sich fürchten::V,шиклен,sich fürchten
960,fürchten::V,хӑра,fürchten
961,fliehen::V,тар,fliehen
962,flüchten::V,чупса тар,flüchten
963,sehen::V,кур,sehen
964,anschauen::V,пӑхса ил,anschauen
965,ansehen::V,пӑх,ansehen
966,hören::V,илт,hören
967,zuhören::V,итле,zuhören
968,zuhören::V,тӑнла,zuhören
969,probieren::V,астив,probieren
970,riechen::V,шӑршла,riechen
971,fühlen::V,туй,fühlen
972,fühlen::V,сис,fühlen
973,scheinen::V,туйӑн,scheinen
974,zu sehen sein::V,курӑн,zu sehen sein
975,vernehmen::V,пӑл,vernehmen
976,frieren::V,йӳтен,frieren
977,tun::V,ту,tun
978,können::V,пултар,können
979,wollen::V,те,wollen
980,anfangen::V,пуҫла,anfangen
981,beenden::V,пӗтер,beenden
982,aufhören::V,пӑрах,aufhören
983,gelingen::V,ӑн,gelingen
984,geraten::V,пул,geraten
985,öffnen::V,уҫ,öffnen
986,schließen::V,хуп,schließen
987,stellen::V,ларт,stellen
988,stellen::V,тӑрат,stellen
989,setzen::V,ларт,setzen
990,legen::V,хур,legen
991,berühren::V,перӗн,berühren
992,verbinden::V,сып,verbinden
993,bedecken::V,вит,bedecken
994,aufhängen::V,ҫак,aufhängen
995,anzünden::V,ҫут,anzünden
996,aufheben::V,ҫӗкле,aufheben
997,zurücklassen::V,манса хӑвар,zurücklassen
998,verlieren::V,ҫӗтер,verlieren
999,fallen lassen::V,ӳкер,fallen lassen
1000,machen::V,ту,machen
1001,herstellen::V,ӑстала,herstellen
1002,bauen::V,ту,bauen
1003,reparieren::V,юса,reparieren
1004,verbessern::V,лайӑхлат,verbessern
1005,ändern::V,улӑштар,ändern
1006,graben::V,чав,graben
1007,graben::V,чакала,graben
1008,beugen::V,кукӑрт,beugen
1009,biegen::V,ав,biegen
1010,biegen::V,кукӑрт,biegen
1011,drehen::V,ҫавӑр,drehen
1012,wenden::V,ӳпӗнтер,wenden
1013,umdrehen::V,ҫавӑр,umdrehen
1014,heben::V,хӑпарт,heben
1015,hochheben::V,йӑт,hochheben
1016,ergreifen::V,тыт,ergreifen
1017,halten::V,тыт,halten
1018,drücken::V,пус,drücken
1019,schieben::V,тӗк,schieben
1020,schieben::V,тӗрт,schieben
1021,kratzen::V,хыр,kratzen
1022,lecken::V,ҫула,lecken
1023,beißen::V,ҫырт,beißen
1024,beißen::V,хып,beißen
1025,abreißen::V,тат,abreißen
1026,abschneiden::V,кас,abschneiden
1027,binden::V,ҫых,binden
1028,stecken::V,чик,stecken
1029,brechen::V,хуҫ,brechen
1030,klopfen::V,такка,klopfen
1031,hauen::V,шакка,hauen
1032,kleben::V,ҫыпӑҫтар,kleben
1033,reiben::V,сӑтӑр,reiben
1034,streichen::V,сӗр,streichen
1035,schleifen::V,хӑйра,schleifen
1036,schneiden::V,кас,schneiden
1037,rütteln::V,лӑка,rütteln
1038,rütteln::V,силлентер,rütteln
1039,schütteln::V,лӑка,schütteln
1040,schütteln::V,силлентер,schütteln
1041,schwenken::V,сулла,schwenken
1042,schütten::V,тултар,schütten
1043,füllen::V,тултар,füllen
1044,einwickeln::V,чӗрке,einwickeln
1045,tragen::V,ҫӗкле,tragen
1046,schleppen::V,сӗтӗр,schleppen
1047,ziehen::V,тӑс,ziehen
1048,aufbewahren::V,усра,aufbewahren
1049,werfen::V,пӑрах,werfen
1050,fangen::V,тыт,fangen
1051,packen::V,тыт,packen
1052,verstecken::V,пытарса хур,verstecken
1053,teilen::V,уйӑр,teilen
1054,teilen::V,пайла,teilen
1055,schicken::V,яр,schicken
1056,bringen::V,кӳр,bringen
1057,hinzufügen::V,хуш,hinzufügen
1058,bekommen::V,ил,bekommen
1059,bekommen::V,туян,bekommen
1060,erhalten::V,ил,erhalten
1061,erhalten::V,туян,erhalten
1062,nehmen::V,ил,nehmen
1063,wählen::V,суйла,wählen
1064,auswählen::V,суйла,auswählen
1065,bewahren::V,упра,bewahren
1066,behindern::V,кансӗрле,behindern
1067,behindern::V,чӑрмантар,behindern
1068,verderben::V,пӑс,verderben
1069,beschädigen::V,пӑс,beschädigen
1070,zerbrechen::V,ват,zerbrechen
1071,zerbrechen::V,ҫӗмӗр,zerbrechen
1072,zerreißen::V,ҫур,zerreißen
1073,zerstören::V,иш,zerstören
1074,verbrennen::V,ҫунтар,verbrennen
1075,geben::V,пар,geben
1076,reichen::V,пар,reichen
1077,schenken::V,парнеле,schenken
1078,versprechen::V,тума пул,versprechen
1079,versprechen::V,сӑмах пар,versprechen
1080,wünschen::V,сун,wünschen
1081,loben::V,ырла,loben
1082,küssen::V,чуп ту,küssen
1083,wiegen::V,сиктер,wiegen
1084,wiegen::V,силле,wiegen
1085,zudecken::V,вит,zudecken
1086,wecken::V,вӑрат,wecken
1087,zeigen::V,кӑтарт,zeigen
1088,führen::V,илсе пыр,führen
1089,führen::V,ҫавӑтса пыр,führen
1090,lehren::V,вёрент,lehren
1091,unterrichten::V,вёрент,unterrichten
1092,aufziehen::V,вӗрент,aufziehen
1093,leiten::V,тытса пыр,leiten
1094,antreiben::V,васкат,antreiben
1095,lassen::V,пусахла,lassen
1096,lassen::V,хуш,lassen
1097,einladen::V,чӗн,einladen
1098,vereinigen::V,пӗрлештер,vereinigen
1099,besuchen::V,ҫит,besuchen
1100,besuchen::V,кӗрсе кур,besuchen
1101,treffen::V,тӗл пул,treffen
1102,sich versammeln::V,пуҫтарӑн,sich versammeln
1103,spielen::V,выля,spielen
1104,singen::V,юрла,singen
1105,tanzen::V,ташла,tanzen
1106,sich trennen::V,уйрӑл,sich trennen
1107,verlassen::V,хӑвар,verlassen
1108,retten::V,ҫӑл,retten
1109,bewachen::V,хуралла,bewachen
1110,schützen::V,сыхла,schützen
1111,verteidigen::V,хӳтӗле,verteidigen
1112,sich schlagen::V,ҫапӑҫ,sich schlagen
1113,schießen::V,пер,schießen
1114,siegen::V,ҫӗн,siegen
1115,siegen::V,ҫӗнтер,siegen
1116,ärgern::V,тарӑхтар,ärgern
1117,ärgern::V,ҫиллентер,ärgern
1118,schlagen::V,ҫап,schlagen
1119,treten::V,тап,treten
1120,stechen::V,чик,stechen
1121,stoßen::V,чыш,stoßen
1122,stehlen::V,вӑрла,stehlen
1123,stören::V,кансӗрле,stören
1124,belästigen::V,аптӑрат,belästigen
1125,belästigen::V,хупла,belästigen
1126,verbergen::V,пытар,verbergen
1127,täuschen::V,суй,täuschen
1128,betrügen::V,ултала,betrügen
1129,töten::V,вӗлер,töten
1130,wohnen::V,чуна пар,wohnen
1131,wohnen::V,парӑнса тӑр,wohnen
1132,arbeiten::V,ӗҫле,arbeiten
1133,sammeln::V,пух,sammeln
1134,pflücken::V,тат,pflücken
1135,jagen::V,сунара ҫӳре,jagen
1136,fischen::V,пулӑ тыт,fischen
1137,fassen::V,тыт,fassen
1138,hüten::V,кӗт,hüten
1139,treiben::V,хӑвала,treiben
1140,anbinden::V,кӑкар,anbinden
1141,füttern::V,ҫитер,füttern
1142,melken::V,су,melken
1143,hacken::V,вакла,hacken
1144,gießen::V,шӑвар,gießen
1145,reifen::V,пиҫ,reifen
1146,zubereiten::V,пӗҫер,zubereiten
1147,kochen::V,пӗҫер,kochen
1148,backen::V,пӗҫер,backen
1149,braten::V,ӑшала,braten
1150,umrühren::V,хутӑштар,umrühren
1151,stricken::V,ҫых,stricken
1152,nähen::V,ҫӗле,nähen
1153,färben::V,пӗвет,färben
1154,reinigen::V,тасат,reinigen
1155,waschen::V,ҫу,waschen
1156,abwischen::V,шӑл,abwischen
1157,spülen::V,чӳхе,spülen
1158,fegen::V,шӑл,fegen
1159,kehren::V,шӑл,kehren
1160,baden::V,шыва кӗр,baden
1161,sich waschen::V,ҫӑвӑн,sich waschen
1162,ausziehen::V,салан,ausziehen
1163,anziehen::V,тӑхӑн,anziehen
1164,sich anziehen::V,тӑхӑн,sich anziehen
1165,kämmen::V,тура,kämmen
1166,schmücken::V,илемлет,schmücken
1167,sagen::V,те,sagen
1168,sprechen::V,кала,sprechen
1169,reden::V,сӑмахла,reden
1170,reden::V,калаҫ,reden
1171,sich unterhalten::V,пупле,sich unterhalten
1172,fragen::V,ыйт,fragen
1173,bitten::V,ыйт,bitten
1174,erzählen::V,каласа пар,erzählen
1175,mitteilen::V,пӗлтер,mitteilen
1176,mitteilen::V,хыпарла,mitteilen
1177,nennen::V,те,nennen
1178,nennen::V,чӗн,nennen
1179,rufen::V,чӗн,rufen
1180,prahlen::V,мухтан,prahlen
1181,prahlen::V,вӗҫкӗнлен,prahlen
1182,übersetzen::V,куҫар,übersetzen
1183,denken::V,шухӑшла,denken
1184,glauben::V,ӗнен,glauben
1185,bemerken::V,асӑрха,bemerken
1186,erkennen::V,палла,erkennen
1187,begreifen::V,ӑнлан,begreifen
1188,verstehen::V,пӗл,verstehen
1189,lernen::V,вӗрен,lernen
1190,wissen::V,пӗл,wissen
1191,wissen::V,ӑнкар,wissen
1192,sich erinnern an::V,аса ил,sich erinnern an
1193,vergessen::V,ман,vergessen
1194,vergessen::V,манса кай,vergessen
1195,messen::V,виҫ,messen
1196,zählen::V,шутла,zählen
1197,rechnen::V,шутла,rechnen
1198,lesen::V,вула,lesen
1199,malen::V,ӳкер,malen
1200,zeichnen::V,ӳкер,zeichnen
1201,schreiben::V,ҫыр,schreiben
1202,besitzen::V,тыт,besitzen
1203,kaufen::V,ил,kaufen
1204,kaufen::V,туян,kaufen
1205,verkaufen::V,сут,verkaufen
1206,bezahlen::V,тӳле,bezahlen
1207,zahlen::V,тӳле,zahlen
1208,beherrschen::V,тыт,beherrschen
1209,ertragen::V,тӳс,ertragen
1210,Bauch::N,,Bauch
