,Concept_ID,eu,mdf
800,geschickt::A,trebe,маштозь тиф
801,geschickt::A,antzetsu,маштозь тиф
802,lieb::A,maite,цебярь
803,lieb::A,laztan,цебярь
804,lustig::A,alaitsu,ра́хси
805,sanft::A,eme,сетьме
806,sanft::A,ezti,сетьме
807,hungrig::A,gose,вача
808,hungrig::A,gose,вачеда
809,krank::A,eri,сяряди
810,krank::A,gaixo,сяряди
811,nackt::A,biluzi,штада
812,nackt::A,biluzi,кърхтапа
813,traurig::A,itun,ла́жнай
814,traurig::A,betilun,ла́жнай
815,lebendig::A,bizirik,эряй
816,gut::A,on,пара
817,gut::A,on,цебярь
818,schlecht::A,txar,кальдяв
819,richtig::A,zuzen,виде
820,schlimm::A,larri,кальдяв
821,wahr::A,egiazko,афкуксонь
822,alt::A,zahar,ташта
823,neu::A,berri,од
824,ehemalig::A,lehengo,и́нгольдень
825,alt[Lebewesen]::A,adindun,сире
826,jung::A,gazte,од
827,arm::A,txiro,а́шу
828,arm::A,behartsu,а́шу
829,reich::A,dirudun,козя
830,bekannt::A,ezagun,содаф
831,berühmt::A,entzun,содавикс
832,berühmt::A,ospetsu,содавикс
833,fremd::A,arrotz,лия
834,fremd::A,arrotz,аф содаф
835,verschieden::A,ezberdin,аф фкя ла́цонь
836,verschieden::A,desberdin,аф фкя ла́цонь
837,nah::A,hurre,мала
838,nah::A,hurre,аф ичкоздень
839,nah::A,hurbil,мала
840,nah::A,hurbil,аф ичкоздень
841,fern::A,urrun,и́чкоздень
842,fern::A,urrun,куна́рдонь
843,linker::A,ezker,кержи
844,rechter::A,eskuin,види
845,anderer::A,beste,лия
846,erster::A,lehen,васенце
847,erster::A,aurren,васенце
848,zweiter::A,bigarren,омбоце
849,dritter::A,hirugarren,колмоце
850,letzter::A,azken,ме́кольце
851,letzter::A,hondar,ме́кольце
852,allein::ADV,bakarrik,ськамонза
853,auf einmal::ADV,batera,вихцок
854,zusammen::ADV,elkarrekin,марс
855,zusammen::ADV,elkarrekin,ма́рса
856,lange::ADV,luzaro,кува́тьс
857,plötzlich::ADV,bat-batean,а́пак учт
858,sofort::ADV,berehala,тяникиге
859,später::ADV,gero,ме́ле
860,jetzt::ADV,orain,тяни
861,heute::ADV,gaur,тячи
862,morgen::ADV,bihar,ва́нды
863,bald::ADV,aurki,курок
864,bald::ADV,laster,курок
865,dann::ADV,ondoren,меле
866,dann::ADV,ondoren,сяда меле
867,gestern::ADV,atzo,ися́к
868,einst::ADV,antzina,весть
869,einst::ADV,antzina,мзя́рда-бди
870,damals::ADV,orduan,эста
871,danach::ADV,gerora,меле
872,danach::ADV,ondoren,меле
873,vorher::ADV,lehenago,инголи
874,zuerst::ADV,aurrena,ва́сенда
875,zuerst::ADV,lehenbizi,ва́сенда
876,einmal::ADV,behin,весть
877,einmal::ADV,aldi bat,весть
878,manchmal::ADV,batzuetan,лия́ста
879,manchmal::ADV,batzuetan,ко́ста-ко́ста
880,manchmal::ADV,zenbaitetan,лия́ста
881,manchmal::ADV,zenbaitetan,ко́ста-ко́ста
882,oft::ADV,maiz,си́деста
883,oft::ADV,askotan,си́деста
884,immer::ADV,beti,фалу
885,immer::ADV,beti,най
886,niemals::ADV,inoiz ez,аф мзя́рдонга
887,niemals::ADV,sekula ez,аф мзя́рдонга
888,hier::ADV,hemen,тяса
889,hierhin::ADV,hona,сей
890,hierhin::ADV,hona,тяза
891,von hier::ADV,hemendik,тя́ста
892,von hier::ADV,honetatik,тя́ста
893,dort::ADV,han,тоса
894,dorthin::ADV,hara,тов
895,dorthin::ADV,hara,тоза
896,geradeaus::ADV,artez,ви́деста
897,vorwärts::ADV,aurrera,и́нголи
898,rückwärts::ADV,atzera,ме́ки
899,rückwärts::ADV,atzerantz,ме́ки
900,zurück::ADV,atzera,ме́ки
901,unten::ADV,behean,ала
902,hinab::ADV,behera,алу
903,hinab::ADV,beherantz,алу
904,oben::ADV,goian,вяре
905,hinauf::ADV,gora,вяри
906,hinauf::ADV,gorantz,вяри
907,überall::ADV,edonon,се́мбе ва́стова
908,nicht::ADV,ez,аф
909,ein wenig::ADV,apur bat,аф лама
910,ein wenig::ADV,pixka bat,аф лама
911,kaum::ADV,ozta,а́ньцек
912,kaum::ADV,nekez,а́ньцек
913,sehr::ADV,oso,пяк
914,so::ADV,hala,ста́не
915,so::ADV,honela,ста́не
916,noch::ADV,oraindik,нинге
917,nur::ADV,bakarrik,аньцек
918,schon::ADV,ja,ни
919,schon::ADV,jada,ни
920,wieder::ADV,berriro,та́га
921,vergebens::ADV,alferrik,стак
922,vor::PRP,aurrean,инголе
923,hinter::PRP,ostean,фтала
924,hinter::PRP,ostean,мельге
925,hinter::PRP,gibelean,фтала
926,hinter::PRP,gibelean,мельге
927,unter::PRP,pean,ала
928,unter::PRP,azpian,ала
929,durch::PRP,zehar,пачк
930,neben::PRP,ondoan,ваксса
931,neben::PRP,aldamenean,ваксса
932,zwischen::PRP,artean,ёткса
933,wegen::PRP,-gatik,сюнеда
934,dies::PRN,hau,тя
935,das::PRN,hura,ся
936,das::PRN,hura,тона
937,alles::PRN,dena,сембе
938,ich::PRN,ni,мон
939,du::PRN,zu,тон
940,er::PRN,bera,сон
941,wir::PRN,gu,минь
942,ihr::PRN,zuek,тинь
943,sie::PRN,berak,синь
944,was::FPRN,zer,мезе
945,wer::FPRN,nor,кие
946,wo::FADV,non,коса
947,wohin::FADV,nora,ков
948,wohin::FADV,nora,коза
949,wie::FADV,nola,ко́да
950,wie::FADV,zelan,ко́да
951,warum::FADV,zeren,мес
952,warum::FADV,zergatik,мес
953,wieviel::FNUM,zenbat,мзя́ра
954,eins::NUM,bat,фкя
955,zwei::NUM,bi,кафта
956,zwei::NUM,biga,кафта
957,drei::NUM,hiru,колма
958,vier::NUM,lau,ниле
959,fünf::NUM,bost,вете
960,sechs::NUM,sei,кота
961,sieben::NUM,zazpi,сисем
962,acht::NUM,zortzi,кафкса
963,neun::NUM,bederatzi,ве́йхкса
964,zehn::NUM,hamar,кемонь
965,elf::NUM,hamaika,кефкие
966,zwölf::NUM,hamabi,кемгафтува
967,zwanzig::NUM,hogei,комсь
968,dreißig::NUM,hogeita hamar,колмогемонь
969,vierzig::NUM,berrogei,нильге́монь
970,fünfzig::NUM,berrogeita hamar,ве́дьгемонь
971,sechzig::NUM,hirurogei,ко́дгемонь
972,siebzig::NUM,hirurogeita hamar,сизьге́монь
973,achtzig::NUM,laurogei,ка́фксогемонь
974,neunzig::NUM,laurogeita hamar,ве́йхксогемонь
975,hundert::NUM,ehun,сяда
976,tausend::NUM,mila,тёжянь
977,und::CNJ,eta,и
978,und::CNJ,eta,дъ
979,oder::CNJ,edo,или
980,oder::CNJ,edo,али
981,stehen::V,zutik egon,а́щемс стя́да
982,sitzen::V,eserita egon,ащемс озада
983,liegen::V,etzan,ма́дозь а́щемс
984,hängen::V,eskegita egon,нюрьгомс
985,hängen::V,zintzilik egon,нюрьгомс
986,werden::V,bihurtu,арамс
987,werden::V,bihurtu,тиевомс
988,werden::V,bilakatu,арамс
989,werden::V,bilakatu,тиевомс
990,passieren::V,pasatu,лисэмс
991,passieren::V,pasatu,эвондамс
992,passieren::V,gertatu,лисэмс
993,passieren::V,gertatu,эвондамс
994,beginnen::V,hasi,ушедомс
995,enden::V,bukatu,лоткамс
996,wechseln::V,aldatu,по́лафнемс
997,aufgehen[Sonne]::V,ilki,стямс
998,aufgehen[Sonne]::V,ilki,лисемс
999,aufgehen[Sonne]::V,sortu,стямс
1000,aufgehen[Sonne]::V,sortu,лисемс
1001,untergehen[Sonne]::V,sartu,валгомс
1002,scheinen[Sonne]::V,eguzkia egon,ва́лдоптомс
1003,donnern::V,trumoia jo,торамс
1004,wehen::V,haizea ibili,уфа́мс
1005,strömen::V,zorrotadaka isuri,шудемс
1006,fließen::V,isuri,шудемс
1007,sich drehen::V,biratu,шаромс
1008,schwanken::V,zabuka ibili,якамс
1009,schwingen::V,kulunkatu,люксемс
1010,schwingen::V,kulunkatu,нюрьсемс
1011,fallen::V,erori,прамс
1012,fallen::V,erori,прашендомс
1013,brennen::V,sutan egon,паломс
1014,rauchen::V,kea bota,качадомс
1015,regnen::V,euria ari izan,пиземс
1016,gefrieren::V,izoztu,эйндамс
1017,gefrieren::V,izoztu,кельмомс
1018,gefrieren::V,hormatu,эйндамс
1019,gefrieren::V,hormatu,кельмомс
1020,tauen::V,gesaldu,соламс
1021,schmelzen::V,urtu,соламс
1022,trocknen::V,idortu,коськомс
1023,trocknen::V,lehortu,коськомс
1024,sieden::V,irakin,лакамс
1025,faulen::V,hirotu,наксадомс
1026,faulen::V,usteldu,наксадомс
1027,verfaulen::V,hirotu,наксадомс
1028,verfaulen::V,usteldu,наксадомс
1029,reißen::V,eten,сязевомс
1030,reißen::V,tarrat egin,сязевомс
1031,versinken::V,urperatu,ваямс
1032,vergehen::V,iragan,ётамс
1033,erscheinen::V,agertu,эвондамс
1034,verschwinden::V,desagertu,юма́мс
1035,sinken::V,beheititu,валгомс
1036,abnehmen::V,gutxitu,киремс
1037,abnehmen::V,beheratu,киремс
1038,zunehmen::V,gora egin,ламокстомс
1039,zunehmen::V,gora egin,рашнемс
1040,steigen::V,igo,кеподемс
1041,wachsen::V,hazi,касомс
1042,glänzen::V,distiratu,цинзелдомс
1043,glänzen::V,distiratu,цифордомс
1044,funkeln::V,izarniatu,ци́фтордомс
1045,lärmen::V,zarata atera,жалнамс
1046,läuten::V,jo,гайфтемс
1047,läuten::V,hots egin,гайфтемс
1048,klingeln::V,txirrina jo,гайфтемс
1049,klirren::V,tintin egin,ка́нзеркшнемс
1050,brausen::V,marru egin,жоледемс
1051,rauschen::V,fir-fir egin,вжнамс
1052,rauschen::V,fir-fir egin,гамнамс
1053,klingen::V,soinu egin,кайгомс
1054,bellen::V,zaunkatu,ува́мс
1055,heulen::V,ulu egin,сувомс
1056,heulen::V,ulu egin,урнамс
1057,heulen::V,uhuri egin,сувомс
1058,heulen::V,uhuri egin,урнамс
1059,blasen::V,ufa egin,уфа́мс
1060,blasen::V,putz egin,уфа́мс
1061,pfeifen::V,txistu egin,вяшкомс
1062,schreien::V,oihu egin,пешкодомс
1063,schreien::V,garrasi egin,пешкодомс
1064,stöhnen::V,intziri egin,куфцемс
1065,zittern::V,ikara egin,таромс
1066,zittern::V,dar-dar egin,таромс
1067,leben::V,bizi izan,эрямс
1068,geboren werden::V,jaio,шачемс
1069,atmen::V,hats egin,ажнамс
1070,atmen::V,arnasa egin,ажнамс
1071,trinken::V,edan,симомс
1072,essen::V,jan,ярхцамс
1073,schlucken::V,irentsi,нилемс
1074,müde werden::V,unatu,сиземс
1075,müde werden::V,nekatu,сиземс
1076,einschlafen::V,lokartu,матодовомс
1077,schlafen::V,lo egin,удомс
1078,aufwachen::V,esnatu,съргоземс
1079,aufwachen::V,atzarri,съргоземс
1080,aufstehen::V,jaiki,стямс
1081,sich erholen::V,atseden egin,ваймосемс
1082,krank werden::V,gaixotu,сярядькстомс
1083,krank sein::V,eri izan,сярядемс
1084,krank sein::V,gaixo izan,сярядемс
1085,schmerzen::V,min egin,сярядемс
1086,husten::V,eztul egin,козомс
1087,genesen::V,osatu,пъ́чкамс
1088,sterben::V,hil,куломс
1089,sterben::V,zendu,куломс
1090,umkommen::V,istripuz hil,юма́мс
1091,sich bewegen::V,higitu,шаштомс
1092,sich rühren::V,zirkin egin,сърхка́мс
1093,sich erheben::V,zutitu,стямс
1094,sich erheben::V,altxatu,стямс
1095,sich setzen::V,eseri,озамс
1096,sich setzen::V,jesarri,озамс
1097,hinfallen::V,erori,прамс
1098,hinfallen::V,erori,сяворемс
1099,laufen::V,ibili,якамс
1100,schreiten::V,oinkatu,молемс
1101,schreiten::V,oinkatu,аськолямс
1102,spazierengehen::V,paseatu,якамс
1103,spazierengehen::V,ostera bat egin,якамс
1104,eilen::V,lasterkatu,эряскодомс
1105,sich beeilen::V,lehiatu,эряскодомс
1106,sausen::V,ziztu bizian joan,лиемс
1107,rennen::V,lasterka egin,арнемс
1108,springen::V,jauzi egin,комотнемс
1109,klettern::V,igo,ку́цемс
1110,schaukeln::V,zabu egin,нюрямс
1111,schaukeln::V,zanbulu egin,нюрямс
1112,kriechen::V,narras egin,шаштомс комада
1113,schwimmen::V,igerikatu,уемс
1114,schwimmen::V,igeri egin,уемс
1115,tauchen::V,murgildu,юпиемс
1116,tauchen::V,murgildu,чёпафнемс
1117,tauchen::V,pulunpatu,юпиемс
1118,tauchen::V,pulunpatu,чёпафнемс
1119,rudern::V,bogatu,па́немс ве́неж
1120,rudern::V,arraun egin,па́немс ве́неж
1121,fahren::V,joan,ардомс
1122,fliegen::V,hegaldatu,лиемс
1123,fliegen::V,hegan egin,лиемс
1124,gehen::V,joan,молемс
1125,weggehen::V,alde egin,тумс
1126,abfahren::V,abiatu,тумс
1127,anhalten::V,geratu,лоткамс
1128,anhalten::V,gelditu,лоткамс
1129,hineingehen::V,sartu,сува́мс
1130,eintreten::V,sartu,сува́мс
1131,kommen::V,etorri,самс
1132,ankommen::V,heldu,самс
1133,ankommen::V,heldu,пачкодемс
1134,ankommen::V,iritsi,самс
1135,ankommen::V,iritsi,пачкодемс
1136,zurückkommen::V,itzuli,мърдамс
1137,bleiben::V,gelditu,иля́домс
1138,warten::V,itxaron,учемс
1139,warten::V,zain egon,учемс
1140,erwarten::V,iguriki,учемс
1141,suchen::V,bilatu,вешемс
1142,finden::V,idoro,мумс
1143,finden::V,aurkitu,мумс
1144,versuchen::V,saiatu,варчсемс
1145,versuchen::V,ahalegindu,варчсемс
1146,vorbereiten::V,gertatu,анокламс
1147,lieben::V,maitatu,кельгомс
1148,lieben::V,maite izan,кельгомс
1149,mögen::V,laket izan,кельгомс
1150,mögen::V,atsegin izan,кельгомс
1151,lachen::V,irri egin,рахамс
1152,lachen::V,irri egin,рахсемс
1153,lachen::V,barre egin,рахамс
1154,lachen::V,barre egin,рахсемс
1155,rühren::V,hunkitu,токамс седи
1156,weinen::V,negar egin,авардемс
1157,schimpfen::V,erneguka ari izan,сюцемс
1158,sich ärgern::V,ernegatu,кяжиямс
1159,sich ärgern::V,haserretu,кяжиямс
1160,sich fürchten::V,beldur izan,пелемс
1161,fürchten::V,beldur izan,пелемс
1162,fliehen::V,ihes egin,ворьгодемс
1163,flüchten::V,ihes egin,ша́домс
1164,flüchten::V,ihes egin,во́рьгодемс
1165,sehen::V,ikusi,няемс
1166,anschauen::V,begietsi,ваномс
1167,ansehen::V,begiratu,ваномс
1168,hören::V,aditu,марямс
1169,zuhören::V,entzun,ку́лхдоньомс
1170,probieren::V,dastatu,варжамс
1171,riechen::V,usnatu,никса́мс
1172,riechen::V,usaindu,никса́мс
1173,fühlen::V,sentitu,марямс
1174,scheinen::V,iruditu,ня́евомс
1175,scheinen::V,begitandu,ня́евомс
1176,zu sehen sein::V,azaldu,ня́евомс
1177,vernehmen::V,aditu,марямс
1178,frieren::V,hotz izan,паломс
1179,frieren::V,hotz izan,кельмомс
1180,tun::V,egin,тиемс
1181,können::V,ahal izan,маштомс
1182,wollen::V,nahi izan,-не-
1183,anfangen::V,hasi,ушедомс
1184,beenden::V,bukatu,аде́ламс
1185,aufhören::V,utzi,лоткамс
1186,gelingen::V,lortu,удалакшнемс
1187,geraten::V,heldu,лисемс
1188,öffnen::V,ireki,панжемс
1189,öffnen::V,zabaldu,панжемс
1190,schließen::V,itxi,сёлгомс
1191,stellen::V,ipini,путомс
1192,setzen::V,jesarri,озафнемс
1193,setzen::V,jesarri,озавтнемс
1194,legen::V,jarri,путомс
1195,berühren::V,ukitu,токамс
1196,verbinden::V,uztartu,сотомс
1197,bedecken::V,estali,комачамс
1198,bedecken::V,estali,вельхтямс
1199,aufhängen::V,eseki,повфтамс
1200,aufhängen::V,eskegi,повфтамс
1201,anzünden::V,piztu,крьвя́стемс
1202,aufheben::V,jaso,кеподемс
1203,aufheben::V,jaso,касфтомс
1204,zurücklassen::V,atzean utzi,ка́домс
1205,verlieren::V,galdu,юма́фтомс
1206,fallen lassen::V,erortzen utzi,прафтомс
1207,machen::V,egin,тиемс
1208,herstellen::V,ekoiztu,анокламс
1209,bauen::V,eraiki,путомс
1210,reparieren::V,konpondu,петемс
1211,verbessern::V,hobetu,цебярьгофтомс
1212,ändern::V,mudatu,полафтомс
1213,graben::V,aitzurtu,шу́вомс
1214,graben::V,aitzurtu,та́ргамс
1215,beugen::V,makurtu,мяндемс
1216,biegen::V,malgutu,комафтомс
1217,biegen::V,makolatu,комафтомс
1218,drehen::V,jiratu,шо́вамс
1219,drehen::V,jiratu,ша́рфнемс
1220,wenden::V,bihurtu,ша́рфтомс
1221,umdrehen::V,biratu,шарфтомс
1222,umdrehen::V,alderantzikatu,шарфтомс
1223,heben::V,jaso,ке́подемс
1224,heben::V,goratu,ке́подемс
1225,hochheben::V,goratu,ке́подемс
1226,hochheben::V,goratu,ка́сфтомс
1227,hochheben::V,altxatu,ке́подемс
1228,hochheben::V,altxatu,ка́сфтомс
1229,ergreifen::V,oratu,фатямс
1230,halten::V,eutsi,кирдемс
1231,drücken::V,sakatu,люпшта́мс
1232,schieben::V,bultzatu,шашфтомс
1233,kratzen::V,hatz egin,а́нгорямс
1234,kratzen::V,hatz egin,киськоря́мс
1235,kratzen::V,hazka egin,а́нгорямс
1236,kratzen::V,hazka egin,киськоря́мс
1237,lecken::V,miaztu,нолсемс
1238,lecken::V,lamikatu,нолсемс
1239,beißen::V,hozka egin,сускомс
1240,beißen::V,ausiki egin,сускомс
1241,abreißen::V,kendu,сяземс
1242,abschneiden::V,moztu,керомс
1243,abschneiden::V,pikatu,керомс
1244,binden::V,lotu,сотомс
1245,binden::V,estekatu,сотомс
1246,stecken::V,sartu,сялгомс
1247,brechen::V,apurtu,си́ннемс
1248,brechen::V,apurtu,ка́лафтомс
1249,klopfen::V,jo,чакамс
1250,klopfen::V,jo,чакиемс
1251,hauen::V,jo,шавомс
1252,hauen::V,jo,пиксомс
1253,kleben::V,itsatsi,пе́тфнемс
1254,reiben::V,igurtzi,шо́вамс
1255,streichen::V,igurtzi,вадемс
1256,schleifen::V,zorroztu,шо́вамс
1257,schneiden::V,moztu,керомс
1258,rütteln::V,astindu,та́рфтомс
1259,rütteln::V,inarrosi,та́рфтомс
1260,schütteln::V,astindu,шука́демс
1261,schütteln::V,inarrosi,шука́демс
1262,schwenken::V,zabukatu,яфодемс
1263,schütten::V,isuri,каямс
1264,schütten::V,isuri,нюрьхтя́мс
1265,füllen::V,bete,пяшкодемс
1266,einwickeln::V,bildu,тапардамс
1267,tragen::V,eroan,кандомс
1268,tragen::V,eraman,кандомс
1269,schleppen::V,narrastu,ускомс
1270,schleppen::V,herrestatu,ускомс
1271,ziehen::V,tira egin,ускомс
1272,aufbewahren::V,gorde,ванфтомс
1273,werfen::V,jaurti,ёрямс
1274,werfen::V,aurtiki,ёрямс
1275,fangen::V,atzeman,кунда́мс
1276,packen::V,heldu,фатямс
1277,verstecken::V,ostendu,кяшемс
1278,verstecken::V,ezkutatu,кяшемс
1279,teilen::V,zatitu,явомс
1280,schicken::V,bidali,кучемс
1281,bringen::V,ekarri,кандомс
1282,bringen::V,ekarri,пачфтемс
1283,hinzufügen::V,eratxiki,пу́томс та́га
1284,hinzufügen::V,eratxiki,ма́ксомс та́га
1285,hinzufügen::V,gaineratu,пу́томс та́га
1286,hinzufügen::V,gaineratu,ма́ксомс та́га
1287,bekommen::V,jaso,сявомс
1288,erhalten::V,jaso,сявомс
1289,nehmen::V,hartu,сявомс
1290,wählen::V,hautatu,ко́чкамс
1291,wählen::V,aukeratu,ко́чкамс
1292,auswählen::V,hautatu,кочкамс
1293,auswählen::V,aukeratu,кочкамс
1294,bewahren::V,begiratu,ванфтомс
1295,behindern::V,oztopatu,шорямс
1296,verderben::V,hondatu,коламс
1297,verderben::V,hondatu,гастямс
1298,beschädigen::V,akastu,тиендемс зиян
1299,zerbrechen::V,apurtu,тапамс
1300,zerreißen::V,zarratatu,сяземс
1301,zerstören::V,suntsitu,ка́лафтомс
1302,verbrennen::V,erre,пълхта́мс
1303,verbrennen::V,kiskali,пълхта́мс
1304,geben::V,eman,ма́ксомс
1305,reichen::V,luzatu,максомс
1306,reichen::V,helarazi,максомс
1307,schenken::V,oparitu,каземс
1308,versprechen::V,agindu,ма́ксомс вал
1309,wünschen::V,opatu,арьсемс
1310,wünschen::V,opetsi,арьсемс
1311,loben::V,laudatu,шна́мс
1312,loben::V,goraipatu,шна́мс
1313,küssen::V,musu eman,палсемс
1314,wiegen::V,kulunkatu,нюря́фтомс
1315,zudecken::V,estali,вельхтямс
1316,wecken::V,esnatu,стя́фтомс
1317,wecken::V,esnatu,съ́ргозьфтемс
1318,wecken::V,iratzartu,стя́фтомс
1319,wecken::V,iratzartu,съ́ргозьфтемс
1320,zeigen::V,erakutsi,няфтемс
1321,führen::V,gidatu,вятемс
1322,lehren::V,irakatsi,тонафтомс
1323,unterrichten::V,eskolak eman,тонафтомс
1324,aufziehen::V,hazi,касфтомс
1325,leiten::V,arteztu,вятемс
1326,antreiben::V,bulkatu,вятемс
1327,lassen::V,-arazi,кошардомс
1328,einladen::V,gonbidatu,тердемс
1329,einladen::V,gonbidatu,серьгядемс
1330,vereinigen::V,batu,пуроптомс
1331,vereinigen::V,batu,кочкамс марса
1332,vereinigen::V,bateratu,пуроптомс
1333,vereinigen::V,bateratu,кочкамс марса
1334,besuchen::V,ikustatu,варжамс
1335,treffen::V,topatu,васьфтомс
1336,sich versammeln::V,bildu,кочкавомс
1337,spielen::V,jolastu,налхксемс
1338,singen::V,abestu,морамс
1339,singen::V,kantatu,морамс
1340,tanzen::V,dantzatu,кштимс
1341,tanzen::V,dantzan egin,кштимс
1342,sich trennen::V,banandu,явомс
1343,verlassen::V,utzietsi,кадондомс
1344,retten::V,salbatu,идемс
1345,retten::V,salbatu,араламс
1346,retten::V,gaizkatu,идемс
1347,retten::V,gaizkatu,араламс
1348,bewachen::V,jagon,ваномс
1349,bewachen::V,zaindu,ваномс
1350,schützen::V,babestu,а́раламс
1351,schützen::V,gerizatu,а́раламс
1352,verteidigen::V,aldeztu,а́раламс
1353,sich schlagen::V,elkar jo,тюремс
1354,sich schlagen::V,elkar borrokatu,тюремс
1355,schießen::V,tiro egin,ляцемс
1356,siegen::V,irabazi,сяськомс
1357,ärgern::V,ernegatu,кяжияфтомс
1358,ärgern::V,haserretu,кяжияфтомс
1359,schlagen::V,jo,токамс
1360,schlagen::V,erauntsi,токамс
1361,treten::V,zapaldu,тапамс
1362,treten::V,ostiaktu,тапамс
1363,stechen::V,sastatu,пупамс
1364,stechen::V,sastatu,сялгомс
1365,stoßen::V,bultzatu,тостядемс
1366,stehlen::V,ostu,саламс
1367,stehlen::V,lapurtu,саламс
1368,stören::V,galarazi,шорсемс
1369,belästigen::V,gohaindu,токсамс
1370,belästigen::V,gohaindu,аф кадомс ваймама
1371,belästigen::V,alamena eman,токсамс
1372,belästigen::V,alamena eman,аф кадомс ваймама
1373,verbergen::V,ezkutatu,кяшемс
1374,täuschen::V,tronpatu,васькафтомс
1375,täuschen::V,tronpatu,кяльготнемс
1376,täuschen::V,engainatu,васькафтомс
1377,täuschen::V,engainatu,кяльготнемс
1378,betrügen::V,iruzurtu,васькафнемс
1379,töten::V,hil,шавомс
1380,töten::V,hil,аде́ламс
1381,töten::V,heriotza eman,шавомс
1382,töten::V,heriotza eman,аде́ламс
1383,wohnen::V,bizi izan,эрямс
1384,arbeiten::V,lan egin,покодемс
1385,arbeiten::V,behar egin,покодемс
1386,sammeln::V,bildu,кочкамс
1387,sammeln::V,bildu,пу́роптомс
1388,sammeln::V,bildumatu,кочкамс
1389,sammeln::V,bildumatu,пу́роптомс
1390,pflücken::V,batu,фатнемс
1391,pflücken::V,batu,нотфнемс
1392,pflücken::V,bildu,фатнемс
1393,pflücken::V,bildu,нотфнемс
1394,jagen::V,ehizatu,кунда́мс
1395,fischen::V,arrantzatu,калонь кунда́мс
1396,fischen::V,arrantza egin,калонь кунда́мс
1397,fassen::V,harrapatu,кунда́мс
1398,hüten::V,begiratu,ваномс
1399,treiben::V,bultza egin,панемс
1400,anbinden::V,estekatu,сотомс
1401,füttern::V,bazkatu,трямс
1402,füttern::V,bazkatu,а́ндомс
1403,melken::V,jetzi,потямс
1404,hacken::V,xehatu,лазондомс
1405,gießen::V,isuri,валомс
1406,reifen::V,heldu,кенеремс
1407,reifen::V,zoritu,кенеремс
1408,zubereiten::V,prestatu,анокламс
1409,kochen::V,egosi,пидемс
1410,backen::V,labean egin,пидемс
1411,braten::V,erregosi,пуштомс
1412,umrühren::V,eragin,шорямс
1413,stricken::V,trikotatu,кодамс
1414,stricken::V,puntu egin,кодамс
1415,nähen::V,josi,стамс
1416,färben::V,tindatu,а́рхтомс
1417,reinigen::V,ikuzi,ва́ткамс
1418,reinigen::V,ikuzi,а́роптомс
1419,reinigen::V,garbitu,ва́ткамс
1420,reinigen::V,garbitu,а́роптомс
1421,waschen::V,xahutu,муськомс
1422,waschen::V,garbitu,муськомс
1423,abwischen::V,xukatu,нардамс
1424,spülen::V,irakutzi,оргалдомс
1425,fegen::V,erraztatu,тяемс
1426,kehren::V,isastu,тяемс
1427,baden::V,bainatu,э́шелямс
1428,baden::V,bainua hartu,э́шелямс
1429,sich waschen::V,burua garbitu,штамс
1430,ausziehen::V,erantzi,кайсефтемс
1431,anziehen::V,jantzi,ща́фтомс
1432,sich anziehen::V,jantzi,щамс
1433,kämmen::V,orraztu,се́ендемс
1434,schmücken::V,apaindu,на́ряжамс
1435,schmücken::V,apaindu,ма́зоптомс
1436,sagen::V,esan,азомс
1437,sagen::V,esan,мярьгомс
1438,sprechen::V,mintzatu,корхтамс
1439,sprechen::V,hitz egin,корхтамс
1440,reden::V,hitz egin,корхнемс
1441,sich unterhalten::V,solastu,корхнемс
1442,sich unterhalten::V,solas egin,корхнемс
1443,fragen::V,galdetu,ки́зефтемс
1444,bitten::V,eskatu,а́намс
1445,bitten::V,eskatu,ве́шемс
1446,bitten::V,galdegin,а́намс
1447,bitten::V,galdegin,ве́шемс
1448,erzählen::V,edestu,а́зондомс
1449,erzählen::V,kontatu,а́зондомс
1450,mitteilen::V,jakinarazi,азомс
1451,nennen::V,izena eman,лемдемс
1452,nennen::V,izena eman,путомс лем
1453,rufen::V,dei egin,серьгядемс
1454,prahlen::V,harrokerian ibili,шна́фтомс пря́
1455,prahlen::V,ahoberokeriak esan,шна́фтомс пря́
1456,übersetzen::V,itzuli,ётафтомс
1457,denken::V,pentsatu,арьсемс
1458,denken::V,gogoeta egin,арьсемс
1459,glauben::V,sinetsi,кемамс
1460,bemerken::V,ohartu,ня́емс
1461,bemerken::V,konturatu,ня́емс
1462,erkennen::V,ezagutu,содамс
1463,erkennen::V,antzeman,содамс
1464,begreifen::V,ulertu,сатомс
1465,verstehen::V,aditu,шарьхкодемс
1466,lernen::V,ikasi,тонафнемс
1467,wissen::V,jakin,со́дамс
1468,sich erinnern an::V,gogoratu,лятфтамс
1469,sich erinnern an::V,gogoan izan,лятфтамс
1470,vergessen::V,ahaztu,юкстамс
1471,vergessen::V,ahantzi,юкстамс
1472,messen::V,neurtu,ункснемс
1473,zählen::V,zenbatu,лу́вомс
1474,zählen::V,zenbatu,а́рьсемс
1475,zählen::V,kopuratu,лу́вомс
1476,zählen::V,kopuratu,а́рьсемс
1477,rechnen::V,kalkulatu,лувомс
1478,lesen::V,irakurri,лувомс
1479,lesen::V,irakurri,морафтомс
1480,malen::V,margotu,рисова́ндамс
1481,zeichnen::V,marraztu,рисова́ндамс
1482,schreiben::V,idatzi,сёрмадомс
1483,besitzen::V,ukan,улемс азоркс
1484,besitzen::V,eduki,улемс азоркс
1485,kaufen::V,erosi,рамамс
