,Concept_ID,ro,udm
123,Anhöhe::N,deal,выр
124,Anhöhe::N,deal,вырйыл
125,Anhöhe::N,ridicătură,выр
126,Anhöhe::N,ridicătură,вырйыл
127,Berg::N,munte,гурезь
128,Gipfel::N,pisc,йыл
129,Höhle::N,peșteră,гу
130,Abhang::N,pantă,бам
131,Abhang::N,versant,бам
132,Quelle::N,izvor,ошмес
133,Bach::N,gârlă,пичи шур
134,Fluss::N,râu,шур
135,Fluss::N,fluviu,шур
136,Ufer::N,mal,ярдур
137,Ufer::N,țărm,ярдур
138,Küste::N,coastă,вудур
139,Festland::N,uscat,мувыр
140,Meer::N,mare,зарезь
141,Bucht::N,golf,вукож
142,Insel::N,insulă,вумуӵ
143,Insel::N,insulă,шормуӵ
144,Blume::N,floare,сяська
145,Gras::N,iarbă,турын
146,Wurzel::N,rădăcină,выжы
147,Baum::N,copac,пу
148,Baum::N,arbore,пу
149,Stamm::N,tulpină,модос
150,Rinde::N,scoarță,сул
151,Ast::N,cracă,ул
152,Ast::N,creangă,ул
153,Zweig::N,ramură,вай
154,Zweig::N,creangă,вай
155,Blatt::N,frunză,куар
156,Birke::N,mesteacăn,кызьпу
157,Kiefer[Baum]::N,pin,пужым
158,Weide[Baum]::N,salcie,бадьпу
159,Weide[Baum]::N,răchită,бадьпу
160,Tanne::N,brad,кыз
161,Horn::N,corn,сюр
162,Feder::N,pană,тылы
163,Fell::N,piele,ку
164,Flügel::N,aripă,бурд
165,Klaue::N,gheară,гижы
166,Kralle::N,labă,пыд
167,Kralle::N,gheară,пыд
168,Schwanz::N,coadă,быж
169,Ei::N,ou,пуз
170,Ei::N,ou,кукей
171,Nest::N,cuib,кар
172,Nest::N,cuib,пузкар
173,Bau::N,bârlog,кар
174,Bau::N,bârlog,гу
175,Bau::N,vizuină,кар
176,Bau::N,vizuină,гу
177,Tier::N,animal,пӧйшур
178,Herde::N,turmă,уллё
179,Herde::N,cireadă,уллё
180,Kuh::N,vacă,скал
181,Bulle::N,taur,ош
182,Bulle::N,taur,пороз
183,Pferd::N,cal,вал
184,Schaf::N,oaie,ыж
185,Schwein::N,porc,парсь
186,Hund::N,câine,пуны
187,Katze::N,pisică,коӵыш
188,Bär::N,urs,гондыр
189,Eichhörnchen::N,veveriță,коньы
190,Elch::N,elan,койык
191,Fuchs::N,vulpe,ӟичы
192,Hase::N,iepure,кеч
193,Maus::N,șoarece,шыр
194,Wolf::N,lup,кион
195,Vogel::N,pasăre,тылобурдо
196,Schwarm::N,cârd,уллё
197,Huhn::N,găină,курег
198,Hahn::N,cocoș,атас
199,Gans::N,gâscă,ӟазег
200,Adler::N,vultur,ӧрзи
201,Ente::N,rață,ӵӧж
202,Eule::N,bufniță,кучыран
203,Kranich::N,cocor,тури
204,Krähe::N,cioară,куака
205,Kuckuck::N,cuc,кикы
206,Schwan::N,lebădă,юсь
207,Fisch::N,pește,чорыг
208,Barsch::N,biban,юш
209,Hecht::N,știucă,чипей
210,Schlange[Tier]::N,șarpe,кый
211,Wurm::N,vierme,нумыр
212,Spinne::N,păianjen,чонари
213,Ameise::N,furnică,кузьыли
214,Laus::N,păduche,тэй
215,Mücke::N,țânțar,нымы
216,Mücke::N,țânțar,чибинь
217,Fliege::N,muscă,кут
218,Schmetterling::N,fluture,бубыли
219,Beere::N,boabă,узы-боры
220,Apfel::N,măr,яблок
221,Pilz::N,burete,губи
222,Pilz::N,ciupercă,губи
223,Zwiebel::N,ceapă,сугон
224,Saat::N,semănătură,кидыс
225,Korn::N,grâu,тысь
226,Heu::N,fân,турын
227,Schale::N,coajă,кыд
228,Grube::N,groapă,гу
229,Grube::N,groapă,гоп
230,Falle::N,cursă,налик
231,Falle::N,capcană,налик
232,Schlinge::N,laț,гиӟ
233,Schlinge::N,laț,герд
234,Spur::N,dâră,пытьы
235,Spur::N,dâră,бервыл
236,Asche::N,cenușă,пень
237,Dreck::N,noroi,дэри
238,Dreck::N,murdărie,дэри
239,Eisen::N,fier,корт
240,Gold::N,aur,зарни
241,Silber::N,argint,азвесь
242,Kohle::N,cărbune,эгыр
243,Glas::N,sticlă,стекло
244,Glas::N,sticlă,пияла
245,Lehm::N,lut,сюй
246,Lehm::N,humă,сюй
247,Sand::N,nisip,луо
248,Mensch::N,om,мурт
249,Mensch::N,om,адями
250,Mensch::N,persoană,мурт
251,Mensch::N,persoană,адями
252,Mann::N,om,воргорон
253,Mann::N,bărbat,воргорон
254,Frau::N,femeie,кышномурт
255,Kind::N,copil,нуны
256,Kind::N,copil,пинал
257,Junge::N,băiat,пи
258,Junge::N,flăcău,пи
259,Mädchen::N,fată,ныл
260,Familie::N,familie,семья
261,Großvater::N,bunic,песятай
262,Großvater::N,bunic,пересь атай
263,Großvater::N,tată mare,песятай
264,Großvater::N,tată mare,пересь атай
265,Großmutter::N,bunică,песянай
266,Großmutter::N,bunică,пересь анай
267,Großmutter::N,mamă mare,песянай
268,Großmutter::N,mamă mare,пересь анай
269,Eltern::N,părinți,атай-анай
270,Eltern::N,părinți,бубы-мумы
271,Vater::N,tată,айы
272,Vater::N,tată,атай
273,Vater::N,părinte,айы
274,Vater::N,părinte,атай
275,Mutter::N,mamă,мумы
276,Sohn::N,fiu,пи
277,Sohn::N,fecior,пи
278,Tochter::N,fiică,ныл
279,Bruder::N,frate,агай
280,Schwester::N,soră,апа
281,Schwester::N,soră,сузэр
282,Onkel::N,unchi,агай
283,Tante::N,mătușă,апа
284,Tante::N,mătușă,кенак
285,Ehemann::N,soț,карт
286,Ehemann::N,bărbat,карт
287,Ehefrau::N,soție,кышно
288,Freude::N,bucurie,шумпотон
289,Gelächter::N,râset,горем
290,Glück::N,fericire,шуд
291,Kummer::N,mâhnire,кайгу
292,Kummer::N,mâhnire,куректон
293,Wunsch::N,dorință,мылпотон
294,Wunsch::N,deziderat,мылпотон
295,Lust::N,poftă,потон
296,Lust::N,înclinare,потон
297,Geist::N,duh,лул
298,Geist::N,minte,лул
299,Geist::N,suflet,лул
300,Gedanke::N,gând,малпан
301,Gedanke::N,cuget,малпан
302,Gedächtnis::N,memorie,йырсазь
303,Gedächtnis::N,memorie,тодэваён
304,Verstand::N,minte,йырвизь
305,Verstand::N,intelect,йырвизь
306,Sinn::N,sens,смысл
307,Sinn::N,înțeles,смысл
308,Grund::N,cauză,муг
309,Grund::N,cauză,ньӧм
310,Grund::N,pricină,муг
311,Grund::N,pricină,ньӧм
312,Wahrheit::N,adevăr,зэм
313,Wahrheit::N,adevăr,шонер
314,Gespräch::N,convorbire,вераськон
315,Gespräch::N,conversație,вераськон
316,Märchen::N,basm,выжыкыл
317,Märchen::N,poveste,выжыкыл
318,Erzählung::N,poveste,верос
319,Nachricht::N,veste,ивор
320,Neuigkeit::N,noutate,выльивор
321,Neuigkeit::N,actualitate,выльивор
322,Name::N,nume,ним
323,Rätsel::N,ghicitoare,мадькыл
324,Rede::N,discurs,верам
325,Sprache::N,limbă,кыл
326,Sprache::N,limbaj,кыл
327,Stimme::N,glas,куара
328,Wort::N,cuvânt,кыл
329,Zeichen::N,semn,пус
330,Zeichen::N,semn,тодмет
331,Zeichen::N,semnal,пус
332,Zeichen::N,semnal,тодмет
333,Ruf::N,chemare,ӧтён
334,Ruf::N,chemare,чортон
335,Lärm::N,zgomot,ӵашетон
336,Lärm::N,tărăboi,ӵашетон
337,Laut::N,sunet,куара
338,Ton::N,ton,куара
339,Lied::N,cântec,кырӟан
340,Ruhe::N,odihnă,чалмыт улон
341,Ruhe::N,liniște,чалмыт улон
342,Leute::N,lume,адямиос
343,Leute::N,oameni,адямиос
344,Volk::N,popor,калык
345,Volk::N,națiune,калык
346,Arbeit::N,lucru,уж
347,Gast::N,musafir,куно
348,Geschenk::N,dar,салам
349,Geschenk::N,dar,кузьым
350,Geschenk::N,cadou,салам
351,Geschenk::N,cadou,кузьым
352,Spiel::N,joc,шудон
353,Gesellschaft::N,societate,калык
354,Hilfe::N,ajutor,юрттон
355,Freund::N,amic,эш
356,Freund::N,amic,юлтош
357,Freund::N,prieten,эш
358,Freund::N,prieten,юлтош
359,Kamerad::N,tovarăș,тодмо
360,Angelegenheit::N,afacere,уж
361,Anzahl::N,număr,лыд
362,Anzahl::N,cantitate,лыд
363,Art::N,fel,тус
364,Art::N,specie,тус
365,Stück::N,bucată,юдэс
366,Teil::N,parte,люкет
367,Teil::N,porție,люкет
368,Hälfte::N,jumătate,ӝыны
369,Kreis::N,cerc,котырес
370,Kreuz::N,cruce,крест
371,Linie::N,linie,гож
372,Strich::N,linie,гож
373,Strich::N,trăsătură,гож
374,Abstand::N,distanță,вис
375,Abstand::N,distanță,кусып
376,Abstand::N,depărtare,вис
377,Abstand::N,depărtare,кусып
378,Entfernung::N,distanță,кусып
379,Entfernung::N,depărtare,кусып
380,Gegend::N,regiune,инты
381,Platz::N,loc,инты
382,Ort::N,loc,инты
383,Ort::N,loc,места
384,Seite::N,latură,пал
385,Mitte::N,centru,шор
386,Gegenstand::N,obiect,арбери
387,Sache::N,lucru,котыр
388,Sache::N,chestie,котыр
389,Rand::N,bordură,дур
390,Rand::N,bordură,шаер
391,Kante::N,muchie,дур
392,Kante::N,bordură,дур
393,Ecke::N,colț,сэрег
394,Spitze::N,vârf,йыл
395,Spitze::N,creștet,йыл
396,Ende::N,capăt,пум
397,Loch::N,gaură,пась
398,Winkel::N,colț,сэрег
399,Muster::N,desen,пужы
400,Größe::N,mărime,быдӟала
401,Länge::N,lungime,кузьдала
402,Höhe::N,înălțime,ӝуждала
403,Gewicht::N,greutate,сектала
404,Gewicht::N,greutate,секытлык
405,Menge::N,cantitate,лыд
406,Menge::N,cantitate,лыдпус
407,Haufen::N,grămadă,люк
408,Reihe::N,șir,чур
409,Reihe::N,rând,чур
410,Boot::N,barcă,пыж
411,Boot::N,barcă,лодка
412,Boot::N,luntre,пыж
413,Boot::N,luntre,лодка
414,Ruder::N,vâslă,полыс
415,Ruder::N,lopată,полыс
416,Schlitten::N,sanie,додьы
417,Ski::N,schi,куас
418,Lagerfeuer::N,foc de tabără,тылскем
419,Last::N,povară,секыт
420,Last::N,sarcină,секыт
421,Gang::N,mers,ветлон
422,Gang::N,umblet,ветлон
423,Schritt::N,pas,вамыш
424,Norden::N,nord,уйпал
425,Norden::N,miazănoapte,уйпал
426,Süden::N,sud,лымшор
427,Süden::N,miazăzi,лымшор
428,Westen::N,apus,шунды пуксён
429,Osten::N,est,шунды ӝужан
430,Osten::N,răsărit,шунды ӝужан
431,Holz::N,lemn,пу
432,Brett::N,scândură,пул
433,Platte::N,placă,плита
434,Stütze::N,proptea,пыкет
435,Stange::N,bară,пуӵ
436,Stange::N,prăjină,пуӵ
437,Stock::N,băț,боды
438,Stock::N,baston,боды
439,Stab::N,baston,пуӵ
440,Stab::N,baston,боды
441,Stab::N,prăjină,пуӵ
442,Stab::N,prăjină,боды
443,Rohr::N,tub,труба
444,Rohr::N,țeavă,труба
445,Haus::N,casă,юрт
446,Heim::N,casă,корка
447,Heim::N,cămin,корка
448,Ofen::N,sobă,гур
449,Fußboden::N,podea,выж
450,Fußboden::N,dușumea,выж
451,Tisch::N,masă,ӝӧк
452,Stuhl::N,scaun,пукон
453,Wiege::N,leagăn,кӧкы
454,Wiege::N,leagăn,зыбка
455,Bett::N,pat,валес
456,Regal::N,rafturi,ӝажы
457,Kiste::N,ladă,ящик
458,Kiste::N,cutie,ящик
459,Fenster::N,fereastră,укно
460,Fenster::N,fereastră,косяк
461,Tür::N,ușă,ӧс
462,Tor::N,poartă,ӟезьы
463,Zaun::N,gard,забор
464,Dach::N,acoperiș,липет
465,Leiter::N,scară,падӟа
466,Besen::N,mătură,ӵужон
467,Besen::N,mătură,исьнер
468,Spaten::N,cazma,лопатка
469,Spaten::N,hârleț,лопатка
470,Schaufel::N,lopată,ютырон
471,Gabel::N,furculiță,тэчы
472,Gabel::N,furculiță,вилка
473,Löffel::N,lingură,пуньы
474,Messer::N,cuțit,пурт
475,Nagel::N,cui,кортӵог
476,Netz::N,plasă,сеть
477,Haken::N,cârlig,курик
478,Griff::N,mâner,ныд
479,Schloss::N,lacăt,тунгон
480,Bild::N,tablou,суред
481,Bild::N,imagine,суред
482,Figur::N,chip,фигура
483,Figur::N,figură,фигура
484,Puppe::N,păpușă,мунё
485,Beutel::N,pungă,пуйы
486,Beutel::N,săculeț,пуйы
487,Bündel::N,mănunchi,керттэт
488,Tasche::N,geantă,пуйы
489,Tasche::N,geantă,сумка
490,Eimer::N,găleată,ведра
491,Deckel::N,capac,ӵоксэт
492,Geschirr::N,vase,тусьты-пуньы
493,Geschirr::N,tacâmuri,тусьты-пуньы
494,Sack::N,sac,пуйы
495,Tasse::N,ceașcă,ӵаша
496,Topf::N,oală,миска
497,Kessel::N,cazan,пурты
498,Kessel::N,căldare,пурты
499,Essen::N,mâncare,сиськон
500,Nahrung::N,hrană,сион
501,Nahrung::N,aliment,сион
502,Speise::N,bucate,сиён
503,Speise::N,fel de bucate,сиён
504,Fleisch::N,carne,сӥль
505,Getreide::N,cereale,ю тысь
506,Brei::N,pireu,ӝук
507,Brot::N,pâine,нянь
508,Scheibe::N,felie,шорем
509,Scheibe::N,bucată,шорем
510,Fett::N,untură,кӧй
511,Fett::N,grăsime,кӧй
512,Butter::N,unt,вӧй
513,Öl::N,ulei,вӧй
514,Salz::N,sare,сылал
515,Suppe::N,supă,шыд
516,Suppe::N,ciorbă,шыд
517,Honig::N,miere,чечы
518,Milch::N,lapte,йӧл
519,Tee::N,ceai,чай
520,Leder::N,piele,сурон
521,Wolle::N,lână,гон
522,Wolle::N,lână,ыжгон
523,Stoff::N,stofă,куэм
524,Nadel::N,ac,вень
525,Faden::N,ață,сӥньыс
526,Knopf::N,buton,бирды
527,Knoten::N,nod,герд
528,Farbe::N,vopsea,буёл
529,Kleidung::N,haine,дӥсь
530,Kleidung::N,îmbrăcăminte,дӥсь
531,Hemd::N,cămașă,дэрем
532,Kragen::N,guler,сирес
533,Ärmel::N,mânecă,саес
534,Hose::N,pantaloni,брюки
535,Hose::N,pantaloni,штань
536,Gürtel::N,cordon,кускерттон
537,Mütze::N,șapcă,ызьы
538,Schuh::N,gheată,ботинка
539,Stiefel::N,cizmă,сапег
540,Ring::N,inel,зундэс
541,Ring::N,verigă,зундэс
542,Band::N,panglică,лента
543,Band::N,șiret,лента
544,Kamm::N,pieptene,сын
545,Spiegel::N,oglindă,синучкон
546,Riemen::N,curea,е
547,Schnur::N,funie,гозы
548,Schnur::N,sfoară,гозы
549,Leine::N,lesă,думет
550,Leine::N,curea,думет
551,Decke::N,pătură,шобрет
552,Kissen::N,pernă,миндэр
553,Tuch::N,batic,кышет
554,Handtuch::N,prosop,ӵушкон
555,Handtuch::N,ștergar,ӵушкон
556,Kraft::N,forță,кать
557,Kraft::N,forță,ӟигар
558,Kraft::N,putere,кать
559,Kraft::N,putere,ӟигар
560,Stärke::N,tărie,юнлык
561,Stärke::N,vigoare,юнлык
562,Gesundheit::N,sănătate,тазалык
563,Krankheit::N,boală,висён
564,Krankheit::N,maladie,висён
565,Schmerz::N,durere,висён
566,Wunde::N,rană,яра
567,Fieber::N,febră,кезег
568,Arznei::N,leac,эмъюм
569,Arznei::N,medicament,эмъюм
570,Brücke::N,pod,выж
571,Brücke::N,punte,выж
572,Brunnen::N,puț,колдэч
573,Weide::N,izlaz,возь
574,Weide::N,pășune,возь
575,Pfad::N,cărare,сюрес
576,Weg::N,drum,сюрес
577,Straße::N,cale,сюрес
578,Straße::N,stradă,сюрес
579,Dorf::N,sat,гурт
580,Stadt::N,oraș,кар
581,Stadt::N,oraș,город
582,Brief::N,scrisoare,гожтэт
583,Buch::N,carte,книга
584,Buchstabe::N,literă,буква
585,Buchstabe::N,caracter,буква
586,Zeitung::N,ziar,газет
587,Zeitung::N,gazetă,газет
588,Leben::N,viață,улон
589,Tod::N,moarte,кулон
590,Grab::N,groapă,шайгу
591,Grab::N,mormânt,шайгу
592,Kirche::N,biserică,черк
593,Sünde::N,păcat,сьӧлык
594,Gott::N,zeu,ӥнмар
595,Arbeiter::N,muncitor,рабочий
596,Chef::N,șef,начальник
597,Meister::N,meșter,кибашлы
598,Meister::N,maestru,кибашлы
599,Arzt::N,medic,врач
600,Arzt::N,doctor,врач
601,Lehrer::N,profesor,дышетӥсь
602,Lehrer::N,învățător,дышетӥсь
603,Geld::N,bani,уксё
604,Geld::N,bani,коньдон
605,Geld::N,parale,уксё
606,Geld::N,parale,коньдон
607,Geschäft::N,treabă,уж
608,Geschäft::N,afacere,уж
609,Laden::N,magazin,магазин
610,Laden::N,prăvălie,магазин
611,Preis::N,preț,дун
612,Ware::N,marfă,вуз
613,Nutzen::N,folos,пайда
614,Nutzen::N,profit,пайда
615,Reichtum::N,avuție,узырлык
616,Reichtum::N,bogăție,узырлык
617,Welt::N,lume,дунне
618,Land::N,țară,шаер
619,Staat::N,stat,кун
620,König::N,rege,эксэй
621,Macht::N,putere,власть
622,Macht::N,putință,власть
623,Grenze::N,hotar,кунгож
624,Grenze::N,graniță,кунгож
625,Grenze::N,frontieră,кунгож
626,Krieg::N,război,ож
627,Feind::N,dușman,тушмон
628,Gewalt::N,violență,эриктэман
629,Kampf::N,luptă,нюръяськон
630,Bogen[Waffe]::N,arc,пукыӵ
631,Pfeil::N,săgeată,пукыӵ вень
632,Gewehr::N,armă,пыӵал
633,Gewehr::N,pușcă,пыӵал
634,Fehler::N,eroare,янгыш
635,Fehler::N,greșeală,янгыш
636,Lüge::N,minciună,пӧян
637,Lüge::N,minciună,алдан
638,Lüge::N,minciună,ӧрекчан
639,Schaden::N,daună,изъян
640,Schaden::N,pagubă,изъян
641,Unglück::N,nenorocire,куректон
642,Unglück::N,nenorocire,шудтэме усён
643,Schuld::N,vină,янгыш
644,Alter::N,etate,арлыд
645,Alter::N,vârstă,арлыд
646,Schluss::N,sfârșit,пум
647,Zeit::N,timp,дыр
648,Zeit::N,vreme,дыр
649,Tag::N,zi,нунал
650,Morgen::N,dimineață,ӵукна
651,Mittag::N,prânz,лымшор
652,Mittag::N,amiază,лымшор
653,Abend::N,seară,ӝыт
654,Abend::N,seară,акшан
655,Nacht::N,noapte,уй
656,Woche::N,săptămână,арня
657,Monat::N,lună,толэзь
658,Jahr::N,an,ар
659,Frühling::N,primăvară,тулыс
660,Sommer::N,vară,гужем
661,Herbst::N,toamnă,сӥзьыл
662,Winter::N,iarnă,тол
663,Januar::N,ianuarie,выльартолэзь
664,Februar::N,februarie,тулыспал
665,März::N,martie,южтолэзь
666,April::N,aprilie,оштолэзь
667,Mai::N,mai,куартолэзь
668,Juni::N,iunie,вожотолэзь
669,Juli::N,iulie,пӧсьтолэзь
670,August::N,august,гудырикошкон
671,September::N,septembrie,куарусён
672,Oktober::N,octombrie,выльӝуктолэзь
673,November::N,noiembrie,шуркынмон
674,Dezember::N,decembrie,толсур
675,Montag::N,luni,вордӥськон
676,Dienstag::N,marți,вторник
677,Mittwoch::N,miercuri,вирнунал
678,Donnerstag::N,joi,покчиарня
679,Freitag::N,vineri,удмуртарня
680,Samstag::N,sâmbătă,кӧснунал
681,Sonntag::N,duminică,арня
682,groß::A,mare,бадӟым
683,klein::A,mic,пичи
684,lang::A,lung,кузь
685,kurz::A,scurt,вакчи
686,breit::A,lat,паськыт
687,breit::A,larg,паськыт
688,schmal::A,strâmt,сюлэг
689,dicht::A,des,ӵем
690,dick[Gegenstand]::A,gros,зӧк
691,dünn::A,subțire,векчи
692,fein::A,fin,векчи
693,fein::A,subțire,векчи
694,fest::A,tare,юн
695,fest::A,tare,чурыт
696,fest::A,solid,юн
697,fest::A,solid,чурыт
698,flach::A,șes,ӵошкыт
699,flach::A,plan,ӵошкыт
700,glatt::A,lins,гылыт
701,glatt::A,lins,вольыт
702,hart::A,dur,чурыт
703,weich::A,moale,небыт
704,rund::A,rotund,котырес
705,rund::A,circular,котырес
706,spitz::A,ascuțit,йылсо
707,scharf::A,tăios,лэчыт
708,scharf::A,ascuțit,лэчыт
709,stumpf::A,tocit,ныж
710,schwer::A,greu,секыт
711,schön::A,frumos,чебер
712,heiß::A,cald,пӧсь
713,heiß::A,fierbinte,пӧсь
714,warm::A,cald,шуныт
715,warm::A,fierbinte,шуныт
716,kalt::A,rece,кезьыт
717,kühl::A,rece,юзмыт
718,kühl::A,rece,салкым
719,kühl::A,răcoros,юзмыт
720,kühl::A,răcoros,салкым
721,frisch::A,răcoros,выль
722,frisch::A,proaspăt,выль
723,feucht::A,umed,мускыт
724,feucht::A,jilav,мускыт
725,nass::A,ud,котмем
726,trocken::A,sec,кӧс
727,trocken::A,uscat,кӧс
728,voll::A,plin,тыр
729,leer::A,gol,буш
730,leer::A,gol,тырттэм
731,offen::A,deschis,усьтэм
732,geschlossen::A,închis,ӵогам
733,geschlossen::A,închis,пунням
734,sauber::A,curat,ӝикыт
735,sauber::A,curat,чылкыт
736,schmutzig::A,murdar,нӧд
737,roh::A,crud,ыль
738,reif::A,copt,вуэм
739,lecker::A,gustos,ческыт
740,süß::A,dulce,ческыт
741,bitter::A,amar,курыт
742,sauer::A,acru,чырс
743,hell::A,clar,югыт
744,hell::A,luminos,югыт
745,dunkel::A,obscur,пеймыт
746,dunkel::A,întunecos,пеймыт
747,schwarz::A,negru,сьӧд
748,weiß::A,alb,тӧдьы
749,rot::A,roșu,горд
750,gelb::A,galben,ӵуж
751,blau::A,albastru,лыз
752,grün::A,verde,вож
753,grau::A,gri,пурысь
754,grau::A,cenușiu,пурысь
755,bunt::A,colorat,куӵо
756,billig::A,ieftin,дунтэм
757,teuer::A,scump,дуно
758,wertvoll::A,prețios,дуно
759,blind::A,orb,сукыр
760,blind::A,orb,синтэм
761,taub::A,surd,пельтэм
762,kräftig::A,tare,кужмо
763,kräftig::A,forte,кужмо
764,kräftig::A,robust,кужмо
765,stark::A,viguros,юн
766,stark::A,viguros,кужмо
767,stark::A,puternic,юн
768,stark::A,puternic,кужмо
769,schwach::A,slab,ляб
770,schwach::A,slab,начар
771,schwach::A,debil,ляб
772,schwach::A,debil,начар
773,fett::A,gras,кӧй
774,schlank::A,zvelt,веськыт
775,schlank::A,zvelt,веськрес
776,hübsch::A,drăguț,чебер
777,hübsch::A,drăguț,синмаськымон
778,böse::A,rău,лек
779,böse::A,răutăcios,лек
780,dumm::A,nerod,шузи
781,dumm::A,nerod,визьтэм
782,dumm::A,tâmpit,шузи
783,dumm::A,tâmpit,визьтэм
784,faul::A,leneș,азьтэм
785,fleißig::A,harnic,сюлмо
786,fleißig::A,sârguincios,сюлмо
787,geizig::A,calic,сук
788,geizig::A,zgârcit,сук
789,klug::A,isteț,визьмо
790,klug::A,deștept,визьмо
791,geschickt::A,dibaci,усто
792,geschickt::A,dibaci,быгатӥсь
793,lieb::A,drag,мусо
794,lieb::A,iubit,мусо
795,lustig::A,vesel,шулдыр
796,sanft::A,blând,мусо
797,sanft::A,blând,эрке
798,sanft::A,blajin,мусо
799,sanft::A,blajin,эрке
800,hungrig::A,flămând,сютэм
801,krank::A,bolnav,висись
802,nackt::A,gol,гольык
803,traurig::A,trist,мӧзмыт
804,traurig::A,mâhnit,мӧзмыт
805,lebendig::A,viu,улэп
806,gut::A,bun,ӟеч
807,gut::A,bun,умой
808,schlecht::A,rău,урод
809,schlecht::A,rău,алама
810,schlecht::A,prost,урод
811,schlecht::A,prost,алама
812,richtig::A,drept,шонер
813,richtig::A,corect,шонер
814,schlimm::A,rău,алама
815,wahr::A,adevărat,зэмос
816,alt::A,uzat,вуж
817,alt::A,vechi,вуж
818,neu::A,nou,выль
