,Concept_ID,udm,uz
788,stehen::V,сылыны,turmoq
789,sitzen::V,пукыны,o'tirmoq
790,liegen::V,кылльыны,yotmoq
791,hängen::V,ошкыса улыны,osilmoq
792,werden::V,луыны,bo'lmoq
793,passieren::V,луыны,bo'lib o'tmoq
794,beginnen::V,кутскыны,boshlanmoq
795,enden::V,бырыны,bitmoq
796,wechseln::V,воштӥськыны,o'zgarmoq
797,aufgehen[Sonne]::V,ӝужаны,chiqmoq
798,untergehen[Sonne]::V,пуксьыны,botmoq
799,scheinen[Sonne]::V,пиштыны,yaraqlamoq
800,scheinen[Sonne]::V,чиляны,yaraqlamoq
801,donnern::V,гудыръяны,gulduramoq
802,wehen::V,пелляськыны,elpimoq
803,strömen::V,киськыны,oqmoq
804,strömen::V,исьтӥськыны,oqmoq
805,fließen::V,бызьыны,oqmoq
806,sich drehen::V,берганы,aylanmoq
807,schwanken::V,вошъяськыны,qoqilmoq
808,schwingen::V,шонаськыны,lopillamoq
809,fallen::V,усьыны,tushmoq
810,brennen::V,ӝуаны,yonmoq
811,rauchen::V,ӵындыны,tutamoq
812,regnen::V,зорыны,yomg'ir yog'moq
813,gefrieren::V,кынмыны,muzlamoq
814,tauen::V,шунаны,ärimoq
815,schmelzen::V,шунаны,ärimoq
816,trocknen::V,куасьмыны,qurimoq
817,sieden::V,пӧзьыны,qaynamoq
818,faulen::V,сисьмыны,chirimoq
819,verfaulen::V,сисьмыны,chirimoq
820,reißen::V,кеськыны,qayt qilmoq
821,versinken::V,выйыны,g'arq bo'lmoq
822,vergehen::V,ортчыны,o'tmoq
823,erscheinen::V,адскыны,zuhur ätmoq
824,verschwinden::V,бырыны,yo'qolmoq
825,sinken::V,усьыны,pasaymoq
826,abnehmen::V,синыны,kamaymoq
827,zunehmen::V,йылыны,urchimoq
828,steigen::V,лӧпкыны,oshmoq
829,wachsen::V,будыны,o'smoq
830,glänzen::V,чиляны,porlamoq
831,glänzen::V,пиштыны,porlamoq
832,funkeln::V,чилекъяны,yalt ätmoq
833,lärmen::V,уретыны,taraq ätmoq
834,lärmen::V,ӵашетыны,taraq ätmoq
835,läuten::V,жингыртыны,jiringlamoq
836,klingeln::V,жингыртыны,jiringlamoq
837,klirren::V,жильккетыны,sharaqlamoq
838,brausen::V,лекъяськыны,vag'illamoq
839,rauschen::V,ӵашетыны,shitirlamoq
840,klingen::V,кылӥськыны,yangramoq
841,bellen::V,утыны,hurmoq
842,heulen::V,вузыны,uvlamoq
843,blasen::V,пельтыны,puflamoq
844,pfeifen::V,шуланы,xushtak chalmoq 
845,schreien::V,черекъяны,qiyqirmoq
846,schreien::V,кесяськыны,qiyqirmoq
847,stöhnen::V,ӝуштыны,nola qilmoq
848,zittern::V,дырекъяны,titramoq
849,zittern::V,куалекъяны,titramoq
850,leben::V,улыны,yashamoq
851,geboren werden::V,вордӥськыны,tug'ilmoq
852,atmen::V,шоканы,nafas chiqarmoq
853,trinken::V,юыны,ichmoq
854,essen::V,сиыны,emoq
855,schlucken::V,ньылыны,yutmoq
856,müde werden::V,жадьыны,horimoq
857,einschlafen::V,умме усьыны,uxlab qolmoq
858,schlafen::V,кӧлыны,uxlamoq
859,aufwachen::V,сайканы,uyg'onmoq
860,aufstehen::V,султыны,qo'pmoq
861,sich erholen::V,шутэтскыны,dam olmoq
862,krank werden::V,висьыны,kasallanmoq
863,krank sein::V,висьыны,betob yotmoq
864,schmerzen::V,висьыны,og'rimoq
865,husten::V,кызыны,yo'talmoq
866,genesen::V,юнматскыны,tuzalmoq
867,genesen::V,бурмытскылыны,tuzalmoq
868,sterben::V,кулыны,o'lmoq
869,umkommen::V,бырыны,halok bo'lmoq
870,sich bewegen::V,вырыны,harakat qilmoq
871,sich rühren::V,вырӟыны,qimirlamoq
872,sich rühren::V,вырӟылыны,qimirlamoq
873,sich erheben::V,султыны,qo'pmoq
874,sich setzen::V,пуксьыны,o'tirmoq
875,hinfallen::V,усьыны,yiqilmoq
876,laufen::V,мыныны,yurmoq
877,schreiten::V,вамышъяны,yurmoq
878,spazierengehen::V,мыныны,sayr ätmoq
879,spazierengehen::V,ветлыны,sayr ätmoq
880,eilen::V,дыртыны,tezlamoq
881,sich beeilen::V,дыртыны,shoshmoq
882,sausen::V,туж ӝог мыныны,chopqillamoq
883,rennen::V,бызьылыны,yugurmoq
884,springen::V,тэтчаны,sakramoq
885,klettern::V,тубаны,yuqorilamoq
886,schaukeln::V,лэйканы,irg'amoq
887,schaukeln::V,шонаськыны,irg'amoq
888,kriechen::V,нюж ветлыны,ämaklamoq
889,schwimmen::V,уяны,suzmoq
890,tauchen::V,зумылыны,chu'mmoq
891,rudern::V,полсаны,eshkak eshmoq
892,fahren::V,ветлыны,haydamoq
893,fliegen::V,лобаны,uchmoq
894,gehen::V,мыныны,bormoq
895,weggehen::V,кошкыны,ketoq
896,abfahren::V,кошкыны,jo'namoq
897,anhalten::V,дугдыны,to'xtamoq
898,hineingehen::V,пырыны,kirmoq
899,eintreten::V,пырыны,kirmoq
900,kommen::V,вуыны,kelmoq
901,kommen::V,лыктыны,kelmoq
902,ankommen::V,вуыны,etib kelmoq
903,zurückkommen::V,берытскыны,qaytib kelmoq
904,bleiben::V,кыльыны,qolmoq
905,warten::V,витьыны,poylamoq
906,erwarten::V,витьыны,kutmoq
907,erwarten::V,возьманы,kutmoq
908,suchen::V,утчаны,izlamoq
909,finden::V,шедьтыны,topmoq
910,versuchen::V,турттыны,chalishmoq
911,vorbereiten::V,дасяны,hozirlamoq
912,lieben::V,гажаны,sevmoq
913,mögen::V,яратыны,ardoqlamoq
914,lachen::V,серекъяны,kulmoq
915,rühren::V,сюлме йӧтыны,ta'sirlantirmoq
916,weinen::V,бӧрдыны,yig'lamoq
917,schimpfen::V,даллашыны,koyinmoq
918,sich ärgern::V,лекъяськыны,g'azab qilmoq
919,sich fürchten::V,кышканы,hurkmoq
920,sich fürchten::V,курданы,hurkmoq
921,fürchten::V,курданы,qo'rqmoq
922,fürchten::V,кышканы,qo'rqmoq
923,fliehen::V,пегӟыны,qochmoq
924,flüchten::V,пегӟыны,qochmoq
925,sehen::V,адӟыны,ko'rmoq
926,anschauen::V,учкыны,razm solmoq
927,ansehen::V,учкыны,razm qilmoq
928,hören::V,кылыны,äshitmoq
929,zuhören::V,кылзыны,tinglamoq
930,probieren::V,веръяны,tatib ko'rmoq
931,riechen::V,зынъяны,iskamoq
932,fühlen::V,шӧдыны,sezmoq
933,scheinen::V,адскыны,tuyilmoq
934,zu sehen sein::V,адӟиськыны,ko'rinmoq
935,vernehmen::V,кылыны,äshitmoq
936,frieren::V,кынмыны,sovuq qotmoq
937,tun::V,карыны,ätmoq
938,können::V,быгатыны,-a olmoq
939,können::V,быгатыны,-y olmoq
940,wollen::V,потыны,istamoq
941,anfangen::V,кутскыны,boshlamoq
942,beenden::V,быдтыны,bitirmoq
943,beenden::V,быдэстыны,bitirmoq
944,aufhören::V,дугдыны,tinmoq
945,gelingen::V,быгатыны,muvaffaqiyat qozonmoq
946,gelingen::V,луыны,muvaffaqiyat qozonmoq
947,geraten::V,лэсяны,bo'lmoq
948,öffnen::V,усьтыны,ochmoq
949,schließen::V,пытсаны,yopmoq
950,stellen::V,пуктыны,qo'ymoq
951,setzen::V,пуктыны,o'tqazmoq
952,legen::V,поныны,yotqizmoq
953,berühren::V,исаны,tegmoq
954,verbinden::V,герӟаны,ulamoq
955,bedecken::V,пытсаны,bekitmoq
956,aufhängen::V,ошыны,ildirmoq
957,anzünden::V,ӝуатыны,yondirmoq
958,aufheben::V,ӝутыны,ko'tarmoq
959,zurücklassen::V,кельтыны,ayrilmoq
960,verlieren::V,ыштыны,yo'qotmoq
961,fallen lassen::V,уськытыны,tushirmoq
962,machen::V,лэсьтыны,qilmoq
963,herstellen::V,лэсьтыны,chiqarmoq
964,bauen::V,пуктыны,solmoq
965,reparieren::V,тупатыны,tuzatmoq
966,verbessern::V,умоятыны,isloh qilmoq
967,ändern::V,воштыны,o'zgartirmoq
968,graben::V,копаны,qazimoq
969,beugen::V,губыртыны,bukmoq
970,biegen::V,куасаны,bukmoq
971,drehen::V,бергатыны,aylantirmoq
972,wenden::V,берыктыны,burmoq
973,umdrehen::V,берыктыны,ag'darmoq
974,heben::V,ӝутыны,yuksaltirmoq
975,hochheben::V,ӝутъяны,ko'tarmoq
976,ergreifen::V,кутыны,tutamlamoq
977,ergreifen::V,кырмыны,tutamlamoq
978,halten::V,возьыны,tutmoq
979,drücken::V,зӥбыны,bosmoq
980,drücken::V,пачкатыны,bosmoq
981,schieben::V,донганы,surmoq
982,kratzen::V,вуштыны,qashimoq
983,lecken::V,нюлыны,mijimoq
984,beißen::V,куртчыны,tishlamoq
985,abreißen::V,ишкалтыны,emirmoq
986,abschneiden::V,шорыны,cho'rt kesmoq
987,abschneiden::V,вандыны,cho'rt kesmoq
988,binden::V,керттыны,bog'lamoq
989,stecken::V,мертчытыны,suqmoq
990,brechen::V,тӥяны,sindirmoq
991,klopfen::V,йыганы,dukurlamoq
992,klopfen::V,шарккетыны,dukurlamoq
993,hauen::V,жугыны,urmoq
994,hauen::V,тышканы,urmoq
995,kleben::V,лякыны,yopishtirmoq
996,reiben::V,зыраны,surkamoq
997,reiben::V,вуштыны,surkamoq
998,streichen::V,зыраны,surkamoq
999,schleifen::V,шерыны,qayramoq
1000,schneiden::V,вандыны,kesmoq
1001,rütteln::V,зуркатыны,chayqamoq
1002,schütteln::V,куалекъятыны,chayqamoq
1003,schwenken::V,шонаны,chayqatmoq
1004,schütten::V,лэзьыны,quymoq
1005,füllen::V,тырмытыны,to'ldirmoq
1006,einwickeln::V,биньыны,chulg'amoq
1007,tragen::V,нуыны,tashimoq
1008,schleppen::V,кыскыны,sudramoq
1009,ziehen::V,кыскыны,tortmoq
1010,aufbewahren::V,возьыны,tutmoq
1011,werfen::V,куяны,tashlamoq
1012,werfen::V,лэзяны,tashlamoq
1013,fangen::V,кутыны,tutmoq
1014,packen::V,кутыны,opqochmoq
1015,packen::V,кырмыны,opqochmoq
1016,verstecken::V,ватыны,yashirmoq
1017,teilen::V,люкыны,bo'lmoq
1018,schicken::V,ыстыны,yubormoq
1019,bringen::V,вайыны,keltirmoq
1020,hinzufügen::V,ватсаны,tirkamoq
1021,bekommen::V,басьтыны,olmoq
1022,erhalten::V,басьтыны,olmoq
1023,nehmen::V,кутыны,olmoq
1024,nehmen::V,басьтыны,olmoq
1025,wählen::V,бырйыны,saylamoq
1026,auswählen::V,бырйыны,saylamoq
1027,bewahren::V,возьыны,saqlamoq
1028,behindern::V,могӟытыны,xalal bermoq
1029,verderben::V,сӧрыны,xazon qilmoq
1030,beschädigen::V,урод лэсьтыны,buzmoq
1031,zerbrechen::V,сӧрыны,sindirmoq
1032,zerreißen::V,кесяны,yirtmoq
1033,zerstören::V,куашкатыны,vayron qilmoq
1034,verbrennen::V,сутыны,kuydirmoq
1035,geben::V,сётыны,bermoq
1036,reichen::V,сётыны,bermoq
1037,schenken::V,кузьманы,sovg'a qilmoq
1038,versprechen::V,кыл сётыны,va'da bermoq
1039,wünschen::V,сӥзьыны,orziqmoq
1040,loben::V,ушъяны,maqtamoq
1041,küssen::V,чупаны,o'pmoq
1042,wiegen::V,веттаны,tebratmoq
1043,wiegen::V,лэйкатыны,tebratmoq
1044,zudecken::V,шобыртыны,yopmoq
1045,wecken::V,сайкатыны,uyg'otmoq
1046,zeigen::V,возьматыны,ko'rsatmoq
1047,führen::V,нуыны,boshlik bo'lmoq
1048,lehren::V,дышетыны,o'rgatmoq
1049,unterrichten::V,дышетыны,dars bermoq
1050,aufziehen::V,будэтыны,o'stirmoq
1051,leiten::V,кивалтыны,boshqarmoq
1052,antreiben::V,дыртытыны,shoshiltirmoq
1053,lassen::V,-ытыны,ruxsat bermoq
1054,einladen::V,ӧтьыны,taklif kilmoq
1055,vereinigen::V,огазеяны,qo'shmoq
1056,besuchen::V,адӟыськыны,mehmonga bormoq
1057,treffen::V,пумитаны,duchor bo'lmoq
1058,sich versammeln::V,люкаськыны,to'planmoq
1059,spielen::V,шудыны,o'ynamoq
1060,singen::V,кырӟаны,yalla qilmoq
1061,tanzen::V,эктыны,raqs qilmoq
1062,sich trennen::V,люкиськыны,yakkalanmoq
1063,verlassen::V,куштыны,qoldirmoq
1064,retten::V,утьыны,qutqazmoq
1065,bewachen::V,возьманы,qo'rimoq
1066,schützen::V,утялтыны,yoniga olmoq
1067,verteidigen::V,возьманы,yoqlamoq
1068,sich schlagen::V,жугиськыны,yoqalashmoq
1069,schießen::V,ыбылӥськны,otmoq
1070,siegen::V,вормыны,engmoq
1071,ärgern::V,вожпоттыны,jahl chiqarmoq
1072,schlagen::V,жуккыны,urmoq
1073,treten::V,лёганы,tepmoq
1074,stechen::V,бышкалтыны,qadamoq
1075,stoßen::V,донгыны,turtmoq
1076,stehlen::V,вораны,o'g'rilamoq
1077,stehlen::V,лушканы,o'g'rilamoq
1078,stören::V,люкетыны,tebratmoq
1079,belästigen::V,акыльтыны,g'ashini keltirmoq
1080,belästigen::V,вукылмыны,g'ashini keltirmoq
1081,verbergen::V,ватыны,berkitmoq
1082,täuschen::V,алданы,aldamoq
1083,betrügen::V,пӧяны,tirriq qilmoq
1084,töten::V,виыны,o'ldirmoq
1085,wohnen::V,улыны,istiqomat qilmoq
1086,arbeiten::V,ужаны,ishlamoq
1087,sammeln::V,бичаны,yig'moq
1088,pflücken::V,ишкыны,termoq
1089,jagen::V,пӧйшураны,ov qilmoq
1090,fischen::V,чорыганы,baliq ovlamoq
1091,fassen::V,кутыны,ilinmoq
1092,hüten::V,возьманы,boqtirmoq
1093,treiben::V,улляны,haydamoq
1094,anbinden::V,думыны,bog'lamoq
1095,füttern::V,сюдыны,edirmoq
1096,melken::V,кыскыны,sog'moq
1097,hacken::V,кораны,chopmoq
1098,gießen::V,киськаны,oqizmoq
1099,reifen::V,вуыны,qizarmoq
1100,reifen::V,кисьманы,qizarmoq
1101,zubereiten::V,лесьтыны,pishirmoq
1102,kochen::V,пӧзьтыны,qaynatmoq
1103,backen::V,пыжыны,yopmoq
1104,braten::V,пыжыны,qovurmoq
1105,umrühren::V,сураны,atalamoq
1106,stricken::V,керттыны,to'qimoq
1107,nähen::V,вурыны,tikmoq
1108,färben::V,буяны,bo'yoqlamoq
1109,reinigen::V,сузяны,tozalamoq
1110,waschen::V,мисьтаськыны,yuvmoq
1111,abwischen::V,ӵушылыны,surkamoq
1112,spülen::V,гылъяны,chaymoq
1113,fegen::V,ӵужыны,cho'tkalamoq
1114,kehren::V,ӵужыны,supurmoq
1115,baden::V,пыласькыны,cho'milmoq
1116,sich waschen::V,пыласькыны,yuvinmoq
1117,ausziehen::V,кыльыны,echintirmoq
1118,anziehen::V,дӥсяны,kiymoq
1119,sich anziehen::V,дӥсьяськыны,kiyinmoq
1120,kämmen::V,сынаны,taramoq
1121,schmücken::V,чеберъяны,yasatmoq
1122,sagen::V,шуыны,aytmoq
1123,sagen::V,вераны,aytmoq
1124,sprechen::V,вераськыны,so'zlamoq
1125,reden::V,вераськыны,gapirmoq
1126,sich unterhalten::V,вераськыны,suhbatlashmoq
1127,fragen::V,юаны,so'ramoq
1128,bitten::V,курыны,iltimos qilmoq
1129,erzählen::V,вераны,aytib bermoq
1130,erzählen::V,мадьыны,aytib bermoq
1131,mitteilen::V,ивортыны,bildirmoq
1132,nennen::V,шуыны,atamoq
1133,rufen::V,ӧтьыны,chaqirmoq
1134,prahlen::V,ушъяськыны,gerdaymoq
1135,übersetzen::V,берыктыны,tarjima qilmoq
1136,denken::V,малпаны,o'ylamoq
1137,glauben::V,оскыны,ishonmoq
1138,bemerken::V,адӟыны,payqamoq
1139,erkennen::V,тодыны,tanimoq
1140,begreifen::V,валаны,tushunmoq
1141,verstehen::V,валаны,anglamoq
1142,lernen::V,дышетскыны,o'qimoq
1143,wissen::V,тодыны,bilmoq
1144,sich erinnern an::V,тодэ вайыны,äsni tanimoq
1145,vergessen::V,вунэтыны,unutmoq
1146,messen::V,мертаны,o'lchamoq
1147,zählen::V,лыдъяны,raqamlamoq
1148,rechnen::V,лыдъяны,cho'tlamoq
1149,lesen::V,лыдӟыны,o'qimoq
1150,malen::V,суреданы,rasm solmoq
1151,zeichnen::V,суреданы,chizmoq
1152,schreiben::V,гожъяны,yozmoq
1153,besitzen::V,луыны,ägalamoq
1154,kaufen::V,басьтыны,olmoq
1155,verkaufen::V,вузаны,sotmoq
1156,bezahlen::V,тырыны,to'lamoq
1157,zahlen::V,тырыны,to'lamoq
1158,beherrschen::V,кузёяськыны,ägalamoq
1159,ertragen::V,чиданы,chidamoq
