,Concept_ID,az,zh
323,Lagerfeuer::N,düşərgə tonqalı,营火
324,Last::N,yük,负担
325,Gang::N,yeriş,行走
326,Schritt::N,addım,步伐
327,Norden::N,şimal,北
328,Süden::N,cənub,南
329,Westen::N,qərb,西
330,Osten::N,şərq,东
331,Holz::N,ağac,木材
332,Holz::N,taxta,木材
333,Brett::N,taxta,木板
334,Platte::N,lövhə,平板
335,Stütze::N,dayaq,支架
336,Stütze::N,dəstək,支架
337,Stange::N,şüvül,杆
338,Stock::N,dəyənək,棒
339,Stab::N,əsa,棍
340,Stab::N,şüvül,棍
341,Rohr::N,boru,管子
342,Rohr::N,truba,管子
343,Haus::N,ev,房屋
344,Heim::N,ev,家
345,Ofen::N,peç,炉子
346,Ofen::N,soba,炉子
347,Fußboden::N,döşəmə,地板
348,Tisch::N,masa,桌子
349,Stuhl::N,stul,椅子
350,Wiege::N,beşik,摇蓝
351,Bett::N,yataq,床
352,Regal::N,rəf,架子
353,Kiste::N,yeşik,箱子
354,Kiste::N,sandıq,箱子
355,Fenster::N,pəncərə,窗户
356,Tür::N,qapı,门
357,Tor::N,darvaza,大门
358,Zaun::N,çəpər,篱笆
359,Dach::N,dam,屋顶
360,Leiter::N,nərdivan,梯子
361,Besen::N,süpürgə,扫帚
362,Spaten::N,kürək,铁锹
363,Schaufel::N,kürək,铁锹
364,Gabel::N,çəngəl,叉
365,Löffel::N,qaşıq,食匙
366,Messer::N,bıçaq,刀
367,Nagel::N,mıx,钉子
368,Netz::N,tor,网
369,Haken::N,çəngəl,钩子
370,Griff::N,qulp,把柄
371,Griff::N,tutacaq,把柄
372,Schloss::N,qıfıl,锁
373,Bild::N,rəsm,图画
374,Figur::N,şəkil,人像
375,Figur::N,heykəl,人像
376,Puppe::N,kukla,娃娃
377,Puppe::N,gəlincik,娃娃
378,Beutel::N,kisə,袋子
379,Beutel::N,torba,袋子
380,Bündel::N,bağlama,捆
381,Tasche::N,çanta,手提包
382,Eimer::N,vedrə,桶
383,Eimer::N,çəllək,桶
384,Deckel::N,qapaq,盖子
385,Geschirr::N,qab-qazan,餐具
386,Sack::N,çuval,袋子
387,Tasse::N,fincan,杯子
388,Topf::N,qazan,锅
389,Kessel::N,qazan,水壶
390,Essen::N,yemək,进餐
391,Nahrung::N,qida,食物
392,Speise::N,xörək,菜肴
393,Fleisch::N,ət,肉
394,Getreide::N,taxıl,谷物
395,Brei::N,aş,粥
396,Brei::N,sıyıq,粥
397,Brot::N,çörək,面包
398,Scheibe::N,dilim,片
399,Fett::N,yağ,脂肪
400,Butter::N,kərə yağı,黄油
401,Öl::N,yağ,油
402,Salz::N,duz,盐
403,Suppe::N,şorba,汤
404,Honig::N,bal,蜂蜜
405,Milch::N,süd,奶
406,Tee::N,çay,茶
407,Leder::N,dəri,皮革
408,Wolle::N,yun,毛线
409,Stoff::N,qumaş,织物
410,Nadel::N,iynə,针
411,Faden::N,sap,线
412,Knopf::N,düymə,纽扣
413,Knoten::N,düyün,结
414,Farbe::N,boya,颜色
415,Kleidung::N,geyim,衣服
416,Hemd::N,köynək,衬衫
417,Kragen::N,yaxa,领子
418,Ärmel::N,qol,袖子
419,Hose::N,şalvar,裤子
420,Gürtel::N,kəmər,腰带
421,Mütze::N,şapka,帽子
422,Schuh::N,tufli,鞋
423,Schuh::N,ayaqqabı,鞋
424,Stiefel::N,çəkmə,靴子
425,Ring::N,üzük,戒指
426,Band::N,lent,带子
427,Kamm::N,daraq,梳子
428,Spiegel::N,güzgü,镜子
429,Riemen::N,qayış,皮带
430,Schnur::N,ip,绳子
431,Leine::N,kəmsik,皮带
432,Decke::N,ədyal,被子
433,Decke::N,yorğan,被子
434,Kissen::N,yastıq,软垫
435,Tuch::N,şarf,巾
436,Tuch::N,kaşne,巾
437,Handtuch::N,dəsmal,手巾
438,Kraft::N,güc,力
439,Stärke::N,qüvvət,力量
440,Gesundheit::N,sağlamlıq,健康
441,Krankheit::N,xəstəlik,病
442,Schmerz::N,ağrı,痛
443,Schmerz::N,sancı,痛
444,Wunde::N,yara,伤口
445,Fieber::N,isitmə,发烧
446,Fieber::N,qızdırma,发烧
447,Arznei::N,ilaç,药
448,Arznei::N,dərman,药
449,Brücke::N,körpü,桥
450,Brunnen::N,quyu,井
451,Weide::N,otlaq,牧场
452,Pfad::N,cığır,小路
453,Weg::N,yol,路
454,Straße::N,küçə,街
455,Dorf::N,kənd,村庄
456,Stadt::N,şəhər,城市
457,Brief::N,məktub,信
458,Buch::N,kitab,书
459,Buchstabe::N,hərf,字母
460,Zeitung::N,qəzet,报纸
461,Leben::N,həyat,生命
462,Tod::N,ölüm,死亡
463,Grab::N,qəbir,坟墓
464,Kirche::N,kilsə,教堂
465,Sünde::N,günah,罪
466,Gott::N,tanrı,上帝
467,Arbeiter::N,işçi,工人
468,Chef::N,şef,上司
469,Chef::N,rəis,上司
470,Meister::N,usta,师傅
471,Arzt::N,həkim,医生
472,Arzt::N,doktor,医生
473,Lehrer::N,müəllim,教师
474,Geld::N,pul,钱
475,Geschäft::N,ticarət,交易
476,Laden::N,dükan,商店
477,Preis::N,qiymət,价格
478,Ware::N,mal,商品
479,Nutzen::N,fayda,好处
480,Reichtum::N,zənginlik,财富
481,Welt::N,aləm,世界
482,Welt::N,dünya,世界
483,Land::N,ölkə,国家
484,Staat::N,dövlət,国家
485,König::N,kral,国王
486,König::N,məlik,国王
487,Macht::N,qüdrət,权力
488,Grenze::N,hüdud,边界
489,Grenze::N,sərhət,边界
490,Krieg::N,hərb,战争
491,Krieg::N,müharibə,战争
492,Feind::N,düşmən,敌人
493,Gewalt::N,cəbr,暴力
494,Kampf::N,savaş,战斗
495,Bogen[Waffe]::N,yay,弓
496,Pfeil::N,ox,箭
497,Gewehr::N,tüfəng,枪
498,Fehler::N,xəta,错误
499,Lüge::N,yalan,谎话
500,Schaden::N,ziyan,损失
501,Unglück::N,bəla,不幸
502,Schuld::N,təqsir,过错
503,Alter::N,yaş,年龄
504,Schluss::N,son,结束
505,Zeit::N,vaxt,时间
506,Zeit::N,zaman,时间
507,Tag::N,gün,天
508,Morgen::N,sabah,早晨
509,Mittag::N,günorta,中午
510,Abend::N,axşam,晚上
511,Nacht::N,gecə,夜
512,Woche::N,həftə,星期
513,Monat::N,ay,月
514,Jahr::N,il,年
515,Frühling::N,yaz,春天
516,Frühling::N,bahar,春天
517,Sommer::N,yay,夏天
518,Herbst::N,payız,秋天
519,Winter::N,qış,冬天
520,Januar::N,Janvar,一月
521,Februar::N,Fevral,二月
522,März::N,Mart,三月
523,April::N,Aprel,四月
524,Mai::N,May,五月
525,Juni::N,İyun,六月
526,Juli::N,İyul,七月
527,August::N,Avqust,八月
528,September::N,Sentyabr,九月
529,Oktober::N,Oktyabr,十月
530,November::N,Noyabr,十一月
531,Dezember::N,Dekabr,十二月
532,Montag::N,bazar ertəsi,星期一
533,Dienstag::N,çərşənbə axşamı,星期二
534,Mittwoch::N,çərşənbə,星期三
535,Donnerstag::N,cüme axşamı,星期四
536,Freitag::N,cüme,星期五
537,Samstag::N,şənbə,星期六
538,Sonntag::N,bazar,星期日
539,groß::A,böyük,大
540,klein::A,kiçik,小
541,lang::A,uzun,长
542,kurz::A,qısa,短
543,breit::A,enli,宽
544,breit::A,geniş,宽
545,schmal::A,dar,细长的
546,dicht::A,sıx,密
547,dick[Gegenstand]::A,qalın,厚
548,dünn::A,nazik,薄
549,fein::A,incə,细小
550,fest::A,bərk,固体
551,fest::A,möhkəm,固体
552,flach::A,düz,平坦
553,glatt::A,hamar,光滑
554,hart::A,sərt,硬
555,weich::A,yumşaq,软
556,rund::A,yuvarlaq,圆
557,spitz::A,uclu,尖
558,spitz::A,sivri,尖
559,scharf::A,kəskin,锋利
560,stumpf::A,küt,钝
561,schwer::A,ağır,重
562,schön::A,gözəl,美丽
563,schön::A,gəşəng,美丽
564,heiß::A,isti,烫
565,warm::A,ilıq,暖和
566,kalt::A,soyuq,冷
567,kühl::A,sərin,凉
568,frisch::A,təzə,新鲜
569,feucht::A,nəm,潮湿
570,nass::A,yaş,湿
571,trocken::A,quru,干
572,voll::A,dolu,满
573,leer::A,boş,空
574,offen::A,açıq,敞开
575,geschlossen::A,qapalı,关闭
576,sauber::A,təmiz,干净
577,schmutzig::A,kirli,肮脏
578,roh::A,çiy,生
579,reif::A,yetişmiş,成熟
580,lecker::A,dadlı,好吃
581,lecker::A,ləzzətli,好吃
582,süß::A,şirin,甜
583,bitter::A,acı,苦
584,sauer::A,turş,酸
585,hell::A,aydın,亮
586,dunkel::A,qaranlıq,阴暗
587,schwarz::A,qara,黑
588,weiß::A,ağ,白
589,rot::A,qırmızı,红
590,gelb::A,sarı,黄
591,blau::A,göy,蓝
592,blau::A,mavi,蓝
593,grün::A,yaşıl,绿
594,grau::A,boz,灰色
595,bunt::A,əlvan,五彩
596,bunt::A,rəngli,五彩
597,billig::A,ucuz,便宜
598,teuer::A,bahalı,贵
599,wertvoll::A,qiymətli,贵重
600,blind::A,kor,瞎
601,taub::A,kar,聋
602,kräftig::A,güclü,强壮
603,stark::A,qüvvətli,强壮
604,schwach::A,zəif,弱
605,schwach::A,gücsüz,弱
606,fett::A,şişman,胖
607,schlank::A,zərif,苗条
608,hübsch::A,göyçək,漂亮
609,böse::A,fəna,邪恶
610,dumm::A,axmaq,笨
611,faul::A,tənbəl,懒惰
612,fleißig::A,çalışqan,勤奋
613,geizig::A,xəsis,吝啬
614,klug::A,ağıllı,聪明
615,geschickt::A,bacarıqlı,灵巧
616,lieb::A,əziz,可爱
617,lieb::A,sevimli,可爱
618,lustig::A,məzəli,快乐
619,lustig::A,gülməli,快乐
620,sanft::A,mülayim,柔和
621,hungrig::A,ac,饥饿
622,krank::A,xəstə,患病
623,nackt::A,çılpaq,裸体
624,traurig::A,qəmgin,悲哀
625,traurig::A,kədərli,悲哀
626,lebendig::A,canlı,活
627,gut::A,yaxşı,好
628,schlecht::A,pis,坏
629,richtig::A,doğru,正确
630,schlimm::A,fəna,糟糕
631,wahr::A,gərçək,真
632,alt::A,əski,旧
633,alt::A,köhnə,旧
634,neu::A,yeni,新
635,ehemalig::A,əvvəlki,以前
636,alt[Lebewesen]::A,qoca,老
637,jung::A,gənc,年轻
638,arm::A,kasıb,贫穷
639,arm::A,yoxsul,贫穷
640,reich::A,zəngin,富裕
641,bekannt::A,tanış,出名
642,berühmt::A,məşhur,著名
643,fremd::A,yad,陌生
644,verschieden::A,dürlü,不同
645,nah::A,yaxın,近
646,fern::A,uzaq,遥远
647,linker::A,sol,左
648,rechter::A,sağ,右
649,anderer::A,başqa,别的
650,erster::A,birinci,第一
651,zweiter::A,ikinci,第二
652,dritter::A,üçüncü,第三
653,letzter::A,sonuncu,最后
654,letzter::A,axırıncı,最后
655,allein::ADV,tək,单独
656,allein::ADV,yalqız,单独
657,auf einmal::ADV,birdən,同时
658,zusammen::ADV,birlikdə,一起
659,lange::ADV,uzun,许久
660,plötzlich::ADV,qəfildən,忽然
661,sofort::ADV,həmən,立刻
662,sofort::ADV,dərhal,立刻
663,später::ADV,sonra,以后
664,jetzt::ADV,indi,现在
665,heute::ADV,bugün,今天
666,morgen::ADV,sabah,明天
667,bald::ADV,yaxında,即将
668,bald::ADV,tezliklə,即将
669,dann::ADV,onda,然后
670,gestern::ADV,dünən,昨天
671,einst::ADV,əvvəllər,曾经
672,damals::ADV,o vaxt,当时
673,danach::ADV,sonra,随后
674,vorher::ADV,qabaqcadan,事先
675,zuerst::ADV,əvvəl,首先
676,einmal::ADV,bir dəfə,一次
677,manchmal::ADV,hərdənbir,有时
678,oft::ADV,tez-tez,时常
679,oft::ADV,çox vaxt,时常
680,immer::ADV,daimi,总是
681,immer::ADV,həmişə,总是
682,niemals::ADV,əsla,从未
683,niemals::ADV,heç bir zaman,从未
684,hier::ADV,bura,这里
685,hier::ADV,burada,这里
686,hierhin::ADV,buraya,到这里
687,von hier::ADV,buradan,由此
688,dort::ADV,ora,那里
689,dort::ADV,orada,那里
690,dorthin::ADV,oraya,到那里
691,geradeaus::ADV,düz,一直往前
692,vorwärts::ADV,irəli,向前
693,rückwärts::ADV,geri,向后
694,zurück::ADV,geriyə,退后
695,unten::ADV,aşağıda,下面
696,hinab::ADV,aşağı,向下
697,oben::ADV,yuxarıda,上面
698,hinauf::ADV,yuxarı,向上
699,überall::ADV,hər yerdə,到处
700,nicht::ADV,-ma-,不
701,ein wenig::ADV,bir az,一点儿
702,kaum::ADV,güclə,几乎不
703,sehr::ADV,çox,很
704,so::ADV,belə,如此
705,noch::ADV,hələ,还
706,nur::ADV,yalnız,只
707,schon::ADV,artıq,已经
708,wieder::ADV,yenə,又
709,vergebens::ADV,boş yerə,
710,vor::PRP,önündə,在...面前
711,hinter::PRP,arxasında,在...背后
712,unter::PRP,altında,在...下面
713,durch::PRP,içindən,穿过
714,neben::PRP,yanında,在...旁
715,zwischen::PRP,arasında,在...之间
716,wegen::PRP,üçün,由于
717,wegen::PRP,ötəri,由于
718,dies::PRN,bu,这
719,das::PRN,o,那
720,alles::PRN,hər şey,一切
721,ich::PRN,mən,我
722,du::PRN,sən,你
723,er::PRN,o,他
724,wir::PRN,biz,我们
725,ihr::PRN,siz,你们
726,sie::PRN,onlar,她
727,was::FPRN,nə,什么
728,wer::FPRN,kim,谁
729,wo::FADV,harada,哪里
730,wohin::FADV,haraya,去哪里
731,wie::FADV,necə,怎么
732,warum::FADV,niyə,为什么
733,warum::FADV,nə üçün,为什么
734,wieviel::FNUM,neçə,多少
735,wieviel::FNUM,nə qədər,多少
736,eins::NUM,bir,一
737,zwei::NUM,iki,二
738,drei::NUM,üç,三
739,vier::NUM,dörd,四
740,fünf::NUM,beş,五
741,sechs::NUM,altı,六
742,sieben::NUM,yeddi,七
743,acht::NUM,səkkiz,八
744,neun::NUM,doqquz,九
745,zehn::NUM,on,十
746,elf::NUM,on bir,十一
747,zwölf::NUM,on iki,十二
748,zwanzig::NUM,iyirmi,二十
749,dreißig::NUM,otuz,三十
750,vierzig::NUM,qırx,四十
751,fünfzig::NUM,əlli,五十
752,sechzig::NUM,altmış,六十
753,siebzig::NUM,yetmiş,七十
754,achtzig::NUM,səksən,八十
755,neunzig::NUM,doxsan,九十
756,hundert::NUM,yüz,百
757,tausend::NUM,min,千
758,und::CNJ,və,和
759,oder::CNJ,ya,或者
760,stehen::V,durmaq,站
761,sitzen::V,oturmaq,坐
762,liegen::V,uzanmaq,躺着
763,hängen::V,asılmaq,挂着
764,werden::V,olmaq,成为
765,passieren::V,olmaq,发生
766,passieren::V,baş vermək,发生
767,beginnen::V,başlamaq,开始
768,enden::V,bitmək,终止
769,wechseln::V,dəyişmək,变迁
770,aufgehen[Sonne]::V,doğmaq,升起
771,untergehen[Sonne]::V,batmaq,下落
772,scheinen[Sonne]::V,parlamaq,照射
773,donnern::V,guruldamaq,打雷
774,wehen::V,əsmək,飘扬
775,strömen::V,axmaq,流
776,fließen::V,axmaq,流动
777,sich drehen::V,dönmək,转动
778,schwanken::V,yellənmək,摇摆
779,schwingen::V,yellənmək,摇
780,fallen::V,düşmek,坠落
781,brennen::V,yanmaq,燃烧
782,rauchen::V,tüstüləmək,冒烟
783,regnen::V,yağmaq,下雨
784,gefrieren::V,donmaq,结冰
785,tauen::V,ərimək,融化
786,schmelzen::V,ərimək,溶化
787,trocknen::V,qurumaq,变干
788,sieden::V,qaynamaq,煮
789,faulen::V,çürümək,腐烂
790,verfaulen::V,çürümək,腐烂
791,reißen::V,yırtılmaq,撕
792,versinken::V,batmaq,下沉
793,vergehen::V,ötmək,流逝
794,erscheinen::V,görünmək,出现
795,verschwinden::V,yox olmaq,消失
796,sinken::V,enmək,下降
797,abnehmen::V,azalmaq,减少
798,zunehmen::V,artmaq,增加
799,steigen::V,yüksəlmək,上升
800,wachsen::V,böyümək,生长
801,glänzen::V,parlamaq,发光
802,funkeln::V,parıldamaq,闪烁
803,lärmen::V,səs-küy etmək,吵闹
804,läuten::V,çalmaq,响
805,klingeln::V,zəng etmək,按铃
806,klirren::V,cingildəmək,
807,brausen::V,gurlamaq,疾驶
808,rauschen::V,xışıldamaq,
809,klingen::V,səslənmək,听起来
810,bellen::V,hürmək,吠
811,heulen::V,ulamaq,嗥
812,blasen::V,üfləmək,吹
813,pfeifen::V,fit vermek,吹口哨
814,schreien::V,bağırmaq,叫喊
815,schreien::V,qışqırmaq,叫喊
816,stöhnen::V,inləmək,呻吟
817,zittern::V,titrəmək,颤抖
818,leben::V,yaşamaq,生存
819,geboren werden::V,doğmaq,出生
820,atmen::V,nəfəs almaq,呼吸
821,trinken::V,içmek,喝
822,essen::V,yemək,吃
823,schlucken::V,udmaq,咽
824,müde werden::V,yorulmaq,疲倦
825,einschlafen::V,yuxuya getmək,入睡
826,schlafen::V,uyumaq,睡觉
827,aufwachen::V,oyanmaq,睡醒
828,aufstehen::V,yuxudan durmaq,起床
