,Concept_ID,ga,hr
161,Bucht::N,cuan,zaliv
162,Insel::N,inis,ada
163,Insel::N,inis,otok
164,Insel::N,oileán,ada
165,Insel::N,oileán,otok
166,Blume::N,bláth,cvijet
167,Gras::N,féar,trava
168,Wurzel::N,rúta,korijen
169,Wurzel::N,fréamh,korijen
170,Baum::N,crann,drvo
171,Baum::N,crann,stablo
172,Stamm::N,stoc,deblo
173,Stamm::N,stoc,stablo
174,Stamm::N,tamhan,deblo
175,Stamm::N,tamhan,stablo
176,Rinde::N,coirt,kora
177,Rinde::N,craiceann,kora
178,Ast::N,géag,grana
179,Zweig::N,géag,grana
180,Zweig::N,craobh,grana
181,Blatt::N,duille,list
182,Blatt::N,duilleog,list
183,Birke::N,beith,breza
184,Birke::N,crann beithe,breza
185,Kiefer[Baum]::N,péine,bor
186,Weide[Baum]::N,saileach,iva
187,Weide[Baum]::N,saileach,vŕba
188,Tanne::N,giúis,jela
189,Horn::N,adharc,rog
190,Feder::N,cleite,pero
191,Fell::N,clúmh,koža
192,Flügel::N,eite,krilo
193,Flügel::N,sciathán,krilo
194,Klaue::N,crúb,papak
195,Klaue::N,crobh,papak
196,Kralle::N,crobh,pandža
197,Schwanz::N,eireaball,rep
198,Ei::N,ubh,jaje
199,Nest::N,nead,gnijezdo
200,Bau::N,brocais,jazbina
201,Tier::N,ainmhí,životinja
202,Tier::N,beithíoch,životinja
203,Herde::N,tréad,krdo
204,Herde::N,tréad,stado
205,Kuh::N,bó,krava
206,Bulle::N,tarbh,bik
207,Pferd::N,each,konj
208,Pferd::N,capall,konj
209,Schaf::N,caora,ovca
210,Schwein::N,muc,svinja
211,Hund::N,madra,pas
212,Hund::N,madra,pseto
213,Katze::N,cat,mačka
214,Bär::N,béar,medvjed
215,Eichhörnchen::N,iora,vjeverica
216,Elch::N,eilc,los
217,Fuchs::N,sionnach,lisica
218,Fuchs::N,madra rua,lisica
219,Hase::N,giorria,zec
220,Maus::N,luch,miš
221,Wolf::N,mac tíre,vuk
222,Wolf::N,mac tíre,kurjak
223,Vogel::N,éan,ptica
224,Schwarm::N,saithe,roj
225,Schwarm::N,saithe,jato
226,Huhn::N,cearc,kokoš
227,Hahn::N,coileach,kokot
228,Hahn::N,coileach,pijevac
229,Gans::N,gé,guska
230,Adler::N,iolar,orao
231,Ente::N,lacha,patka
232,Eule::N,ulchabhán,sova
233,Kranich::N,grús,ždral
234,Krähe::N,caróg,vrana
235,Krähe::N,préachán,vrana
236,Kuckuck::N,cuach,kukavica
237,Schwan::N,eala,labud
238,Fisch::N,iasc,riba
239,Barsch::N,péirse,grgeč
240,Hecht::N,liús,štuka
241,Schlange[Tier]::N,nathair,guja
242,Schlange[Tier]::N,nathair,zmija
243,Wurm::N,péist,crv
244,Spinne::N,damhán alla,pauk
245,Ameise::N,seangán,mrav
246,Laus::N,míol,uš
247,Mücke::N,muiscít,komarac
248,Mücke::N,corrmhíol,komarac
249,Fliege::N,cuil,muha
250,Fliege::N,cuileog,muha
251,Schmetterling::N,féileacán,leptir
252,Beere::N,caor,boba
253,Beere::N,caor,bobica
254,Apfel::N,úll,jabuka
255,Pilz::N,beacán,pečurka
256,Pilz::N,muisiriún,pečurka
257,Zwiebel::N,oinniún,luk
258,Zwiebel::N,oinniún,kapula
259,Saat::N,síol,sjemenje
260,Korn::N,gráinne,zrno
261,Heu::N,féar,sijeno
262,Schale::N,scaimh,kora
263,Schale::N,scaimh,ljuska
264,Grube::N,poll,jama
265,Falle::N,gaiste,zamka
266,Falle::N,gaiste,klopka
267,Schlinge::N,sealán,uzao
268,Schlinge::N,sealán,petlja
269,Spur::N,rian,trag
270,Spur::N,rian,slijed
271,Asche::N,luaith,pepeo
272,Dreck::N,salachar,blato
273,Eisen::N,iarann,željezo
274,Gold::N,ór,zlato
275,Silber::N,airgead,srebro
276,Kohle::N,gual,ugalj
277,Kohle::N,gual,ugljen
278,Glas::N,gloine,staklo
279,Lehm::N,cré,glina
280,Lehm::N,cré,ilovača
281,Sand::N,gaineamh,pijesak
282,Mensch::N,duine,čovjek
283,Mann::N,fear,muškarac
284,Frau::N,bean,žena
285,Kind::N,gasúr,čedo
286,Kind::N,gasúr,dijete
287,Kind::N,páiste,čedo
288,Kind::N,páiste,dijete
289,Junge::N,buachaill,momče
290,Junge::N,buachaill,dječak
291,Mädchen::N,cailín,djevojka
292,Mädchen::N,cailín,djevojčica
293,Familie::N,teaghlach,obitelj
294,Familie::N,teaghlach,porodica
295,Familie::N,comhluadar,obitelj
296,Familie::N,comhluadar,porodica
297,Großvater::N,seanathair,djed
298,Großmutter::N,seanmháthair,baka
299,Eltern::N,tuismitheoirí,roditelji
300,Vater::N,athair,otac
301,Mutter::N,máthair,majka
302,Sohn::N,mac,sin
303,Tochter::N,iníon,kći
304,Tochter::N,iníon,kćerka
305,Bruder::N,deartháir,brat
306,Schwester::N,deirfiúr,sestra
307,Onkel::N,uncail,čika
308,Onkel::N,uncail,ujak
309,Tante::N,aintín,ujna
310,Tante::N,aintín,tetka
311,Ehemann::N,fear céile,muž
312,Ehemann::N,fear céile,suprug
313,Ehefrau::N,bean chéile,žena
314,Ehefrau::N,bean chéile,supruga
315,Freude::N,áthas,radost
316,Gelächter::N,gáire,grohot
317,Glück::N,séan,sreća
318,Glück::N,sonas,sreća
319,Kummer::N,brón,jad
320,Kummer::N,brón,briga
321,Kummer::N,buairt,jad
322,Kummer::N,buairt,briga
323,Wunsch::N,guí,želja
324,Wunsch::N,achainí,želja
325,Lust::N,fonn,volja
326,Geist::N,meon,duh
327,Geist::N,spiorad,duh
328,Gedanke::N,smaoineamh,misao
329,Gedächtnis::N,cuimhne,pamćenje
330,Verstand::N,ciall,um
331,Verstand::N,ciall,razum
332,Verstand::N,intinn,um
333,Verstand::N,intinn,razum
334,Sinn::N,brí,smisao
335,Sinn::N,brí,značenje
336,Sinn::N,ciall,smisao
337,Sinn::N,ciall,značenje
338,Grund::N,fáth,razlog
339,Wahrheit::N,fírinne,istina
340,Gespräch::N,comhrá,razgovor
341,Märchen::N,scéal,bajka
342,Erzählung::N,scéal,priča
343,Erzählung::N,scéal,pripovijest
344,Nachricht::N,teachtaireacht,vijest
345,Neuigkeit::N,scéala,novost
346,Name::N,ainm,ime
347,Rätsel::N,tomhas,zagonetka
348,Rede::N,óráid,govor
349,Rede::N,óráid,besjeda
350,Rede::N,aitheasc,govor
351,Rede::N,aitheasc,besjeda
352,Sprache::N,teanga,jezik
353,Stimme::N,guth,glas
354,Wort::N,focal,riječ
355,Zeichen::N,comhartha,znak
356,Ruf::N,glaoch,povik
357,Ruf::N,glaoch,poklik
358,Lärm::N,torann,buka
359,Lärm::N,torann,galama
360,Laut::N,fuaim,zvuk
361,Ton::N,ton,ton
362,Lied::N,amhrán,pjesma
363,Ruhe::N,suaimhneas,tišina
364,Ruhe::N,suaimhneas,počinak
365,Leute::N,muintir,ljudi
366,Volk::N,pobal,puk
367,Volk::N,pobal,narod
368,Arbeit::N,obair,rad
369,Arbeit::N,obair,posao
370,Gast::N,aoi,gost
371,Geschenk::N,féirín,dar
372,Geschenk::N,féirín,poklon
373,Geschenk::N,bronntanas,dar
374,Geschenk::N,bronntanas,poklon
375,Spiel::N,cluiche,igra
376,Gesellschaft::N,comhluadar,društvo
377,Gesellschaft::N,comhluadar,kompanija
378,Hilfe::N,cúnamh,pomoć
379,Hilfe::N,cabhair,pomoć
380,Freund::N,cara,prijatelj
381,Kamerad::N,comrádaí,drug
382,Kamerad::N,comrádaí,drugar
383,Angelegenheit::N,ábhar,posao
384,Anzahl::N,líon,broj
385,Anzahl::N,líon,brojnost
386,Art::N,sórt,vid
387,Art::N,sórt,vrst
388,Art::N,saghas,vid
389,Art::N,saghas,vrst
390,Stück::N,píosa,komad
391,Teil::N,cuid,dio
392,Teil::N,páirt,dio
393,Hälfte::N,leath,polovina
394,Kreis::N,ciorcal,krug
395,Kreuz::N,cros,križ
396,Linie::N,líne,crta
397,Strich::N,stríoc,crta
398,Abstand::N,achar,razmak
399,Abstand::N,achar,odstojanje
400,Entfernung::N,fad,udaljenost
401,Gegend::N,ceantar,kraj
402,Gegend::N,ceantar,predeo
403,Platz::N,áit,mjesto
404,Platz::N,spás,mjesto
405,Ort::N,áit,mjesto
406,Seite::N,taobh,bok
407,Seite::N,taobh,strana
408,Mitte::N,lár,sredina
409,Gegenstand::N,ball,predmet
410,Gegenstand::N,ábhar,predmet
411,Sache::N,ní,posao
412,Sache::N,rud,posao
413,Rand::N,imeall,rub
414,Rand::N,imeall,kraj
415,Rand::N,ciumhais,rub
416,Rand::N,ciumhais,kraj
417,Kante::N,corr,brid
418,Kante::N,corr,ivica
419,Kante::N,colbha,brid
420,Kante::N,colbha,ivica
421,Ecke::N,coirnéal,ugao
422,Spitze::N,gob,vrh
423,Spitze::N,gob,šiljak
424,Spitze::N,barr,vrh
425,Spitze::N,barr,šiljak
426,Ende::N,ceann,konac
427,Ende::N,foirceann,konac
428,Loch::N,poll,rupa
429,Winkel::N,cúinne,kut
430,Winkel::N,cúinne,ugao
431,Winkel::N,uillinn,kut
432,Winkel::N,uillinn,ugao
433,Muster::N,patrún,uzor
434,Größe::N,méid,veličina
435,Größe::N,toise,veličina
436,Länge::N,fad,duljina
437,Höhe::N,airde,visina
438,Gewicht::N,meáchan,težina
439,Menge::N,méid,mnoštvo
440,Menge::N,méid,količina
441,Haufen::N,cnap,hrpa
442,Haufen::N,cnap,gomila
443,Reihe::N,líne,red
444,Reihe::N,sraith,red
445,Boot::N,bád,čun
446,Boot::N,bád,čamac
447,Ruder::N,rámh,veslo
448,Ruder::N,maide rámha,veslo
449,Schlitten::N,carr sleamhnáin,saone
450,Ski::N,scí,ski
451,Ski::N,scí,smučka
452,Lagerfeuer::N,tine champa,logorska vatra
453,Last::N,ualach,tovar
454,Gang::N,siúlóid,hod
455,Schritt::N,céim,korak
456,Schritt::N,coiscéim,korak
457,Norden::N,tuaisceart,sjever
458,Süden::N,deisceart,jug
459,Westen::N,iarthar,zapad
460,Osten::N,oirthear,istok
461,Holz::N,adhmad,drvo
462,Brett::N,clár,daska
463,Platte::N,leac,ploča
464,Stütze::N,taca,potpora
465,Stange::N,polla,motka
466,Stange::N,cuaille,motka
467,Stock::N,bata,štap
468,Stock::N,bata,palica
469,Stock::N,maide,štap
470,Stock::N,maide,palica
471,Stab::N,maide,štap
472,Stab::N,maide,šipka
473,Stab::N,bachall,štap
474,Stab::N,bachall,šipka
475,Rohr::N,píopa,cijev
476,Haus::N,teach,kuća
477,Heim::N,baile,dom
478,Ofen::N,sornóg,peć
479,Fußboden::N,urlár,pod
480,Tisch::N,bord,stol
481,Tisch::N,bord,trpeza
482,Tisch::N,tábla,stol
483,Tisch::N,tábla,trpeza
484,Stuhl::N,cathaoir,stolac
485,Stuhl::N,cathaoir,stolica
486,Wiege::N,cliabhán,kolijevka
487,Bett::N,leaba,krevet
488,Bett::N,leaba,postelja
489,Regal::N,seilf,polica
490,Kiste::N,bosca,sanduk
491,Fenster::N,fuinneoig,prozor
492,Tür::N,doras,vrata
493,Tor::N,geata,vrata
494,Tor::N,geata,kapija
495,Zaun::N,fál,plot
496,Zaun::N,fál,ograda
497,Zaun::N,claí,plot
498,Zaun::N,claí,ograda
499,Dach::N,díon,krov
500,Leiter::N,dréimire,ljestve
501,Leiter::N,dréimire,ljestvice
502,Besen::N,scuab,metla
503,Spaten::N,spád,ašov
504,Spaten::N,rámhainn,ašov
505,Schaufel::N,sluasaid,lopata
506,Gabel::N,forc,viljuška
507,Gabel::N,gabhlóg,viljuška
508,Löffel::N,spúnóg,žlica
509,Messer::N,scian,nož
510,Nagel::N,tairne,čavao
511,Netz::N,líon,mreža
512,Netz::N,eangach,mreža
513,Haken::N,croch,kuka
514,Griff::N,cos,držak
515,Griff::N,cos,ručica
516,Griff::N,hanla,držak
517,Griff::N,hanla,ručica
518,Schloss::N,glas,brava
519,Bild::N,pictiúr,slika
520,Figur::N,fíor,figura
521,Puppe::N,bábóg,lutka
522,Beutel::N,mála,kesa
523,Beutel::N,mealbhóg,kesa
524,Bündel::N,beart,snop
525,Bündel::N,beart,svežanj
526,Tasche::N,mála,torba
527,Tasche::N,mála,taška
528,Eimer::N,buicéad,kabao
529,Deckel::N,clár,poklopac
530,Deckel::N,claibín,poklopac
531,Geschirr::N,soithí,suđe
532,Geschirr::N,soithí,posuđe
533,Geschirr::N,gréithe,suđe
534,Geschirr::N,gréithe,posuđe
535,Sack::N,sac,džak
536,Sack::N,sac,vreća
537,Sack::N,mála,džak
538,Sack::N,mála,vreća
539,Tasse::N,cupán,šalica
540,Topf::N,pota,lonac
541,Kessel::N,citeal,kazan
542,Essen::N,béile,obrok
543,Nahrung::N,bia,hrana
544,Speise::N,mias,jelo
545,Fleisch::N,feoil,meso
546,Getreide::N,grán,žito
547,Getreide::N,grán,žitarice
548,Getreide::N,arbhar,žito
549,Getreide::N,arbhar,žitarice
550,Brei::N,brúitín,kaša
551,Brot::N,arán,kruh
552,Scheibe::N,píosa,kriška
553,Scheibe::N,slisne,kriška
554,Fett::N,saill,mast
555,Fett::N,saill,salo
556,Fett::N,méathras,mast
557,Fett::N,méathras,salo
558,Butter::N,im,buter
559,Butter::N,im,maslac
560,Öl::N,ola,ulje
561,Salz::N,salann,sol
562,Suppe::N,sú,supa
563,Suppe::N,anraith,supa
564,Honig::N,mil,med
565,Milch::N,bainne,mlijeko
566,Tee::N,tae,čaj
567,Leder::N,leathar,koža
568,Wolle::N,olann,vuna
569,Stoff::N,éadach,štof
570,Stoff::N,éadach,tkanina
571,Nadel::N,snáthaid,igla
572,Faden::N,snáth,nit
573,Faden::N,snáth,konac
574,Knopf::N,cnaipe,dugme
575,Knoten::N,snaidhm,čvor
576,Knoten::N,snaidhm,uzao
577,Farbe::N,péint,farba
578,Kleidung::N,éadaí,odjeća
579,Hemd::N,léine,košulja
580,Kragen::N,bóna,ovratnik
581,Ärmel::N,muinchille,rukav
582,Hose::N,bríste,hlače
583,Hose::N,treabhsar,hlače
584,Gürtel::N,crios,pas
585,Gürtel::N,crios,pojas
586,Mütze::N,caipín,kapa
587,Schuh::N,bróg,cipela
588,Stiefel::N,buatais,čizma
589,Ring::N,fáinne,prsten
590,Band::N,ribín,vrpca
591,Kamm::N,cíor,češalj
592,Spiegel::N,scáthán,zrcalo
593,Spiegel::N,scáthán,ogledalo
594,Riemen::N,iall,kaiš
595,Riemen::N,iall,remen
596,Riemen::N,strapa,kaiš
597,Riemen::N,strapa,remen
598,Schnur::N,téad,vrpca
599,Schnur::N,sreangán,vrpca
600,Leine::N,iall,uzica
601,Decke::N,pluid,ćebe
602,Decke::N,pluid,pokrivač
603,Decke::N,blaincéad,ćebe
604,Decke::N,blaincéad,pokrivač
605,Kissen::N,piliúr,jastuk
606,Kissen::N,adhartán,jastuk
607,Tuch::N,scaif,rubac
608,Tuch::N,scaif,marama
609,Handtuch::N,tuáille,ručnik
610,Kraft::N,fórsa,snaga
611,Stärke::N,neart,jakost
612,Gesundheit::N,sláinte,zdravlje
613,Krankheit::N,tinneas,bolest
614,Krankheit::N,breoiteacht,bolest
615,Schmerz::N,pian,bol
616,Wunde::N,goin,rana
617,Fieber::N,fiabhras,groznica
618,Arznei::N,cógas,lijek
619,Brücke::N,droichead,most
620,Brücke::N,droichead,ćuprija
621,Brunnen::N,tobar,bunar
622,Brunnen::N,tobar,zdenac
623,Weide::N,féarach,paša
624,Weide::N,féarach,pašnjak
625,Pfad::N,cosán,staza
626,Pfad::N,conair,staza
627,Weg::N,slí,put
628,Weg::N,bealach,put
629,Straße::N,bóthar,drum
630,Straße::N,bóthar,cesta
631,Dorf::N,sráidbhaile,selo
632,Stadt::N,baile,grad
633,Stadt::N,baile,varoš
634,Stadt::N,cathair,grad
635,Stadt::N,cathair,varoš
636,Brief::N,litir,list
637,Brief::N,litir,pismo
638,Buch::N,cín,knjiga
639,Buch::N,leabhar,knjiga
640,Buchstabe::N,litir,slovo
641,Zeitung::N,nuachtán,novine
642,Leben::N,saol,život
643,Leben::N,beatha,život
644,Tod::N,bás,smrt
645,Grab::N,uaigh,raka
646,Kirche::N,eaglais,crkva
647,Sünde::N,peaca,grijeh
648,Gott::N,dia,bog
649,Arbeiter::N,oibrí,radnik
650,Chef::N,saoiste,šef
651,Chef::N,ceannasaí,šef
652,Meister::N,máistir,majstor
653,Arzt::N,lia,liječnik
654,Arzt::N,dochtúir,liječnik
655,Lehrer::N,oide,učitelj
656,Lehrer::N,múinteoir,učitelj
657,Geld::N,airgead,novac
658,Geschäft::N,gnó,posao
659,Geschäft::N,gnó,trgovina
660,Laden::N,siopa,dućan
661,Preis::N,praghas,cijena
662,Ware::N,earra,roba
663,Nutzen::N,tairbhe,korist
664,Reichtum::N,rachmas,bogatstvo
665,Reichtum::N,saibhreas,bogatstvo
666,Welt::N,domhan,svijet
667,Land::N,tír,zemlja
668,Staat::N,stát,država
669,König::N,rí,kralj
670,Macht::N,cumhacht,moć
671,Macht::N,cumhacht,vlast
672,Grenze::N,críoch,granica
673,Grenze::N,teorainn,granica
674,Krieg::N,cogadh,rat
675,Feind::N,namhaid,neprijatelj
676,Gewalt::N,foréigean,sila
677,Gewalt::N,foréigean,nasilje
678,Kampf::N,troid,boj
679,Kampf::N,troid,borba
680,Bogen[Waffe]::N,bogha,luk
681,Pfeil::N,saighead,strijela
682,Gewehr::N,gunna,puška
683,Fehler::N,botún,pogreška
684,Fehler::N,botún,griješka
685,Fehler::N,meancóg,pogreška
686,Fehler::N,meancóg,griješka
687,Lüge::N,bréag,laž
688,Lüge::N,éitheach,laž
689,Schaden::N,dochar,šteta
690,Schaden::N,damáiste,šteta
691,Unglück::N,drochrath,nesreća
692,Schuld::N,locht,krivnja
693,Schuld::N,milleán,krivnja
694,Alter::N,aois,dob
695,Schluss::N,deireadh,kraj
696,Schluss::N,deireadh,konac
697,Zeit::N,am,doba
698,Zeit::N,am,vrijeme
699,Zeit::N,aimsir,doba
700,Zeit::N,aimsir,vrijeme
701,Tag::N,lá,dan
702,Morgen::N,maidin,jutro
703,Mittag::N,nóin,podne
704,Abend::N,tráthnóna,veče
705,Abend::N,tráthnóna,večer
706,Nacht::N,oíche,noć
707,Woche::N,seachtain,sedmica
708,Monat::N,mí,mjesec
709,Jahr::N,bliain,godina
710,Frühling::N,earrach,proljeće
711,Sommer::N,samhradh,ljeto
712,Herbst::N,fómhar,jesen
713,Winter::N,geimhreadh,zima
714,Januar::N,Eanáir,januar
715,Januar::N,Eanáir,siječanj
716,Februar::N,Feabhra,veljača
717,Februar::N,Feabhra,februar
718,März::N,Márta,mart
719,März::N,Márta,ožujak
720,April::N,Aibreán,april
721,April::N,Aibreán,travanj
722,Mai::N,Bealtaine,maj
723,Mai::N,Bealtaine,svibanj
724,Juni::N,Meitheamh,juni
725,Juni::N,Meitheamh,lipanj
726,Juli::N,Iúil,juli
727,Juli::N,Iúil,srpanj
728,August::N,Lúnasa,august
729,August::N,Lúnasa,kolovoz
730,September::N,Meán Fómhair,rujan
731,September::N,Meán Fómhair,septembar
732,Oktober::N,Deireadh Fómhair,oktobar
733,Oktober::N,Deireadh Fómhair,listopad
734,November::N,Samhain,studeni
735,November::N,Samhain,novembar
736,November::N,Mí na Samhna,studeni
737,November::N,Mí na Samhna,novembar
738,Dezember::N,Mí na Nollag,prosinac
739,Montag::N,Luan,ponedjeljak
740,Montag::N,Luan,ponedjeljnik
741,Montag::N,Dé Luain,ponedjeljak
742,Montag::N,Dé Luain,ponedjeljnik
743,Dienstag::N,Máirt,utorak
744,Dienstag::N,Máirt,utornik
745,Dienstag::N,Dé Máirt,utorak
746,Dienstag::N,Dé Máirt,utornik
747,Mittwoch::N,Céadaoin,srijeda
748,Mittwoch::N,Dé Céadaoin,srijeda
749,Donnerstag::N,Déardaoin,četvrtak
750,Freitag::N,Aoine,petak
751,Freitag::N,Dé hAoine,petak
752,Samstag::N,Satharn,subota
753,Samstag::N,Dé Sathairn,subota
754,Sonntag::N,Domhnach,nedjelja
755,Sonntag::N,Dé Domhnaigh,nedjelja
756,groß::A,mór,velik
757,klein::A,beag,mali
758,klein::A,beag,malen
759,lang::A,fada,dug
760,lang::A,fada,dugačak
761,kurz::A,gearr,kratak
762,kurz::A,gairid,kratak
763,breit::A,leathan,širok
764,breit::A,fairsing,širok
765,schmal::A,cúng,uski
766,schmal::A,cúng,uzak
767,dicht::A,dlúth,gust
768,dick[Gegenstand]::A,tiubh,debeo
769,dünn::A,caol,tanak
770,dünn::A,tanaí,tanak
771,fein::A,scáinte,fin
772,fein::A,scáinte,tanak
773,fein::A,fíneálta,fin
774,fein::A,fíneálta,tanak
775,fest::A,daingean,čvrst
776,flach::A,cothrom,ravan
777,flach::A,cothrom,plosnat
778,glatt::A,mín,gladak
779,glatt::A,sleamhain,gladak
780,hart::A,crua,tvrd
781,weich::A,bog,mek
782,weich::A,bog,mekan
783,rund::A,cruinn,okrugao
784,spitz::A,gobach,oštar
785,spitz::A,gobach,šiljast
786,spitz::A,biorach,oštar
787,spitz::A,biorach,šiljast
788,scharf::A,géar,oštar
789,scharf::A,géar,bridak
790,scharf::A,faobhrach,oštar
791,scharf::A,faobhrach,bridak
792,stumpf::A,maol,tup
793,schwer::A,trom,težak
794,schön::A,álainn,krasan
795,heiß::A,te,vruć
796,warm::A,te,topao
797,kalt::A,fuar,hladan
798,kühl::A,fionnuar,hladan
799,frisch::A,úr,svjež
800,frisch::A,friseáilte,svjež
801,feucht::A,tais,vlažan
802,nass::A,fliuch,mokar
803,trocken::A,tirim,suh
804,voll::A,lán,pun
805,leer::A,folamh,prazan
806,offen::A,oscailte,otvoren
807,geschlossen::A,dúnta,zatvoren
808,geschlossen::A,druidte,zatvoren
809,sauber::A,glan,čist
810,schmutzig::A,salach,nečist
811,schmutzig::A,salach,blatan
812,roh::A,amh,sirov
813,reif::A,aibí,zreo
814,lecker::A,blasta,tečan
815,lecker::A,blasta,ukusan
816,süß::A,milis,sladak
817,bitter::A,searbh,gorak
818,sauer::A,géar,kiseo
819,sauer::A,searbh,kiseo
820,hell::A,geal,vedar
821,hell::A,geal,svijetao
822,hell::A,soilseach,vedar
823,hell::A,soilseach,svijetao
824,dunkel::A,dorcha,taman
825,schwarz::A,dubh,crn
826,weiß::A,bán,bio
827,weiß::A,bán,bijel
