,Concept_ID,ba,mn
745,böse::A,асыулы,муу
746,böse::A,асыулы,хортой
747,dumm::A,иҫәр,тэнэг
748,faul::A,иренсәк,залхуу
749,fleißig::A,тырыш,чармайлтгай
750,geizig::A,һаран,харамч
751,klug::A,аҡыллы,цэцэн
752,geschickt::A,оҫта,дүйтэй
753,lieb::A,яғымлы,хайрт
754,lustig::A,күңелле,цэнгэлтэй
755,sanft::A,йыуаш,наалинхай
756,hungrig::A,ас,өлөн
757,hungrig::A,ас,өлссөн
758,krank::A,сирле,өвчтэй
759,krank::A,ауырыу,өвчтэй
760,nackt::A,яланғас,нүцгэн
761,traurig::A,яманһыу,гунигт
762,lebendig::A,тере,амьд
763,lebendig::A,тере,амьтай
764,lebendig::A,йәнле,амьд
765,lebendig::A,йәнле,амьтай
766,gut::A,яҡшы,сайн
767,schlecht::A,хөрт,муу
768,schlecht::A,хөрт,өөдгүй
769,schlecht::A,алама,муу
770,schlecht::A,алама,өөдгүй
771,richtig::A,дөрөҫ,зөв
772,richtig::A,дөрөҫ,зүйтэй
773,schlimm::A,хөрт,муухай
774,schlimm::A,алама,муухай
775,wahr::A,дөрөҫ,үнэн
776,wahr::A,дөрөҫ,жинхэнэ
777,alt::A,иҫке,хуучин
778,alt::A,боронғо,хуучин
779,neu::A,яңы,шинэ
780,ehemalig::A,элекке,агсан
781,ehemalig::A,элекке,байсан
782,alt[Lebewesen]::A,ҡарт,өвгөн
783,alt[Lebewesen]::A,ҡарт,хижээл
784,jung::A,йәш,залуу
785,arm::A,фәҡир,ядуу
786,reich::A,бай,баян
787,reich::A,бай,баялаг
788,bekannt::A,таныш,танил
789,berühmt::A,атаҡлы,цуутай
790,berühmt::A,атаҡлы,алдартай
791,berühmt::A,данлыҡлы,цуутай
792,berühmt::A,данлыҡлы,алдартай
793,fremd::A,ят,харь
794,fremd::A,ят,гадаад
795,fremd::A,сит,харь
796,fremd::A,сит,гадаад
797,verschieden::A,төрлө,ондоо
798,verschieden::A,төрлө,янз янзын
799,nah::A,яҡын,ойрын
800,nah::A,яҡын,дөтийн
801,fern::A,алыҫ,холын
802,fern::A,йыраҡ,холын
803,linker::A,һул,буруу
804,rechter::A,уң,баруун
805,anderer::A,бутән,өөр
806,anderer::A,бутән,нөгөө
807,erster::A,тәүге,нэгдэх
808,erster::A,тәүге,нэгдүгээр
809,zweiter::A,икенсе,хоёрдугаар
810,dritter::A,өсөнсө,гуравдугаар
811,letzter::A,һуңғы,сүүлийн
812,allein::ADV,бер үҙе,ганцаараа
813,allein::ADV,яңғыҙ,ганцаараа
814,auf einmal::ADV,бер юлы,нэгмөсөн
815,zusammen::ADV,бергә,цуг
816,zusammen::ADV,бергә,хамт
817,lange::ADV,оҙаҡ,удаан
818,plötzlich::ADV,ҡапыл,гэнэт
819,sofort::ADV,шунда уҡ,дороо
820,später::ADV,һуңыраҡ,дараа
821,jetzt::ADV,хәҙер,өнөө
822,heute::ADV,бөгөн,өнөө
823,heute::ADV,бөгөн,өнөөдөр
824,morgen::ADV,иртәгә,маргааш
825,morgen::ADV,иртәгә,маргаадар
826,bald::ADV,тиҙҙән,түргэн
827,bald::ADV,тиҙҙән,удахгүй
828,dann::ADV,һуңынан,хожим
829,dann::ADV,һуңынан,тэгээд
830,gestern::ADV,кисә,өчигдөр
831,einst::ADV,ҡасандыр,нэг
832,einst::ADV,бер баҡыт,нэг
833,damals::ADV,ул саҡта,тэгэхэд
834,danach::ADV,һуңынан,тэгээд
835,danach::ADV,һуңынан,дараа нь
836,vorher::ADV,элек,урьд
837,zuerst::ADV,башта,анх
838,zuerst::ADV,башта,эхлээд
839,einmal::ADV,бер,нэг удаа
840,manchmal::ADV,ҡайһы берҙә,хааяа
841,manchmal::ADV,ҡайһы берҙә,заримдаа
842,oft::ADV,йыш,олонтоо
843,immer::ADV,һәр ҡасан,байнга
844,niemals::ADV,бер ҡасан да,хэзээ ч
845,niemals::ADV,бер ҡасан да,хэдийд ч
846,niemals::ADV,бер ваҡытта ла,хэзээ ч
847,niemals::ADV,бер ваҡытта ла,хэдийд ч
848,hier::ADV,бында,энд
849,hierhin::ADV,бында,нааш
850,von hier::ADV,бынан,эндээс
851,von hier::ADV,ошонан,эндээс
852,dort::ADV,шунда,тэнд
853,dort::ADV,тегендә,тэнд
854,dorthin::ADV,шунда,тийш
855,dorthin::ADV,тегеләй,тийш
856,geradeaus::ADV,тура,шулуун
857,vorwärts::ADV,алға,урагшаа
858,rückwärts::ADV,кирегә,буцаан
859,rückwärts::ADV,кирегә,сөөргөө
860,zurück::ADV,кирегә,буцаж
861,zurück::ADV,кирегә,гэдрэг
862,unten::ADV,түбәндә,дор
863,hinab::ADV,түбәнгә,уруу
864,oben::ADV,юғарыла,дээр
865,hinauf::ADV,юғарыға,өөд
866,hinauf::ADV,юғарыға,дээш
867,überall::ADV,бөтә урында,хааяагүй
868,überall::ADV,бөтә урында,энд тэндгүй
869,nicht::ADV,тугел,эс
870,nicht::ADV,тугел,-гүй
871,ein wenig::ADV,аҙ,жаахан
872,kaum::ADV,көскә,арай
873,kaum::ADV,көскә,арай гэж
874,kaum::ADV,саҡ-саҡ,арай
875,kaum::ADV,саҡ-саҡ,арай гэж
876,sehr::ADV,ифат,тун
877,so::ADV,шулай,тэгж
878,so::ADV,шулай,ингээд
879,noch::ADV,йәнә,дахин
880,noch::ADV,йәнә,дахиад
881,nur::ADV,бары,зөвхөн
882,nur::ADV,бары,гагцхүү
883,schon::ADV,инде,нэгэнт
884,wieder::ADV,тағы,дахин
885,wieder::ADV,тағы,дахиад
886,vergebens::ADV,бушҡа,хий
887,vor::PRP,алдында,өмнө
888,hinter::PRP,артында,ард
889,unter::PRP,аҫтында,доор
890,durch::PRP,үтә,дундуур
891,neben::PRP,эргәһендә,хажууд
892,zwischen::PRP,араһында,завсар
893,zwischen::PRP,араһында,хооронд
894,wegen::PRP,өсөн,төлөө
895,wegen::PRP,өсөн,дээрээс
896,wegen::PRP,сәбәпле,төлөө
897,wegen::PRP,сәбәпле,дээрээс
898,dies::PRN,был,энэ
899,dies::PRN,ошо,энэ
900,das::PRN,ул,тэр
901,alles::PRN,бөтә,цөм
902,alles::PRN,бөтә,бүгд
903,ich::PRN,мин,би
904,du::PRN,һин,чи
905,er::PRN,ул,тэр
906,er::PRN,ул,тэр хүн
907,wir::PRN,беҙ,бид
908,ihr::PRN,һеҙ,та нар
909,sie::PRN,улар,тэд
910,was::FPRN,ә,юу
911,was::FPRN,ни,юу
912,was::FPRN,нәмә,юу
913,wer::FPRN,ҡем,хэн
914,wo::FADV,ҡайҙа,хаа
915,wo::FADV,ҡайҙа,хаана
916,wohin::FADV,ҡайҙа,хааш
917,wohin::FADV,ҡайҙа,хаана
918,wie::FADV,инидәй,яаж
919,wie::FADV,инидәй,хэрхэн
920,warum::FADV,ин өсөн,юунд
921,warum::FADV,ин өсөн,яагаад
922,wieviel::FNUM,күпме,хэдий
923,wieviel::FNUM,күпме,хэд
924,eins::NUM,бер,нэг
925,zwei::NUM,ике,хоёр
926,zwei::NUM,икәү,хоёр
927,drei::NUM,өс,гурав
928,vier::NUM,дүрт,дөрөв
929,fünf::NUM,биш,тав
930,sechs::NUM,алты,зургаа
931,sieben::NUM,ете,долоо
932,acht::NUM,һигеҙ,найм
933,neun::NUM,туғыҙ,ес
934,zehn::NUM,ун,арав
935,elf::NUM,ун бер,арван нэг
936,zwölf::NUM,ун ике,арван хоёр
937,zwanzig::NUM,егерме,хорь
938,dreißig::NUM,утыҙ,гуч
939,vierzig::NUM,ҡырҡ,дөч
940,fünfzig::NUM,илле,тавь
941,sechzig::NUM,алтмыш,жар
942,siebzig::NUM,етмеш,дал
943,achtzig::NUM,һикһән,ная
944,neunzig::NUM,туҡһан,ер
945,hundert::NUM,йөҙ,зуу
946,tausend::NUM,мең,мянга
947,und::CNJ,да,ч
948,und::CNJ,да,болон
949,oder::CNJ,йәки,буюу
950,stehen::V,тороу,зогсох
951,sitzen::V,ултырыу,суух
952,liegen::V,ятыу,хэвтэх
953,hängen::V,аҫылынып тороу,өлгөөтэй байх
954,hängen::V,аҫылынып тороу,дүүжлээтэй байх
955,werden::V,булыу,болох
956,passieren::V,булыу,тохиох
957,beginnen::V,башлау,эхлэх
958,enden::V,бөтөү,дүүрэх
959,enden::V,тамамланыү,дүүрэх
960,wechseln::V,үҙгәреү,хувирах
961,aufgehen[Sonne]::V,ҡалҡыу,мандах
962,untergehen[Sonne]::V,байыу,жаргах
963,scheinen[Sonne]::V,яҡтыртып тороу,гэрэлтэх
964,donnern::V,күкрәү,дуугарах
965,wehen::V,иҫеү,салхилах
966,wehen::V,иҫеү,хөөрөгдөх
967,strömen::V,ташыу,гүйх
968,strömen::V,ташыу,урсах
969,fließen::V,ағыу,урсах
970,sich drehen::V,әйләнеү,эргэлдэх
971,schwanken::V,тирбәлеү,хэлбэлзэх
972,schwingen::V,бәүетеү,ганхах
973,schwingen::V,бәүетеү,хэлбэлзэх
974,fallen::V,йығылыу,унах
975,brennen::V,яныу,шатах
976,rauchen::V,төтәү,баагих
977,regnen::V,ямғыр яуа,бороо орно
978,gefrieren::V,туңыү,хөлдөх
979,tauen::V,иреү,хайлах
980,schmelzen::V,иреү,уярах
981,trocknen::V,кибеү,хатах
982,sieden::V,ҡайнау,буцлах
983,sieden::V,ҡайнау,даргилах
984,faulen::V,сереу,үжрэх
985,faulen::V,сереу,өмхийрөх
986,verfaulen::V,сереу,бээх
987,verfaulen::V,сереу,өгрөх
988,reißen::V,өҙөү,цуурах
989,reißen::V,йыртылыу,цуурах
990,versinken::V,батыу,живэх
991,vergehen::V,үтеү,нөгчих
992,vergehen::V,үтеү,өнгөрөх
993,erscheinen::V,килеп сығыу,гарах
994,erscheinen::V,килеп сығыу,бултайх
995,verschwinden::V,юғалыу,далд орох
996,verschwinden::V,юғалыу,алга болох
997,sinken::V,түбәнәйеү,татрах
998,sinken::V,түбәнәйеү,доошлох
999,abnehmen::V,кәметеү,багасах
1000,abnehmen::V,кәметеү,хорогдох
1001,zunehmen::V,артыу,ихсэх
1002,steigen::V,күтәрелеү,нэмэгдэх
1003,wachsen::V,үҫеү,өсөх
1004,wachsen::V,үҫеү,ургах
1005,glänzen::V,ялтырау,гилгэнэх
1006,glänzen::V,ялтырау,гилбэгнэх
1007,funkeln::V,баҙлау,гялжах
1008,funkeln::V,баҙлау,гялалзах
1009,lärmen::V,шаулау,шуугих
1010,läuten::V,ҡағыу,цохих
1011,klingeln::V,ҡағыу,хонхдох
1012,klingeln::V,ҡағыу,дуугарах
1013,klingeln::V,шылтыратыу,хонхдох
1014,klingeln::V,шылтыратыу,дуугарах
1015,klirren::V,шылтыратыу,хангир жингэр хийх
1016,brausen::V,ҡотороноу,бургилах
1017,rauschen::V,шыптырлау,сэржигнэх
1018,klingen::V,яңғырау,хангинах
1019,bellen::V,өрөү,хуцах
1020,heulen::V,олоу,улих
1021,blasen::V,өрөү,үлзэх
1022,pfeifen::V,һызғырып ебәреү,исгэрэх
1023,schreien::V,ҡысҡырыу,хашгирах
1024,stöhnen::V,уңғырашыу,ёолох
1025,stöhnen::V,уңғырашыу,гэнгэнэх
1026,zittern::V,ҡалтырау,дагжих
1027,leben::V,йәшәү,амьдрах
1028,geboren werden::V,тыуыу,төрөх
1029,atmen::V,тын алыү,амьсгалах
1030,trinken::V,эсеү,уух
1031,essen::V,ашау,идэх
1032,schlucken::V,йотоу,залгих
1033,müde werden::V,арыу,ядрах
1034,einschlafen::V,йоҡлап китеү,унтчих
1035,schlafen::V,йоҡлау,унтах
1036,aufwachen::V,уяныу,сэрэх
1037,aufstehen::V,тороу,босох
1038,sich erholen::V,ял итеү,амрах
1039,krank werden::V,сирләү,өвдөж эхлэх
1040,krank sein::V,сирләү,өвдөх
1041,schmerzen::V,ауыртыу,өвдөх
1042,schmerzen::V,ауыртыу,шархирах
1043,husten::V,йүтәлләү,ханиах
1044,genesen::V,һауығыу,засрах
1045,sterben::V,үлеү,үхэх
1046,sterben::V,үлеү,нас барах
1047,umkommen::V,һәләк булыу,үхэх
1048,sich bewegen::V,хәрәкәт итеү,хөдлөх
1049,sich rühren::V,ҡуҙғалыу,хөдлөх
1050,sich erheben::V,тороу,босох
1051,sich setzen::V,ултырыу,суух
1052,hinfallen::V,ҡолау,ойчих
1053,laufen::V,йөрөү,явган явах
1054,schreiten::V,атлау,алхах
1055,spazierengehen::V,ял итеп йороү,зугаалах
1056,eilen::V,ашығыу,хурдлах
1057,eilen::V,ҡабаланыу,хурдлах
1058,sich beeilen::V,ашығыу,яарах
1059,sich beeilen::V,ашығыу,шамдах
1060,sich beeilen::V,ҡабаланыу,яарах
1061,sich beeilen::V,ҡабаланыу,шамдах
1062,sausen::V,елеү,давхих
1063,rennen::V,йүгеп йөрөү,гүйх
1064,springen::V,һикереү,харайх
1065,springen::V,һикереү,дэвхрэх
1066,klettern::V,үрмәләү,авирах
1067,klettern::V,үрмәләп менеү,авирах
1068,schaukeln::V,сайҡалыу,ганхалзах
1069,kriechen::V,шыуышыу,мөлхөх
1070,schwimmen::V,йоҙөү,сэлэх
1071,tauchen::V,сумыу,шунгах
1072,rudern::V,ишеү,сэлүүрдэх
1073,fahren::V,йөрөү,явах
1074,fliegen::V,осоу,нисэх
1075,gehen::V,барыу,явах
1076,weggehen::V,китеү,явах
1077,abfahren::V,сығыу,одох
1078,abfahren::V,сығыу,хөдлөх
1079,anhalten::V,тукталыу,зогсох
1080,hineingehen::V,инеү,орох
1081,eintreten::V,инеү,орох
1082,kommen::V,килеү,ирэх
1083,ankommen::V,килеү,хүрэх
1084,zurückkommen::V,ҡайтыу,харих
1085,zurückkommen::V,ҡайтыу,буцаж ирэх
1086,bleiben::V,ҡалыу,үлдэх
1087,warten::V,көтөп тороу,хүлээх
1088,erwarten::V,көтөү,хүлээх
1089,suchen::V,эҙләү,эрэх
1090,suchen::V,эҙләү,бэдрэх
1091,finden::V,табыу,олох
1092,versuchen::V,тырышып ҡарау,оролдох
1093,vorbereiten::V,әҙерләү,бэлтгэх
1094,lieben::V,яратыу,янаглах
1095,mögen::V,һөйөү,таалах
1096,mögen::V,яратыу,таалах
1097,lachen::V,көлөү,инээх
1098,rühren::V,ҡағылыу,сэтгэл уяруулах
1099,weinen::V,илау,уйлах
1100,schimpfen::V,һүгенеү,хараах
1101,schimpfen::V,тиргәнеү,хараах
1102,schimpfen::V,һуҡраныу,хараах
1103,sich ärgern::V,асыуланыу,уурлах
1104,sich fürchten::V,ҡурҡыу,айх
1105,fürchten::V,ҡурҡыу,айх
1106,fliehen::V,ҡасыу,зугтах
1107,fliehen::V,ҡасыу,гүйж очих
1108,flüchten::V,ҡасыу,оргох
1109,sehen::V,күреү,үзэх
1110,anschauen::V,ҡарау,харах
1111,ansehen::V,ҡарау,харах
1112,ansehen::V,тикшереү,харах
1113,hören::V,ишетеү,дуулах
1114,zuhören::V,тыңлау,чагнах
1115,probieren::V,татыу,амсаж үзэх
1116,riechen::V,еҫкәү,үнэрлэх
1117,fühlen::V,тойоу,мэдрэх
1118,scheinen::V,кеүек күренеү,шиг үзэгдэх
1119,scheinen::V,тойолоу,шиг үзэгдэх
1120,zu sehen sein::V,күренеү,үзэгдэх
1121,zu sehen sein::V,күренеү,харагдах
1122,vernehmen::V,ишетеү,дуулах
1123,frieren::V,туңыү,даарах
1124,tun::V,яһау,хийх
1125,tun::V,яһау,үйлдэх
1126,tun::V,әшләү,хийх
1127,tun::V,әшләү,үйлдэх
1128,können::V,алыу,болох
1129,können::V,мөмкин булыу,болох
1130,wollen::V,теләү,хүсэх
1131,anfangen::V,башлау,эхлэх
1132,beenden::V,бөтөрөү,дуусгах
1133,beenden::V,тамамлау,дуусгах
1134,aufhören::V,туктау,болих
1135,aufhören::V,туктау,зогсох
1136,gelingen::V,уңышлы булыу,бүтэх
1137,geraten::V,булып сығыу,илрэх
1138,öffnen::V,асыу,нээх
1139,öffnen::V,асыу,тайлах
1140,schließen::V,йомоу,хаах
1141,stellen::V,ҡуйыу,тавих
1142,stellen::V,ҡуйыу,босгох
1143,setzen::V,урынлаштырыу,суулгах
1144,legen::V,һалыу,хийх
1145,legen::V,һалыу,тавих
1146,berühren::V,тейеү,шүргэх
1147,berühren::V,ҡағылыу,шүргэх
1148,verbinden::V,ҡушыу,залгах
1149,verbinden::V,бәйләү,залгах
1150,bedecken::V,ҡаплау,бүрэх
1151,aufhängen::V,элеү,өлгөх
1152,aufhängen::V,элеү,дүүжлэх
1153,anzünden::V,тоҡандырыу,асаах
1154,anzünden::V,тоҡандырыу,ноцоох
1155,aufheben::V,мендереү,өргөх
1156,zurücklassen::V,ҡалдырыу,орхих
1157,zurücklassen::V,ҡалдырыу,үлдээх
1158,verlieren::V,юғалтыу,гээх
1159,fallen lassen::V,төшөрөп ебәреү,унагах
1160,machen::V,яһау,хийх
1161,machen::V,яһау,гаргах
1162,machen::V,эшләү,хийх
1163,machen::V,эшләү,гаргах
1164,herstellen::V,эшләп сығарыу,бүтээх
1165,bauen::V,төҙөү,барих
1166,reparieren::V,төҙәтеү,засах
1167,reparieren::V,төҙәтеү,сэлбэх
1168,verbessern::V,яҡшыртыу,засах
1169,verbessern::V,яҡшыртыу,сайжруулах
1170,ändern::V,үҙгәртеү,өөрчлөх
1171,graben::V,ҡаҙыу,малтах
1172,beugen::V,бөгөү,бөгтийлгөх
1173,biegen::V,бөгөү,матах
1174,biegen::V,бөгөү,муруйлгах
1175,drehen::V,өйрөлтөү,эргүүлэх
1176,drehen::V,әйләндереү,эргүүлэх
1177,wenden::V,әйләндереү,эргүүлэх
1178,umdrehen::V,түңкәреү,хөрвүүлэх
1179,heben::V,күтәреү,өргөх
1180,heben::V,мендереү,өргөх
1181,hochheben::V,күтәреү,өргөх
1182,ergreifen::V,тотоп алыу,атгах
1183,halten::V,тотоу,барих
1184,drücken::V,ҡыҫыу,дарах
1185,schieben::V,этеү,түлхэх
1186,schieben::V,төртөү,түлхэх
1187,kratzen::V,ҡырыу,хусах
1188,kratzen::V,ҡырыу,маажих
1189,lecken::V,ялау,долоох
1190,beißen::V,тешләү,зуух
1191,beißen::V,тешләү,хазах
1192,abreißen::V,өҙөү,таслах
1193,abschneiden::V,ҡырҡыу,тайрах
1194,binden::V,бәйләү,боох
1195,binden::V,бәйләү,хүлэх
1196,stecken::V,ҡаҙау,шаах
1197,stecken::V,ҡаҙау,шигтгэх
1198,brechen::V,боҙоу,хугалах
1199,klopfen::V,шаҡылдау,цохих
1200,klopfen::V,шаҡылдау,тогших
1201,hauen::V,туҡмау,дэлдэх
1202,kleben::V,йәбештереү,наах
1203,reiben::V,ыуыу,нухах
1204,reiben::V,ыуыу,нидчих
1205,reiben::V,ышҡыу,нухах
1206,reiben::V,ышҡыу,нидчих
1207,streichen::V,яғыу,нялах
1208,streichen::V,яғыу,түрхэх
1209,schleifen::V,үткерләү,билүүдэх
1210,schleifen::V,үткерләү,гуранздах
1211,schneiden::V,ҡырҡыу,огтлох
1212,rütteln::V,һелкетеү,холхнулах
1213,schütteln::V,һелкетеү,сэгсрэх
1214,schwenken::V,болғау,дэвэх
1215,schwenken::V,болғау,даллах
1216,schütten::V,ҡойоу,цутгах
1217,schütten::V,ҡойоу,аягалах
1218,füllen::V,тултырыу,дүүргэх
1219,einwickeln::V,төрөү,боох
1220,einwickeln::V,төрөү,ороох
1221,tragen::V,алып барыу,авчрах
1222,schleppen::V,һөйрәү,чирэх
1223,ziehen::V,тартыу,татах
1224,aufbewahren::V,һаҡлау,хадгалах
1225,werfen::V,ырғытыу,хаях
1226,werfen::V,ырғытыу,шидэх
1227,fangen::V,тотоу,барих
1228,packen::V,етеү,шүүрэх
1229,packen::V,тотоп алыу,шүүрэх
1230,verstecken::V,йәшереү,нуух
1231,teilen::V,бүлеү,хуваах
1232,schicken::V,ебәреү,илгээх
1233,schicken::V,ебәреү,явуулах
1234,bringen::V,килтереү,авчрах
1235,bringen::V,килтереү,аваачих
1236,hinzufügen::V,өтәү,нэмэх
1237,bekommen::V,алыу,хүлээн авах
1238,erhalten::V,алыу,хүлээн авах
1239,nehmen::V,алыу,авах
1240,wählen::V,һайлаү,сонгох
1241,auswählen::V,һайлап алыу,шилэх
1242,bewahren::V,һаҡлау,гамнах
1243,behindern::V,тотҡарлыҡ яһау,саад хийх
1244,behindern::V,тотҡарлыҡ яһау,тотгор болох
1245,verderben::V,боҙоу,эвдэх
1246,beschädigen::V,боҙоу,гэмтээх
1247,zerbrechen::V,ҡыйратыу,хагалах
1248,zerbrechen::V,ҡыйратыу,хага цохих
1249,zerreißen::V,йыртыу,урах
1250,zerstören::V,емереү,эвдэх
1251,zerstören::V,емереү,сүйтгэх
1252,verbrennen::V,үртәү,шатаах
1253,geben::V,биреү,өгөх
1254,reichen::V,биреү,өгөх
1255,reichen::V,биреү,дамжуулах
1256,schenken::V,бүләк итеү,бэлэглэх
1257,versprechen::V,вәғәҙә биреү,амлах
1258,wünschen::V,теләу,ерөөх
1259,loben::V,маҡтау,магтах
1260,loben::V,маҡтау,сайшаах
1261,küssen::V,үбеү,озох
1262,küssen::V,үбеү,үнсэх
1263,wiegen::V,бәүетеү,бүүвэйлэх
1264,wiegen::V,тирбәтеү,бүүвэйлэх
1265,zudecken::V,ҡаплау,хучих
1266,zudecken::V,ҡаплау,бүтээх
1267,wecken::V,уятыу,сэрээх
1268,zeigen::V,күрһәтеү,үзүүлэх
1269,führen::V,етәкләү,хөтлөх
1270,lehren::V,уҡытыу,заах
1271,lehren::V,өйрәтеү,заах
1272,unterrichten::V,уҡытыу,сургах
1273,aufziehen::V,тәрбиәле,өсгөх
1274,aufziehen::V,тәрбиәле,хүмүүжүүлэх
1275,leiten::V,етәкләү,удирдах
1276,leiten::V,етәкселек итеү,удирдах
1277,antreiben::V,ашыҡтырыу,шамдуулах
1278,lassen::V,мәжбүр итеү,-уулах
1279,einladen::V,саҡырыу,залах
1280,vereinigen::V,берләштереү,нэгтгэх
1281,vereinigen::V,берләштереү,хамтруулах
1282,besuchen::V,килеп сығыу,зочлох
1283,treffen::V,тойоү,учрах
1284,treffen::V,тойоү,дайралдах
1285,treffen::V,осратыу,учрах
1286,treffen::V,осратыу,дайралдах
1287,treffen::V,ҡаршылау,учрах
1288,treffen::V,ҡаршылау,дайралдах
1289,sich versammeln::V,йыйылыу,хуралдах
1290,spielen::V,тартыу,наадах
1291,singen::V,йырлау,дуулах
1292,tanzen::V,бейеү,бүжиглэх
1293,sich trennen::V,айырылышыу,салах
1294,verlassen::V,ташлау,хаях
1295,verlassen::V,ташлап китеү,хаях
1296,retten::V,ҡотҡарыу,гэтэлгэх
1297,bewachen::V,һаҡлау,сахих
1298,schützen::V,һаҡлау,хамгаалах
1299,verteidigen::V,яҡлау,хамгаалах
1300,sich schlagen::V,һуғышыу,зодолдох
1301,schießen::V,атыу,харвах
1302,schießen::V,атыу,буу буудах
1303,siegen::V,еңеү,ялах
1304,ärgern::V,асыуландырыу,уурлуулах
1305,ärgern::V,асыуландырыу,уур хүргэх
1306,schlagen::V,бәреү,цохих
1307,schlagen::V,туҡмау,цохих
1308,treten::V,тибеү,өшиглөх
1309,treten::V,типкеләү,өшиглөх
1310,stechen::V,сәнсеү,хатгах
1311,stoßen::V,этеү,ёврох
1312,stoßen::V,этеү,нудрах
1313,stoßen::V,төртөү,ёврох
1314,stoßen::V,төртөү,нудрах
1315,stehlen::V,урлау,хулгайлах
1316,stören::V,ҡамасаулау,саад болох
1317,belästigen::V,бимазалау,зовоох
1318,belästigen::V,бимазалау,амраахгүй байх
1319,belästigen::V,ҡамасаулау,зовоох
1320,belästigen::V,ҡамасаулау,амраахгүй байх
1321,verbergen::V,йәшереү,нуух
1322,verbergen::V,йәшереү,далдлах
1323,täuschen::V,ултыртыу,мэхлэх
1324,betrügen::V,алдау,хуурах
1325,töten::V,үлтереү,алах
1326,wohnen::V,йәшәү,суух
1327,wohnen::V,йәшәү,амьдрах
1328,arbeiten::V,эшләү,ажиллах
1329,arbeiten::V,эшләү,хөдөлмөрлөх
1330,sammeln::V,йыйыу,түүх
1331,sammeln::V,йыйыу,хураах
1332,pflücken::V,өҙөү,түүх
1333,jagen::V,аулау,агнах
1334,jagen::V,аулау,гөрөөлөх
1335,fischen::V,аулау,загасчлах
1336,fischen::V,аулау,загас барих
1337,fassen::V,тотоу,барих
1338,hüten::V,көтөү,маллах
1339,hüten::V,көтөү,хариулах
1340,treiben::V,ҡыуыу,туух
1341,anbinden::V,бәйләү,уях
1342,füttern::V,ашатыу,тэжээх
1343,melken::V,һауыү,саах
1344,hacken::V,турау,цавчих
1345,hacken::V,тапау,цавчих
1346,gießen::V,ҡойоу,услах
1347,reifen::V,өлғөрөү,боловсрох
1348,zubereiten::V,бешереү,бэлдэх
1349,kochen::V,бешереү,чанах
1350,backen::V,бешереү,жигнэх
1351,braten::V,ҡурыу,шарах
1352,braten::V,ҡурыу,хайрах
1353,umrühren::V,ҡатнаштырыу,хутгах
1354,stricken::V,бәйләү,нэхэх
1355,stricken::V,бәйләү,сүлжих
1356,nähen::V,тегеү,оёх
1357,färben::V,буяу,будах
1358,reinigen::V,таҙартыу,арилгах
1359,reinigen::V,таҙартыу,цэвэрлэх
1360,waschen::V,йыуыу,угаах
1361,abwischen::V,һөртөү,арчих
1362,spülen::V,сайҡау,зайлах
1363,fegen::V,һепереү,хамах
1364,fegen::V,һепереү,шүүрдэх
1365,kehren::V,һепереү,шүүрдэх
1366,kehren::V,һепереү,туужуудах
1367,baden::V,һыу инеү,усанд орох
1368,sich waschen::V,йыуыныу,биеэ угаах
1369,ausziehen::V,сисеү,тайлах
1370,anziehen::V,кейеү,өмсөх
1371,sich anziehen::V,кейенеү,хувцаслах
1372,kämmen::V,тарау,самнах
1373,schmücken::V,биҙәү,гоёх
1374,schmücken::V,биҙәү,чимэх
1375,sagen::V,әйтеү,гэх
1376,sagen::V,әйтеү,хэлэх
1377,sprechen::V,әйтеү,ярих
1378,sprechen::V,әйтеү,өгүүлэх
1379,sprechen::V,һөйләшеү,ярих
1380,sprechen::V,һөйләшеү,өгүүлэх
1381,reden::V,һөйләшеү,хэлэх
1382,reden::V,һөйләшеү,хөөрөлдөх
1383,sich unterhalten::V,әңгәмәләшеү,ярилцах
1384,fragen::V,һорау,асуух
1385,bitten::V,үтенеү,гуйх
1386,erzählen::V,һөйләү,өгүүлэх
1387,mitteilen::V,әйтеү,дуулгах
1388,mitteilen::V,әйтеү,мэдээлэх
1389,nennen::V,атау,нэрлэх
1390,nennen::V,исемләү,нэрлэх
1391,rufen::V,саҡырыу,дуудах
1392,prahlen::V,маҡтаныу,бардах
1393,prahlen::V,маҡтаныу,сайрхах
1394,prahlen::V,шапырыныу,бардах
1395,prahlen::V,шапырыныу,сайрхах
1396,übersetzen::V,тәржемә итеү,орчуулах
1397,denken::V,уйлау,санах
1398,glauben::V,ышаныу,итгэх
1399,bemerken::V,күреү,ажих
1400,bemerken::V,күреү,ажиглах
1401,erkennen::V,таныу,таних
1402,begreifen::V,аңлау,ойлгох
1403,verstehen::V,аңлау,мэдэж авах
1404,lernen::V,өйрәнеү,сурах
1405,wissen::V,белеү,мэдэх
1406,sich erinnern an::V,хәтергә алыу,дурсах
1407,vergessen::V,онотоу,мартах
1408,messen::V,үлсәү,хэмжих
1409,zählen::V,һанау,тоолох
1410,rechnen::V,һанау,тооцоох
1411,lesen::V,уҡыу,унших
1412,malen::V,һүрәт яһау,зурах
1413,malen::V,рәсем төшөрөү,зурах
1414,zeichnen::V,һүрәт яһау,дүрслэн бичих
1415,zeichnen::V,рәсем төшөрөү,дүрслэн бичих
1416,schreiben::V,яҙыу,бичих
1417,besitzen::V,биләү,эзэмших
