,Concept_ID,vep,myv
261,Tante::N,tädi,патя
262,Ehemann::N,mužik,мирде
263,Ehefrau::N,ak,ни
264,Freude::N,ilo,кеняркс
265,Freude::N,ihastuz,кеняркс
266,Gelächter::N,nagr,ракамо
267,Gelächter::N,nagr,пейдема
268,Glück::N,oza,уцяска
269,Kummer::N,gor'a,рискс
270,Kummer::N,gor'a,мелявкс
271,Wunsch::N,taht,мель
272,Wunsch::N,taht,бажамо
273,Lust::N,himo,бажамо
274,Geist::N,heng,ойме
275,Gedanke::N,meletuz,мель
276,Gedächtnis::N,mušt,мель
277,Verstand::N,mel',прев
278,Sinn::N,jüvä,толк
279,Sinn::N,jüvä,смысла
280,Grund::N,sü,тувтал
281,Wahrheit::N,tozi,видечи
282,Gespräch::N,lodu,кортнема
283,Gespräch::N,pagin,кортнема
284,Märchen::N,sarn,ёвкс
285,Erzählung::N,sanutez,ёвтнема
286,Nachricht::N,tedotuz,куля
287,Neuigkeit::N,uzištuz,куля
288,Name::N,nimi,лем
289,Rätsel::N,ozoitez,содамоёвкс
290,Rede::N,pagin,кортамо
291,Rede::N,sanad,кортамо
292,Sprache::N,kel',кель
293,Stimme::N,än',ваигель
294,Wort::N,sana,вал
295,Zeichen::N,znam,теште
296,Ruf::N,kida,тердема
297,Ruf::N,kucund,тердема
298,Lärm::N,judu,шалнома
299,Laut::N,kulund,вайгель
300,Ton::N,kulund,гайнема
301,Lied::N,pajo,моро
302,Ruhe::N,lebu,оймамо
303,Leute::N,rahvaz,ломанть
304,Volk::N,rahvaz,народ
305,Arbeit::N,tö,тев
306,Arbeit::N,rad,тев
307,Gast::N,adiv,инже
308,Geschenk::N,lahj,казне
309,Spiel::N,vänd,налксема
310,Gesellschaft::N,sebr,община
311,Hilfe::N,abu,лездамо
312,Freund::N,sebranik,оя
313,Freund::N,sebranik,ялга
314,Kamerad::N,sebranik,оя
315,Kamerad::N,sebranik,ялга
316,Angelegenheit::N,azj,тев
317,Anzahl::N,lugu,ламоксчи
318,Art::N,rod,вид
319,Art::N,rodsugu,вид
320,Stück::N,pala,пакш
321,Stück::N,pala,пелькс
322,Stück::N,supal,пакш
323,Stück::N,supal,пелькс
324,Teil::N,pala,часть
325,Teil::N,pala,пелькс
326,Hälfte::N,pol',пель
327,Hälfte::N,pol',пелькс
328,Kreis::N,ümbruz,кирькс
329,Kreis::N,kehkruz,кирькс
330,Kreuz::N,rist,крёст
331,Linie::N,pird,кикс
332,Strich::N,pird,межа
333,Abstand::N,keskust,ютко
334,Entfernung::N,matk,ютко
335,Gegend::N,taho,тарка
336,Gegend::N,taho,пертьпелькс
337,Platz::N,avaruz',васолкс
338,Ort::N,koht,тарка
339,Seite::N,pol',ён
340,Seite::N,pol',чире
341,Seite::N,kül'g,ён
342,Seite::N,kül'g,чире
343,Mitte::N,kesk,куншка
344,Gegenstand::N,kalu,предмет
345,Sache::N,azj,тев
346,Sache::N,azj,веща
347,Rand::N,röun,пе
348,Rand::N,röun,чире
349,Kante::N,röun,ирдез
350,Ecke::N,saum,ужо
351,Spitze::N,agjaine,пряне
352,Spitze::N,agjaine,пе
353,Ende::N,agj,пе
354,Loch::N,reig,варя
355,Winkel::N,čoga,ужо
356,Winkel::N,saum,ужо
357,Muster::N,kirjam,сёрма
358,Größe::N,suruz',сэрь
359,Größe::N,suruz',покшолма
360,Länge::N,piduz,кувалмо
361,Höhe::N,korktuz',сэрь
362,Höhe::N,korktuz',пандо
363,Gewicht::N,jügu,сталмо
364,Gewicht::N,vedäduz,сталмо
365,Menge::N,äjüz',лововкс
366,Haufen::N,kogo,мар
367,Haufen::N,kogo,валявкс
368,Reihe::N,rivi,ряд
369,Boot::N,veneh,венч
370,Ruder::N,air,милё
371,Schlitten::N,regi,нурдт
372,Schlitten::N,regut,нурдт
373,Ski::N,suks',сокс
374,Lagerfeuer::N,nodj,толбандя
375,Lagerfeuer::N,pažag,толбандя
376,Last::N,jüguz,сталмо
377,Last::N,jüguz,кандома
378,Gang::N,astund,молема
379,Gang::N,astund,якамо
380,Schritt::N,hašk,эскелькс
381,Norden::N,pohjoine,якшамо ёнкс
382,Süden::N,suvi,лембе ёнкс
383,Westen::N,päivlaskm,чивалгома
384,Osten::N,päivnouzm,чилисема
385,Holz::N,pu,чувто
386,Brett::N,laud,лаз
387,Platte::N,keitim,плита
388,Stütze::N,tugi,неже
389,Stange::N,arz',олга
390,Stock::N,kalu,мандо
391,Stab::N,seibaz,олога
392,Rohr::N,torv,турба
393,Haus::N,pert',кудо
394,Heim::N,kodi,кудо
395,Ofen::N,päč,каштомо
396,Fußboden::N,lava,киякс
397,Tisch::N,laud,столь
398,Tisch::N,stal'c,столь
399,Stuhl::N,ištim,стул
400,Wiege::N,kätte,лавсь
401,Wiege::N,kätte,нурямот
402,Bett::N,sija,ацамо
403,Bett::N,magaduzsija,ацамо
404,Regal::N,palič,лався
405,Regal::N,palič,лавсяланго
406,Kiste::N,mülütim,горобия
407,Kiste::N,mülütim,сундук
408,Fenster::N,ikun,вальма
409,Tür::N,uks',кенкш
410,Tor::N,verai,ортат
411,Zaun::N,aid,пирявт
412,Zaun::N,aid,пирвякс
413,Dach::N,katuz,кудопря
414,Leiter::N,pordhad,кузтема
415,Besen::N,lud,тенсть
416,Besen::N,vast,тенсть
417,Spaten::N,labid,койме
418,Schaufel::N,labid,кече
419,Schaufel::N,labid,келей койме
420,Gabel::N,hangoine,сянгине
421,Löffel::N,luzik,пенч
422,Messer::N,veič,пеель
423,Nagel::N,nagl,эске
424,Netz::N,verk,алтыма
425,Haken::N,kouk,кечказ
426,Griff::N,kägä,кедне
427,Griff::N,varz',кедне
428,Schloss::N,lukkol,замок
429,Schloss::N,lukkol,панжома
430,Bild::N,kuva,картина
431,Figur::N,figur,рунго
432,Puppe::N,tätüine,няка
433,Beutel::N,havad,кескав
434,Bündel::N,toppaz,керькс
435,Bündel::N,käč,керькс
436,Tasche::N,sumk,юдма
437,Eimer::N,vädr,ведра
438,Deckel::N,katuz,велькс
439,Geschirr::N,astii,кедьге
440,Sack::N,havad,кескав
441,Tasse::N,čašk,чакш
442,Topf::N,pada,кастрюля
443,Kessel::N,katil,котёл
444,Essen::N,sönd,ярсамо
445,Nahrung::N,söm,ярсамопель
446,Speise::N,sömine,ярсамопель
447,Fleisch::N,liha,сывель
448,Getreide::N,vill',сюро
449,Brei::N,pudr,каша
450,Brot::N,leib,кши
451,Scheibe::N,bibaleh,кочом
452,Scheibe::N,bibaleh,сускомо
453,Scheibe::N,šlik,кочом
454,Scheibe::N,šlik,сускомо
455,Fett::N,razv,куя
456,Butter::N,voi,ой
457,Öl::N,voi,ой
458,Salz::N,sol,сал
459,Suppe::N,lem',ям
460,Suppe::N,keitoz,ям
461,Honig::N,mezi,медь
462,Milch::N,maid,ловсо
463,Tee::N,čai,чай
464,Leder::N,nahk,киське
465,Wolle::N,vill,пона
466,Stoff::N,kangaz,коцт
467,Nadel::N,negl,салмукс
468,Faden::N,nit',суре
469,Knopf::N,nübl',пов
470,Knoten::N,sol'm,сюлмо
471,Farbe::N,muju,артомапель
472,Kleidung::N,sobad,оршамот
473,Hemd::N,paid,панар
474,Kragen::N,kagluz,сиве
475,Ärmel::N,hijam,ожа
476,Hose::N,štanad,понкст
477,Gürtel::N,vö,каркс
478,Mütze::N,šapuk,чапка
479,Schuh::N,keng',туфля
480,Stiefel::N,sapug,кем
481,Ring::N,rengaz,суркс
482,Band::N,lentaine,лента
483,Kamm::N,suga,сурсеме
484,Spiegel::N,zerkol,чавачамо
485,Riemen::N,vö,кшнань каркс
486,Schnur::N,nor,пикс
487,Leine::N,talutimnor,ведьме
488,Decke::N,sijakatuz,вельтямо
489,Kissen::N,pöluz,тодов
490,Tuch::N,paik,паця
491,Handtuch::N,käzipaik,нардамо
492,Kraft::N,vägi,вий
493,Stärke::N,vahvuz',виевчи
494,Gesundheit::N,tervhuz,шумбрачи
495,Krankheit::N,läžund,орма
496,Krankheit::N,läžund,сэредема
497,Schmerz::N,kibu,сэредькс
498,Wunde::N,čapatez,керявкс
499,Fieber::N,säru,маштыкс
500,Arznei::N,zel'l',ормаменькс
501,Brücke::N,sild,сэдь
502,Brücke::N,sild,мадамо
503,Brunnen::N,kaiv,лисьма
504,Weide::N,omaluine,ракшань ванома тарка
505,Pfad::N,tehut,ян
506,Weg::N,te,ки
507,Straße::N,te,ки
508,Dorf::N,külä,веле
509,Stadt::N,lidn,ош
510,Brief::N,kirjeine,сёрма
511,Buch::N,kirj,книга
512,Buchstabe::N,kirjam,буква
513,Zeitung::N,lehtez,газета
514,Leben::N,elo,эрямо
515,Tod::N,surm,кулома
516,Grab::N,kaum,калмо
517,Kirche::N,jumalanpert',церькова
518,Sünde::N,grähk,чумочи
519,Gott::N,jumal,паз
520,Arbeiter::N,radnik,робочей
521,Chef::N,pämez',прявт
522,Meister::N,mastar,кол тевень тенця
523,Arzt::N,lekar',врач
524,Lehrer::N,opendai,учитель
525,Lehrer::N,opendai,тонавтыця
526,Geld::N,rahad,ярмак
527,Geschäft::N,biznes,ладязь тев
528,Laden::N,lauk,лавка
529,Preis::N,arv,питне
530,Ware::N,tavar,миевкс
531,Ware::N,tavar,рамавкс
532,Nutzen::N,liža,паро
533,Nutzen::N,liža,лезэ
534,Reichtum::N,kodielo,сюпавчи
535,Reichtum::N,kal'huz',сюпавчи
536,Welt::N,mail'm,мир
537,Welt::N,mail'm,мастор ланго
538,Land::N,ma,мастор
539,Staat::N,valdkund,государства
540,König::N,kunigaz,король
541,Macht::N,vald,азорксчи
542,Grenze::N,röun,буен тешкс
543,Krieg::N,soda,война
544,Feind::N,vihanik,душман
545,Feind::N,vastustai,душман
546,Gewalt::N,vägivald,нарьгамо
547,Kampf::N,tora,тюрема
548,Bogen[Waffe]::N,taug,нал
549,Pfeil::N,nol,нал
550,Gewehr::N,oružj,ружия
551,Gewehr::N,oružj,винтовка
552,Fehler::N,viga,ильведькс
553,Fehler::N,viga,ильведевкс
554,Lüge::N,kelastuz,манчема
555,Lüge::N,kelastuz,кенгелема
556,Schaden::N,pahuz',зыян
557,Unglück::N,bed,зыян
558,Unglück::N,gor'a,зыян
559,Schuld::N,värhuz',чумочи
560,Alter::N,igä,шка
561,Schluss::N,lop,пе
562,Zeit::N,aig,шка
563,Zeit::N,aig,пинге
564,Tag::N,päiv,чи
565,Morgen::N,homendez,валске
566,Mittag::N,keskpäiv,чикуншка
567,Abend::N,eht,чокшнэ
568,Nacht::N,ö,ве
569,Woche::N,nedal',недля
570,Monat::N,ku,ков
571,Jahr::N,voz',ие
572,Frühling::N,keväz',тундо
573,Sommer::N,keza,кизэ
574,Herbst::N,sügüz',сёксь
575,Winter::N,tal'v,теле
576,Januar::N,viluku,якшамков
577,Februar::N,uhoku,февраль
578,März::N,keväz'ku,март
579,April::N,sulaku,апрель
580,Mai::N,semendku,май
581,Juni::N,kezaku,июнь
582,Juli::N,heinku,июль
583,August::N,eloku,август
584,September::N,sügüz'ku,сентября
585,Oktober::N,reduku,октября
586,November::N,kül'mku,ноября
587,Dezember::N,tal'vku,декабря
588,Montag::N,ezmärg,пондельник
589,Dienstag::N,tožnarg,овторник
590,Mittwoch::N,koumanz'päiv,серёда
591,Donnerstag::N,nellänz'päiv,цетьверьг
592,Freitag::N,pätnič,пеця
593,Freitag::N,videnz'päiv,пеця
594,Samstag::N,sobat,субута
595,Samstag::N,sobat,шлямочи
596,Sonntag::N,pühäpäiv,недлячи
597,groß::A,sur',ине
598,groß::A,sur',покш
599,groß::A,järed,ине
600,groß::A,järed,покш
601,klein::A,pen',вишка
602,klein::A,pičuine,вишка
603,lang::A,pit'k,кувака
604,kurz::A,lühüd,нурькине
605,breit::A,leved,келей
606,schmal::A,kaid,теине
607,dicht::A,tihed,тусто
608,dick[Gegenstand]::A,paks,эчке
609,dünn::A,hoik,човине
610,fein::A,hen,човине
611,fest::A,luja,кеме
612,fest::A,ninev,кеме
613,flach::A,lapak,лапужа
614,glatt::A,siled,валаня
615,hart::A,kova,калгодо
616,weich::A,pehmed,чевте
617,rund::A,kehker,кеверь
618,spitz::A,nügu,пшти
619,spitz::A,terav,пшти
620,scharf::A,terav,пшти
621,stumpf::A,tül'c,ношка
622,schwer::A,jüged,стака
623,schön::A,čoma,мазый
624,heiß::A,räk,пси
625,warm::A,läm',лембе
626,kalt::A,vilu,якшамо
627,kühl::A,raibak,экше
628,kühl::A,viluhk,экше
629,frisch::A,lahed,свежа
630,feucht::A,neps,летьке
631,feucht::A,toreh,летьке
632,nass::A,märg,начко
633,trocken::A,kuiv,коське
634,voll::A,täuz',пешксе
635,leer::A,joudai,чаво
636,offen::A,avoin,панжадо
637,offen::A,avoin,виде
638,offen::A,avol'jaine,панжадо
639,offen::A,avol'jaine,виде
640,geschlossen::A,saubaline,пекстазь
641,geschlossen::A,saubaline,сёлгозь
642,sauber::A,puhtaz,ванькс
643,schmutzig::A,redukaz,ливезев
644,roh::A,rohk,верек
645,roh::A,toreh,верек
646,reif::A,küps,кенерезь
647,lecker::A,magukaz,тантей
648,süß::A,maged,ламбамо
649,bitter::A,karged,сэпей
650,sauer::A,muiged,чапамо
651,hell::A,kirkas,валдо
652,hell::A,valgei,валдо
653,dunkel::A,pimed,чопода
654,schwarz::A,must,раужо
655,weiß::A,vauged,ашо
656,rot::A,rusked,якстере
657,gelb::A,pakuine,ожо
658,blau::A,sinine,сэнь
659,grün::A,vihand,пиже
660,grau::A,hahk,шержев
661,bunt::A,kirjav,сёрмав
662,billig::A,odav,аволь питней
663,teuer::A,kalliž,питней
664,wertvoll::A,arvokas,питней
665,blind::A,soged,сокор
666,taub::A,kurdiž,амариця
667,kräftig::A,vägev,пек виев
668,stark::A,vahv,виев
669,stark::A,vägekaz,виев
670,schwach::A,väll',лавшо
671,fett::A,razvakaz,куя
672,schlank::A,kapos,виде ронга
673,hübsch::A,čoma,мазый
674,böse::A,äred,кежей
675,böse::A,käred,кежей
676,dumm::A,el'getoi,чавола
677,dumm::A,el'getoi,превтеме
678,faul::A,lašk,нузякс
679,fleißig::A,radonnavedii,мелень путыця
680,geizig::A,ažlak,скупой
681,klug::A,melev,превей
682,klug::A,melekaz,превей
683,geschickt::A,mahtokaz,маштозь теезь
684,lieb::A,izo,вадря
685,lieb::A,sula,вадря
686,lustig::A,ilokaz,весёла
687,sanft::A,laskav,сэтьме
688,hungrig::A,näl'ghine,вачо
689,krank::A,läžui,сэредиця
690,nackt::A,alastoi,штапо
691,traurig::A,opalahine,нусманя
692,lebendig::A,eläb,эриця
693,gut::A,hüvä,паро
694,schlecht::A,huba,берянь
695,richtig::A,oiged,виде
696,schlimm::A,paha,берянь
697,wahr::A,todesine,алкуксонь
698,alt::A,vanh,ташто
699,neu::A,uz',од
700,ehemalig::A,edeline,икелень
701,alt[Lebewesen]::A,ravaz,сыре
702,jung::A,nor',од
703,arm::A,gol'l',кажов
704,reich::A,elokaz,сюпав
705,bekannt::A,tutab,содавикс
706,berühmt::A,tetab,содавикс
707,fremd::A,veraz,лия
708,fremd::A,veraz,асодавикс
709,verschieden::A,erazvuitte,эрьва
710,nah::A,läheline,а васолонь
711,fern::A,edahaine,умонь
712,fern::A,edahaine,кезэрень
713,linker::A,hura,керш
714,rechter::A,oiged,вить
715,anderer::A,toine,лия
716,erster::A,ezmäine,васень
717,erster::A,ezmäine,васенце
718,zweiter::A,toine,омбоце
719,dritter::A,koumanz',колмоце
720,letzter::A,jäl'gmäine,меельце
721,allein::ADV,üksnäze,башка
722,allein::ADV,üksnäze,ськамонзо
723,auf einmal::ADV,ühten aigan,вейсэ
724,zusammen::ADV,ühtes,вейс
725,zusammen::ADV,ühtes,вейсэ
726,lange::ADV,hätken,кувать
727,plötzlich::ADV,äkkid,апак учо
728,sofort::ADV,kerdalaz,курок
729,sofort::ADV,kerdalaz,нейке
730,später::ADV,möhemba,мейле
731,jetzt::ADV,nügüd',ней
732,heute::ADV,tämbei,течи
733,morgen::ADV,homen,ванды
734,bald::ADV,pigai,курок
735,dann::ADV,sid',мейле
736,dann::ADV,sid',седе мейле
737,gestern::ADV,eglai,исяк
738,einst::ADV,ende,весть
739,einst::ADV,ende,зярдо-бути
740,einst::ADV,kerdan,весть
741,einst::ADV,kerdan,зярдо-бути
742,damals::ADV,siloi,сестэ
743,danach::ADV,sid',мейле
744,danach::ADV,sid',седе мейле
745,vorher::ADV,ende,васняяк
746,zuerst::ADV,ezmäi,васня
747,einmal::ADV,kerdan,весть
748,manchmal::ADV,erašti,лиясто
749,oft::ADV,paksus,сеетьстэ
750,immer::ADV,kaiken,свал
751,niemals::ADV,ei nikonz,а зярдояк
752,hier::ADV,täs,тесэ
753,hier::ADV,tägä,тесэ
754,hierhin::ADV,tänna,тей
755,von hier::ADV,täspäi,тестэ
756,von hier::ADV,sid'päi,тестэ
757,dort::ADV,sigä,тосо
758,dorthin::ADV,sinna,тов
759,dorthin::ADV,nakkale,тов
760,geradeaus::ADV,kohtha,витьстэ
761,vorwärts::ADV,edehe,икелев
762,rückwärts::ADV,sel'gin,мекев
763,zurück::ADV,tagaze,мекев
764,unten::ADV,alahan,ало
765,hinab::ADV,alaz,алов
766,hinab::ADV,alahaks,алов
767,oben::ADV,ülähän,вере
768,hinauf::ADV,ülez,верев
769,hinauf::ADV,ülähäks,верев
770,überall::ADV,kaikjal,эрьва косо
771,nicht::ADV,ei,а
772,ein wenig::ADV,vähän,аламошка
773,kaum::ADV,habi,ансяк
774,sehr::ADV,lujas,пек
775,sehr::ADV,lujas,вельть
776,so::ADV,muga,истя
777,so::ADV,ninga,истя
778,noch::ADV,völ,таго
779,nur::ADV,järg,ансяк
780,nur::ADV,vaiše,ансяк
781,schon::ADV,jo,уш
782,wieder::ADV,möst,таго
783,vergebens::ADV,uhtei,стяко
784,vor::PRP,edes,икеле
785,hinter::PRP,taga,вельде
786,unter::PRP,al,ало
787,durch::PRP,läbi,пачк
788,durch::PRP,kal't,пачк
789,neben::PRP,rindal,вакссо
790,zwischen::PRP,keskes,ютксо
791,wegen::PRP,tagut,кис
792,wegen::PRP,tagut,коряс
793,wegen::PRP,tagut,кувалт
794,dies::PRN,nece,те
795,das::PRN,se,те
796,das::PRN,se,тона
797,alles::PRN,kaik,весе
798,alles::PRN,kaik,весемесь
799,ich::PRN,minä,мон
800,du::PRN,sinä,тон
801,er::PRN,hän,сон
802,wir::PRN,mö,минь
803,ihr::PRN,tö,тынь
804,sie::PRN,hö,сынь
805,was::FPRN,mi,мезе
806,wer::FPRN,ken,ки
807,wo::FADV,kus,косо
808,wohin::FADV,kuna,ков
809,wohin::FADV,kuna,козо
810,wie::FADV,kut,кода
811,wie::FADV,mit',кода
812,warum::FADV,mikš,мекс
813,wieviel::FNUM,äjak,зяро
814,wieviel::FNUM,kuverz',зяро
815,eins::NUM,üks',вейке
816,zwei::NUM,kaks',кавто
817,drei::NUM,koume,колмо
818,vier::NUM,nel'l',ниле
819,fünf::NUM,viž,вете
