,Concept_ID,,lez
215,Sohn::N,,хва
216,Tochter::N,,руш
217,Bruder::N,,стха
218,Schwester::N,,вах
219,Onkel::N,,ими
220,Onkel::N,,халу
221,Tante::N,,эме
222,Tante::N,,хала
223,Ehemann::N,,гъуьл
224,Ehefrau::N,,паб
225,Freude::N,,шадвал
226,Gelächter::N,,хъвер
227,Glück::N,,бахт
228,Kummer::N,,дерт
229,Kummer::N,,хажалат
230,Wunsch::N,,мурад
231,Lust::N,,гьевес
232,Geist::N,,руьгь
233,Gedanke::N,,фикир
234,Verstand::N,,акьул
235,Sinn::N,,мана
236,Grund::N,,себеб
237,Wahrheit::N,,керчек
238,Wahrheit::N,,гьакъикъат
239,Gespräch::N,,ихтилат
240,Märchen::N,,мах
241,Erzählung::N,,кьиса
242,Nachricht::N,,хабар
243,Neuigkeit::N,,цӏийи хабар
244,Name::N,,тӏвар
245,Rätsel::N,,мискӏал
246,Rede::N,,рахун
247,Sprache::N,,чӏал
248,Stimme::N,,ван
249,Wort::N,,гаф
250,Zeichen::N,,ишара
251,Ruf::N,,эвер
252,Lärm::N,,ван-сес
253,Laut::N,,ван
254,Laut::N,,сес
255,Ton::N,,ван-сес
256,Lied::N,,мани
257,Ruhe::N,,ласвал
258,Ruhe::N,,фаракъат
259,Ruhe::N,,асайиш
260,Leute::N,,инсанар
261,Volk::N,,халкь
262,Arbeit::N,,кӏвалах
263,Gast::N,,мугьман
264,Geschenk::N,,савкьат
265,Spiel::N,,къугъун
266,Gesellschaft::N,,жемят
267,Gesellschaft::N,,общество
268,Hilfe::N,,куьмек
269,Freund::N,,дуст
270,Kamerad::N,,яр-дуст
271,Angelegenheit::N,,кар
272,Anzahl::N,,сан
273,Anzahl::N,,кьадар
274,Art::N,,жуьре
275,Stück::N,,кӏус
276,Teil::N,,пай
277,Hälfte::N,,зур
278,Hälfte::N,,зур пай
279,Kreis::N,,круг
280,Kreis::N,,чкаяр
281,Kreis::N,,элкъвей цӏар
282,Kreuz::N,,хаш
283,Linie::N,,цӏар
284,Strich::N,,цӏар
285,Abstand::N,,ара
286,Entfernung::N,,мензил
287,Gegend::N,,чка
288,Platz::N,,ара
289,Ort::N,,чка
290,Seite::N,,пад
291,Mitte::N,,юкь
292,Gegenstand::N,,затӏ
293,Sache::N,,шей
294,Sache::N,,затӏ
295,Rand::N,,къерех
296,Kante::N,,син
297,Ecke::N,,пӏипӏ
298,Spitze::N,,кӏвенкӏв
299,Ende::N,,кьил
300,Loch::N,,тӏеквен
301,Winkel::N,,пӏипӏ
302,Muster::N,,гишир
303,Größe::N,,кьадар
304,Länge::N,,яргъивал
305,Höhe::N,,кьакьанвал
306,Gewicht::N,,заланвал
307,Menge::N,,кьадар
308,Haufen::N,,хара
309,Reihe::N,,жерге
310,Boot::N,,луьткве
311,Ruder::N,,кьусу
312,Schlitten::N,,гъелерар
313,Lagerfeuer::N,,цӏай
314,Last::N,,заланвал
315,Gang::N,,ериш
316,Schritt::N,,къадам
317,Norden::N,,кефер
318,Norden::N,,кефер пад
319,Süden::N,,кьибле
320,Westen::N,,рагъакӏидай пад
321,Osten::N,,рагъэкъечӏдай пад
322,Holz::N,,кӏарас
323,Brett::N,,кьул
324,Brett::N,,тахта
325,Stütze::N,,даях
326,Stange::N,,юрк
327,Stock::N,,лаш
328,Stab::N,,юрк
329,Rohr::N,,турба
330,Haus::N,,ужагъ
331,Heim::N,,кӏвал
332,Ofen::N,,пич
333,Fußboden::N,,кӏвалин ччил
334,Tisch::N,,стол
335,Stuhl::N,,стул
336,Wiege::N,,кьеб
337,Bett::N,,тахт
338,Regal::N,,кьацӏ
339,Kiste::N,,ящик
340,Fenster::N,,дакӏар
341,Tür::N,,рак
342,Tor::N,,варар
343,Zaun::N,,пару
344,Dach::N,,къав
345,Leiter::N,,гурар
346,Besen::N,,таран кул
347,Spaten::N,,ппер
348,Schaufel::N,,хекендаз
349,Gabel::N,,шиш
350,Löffel::N,,тӏур
351,Messer::N,,чукӏул
352,Nagel::N,,мих
353,Netz::N,,чил
354,Haken::N,,къармах
355,Griff::N,,ттум
356,Schloss::N,,куьлег
357,Bild::N,,шикил
358,Bild::N,,суьрет
359,Figur::N,,фигура
360,Puppe::N,,нини
361,Beutel::N,,тагъар
362,Bündel::N,,галгам
363,Tasche::N,,чанта
364,Eimer::N,,ведре
365,Deckel::N,,кьил
366,Deckel::N,,къалпагъ
367,Geschirr::N,,къаб-къажах
368,Sack::N,,чувал
369,Tasse::N,,сукӏра
370,Topf::N,,къажгъан
371,Kessel::N,,къажгъан
372,Essen::N,,тӏуьн
373,Nahrung::N,,тӏуьн
374,Speise::N,,хуьрек
375,Fleisch::N,,як
376,Getreide::N,,техил
377,Brei::N,,хапӏа
378,Brei::N,,хешил
379,Brot::N,,фу
380,Scheibe::N,,чӏук
381,Fett::N,,ягълу
382,Butter::N,,гъери
383,Öl::N,,ягълу
384,Salz::N,,кьел
385,Suppe::N,,суп
386,Suppe::N,,шурпа
387,Honig::N,,вирт
388,Milch::N,,нек
389,Tee::N,,чай
390,Leder::N,,тумаж
391,Wolle::N,,йис
392,Stoff::N,,парча
393,Nadel::N,,раб
394,Faden::N,,гъал
395,Knopf::N,,дуьгме
396,Knoten::N,,тӏвал
397,Farbe::N,,ранг
398,Kleidung::N,,партал
399,Hemd::N,,перем
400,Kragen::N,,хев
401,Ärmel::N,,хел
402,Hose::N,,шалвар
403,Gürtel::N,,чӏул
404,Mütze::N,,бармак
405,Mütze::N,,бапӏах
406,Schuh::N,,ботинка
407,Stiefel::N,,чекме
408,Ring::N,,тупӏал
409,Band::N,,тасма
410,Kamm::N,,регъ
411,Spiegel::N,,гуьзгуь
412,Riemen::N,,къайиш
413,Schnur::N,,еб
414,Decke::N,,яргъан
415,Kissen::N,,хъуьцуьган
416,Tuch::N,,шал
417,Handtuch::N,,дасмал
418,Kraft::N,,гуж
419,Stärke::N,,къуват
420,Gesundheit::N,,сагъвал
421,Krankheit::N,,тӏал
422,Schmerz::N,,тӏал
423,Schmerz::N,,тӏарвал
424,Wunde::N,,хер
425,Fieber::N,,ифин
426,Arznei::N,,дарман
427,Brücke::N,,муьгъ
428,Brunnen::N,,къуй
429,Weide::N,,уьруьш
430,Pfad::N,,рехъ
431,Weg::N,,рехъ
432,Straße::N,,рехъ
433,Dorf::N,,хуьр
434,Stadt::N,,шегьер
435,Brief::N,,кагъаз
436,Buch::N,,улуб
437,Buchstabe::N,,гьарф
438,Zeitung::N,,газета
439,Leben::N,,уьмуьр
440,Tod::N,,кьиникь
441,Grab::N,,сур
442,Kirche::N,,килиса
443,Sünde::N,,гунагь
444,Gott::N,,аллагь
445,Arbeiter::N,,фяле
446,Chef::N,,гьаким
447,Meister::N,,устӏар
448,Arzt::N,,доктор
449,Lehrer::N,,муаллим
450,Geld::N,,пул
451,Laden::N,,магазин
452,Preis::N,,къимет
453,Ware::N,,мал
454,Ware::N,,товар
455,Nutzen::N,,хийир
456,Nutzen::N,,менфят
457,Reichtum::N,,девлет
458,Welt::N,,дуьнья
459,Land::N,,уьлкве
460,Staat::N,,пачагьлугъ
461,Staat::N,,государство
462,König::N,,пачагь
463,Macht::N,,власть
464,Grenze::N,,сергьят
465,Krieg::N,,дяве
466,Feind::N,,душман
467,Gewalt::N,,гуж
468,Kampf::N,,женг
469,Bogen[Waffe]::N,,чӏемерук
470,Pfeil::N,,хьел
471,Gewehr::N,,тфенг
472,Fehler::N,,гъалатӏ
473,Lüge::N,,ттаб
474,Schaden::N,,зиян
475,Schaden::N,,зарар
476,Unglück::N,,бала
477,Unglück::N,,бедбахтвал
478,Schuld::N,,тахсир
479,Alter::N,,яш
480,Schluss::N,,эхир
481,Zeit::N,,вяде
482,Tag::N,,югъ
483,Morgen::N,,пакама
484,Mittag::N,,нисин
485,Abend::N,,няни
486,Nacht::N,,йиф
487,Woche::N,,гьафте
488,Monat::N,,варз
489,Jahr::N,,йис
490,Frühling::N,,гатфар
491,Sommer::N,,гад
492,Herbst::N,,зул
493,Winter::N,,кьуьд
494,Januar::N,,январь
495,Februar::N,,февраль
496,März::N,,март
497,April::N,,апрель
498,Mai::N,,май
499,Juni::N,,июнь
500,Juli::N,,июль
501,August::N,,август
502,September::N,,сентябрь
503,Oktober::N,,октябрь
504,November::N,,ноябрь
505,Dezember::N,,декабрь
506,Montag::N,,ислен
507,Dienstag::N,,саласа
508,Mittwoch::N,,арбе
509,Donnerstag::N,,хемис югъ
510,Freitag::N,,жуьмя
511,Freitag::N,,жуьмя югъ
512,Samstag::N,,киш
513,Sonntag::N,,гьяд
514,groß::A,,еке
515,groß::A,,чӏехи
516,klein::A,,гъвечӏи
517,lang::A,,яргъи
518,kurz::A,,куьруь
519,breit::A,,гьяркьуь
520,schmal::A,,гуьтӏуь
521,dicht::A,,къалин
522,dünn::A,,кьелечӏ
523,fein::A,,шуькӏуь
524,fest::A,,кӏеви
525,flach::A,,кьулу
526,glatt::A,,цӏалцӏам
527,hart::A,,кӏеви
528,weich::A,,хъуьтуьл
529,rund::A,,элкъвей
530,spitz::A,,хци
531,scharf::A,,хци
532,stumpf::A,,къуьруь
533,schwer::A,,залан
534,schön::A,,иер
535,heiß::A,,кудай
536,warm::A,,чими
537,kalt::A,,мекьи
538,kühl::A,,къайи
539,frisch::A,,таза
540,frisch::A,,михьи
541,feucht::A,,ламу
542,nass::A,,кьежей
543,trocken::A,,кьуру
544,voll::A,,ацӏай
545,leer::A,,буш
546,leer::A,,ичӏи
547,offen::A,,ахъа
548,geschlossen::A,,кӏеви
549,sauber::A,,михьи
550,schmutzig::A,,чиркин
551,schmutzig::A,,кьацӏай
552,roh::A,,чиг
553,roh::A,,ицӏи
554,reif::A,,дигмиш хьайи
555,lecker::A,,дадлу
556,süß::A,,ширин
557,bitter::A,,туькьуьл
558,sauer::A,,цуру
559,hell::A,,экуь
560,dunkel::A,,мичӏи
561,schwarz::A,,чӏулав
562,weiß::A,,лацу
563,rot::A,,яру
564,gelb::A,,хъипи
565,blau::A,,вили
566,grün::A,,къацу
567,grau::A,,рехи
568,bunt::A,,цӏару
569,bunt::A,,яру-цӏару
570,billig::A,,ужуз
571,teuer::A,,багьа
572,wertvoll::A,,масан
573,blind::A,,буьркьуь
574,taub::A,,биши
575,kräftig::A,,гужлу
576,stark::A,,къуватлу
577,schwach::A,,такьатсуз
578,fett::A,,куьк
579,schlank::A,,шумал
580,hübsch::A,,гуьрчег
581,böse::A,,пис
582,dumm::A,,ахмакь
583,faul::A,,тенпел
584,fleißig::A,,сяй ийидай
585,fleißig::A,,сяйи ийидай
586,geizig::A,,мискьи
587,klug::A,,акьуллу
588,geschickt::A,,магьир
589,lieb::A,,играми
590,lustig::A,,шад
591,sanft::A,,назик
592,sanft::A,,милайим
593,hungrig::A,,гишин
594,krank::A,,кефсуз
595,nackt::A,,кьецӏил
596,traurig::A,,пашман
597,lebendig::A,,ччан алай
598,gut::A,,хъсан
599,gut::A,,вижевай
600,schlecht::A,,пис
601,richtig::A,,дуьз
602,schlimm::A,,нифретлу
603,wahr::A,,гьакъикъи
604,alt::A,,эски
605,alt::A,,куьгьне
606,neu::A,,цӏийи
607,ehemalig::A,,виликан
608,alt[Lebewesen]::A,,кьуьзуь
609,jung::A,,жегьил
610,arm::A,,кесиб
611,reich::A,,девлетлу
612,bekannt::A,,чидай
613,berühmt::A,,машгьур
614,fremd::A,,ччара
615,verschieden::A,,жуьреба-жуьре
616,nah::A,,мукьвал
617,fern::A,,яргъал
618,linker::A,,чапла
619,rechter::A,,эрчӏи
620,anderer::A,,маса
621,anderer::A,,муькуь
622,erster::A,,сад лагьай
623,zweiter::A,,кьвед лагьай
624,dritter::A,,пуд лагьай
625,letzter::A,,эхиримжи
626,allein::ADV,,кьилди
627,zusammen::ADV,,санал
628,lange::ADV,,яргъалди
629,plötzlich::ADV,,садлагьана
630,sofort::ADV,,гьасятда
631,später::ADV,,гуьгъуьнлай
632,jetzt::ADV,,гила
633,heute::ADV,,къе
634,morgen::ADV,,пака
635,bald::ADV,,мукьва
636,bald::ADV,,мукьвара
637,dann::ADV,,ахпа
638,gestern::ADV,,накь
639,einst::ADV,,садра
640,damals::ADV,,а чӏавуз
641,danach::ADV,,ахпа
642,vorher::ADV,,вилик
643,zuerst::ADV,,сифте
644,einmal::ADV,,садра
645,manchmal::ADV,,гагь-гагь
646,oft::ADV,,гзаф вахтара
647,immer::ADV,,гьамиша
648,niemals::ADV,,са чӏавузни
649,niemals::ADV,,са вахтундани
650,hier::ADV,,ина
651,hierhin::ADV,,иниз
652,von hier::ADV,,инай
653,dort::ADV,,ана
654,dorthin::ADV,,аниз
655,geradeaus::ADV,,дуьз
656,vorwärts::ADV,,вилик
657,vorwärts::ADV,,виликди
658,rückwärts::ADV,,кьулухъ
659,unten::ADV,,агъада
660,hinab::ADV,,агъуз
661,oben::ADV,,винел
662,hinauf::ADV,,виниз
663,überall::ADV,,вирина
664,nicht::ADV,,ваъ
665,ein wenig::ADV,,са тӏимил
666,kaum::ADV,,жизви
667,sehr::ADV,,лап
668,so::ADV,,икӏ
669,noch::ADV,,гьеле
670,nur::ADV,,анжах
671,schon::ADV,,хъувуна
672,schon::ADV,,мадни дардиз
673,schon::ADV,,мадни гуьтӏуьз
674,schon::ADV,,мадни гуьтӏуь я
675,vergebens::ADV,,нагьакь
676,vergebens::ADV,,нагьакьа
677,vor::PRP,,вилик
678,hinter::PRP,,кьулухъ
679,unter::PRP,,кӏаник
680,durch::PRP,,арадай
681,durch::PRP,,-кай хкатна
682,neben::PRP,,патав
683,neben::PRP,,мукьув
684,zwischen::PRP,,ара
685,zwischen::PRP,,арада
686,wegen::PRP,,гъиляй
687,dies::PRN,,и
688,dies::PRN,,им
689,das::PRN,,а
690,das::PRN,,ам
691,alles::PRN,,вири
692,alles::PRN,,михьиз
693,ich::PRN,,за
694,ich::PRN,,зун
695,du::PRN,,вун
696,er::PRN,,ам
697,er::PRN,,гьа
698,wir::PRN,,чун
699,ihr::PRN,,куьн
700,sie::PRN,,абур
701,was::FPRN,,вуч
702,wer::FPRN,,вуж
703,wo::FADV,,гьина
704,wohin::FADV,,гьиниз
705,wie::FADV,,гьикӏ
706,warum::FADV,,вучиз
707,wieviel::FNUM,,шумуд
708,eins::NUM,,са
709,zwei::NUM,,кьвед
710,drei::NUM,,пуд
711,vier::NUM,,кьуд
712,fünf::NUM,,вад
713,sechs::NUM,,ругуд
714,sieben::NUM,,ирид
715,acht::NUM,,муьжуьд
716,neun::NUM,,кӏуьд
717,zehn::NUM,,цӏуд
718,elf::NUM,,цӏусад
719,zwölf::NUM,,цӏикьвед
720,zwanzig::NUM,,къад
721,dreißig::NUM,,къанницӏуд
722,vierzig::NUM,,яхцӏур
723,fünfzig::NUM,,яхцӏурни цӏуд
724,sechzig::NUM,,пудкъад
725,siebzig::NUM,,пудкъанни цӏуд
726,achtzig::NUM,,кьудкъад
727,neunzig::NUM,,кьудкъанни цӏуд
728,hundert::NUM,,виш
729,tausend::NUM,,агъзур
730,und::CNJ,,ва
731,oder::CNJ,,я
732,stehen::V,,акъвазун
733,sitzen::V,,ацукьун
734,liegen::V,,къаткун
735,hängen::V,,куьрс хьун
736,werden::V,,хьун
737,passieren::V,,хьун
738,beginnen::V,,башламиш хьун
739,enden::V,,куьтягь хьун
740,wechseln::V,,дегиш хьун
741,aufgehen[Sonne]::V,,экъечӏун
742,untergehen[Sonne]::V,,акӏун
743,scheinen[Sonne]::V,,ишигь гун
744,donnern::V,,къукърумар авун
745,strömen::V,,авахьун
746,fließen::V,,авахьун
747,sich drehen::V,,элкъуьн
748,schwanken::V,,юзун
749,schwingen::V,,галтад хьун
750,fallen::V,,аватун
751,brennen::V,,кун
752,brennen::V,,ккун
753,regnen::V,,къун
754,gefrieren::V,,муркӏади кьун
755,tauen::V,,цӏурун
756,schmelzen::V,,цӏурун
757,trocknen::V,,кьурун
758,sieden::V,,ругун
759,faulen::V,,кутӏун
760,verfaulen::V,,чуьруьтмиш хьун
761,verfaulen::V,,кутӏун
762,reißen::V,,атӏун
763,reißen::V,,къазунун
764,versinken::V,,батмиш хьун
765,vergehen::V,,алатун
766,erscheinen::V,,майдандиз акъатун
767,verschwinden::V,,квахьун
768,sinken::V,,элекьун
769,abnehmen::V,,тӏимил хьун
770,abnehmen::V,,гъвечӏи хьун
771,zunehmen::V,,артух хьун
772,steigen::V,,хкаж хьун
773,wachsen::V,,экъечӏун
774,glänzen::V,,цӏарцӏар гун
775,funkeln::V,,нур гун
776,lärmen::V,,ван авун
777,läuten::V,,зенг ягъун
778,klingeln::V,,зенг ягъун
779,klirren::V,,зигринг авун
780,brausen::V,,къати хьун
781,rauschen::V,,вишриш авун
782,klingen::V,,ван авун
783,bellen::V,,элуькьун
784,heulen::V,,къув ягъун
785,blasen::V,,уф гун
786,pfeifen::V,,уьфт ягъун
787,schreien::V,,гьараюн
788,stöhnen::V,,суза авун
789,zittern::V,,зурзун
790,leben::V,,яшамиш хьун
791,geboren werden::V,,хьун
792,atmen::V,,нефес чӏугун
793,trinken::V,,хъун
794,essen::V,,тӏуьн
795,schlucken::V,,туькьуьнун
796,müde werden::V,,галатун
797,müde werden::V,,юргъун хьун
798,einschlafen::V,,ксун
799,schlafen::V,,ксун
800,aufwachen::V,,ахварай аватун
801,aufstehen::V,,къарагъун
802,sich erholen::V,,ял ягъун
803,krank werden::V,,кефсуз хьун
804,krank sein::V,,тӏа хьун
805,schmerzen::V,,тӏа хьун
806,husten::V,,уьгьуь ягъун
807,genesen::V,,сагъ хъхьун
808,sterben::V,,кьин
809,umkommen::V,,терг хьун
810,sich bewegen::V,,юзун
811,sich rühren::V,,юзун
812,sich erheben::V,,къарагъун
813,sich setzen::V,,ацукьун
814,hinfallen::V,,алукьун
815,laufen::V,,къекъуьн
816,schreiten::V,,ккамар къачун
817,spazierengehen::V,,сейр авун
818,eilen::V,,тади авун
819,sich beeilen::V,,гьерекатун
820,sausen::V,,чкурун
821,rennen::V,,катун
822,rennen::V,,зверун
823,springen::V,,хкадарун
824,klettern::V,,акьахун
825,kriechen::V,,капаралди фин
826,schwimmen::V,,сирнав авун
827,tauchen::V,,кьилихъди циз вегьин
828,rudern::V,,кьусуйралди лодка гьалун
829,rudern::V,,цуьруьгъуьлдалди кӏватӏун
830,fahren::V,,фин
831,fliegen::V,,лув гун
832,fliegen::V,,цавай фин
833,gehen::V,,фин
834,weggehen::V,,хъфин
835,abfahren::V,,фин
836,abfahren::V,,рекье гьатун
837,anhalten::V,,акъвазун
838,hineingehen::V,,гьахьун
839,eintreten::V,,гьахьун
840,kommen::V,,атун
841,ankommen::V,,атун
842,zurückkommen::V,,хтун
843,bleiben::V,,амукьун
844,warten::V,,гуьзлемишун
845,erwarten::V,,вил алаз акъвазун
846,suchen::V,,къекъуьн
847,finden::V,,жугъун
848,versuchen::V,,алахъун
849,vorbereiten::V,,гьазурун
850,lieben::V,,кӏан хьун
851,mögen::V,,рикӏ ацукьун
852,lachen::V,,хъуьруьн
853,weinen::V,,шехьун
854,schimpfen::V,,сеперар гун
855,schimpfen::V,,экъуьгъунар авун
856,sich ärgern::V,,хъел акатун
857,sich fürchten::V,,кичӏе хьун
858,fürchten::V,,къурхутмиш хьун
859,fliehen::V,,катун
860,flüchten::V,,катун
861,sehen::V,,акун
862,anschauen::V,,вил вегьин
863,ansehen::V,,килигун
864,hören::V,,ван хьун
865,zuhören::V,,яб гун
866,probieren::V,,дад акун
867,riechen::V,,ни чӏугун
868,fühlen::V,,гьисс авун
869,frieren::V,,кьун
870,frieren::V,,мекьи хьун
871,tun::V,,авун
872,können::V,,хьун
873,können::V,,акъакьун
874,wollen::V,,кӏан хьун
875,anfangen::V,,башламишун
876,beenden::V,,куьтягьун
877,aufhören::V,,акъвазун
878,gelingen::V,,арадал атун
879,geraten::V,,акъатун
880,öffnen::V,,ахъаюн
881,schließen::V,,акьалун
882,stellen::V,,эцигун
883,setzen::V,,ацукьарун
884,legen::V,,эцигун
885,berühren::V,,хкӏурун
886,verbinden::V,,гилигун
887,bedecken::V,,кӏевун
888,aufhängen::V,,куьрсарун
889,anzünden::V,,куькӏуьрун
890,aufheben::V,,хкажун
891,zurücklassen::V,,тун
892,verlieren::V,,квадарун
893,fallen lassen::V,,авадрун
894,machen::V,,авун
895,machen::V,,кар авун
896,herstellen::V,,расун
897,bauen::V,,туькӏуьрун
898,reparieren::V,,расун
899,verbessern::V,,хъсанрун
900,ändern::V,,табдил авун
901,graben::V,,эгъуьнун
902,beugen::V,,акӏажарун
903,beugen::V,,кангур авун
904,biegen::V,,патахъарун
905,drehen::V,,алчударун
906,umdrehen::V,,элкъуьрун
907,heben::V,,хкажун
908,hochheben::V,,хкажун
909,ergreifen::V,,агалчна кьун
910,halten::V,,кьун
911,drücken::V,,чуькьуьн
912,schieben::V,,хуртӏ гун
913,kratzen::V,,къадгъунун
914,lecken::V,,мез гун
915,beißen::V,,кӏасун
916,abreißen::V,,галудун
917,abschneiden::V,,атӏун
918,stecken::V,,сухун
919,brechen::V,,хун
920,brechen::V,,кукӏварун
921,klopfen::V,,тахъ-тахъ авун
922,hauen::V,,ягъун
923,kleben::V,,алкӏурун
924,kleben::V,,кукӏурун
925,reiben::V,,тӏушунун
926,streichen::V,,алтадун
927,schleifen::V,,кӏвенкӏв авун
928,schneiden::V,,атӏун
929,rütteln::V,,къарсурун
930,schütteln::V,,къарсурун
931,schwenken::V,,элягъун
932,schwenken::V,,галтадун
933,schütten::V,,цун
934,füllen::V,,ацӏурун
935,einwickeln::V,,кутун
936,einwickeln::V,,элкъуьрун
