,Concept_ID,is,kn
99,Wald::N,skógur,ಕಾಡು
100,Hügel::N,hæð,ಗುಡ್ಡೆ
101,Hügel::N,hóll,ಗುಡ್ಡೆ
102,Anhöhe::N,hæð,ದಿಬ್ಬ
103,Anhöhe::N,hóll,ದಿಬ್ಬ
104,Berg::N,fell,ಮಲೆ
105,Berg::N,fell,ಪರ್ವತ
106,Berg::N,fjall,ಮಲೆ
107,Berg::N,fjall,ಪರ್ವತ
108,Gipfel::N,tindur,ಶೃಂಗ
109,Höhle::N,hellir,ಗುಹೆ
110,Abhang::N,hlíð,ಇಳಿಜಾರು
111,Abhang::N,brekka,ಇಳಿಜಾರು
112,Quelle::N,lind,ಮೂಲ
113,Quelle::N,uppspretta,ಮೂಲ
114,Bach::N,lækur,ತೊರೆ
115,Fluss::N,á,ನದಿ
116,Fluss::N,fljót,ನದಿ
117,Ufer::N,árbakki,ತೀರ
118,Ufer::N,sjávarbakki,ತೀರ
119,Küste::N,strönd,ದಂಡೆ
120,Festland::N,meginland,ಭೂಮಿ
121,Meer::N,haf,ಕಡಲು
122,Meer::N,sjór,ಕಡಲು
123,Bucht::N,vík,ಖಾರಿ
124,Insel::N,eyja,ದ್ವೀಪ
125,Blume::N,blóm,ಸುಮ
126,Gras::N,gras,ಹುಲ್ಲು
127,Wurzel::N,rót,ಬೇರು
128,Baum::N,tré,ಮರ
129,Stamm::N,stofn,ಕಾಂಡ
130,Rinde::N,börkur,ತೂಗಟಿ
131,Ast::N,grein,ಶಾಖೆ
132,Zweig::N,angi,ರೆಂಬೆ
133,Zweig::N,kvistur,ರೆಂಬೆ
134,Blatt::N,blað,ಎಲೆ
135,Birke::N,birki,ಬರ್ಚ್ ಮರ
136,Kiefer[Baum]::N,fura,ದೇವದಾರು ಮರ
137,Weide[Baum]::N,víðir,ವಿಲೋಮರ
138,Tanne::N,greni,ಭದ್ರದಾರು
139,Horn::N,horn,ಕೊಂಬು
140,Feder::N,fjöður,ಪುಕ್ಕ
141,Fell::N,skinn,ರೋಮ
142,Flügel::N,vængur,ರೆಕ್ಕೆ
143,Klaue::N,kló,ಪಂಜ
144,Kralle::N,kló,ಉಗುರು
145,Schwanz::N,rófa,ಬಾಲ
146,Schwanz::N,skott,ಬಾಲ
147,Ei::N,egg,ಮೊಟ್ಟೆ
148,Nest::N,hreiður,ಗೂಡು
149,Bau::N,greni,ಅಡಗುದಾಣ
150,Bau::N,bæli,ಅಡಗುದಾಣ
151,Tier::N,dýr,ಪ್ರಾಣಿ
152,Herde::N,hjörð,ಗುಂಪು
153,Kuh::N,kýr,ಹಸು
154,Bulle::N,boli,ಗೂಳಿ
155,Pferd::N,hestur,ಕುದುರೆ
156,Schaf::N,kind,ಕುರಿ
157,Schwein::N,svín,ಹಂದಿ
158,Hund::N,hundur,ನಾಯಿ
159,Katze::N,köttur,ಬೆಕ್ಕು
160,Bär::N,björn,ಕರಡಿ
161,Eichhörnchen::N,íkorni,ಉಡುತೆ
162,Elch::N,elgur,ಕಡವೆ
163,Fuchs::N,refur,ನರಿ
164,Hase::N,héri,ಮೊಲ
165,Maus::N,mús,ಇಲಿ
166,Wolf::N,úlfur,ತೋಳ
167,Vogel::N,fugl,ಪಕ್ಷಿ
168,Schwarm::N,sægur,ಗುಂಪು
169,Huhn::N,hæna,ಚಿಕ್
170,Hahn::N,hani,ಹುಂಜ
171,Gans::N,gæs,ವರಟೆ
172,Adler::N,örn,ಗರುಡ
173,Ente::N,önd,ಬಾತು
174,Eule::N,uggla,ಗೂಬೆ
175,Kranich::N,trana,ಕೊಕ್ಕರ
176,Krähe::N,kráka,ಕಾಗೆ
177,Kuckuck::N,gaukur,ಕೋಗಿಲೆ
178,Schwan::N,svanur,ಹಂಸಪಕ್ಷಿ
179,Fisch::N,fiskur,ಮೀನು
180,Barsch::N,aborri,ಪರ್ಚ್ ಮೀನು
181,Hecht::N,gedda,ಪೈಕ್ ಮೀನು
182,Schlange[Tier]::N,naðra,ಹಾವು
183,Wurm::N,ormur,ಹುಳು
184,Spinne::N,kónguló,ಊರ್ಣನಾಭ
185,Ameise::N,maur,ಇರುವೆ
186,Laus::N,lús,ಹೇನು
187,Mücke::N,mý,ಸೊಳ್ಳೆ
188,Mücke::N,mýfluga,ಸೊಳ್ಳೆ
189,Fliege::N,fluga,ನೊಣ
190,Schmetterling::N,fiðrildi,ಪತಂಗ
191,Beere::N,ber,ನಯವಣ್ಣು
192,Apfel::N,epli,ಸೇಬು
193,Pilz::N,sveppur,ಅಣಬೆ
194,Zwiebel::N,laukur,ನೀರುಳ್ಳಿ
195,Saat::N,fræ,ಬಿತ್ತ
196,Saat::N,útsæði,ಬಿತ್ತ
197,Korn::N,korn,ಬೀಜ
198,Heu::N,hey,ಕರಡ
199,Schale::N,hýði,ಹೊಟ್ಟು
200,Grube::N,gryfja,ಗುಂಡಿ
201,Falle::N,gildra,ಬೋನು
202,Schlinge::N,snara,ಉರುಲು
203,Spur::N,spor,ಜಾಡು
204,Asche::N,aska,ಬೂದಿ
205,Dreck::N,óþverri,ಹೊಲಸು
206,Eisen::N,járn,ಕಬ್ಬಿಣ
207,Gold::N,gull,ಚಿನ್ನ
208,Silber::N,silfur,ಬೆಳ್ಳಿ
209,Kohle::N,kol,ಕಲ್ಲಿದ್ದಲು
210,Glas::N,gler,ಗಾಜು
211,Lehm::N,leir,ಜೇಡಿಮಣ್ಣು
212,Sand::N,sandur,ಮರಳು
213,Mensch::N,maður,ಪುರುಷ
214,Mensch::N,manneskja,ಪುರುಷ
215,Mann::N,maður,ಆಳು
216,Mann::N,karlmaður,ಆಳು
217,Frau::N,kona,ಹೆಣ್ಣು
218,Kind::N,barn,ಮಗು
219,Kind::N,krakki,ಮಗು
220,Junge::N,drengur,ಹುಡುಗ
221,Mädchen::N,stelpa,ಹುಡುಗಿ
222,Familie::N,fjölskylda,ಕುಟುಂಬ
223,Großvater::N,afi,ಅಜ್ಜ
224,Großmutter::N,amma,ಅಮ್ಮ
225,Eltern::N,foreldrar,ಹೆತ್ತವರು
226,Vater::N,faðir,ತಂದೆ
227,Mutter::N,móðir,ಅಮ್ಮ
228,Sohn::N,sonur,ಮಗ 
229,Tochter::N,dóttir,ಮಗಳು
230,Bruder::N,bróðir,ತಮ್ಮ
231,Schwester::N,systir,ತಂಗಿ
232,Onkel::N,föðurbróðir,ಸೋದರಮಾವ
233,Onkel::N,föðurbróðir,ದೊಡ್ಡಪ್ಪ
234,Tante::N,frænka,ಚಿಕ್ಕಮ್ಮ
235,Tante::N,móðursystir,ಚಿಕ್ಕಮ್ಮ
236,Ehemann::N,eiginmaður,ಗಂಡ
237,Ehefrau::N,eiginkona,ಹೆಂಡತಿ
238,Freude::N,gleði,ನಲಿವು
239,Gelächter::N,hlátur,ನಗೆ
240,Glück::N,gæfa,ಆನಂದ
241,Kummer::N,sorg,ದುಃಖ
242,Wunsch::N,ósk,ಬಯಕೆ
243,Lust::N,fýsn,ಇಷ್ಟ
244,Lust::N,löngun,ಇಷ್ಟ
245,Geist::N,andi,ಆತ್ಮ
246,Gedanke::N,hugsun,ಯೋಚನೆ
247,Gedächtnis::N,minni,ಸ್ಮರಣೆ
248,Verstand::N,vit,ಮನಸ್ಸು
249,Sinn::N,merking,ಅರ್ಥ
250,Grund::N,ástæða,ಕಾರಣ
251,Wahrheit::N,sannleikur,ಸತ್ಯ
252,Gespräch::N,samtal,ಸಂಭಾಷಣೆ
253,Märchen::N,ævintýri,ಸುಳ್ಳು ಕಥೆ
254,Erzählung::N,saga,ಕಥೆ
255,Nachricht::N,frétt,ಸಂದೇಶ
256,Neuigkeit::N,frétt,ಸುದ್ದಿ
257,Name::N,nafn,ಹೆಸರು
258,Rätsel::N,gáta,ಒಗಟು
259,Rede::N,ræða,ಮಾತು
260,Sprache::N,mál,ಭಾಷೆ
261,Sprache::N,tungumál,ಭಾಷೆ
262,Stimme::N,rödd,ಧ್ವನಿ
263,Wort::N,orð,ಮಾತು
264,Zeichen::N,tákn,ಗುರುತು
265,Zeichen::N,merki,ಗುರುತು
266,Ruf::N,kall,ಕೂಗು
267,Lärm::N,hávaði,ಸದ್ದು
268,Laut::N,hljóð,ಶಬ್ದ
269,Ton::N,tónn,ನಾದ
270,Lied::N,ljóð,ಗಾನ
271,Lied::N,söngur,ಗಾನ
272,Ruhe::N,ró,ಶಾಂತಿ
273,Ruhe::N,kyrrð,ಶಾಂತಿ
274,Leute::N,fólk,ಮಂದಿ
275,Volk::N,þjóð,ಜನಾಂಗ
276,Arbeit::N,vinna,ಕೆಲಸ
277,Gast::N,gestur,ಅತಿಥಿ
278,Geschenk::N,gjöf,ಕಾಣಿಕೆ
279,Spiel::N,leikur,ಆಟ
280,Gesellschaft::N,selskapur,ಸಂಗ
281,Hilfe::N,hjálp,ಸಹಾಯ
282,Freund::N,vinur,ಸ್ನೇಹಿತ
283,Kamerad::N,félagi,ಜೊತೆಗಾರ
284,Angelegenheit::N,mál,ವಿಚಾರ
285,Angelegenheit::N,málefni,ವಿಚಾರ
286,Anzahl::N,tala,ಎಣಿಕೆ
287,Anzahl::N,fjöldi,ಎಣಿಕೆ
288,Art::N,tegund,ತರ
289,Stück::N,biti,ತುಂಡು
290,Stück::N,stykki,ತುಂಡು
291,Teil::N,hluti,ಭಾಗ
292,Teil::N,partur,ಭಾಗ
293,Hälfte::N,helmingur,ಅರ್ಧ
294,Kreis::N,hringur,ವೃತ್ತ
295,Kreuz::N,kross,ಶಿಲುಬೆ
296,Kreuz::N,krossmark,ಶಿಲುಬೆ
297,Linie::N,lína,ರೀಖೆ
298,Strich::N,strik,ಗೀಟು
299,Abstand::N,millibil,ಅಂತರ
300,Entfernung::N,fjarlægð,ದೂರ
301,Gegend::N,hérað,ವಿಸ್ತೀರ್ಣ
302,Platz::N,pláss,ಅಂತರ
303,Ort::N,staður,ಸ್ಥಳ
304,Seite::N,hlið,ಪಕ್ಷ
305,Mitte::N,miðja,ನಡು
306,Gegenstand::N,hlutur,ವಸ್ತು
307,Sache::N,mál,ವಸ್ತು
308,Rand::N,brún,ಅಂಚು
309,Kante::N,rönd,ಅಂಚು
310,Ecke::N,horn,ಮೂಲೆ
311,Spitze::N,oddur,ತುದಿ
312,Ende::N,endi,ಕೊನೆ
313,Loch::N,gat,ತೂತು
314,Loch::N,hola,ತೂತು
315,Winkel::N,skot,ಕೋನ
316,Winkel::N,krókur,ಕೋನ
317,Muster::N,munstur,ನಮೂನೆ
318,Größe::N,stærð,ಪ್ರಮಾಣ
319,Länge::N,lengd,ಉದ್ದ
320,Höhe::N,hæð,ಎತ್ತರ
321,Gewicht::N,vigt,ತೂಕ
322,Gewicht::N,þyngd,ತೂಕ
323,Menge::N,magn,ಮೊತ್ತ
324,Haufen::N,hrúga,ರಾಶಿ
325,Haufen::N,haugur,ರಾಶಿ
326,Reihe::N,röð,ಸಾಲು
327,Boot::N,bátur,ದೋಣಿ
328,Ruder::N,ár,ಹುಟ್ಟು
329,Schlitten::N,sleði,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
330,Ski::N,skíði,ಜಾರುಪಟ್ಟಿ
331,Lagerfeuer::N,varðeldur,ಶಿಬಿರಾಗ್ನಿ
332,Last::N,byrði,ಹೊರೆ
333,Last::N,farmur,ಹೊರೆ
334,Gang::N,ganga,ತಿರುಗಾಟ
335,Schritt::N,skref,ಹೆಜ್ಜೆ
336,Norden::N,norður,ಉತ್ತರ
337,Süden::N,suður,ದಕ್ಷಿಣ
338,Westen::N,vestur,ಪಶ್ಚಿಮ
339,Osten::N,austur,ಮೂಡಲು
340,Holz::N,viður,ಚೌಬೀನೆ
341,Brett::N,fjöl,ಹಲಗೆ
342,Platte::N,flötur,ಹಲಗೆ
343,Stütze::N,stoð,ಆಸರೆ
344,Stange::N,stöng,ಕಂಬ
345,Stock::N,prik,ಕೋಲು
346,Stock::N,stafur,ಕೋಲು
347,Stab::N,prik,ದೊಣ್ಣೆ
348,Stab::N,stafur,ದೊಣ್ಣೆ
349,Rohr::N,rör,ನಳಿಕೆ
350,Rohr::N,pípa,ನಳಿಕೆ
351,Haus::N,hús,ಮನೆ
352,Heim::N,heimili,ಗೃಹ
353,Ofen::N,ofn,ಒಲೆ
354,Fußboden::N,gólf,ನೆಲ
355,Tisch::N,borð,ಮೇಜು
356,Stuhl::N,stóll,ಕುರ್ಚಿ
357,Wiege::N,vagga,ತೊಟ್ಟಿಲು
358,Bett::N,rúm,ಹಾಸಿಗೆ
359,Bett::N,hvíla,ಹಾಸಿಗೆ
360,Regal::N,hilla,ಬೀರು
361,Kiste::N,kassi,ಪಟ್ಟಿಗೆ
362,Fenster::N,gluggi,ಕಿಟಕಿ
363,Tür::N,dyr,ಬಾಗಿಲು
364,Tür::N,hurð,ಬಾಗಿಲು
365,Tor::N,hlið,ಹೆಬ್ಬಾಗಿಲು
366,Zaun::N,girðing,ಬೇಲಿ
367,Zaun::N,limgarður,ಬೇಲಿ
368,Dach::N,þak,ಮಾಳಿಗೆ
369,Leiter::N,stigi,ಏಣಿ
370,Besen::N,sópur,ಪೊರಕೆ
371,Spaten::N,spaði,ಗುದ್ದಲಿ
372,Schaufel::N,skófla,ಸನಿಕೆ
373,Gabel::N,gaffall,ಕವಲು
374,Löffel::N,skeið,ಚಮಚ
375,Messer::N,hnífur,ಚಾಕು
376,Nagel::N,nögl,ಆಣಿ
377,Netz::N,net,ಬಲೆ
378,Haken::N,krókur,ಕೊಂಡಿ
379,Griff::N,tak,ಹಿಡಿ
380,Schloss::N,lás,ವೀಗ
381,Bild::N,mynd,ಚಿತ್ರ
382,Figur::N,stytta,ಆಕಾರ
383,Puppe::N,brúða,ಗೊಂಬೆ
384,Beutel::N,poki,ಸಂಚಿ
385,Beutel::N,baggi,ಸಂಚಿ
386,Bündel::N,böggull,ಕಟ್ಟು
387,Tasche::N,veski,ಚೀಲ
388,Eimer::N,fata,ಬಾನೆ
389,Deckel::N,lok,ಮುಚ್ಚಳ
390,Geschirr::N,leirtau,ಭಕ್ಷ್ಯಗಳು
391,Sack::N,sekkur,ಮೂಟೆ
392,Tasse::N,bolli,ಬಟ್ಟಲು
393,Topf::N,pottur,ಮಡಕೆ
394,Kessel::N,ketill,ಕೆಟಲ್
395,Essen::N,matur,ಊಟ
396,Nahrung::N,fæða,ಆಹಾರ
397,Speise::N,réttur,ಊಟ
398,Speise::N,matarréttur,ಊಟ
399,Fleisch::N,kjöt,ಮಾಂಸ
400,Getreide::N,korn,ಧಾನ್ಯ
401,Brei::N,grautur,ಗಂಜಿ
402,Brot::N,brauð,ರೊಟ್ಟಿ
403,Scheibe::N,sneið,ಹೋಳು
404,Fett::N,fita,ಕೊಬ್ಬು
405,Butter::N,smjör,ಬೆಣ್ಣೆ
406,Öl::N,olía,ಎಣ್ಣೆ
407,Salz::N,salt,ಉಪ್ಪು
408,Suppe::N,súpa,ಎಸರು
409,Honig::N,hunang,ಮಧು
410,Milch::N,mjólk,ಹಾಲು
411,Tee::N,te,ಚಹ
412,Leder::N,skinn,ಚಕ್ಕಳ
413,Wolle::N,ull,ಉಣ್ಣೆ
414,Stoff::N,dúkur,ಬಟ್ಟೆ
415,Nadel::N,nál,ಸೂಜಿ
416,Faden::N,þráður,ದಾರ
417,Knopf::N,tala,ಗುಂಡು
418,Knopf::N,hnappur,ಗುಂಡು
419,Knoten::N,hnútur,ಗಂಟು
420,Farbe::N,málning,ಬಣ್ಣ
421,Kleidung::N,búningur,ಅರಿವೆ
422,Kleidung::N,klæðnaður,ಅರಿವೆ
423,Hemd::N,skyrta,ಅಂಗಿ
424,Kragen::N,kragi,ಕುತ್ತಿಗೆಪಟ್ಟಿ
425,Kragen::N,flibbi,ಕುತ್ತಿಗೆಪಟ್ಟಿ
426,Ärmel::N,ermi,ತೋಳು
427,Hose::N,buxur,ಇಜಾರ
428,Gürtel::N,belti,ಬೆಲ್ಟು
429,Mütze::N,húfa,ಟೋಪಿ
430,Schuh::N,skór,ಪಾದರಕ್ಷೆ
431,Stiefel::N,stígvél,ಬೂಟು
432,Ring::N,hringur,ಉಂಗುರ
433,Band::N,band,ರಿಬ್ಬನ್
434,Kamm::N,greiða,ಹಣಿಗೆ
435,Spiegel::N,spegill,ಕನ್ನಡಿ
436,Riemen::N,ól,ಬಾರು
437,Riemen::N,reim,ಬಾರು
438,Schnur::N,snúra,ಹುರಿ
439,Leine::N,band,ಹಗ್ಗ
440,Decke::N,teppi,ಕಂಬಳಿ
441,Kissen::N,koddi,ದಿಂಬು
442,Tuch::N,klútur,ಕೊರಳ ಬಟ್ಟೆ
443,Handtuch::N,þurrka,ಚೌಕ
444,Handtuch::N,handklæði,ಚೌಕ
445,Kraft::N,afl,ಬಲ
446,Kraft::N,kraftur,ಬಲ
447,Stärke::N,styrkur,ಶಕ್ತಿ
448,Gesundheit::N,heilsa,ಆರೋಗ್ಯ
449,Gesundheit::N,heilbrigði,ಆರೋಗ್ಯ
450,Krankheit::N,sjúkdómur,ರೋಗ
451,Schmerz::N,sársauki,ನೋವು
452,Wunde::N,sár,ಗಾಯ
453,Fieber::N,hitasótt,ಜ್ವರ
454,Arznei::N,lyf,ಔಷಧ
455,Brücke::N,brú,ಸೇತುವೆ
456,Brunnen::N,brunnur,ಬಾವಿ
457,Weide::N,hagi,ಗೋಮಾಳ
458,Pfad::N,stígur,ದಾರಿ
459,Weg::N,vegur,ಹಾದಿ
460,Straße::N,gata,ರಸ್ತೆ
461,Straße::N,stræti,ರಸ್ತೆ
462,Dorf::N,þorp,ಹಳ್ಳಿ
463,Stadt::N,borg,ಪಟ್ಟಣ
464,Brief::N,bréf,ಕಾಗದ
465,Buch::N,bók,ಪುಸ್ತಕ
466,Buchstabe::N,bókstafur,ಅಕ್ಷರ
467,Zeitung::N,dagblað,ವಾರ್ತಾಪತ್ರಿಕೆ
468,Leben::N,líf,ಜೀವನ
469,Tod::N,dauði,ಮರಣ
470,Grab::N,gröf,ಗೋರಿ
471,Kirche::N,kirkja,ಚರ್ಚು
472,Sünde::N,synd,ಪಾಪ
473,Gott::N,guð,ದೇವರು
474,Arbeiter::N,verkamaður,ಕೆಲಸಗಾರ
475,Chef::N,yfirmaður,ದಣಿ
476,Meister::N,meistari,ಶಿಕ್ಷಕ
477,Arzt::N,læknir,ವೈದ್ಯ
478,Lehrer::N,kennari,ಉಪಾಧ್ಯಾಯ
479,Geld::N,peningar,ಹಣ
480,Geschäft::N,viðskipti,ವಾಣಿಜ್ಯ
481,Laden::N,búð,ಅಂಗಡಿ
482,Laden::N,verslun,ಅಂಗಡಿ
483,Preis::N,verð,ಬೆಲೆ
484,Ware::N,vara,ಸರಕು
485,Nutzen::N,gagn,ಲಾಭ
486,Reichtum::N,auður,ಸಂಪತ್ತು
487,Welt::N,veröld,ಭೂಲೋಕ
488,Land::N,land,ದೇಶ
489,Staat::N,ríki,ರಾಜ್ಯ
490,König::N,konungur,ರಾಜ
491,Macht::N,vald,ಅಧಿಕಾರ
492,Grenze::N,landamæri,ಗಡಿ
493,Krieg::N,stríð,ಯುದ್ಧ
494,Feind::N,fjandmaður,ಶತ್ರು
495,Gewalt::N,ofbeldi,ಹಿಂಸೆ
496,Kampf::N,bardagi,ಹೋರಾಟ
497,Bogen[Waffe]::N,bogi,ಬಿಲ್ಲು
498,Pfeil::N,ör,ಅಂಬು
499,Gewehr::N,byssa,ಬಂದೂಕು
500,Fehler::N,villa,ತಪ್ಪು
501,Lüge::N,lygi,ಸುಳ್ಳು
502,Schaden::N,skemmd,ಹಾನಿ
503,Unglück::N,óhamingja,ಅಪಾಯ
504,Schuld::N,sök,ದೋಷ
505,Alter::N,aldur,ಮುಪ್ಪು
506,Schluss::N,lok,ಮುಕ್ತಾಯ
507,Schluss::N,endir,ಮುಕ್ತಾಯ
508,Zeit::N,tími,ಕಾಲ
509,Tag::N,dagur,ದಿನ
510,Morgen::N,morgunn,ಮುಂಜಾನೆ
511,Mittag::N,hádegi,ನಡುಹಗಲು
512,Abend::N,kvöld,ಸಂಜೆ
513,Nacht::N,nótt,ರಾತ್ರಿ
514,Woche::N,vika,ವಾರ
515,Monat::N,mánuður,ತಿಂಗಳು
516,Jahr::N,ár,ಸಂವತ್ಸರ
517,Frühling::N,vor,ವಸಂತ
518,Sommer::N,sumar,ಬಿಸಿಲುಕಾಲ
519,Herbst::N,haust,ಶರತ್ಕಾಲ
520,Winter::N,vetur,ಚಳಿಗಾಲ
521,Januar::N,janúar,ನಾಲ್ಚಳಿ
522,Februar::N,február,ಅಯ್ಚಳಿ
523,März::N,mars,ಮೊಬ್ಬೇಸಿಗೆ
524,April::N,apríl,ಇಬ್ಬೇಸಿಗೆ
525,Mai::N,maí,ಮುಬ್ಬೇಸಿಗೆ
526,Juni::N,júní,ಮೊಮ್ಮಳೆ
527,Juli::N,júlí,ಇಮ್ಮಳೆ
528,August::N,ágúst,ಮುಮ್ಮಳೆ
529,September::N,september,ನಾಲ್ಮಳೆ
530,Oktober::N,október,ಮೊಚ್ಚಳಿ
531,November::N,nóvember,ಇಚ್ಚಳಿ
532,Dezember::N,desember,ಮುಚ್ಚಳಿ
533,Montag::N,mánudagur,ಸೋಮುವಾರ
534,Dienstag::N,þriðjudagur,ಮಂಗಳವಾರ
535,Mittwoch::N,miðvikudagur,ಬುಧವಾರ
536,Donnerstag::N,fimmtudagur,ಗುರುವಾರ
537,Freitag::N,föstudagur,ಶುಕ್ರವಾರ
538,Samstag::N,laugardagur,ಶನಿವಾರ
539,Sonntag::N,sunnudagur,ಭಾನುವಾರ
540,groß::A,stór,ದೊಡ್ಡ
541,klein::A,lítill,ಪುಟ್ಟ
542,lang::A,langur,ದೀರ್ಘ
543,kurz::A,stuttur,ಚಕ್ಕ
544,breit::A,breiður,ಅಗಲವಾದ
545,schmal::A,mjór,ಇಕ್ಕಟ್ಟಾದ
546,dicht::A,þéttur,ದಟ್ಟ
547,dick[Gegenstand]::A,þykkur,ದಟ್ಟ
548,dünn::A,þunnur,ತೆಳು
549,fein::A,fíngerður,ಕೋಮಲ
550,fest::A,fastur,ಘನ
551,flach::A,flatur,ಚಪ್ಪಟೆ
552,glatt::A,háll,ನಯ
553,glatt::A,sléttur,ನಯ
554,hart::A,harður,ಗಟ್ಟಿ
555,weich::A,mjúkur,ಮೃದುವಾದ
556,rund::A,kringlóttur,ವರ್ತುಳ
557,spitz::A,oddhvass,ಮೊನಚಾದ
558,scharf::A,beittur,ತೀಕ್ಷ್ಣ
559,stumpf::A,bitlaus,ಮೊಂಡು
560,schwer::A,þungur,ಭಾರಿ
561,schön::A,fagur,ಸುಂದರ
562,schön::A,fallegur,ಸುಂದರ
563,heiß::A,heitur,ಬಿಸಿ
564,warm::A,hlýr,ಬಿಸಿ
565,warm::A,heitur,ಬಿಸಿ
566,kalt::A,kaldur,ತಣ್ಣನೆಯ
567,kühl::A,svalur,ತಂಪಾದ
568,frisch::A,frískur,ನಿರ್ಮಲ
569,feucht::A,rakur,ಒದ್ದೆಯಾದ
