,Concept_ID,mrj,ro
202,Laus::N,ти,păduche
203,Mücke::N,кужнер,țânțar
204,Mücke::N,кужынер,țânțar
205,Fliege::N,шӹнгӓ,muscă
206,Schmetterling::N,лӹпӹ,fluture
207,Beere::N,мöр,boabă
208,Apfel::N,олма,măr
209,Pilz::N,понгы,burete
210,Pilz::N,понгы,ciupercă
211,Zwiebel::N,охыра,ceapă
212,Saat::N,нӱшмӹ,semănătură
213,Saat::N,нӱшмӱ,semănătură
214,Korn::N,пӹрцӹ,grâu
215,Heu::N,шуды,fân
216,Schale::N,аваха,coajă
217,Schale::N,карлангы,coajă
218,Grube::N,йӓм,groapă
219,Falle::N,лӱдӹ,cursă
220,Falle::N,лӱдӹ,capcană
221,Falle::N,лӱдӹш,cursă
222,Falle::N,лӱдӹш,capcană
223,Schlinge::N,онгы,laț
224,Spur::N,кишӓ,dâră
225,Asche::N,ломых,cenușă
226,Asche::N,ломпыж,cenușă
227,Dreck::N,лявӹрӓ,noroi
228,Dreck::N,лявӹрӓ,murdărie
229,Eisen::N,кӹртни,fier
230,Gold::N,шöртни,aur
231,Gold::N,шöртньӹ,aur
232,Silber::N,ши,argint
233,Kohle::N,шӱ,cărbune
234,Glas::N,охоница,sticlă
235,Lehm::N,шун,lut
236,Lehm::N,шун,humă
237,Sand::N,ошма,nisip
238,Mensch::N,эдем,om
239,Mensch::N,эдем,persoană
240,Mann::N,пӱэргӹ,om
241,Mann::N,пӱэргӹ,bărbat
242,Frau::N,ӹдӹрӓмӓш,femeie
243,Kind::N,ӓзӓ,copil
244,Kind::N,шачшы,copil
245,Junge::N,рвезӹ,băiat
246,Junge::N,рвезӹ,flăcău
247,Junge::N,ӹрвезӹ,băiat
248,Junge::N,ӹрвезӹ,flăcău
249,Mädchen::N,ӹдӹрӓш,fată
250,Familie::N,йиш,familie
251,Familie::N,семня,familie
252,Großvater::N,тьоти,bunic
253,Großvater::N,тьоти,tată mare
254,Großmutter::N,папа,bunică
255,Großmutter::N,папа,mamă mare
256,Eltern::N,ӓтя-ӓвӓ,părinți
257,Vater::N,ӓтя,tată
258,Vater::N,ӓтя,părinte
259,Mutter::N,ӓвӓ,mamă
260,Sohn::N,эргӹ,fiu
261,Sohn::N,эргӹ,fecior
262,Tochter::N,ӹдӹр,fiică
263,Bruder::N,ӹза,frate
264,Schwester::N,ӓкӓ,soră
265,Onkel::N,кугуза,unchi
266,Tante::N,куака,mătușă
267,Ehemann::N,мары,soț
268,Ehemann::N,мары,bărbat
269,Ehefrau::N,вӓтӹ,soție
270,Freude::N,ӹвӹртӹмӓш,bucurie
271,Gelächter::N,ваштылмаш,râset
272,Glück::N,пиӓл,fericire
273,Kummer::N,ясы,mâhnire
274,Wunsch::N,охата,dorință
275,Wunsch::N,охата,deziderat
276,Wunsch::N,шанымаш,dorință
277,Wunsch::N,шанымаш,deziderat
278,Lust::N,шӓр,poftă
279,Lust::N,шӓр,înclinare
280,Lust::N,охата,poftă
281,Lust::N,охата,înclinare
282,Lust::N,шанымаш,poftă
283,Lust::N,шанымаш,înclinare
284,Geist::N,тух,duh
285,Geist::N,тух,minte
286,Geist::N,тух,suflet
287,Gedanke::N,шанымаш,gând
288,Gedanke::N,шанымаш,cuget
289,Gedächtnis::N,ӓш,memorie
290,Verstand::N,ыш,minte
291,Verstand::N,ыш,intelect
292,Sinn::N,кын,sens
293,Sinn::N,кын,înțeles
294,Grund::N,вир,cauză
295,Grund::N,вир,pricină
296,Wahrheit::N,тöр,adevăr
297,Gespräch::N,хытырымаш,convorbire
298,Gespräch::N,хытырымаш,conversație
299,Märchen::N,ямак,basm
300,Märchen::N,ямак,poveste
301,Erzählung::N,шайыштмаш,poveste
302,Nachricht::N,увертӓрӹмӓш,veste
303,Neuigkeit::N,увер,noutate
304,Neuigkeit::N,увер,actualitate
305,Name::N,лӹм,nume
306,Rätsel::N,тышты,ghicitoare
307,Rede::N,шая,discurs
308,Rede::N,шамак,discurs
309,Sprache::N,йӹлмӹ,limbă
310,Sprache::N,йӹлмӹ,limbaj
311,Stimme::N,юк,glas
312,Wort::N,шамак,cuvânt
313,Zeichen::N,палӹ,semn
314,Zeichen::N,палӹ,semnal
315,Ruf::N,сӹгӹрӹмӓш,chemare
316,Lärm::N,юкланымащ,zgomot
317,Lärm::N,юкланымащ,tărăboi
318,Laut::N,юк,sunet
319,Ton::N,юк,ton
320,Lied::N,мыры,cântec
321,Ruhe::N,тыр,odihnă
322,Ruhe::N,тыр,liniște
323,Leute::N,эдемвлӓ,lume
324,Leute::N,эдемвлӓ,oameni
325,Volk::N,халык,popor
326,Volk::N,халык,națiune
327,Arbeit::N,пӓшӓ,lucru
328,Gast::N,хына,musafir
329,Geschenk::N,подарка,dar
330,Geschenk::N,подарка,cadou
331,Spiel::N,мадыш,joc
332,Gesellschaft::N,йӓл,societate
333,Gesellschaft::N,йӓлвлӓ,societate
334,Hilfe::N,палшык,ajutor
335,Freund::N,тӓнг,amic
336,Freund::N,тӓнг,prieten
337,Kamerad::N,тос,tovarăș
338,Angelegenheit::N,дела,afacere
339,Angelegenheit::N,йела,afacere
340,Angelegenheit::N,йыла,afacere
341,Angelegenheit::N,пӓшӓ,afacere
342,Anzahl::N,шот,număr
343,Anzahl::N,шот,cantitate
344,Art::N,цӹре,fel
345,Art::N,цӹре,specie
346,Stück::N,лаштык,bucată
347,Teil::N,пай,parte
348,Teil::N,пай,porție
349,Teil::N,часть,parte
350,Teil::N,часть,porție
351,Hälfte::N,пел,jumătate
352,Kreis::N,тӹртӹш,cerc
353,Kreuz::N,крестӹ,cruce
354,Abstand::N,ло,distanță
355,Abstand::N,ло,depărtare
356,Entfernung::N,ло,distanță
357,Entfernung::N,ло,depărtare
358,Gegend::N,вӓр,regiune
359,Platz::N,вӓр,loc
360,Ort::N,вӓр,loc
361,Seite::N,öрдӹж,latură
362,Mitte::N,ло,centru
363,Gegenstand::N,хӓдӹр,obiect
364,Sache::N,хӓдӹр,lucru
365,Sache::N,хӓдӹр,chestie
366,Rand::N,шöр,bordură
367,Kante::N,шöр,muchie
368,Kante::N,шöр,bordură
369,Ecke::N,лык,colț
370,Spitze::N,вуй,vârf
371,Spitze::N,вуй,creștet
372,Ende::N,вуй,capăt
373,Ende::N,мычаш,capăt
374,Loch::N,ыраж,gaură
375,Winkel::N,лык,colț
376,Muster::N,тӹрлец,desen
377,Größe::N,кӱкшӹц,mărime
378,Länge::N,кыт,lungime
379,Höhe::N,кӱкшӹц,înălțime
380,Gewicht::N,нелӹц,greutate
381,Menge::N,шот,cantitate
382,Haufen::N,ара,grămadă
383,Reihe::N,ряд,șir
384,Reihe::N,ряд,rând
385,Boot::N,пыш,barcă
386,Boot::N,пыш,luntre
387,Ruder::N,вешлӓ,vâslă
388,Ruder::N,вешлӓ,lopată
389,Schlitten::N,тир,sanie
390,Ski::N,ечӹ,schi
391,Lagerfeuer::N,тыл,foc de tabără
392,Last::N,нелӹц,povară
393,Last::N,нелӹц,sarcină
394,Gang::N,ход,mers
395,Gang::N,ход,umblet
396,Schritt::N,ашкыл,pas
397,Norden::N,йыдпелвел,nord
398,Norden::N,йыдпелвел,miazănoapte
399,Süden::N,кечӹвӓлвел,sud
400,Süden::N,кечӹвӓлвел,miazăzi
401,Westen::N,кечӹ шӹцмӹ,apus
402,Osten::N,ирвел,est
403,Osten::N,ирвел,răsărit
404,Osten::N,кечӹ лӱлтмӹ,est
405,Osten::N,кечӹ лӱлтмӹ,răsărit
406,Holz::N,пушӓнгӹ,lemn
407,Brett::N,ханга,scândură
408,Platte::N,плитӓ,placă
409,Stütze::N,цӓрӓк,proptea
410,Stange::N,равы,bară
411,Stange::N,равы,prăjină
412,Stange::N,намаш,bară
413,Stange::N,намаш,prăjină
414,Stock::N,панды,băț
415,Stock::N,панды,baston
416,Stab::N,равы,baston
417,Stab::N,равы,prăjină
418,Rohr::N,пыч,tub
419,Rohr::N,пыч,țeavă
420,Haus::N,пöрт,casă
421,Heim::N,пöрт,casă
422,Heim::N,пöрт,cămin
423,Ofen::N,камака,sobă
424,Fußboden::N,седӹрӓ,podea
425,Fußboden::N,седӹрӓ,dușumea
426,Tisch::N,стöл,masă
427,Stuhl::N,пöкен,scaun
428,Wiege::N,шипкӓ,leagăn
429,Bett::N,койка,pat
430,Bett::N,кравать,pat
431,Regal::N,полицӓ,rafturi
432,Kiste::N,шӱ́ндӹк,ladă
433,Kiste::N,шӱ́ндӹк,cutie
434,Fenster::N,окня,fereastră
435,Tür::N,амаса,ușă
436,Tor::N,хапка,poartă
437,Zaun::N,забор,gard
438,Dach::N,левӓш,acoperiș
439,Leiter::N,ташкалтыш,scară
440,Besen::N,сало,mătură
441,Besen::N,салко,mătură
442,Spaten::N,кольмы,cazma
443,Spaten::N,кольмы,hârleț
444,Schaufel::N,лоток,lopată
445,Gabel::N,ви́лка,furculiță
446,Löffel::N,савала,lingură
447,Messer::N,кӹзӹ,cuțit
448,Nagel::N,пыда,cui
449,Netz::N,вӓпш,plasă
450,Haken::N,крӱк,cârlig
451,Haken::N,кагак,cârlig
452,Griff::N,кычем,mâner
453,Schloss::N,замок,lacăt
454,Schloss::N,сыравач,lacăt
455,Bild::N,картин,tablou
456,Bild::N,картин,imagine
457,Figur::N,кӓн,chip
458,Figur::N,кӓн,figură
459,Puppe::N,поханя,păpușă
460,Beutel::N,мешӓк,pungă
461,Beutel::N,мешӓк,săculeț
462,Bündel::N,топ,mănunchi
463,Bündel::N,пидӹш,mănunchi
464,Bündel::N,кӹлдӹш,mănunchi
465,Tasche::N,сумкы,geantă
466,Eimer::N,ведӹрӓ,găleată
467,Deckel::N,комдыш,capac
468,Geschirr::N,ӓтӹ,vase
469,Geschirr::N,ӓтӹ,tacâmuri
470,Sack::N,мешӓк,sac
471,Tasse::N,цӓшкӓ,ceașcă
472,Topf::N,ми́ска,oală
473,Kessel::N,пад,cazan
474,Kessel::N,пад,căldare
475,Essen::N,качкыш,mâncare
476,Essen::N,качкыш-йӱш,mâncare
477,Nahrung::N,качкыш,hrană
478,Nahrung::N,качкыш,aliment
479,Nahrung::N,качкыш-йӱш,hrană
480,Nahrung::N,качкыш-йӱш,aliment
481,Speise::N,няня,bucate
482,Speise::N,няня,fel de bucate
483,Fleisch::N,пай,carne
484,Getreide::N,киндӹ,cereale
485,Brei::N,шӹрӓш,pireu
486,Brot::N,сыкыр,pâine
487,Scheibe::N,ламыт,felie
488,Scheibe::N,ламыт,bucată
489,Scheibe::N,лаштык,felie
490,Scheibe::N,лаштык,bucată
491,Fett::N,кая,untură
492,Fett::N,кая,grăsime
493,Butter::N,ӱ,unt
494,Öl::N,ӱ,ulei
495,Salz::N,санзал,sare
496,Suppe::N,лем,supă
497,Suppe::N,лем,ciorbă
498,Honig::N,мӱ,miere
499,Milch::N,шӹшер,lapte
500,Tee::N,чӓй,ceai
501,Leder::N,шарга,piele
502,Leder::N,кавашты,piele
503,Wolle::N,миж,lână
504,Stoff::N,матер,stofă
505,Stoff::N,матери,stofă
506,Nadel::N,им,ac
507,Faden::N,шӹртӹ,ață
508,Knopf::N,полдыш,buton
509,Knoten::N,пӱкшем,nod
510,Farbe::N,чиӓ,vopsea
511,Farbe::N,крӓскӓ,vopsea
512,Kleidung::N,выргем,haine
513,Kleidung::N,выргем,îmbrăcăminte
514,Hemd::N,тыгыр,cămașă
515,Kragen::N,шӱ,guler
516,Ärmel::N,шокш,mânecă
517,Hose::N,ялаш,pantaloni
518,Gürtel::N,ӹштӹ,cordon
519,Mütze::N,упш,șapcă
520,Schuh::N,ту́фльы,gheată
521,Stiefel::N,кем,cizmă
522,Ring::N,шӓргӓш,inel
523,Ring::N,шӓргӓш,verigă
524,Band::N,лемтӓ,panglică
525,Band::N,лемтӓ,șiret
526,Kamm::N,шерге,pieptene
527,Spiegel::N,тӹгӹр,oglindă
528,Riemen::N,прӓжӓ,curea
529,Schnur::N,кӓндӹра,funie
530,Schnur::N,кӓндӹра,sfoară
531,Leine::N,керем,lesă
532,Leine::N,керем,curea
533,Decke::N,одеял,pătură
534,Kissen::N,кӹпцӹк,pernă
535,Tuch::N,савыц,batic
536,Handtuch::N,шӹргӹсавыц,prosop
537,Handtuch::N,шӹргӹсавыц,ștergar
538,Handtuch::N,шӹргӹмсавыц,prosop
539,Handtuch::N,шӹргӹмсавыц,ștergar
540,Kraft::N,ви,forță
541,Kraft::N,ви,putere
542,Stärke::N,ви,tărie
543,Stärke::N,ви,vigoare
544,Gesundheit::N,шу,sănătate
545,Gesundheit::N,шулык,sănătate
546,Krankheit::N,мыж,boală
547,Krankheit::N,мыж,maladie
548,Schmerz::N,карштыш,durere
549,Wunde::N,шушыр,rană
550,Fieber::N,ӱштӹмыж,febră
551,Arznei::N,лекӓрцӹ,leac
552,Arznei::N,лекӓрцӹ,medicament
553,Brücke::N,кӹвер,pod
554,Brücke::N,кӹвер,punte
555,Brunnen::N,вӹдсӹнзӓ,puț
556,Weide::N,ныр,izlaz
557,Weide::N,ныр,pășune
558,Pfad::N,ялгорны,cărare
559,Weg::N,корны,drum
560,Straße::N,корны,cale
561,Straße::N,корны,stradă
562,Dorf::N,сола,sat
563,Stadt::N,города,oraș
564,Brief::N,сирмӓш,scrisoare
565,Buch::N,книгӓ,carte
566,Buchstabe::N,буква́,literă
567,Buchstabe::N,буква́,caracter
568,Zeitung::N,газет,ziar
569,Zeitung::N,газет,gazetă
570,Zeitung::N,кайзет,ziar
571,Zeitung::N,кайзет,gazetă
572,Leben::N,житя,viață
573,Tod::N,смöрт,moarte
574,Grab::N,шӹгер,groapă
575,Grab::N,шӹгер,mormânt
576,Grab::N,мыгилӓ,groapă
577,Grab::N,мыгилӓ,mormânt
578,Grab::N,шӹгерлӓ,groapă
579,Grab::N,шӹгерлӓ,mormânt
580,Kirche::N,церкӹ,biserică
581,Sünde::N,сулык,păcat
582,Gott::N,йымы,zeu
583,Arbeiter::N,пӓшӓзӹ,muncitor
584,Chef::N,вуй,șef
585,Meister::N,мастар,meșter
586,Meister::N,мастар,maestru
587,Arzt::N,доктор,medic
588,Arzt::N,доктор,doctor
589,Lehrer::N,тымдышы,profesor
590,Lehrer::N,тымдышы,învățător
591,Geld::N,окса,bani
592,Geld::N,окса,parale
593,Geschäft::N,торге́йӹмӓш,treabă
594,Geschäft::N,торге́йӹмӓш,afacere
595,Laden::N,лапка,magazin
596,Laden::N,лапка,prăvălie
597,Laden::N,магазин,magazin
598,Laden::N,магазин,prăvălie
599,Preis::N,ӓк,preț
600,Ware::N,товар,marfă
601,Nutzen::N,пайда,folos
602,Nutzen::N,пайда,profit
603,Reichtum::N,перке,avuție
604,Reichtum::N,перке,bogăție
605,Welt::N,сӓндӓлӹк,lume
606,Welt::N,свет,lume
607,Land::N,сӓндӓлӹк,țară
608,Staat::N,кугижӓншӹ,stat
609,König::N,король,rege
610,Macht::N,власть,putere
611,Macht::N,власть,putință
612,Grenze::N,пӹсмӓн,hotar
613,Grenze::N,пӹсмӓн,graniță
614,Grenze::N,пӹсмӓн,frontieră
615,Krieg::N,вырсы,război
616,Feind::N,тышман,dușman
617,Gewalt::N,ви,violență
618,Kampf::N,кредӓлмӓш,luptă
619,Bogen[Waffe]::N,янгеж,arc
620,Pfeil::N,пикш,săgeată
621,Gewehr::N,пичӓл,armă
622,Gewehr::N,пичӓл,pușcă
623,Fehler::N,самынь,eroare
624,Fehler::N,самынь,greșeală
625,Lüge::N,шая,minciună
626,Schaden::N,вре́дӓ,daună
627,Schaden::N,вре́дӓ,pagubă
628,Unglück::N,пёда,nenorocire
629,Unglück::N,тымаша,nenorocire
630,Schuld::N,вуйнамат,vină
631,Alter::N,иӓш,etate
632,Alter::N,иӓш,vârstă
633,Alter::N,игечӹ,etate
634,Alter::N,игечӹ,vârstă
635,Schluss::N,пӹтӓртӹш,sfârșit
636,Zeit::N,веремӓ,timp
637,Zeit::N,веремӓ,vreme
638,Tag::N,кечӹ,zi
639,Morgen::N,ир,dimineață
640,Morgen::N,ирок,dimineață
641,Mittag::N,кечӹвӓл,prânz
642,Mittag::N,кечӹвӓл,amiază
643,Abend::N,вады,seară
644,Nacht::N,йыд,noapte
645,Woche::N,ӓрня,săptămână
646,Monat::N,тӹ́лзӹ,lună
647,Jahr::N,год,an
648,Frühling::N,шошым,primăvară
649,Sommer::N,кӓнгӹж,vară
650,Herbst::N,шӹжӹ,toamnă
651,Winter::N,тел,iarnă
652,Winter::N,телӹ,iarnă
653,Januar::N,январ,ianuarie
654,Januar::N,январь,ianuarie
655,Februar::N,февраль,februarie
656,März::N,март,martie
657,April::N,апрель,aprilie
658,Mai::N,май,mai
659,Juni::N,июнь,iunie
660,Juli::N,июль,iulie
661,August::N,август,august
662,September::N,сентябрь,septembrie
663,Oktober::N,октябрь,octombrie
664,November::N,ноябрь,noiembrie
665,Dezember::N,декавыр,decembrie
666,Montag::N,шачмы,luni
667,Dienstag::N,кышкыжмы,marți
668,Mittwoch::N,вӹрчегӹ,miercuri
669,Donnerstag::N,изӓрня,joi
670,Freitag::N,когарня,vineri
671,Samstag::N,кукшыгечӹ,sâmbătă
672,Sonntag::N,рушӓрня,duminică
673,groß::A,кого,mare
674,klein::A,изи,mic
675,lang::A,кужы,lung
676,kurz::A,кӹтӹк,scurt
677,breit::A,кымда,lat
678,breit::A,кымда,larg
679,schmal::A,ӓнгӹсӹр,strâmt
680,dicht::A,шӹре,des
681,dick[Gegenstand]::A,кӹжгӹ,gros
682,dünn::A,вӹцкӹж,subțire
683,fein::A,пыльга,fin
684,fein::A,пыльга,subțire
685,fest::A,цаткыды,tare
686,fest::A,цаткыды,solid
687,flach::A,тӓлякӓ,șes
688,flach::A,тӓлякӓ,plan
689,glatt::A,ягылгы,lins
690,hart::A,пингӹдӹ,dur
691,weich::A,пышкыды,moale
692,rund::A,тӹртӹш,rotund
693,rund::A,тӹртӹш,circular
694,spitz::A,кашар,ascuțit
695,scharf::A,кашар,tăios
696,scharf::A,кашар,ascuțit
697,stumpf::A,нӹшкӹ,tocit
698,schwer::A,нелӹ,greu
699,schön::A,цевер,frumos
700,schön::A,олмыдшы,frumos
701,heiß::A,шокшы,cald
702,heiß::A,шокшы,fierbinte
703,warm::A,шокшы,cald
704,warm::A,шокшы,fierbinte
705,kalt::A,ӱштӹ,rece
706,kühl::A,юалгы,rece
707,kühl::A,юалгы,răcoros
708,kühl::A,йонгата,rece
709,kühl::A,йонгата,răcoros
710,frisch::A,йонгата,răcoros
711,frisch::A,йонгата,proaspăt
712,feucht::A,ӹлӹкшӹ,umed
713,feucht::A,ӹлӹкшӹ,jilav
714,feucht::A,вӹдӹжгӹ,umed
715,feucht::A,вӹдӹжгӹ,jilav
716,nass::A,начкы,ud
717,trocken::A,кукшы,sec
718,trocken::A,кукшы,uscat
719,voll::A,темшӹ,plin
720,voll::A,темыман,plin
721,leer::A,йӓрӓ,gol
722,offen::A,виш,deschis
723,geschlossen::A,чӱчмӹ,închis
724,geschlossen::A,тӹкӹлӓлтшӹ,închis
725,sauber::A,ире,curat
726,schmutzig::A,шоран,murdar
727,schmutzig::A,лявӹрӓн,murdar
728,schmutzig::A,шорангшы,murdar
729,roh::A,пеле кӱшӹ,crud
730,reif::A,кӱшӹ,copt
731,lecker::A,тотан,gustos
732,süß::A,мӱӓн,dulce
733,bitter::A,качы,amar
734,sauer::A,шапы,acru
735,hell::A,соты,clar
736,hell::A,соты,luminos
737,hell::A,валгыды,clar
738,hell::A,валгыды,luminos
739,dunkel::A,пӹц,obscur
740,dunkel::A,пӹц,întunecos
741,dunkel::A,пӹцкемӹш,obscur
742,dunkel::A,пӹцкемӹш,întunecos
743,schwarz::A,шим,negru
744,weiß::A,ош,alb
745,weiß::A,ошы,alb
746,rot::A,якшаргы,roșu
747,gelb::A,сар,galben
748,gelb::A,сары,galben
749,blau::A,симсӹ,albastru
750,grün::A,ыжар,verde
751,grau::A,луды,gri
752,grau::A,луды,cenușiu
753,bunt::A,ала,colorat
754,billig::A,шулдаш,ieftin
755,teuer::A,шергӹ,scump
756,teuer::A,шергӓкӓн,scump
757,wertvoll::A,ӓкӓн,prețios
758,blind::A,слöпöй,orb
759,blind::A,сльöпöй,orb
760,taub::A,тӱтӱк,surd
761,kräftig::A,виӓн,tare
762,kräftig::A,виӓн,forte
763,kräftig::A,виӓн,robust
764,stark::A,виӓн,viguros
765,stark::A,виӓн,puternic
766,schwach::A,шава,slab
