,Concept_ID,he,br
794,rauschen::V,רשרש,trouzal
795,klingen::V,נשמע,seniñ
796,bellen::V,נבח,harzhal
797,heulen::V,ילל,yudal
798,blasen::V,נשף,c'hwezhañ
799,pfeifen::V,שרק,c'hwitellat
800,schreien::V,צעק,huchal
801,stöhnen::V,נאנק,hirvoudiñ
802,zittern::V,רעד,krenañ
803,leben::V,חי,bevañ
804,geboren werden::V,נולד,genel
805,atmen::V,נשם,tennañ e anal
806,trinken::V,שתה,evañ
807,essen::V,אכל,debriñ
808,schlucken::V,בלע,lonkañ
809,müde werden::V,התעיף,skuizhañ
810,einschlafen::V,נרדם,menel kousket
811,schlafen::V,ישן,kousket
812,aufwachen::V,התעורר,dihuniñ
813,aufstehen::V,קם,sevel
814,sich erholen::V,נפש,diskuizhañ
815,krank werden::V,חלה,klañviñ
816,krank sein::V,היה חולה,bezañ klañv
817,schmerzen::V,כאב,skourjezañ
818,husten::V,השתעל,pasaat
819,husten::V,השתעל,peudal
820,genesen::V,הבריא,pareañ
821,sterben::V,מת,mervel
822,umkommen::V,נספה,perisañ
823,sich bewegen::V,נע,bouljal
824,sich rühren::V,זז,fiñval
825,sich erheben::V,קם,sevel
826,sich setzen::V,התישב,azezañ
827,sich setzen::V,התישב,mont en e goazez
828,hinfallen::V,נפל,kouezhañ
829,laufen::V,הלך ברגל,redek
830,schreiten::V,פסע,kerzhet
831,spazierengehen::V,טיל,pourmen
832,eilen::V,אץ,hastañ
833,eilen::V,מהר,hastañ
834,sich beeilen::V,מהר,hastañ
835,sausen::V,אץ,karzhañ
836,rennen::V,רץ,redek
837,springen::V,קפץ,lammat
838,klettern::V,טפס,krimpat
839,schaukeln::V,התנדנד,brañsellat
840,kriechen::V,זחל,skrampañ
841,schwimmen::V,שחה,neuial
842,tauchen::V,צלל,splujañ
843,rudern::V,חתר,roeñvat
844,fahren::V,נסע,kas
845,fahren::V,נסע,bleniañ
846,fliegen::V,עף,nijal
847,gehen::V,הלך,mont
848,weggehen::V,עזב,mont kuit
849,abfahren::V,יצא,mont kuit
850,anhalten::V,עצר,chom a-sav
851,hineingehen::V,נכנס,monet e-barzh
852,eintreten::V,נכנס,monet e-barzh
853,kommen::V,בא,dont
854,ankommen::V,הגיע,erruout
855,zurückkommen::V,שב,addonet
856,zurückkommen::V,חזר,addonet
857,bleiben::V,נשאר,chom
858,warten::V,חכה,gortoz
859,warten::V,המתין,gortoz
860,erwarten::V,צפה,gortoz
861,suchen::V,חפש,klask
862,finden::V,מצא,kavout
863,versuchen::V,נסה,klask
864,vorbereiten::V,הכין,aozañ
865,lieben::V,אהב,karout
866,mögen::V,אהב,karout
867,lachen::V,צחק,c'hoarzin
868,rühren::V,נגע ללב,tenerañ
869,weinen::V,בכה,gouelañ
870,schimpfen::V,גער,krozal
871,sich ärgern::V,זעם,fachañ
872,sich ärgern::V,זעם,en em fachañ
873,sich ärgern::V,כעס,fachañ
874,sich ärgern::V,כעס,en em fachañ
875,sich fürchten::V,פחד,
876,sich fürchten::V,חשש,
877,fürchten::V,פחד מ,
878,fürchten::V,חשש מ,
879,fliehen::V,ברח,tec'het
880,flüchten::V,נמלט,tuzañ
881,sehen::V,ראה,gwelet
882,anschauen::V,הביט,sellout ouzh
883,ansehen::V,התבונן,sellout ouzh
884,hören::V,שמע,klevet
885,zuhören::V,הקשיב,selaou
886,probieren::V,נסה,blasa
887,riechen::V,הריח,klevet
888,fühlen::V,חש,santout
889,scheinen::V,נדמה,diskouez bezañ
890,zu sehen sein::V,נראה,bezañ gwelus
891,vernehmen::V,נודע ל,merzhañ
892,frieren::V,קר ל,anoued
893,tun::V,פעל,ober
894,können::V,יכל,gouzout
895,wollen::V,רצה,fellout da
896,wollen::V,רצה,kaout c'hoant da
897,anfangen::V,התחיל,kregiñ
898,beenden::V,גמר,achuiñ
899,aufhören::V,סים,paouez
900,gelingen::V,הצליח,
901,geraten::V,עלה,
902,öffnen::V,פתח,digeriñ
903,schließen::V,סגר,serriñ
904,stellen::V,העמיד,lakaat
905,setzen::V,הושיב,lakaat
906,legen::V,שם,lakaat
907,berühren::V,נגע,touch
908,verbinden::V,קשר,eren
909,bedecken::V,כסה,goloiñ
910,aufhängen::V,תלה,istribilhañ
911,anzünden::V,הצית,alumiñ
912,anzünden::V,הצית,c'hwezzañ
913,aufheben::V,אסף,dastum
914,zurücklassen::V,השאיר,lezel
915,verlieren::V,אבד,koll
916,fallen lassen::V,שמט,laoskel
917,fallen lassen::V,שמט,lezel da gouezhel
918,fallen lassen::V,הפיל,laoskel
919,fallen lassen::V,הפיל,lezel da gouezhel
920,machen::V,עשה,ober
921,herstellen::V,יצר,fardañ
922,bauen::V,בנה,sevel
923,reparieren::V,תקן,adaozañ
924,verbessern::V,שפר,gwellaat
925,ändern::V,שנה,cheñch
926,graben::V,חפר,kleuzañ
927,beugen::V,כפף,plegañ
928,biegen::V,כופף,krommañ
929,drehen::V,סובב,treiñ
930,wenden::V,הפך,treiñ
931,umdrehen::V,סובב,treiñ
932,heben::V,הרים,sevel
933,hochheben::V,הרים,sevel
934,ergreifen::V,אחז,kemer
935,halten::V,החזיק,dalc'hen
936,drücken::V,לחץ,bountañ
937,schieben::V,הזיז,poulzañ
938,kratzen::V,שרט,skrabat
939,kratzen::V,שפשף,skrabat
940,lecken::V,לקק,lipat
941,beißen::V,נשך,kregiñ
942,abreißen::V,קרע,diframmañ
943,abschneiden::V,חתך,troc'hañ
944,binden::V,קשר,stagañ
945,stecken::V,תקע,sankañ
946,brechen::V,שבר,darnaouiñ
947,klopfen::V,נקש,skoiñ
948,hauen::V,הכה,dornañ
949,kleben::V,הדביק,pegañ
950,reiben::V,שפשף,taravat
951,reiben::V,שפשף,trekiñ
952,streichen::V,מרח,toazañ
953,schleifen::V,השחיז,lemmañ
954,schneiden::V,גזר,troc'hañ
955,rütteln::V,נענע,tordorosañ
956,schütteln::V,נער,hejañ
957,schwenken::V,נופף,
958,schwenken::V,טלטל,
959,schütten::V,שפך,diskargañ
960,füllen::V,מלא,kargañ
961,einwickeln::V,עטף,gronnañ
962,tragen::V,נשא,dougen
963,schleppen::V,סחב,stlejal
964,ziehen::V,משך,sachañ
965,aufbewahren::V,שמר,miret
966,werfen::V,זרק,teuler
967,fangen::V,תפס,tapañ
968,packen::V,אחז,krapat
969,verstecken::V,החביא,kuzhat
970,teilen::V,חלק,rannañ
971,schicken::V,שלח,kas
972,bringen::V,הביא,degas
973,hinzufügen::V,הוסיף,lakat ouzhpenn
974,bekommen::V,תפס,kaout
975,erhalten::V,קבל,kaout
976,nehmen::V,אחז,kemer
977,wählen::V,בחר,choaz
978,auswählen::V,בחר ב,dibab
979,bewahren::V,קים,mirout
980,behindern::V,מנע,diaezañ
981,verderben::V,מנע,lovrañ
982,beschädigen::V,הזיק,gwallegañ
983,zerbrechen::V,נשבר,torriñ
984,zerreißen::V,קרע,diroegiñ
985,zerstören::V,הרס,distrujañ
986,zerstören::V,השמיד,distrujañ
987,verbrennen::V,שרף,deviñ
988,geben::V,נתן,reiñ
989,reichen::V,העביר,
990,schenken::V,נתן במתנה,donezonañ
991,versprechen::V,הבטיח,prometiñ
992,wünschen::V,אחל,hetiñ
993,loben::V,שבח,feurmiñ
994,küssen::V,נשק,pokat
995,wiegen::V,נדנד,pouezañ
996,zudecken::V,כסה,goloiñ
997,wecken::V,עורר,dihuniñ
998,zeigen::V,הראה,diskouez
999,führen::V,הביא,kas
1000,führen::V,הוביל,kas
1001,lehren::V,למד,deskiñ
1002,unterrichten::V,למד,kelenn
1003,aufziehen::V,רומם,
1004,leiten::V,נהל,bleinañ
1005,antreiben::V,המרץ,poulzañ
1006,lassen::V,נתן,leuskel
1007,einladen::V,הזמין,pediñ
1008,vereinigen::V,אחד,unisañ
1009,vereinigen::V,לכד,unisañ
1010,besuchen::V,בקר,gweladenniñ
1011,treffen::V,פגש,kejal
1012,treffen::V,פגש,ankontrañ
1013,sich versammeln::V,התאסף,bodennañ
1014,spielen::V,שחק,c'hoari
1015,singen::V,שר,kanañ
1016,tanzen::V,רקד,dañsal
1017,sich trennen::V,נפרד,dispartiañ
1018,verlassen::V,עזב,lezel
1019,retten::V,הציל,saveteiñ
1020,bewachen::V,שמר,mesa
1021,schützen::V,אבטח,diwall
1022,verteidigen::V,הגן,difenn
1023,sich schlagen::V,התכתש,lopañ
1024,schießen::V,ירה,
1025,siegen::V,גבר,trec'hiñ
1026,siegen::V,נצח,trec'hiñ
1027,ärgern::V,עצבן,hegasiñ
1028,schlagen::V,הכה,skeiñ
1029,schlagen::V,הלקה,skeiñ
1030,treten::V,בעט,botaouiñ
1031,stechen::V,דקר,pikat
1032,stoßen::V,דחק,stokañ
1033,stehlen::V,גנב,laerezh
1034,stören::V,קטע,direnkañ
1035,stören::V,הפריע,direnkañ
1036,belästigen::V,הציק,dregasiñ
1037,belästigen::V,הטריד,dregasiñ
1038,verbergen::V,הצניע,skoachañ
1039,täuschen::V,שגע,tromplañ
1040,betrügen::V,הונה,lorbañ
1041,töten::V,הרג,lazhañ
1042,wohnen::V,גר,bezañ o chom
1043,arbeiten::V,עבד,labourat
1044,sammeln::V,אסף,dastum
1045,pflücken::V,קטף,kuntuilhañ
1046,jagen::V,צד,chaseal
1047,fischen::V,דג,pesketa
1048,fassen::V,תפס,pakañ
1049,hüten::V,רעה,geota
1050,treiben::V,הוציא,
1051,anbinden::V,קשר,stagañ
1052,füttern::V,הלעיט,boueta
1053,melken::V,חלב,goro
1054,hacken::V,קצץ,difrakal
1055,gießen::V,השקה,dourañ
1056,reifen::V,בשל,azviñ
1057,zubereiten::V,הכין,keginañ
1058,kochen::V,בשל,poazhañ
1059,backen::V,אפה,fritañ
1060,braten::V,צלה,rostañ
1061,braten::V,טגן,rostañ
1062,umrühren::V,ערבב,
1063,stricken::V,סרג,stammañ
1064,nähen::V,תפר,gwriat
1065,färben::V,צבע,livañ
1066,reinigen::V,נקה,naetañ
1067,waschen::V,רחץ,gwalc'hiñ
1068,waschen::V,כבס,gwalc'hiñ
1069,abwischen::V,נגב,torchañ
1070,spülen::V,שטף,disgwalc'hiñ
1071,fegen::V,טאטא,skubañ
1072,kehren::V,טאטא,skubañ
1073,baden::V,טבל,kouronkañ
1074,baden::V,שחה,kouronkañ
1075,sich waschen::V,התרחץ,en em walc'hiñ
1076,ausziehen::V,הוריד,
1077,anziehen::V,לבש,
1078,sich anziehen::V,התלבש,gwiskañ
1079,kämmen::V,סרק,kribat
1080,schmücken::V,קשט,kinklañ
1081,sagen::V,אמר,larêt
1082,sagen::V,אמר,lavaret
1083,sprechen::V,דבר,komz
1084,reden::V,דבר,kaozeal
1085,sich unterhalten::V,שוחח,balbotal
1086,fragen::V,שאל,goulenn
1087,bitten::V,בקש,goulenn
1088,erzählen::V,ספר,kontañ
1089,mitteilen::V,מסר,kemenn
1090,mitteilen::V,הודיע,kemenn
1091,nennen::V,קרא בשם,anviñ
1092,rufen::V,גיס,gelver
1093,rufen::V,הזמין לבוא,gelver
1094,prahlen::V,התרברב,fougeal
1095,übersetzen::V,תרגם,treiñ
1096,denken::V,חשב,soñjal
1097,glauben::V,האמין,krediñ
1098,bemerken::V,הבחין,apresevañ
1099,erkennen::V,זהה,anavout
1100,begreifen::V,קלט,meizañ
1101,begreifen::V,הבין,meizañ
1102,verstehen::V,הבין,kompren
1103,lernen::V,למד,deskiñ
1104,wissen::V,ידע,gouzout
1105,sich erinnern an::V,זכר,kaout soñj e
1106,vergessen::V,שכח,ankouaat
1107,messen::V,מדד,muzuliañ
1108,zählen::V,ספר,kontañ
1109,rechnen::V,חשב,jedañ
1110,lesen::V,קרא,lenn
1111,malen::V,ציר,livañ
1112,zeichnen::V,שרטט,tresañ
1113,schreiben::V,כתב,skrivañ
1114,besitzen::V,היה בעל של,kaout
1115,kaufen::V,קנה,prenañ
1116,kaufen::V,רכש,prenañ
1117,verkaufen::V,מכר,gwerzhañ
1118,bezahlen::V,שלם,paeañ
1119,zahlen::V,שלם,paeañ
1120,beherrschen::V,שלט,mestroniañ
1121,ertragen::V,סבל,anduriñ
