,Concept_ID,mrj,bn
108,Quelle::N,вӹдсӹнзӓ,উৎস
109,Bach::N,ӓнгӹр,ক্ষুদ্র নদী
110,Fluss::N,вӹд,নদী
111,Ufer::N,сир,উপকূল
112,Küste::N,сир,তীর
113,Festland::N,мӱлӓндӹ,ভূমি
114,Meer::N,тангыж,সমুদ্র
115,Bucht::N,вӹдъял,উপসাগর
116,Insel::N,острок,দ্বীপ
117,Blume::N,пеледӹш,ফুল
118,Gras::N,шуды,ঘাস
119,Wurzel::N,важ,শিকড়
120,Baum::N,пушӓнгӹ,গাছ
121,Stamm::N,пушӓнгӹ тӹнг,স্কন্ধ
122,Rinde::N,каргыж,বল্কল
123,Ast::N,укш,শাখা
124,Zweig::N,укш,ডাল
125,Blatt::N,листӹ,পর্ণ
126,Birke::N,куги,ভুর্জ
127,Kiefer[Baum]::N,йӓктӹ,পাইন গাছ
128,Weide[Baum]::N,уа,উইলো
129,Tanne::N,кож,দেবদারূ গাছ
130,Horn::N,шур,শিং
131,Feder::N,пын,পালক
132,Fell::N,кавашты,রোম
133,Flügel::N,шылдыр,ডানা
134,Klaue::N,кӹч,নখর
135,Kralle::N,лапа,নখর
136,Schwanz::N,пач,লেজ
137,Ei::N,мыны,ডিম
138,Nest::N,пӹжӓш,কুলায়
139,Bau::N,ыраж,ডেরা
140,Tier::N,во́льык,জন্তু
141,Herde::N,кӹтö,ঝাঁক
142,Kuh::N,ышкал,গোরু
143,Bulle::N,ӱшкӱж,বৃষ
144,Pferd::N,имни,ঘোড়া
145,Schaf::N,шарык,ভেড়া
146,Schwein::N,сасна,শূকর
147,Hund::N,пи,কুকুর
148,Katze::N,коти,বেড়াল
149,Bär::N,мöскӓ,ভল্লুক
150,Eichhörnchen::N,ур,কাঠবিড়াল
151,Elch::N,шарды,হরিণবিশেষ
152,Fuchs::N,рӹвӹж,পাঁতিশিয়াল
153,Hase::N,морен,শশক
154,Maus::N,каля,নেংটি ইঁদুর
155,Wolf::N,пирӹ,নেকড়ে
156,Vogel::N,кек,পক্ষী
157,Schwarm::N,цуца,ঝাঁক
158,Huhn::N,цӹвӹ,মোরগ
159,Hahn::N,ӓптӓн,কুক্কুট
160,Gans::N,комбы,হংসী
161,Adler::N,кучкыж,ইগল
162,Ente::N,лыды,হংসী
163,Eule::N,тымана,পেচক
164,Kranich::N,тырня,সারস
165,Kranich::N,тыртня,সারস
166,Krähe::N,лудыгарак,কাক
167,Kuckuck::N,куку,কোকিল
168,Schwan::N,йӱксӹ,মরাল
169,Fisch::N,кол,মাছ
170,Barsch::N,алангы,মৎন্যবিশেষ
171,Hecht::N,нуж,বানমাছ
172,Hecht::N,нужгол,বানমাছ
173,Schlange[Tier]::N,кӹшкы,সর্প
174,Wurm::N,шукш,কীট
175,Spinne::N,ӓнгӹремшӹ,মাকড়সা
176,Ameise::N,кыткы,পিপীলিকা
177,Laus::N,ти,উকুন
178,Mücke::N,кужнер,মশা
179,Mücke::N,кужынер,মশা
180,Fliege::N,шӹнгӓ,মাছি
181,Schmetterling::N,лӹпӹ,প্রজাপতি
182,Beere::N,мöр,বেরি
183,Apfel::N,олма,আপেল
184,Pilz::N,понгы,ছত্রক
185,Zwiebel::N,охыра,পিয়াজ
186,Saat::N,нӱшмӹ,বীজ
187,Saat::N,нӱшмӱ,বীজ
188,Korn::N,пӹрцӹ,শস্য
189,Heu::N,шуды,খড়
190,Schale::N,аваха,খোসা
191,Schale::N,карлангы,খোসা
192,Grube::N,йӓм,গর্ত
193,Falle::N,лӱдӹ,ফাঁদ
194,Falle::N,лӱдӹш,ফাঁদ
195,Schlinge::N,онгы,পাশ
196,Spur::N,кишӓ,চিহ্ন
197,Asche::N,ломых,ভস্ম
198,Asche::N,ломпыж,ভস্ম
199,Dreck::N,лявӹрӓ,ময়লা
200,Eisen::N,кӹртни,লোহা
201,Gold::N,шöртни,স্বর্ণ
202,Gold::N,шöртньӹ,স্বর্ণ
203,Silber::N,ши,রৌপ্য
204,Kohle::N,шӱ,অঙ্গার
205,Glas::N,охоница,কাচ
206,Lehm::N,шун,মৃত্তিকা
207,Sand::N,ошма,বালি
208,Mensch::N,эдем,নর
209,Mensch::N,эдем,মানুষ
210,Mann::N,пӱэргӹ,মানুষ
211,Frau::N,ӹдӹрӓмӓш,নারী
212,Kind::N,ӓзӓ,বাচ্চা
213,Kind::N,шачшы,বাচ্চা
214,Junge::N,рвезӹ,ছেলে
215,Junge::N,ӹрвезӹ,ছেলে
216,Mädchen::N,ӹдӹрӓш,মেয়ে
217,Familie::N,йиш,পরিবার
218,Familie::N,семня,পরিবার
219,Großvater::N,тьоти,মাতামহ
220,Großmutter::N,папа,মাতামহী
221,Eltern::N,ӓтя-ӓвӓ,মাতাপিতা
222,Vater::N,ӓтя,পিতা
223,Mutter::N,ӓвӓ,মাতা
224,Sohn::N,эргӹ,ছেলে
225,Tochter::N,ӹдӹр,মেয়ে
226,Bruder::N,ӹза,দাদা
227,Schwester::N,ӓкӓ,বোন
228,Schwester::N,ӓкӓ,দিদি
229,Onkel::N,кугуза,মামা
230,Tante::N,куака,মাসী
231,Ehemann::N,мары,স্বামী
232,Ehefrau::N,вӓтӹ,পত্নী
233,Freude::N,ӹвӹртӹмӓш,উল্লাস
234,Gelächter::N,ваштылмаш,হাসি
235,Glück::N,пиӓл,সুখ
236,Kummer::N,ясы,দুঃখ
237,Wunsch::N,охата,আকাঙ্ক্ষা
238,Wunsch::N,шанымаш,আকাঙ্ক্ষা
239,Lust::N,шӓр,বাসনা
240,Lust::N,охата,বাসনা
241,Lust::N,шанымаш,বাসনা
242,Geist::N,тух,আত্না
243,Gedanke::N,шанымаш,চিন্তা
244,Gedächtnis::N,ӓш,স্মরণশক্তি
245,Verstand::N,ыш,মন
246,Sinn::N,кын,পদার্থ
247,Grund::N,вир,কারণ
248,Wahrheit::N,тöр,সত্য
249,Gespräch::N,хытырымаш,কথাবার্তা
250,Märchen::N,ямак,রূপকথা
251,Erzählung::N,шайыштмаш,গল্প
252,Nachricht::N,увертӓрӹмӓш,তথ্য
253,Neuigkeit::N,увер,খবরাখবর
254,Name::N,лӹм,নাম
255,Rätsel::N,тышты,ধাঁধা
256,Rede::N,шая,বক্তৃতা
257,Rede::N,шамак,বক্তৃতা
258,Sprache::N,йӹлмӹ,ভাষা
259,Stimme::N,юк,স্বর
260,Wort::N,шамак,শব্দ
261,Zeichen::N,палӹ,প্রতীক
262,Ruf::N,сӹгӹрӹмӓш,ডাক
263,Lärm::N,юкланымащ,হৈচৈ
264,Laut::N,юк,ধ্বনি
265,Ton::N,юк,স্বর
266,Lied::N,мыры,গান
267,Ruhe::N,тыр,শান্তি
268,Leute::N,эдемвлӓ,প্রজাপুঞ্জ
269,Volk::N,халык,জাতি
270,Arbeit::N,пӓшӓ,চাকরি
271,Gast::N,хына,অতিথি
272,Geschenk::N,подарка,উপহার
273,Spiel::N,мадыш,খেলা
274,Gesellschaft::N,йӓл,সঙ্গিগণ
275,Gesellschaft::N,йӓлвлӓ,সঙ্গিগণ
276,Hilfe::N,палшык,সাহায্য
277,Freund::N,тӓнг,বন্ধু
278,Kamerad::N,тос,সঙ্গী
279,Angelegenheit::N,дела,বিষয়
280,Angelegenheit::N,йела,বিষয়
281,Angelegenheit::N,йыла,বিষয়
282,Angelegenheit::N,пӓшӓ,বিষয়
283,Anzahl::N,шот,পরিমাণ
284,Art::N,цӹре,রকম
285,Stück::N,лаштык,টুকরো
286,Teil::N,пай,অংশ
287,Teil::N,часть,অংশ
288,Hälfte::N,пел,অর্ধেক
289,Kreis::N,тӹртӹш,বৃত্ত
290,Kreuz::N,крестӹ,ক্রুশ
291,Abstand::N,ло,ফাঁক
292,Entfernung::N,ло,ব্যবধান
293,Gegend::N,вӓр,ক্ষেত্র
294,Platz::N,вӓр,জায়গা
295,Ort::N,вӓр,স্থান
296,Seite::N,öрдӹж,পার্শ্ব
297,Mitte::N,ло,মধ্য
298,Gegenstand::N,хӓдӹр,জিনিস
299,Sache::N,хӓдӹр,বস্তু
300,Rand::N,шöр,কানা
301,Kante::N,шöр,ধার
302,Ecke::N,лык,কোণ
303,Spitze::N,вуй,ডগা
304,Ende::N,вуй,প্রান্ত
305,Ende::N,мычаш,প্রান্ত
306,Loch::N,ыраж,গর্ত
307,Winkel::N,лык,কোণ
308,Muster::N,тӹрлец,নমুন্
309,Größe::N,кӱкшӹц,আয়তন
310,Länge::N,кыт,দৈর্ঘ্য
311,Höhe::N,кӱкшӹц,উচ্চতা
312,Gewicht::N,нелӹц,ওজন
313,Menge::N,шот,পরিমাণ
314,Haufen::N,ара,পুঞ্জ
315,Reihe::N,ряд,শ্রেণী
316,Boot::N,пыш,নৌকা
317,Ruder::N,вешлӓ,দাঁড়
318,Schlitten::N,тир,স্নেজ্-গাড়ি
319,Ski::N,ечӹ,শী
320,Lagerfeuer::N,тыл,অগ্নি
321,Last::N,нелӹц,বোঝা
322,Gang::N,ход,হণ্টন
323,Schritt::N,ашкыл,পদ
324,Norden::N,йыдпелвел,উত্তরদিক্
325,Süden::N,кечӹвӓлвел,দক্ষিণদিক
326,Westen::N,кечӹ шӹцмӹ,পশ্চিমদিক্
327,Osten::N,ирвел,পূর্বদিক
328,Osten::N,кечӹ лӱлтмӹ,পূর্বদিক
329,Holz::N,пушӓнгӹ,কাঠ
330,Brett::N,ханга,তক্তা
331,Platte::N,плитӓ,ফলক
332,Stütze::N,цӓрӓк,নাগদণ্ড
333,Stange::N,равы,দণ্ড
334,Stange::N,намаш,দণ্ড
335,Stock::N,панды,ছড়ি
336,Stab::N,равы,যষ্টি
337,Rohr::N,пыч,নল
338,Haus::N,пöрт,ঘর
339,Heim::N,пöрт,বাসা
340,Ofen::N,камака,স্টোভ্
341,Fußboden::N,седӹрӓ,গহতল
342,Tisch::N,стöл,মেজ
343,Tisch::N,стöл,টেবিল
344,Stuhl::N,пöкен,চেয়ার
345,Stuhl::N,пöкен,কেদারা
346,Wiege::N,шипкӓ,দোলনা
347,Bett::N,койка,শয্যা
348,Bett::N,кравать,শয্যা
349,Regal::N,полицӓ,তাক
350,Kiste::N,шӱ́ндӹк,বাক্স
351,Fenster::N,окня,জানালা
352,Tür::N,амаса,দ্বার
353,Tor::N,хапка,দ্বার
354,Zaun::N,забор,বেড়া
355,Dach::N,левӓш,ছাদ
356,Leiter::N,ташкалтыш,মই
357,Besen::N,сало,গুল্মবিশেষ
358,Besen::N,салко,গুল্মবিশেষ
359,Spaten::N,кольмы,কোদাল
360,Schaufel::N,лоток,বেলচা
361,Gabel::N,ви́лка,কাঁটা
362,Löffel::N,савала,চামচ
363,Messer::N,кӹзӹ,ছুরি
364,Nagel::N,пыда,পেরেক
365,Netz::N,вӓпш,জাল
366,Haken::N,крӱк,কাচি
367,Haken::N,кагак,কাচি
368,Griff::N,кычем,হাতল
369,Schloss::N,замок,তালা
370,Schloss::N,сыравач,তালা
371,Bild::N,картин,ছবি
372,Bild::N,картин,চিত্র
373,Figur::N,кӓн,আকার
374,Puppe::N,поханя,পুতুল
375,Beutel::N,мешӓк,বটুয়া
376,Bündel::N,топ,আঁটি
377,Bündel::N,пидӹш,আঁটি
378,Bündel::N,кӹлдӹш,আঁটি
379,Tasche::N,сумкы,থলি
380,Eimer::N,ведӹрӓ,বাল্তি
381,Deckel::N,комдыш,আবরণ
382,Geschirr::N,ӓтӹ,থালা-বাসন
383,Sack::N,мешӓк,বস্তা
384,Tasse::N,цӓшкӓ,কাপ
385,Topf::N,ми́ска,পাত্র
386,Kessel::N,пад,কেটলি
387,Essen::N,качкыш,আহার
388,Essen::N,качкыш-йӱш,আহার
389,Nahrung::N,качкыш,খাদ্য
390,Nahrung::N,качкыш-йӱш,খাদ্য
391,Speise::N,няня,খাদ্য
392,Fleisch::N,пай,মাংস
393,Getreide::N,киндӹ,শস্য
394,Brei::N,шӹрӓш,মণ্ড
395,Brot::N,сыкыр,রুটি
396,Scheibe::N,ламыт,ফালি
397,Scheibe::N,лаштык,ফালি
398,Fett::N,кая,মেদ
399,Butter::N,ӱ,মাখন
400,Öl::N,ӱ,তৈল
401,Salz::N,санзал,নুন
402,Suppe::N,лем,শুরুয়া
403,Honig::N,мӱ,মধু
404,Milch::N,шӹшер,দুধ
405,Tee::N,чӓй,চা
406,Leder::N,шарга,পাকা চামড়া
407,Leder::N,кавашты,পাকা চামড়া
408,Wolle::N,миж,পশম
409,Stoff::N,матер,বস্ত্র
410,Stoff::N,матери,বস্ত্র
411,Nadel::N,им,সুচ
412,Faden::N,шӹртӹ,সূত্র
413,Knopf::N,полдыш,বোতাম
414,Knoten::N,пӱкшем,গিঁট
415,Farbe::N,чиӓ,রং
416,Farbe::N,крӓскӓ,রং
417,Kleidung::N,выргем,কাপড়
418,Hemd::N,тыгыр,শার্ট
419,Kragen::N,шӱ,গলবন্ধ
420,Ärmel::N,шокш,আস্তিন্
421,Hose::N,ялаш,ট্রাউজার
422,Gürtel::N,ӹштӹ,কটিবন্ধ
423,Mütze::N,упш,টুপি
424,Schuh::N,ту́фльы,জুতো
425,Stiefel::N,кем,বুট
426,Ring::N,шӓргӓш,আংটি
427,Band::N,лемтӓ,ফিতা
428,Kamm::N,шерге,চিরুনি
429,Spiegel::N,тӹгӹр,আয়না
430,Riemen::N,прӓжӓ,চাবুক
431,Schnur::N,кӓндӹра,দড়ি
432,Leine::N,керем,শিকল
433,Decke::N,одеял,কম্বল
434,Kissen::N,кӹпцӹк,উপাধান
435,Tuch::N,савыц,বস্ত্র
436,Handtuch::N,шӹргӹсавыц,তোয়ালে
437,Handtuch::N,шӹргӹмсавыц,তোয়ালে
438,Kraft::N,ви,জোর
439,Stärke::N,ви,শক্তি
440,Gesundheit::N,шу,স্বাস্থ্য
441,Gesundheit::N,шулык,স্বাস্থ্য
442,Krankheit::N,мыж,অসুখ
443,Krankheit::N,мыж,ব্যামো
444,Schmerz::N,карштыш,যন্ত্রণা
445,Wunde::N,шушыр,ক্ষত
446,Fieber::N,ӱштӹмыж,জ্বর
447,Arznei::N,лекӓрцӹ,ঔষধ
448,Brücke::N,кӹвер,সেতু
449,Brunnen::N,вӹдсӹнзӓ,কূপ
450,Weide::N,ныр,পশুচারণভূমি
451,Pfad::N,ялгорны,পথ
452,Weg::N,корны,পথ
453,Straße::N,корны,রাস্তা
454,Dorf::N,сола,গ্রাম
455,Stadt::N,города,শহর
456,Brief::N,сирмӓш,চিঠি
457,Buch::N,книгӓ,বই
458,Buchstabe::N,буква́,অক্ষর
459,Zeitung::N,газет,সংবাদপত্র
460,Zeitung::N,кайзет,সংবাদপত্র
461,Leben::N,житя,জীবন
462,Tod::N,смöрт,মৃত্যু
463,Grab::N,шӹгер,কবর
464,Grab::N,мыгилӓ,কবর
465,Grab::N,шӹгерлӓ,কবর
466,Kirche::N,церкӹ,গির্জা
467,Sünde::N,сулык,পাপ
468,Gott::N,йымы,দেবতা
469,Arbeiter::N,пӓшӓзӹ,শ্রমিক
470,Chef::N,вуй,নেতা
471,Meister::N,мастар,ব্যক্তি
472,Arzt::N,доктор,চিকিৎসক
473,Lehrer::N,тымдышы,অধ্যাপক
474,Geld::N,окса,মুদ্রা
475,Geld::N,окса,টাকাপয়সা
476,Geschäft::N,торге́йӹмӓш,ব্যস্ততা
477,Laden::N,лапка,দোকান
478,Laden::N,магазин,দোকান
479,Preis::N,ӓк,মূল্য
480,Ware::N,товар,পণ্যদ্রব্য
481,Nutzen::N,пайда,সুবিধা
482,Reichtum::N,перке,ধনদৌলত
483,Welt::N,сӓндӓлӹк,জগৎ
484,Welt::N,свет,জগৎ
485,Land::N,сӓндӓлӹк,খেত
486,Staat::N,кугижӓншӹ,রাষ্ট্র
487,König::N,король,রাজা
488,Macht::N,власть,প্রভাব
489,Grenze::N,пӹсмӓн,সীমা
490,Krieg::N,вырсы,যুদ্ধ
491,Feind::N,тышман,শত্রু
492,Gewalt::N,ви,জোর
493,Kampf::N,кредӓлмӓш,লড়াই
494,Bogen[Waffe]::N,янгеж,ধনুক
495,Pfeil::N,пикш,বাণ
496,Gewehr::N,пичӓл,বন্দুক
497,Fehler::N,самынь,ভুল
498,Lüge::N,шая,মিথ্যা
499,Schaden::N,вре́дӓ,ক্ষতি
500,Unglück::N,пёда,দুর্ভাগ্য
501,Unglück::N,тымаша,দুর্ভাগ্য
502,Schuld::N,вуйнамат,অপরাধ
503,Alter::N,иӓш,আয়ু
504,Alter::N,игечӹ,আয়ু
505,Schluss::N,пӹтӓртӹш,শেষ
506,Zeit::N,веремӓ,সময়
507,Tag::N,кечӹ,দিন
508,Morgen::N,ир,সকাল
509,Morgen::N,ирок,সকাল
510,Mittag::N,кечӹвӓл,মধ্যাহু
511,Abend::N,вады,সন্ধ্যা
512,Nacht::N,йыд,রাত্রি
513,Woche::N,ӓрня,সপ্তাহ
514,Monat::N,тӹ́лзӹ,মাস
515,Jahr::N,год,সৌরবর্ষ
516,Frühling::N,шошым,বসন্তকাল
517,Sommer::N,кӓнгӹж,গ্রীষ্মকাল
518,Herbst::N,шӹжӹ,শরংঋতু
519,Winter::N,тел,শীতকাল
520,Winter::N,телӹ,শীতকাল
521,Januar::N,январ,জানুয়ারী
522,Januar::N,январь,জানুয়ারী
523,Februar::N,февраль,ফেব্রুয়ারী
524,März::N,март,মার্চ
525,April::N,апрель,এপ্রিল
526,Mai::N,май,মে
527,Juni::N,июнь,জুন
528,Juli::N,июль,জুলাই
529,August::N,август,অগাস্ট
530,September::N,сентябрь,সেপ্টেম্বর
531,Oktober::N,октябрь,অক্টোবর
532,November::N,ноябрь,নভেম্বর
533,Dezember::N,декавыр,ডিসেম্বর
534,Montag::N,шачмы,সোমবার
535,Dienstag::N,кышкыжмы,মঙ্গলবার
536,Mittwoch::N,вӹрчегӹ,বুধবার
537,Donnerstag::N,изӓрня,বৃহম্পতিবার
538,Freitag::N,когарня,শুক্রবার
539,Samstag::N,кукшыгечӹ,শনিবার
540,Sonntag::N,рушӓрня,রবিবার
541,groß::A,кого,বৃহৎ
542,klein::A,изи,ছোট
543,lang::A,кужы,দীর্ঘ
544,kurz::A,кӹтӹк,খর্ব
545,kurz::A,кӹтӹк,হ্রস্ব
546,breit::A,кымда,চওড়া
547,schmal::A,ӓнгӹсӹр,সরু
548,dicht::A,шӹре,ঘন
549,dick[Gegenstand]::A,кӹжгӹ,পুরু
550,dünn::A,вӹцкӹж,কৃশ
551,fein::A,пыльга,সূক্ষ্ম
552,fest::A,цаткыды,দৃঢ়
553,flach::A,тӓлякӓ,সমতল
554,glatt::A,ягылгы,মসৃণ
555,hart::A,пингӹдӹ,শক্ত
556,weich::A,пышкыды,নরম
557,rund::A,тӹртӹш,গোলাকার
558,spitz::A,кашар,তীক্ষ্ন
559,scharf::A,кашар,শাণিত
560,stumpf::A,нӹшкӹ,ভোঁতা
561,schwer::A,нелӹ,ভারী
562,schön::A,цевер,সুন্দর
563,schön::A,олмыдшы,সুন্দর
564,heiß::A,шокшы,গরম
565,warm::A,шокшы,ঈষদুষ্ণ
566,kalt::A,ӱштӹ,ঠাণ্ডা
567,kühl::A,юалгы,শীতল
568,kühl::A,йонгата,শীতল
569,frisch::A,йонгата,তাজা
570,feucht::A,ӹлӹкшӹ,ভিজা
571,feucht::A,вӹдӹжгӹ,ভিজা
572,nass::A,начкы,ভিজা
573,trocken::A,кукшы,শুষ্ক
574,voll::A,темшӹ,পূর্ণ
575,voll::A,темыман,পূর্ণ
576,leer::A,йӓрӓ,খালি
577,offen::A,виш,খোলা
578,geschlossen::A,чӱчмӹ,বন্ধ
579,geschlossen::A,тӹкӹлӓлтшӹ,বন্ধ
580,sauber::A,ире,নির্মল
581,schmutzig::A,шоран,নোংরা
582,schmutzig::A,лявӹрӓн,নোংরা
583,schmutzig::A,шорангшы,নোংরা
584,roh::A,пеле кӱшӹ,কাঁচা
585,reif::A,кӱшӹ,পাকা
586,lecker::A,тотан,সুস্বাদ
587,süß::A,мӱӓн,মিষ্ট
588,bitter::A,качы,তিক্ত
589,sauer::A,шапы,টক
590,hell::A,соты,উজ্জ্বল
591,hell::A,валгыды,উজ্জ্বল
592,dunkel::A,пӹц,অন্ধকারময়
593,dunkel::A,пӹцкемӹш,অন্ধকারময়
594,schwarz::A,шим,কালো
595,weiß::A,ош,সাদা
596,weiß::A,ошы,সাদা
597,rot::A,якшаргы,লাল
598,gelb::A,сар,হলদে
599,gelb::A,сары,হলদে
600,blau::A,симсӹ,নীল
601,grün::A,ыжар,সবুজ
602,grau::A,луды,ছাই-রঙা
603,bunt::A,ала,রঙিন
604,billig::A,шулдаш,সস্তা
605,teuer::A,шергӹ,আক্রা
606,teuer::A,шергӓкӓн,আক্রা
607,wertvoll::A,ӓкӓн,মহার্ঘ
608,blind::A,слöпöй,কানা
609,blind::A,сльöпöй,কানা
610,taub::A,тӱтӱк,বধির
611,kräftig::A,виӓн,বিশাল
612,stark::A,виӓн,শক্তিশালী
613,schwach::A,шава,দুর্বল
614,schwach::A,лӹпкӓ,দুর্বল
615,schwach::A,слабка,দুর্বল
616,fett::A,таза,মোটা
617,schlank::A,яштака,কৃশ
618,hübsch::A,сӹлнӹ,সুন্দর
619,hübsch::A,олмыдшы,সুন্দর
620,böse::A,шӹдӓн,খারাপ
621,dumm::A,окмак,মূর্খ
622,faul::A,ялахай,শ্রমবিমুখ
623,fleißig::A,пӓшам яратышы,পরিশ্রমী
624,geizig::A,шык,ব্যয়কুণ্ঠ
625,klug::A,ышан,দক্ষ
626,geschickt::A,мастар,পটু
627,lieb::A,тыри,প্রেয়
628,lustig::A,мындыр,প্রফুল্ল
629,lustig::A,сусу,প্রফুল্ল
630,sanft::A,йӹвӹжӓ,নম্র
631,hungrig::A,шужышы,ক্ষুধার্ত
632,krank::A,церлӹ,অসুস্থ
633,krank::A,хворой,অসুস্থ
634,nackt::A,цӓрӓ,উলঙ্গ
635,traurig::A,сы́лыкан,দুঃখিত
636,traurig::A,кымы́лдымы,দুঃখিত
637,lebendig::A,живой,জীবিত
638,gut::A,яжо,ভালো
639,schlecht::A,уда,মন্দ
640,schlecht::A,худа,মন্দ
641,richtig::A,вургамла,ঠিক
642,schlimm::A,йӹрнык,কদর্য
643,wahr::A,настоящий,বাস্তব
644,wahr::A,настояшый,বাস্তব
645,alt::A,шонгы,পুরাতন
646,neu::A,у,নব
647,neu::A,у,নূতন
648,ehemalig::A,тошты,পূর্বকালীন
649,alt[Lebewesen]::A,ӹлалшӹ,বৃদ্ধ
650,jung::A,нöргӹ,তরুণ
651,jung::A,молода,তরুণ
652,arm::A,укеӓн,ক্ষুদ্র
653,reich::A,паян,ধনবান্
654,reich::A,пурлыкан,ধনবান্
655,bekannt::A,палӹмӹ,সুপরিচিত
656,berühmt::A,лӹмлы,বিখ্যাত
657,fremd::A,эдемӹн,বিদেশি
658,verschieden::A,тӹрлӹ,বিসদৃশ
659,nah::A,лишӹл,নিকটবতী
660,fern::A,мӹндӹр,দুরবতী
661,linker::A,шалахай,বাম
662,rechter::A,вургамла,ডান
663,rechter::A,вургамла,ডাইন
664,anderer::A,вес,অন্যতর
665,anderer::A,весӹ,অন্যতর
666,erster::A,икшӹ,প্রথম
667,erster::A,икӹмшӹ,প্রথম
