,Concept_ID,ga,ru
832,du::PRN,tusa,ты
833,er::PRN,sé,он
834,er::PRN,seisean,он
835,wir::PRN,sinn,мы
836,ihr::PRN,sibh,вы
837,ihr::PRN,sibhse,вы
838,sie::PRN,siad,они
839,sie::PRN,siadsan,они
840,was::FPRN,cad,что
841,was::FPRN,céard,что
842,wer::FPRN,cé,кто
843,wo::FADV,cá,где
844,wo::FADV,cén áit,где
845,wohin::FADV,cá,куда
846,wohin::FADV,cén áit,куда
847,wie::FADV,conas,как
848,wie::FADV,cén chaoi,как
849,warum::FADV,cén fáth,почему
850,warum::FADV,cad chuige,почему
851,wieviel::FNUM,cá mhéad,сколько
852,eins::NUM,aon,один
853,zwei::NUM,dhá,два
854,drei::NUM,trí,три
855,vier::NUM,ceathair,четыре
856,fünf::NUM,cúig,пять
857,sechs::NUM,sé,шесть
858,sieben::NUM,seacht,семь
859,acht::NUM,ocht,восемь
860,neun::NUM,naoi,девять
861,zehn::NUM,deich,десять
862,elf::NUM,aon déag,одиннадцать
863,zwölf::NUM,dó dhéag,двенадцать
864,zwanzig::NUM,fiche,двадцать
865,dreißig::NUM,tríocha,тридцать
866,vierzig::NUM,daichead,сорок
867,vierzig::NUM,ceathracha,сорок
868,fünfzig::NUM,caoga,пятьдесят
869,sechzig::NUM,seasca,шестьдесят
870,siebzig::NUM,seachtó,семьдесят
871,achtzig::NUM,ochtó,восемьдесят
872,neunzig::NUM,nócha,девяносто
873,hundert::NUM,céad,сто
874,tausend::NUM,míle,тысяча
875,und::CNJ,agus,и
876,oder::CNJ,nó,или
877,oder::CNJ,nó,либо
878,stehen::V,seas,стоять
879,sitzen::V,suigh,сидеть
880,liegen::V,luigh,лежать
881,hängen::V,tá crochta,висеть
882,werden::V,éirigh,стать
883,passieren::V,tarlaigh,случиться
884,beginnen::V,tosaigh,начаться
885,enden::V,críochnaigh,кончиться
886,wechseln::V,athraigh,меняться
887,aufgehen[Sonne]::V,éirigh,взойти
888,untergehen[Sonne]::V,fuin,зайти
889,untergehen[Sonne]::V,téigh faoi,зайти
890,scheinen[Sonne]::V,taitin,светить
891,scheinen[Sonne]::V,soilsigh,светить
892,donnern::V,tá toirneach ann,греметь
893,wehen::V,séid,дуть
894,strömen::V,sil,литься
895,fließen::V,rith,течь
896,fließen::V,snigh,течь
897,sich drehen::V,cas,вращаться
898,sich drehen::V,imrothlaigh,вращаться
899,schwanken::V,luasc,колебаться
900,schwingen::V,luasc,качаться
901,fallen::V,tit,падать
902,brennen::V,dóigh,гореть
903,rauchen::V,plúch toite,дымить
904,regnen::V,báistigh,дождить
905,regnen::V,tá ag cur báistí,дождить
906,gefrieren::V,sioc,замерзнуть
907,gefrieren::V,reoigh,замерзнуть
908,tauen::V,leáigh,таять
909,tauen::V,coscair,таять
910,schmelzen::V,leáigh,плавиться
911,trocknen::V,triomaigh,сохнуть
912,sieden::V,fiuch,кипеть
913,sieden::V,beirigh,кипеть
914,faulen::V,lobh,гнить
915,faulen::V,dreoigh,гнить
916,verfaulen::V,lobh,сгнить
917,verfaulen::V,feoigh,сгнить
918,reißen::V,bris,рваться
919,versinken::V,téigh síos,тонуть
920,vergehen::V,téigh thart,проходить
921,erscheinen::V,tar,появиться
922,verschwinden::V,imigh,исчезнуть
923,sinken::V,tit,спадать
924,sinken::V,ísligh,спадать
925,abnehmen::V,maolaigh,уменьшиться
926,abnehmen::V,laghdaigh,уменьшиться
927,zunehmen::V,méadaigh,увеличиваться
928,steigen::V,éirigh,подниматься
929,wachsen::V,fás,расти
930,glänzen::V,lonraigh,блестеть
931,funkeln::V,drithligh,сверкать
932,lärmen::V,tóg callán,шуметь
933,läuten::V,buail,звонить
934,klingeln::V,buail,звонить
935,klirren::V,cling,звякать
936,brausen::V,búir,бушевать
937,rauschen::V,tá ag siosarnach,шелестеть
938,klingen::V,tá glór ag,звучать
939,bellen::V,amhastraigh,лаять
940,heulen::V,glam,выть
941,blasen::V,séid,дунуть
942,pfeifen::V,lig fead,свистеть
943,schreien::V,béic,кричать
944,schreien::V,glaoigh,кричать
945,stöhnen::V,lig cnead,стонать
946,zittern::V,crith,дрожать
947,zittern::V,creathnaigh,дрожать
948,leben::V,mair,жить
949,geboren werden::V,rugadh,родиться
950,atmen::V,análaigh,дышать
951,trinken::V,ól,пить
952,essen::V,ith,есть
953,essen::V,ith,кушать
954,schlucken::V,slog,глотать
955,müde werden::V,tuirsigh,устать
956,einschlafen::V,tit ina chodladh,заснуть
957,schlafen::V,codail,спать
958,aufwachen::V,múscail,проснуться
959,aufstehen::V,éirigh,встать
960,sich erholen::V,lig scíth,отдыхать
961,krank werden::V,éirigh tinn,заболеть
962,krank sein::V,tá tinn,болеть
963,schmerzen::V,tá pian i,болеть
964,husten::V,déan casacht,кашлять
965,genesen::V,téarnaigh,поправиться
966,sterben::V,éag,умереть
967,sterben::V,faigh bás,умереть
968,umkommen::V,caill,погибнуть
969,sich bewegen::V,bog,двигаться
970,sich bewegen::V,gluais,двигаться
971,sich rühren::V,corraigh,шевельнуться
972,sich erheben::V,seas suas,встать
973,sich setzen::V,suigh,сесть
974,hinfallen::V,tit,упасть
975,laufen::V,siúil,ходить
976,schreiten::V,siúil,шагать
977,spazierengehen::V,téigh ag spaisteoireacht,гулять
978,eilen::V,deifrigh,спешить
979,eilen::V,brostaigh,спешить
980,sich beeilen::V,deifrigh,торопиться
981,sich beeilen::V,déan deifir,торопиться
982,sausen::V,luathaigh,мчаться
983,rennen::V,rith,бегать
984,springen::V,léim,прыгать
985,klettern::V,dreap,лазать
986,schaukeln::V,téigh ar an maide corrach,раскачиваться
987,kriechen::V,snámh,ползать
988,schwimmen::V,snámh,плавать
989,tauchen::V,tum,нырять
990,rudern::V,iomair,грести
991,rudern::V,rámhaigh,грести
992,fahren::V,tiomáin,ехать
993,fliegen::V,eitil,летать
994,gehen::V,téigh,идти
995,weggehen::V,imigh,уйти
996,abfahren::V,imigh,отправиться
997,anhalten::V,stad,остановиться
998,hineingehen::V,téigh isteach,входить
999,eintreten::V,téigh isteach,войти
1000,kommen::V,tar,прийти
1001,ankommen::V,tar,прибыть
1002,zurückkommen::V,fill,возвратиться
1003,bleiben::V,fan,остаться
1004,warten::V,fan,ждать
1005,erwarten::V,tá ag súil le,ожидать
1006,erwarten::V,tá ag dréim le,ожидать
1007,suchen::V,lorg,искать
1008,finden::V,faigh,найти
1009,finden::V,aimsigh,найти
1010,versuchen::V,triail,пытаться
1011,vorbereiten::V,réitigh,подготовить
1012,lieben::V,gráigh,любить
1013,mögen::V,taitin le,любить
1014,mögen::V,is maith le,любить
1015,lachen::V,gáir,смеяться
1016,rühren::V,téigh i bhfeidhm ar,растрогать
1017,weinen::V,goil,плакать
1018,weinen::V,caoin,плакать
1019,schimpfen::V,tá ag clamhsán,ругаться
1020,sich ärgern::V,tá corraithe,сердиться
1021,sich fürchten::V,tá eagla ar,бояться
1022,fürchten::V,tá eagla ar,бояться
1023,fliehen::V,teith,убегать
1024,flüchten::V,éalaigh,убежать
1025,sehen::V,feic,видеть
1026,anschauen::V,dearc,посмотреть
1027,anschauen::V,féach ar,посмотреть
1028,ansehen::V,breathnaigh,смотреть
1029,hören::V,cluin,слышать
1030,zuhören::V,éist,слушать
1031,probieren::V,bliais,пробовать
1032,riechen::V,bolaigh,нюхать
1033,fühlen::V,braith,чувствовать
1034,fühlen::V,mothaigh,чувствовать
1035,scheinen::V,tá an chuma ar,казаться
1036,zu sehen sein::V,tá le feiceáil,виднеться
1037,vernehmen::V,clois,услышать
1038,frieren::V,tá fuar,мерзнуть
1039,tun::V,déan,делать
1040,können::V,féad,мочь
1041,können::V,féad,уметь
1042,können::V,is féidir le,мочь
1043,können::V,is féidir le,уметь
1044,wollen::V,tá ag iarraidh,хотеть
1045,anfangen::V,tosaigh,начать
1046,anfangen::V,cuir tús le,начать
1047,beenden::V,críochnaigh,закончить
1048,beenden::V,cuir deireadh le,закончить
1049,aufhören::V,stad,перестать
1050,gelingen::V,éirigh le,удаться
1051,geraten::V,tá deireadh ar,оказаться
1052,öffnen::V,oscail,открыть
1053,schließen::V,dún,закрыть
1054,schließen::V,iaigh,закрыть
1055,stellen::V,cuir,поставить
1056,setzen::V,cuir,посадить
1057,setzen::V,socraigh,посадить
1058,legen::V,cuir,класть
1059,berühren::V,teagmhaigh le,трогать
1060,verbinden::V,ceangail,связать
1061,bedecken::V,clúdaigh,покрыть
1062,bedecken::V,cumhdaigh,покрыть
1063,aufhängen::V,croch,повесить
1064,anzünden::V,las,зажечь
1065,anzünden::V,adhain,зажечь
1066,aufheben::V,tóg,поднять
1067,aufheben::V,ardaigh,поднять
1068,zurücklassen::V,fág,оставить
1069,verlieren::V,caill,потерять
1070,fallen lassen::V,lig uait,уронить
1071,fallen lassen::V,caith uait,уронить
1072,machen::V,déan,сделать
1073,machen::V,réitigh,сделать
1074,herstellen::V,táirg,изготовить
1075,bauen::V,tóg,строить
1076,reparieren::V,deisigh,чинить
1077,verbessern::V,feabhsaigh,улучшить
1078,ändern::V,athraigh,изменить
1079,graben::V,tochail,копать
1080,beugen::V,crom,согнуть
1081,biegen::V,lúb,погнуть
1082,drehen::V,cas,вертеть
1083,wenden::V,tiontaigh,повернуть
1084,umdrehen::V,iompaigh,перевернуть
1085,umdrehen::V,tiontaigh,перевернуть
1086,heben::V,ardaigh,поднимать
1087,hochheben::V,tóg,поднять
1088,ergreifen::V,beir ar,схватить
1089,halten::V,coimeád,держать
1090,halten::V,coinnigh,держать
1091,drücken::V,brúigh,нажимать
1092,schieben::V,brúigh,толкать
1093,kratzen::V,scríob,скрести
1094,lecken::V,ligh,лизать
1095,lecken::V,leadhb,лизать
1096,beißen::V,bain greim as,кусать
1097,abreißen::V,stróic,оторвать
1098,abreißen::V,tarraing,оторвать
1099,abschneiden::V,scoith,отрезать
1100,binden::V,ceangail,вязать
1101,stecken::V,sáigh,воткнуть
1102,brechen::V,bris,сломать
1103,klopfen::V,cnag,стучать
1104,hauen::V,buail,бить
1105,kleben::V,gliúáil,клеить
1106,reiben::V,cuimil,тереть
1107,streichen::V,leath,намазать
1108,schleifen::V,líomh,точить
1109,schneiden::V,gearr,резать
1110,rütteln::V,croith,шатать
1111,schütteln::V,croith,трясти
1112,schwenken::V,luasc,махать
1113,schütten::V,doirt,налить
1114,füllen::V,líon,наполнить
1115,einwickeln::V,cuach,завернуть
1116,einwickeln::V,clúdaigh,завернуть
1117,tragen::V,iompair,нести
1118,schleppen::V,tarraing,тащить
1119,ziehen::V,tarraing,тянуть
1120,aufbewahren::V,coinnigh,хранить
1121,werfen::V,caith,бросать
1122,fangen::V,ceap,ловить
1123,packen::V,beir ar,схватить
1124,verstecken::V,folaigh,спрятать
1125,verstecken::V,cuir i bhfolach,спрятать
1126,teilen::V,roinn,разделить
1127,schicken::V,seol,посылать
1128,bringen::V,beir,принести
1129,bringen::V,tabhair,принести
1130,hinzufügen::V,cuir le,добавить
1131,bekommen::V,faigh,достать
1132,erhalten::V,faigh,получить
1133,nehmen::V,tóg,взять
1134,nehmen::V,glac,взять
1135,wählen::V,pioc,выбрать
1136,wählen::V,roghnaigh,выбрать
1137,auswählen::V,roghnaigh,отобрать
1138,bewahren::V,caomhnaigh,сохранить
1139,behindern::V,cuir bac ar,препятствовать
1140,verderben::V,mill,испортить
1141,beschädigen::V,loit,повредить
1142,beschädigen::V,déan damáiste do,повредить
1143,zerbrechen::V,bris,разбить
1144,zerreißen::V,stiall,разорвать
1145,zerstören::V,mill,разрушить
1146,zerstören::V,scrios,разрушить
1147,verbrennen::V,las,сжечь
1148,verbrennen::V,dóigh,сжечь
1149,geben::V,tabhair,дать
1150,reichen::V,sín,передать
1151,reichen::V,cuir,передать
1152,schenken::V,bronn,дарить
1153,schenken::V,tabhair,дарить
1154,versprechen::V,geall,обещать
1155,wünschen::V,guigh,желать
1156,loben::V,mol,хвалить
1157,küssen::V,póg,целовать
1158,wiegen::V,bog,качать
1159,wiegen::V,luasc,качать
1160,zudecken::V,clúdaigh,накрыть
1161,wecken::V,dúisigh,разбудить
1162,zeigen::V,taispeáin,показать
1163,führen::V,treoraigh,вести
1164,lehren::V,múin,учить
1165,lehren::V,teagasc,учить
1166,unterrichten::V,múin,преподавать
1167,unterrichten::V,teagasc,преподавать
1168,aufziehen::V,tóg,воспитать
1169,leiten::V,tá i gceannas ar,руководить
1170,antreiben::V,gríosaigh,подгонять
1171,lassen::V,cuir ag,заставить
1172,einladen::V,cuir cuireadh ar,пригласить
1173,vereinigen::V,aontaigh,объединить
1174,besuchen::V,tabhair cuairt ar,посетить
1175,treffen::V,cas ar,встретить
1176,treffen::V,buail le,встретить
1177,sich versammeln::V,bailigh,собраться
1178,sich versammeln::V,cruinnigh,собраться
1179,spielen::V,imir,играть
1180,spielen::V,tá ag spraoi,играть
1181,singen::V,can,петь
1182,tanzen::V,rinc,плясать
1183,tanzen::V,rinc,танцевать
1184,tanzen::V,damhsaigh,плясать
1185,tanzen::V,damhsaigh,танцевать
1186,sich trennen::V,scar,расстаться
1187,verlassen::V,fág,покинуть
1188,retten::V,tarrtháil,спасти
1189,bewachen::V,cosain,охранять
1190,bewachen::V,gardáil,охранять
1191,schützen::V,cosain,уберегать
1192,verteidigen::V,cosain,защитить
1193,sich schlagen::V,tá ag bruíon,драться
1194,schießen::V,caith,стрелять
1195,schießen::V,scaoil,стрелять
1196,siegen::V,bain,победить
1197,siegen::V,buaigh,победить
1198,ärgern::V,cuir isteach ar,сердить
1199,schlagen::V,buail,ударить
1200,treten::V,ciceáil,пинать
1201,stechen::V,sáigh,уколоть
1202,stoßen::V,brúigh,толкнуть
1203,stoßen::V,soncáil,толкнуть
1204,stehlen::V,goid,украсть
1205,stören::V,cuir isteach ar,помешать
1206,belästigen::V,cuir as do,надоедать
1207,verbergen::V,ceil,скрыть
1208,täuschen::V,cuir dallamullóg ar,обмануть
1209,betrügen::V,déan calaois ar,смошенничать
1210,töten::V,maraigh,убить
1211,wohnen::V,cuir faoi,проживать
1212,wohnen::V,tá ina chónaí,проживать
1213,arbeiten::V,oibrigh,работать
1214,sammeln::V,bailigh,собрать
1215,sammeln::V,cruinnigh,собрать
1216,pflücken::V,pioc,рвать
1217,pflücken::V,pioc,срывать
1218,jagen::V,seilg,охотиться
1219,fischen::V,iasc,рыбачить
1220,fassen::V,beir ar,поймать
1221,hüten::V,aoirigh,пасти
1222,treiben::V,seol,гнать
1223,treiben::V,tiomáin,гнать
1224,anbinden::V,ceangail,привязать
1225,füttern::V,cothaigh,кормить
1226,füttern::V,beathaigh,кормить
1227,melken::V,bligh,доить
1228,melken::V,crúigh,доить
1229,hacken::V,gearr,рубить
1230,gießen::V,uiscigh,полить
1231,reifen::V,aibigh,созреть
1232,zubereiten::V,cócaráil,приготовить
1233,kochen::V,bruith,варить
1234,kochen::V,beirigh,варить
1235,backen::V,bácáil,печь
1236,braten::V,róst,жарить
1237,braten::V,frioch,жарить
1238,umrühren::V,measc,перемешать
1239,stricken::V,cniotáil,вязать
1240,nähen::V,fuaigh,шить
1241,färben::V,dathaigh,покрасить
1242,reinigen::V,glan,очистить
1243,waschen::V,nigh,стирать
1244,abwischen::V,glan,вытереть
1245,spülen::V,sruthlaigh,полоскать
1246,fegen::V,scuab,подметать
1247,kehren::V,scuab,мести
1248,baden::V,folc,купаться
1249,sich waschen::V,nigh é féin,мыться
1250,ausziehen::V,bain de,снять
1251,anziehen::V,cuir ar,надеть
1252,sich anziehen::V,gléas é féin,одеться
1253,kämmen::V,cíor,причесать
1254,schmücken::V,maisigh,украсить
1255,sagen::V,abair,сказать
1256,sprechen::V,labhair,говорить
1257,reden::V,caintigh,разговаривать
1258,sich unterhalten::V,caintigh,беседовать
1259,sich unterhalten::V,tá ag comhrá,беседовать
1260,fragen::V,fiafraigh,спросить
1261,fragen::V,cuir ceist,спросить
1262,bitten::V,iarr,просить
1263,erzählen::V,inis,рассказать
1264,erzählen::V,eachtraigh,рассказать
1265,mitteilen::V,aithris,сообщить
1266,mitteilen::V,cuir in iúl,сообщить
1267,nennen::V,ainmnigh,назвать
1268,rufen::V,glaoigh,звать
1269,prahlen::V,maígh,хвастаться
1270,übersetzen::V,aistrigh,перевести
1271,denken::V,síl,думать
1272,denken::V,ceap,думать
1273,glauben::V,creid,верить
1274,bemerken::V,tabhair faoi deara,заметить
1275,erkennen::V,aithin,узнать
1276,begreifen::V,tuig,понять
1277,begreifen::V,tuig,постичь
1278,verstehen::V,tuig,услышать
1279,lernen::V,foghlaim,учиться
1280,wissen::V,tá a fhios ag,знать
1281,sich erinnern an::V,cuimhnigh ar,вспомнить
1282,sich erinnern an::V,is cuimhne ar,вспомнить
1283,vergessen::V,dearmad,забыть
1284,messen::V,tomhais,мерить
1285,zählen::V,cuntais,считать
1286,rechnen::V,ríomh,считать
1287,rechnen::V,áirigh,считать
1288,lesen::V,léigh,читать
1289,malen::V,péinteáil,рисовать
1290,zeichnen::V,línigh,рисовать
1291,zeichnen::V,tarraing,рисовать
1292,schreiben::V,scríobh,писать
1293,besitzen::V,is le,иметь
1294,kaufen::V,ceannaigh,купить
1295,verkaufen::V,díol,продать
1296,bezahlen::V,íoc as,заплатить
1297,zahlen::V,íoc,платить
1298,beherrschen::V,rialaigh,владеть
1299,ertragen::V,seas,вытерпеть
1300,ertragen::V,fulaing,вытерпеть
1301,ertragen::V,foighnigh,вытерпеть
1302,Ader::N,,вена
1303,Ader::N,,сосуд
1304,vorwärts::ADV,,вперед
