,Concept_ID,he,lez
780,achtzig::NUM,שמונים,кьудкъад
781,neunzig::NUM,תשעים,кьудкъанни цӏуд
782,hundert::NUM,מאה,виш
783,tausend::NUM,אלף,агъзур
784,und::CNJ,ו,ва
785,oder::CNJ,או,я
786,stehen::V,עמד,акъвазун
787,sitzen::V,ישב,ацукьун
788,liegen::V,שכב,къаткун
789,hängen::V,היה תלוי,куьрс хьун
790,werden::V,הפך ל,хьун
791,passieren::V,קרה,хьун
792,beginnen::V,התחיל,башламиш хьун
793,enden::V,הסתים,куьтягь хьун
794,wechseln::V,השתנה,дегиш хьун
795,aufgehen[Sonne]::V,זרח,экъечӏун
796,untergehen[Sonne]::V,שקע,акӏун
797,scheinen[Sonne]::V,בהק,ишигь гун
798,donnern::V,רעם,къукърумар авун
799,wehen::V,נשב,
800,strömen::V,זרם,авахьун
801,fließen::V,זרם,авахьун
802,sich drehen::V,הסתובב,элкъуьн
803,schwanken::V,התנודד,юзун
804,schwingen::V,התנענע,галтад хьун
805,fallen::V,נפל,аватун
806,brennen::V,בער,кун
807,brennen::V,בער,ккун
808,rauchen::V,עשן,
809,regnen::V,ירד גשם,къун
810,gefrieren::V,קפא,муркӏади кьун
811,tauen::V,נמס,цӏурун
812,schmelzen::V,התיך,цӏурун
813,trocknen::V,התיבש,кьурун
814,sieden::V,רתח,ругун
815,faulen::V,רקב,кутӏун
816,verfaulen::V,רקב,чуьруьтмиш хьун
817,verfaulen::V,רקב,кутӏун
818,reißen::V,נקרע,атӏун
819,reißen::V,נקרע,къазунун
820,versinken::V,טבע,батмиш хьун
821,vergehen::V,עבר,алатун
822,erscheinen::V,נגלה,майдандиз акъатун
823,erscheinen::V,הופיע,майдандиз акъатун
824,verschwinden::V,נעלם,квахьун
825,sinken::V,ירד,элекьун
826,abnehmen::V,הפחית,тӏимил хьун
827,abnehmen::V,הפחית,гъвечӏи хьун
828,zunehmen::V,רבה,артух хьун
829,steigen::V,עלה,хкаж хьун
830,wachsen::V,גדל,экъечӏун
831,glänzen::V,נצץ,цӏарцӏар гун
832,glänzen::V,בהק,цӏарцӏар гун
833,funkeln::V,נצנץ,нур гун
834,lärmen::V,רעש,ван авун
835,läuten::V,צלצל,зенг ягъун
836,klingeln::V,צלצל,зенг ягъун
837,klirren::V,קרקש,зигринг авун
838,brausen::V,געש,къати хьун
839,rauschen::V,רשרש,вишриш авун
840,klingen::V,נשמע,ван авун
841,bellen::V,נבח,элуькьун
842,heulen::V,ילל,къув ягъун
843,blasen::V,נשף,уф гун
844,pfeifen::V,שרק,уьфт ягъун
845,schreien::V,צעק,гьараюн
846,stöhnen::V,נאנק,суза авун
847,zittern::V,רעד,зурзун
848,leben::V,חי,яшамиш хьун
849,geboren werden::V,נולד,хьун
850,atmen::V,נשם,нефес чӏугун
851,trinken::V,שתה,хъун
852,essen::V,אכל,тӏуьн
853,schlucken::V,בלע,туькьуьнун
854,müde werden::V,התעיף,галатун
855,müde werden::V,התעיף,юргъун хьун
856,einschlafen::V,נרדם,ксун
857,schlafen::V,ישן,ксун
858,aufwachen::V,התעורר,ахварай аватун
859,aufstehen::V,קם,къарагъун
860,sich erholen::V,נפש,ял ягъун
861,krank werden::V,חלה,кефсуз хьун
862,krank sein::V,היה חולה,тӏа хьун
863,schmerzen::V,כאב,тӏа хьун
864,husten::V,השתעל,уьгьуь ягъун
865,genesen::V,הבריא,сагъ хъхьун
866,sterben::V,מת,кьин
867,umkommen::V,נספה,терг хьун
868,sich bewegen::V,נע,юзун
869,sich rühren::V,זז,юзун
870,sich erheben::V,קם,къарагъун
871,sich setzen::V,התישב,ацукьун
872,hinfallen::V,נפל,алукьун
873,laufen::V,הלך ברגל,къекъуьн
874,schreiten::V,פסע,ккамар къачун
875,spazierengehen::V,טיל,сейр авун
876,eilen::V,אץ,тади авун
877,eilen::V,מהר,тади авун
878,sich beeilen::V,מהר,гьерекатун
879,sausen::V,אץ,чкурун
880,rennen::V,רץ,катун
881,rennen::V,רץ,зверун
882,springen::V,קפץ,хкадарун
883,klettern::V,טפס,акьахун
884,schaukeln::V,התנדנד,
885,kriechen::V,זחל,капаралди фин
886,schwimmen::V,שחה,сирнав авун
887,tauchen::V,צלל,кьилихъди циз вегьин
888,rudern::V,חתר,кьусуйралди лодка гьалун
889,rudern::V,חתר,цуьруьгъуьлдалди кӏватӏун
890,fahren::V,נסע,фин
891,fliegen::V,עף,лув гун
892,fliegen::V,עף,цавай фин
893,gehen::V,הלך,фин
894,weggehen::V,עזב,хъфин
895,abfahren::V,יצא,фин
896,abfahren::V,יצא,рекье гьатун
897,anhalten::V,עצר,акъвазун
898,hineingehen::V,נכנס,гьахьун
899,eintreten::V,נכנס,гьахьун
900,kommen::V,בא,атун
901,ankommen::V,הגיע,атун
902,zurückkommen::V,שב,хтун
903,zurückkommen::V,חזר,хтун
904,bleiben::V,נשאר,амукьун
905,warten::V,חכה,гуьзлемишун
906,warten::V,המתין,гуьзлемишун
907,erwarten::V,צפה,вил алаз акъвазун
908,suchen::V,חפש,къекъуьн
909,finden::V,מצא,жугъун
910,versuchen::V,נסה,алахъун
911,vorbereiten::V,הכין,гьазурун
912,lieben::V,אהב,кӏан хьун
913,mögen::V,אהב,рикӏ ацукьун
914,lachen::V,צחק,хъуьруьн
915,rühren::V,נגע ללב,
916,weinen::V,בכה,шехьун
917,schimpfen::V,גער,сеперар гун
918,schimpfen::V,גער,экъуьгъунар авун
919,sich ärgern::V,זעם,хъел акатун
920,sich ärgern::V,כעס,хъел акатун
921,sich fürchten::V,פחד,кичӏе хьун
922,sich fürchten::V,חשש,кичӏе хьун
923,fürchten::V,פחד מ,къурхутмиш хьун
924,fürchten::V,חשש מ,къурхутмиш хьун
925,fliehen::V,ברח,катун
926,flüchten::V,נמלט,катун
927,sehen::V,ראה,акун
928,anschauen::V,הביט,вил вегьин
929,ansehen::V,התבונן,килигун
930,hören::V,שמע,ван хьун
931,zuhören::V,הקשיב,яб гун
932,probieren::V,נסה,дад акун
933,riechen::V,הריח,ни чӏугун
934,fühlen::V,חש,гьисс авун
935,scheinen::V,נדמה,
936,zu sehen sein::V,נראה,
937,vernehmen::V,נודע ל,
938,frieren::V,קר ל,кьун
939,frieren::V,קר ל,мекьи хьун
940,tun::V,פעל,авун
941,können::V,יכל,хьун
942,können::V,יכל,акъакьун
943,wollen::V,רצה,кӏан хьун
944,anfangen::V,התחיל,башламишун
945,beenden::V,גמר,куьтягьун
946,aufhören::V,סים,акъвазун
947,gelingen::V,הצליח,арадал атун
948,geraten::V,עלה,акъатун
949,öffnen::V,פתח,ахъаюн
950,schließen::V,סגר,акьалун
951,stellen::V,העמיד,эцигун
952,setzen::V,הושיב,ацукьарун
953,legen::V,שם,эцигун
954,berühren::V,נגע,хкӏурун
955,verbinden::V,קשר,гилигун
956,bedecken::V,כסה,кӏевун
957,aufhängen::V,תלה,куьрсарун
958,anzünden::V,הצית,куькӏуьрун
959,aufheben::V,אסף,хкажун
960,zurücklassen::V,השאיר,тун
961,verlieren::V,אבד,квадарун
962,fallen lassen::V,שמט,авадрун
963,fallen lassen::V,הפיל,авадрун
964,machen::V,עשה,авун
965,machen::V,עשה,кар авун
966,herstellen::V,יצר,расун
967,bauen::V,בנה,туькӏуьрун
968,reparieren::V,תקן,расун
969,verbessern::V,שפר,хъсанрун
970,ändern::V,שנה,табдил авун
971,graben::V,חפר,эгъуьнун
972,beugen::V,כפף,акӏажарун
973,beugen::V,כפף,кангур авун
974,biegen::V,כופף,патахъарун
975,drehen::V,סובב,алчударун
976,wenden::V,הפך,
977,umdrehen::V,סובב,элкъуьрун
978,heben::V,הרים,хкажун
979,hochheben::V,הרים,хкажун
980,ergreifen::V,אחז,агалчна кьун
981,halten::V,החזיק,кьун
982,drücken::V,לחץ,чуькьуьн
983,schieben::V,הזיז,хуртӏ гун
984,kratzen::V,שרט,къадгъунун
985,kratzen::V,שפשף,къадгъунун
986,lecken::V,לקק,мез гун
987,beißen::V,נשך,кӏасун
988,abreißen::V,קרע,галудун
989,abschneiden::V,חתך,атӏун
990,binden::V,קשר,
991,stecken::V,תקע,сухун
992,brechen::V,שבר,хун
993,brechen::V,שבר,кукӏварун
994,klopfen::V,נקש,тахъ-тахъ авун
995,hauen::V,הכה,ягъун
996,kleben::V,הדביק,алкӏурун
997,kleben::V,הדביק,кукӏурун
998,reiben::V,שפשף,тӏушунун
999,streichen::V,מרח,алтадун
1000,schleifen::V,השחיז,кӏвенкӏв авун
1001,schneiden::V,גזר,атӏун
1002,rütteln::V,נענע,къарсурун
1003,schütteln::V,נער,къарсурун
1004,schwenken::V,נופף,элягъун
1005,schwenken::V,נופף,галтадун
1006,schwenken::V,טלטל,элягъун
1007,schwenken::V,טלטל,галтадун
1008,schütten::V,שפך,цун
1009,füllen::V,מלא,ацӏурун
1010,einwickeln::V,עטף,кутун
1011,einwickeln::V,עטף,элкъуьрун
1012,tragen::V,נשא,тухун
1013,schleppen::V,סחב,галчӏурун
1014,ziehen::V,משך,ялун
1015,ziehen::V,משך,чӏугун
1016,aufbewahren::V,שמר,хуьн
1017,werfen::V,זרק,гадрун
1018,fangen::V,תפס,кьун
1019,packen::V,אחז,кьун
1020,verstecken::V,החביא,кӏевун
1021,teilen::V,חלק,паюн
1022,schicken::V,שלח,ракъурун
1023,bringen::V,הביא,гъун
1024,hinzufügen::V,הוסיף,алава авун
1025,bekommen::V,תפס,къачун
1026,bekommen::V,תפס,жугъурун
1027,erhalten::V,קבל,къачун
1028,nehmen::V,אחז,къачун
1029,wählen::V,בחר,хкягъун
1030,auswählen::V,בחר ב,хкягъун
1031,bewahren::V,קים,хуьн
1032,behindern::V,מנע,манийвал авун
1033,verderben::V,מנע,чӏурун
1034,beschädigen::V,הזיק,нукьсанвал гун
1035,zerbrechen::V,נשבר,хун
1036,zerreißen::V,קרע,къазунун
1037,zerstören::V,הרס,чӏурун
1038,zerstören::V,הרס,барбатӏун
1039,zerstören::V,השמיד,чӏурун
1040,zerstören::V,השמיד,барбатӏун
1041,verbrennen::V,שרף,ккун
1042,geben::V,נתן,гун
1043,reichen::V,העביר,вугун
1044,reichen::V,העביר,гун
1045,schenken::V,נתן במתנה,пишкеш авун
1046,versprechen::V,הבטיח,гаф гун
1047,wünschen::V,אחל,дуьа авун
1048,loben::V,שבח,тариф авун
1049,küssen::V,נשק,темен гун
1050,wiegen::V,נדנד,эчӏягъун
1051,zudecken::V,כסה,гьалдун
1052,wecken::V,עורר,ахварай авудун
1053,zeigen::V,הראה,къалурун
1054,führen::V,הביא,тухун
1055,führen::V,הוביל,тухун
1056,lehren::V,למד,кӏелиз тун
1057,unterrichten::V,למד,тарс гун
1058,aufziehen::V,רומם,тербия гун
1059,aufziehen::V,רומם,тербияламишун
1060,leiten::V,נהל,идара авун
1061,antreiben::V,המרץ,тади кутун
1062,lassen::V,נתן,
1063,einladen::V,הזמין,теклиф авун
1064,vereinigen::V,אחד,сад авун
1065,vereinigen::V,לכד,сад авун
1066,besuchen::V,בקר,кьилив атун
1067,treffen::V,פגש,гьалтун
1068,sich versammeln::V,התאסף,алтӏушун
1069,spielen::V,שחק,къугъун
1070,singen::V,שר,лугьун
1071,singen::V,שר,мани лугьун
1072,tanzen::V,רקד,кьуьл авун
1073,sich trennen::V,נפרד,къакъатун
1074,verlassen::V,עזב,гъил къачун
1075,retten::V,הציל,къутармишун
1076,bewachen::V,שמר,хуьн
1077,schützen::V,אבטח,хуьн
1078,verteidigen::V,הגן,хуьн
1079,sich schlagen::V,התכתש,кукӏун
1080,schießen::V,ירה,акъатун
1081,siegen::V,גבר,гъалиб хьун
1082,siegen::V,נצח,гъалиб хьун
1083,ärgern::V,עצבן,хъел гъун
1084,ärgern::V,עצבן,хъел кутун
1085,schlagen::V,הכה,ягъун
1086,schlagen::V,הכה,галукьарун
1087,schlagen::V,הלקה,ягъун
1088,schlagen::V,הלקה,галукьарун
1089,treten::V,בעט,кьуьл къекъягъун
1090,treten::V,בעט,кьуьл эцягъун
1091,stechen::V,דקר,акьадарун
1092,stoßen::V,דחק,эцягъун
1093,stehlen::V,גנב,чуьнуьхун
1094,stören::V,קטע,хкуьрун
1095,stören::V,הפריע,хкуьрун
1096,belästigen::V,הציק,хкуьрун
1097,belästigen::V,הציק,азият гун
1098,belästigen::V,הטריד,хкуьрун
1099,belästigen::V,הטריד,азият гун
1100,verbergen::V,הצניע,далдаламишун
1101,täuschen::V,שגע,алцурарун
1102,täuschen::V,שגע,алцуррун
1103,betrügen::V,הונה,алцурарун
1104,betrügen::V,הונה,гьарамзадавал авун
1105,töten::V,הרג,яна кьин
1106,wohnen::V,גר,дуланмиш хьун
1107,arbeiten::V,עבד,кӏвалахун
1108,arbeiten::V,עבד,кӏвалах авун
1109,sammeln::V,אסף,кӏватӏун
1110,pflücken::V,קטף,атӏун
1111,jagen::V,צד,гъуьрч авун
1112,fischen::V,דג,гъетер кьун
1113,fassen::V,תפס,кьун
1114,hüten::V,רעה,чӏура хуьн
1115,treiben::V,הוציא,гьалун
1116,anbinden::V,קשר,акалун
1117,füttern::V,הלעיט,ем гун
1118,melken::V,חלב,ацун
1119,hacken::V,קצץ,куьткуьнун
1120,gießen::V,השקה,яд гун
1121,reifen::V,בשל,чурун
1122,reifen::V,בשל,агакьун
1123,zubereiten::V,הכין,гьазурун
1124,kochen::V,בשל,ругун
1125,backen::V,אפה,чурун
1126,braten::V,צלה,чурун
1127,braten::V,טגן,чурун
1128,umrühren::V,ערבב,какадарун
1129,stricken::V,סרג,хурун
1130,nähen::V,תפר,цун
1131,färben::V,צבע,шир ягъун
1132,reinigen::V,נקה,михьун
1133,waschen::V,רחץ,чуьхуьн
1134,waschen::V,כבס,чуьхуьн
1135,abwischen::V,נגב,гуьцӏун
1136,spülen::V,שטף,экъуьрун
1137,fegen::V,טאטא,шуткун
1138,kehren::V,טאטא,кул алтадун
1139,baden::V,טבל,эхъуьн
1140,baden::V,שחה,эхъуьн
1141,sich waschen::V,התרחץ,жендек чуьхуьн
1142,ausziehen::V,הוריד,хутӏунун
1143,ausziehen::V,הוריד,галудун
1144,anziehen::V,לבש,алукӏун
1145,sich anziehen::V,התלבש,алукӏун
1146,sich anziehen::V,התלבש,парталар алукӏун
1147,kämmen::V,סרק,эвягъун
1148,schmücken::V,קשט,безетмишун
1149,schmücken::V,קשט,гуьрчегарун
1150,sagen::V,אמר,лугьун
1151,sprechen::V,דבר,рахун
1152,reden::V,דבר,рахун
1153,sich unterhalten::V,שוחח,ихтилат авун
1154,fragen::V,שאל,жузун
1155,bitten::V,בקש,тӏалабун
1156,erzählen::V,ספר,ахъаюн
1157,mitteilen::V,מסר,хабар гун
1158,mitteilen::V,הודיע,хабар гун
1159,nennen::V,קרא בשם,тӏвар гун
1160,rufen::V,גיס,эверун
1161,rufen::V,הזמין לבוא,эверун
1162,prahlen::V,התרברב,яцӏу гафар авун
1163,übersetzen::V,תרגם,таржума авун
1164,übersetzen::V,תרגם,гафладун
1165,denken::V,חשב,фикир авун
1166,glauben::V,האמין,агъун
1167,bemerken::V,הבחין,фикир гун
1168,erkennen::V,זהה,
1169,begreifen::V,קלט,гъавурда акьун
1170,begreifen::V,הבין,гъавурда акьун
1171,verstehen::V,הבין,
1172,lernen::V,למד,кӏелун
1173,wissen::V,ידע,чир хьун
1174,wissen::V,ידע,чирхьун
1175,sich erinnern an::V,זכר,рикӏел хуьн
1176,vergessen::V,שכח,рикӏелай фин
1177,vergessen::V,שכח,рикӏелай алатун
1178,messen::V,מדד,алцумун
1179,zählen::V,ספר,гьисабун
1180,rechnen::V,חשב,гьисабун
1181,lesen::V,קרא,кӏелун
1182,malen::V,ציר,кхьин
1183,malen::V,ציר,шикилар чӏугун
1184,zeichnen::V,שרטט,чӏугун
1185,schreiben::V,כתב,кхьин
1186,besitzen::V,היה בעל של,иеси хьун
1187,kaufen::V,קנה,къачун
1188,kaufen::V,קנה,маса къачун
1189,kaufen::V,רכש,къачун
1190,kaufen::V,רכש,маса къачун
1191,verkaufen::V,מכר,гун
1192,verkaufen::V,מכר,маса гун
1193,bezahlen::V,שלם,къимет гун
1194,bezahlen::V,שלם,эвезда авун
1195,bezahlen::V,שלם,гьакъи агакьрун
1196,zahlen::V,שלם,къимет гун
1197,zahlen::V,שלם,эвезда авун
1198,zahlen::V,שלם,гьакъи агакьрун
1199,beherrschen::V,שלט,иеси хьун
1200,ertragen::V,סבל,таб гун
