,Concept_ID,lbe,udm
147,Ei::N,ккунук,пуз
148,Ei::N,ккунук,кукей
149,Nest::N,кюру,кар
150,Nest::N,кюру,пузкар
151,Bau::N,цукъуккутӏ,кар
152,Bau::N,цукъуккутӏ,гу
153,Tier::N,хӏайван,пӧйшур
154,Herde::N,газу,уллё
155,Kuh::N,оьл,скал
156,Bulle::N,ниц,ош
157,Bulle::N,ниц,пороз
158,Pferd::N,чу,вал
159,Schaf::N,тта,ыж
160,Schwein::N,дунгъуз,парсь
161,Hund::N,ккаччи,пуны
162,Katze::N,ччиту,коӵыш
163,Bär::N,цуша,гондыр
164,Eichhörnchen::N,бюрхттукку,коньы
165,Elch::N,ниц-бюрин,койык
166,Fuchs::N,цулчӏа,ӟичы
167,Fuchs::N,куча цулчӏа,ӟичы
168,Hase::N,бюрх,кеч
169,Maus::N,кӏулу,шыр
170,Wolf::N,барцӏ,кион
171,Vogel::N,лелуххи,тылобурдо
172,Schwarm::N,гьухъала,уллё
173,Huhn::N,аьнакӏи,курег
174,Hahn::N,ажари,атас
175,Gans::N,къаз,ӟазег
176,Adler::N,барзу,ӧрзи
177,Ente::N,урдак,ӵӧж
178,Eule::N,ису,кучыран
179,Eule::N,ччиккумяв,кучыран
180,Kranich::N,кьурукь,тури
181,Krähe::N,хъатӏу,куака
182,Kuckuck::N,ччикку,кикы
183,Schwan::N,урттил къаз,юсь
184,Fisch::N,чавахъ,чорыг
185,Schlange[Tier]::N,шатта,кый
186,Wurm::N,кьюнукьай шатта,нумыр
187,Spinne::N,ххялцу,чонари
188,Ameise::N,митӏикьукьу,кузьыли
189,Mücke::N,мичӏак,нымы
190,Mücke::N,мичӏак,чибинь
191,Fliege::N,зимиз,кут
192,Schmetterling::N,чӏимучӏали,бубыли
193,Beere::N,хӏаллил ахъулсса,узы-боры
194,Apfel::N,гьивч,яблок
195,Pilz::N,ттуккул иис,губи
196,Zwiebel::N,лаччул чсмусул бакӏ,сугон
197,Saat::N,гьанна,кидыс
198,Korn::N,къама,тысь
199,Heu::N,ххулув,турын
200,Schale::N,ккиртту,кыд
201,Grube::N,кӏаланг,гу
202,Grube::N,кӏаланг,гоп
203,Falle::N,къатӏа,налик
204,Schlinge::N,хӏатӏ,гиӟ
205,Schlinge::N,хӏатӏ,герд
206,Spur::N,ша,пытьы
207,Spur::N,ша,бервыл
208,Asche::N,лах,пень
209,Dreck::N,кьяркьи,дэри
210,Dreck::N,венп,дэри
211,Eisen::N,мах,корт
212,Gold::N,муси,зарни
213,Silber::N,арцу,азвесь
214,Kohle::N,кӏалаш,эгыр
215,Kohle::N,хъуручӏ,эгыр
216,Glas::N,пюрун,стекло
217,Glas::N,пюрун,пияла
218,Lehm::N,сина аьрщи,сюй
219,Sand::N,къун,луо
220,Mensch::N,инсан,мурт
221,Mensch::N,инсан,адями
222,Mann::N,чув,воргорон
223,Mann::N,адимина,воргорон
224,Frau::N,щарсса,кышномурт
225,Frau::N,хъамитайпа,кышномурт
226,Kind::N,чӏиви оьрчӏ,нуны
227,Kind::N,чӏиви оьрчӏ,пинал
228,Junge::N,оьрчӏ,пи
229,Junge::N,бурхьин оьрчӏ,пи
230,Mädchen::N,душ,ныл
231,Familie::N,кулпат,семья
232,Großvater::N,ттатта,песятай
233,Großvater::N,ттатта,пересь атай
234,Großvater::N,ниттил ппу,песятай
235,Großvater::N,ниттил ппу,пересь атай
236,Großmutter::N,буттал нину,песянай
237,Großmutter::N,буттал нину,пересь анай
238,Eltern::N,нину-ппу,атай-анай
239,Eltern::N,нину-ппу,бубы-мумы
240,Vater::N,ппу,айы
241,Vater::N,ппу,атай
242,Mutter::N,нину,мумы
243,Sohn::N,арс,пи
244,Tochter::N,душ,ныл
245,Bruder::N,уссу,агай
246,Schwester::N,ссу,апа
247,Schwester::N,ссу,сузэр
248,Onkel::N,буттауссу,агай
249,Tante::N,буттал ссу,апа
250,Tante::N,буттал ссу,кенак
251,Ehemann::N,лас,карт
252,Ehefrau::N,щар,кышно
253,Ehefrau::N,щарсса,кышно
254,Freude::N,шадшиву,шумпотон
255,Freude::N,ххаришиву,шумпотон
256,Gelächter::N,хъяхъаву,горем
257,Glück::N,талихӏ,шуд
258,Kummer::N,дард,кайгу
259,Kummer::N,дард,куректон
260,Wunsch::N,мурад,мылпотон
261,Lust::N,гьавас,потон
262,Lust::N,ччаву,потон
263,Geist::N,рухӏ,лул
264,Gedanke::N,пикри,малпан
265,Gedächtnis::N,дакӏний личӏаву,йырсазь
266,Gedächtnis::N,дакӏний личӏаву,тодэваён
267,Verstand::N,аькьлу,йырвизь
268,Sinn::N,мяъна,смысл
269,Grund::N,багьана,муг
270,Grund::N,багьана,ньӧм
271,Wahrheit::N,тӏайламур,зэм
272,Wahrheit::N,тӏайламур,шонер
273,Wahrheit::N,хӏакьмур,зэм
274,Wahrheit::N,хӏакьмур,шонер
275,Gespräch::N,ихтилат,вераськон
276,Märchen::N,магьа,выжыкыл
277,Erzählung::N,хавар,верос
278,Nachricht::N,хавар,ивор
279,Neuigkeit::N,хавар,выльивор
280,Name::N,цӏа,ним
281,Rätsel::N,ссигьа,мадькыл
282,Rede::N,гъалгъа,верам
283,Sprache::N,маз,кыл
284,Stimme::N,чӏу,куара
285,Stimme::N,чӏукӏа,куара
286,Wort::N,махъ,кыл
287,Zeichen::N,лишан,пус
288,Zeichen::N,лишан,тодмет
289,Lärm::N,чӏу,ӵашетон
290,Laut::N,чӏу,куара
291,Ton::N,чӏу,куара
292,Lied::N,балай,кырӟан
293,Ruhe::N,дигьалагру,чалмыт улон
294,Leute::N,инсантал,адямиос
295,Volk::N,ил,калык
296,Volk::N,халкь,калык
297,Arbeit::N,заву,уж
298,Gast::N,хъамаличу,куно
299,Geschenk::N,бухчакарши,салам
300,Geschenk::N,бухчакарши,кузьым
301,Geschenk::N,лажинккакку,салам
302,Geschenk::N,лажинккакку,кузьым
303,Spiel::N,тӏуркӏу,шудон
304,Gesellschaft::N,жямат,калык
305,Gesellschaft::N,ккуран,калык
306,Hilfe::N,кумаг,юрттон
307,Freund::N,дус,эш
308,Freund::N,дус,юлтош
309,Kamerad::N,хӏаласу,тодмо
310,Angelegenheit::N,иш,уж
311,Anzahl::N,аьдад,лыд
312,Art::N,жинс,тус
313,Stück::N,касак,юдэс
314,Teil::N,бутӏа,люкет
315,Hälfte::N,дачӏи,ӝыны
316,Kreis::N,кюрщан,котырес
317,Kreuz::N,ххач,крест
318,Linie::N,щва,гож
319,Strich::N,щва,гож
320,Abstand::N,манзил,вис
321,Abstand::N,манзил,кусып
322,Entfernung::N,манзил,кусып
323,Gegend::N,кӏану,инты
324,Ort::N,кӏану,инты
325,Ort::N,кӏану,места
326,Seite::N,чул,пал
327,Seite::N,чулухалу,пал
328,Mitte::N,дя,шор
329,Gegenstand::N,зат,арбери
330,Sache::N,зат,котыр
331,Rand::N,зума,дур
332,Rand::N,зума,шаер
333,Ecke::N,мурцӏу,сэрег
334,Spitze::N,мицӏ,йыл
335,Ende::N,зума,пум
336,Loch::N,ккутӏ,пась
337,Winkel::N,мурцӏу,сэрег
338,Muster::N,накьич,пужы
339,Länge::N,лахъишиву,кузьдала
340,Höhe::N,лахъшиву,ӝуждала
341,Gewicht::N,дуццин,сектала
342,Gewicht::N,дуццин,секытлык
343,Gewicht::N,кӏушиву,сектала
344,Gewicht::N,кӏушиву,секытлык
345,Haufen::N,бакӏу,люк
346,Reihe::N,кьюкьа,чур
347,Boot::N,луткка,пыж
348,Boot::N,луткка,лодка
349,Ruder::N,весло,полыс
350,Ruder::N,чӏатӏа,полыс
351,Schlitten::N,чана,додьы
352,Schlitten::N,санкка,додьы
353,Ski::N,лижарду,куас
354,Lagerfeuer::N,къавтӏн,тылскем
355,Last::N,гьиву,секыт
356,Gang::N,нанаву,ветлон
357,Schritt::N,ша,вамыш
358,Norden::N,ухссав,уйпал
359,Norden::N,ухссавнил чулухалу,уйпал
360,Süden::N,кьилва,лымшор
361,Westen::N,баргълагавал,шунды пуксён
362,Westen::N,баргълагавал чул,шунды пуксён
363,Osten::N,баргъбуккай чулухалу,шунды ӝужан
364,Holz::N,тӏама,пу
365,Brett::N,тахта,пул
366,Platte::N,гъуни,плита
367,Stütze::N,гьалакӏу,пыкет
368,Stange::N,къазихъ,пуӵ
369,Stock::N,ттархь,боды
370,Stab::N,ччантӏакъу,пуӵ
371,Stab::N,ччантӏакъу,боды
372,Rohr::N,бургъу,труба
373,Haus::N,къатта,юрт
374,Heim::N,къатта,корка
375,Ofen::N,пач,гур
376,Fußboden::N,чӏанкъатта,выж
377,Tisch::N,усттул,ӝӧк
378,Stuhl::N,кӏану,пукон
379,Wiege::N,оьрчӏал кӏану,кӧкы
380,Wiege::N,оьрчӏал кӏану,зыбка
381,Bett::N,тах,валес
382,Regal::N,чӏаму,ӝажы
383,Kiste::N,яшикӏ,ящик
384,Kiste::N,къурши,ящик
385,Fenster::N,чӏавахьулу,укно
386,Fenster::N,чӏавахьулу,косяк
387,Tür::N,нуз,ӧс
388,Tür::N,нузкьун,ӧс
389,Tor::N,къапу,ӟезьы
390,Tor::N,дарваза,ӟезьы
391,Zaun::N,дайгьузанну,забор
392,Dach::N,магъи,липет
393,Dach::N,цӏиялу,липет
394,Leiter::N,чуртту,падӟа
395,Besen::N,чӏатлу,ӵужон
396,Besen::N,чӏатлу,исьнер
397,Spaten::N,бил,лопатка
398,Schaufel::N,чӏатӏа,ютырон
399,Gabel::N,гьиссилу,тэчы
400,Gabel::N,гьиссилу,вилка
401,Löffel::N,къуса,пуньы
402,Messer::N,чӏила,пурт
403,Nagel::N,мяр,кортӵог
404,Netz::N,къери,сеть
405,Haken::N,къича,курик
406,Griff::N,куяму,ныд
407,Schloss::N,кьункьула,тунгон
408,Bild::N,сурат,суред
409,Puppe::N,ссихьу,мунё
410,Beutel::N,чантай,пуйы
411,Bündel::N,гьи,керттэт
412,Bündel::N,къар,керттэт
413,Eimer::N,бадра,ведра
414,Deckel::N,къапаза,ӵоксэт
415,Geschirr::N,пюрунчӏул,тусьты-пуньы
416,Geschirr::N,тӏахӏникӏичӏу,тусьты-пуньы
417,Sack::N,къап,пуйы
418,Sack::N,дарваг,пуйы
419,Tasse::N,пижан,ӵаша
420,Tasse::N,пинжан,ӵаша
421,Tasse::N,инкираччатӏи,ӵаша
422,Tasse::N,цинцилттал бушкъап,ӵаша
423,Topf::N,кӏункӏур,миска
424,Kessel::N,чаг,пурты
425,Kessel::N,кӏункӏур,пурты
426,Essen::N,дукия,сиськон
427,Essen::N,дукин,сиськон
428,Nahrung::N,дукра,сион
429,Speise::N,дукра,сиён
430,Fleisch::N,дикӏ,сӥль
431,Getreide::N,къама,ю тысь
432,Brei::N,ккурч,ӝук
433,Brot::N,ччатӏ,нянь
434,Scheibe::N,парча,шорем
435,Fett::N,аьгъушиву,кӧй
436,Butter::N,нагь,вӧй
437,Butter::N,лагаву,вӧй
438,Salz::N,цӏву,сылал
439,Suppe::N,накь,шыд
440,Honig::N,ницӏ,чечы
441,Milch::N,накӏ,йӧл
442,Tee::N,чяй,чай
443,Leder::N,бурчу,сурон
444,Wolle::N,ппал,гон
445,Wolle::N,ппал,ыжгон
446,Stoff::N,янна,куэм
447,Nadel::N,ххалаххи,вень
448,Faden::N,ххал,сӥньыс
449,Knopf::N,банд,бирды
450,Knoten::N,къурхъ,герд
451,Farbe::N,сир,буёл
452,Kleidung::N,янна,дӥсь
453,Kleidung::N,лаххия,дӥсь
454,Hemd::N,гьухъа,дэрем
455,Kragen::N,дарвач,сирес
456,Ärmel::N,кахха,саес
457,Hose::N,хӏажак,брюки
458,Hose::N,хӏажак,штань
459,Gürtel::N,мухӏлу,кускерттон
460,Mütze::N,кьяпа,ызьы
461,Stiefel::N,чакма,сапег
462,Ring::N,кӏисса,зундэс
463,Band::N,линт,лента
464,Kamm::N,ттарал,сын
465,Spiegel::N,дагьани,синучкон
466,Riemen::N,эн,е
467,Schnur::N,хьхьа,гозы
468,Decke::N,виргъан,шобрет
469,Kissen::N,кӏаралу,миндэр
470,Tuch::N,карщи,кышет
471,Handtuch::N,калихьу,ӵушкон
472,Handtuch::N,лажинлихьу,ӵушкон
473,Kraft::N,эллаж,кать
474,Kraft::N,эллаж,ӟигар
475,Stärke::N,гуж,юнлык
476,Gesundheit::N,цӏуллу-сагъшиву,тазалык
477,Krankheit::N,къашайшиву,висён
478,Schmerz::N,къюву,висён
479,Wunde::N,щаву,яра
480,Fieber::N,кӏиришиву,кезег
481,Arznei::N,дару,эмъюм
482,Brücke::N,ламу,выж
483,Brunnen::N,къуй,колдэч
484,Weide::N,бизантту,возь
485,Pfad::N,жегъир ххуллу,сюрес
486,Weg::N,ххуллу,сюрес
487,Straße::N,ххуллу,сюрес
488,Dorf::N,щар,гурт
489,Dorf::N,шяравалу,гурт
490,Stadt::N,шагьру,кар
491,Stadt::N,шагьру,город
492,Brief::N,чагъар,гожтэт
493,Buch::N,лу,книга
494,Buchstabe::N,хӏарп,буква
495,Zeitung::N,кказит,газет
496,Leben::N,оьрму,улон
497,Tod::N,ажал,кулон
498,Tod::N,бивкӏу,кулон
499,Tod::N,ивчӏаву,кулон
500,Grab::N,гьав,шайгу
501,Kirche::N,килиса,черк
502,Sünde::N,бунагъ,сьӧлык
503,Gott::N,зал,ӥнмар
504,Arbeiter::N,зузала,рабочий
505,Chef::N,ялувма,начальник
506,Meister::N,усттар,кибашлы
507,Arzt::N,хӏакин,врач
508,Lehrer::N,учитель,дышетӥсь
509,Geld::N,арцу,уксё
510,Geld::N,арцу,коньдон
511,Geschäft::N,даву,уж
512,Laden::N,ттучан,магазин
513,Preis::N,багъа,дун
514,Ware::N,хъус,вуз
515,Nutzen::N,хайр,пайда
516,Nutzen::N,мюнпат,пайда
517,Reichtum::N,давлат,узырлык
518,Reichtum::N,аваданшиву,узырлык
519,Welt::N,дуниял,дунне
520,Land::N,билаят,шаер
521,Staat::N,паччахӏлугъ,кун
522,Macht::N,власть,власть
523,Grenze::N,дазу,кунгож
524,Krieg::N,дяъви,ож
525,Feind::N,душман,тушмон
526,Gewalt::N,къия,эриктэман
527,Kampf::N,лачӏуи уккаву,нюръяськон
528,Bogen[Waffe]::N,ккуртта,пукыӵ
529,Pfeil::N,чӏатӏаракӏ,пукыӵ вень
530,Gewehr::N,ттупанг,пыӵал
531,Fehler::N,гъалатӏ,янгыш
532,Lüge::N,щялмахъ,пӧян
533,Lüge::N,щялмахъ,алдан
534,Lüge::N,щялмахъ,ӧрекчан
535,Schaden::N,зарал,изъян
536,Unglück::N,бала,куректон
537,Unglück::N,бала,шудтэме усён
538,Schuld::N,тахсир,янгыш
539,Alter::N,оьрму,арлыд
540,Schluss::N,ахир,пум
541,Zeit::N,чӏун,дыр
542,Tag::N,кьини,нунал
543,Morgen::N,кӏюрх,ӵукна
544,Mittag::N,ахттайн,лымшор
545,Mittag::N,дяахттайн,лымшор
546,Mittag::N,ахттайн чӏун,лымшор
547,Abend::N,маркӏачӏан,ӝыт
548,Abend::N,маркӏачӏан,акшан
549,Nacht::N,хьхьу,уй
550,Woche::N,нюжмар,арня
551,Monat::N,барз,толэзь
552,Jahr::N,шин,ар
553,Frühling::N,инт,тулыс
554,Sommer::N,гъи,гужем
555,Herbst::N,ссут,сӥзьыл
556,Winter::N,кӏи,тол
557,Januar::N,цалчинмур барз,выльартолэзь
558,Februar::N,кӏилчинмур барз,тулыспал
559,März::N,шамилчинмур барз,южтолэзь
560,April::N,апрель,оштолэзь
561,April::N,мукьилчинмур барз,оштолэзь
562,Mai::N,май,куартолэзь
563,Mai::N,ххюлчинмур барз,куартолэзь
564,Juni::N,июнь,вожотолэзь
565,Juni::N,ряххилчинмур барз,вожотолэзь
566,Juli::N,июль,пӧсьтолэзь
567,Juli::N,Арулчинмур барз,пӧсьтолэзь
568,August::N,мяйлчинмур барз,гудырикошкон
569,September::N,урчӏилчинмур барз,куарусён
570,Oktober::N,ацӏилчинмур барз,выльӝуктолэзь
571,November::N,ацӏния цалчинмур барз,шуркынмон
572,Dezember::N,ацӏния кӏилчинмур барз,толсур
573,Montag::N,итин,вордӥськон
574,Montag::N,итин кьини,вордӥськон
575,Dienstag::N,тталат,вторник
576,Dienstag::N,тталат кьини,вторник
577,Mittwoch::N,арвахӏ,вирнунал
578,Donnerstag::N,хамис,покчиарня
579,Freitag::N,нюжмар,удмуртарня
580,Freitag::N,нюжмар кьини,удмуртарня
581,Samstag::N,ххуллун,кӧснунал
582,Samstag::N,ххуллун кьини,кӧснунал
583,Sonntag::N,алхӏат,арня
584,Sonntag::N,алхӏат кьини,арня
585,groß::A,бугъарасса,бадӟым
586,klein::A,чӏивисса,пичи
587,lang::A,лахъисса,кузь
588,kurz::A,кутӏасса,вакчи
589,breit::A,уттасса,паськыт
590,schmal::A,уттакӏюласса,сюлэг
591,dicht::A,ццунсса,ӵем
592,dick[Gegenstand]::A,ганзсса,зӧк
593,dünn::A,кӏюласса,векчи
594,fest::A,цӏакьсса,юн
595,fest::A,цӏакьсса,чурыт
596,fest::A,кьянкьасса,юн
597,fest::A,кьянкьасса,чурыт
598,flach::A,баягъисса,ӵошкыт
599,flach::A,цӏубакъасса,ӵошкыт
600,flach::A,куртӏ дакъасса,ӵошкыт
601,glatt::A,дюрчӏусса,гылыт
602,glatt::A,дюрчӏусса,вольыт
603,hart::A,кьянкьасса,чурыт
604,weich::A,кӏукӏлусса,небыт
605,rund::A,ккурккисса,котырес
606,spitz::A,ярксса,йылсо
607,spitz::A,дайлсса,йылсо
608,spitz::A,мицӏ бусса,йылсо
609,scharf::A,ярксса,лэчыт
610,scharf::A,дайлсса,лэчыт
611,scharf::A,мицӏ бусса,лэчыт
612,stumpf::A,къуркъасса,ныж
613,schwer::A,кӏусса,секыт
614,schön::A,аьнтӏикӏасса,чебер
615,heiß::A,кӏирисса,пӧсь
616,warm::A,гъелисса,шуныт
617,kalt::A,дяркъусса,кезьыт
618,kühl::A,дюхлулсса,юзмыт
619,kühl::A,дюхлулсса,салкым
620,frisch::A,цӏусса,выль
621,feucht::A,атилсса,мускыт
622,feucht::A,хъавтусса,мускыт
623,nass::A,атилсса,котмем
624,nass::A,хъавтусса,котмем
625,trocken::A,кьавкьсса,кӧс
626,trocken::A,кьакьан бувсса,кӧс
627,voll::A,бувцӏусса,тыр
628,leer::A,бачӏвасса,буш
629,leer::A,бачӏвасса,тырттэм
630,offen::A,тӏивтӏусса,усьтэм
631,geschlossen::A,лавкьусса,ӵогам
632,geschlossen::A,лавкьусса,пунням
633,sauber::A,марцӏсса,ӝикыт
634,sauber::A,марцӏсса,чылкыт
635,schmutzig::A,чапалсса,нӧд
636,roh::A,шакъавхьсса,ыль
637,reif::A,дирсса,вуэм
638,lecker::A,нахӏусса,ческыт
639,lecker::A,тӏааьнсса,ческыт
640,süß::A,нацӏусса,ческыт
641,bitter::A,кьурчӏисса,курыт
642,sauer::A,туршсса,чырс
643,hell::A,чаннасса,югыт
644,dunkel::A,цӏансса,пеймыт
645,schwarz::A,лухӏисса,сьӧд
646,weiß::A,кӏяласса,тӧдьы
647,rot::A,ятӏулсса,горд
648,gelb::A,хъахъисса,ӵуж
649,blau::A,някӏсса,лыз
650,grün::A,щюлисса,вож
651,grau::A,оьрусса,пурысь
652,bunt::A,оьрчӏикӏурисса,куӵо
653,billig::A,кьювкьусса,дунтэм
654,teuer::A,ххирасса,дуно
655,wertvoll::A,багьасса,дуно
656,blind::A,мурчӏисса,сукыр
657,blind::A,мурчӏисса,синтэм
658,taub::A,къюкӏсса,пельтэм
659,kräftig::A,гужсса,кужмо
660,stark::A,кьянкьасса,юн
661,stark::A,кьянкьасса,кужмо
662,schwach::A,заэвсса,ляб
663,schwach::A,заэвсса,начар
664,fett::A,бучсса,кӧй
665,schlank::A,бювхъусса,веськыт
666,schlank::A,бювхъусса,веськрес
667,hübsch::A,янусса,чебер
668,hübsch::A,янусса,синмаськымон
669,böse::A,оьсса,лек
670,dumm::A,ахӏмакьсса,шузи
671,dumm::A,ахӏмакьсса,визьтэм
672,faul::A,танмалсса,азьтэм
673,faul::A,курчӏилсса,азьтэм
674,fleißig::A,хӏарачат бусса,сюлмо
675,geizig::A,янттарцӏансса,сук
676,klug::A,аькьлу бусса,визьмо
677,geschickt::A,паргалсса,усто
678,geschickt::A,паргалсса,быгатӥсь
679,lieb::A,аьзизсса,мусо
680,lustig::A,тяхъасса,шулдыр
681,sanft::A,иминсса,мусо
682,sanft::A,иминсса,эрке
683,hungrig::A,ккашилсса,сютэм
684,krank::A,къашавайсса,висись
685,nackt::A,кӏачӏасса,гольык
686,traurig::A,пашмансса,мӧзмыт
687,lebendig::A,уттавасса,улэп
688,gut::A,ххуйсса,ӟеч
689,gut::A,ххуйсса,умой
690,schlecht::A,оьккисса,урод
691,schlecht::A,оьккисса,алама
692,richtig::A,саргъунсса,шонер
693,schlimm::A,оьккисса,алама
694,wahr::A,хӏакьсса,зэмос
695,alt::A,кугьнасса,вуж
696,neu::A,цӏусса,выль
697,ehemalig::A,хъхъичӏвасса,азьвылэз
698,alt[Lebewesen]::A,агьилсса,пересь
699,jung::A,чӏавасса,егит
700,jung::A,чӏавасса,пинал
701,jung::A,жагьилсса,егит
702,jung::A,жагьилсса,пинал
703,arm::A,мискинсса,начар
704,arm::A,мискинсса,куанер
705,reich::A,авадансса,узыр
706,bekannt::A,дусъсса,тодмо
707,berühmt::A,машгьурсса,дано
708,fremd::A,чил,ят
709,verschieden::A,личӏи-личӏисса,пӧртэм
710,nah::A,гъансса,матысь
711,fern::A,архсса,кыдёкысь
712,linker::A,кияхсса,паллян
713,linker::A,кюччахсса,паллян
714,rechter::A,урчӏахсса,бур
715,rechter::A,урчӏахсса,бурпал
716,anderer::A,цамур,мукет
717,erster::A,цалчинмур,нырысетӥез
718,erster::A,цалчиннсса,нырысетӥез
719,zweiter::A,кӏилчиимур,кыктэтӥез
720,dritter::A,шамулчинмур,кунньметӥез
721,letzter::A,махъва-махъмур,берло
722,letzter::A,махъва-махъмур,берпум
723,allein::ADV,ялгъузну,огназ
724,zusammen::ADV,цачӏу,ӵош
