,Concept_ID,is,mrj
134,Stamm::N,stofn,пушӓнгӹ тӹнг
135,Rinde::N,börkur,каргыж
136,Ast::N,grein,укш
137,Zweig::N,angi,укш
138,Zweig::N,kvistur,укш
139,Blatt::N,blað,листӹ
140,Birke::N,birki,куги
141,Kiefer[Baum]::N,fura,йӓктӹ
142,Weide[Baum]::N,víðir,уа
143,Tanne::N,greni,кож
144,Horn::N,horn,шур
145,Feder::N,fjöður,пын
146,Fell::N,skinn,кавашты
147,Flügel::N,vængur,шылдыр
148,Klaue::N,kló,кӹч
149,Kralle::N,kló,лапа
150,Schwanz::N,rófa,пач
151,Schwanz::N,skott,пач
152,Ei::N,egg,мыны
153,Nest::N,hreiður,пӹжӓш
154,Bau::N,greni,ыраж
155,Bau::N,bæli,ыраж
156,Tier::N,dýr,во́льык
157,Herde::N,hjörð,кӹтö
158,Kuh::N,kýr,ышкал
159,Bulle::N,boli,ӱшкӱж
160,Pferd::N,hestur,имни
161,Schaf::N,kind,шарык
162,Schwein::N,svín,сасна
163,Hund::N,hundur,пи
164,Katze::N,köttur,коти
165,Bär::N,björn,мöскӓ
166,Eichhörnchen::N,íkorni,ур
167,Elch::N,elgur,шарды
168,Fuchs::N,refur,рӹвӹж
169,Hase::N,héri,морен
170,Maus::N,mús,каля
171,Wolf::N,úlfur,пирӹ
172,Vogel::N,fugl,кек
173,Schwarm::N,sægur,цуца
174,Huhn::N,hæna,цӹвӹ
175,Hahn::N,hani,ӓптӓн
176,Gans::N,gæs,комбы
177,Adler::N,örn,кучкыж
178,Ente::N,önd,лыды
179,Eule::N,uggla,тымана
180,Kranich::N,trana,тырня
181,Kranich::N,trana,тыртня
182,Krähe::N,kráka,лудыгарак
183,Kuckuck::N,gaukur,куку
184,Schwan::N,svanur,йӱксӹ
185,Fisch::N,fiskur,кол
186,Barsch::N,aborri,алангы
187,Hecht::N,gedda,нуж
188,Hecht::N,gedda,нужгол
189,Schlange[Tier]::N,naðra,кӹшкы
190,Wurm::N,ormur,шукш
191,Spinne::N,kónguló,ӓнгӹремшӹ
192,Ameise::N,maur,кыткы
193,Laus::N,lús,ти
194,Mücke::N,mý,кужнер
195,Mücke::N,mý,кужынер
196,Mücke::N,mýfluga,кужнер
197,Mücke::N,mýfluga,кужынер
198,Fliege::N,fluga,шӹнгӓ
199,Schmetterling::N,fiðrildi,лӹпӹ
200,Beere::N,ber,мöр
201,Apfel::N,epli,олма
202,Pilz::N,sveppur,понгы
203,Zwiebel::N,laukur,охыра
204,Saat::N,fræ,нӱшмӹ
205,Saat::N,fræ,нӱшмӱ
206,Saat::N,útsæði,нӱшмӹ
207,Saat::N,útsæði,нӱшмӱ
208,Korn::N,korn,пӹрцӹ
209,Heu::N,hey,шуды
210,Schale::N,hýði,аваха
211,Schale::N,hýði,карлангы
212,Grube::N,gryfja,йӓм
213,Falle::N,gildra,лӱдӹ
214,Falle::N,gildra,лӱдӹш
215,Schlinge::N,snara,онгы
216,Spur::N,spor,кишӓ
217,Asche::N,aska,ломых
218,Asche::N,aska,ломпыж
219,Dreck::N,óþverri,лявӹрӓ
220,Eisen::N,járn,кӹртни
221,Gold::N,gull,шöртни
222,Gold::N,gull,шöртньӹ
223,Silber::N,silfur,ши
224,Kohle::N,kol,шӱ
225,Glas::N,gler,охоница
226,Lehm::N,leir,шун
227,Sand::N,sandur,ошма
228,Mensch::N,maður,эдем
229,Mensch::N,manneskja,эдем
230,Mann::N,maður,пӱэргӹ
231,Mann::N,karlmaður,пӱэргӹ
232,Frau::N,kona,ӹдӹрӓмӓш
233,Kind::N,barn,ӓзӓ
234,Kind::N,barn,шачшы
235,Kind::N,krakki,ӓзӓ
236,Kind::N,krakki,шачшы
237,Junge::N,drengur,рвезӹ
238,Junge::N,drengur,ӹрвезӹ
239,Mädchen::N,stelpa,ӹдӹрӓш
240,Familie::N,fjölskylda,йиш
241,Familie::N,fjölskylda,семня
242,Großvater::N,afi,тьоти
243,Großmutter::N,amma,папа
244,Eltern::N,foreldrar,ӓтя-ӓвӓ
245,Vater::N,faðir,ӓтя
246,Mutter::N,móðir,ӓвӓ
247,Sohn::N,sonur,эргӹ
248,Tochter::N,dóttir,ӹдӹр
249,Bruder::N,bróðir,ӹза
250,Schwester::N,systir,ӓкӓ
251,Onkel::N,föðurbróðir,кугуза
252,Tante::N,frænka,куака
253,Tante::N,móðursystir,куака
254,Ehemann::N,eiginmaður,мары
255,Ehefrau::N,eiginkona,вӓтӹ
256,Freude::N,gleði,ӹвӹртӹмӓш
257,Gelächter::N,hlátur,ваштылмаш
258,Glück::N,gæfa,пиӓл
259,Kummer::N,sorg,ясы
260,Wunsch::N,ósk,охата
261,Wunsch::N,ósk,шанымаш
262,Lust::N,fýsn,шӓр
263,Lust::N,fýsn,охата
264,Lust::N,fýsn,шанымаш
265,Lust::N,löngun,шӓр
266,Lust::N,löngun,охата
267,Lust::N,löngun,шанымаш
268,Geist::N,andi,тух
269,Gedanke::N,hugsun,шанымаш
270,Gedächtnis::N,minni,ӓш
271,Verstand::N,vit,ыш
272,Sinn::N,merking,кын
273,Grund::N,ástæða,вир
274,Wahrheit::N,sannleikur,тöр
275,Gespräch::N,samtal,хытырымаш
276,Märchen::N,ævintýri,ямак
277,Erzählung::N,saga,шайыштмаш
278,Nachricht::N,frétt,увертӓрӹмӓш
279,Neuigkeit::N,frétt,увер
280,Name::N,nafn,лӹм
281,Rätsel::N,gáta,тышты
282,Rede::N,ræða,шая
283,Rede::N,ræða,шамак
284,Sprache::N,mál,йӹлмӹ
285,Sprache::N,tungumál,йӹлмӹ
286,Stimme::N,rödd,юк
287,Wort::N,orð,шамак
288,Zeichen::N,tákn,палӹ
289,Zeichen::N,merki,палӹ
290,Ruf::N,kall,сӹгӹрӹмӓш
291,Lärm::N,hávaði,юкланымащ
292,Laut::N,hljóð,юк
293,Ton::N,tónn,юк
294,Lied::N,ljóð,мыры
295,Lied::N,söngur,мыры
296,Ruhe::N,ró,тыр
297,Ruhe::N,kyrrð,тыр
298,Leute::N,fólk,эдемвлӓ
299,Volk::N,þjóð,халык
300,Arbeit::N,vinna,пӓшӓ
301,Gast::N,gestur,хына
302,Geschenk::N,gjöf,подарка
303,Spiel::N,leikur,мадыш
304,Gesellschaft::N,selskapur,йӓл
305,Gesellschaft::N,selskapur,йӓлвлӓ
306,Hilfe::N,hjálp,палшык
307,Freund::N,vinur,тӓнг
308,Kamerad::N,félagi,тос
309,Angelegenheit::N,mál,дела
310,Angelegenheit::N,mál,йела
311,Angelegenheit::N,mál,йыла
312,Angelegenheit::N,mál,пӓшӓ
313,Angelegenheit::N,málefni,дела
314,Angelegenheit::N,málefni,йела
315,Angelegenheit::N,málefni,йыла
316,Angelegenheit::N,málefni,пӓшӓ
317,Anzahl::N,tala,шот
318,Anzahl::N,fjöldi,шот
319,Art::N,tegund,цӹре
320,Stück::N,biti,лаштык
321,Stück::N,stykki,лаштык
322,Teil::N,hluti,пай
323,Teil::N,hluti,часть
324,Teil::N,partur,пай
325,Teil::N,partur,часть
326,Hälfte::N,helmingur,пел
327,Kreis::N,hringur,тӹртӹш
328,Kreuz::N,kross,крестӹ
329,Kreuz::N,krossmark,крестӹ
330,Linie::N,lína,
331,Strich::N,strik,
332,Abstand::N,millibil,ло
333,Entfernung::N,fjarlægð,ло
334,Gegend::N,hérað,вӓр
335,Platz::N,pláss,вӓр
336,Ort::N,staður,вӓр
337,Seite::N,hlið,öрдӹж
338,Mitte::N,miðja,ло
339,Gegenstand::N,hlutur,хӓдӹр
340,Sache::N,mál,хӓдӹр
341,Rand::N,brún,шöр
342,Kante::N,rönd,шöр
343,Ecke::N,horn,лык
344,Spitze::N,oddur,вуй
345,Ende::N,endi,вуй
346,Ende::N,endi,мычаш
347,Loch::N,gat,ыраж
348,Loch::N,hola,ыраж
349,Winkel::N,skot,лык
350,Winkel::N,krókur,лык
351,Muster::N,munstur,тӹрлец
352,Größe::N,stærð,кӱкшӹц
353,Länge::N,lengd,кыт
354,Höhe::N,hæð,кӱкшӹц
355,Gewicht::N,vigt,нелӹц
356,Gewicht::N,þyngd,нелӹц
357,Menge::N,magn,шот
358,Haufen::N,hrúga,ара
359,Haufen::N,haugur,ара
360,Reihe::N,röð,ряд
361,Boot::N,bátur,пыш
362,Ruder::N,ár,вешлӓ
363,Schlitten::N,sleði,тир
364,Ski::N,skíði,ечӹ
365,Lagerfeuer::N,varðeldur,тыл
366,Last::N,byrði,нелӹц
367,Last::N,farmur,нелӹц
368,Gang::N,ganga,ход
369,Schritt::N,skref,ашкыл
370,Norden::N,norður,йыдпелвел
371,Süden::N,suður,кечӹвӓлвел
372,Westen::N,vestur,кечӹ шӹцмӹ
373,Osten::N,austur,ирвел
374,Osten::N,austur,кечӹ лӱлтмӹ
375,Holz::N,viður,пушӓнгӹ
376,Brett::N,fjöl,ханга
377,Platte::N,flötur,плитӓ
378,Stütze::N,stoð,цӓрӓк
379,Stange::N,stöng,равы
380,Stange::N,stöng,намаш
381,Stock::N,prik,панды
382,Stock::N,stafur,панды
383,Stab::N,prik,равы
384,Stab::N,stafur,равы
385,Rohr::N,rör,пыч
386,Rohr::N,pípa,пыч
387,Haus::N,hús,пöрт
388,Heim::N,heimili,пöрт
389,Ofen::N,ofn,камака
390,Fußboden::N,gólf,седӹрӓ
391,Tisch::N,borð,стöл
392,Stuhl::N,stóll,пöкен
393,Wiege::N,vagga,шипкӓ
394,Bett::N,rúm,койка
395,Bett::N,rúm,кравать
396,Bett::N,hvíla,койка
397,Bett::N,hvíla,кравать
398,Regal::N,hilla,полицӓ
399,Kiste::N,kassi,шӱ́ндӹк
400,Fenster::N,gluggi,окня
401,Tür::N,dyr,амаса
402,Tür::N,hurð,амаса
403,Tor::N,hlið,хапка
404,Zaun::N,girðing,забор
405,Zaun::N,limgarður,забор
406,Dach::N,þak,левӓш
407,Leiter::N,stigi,ташкалтыш
408,Besen::N,sópur,сало
409,Besen::N,sópur,салко
410,Spaten::N,spaði,кольмы
411,Schaufel::N,skófla,лоток
412,Gabel::N,gaffall,ви́лка
413,Löffel::N,skeið,савала
414,Messer::N,hnífur,кӹзӹ
415,Nagel::N,nögl,пыда
416,Netz::N,net,вӓпш
417,Haken::N,krókur,крӱк
418,Haken::N,krókur,кагак
419,Griff::N,tak,кычем
420,Schloss::N,lás,замок
421,Schloss::N,lás,сыравач
422,Bild::N,mynd,картин
423,Figur::N,stytta,кӓн
424,Puppe::N,brúða,поханя
425,Beutel::N,poki,мешӓк
426,Beutel::N,baggi,мешӓк
427,Bündel::N,böggull,топ
428,Bündel::N,böggull,пидӹш
429,Bündel::N,böggull,кӹлдӹш
430,Tasche::N,veski,сумкы
431,Eimer::N,fata,ведӹрӓ
432,Deckel::N,lok,комдыш
433,Geschirr::N,leirtau,ӓтӹ
434,Sack::N,sekkur,мешӓк
435,Tasse::N,bolli,цӓшкӓ
436,Topf::N,pottur,ми́ска
437,Kessel::N,ketill,пад
438,Essen::N,matur,качкыш
439,Essen::N,matur,качкыш-йӱш
440,Nahrung::N,fæða,качкыш
441,Nahrung::N,fæða,качкыш-йӱш
442,Speise::N,réttur,няня
443,Speise::N,matarréttur,няня
444,Fleisch::N,kjöt,пай
445,Getreide::N,korn,киндӹ
446,Brei::N,grautur,шӹрӓш
447,Brot::N,brauð,сыкыр
448,Scheibe::N,sneið,ламыт
449,Scheibe::N,sneið,лаштык
450,Fett::N,fita,кая
451,Butter::N,smjör,ӱ
452,Öl::N,olía,ӱ
453,Salz::N,salt,санзал
454,Suppe::N,súpa,лем
455,Honig::N,hunang,мӱ
456,Milch::N,mjólk,шӹшер
457,Tee::N,te,чӓй
458,Leder::N,skinn,шарга
459,Leder::N,skinn,кавашты
460,Wolle::N,ull,миж
461,Stoff::N,dúkur,матер
462,Stoff::N,dúkur,матери
463,Nadel::N,nál,им
464,Faden::N,þráður,шӹртӹ
465,Knopf::N,tala,полдыш
466,Knopf::N,hnappur,полдыш
467,Knoten::N,hnútur,пӱкшем
468,Farbe::N,málning,чиӓ
469,Farbe::N,málning,крӓскӓ
470,Kleidung::N,búningur,выргем
471,Kleidung::N,klæðnaður,выргем
472,Hemd::N,skyrta,тыгыр
473,Kragen::N,kragi,шӱ
474,Kragen::N,flibbi,шӱ
475,Ärmel::N,ermi,шокш
476,Hose::N,buxur,ялаш
477,Gürtel::N,belti,ӹштӹ
478,Mütze::N,húfa,упш
479,Schuh::N,skór,ту́фльы
480,Stiefel::N,stígvél,кем
481,Ring::N,hringur,шӓргӓш
482,Band::N,band,лемтӓ
483,Kamm::N,greiða,шерге
484,Spiegel::N,spegill,тӹгӹр
485,Riemen::N,ól,прӓжӓ
486,Riemen::N,reim,прӓжӓ
487,Schnur::N,snúra,кӓндӹра
488,Leine::N,band,керем
489,Decke::N,teppi,одеял
490,Kissen::N,koddi,кӹпцӹк
491,Tuch::N,klútur,савыц
492,Handtuch::N,þurrka,шӹргӹсавыц
493,Handtuch::N,þurrka,шӹргӹмсавыц
494,Handtuch::N,handklæði,шӹргӹсавыц
495,Handtuch::N,handklæði,шӹргӹмсавыц
496,Kraft::N,afl,ви
497,Kraft::N,kraftur,ви
498,Stärke::N,styrkur,ви
499,Gesundheit::N,heilsa,шу
500,Gesundheit::N,heilsa,шулык
501,Gesundheit::N,heilbrigði,шу
502,Gesundheit::N,heilbrigði,шулык
503,Krankheit::N,sjúkdómur,мыж
504,Schmerz::N,sársauki,карштыш
505,Wunde::N,sár,шушыр
506,Fieber::N,hitasótt,ӱштӹмыж
507,Arznei::N,lyf,лекӓрцӹ
508,Brücke::N,brú,кӹвер
509,Brunnen::N,brunnur,вӹдсӹнзӓ
510,Weide::N,hagi,ныр
511,Pfad::N,stígur,ялгорны
512,Weg::N,vegur,корны
513,Straße::N,gata,корны
514,Straße::N,stræti,корны
515,Dorf::N,þorp,сола
516,Stadt::N,borg,города
517,Brief::N,bréf,сирмӓш
518,Buch::N,bók,книгӓ
519,Buchstabe::N,bókstafur,буква́
520,Zeitung::N,dagblað,газет
521,Zeitung::N,dagblað,кайзет
522,Leben::N,líf,житя
523,Tod::N,dauði,смöрт
524,Grab::N,gröf,шӹгер
525,Grab::N,gröf,мыгилӓ
526,Grab::N,gröf,шӹгерлӓ
527,Kirche::N,kirkja,церкӹ
528,Sünde::N,synd,сулык
529,Gott::N,guð,йымы
530,Arbeiter::N,verkamaður,пӓшӓзӹ
531,Chef::N,yfirmaður,вуй
532,Meister::N,meistari,мастар
533,Arzt::N,læknir,доктор
534,Lehrer::N,kennari,тымдышы
535,Geld::N,peningar,окса
536,Geschäft::N,viðskipti,торге́йӹмӓш
537,Laden::N,búð,лапка
538,Laden::N,búð,магазин
539,Laden::N,verslun,лапка
540,Laden::N,verslun,магазин
541,Preis::N,verð,ӓк
542,Ware::N,vara,товар
543,Nutzen::N,gagn,пайда
544,Reichtum::N,auður,перке
545,Welt::N,veröld,сӓндӓлӹк
546,Welt::N,veröld,свет
547,Land::N,land,сӓндӓлӹк
548,Staat::N,ríki,кугижӓншӹ
549,König::N,konungur,король
550,Macht::N,vald,власть
551,Grenze::N,landamæri,пӹсмӓн
552,Krieg::N,stríð,вырсы
553,Feind::N,fjandmaður,тышман
554,Gewalt::N,ofbeldi,ви
555,Kampf::N,bardagi,кредӓлмӓш
556,Bogen[Waffe]::N,bogi,янгеж
557,Pfeil::N,ör,пикш
558,Gewehr::N,byssa,пичӓл
559,Fehler::N,villa,самынь
560,Lüge::N,lygi,шая
561,Schaden::N,skemmd,вре́дӓ
562,Unglück::N,óhamingja,пёда
563,Unglück::N,óhamingja,тымаша
564,Schuld::N,sök,вуйнамат
565,Alter::N,aldur,иӓш
566,Alter::N,aldur,игечӹ
567,Schluss::N,lok,пӹтӓртӹш
568,Schluss::N,endir,пӹтӓртӹш
569,Zeit::N,tími,веремӓ
570,Tag::N,dagur,кечӹ
571,Morgen::N,morgunn,ир
572,Morgen::N,morgunn,ирок
573,Mittag::N,hádegi,кечӹвӓл
574,Abend::N,kvöld,вады
575,Nacht::N,nótt,йыд
576,Woche::N,vika,ӓрня
577,Monat::N,mánuður,тӹ́лзӹ
578,Jahr::N,ár,год
579,Frühling::N,vor,шошым
580,Sommer::N,sumar,кӓнгӹж
581,Herbst::N,haust,шӹжӹ
582,Winter::N,vetur,тел
583,Winter::N,vetur,телӹ
584,Januar::N,janúar,январ
585,Januar::N,janúar,январь
586,Februar::N,február,февраль
587,März::N,mars,март
588,April::N,apríl,апрель
589,Mai::N,maí,май
590,Juni::N,júní,июнь
591,Juli::N,júlí,июль
592,August::N,ágúst,август
593,September::N,september,сентябрь
594,Oktober::N,október,октябрь
595,November::N,nóvember,ноябрь
596,Dezember::N,desember,декавыр
597,Montag::N,mánudagur,шачмы
598,Dienstag::N,þriðjudagur,кышкыжмы
599,Mittwoch::N,miðvikudagur,вӹрчегӹ
600,Donnerstag::N,fimmtudagur,изӓрня
601,Freitag::N,föstudagur,когарня
602,Samstag::N,laugardagur,кукшыгечӹ
603,Sonntag::N,sunnudagur,рушӓрня
604,groß::A,stór,кого
605,klein::A,lítill,изи
606,lang::A,langur,кужы
607,kurz::A,stuttur,кӹтӹк
608,breit::A,breiður,кымда
609,schmal::A,mjór,ӓнгӹсӹр
610,dicht::A,þéttur,шӹре
611,dick[Gegenstand]::A,þykkur,кӹжгӹ
612,dünn::A,þunnur,вӹцкӹж
613,fein::A,fíngerður,пыльга
614,fest::A,fastur,цаткыды
615,flach::A,flatur,тӓлякӓ
616,glatt::A,háll,ягылгы
617,glatt::A,sléttur,ягылгы
618,hart::A,harður,пингӹдӹ
619,weich::A,mjúkur,пышкыды
620,rund::A,kringlóttur,тӹртӹш
621,spitz::A,oddhvass,кашар
622,scharf::A,beittur,кашар
623,stumpf::A,bitlaus,нӹшкӹ
624,schwer::A,þungur,нелӹ
625,schön::A,fagur,цевер
626,schön::A,fagur,олмыдшы
627,schön::A,fallegur,цевер
628,schön::A,fallegur,олмыдшы
629,heiß::A,heitur,шокшы
630,warm::A,hlýr,шокшы
631,warm::A,heitur,шокшы
632,kalt::A,kaldur,ӱштӹ
633,kühl::A,svalur,юалгы
634,kühl::A,svalur,йонгата
635,frisch::A,frískur,йонгата
636,feucht::A,rakur,ӹлӹкшӹ
637,feucht::A,rakur,вӹдӹжгӹ
638,feucht::A,þvalur,ӹлӹкшӹ
639,feucht::A,þvalur,вӹдӹжгӹ
640,nass::A,votur,начкы
641,nass::A,blautur,начкы
642,trocken::A,þurr,кукшы
643,voll::A,fullur,темшӹ
644,voll::A,fullur,темыман
645,leer::A,tómur,йӓрӓ
646,offen::A,opinn,виш
647,geschlossen::A,lokaður,чӱчмӹ
648,geschlossen::A,lokaður,тӹкӹлӓлтшӹ
649,sauber::A,þrifinn,ире
650,schmutzig::A,óhreinn,шоран
651,schmutzig::A,óhreinn,лявӹрӓн
652,schmutzig::A,óhreinn,шорангшы
653,schmutzig::A,sóðalegur,шоран
654,schmutzig::A,sóðalegur,лявӹрӓн
655,schmutzig::A,sóðalegur,шорангшы
656,roh::A,hrár,пеле кӱшӹ
657,reif::A,þroskaður,кӱшӹ
658,lecker::A,ljúffengur,тотан
659,süß::A,sætur,мӱӓн
660,bitter::A,beiskur,качы
661,sauer::A,súr,шапы
662,hell::A,bjartur,соты
663,hell::A,bjartur,валгыды
664,dunkel::A,dimmur,пӹц
665,dunkel::A,dimmur,пӹцкемӹш
666,schwarz::A,svartur,шим
667,weiß::A,hvítur,ош
668,weiß::A,hvítur,ошы
669,rot::A,rauður,якшаргы
670,gelb::A,gulur,сар
671,gelb::A,gulur,сары
672,blau::A,blár,симсӹ
673,grün::A,grænn,ыжар
674,grau::A,grár,луды
675,bunt::A,marglitur,ала
676,billig::A,ódýr,шулдаш
677,teuer::A,dýr,шергӹ
678,teuer::A,dýr,шергӓкӓн
679,wertvoll::A,verðmætur,ӓкӓн
680,blind::A,blindur,слöпöй
681,blind::A,blindur,сльöпöй
682,taub::A,heyrnarlaus,тӱтӱк
683,kräftig::A,öflugur,виӓн
684,stark::A,sterkur,виӓн
685,schwach::A,veill,шава
686,schwach::A,veill,лӹпкӓ
687,schwach::A,veill,слабка
688,fett::A,feitur,таза
689,schlank::A,grannur,яштака
690,schlank::A,spengilegur,яштака
691,hübsch::A,snotur,сӹлнӹ
692,hübsch::A,snotur,олмыдшы
693,hübsch::A,laglegur,сӹлнӹ
694,hübsch::A,laglegur,олмыдшы
695,böse::A,illur,шӹдӓн
696,böse::A,vondur,шӹдӓн
697,dumm::A,heimskur,окмак
698,faul::A,latur,ялахай
699,fleißig::A,iðinn,пӓшам яратышы
700,geizig::A,nískur,шык
701,klug::A,hygginn,ышан
702,geschickt::A,fimur,мастар
703,geschickt::A,laginn,мастар
704,lieb::A,kær,тыри
705,lieb::A,ljúfur,тыри
706,lustig::A,kátur,мындыр
707,lustig::A,kátur,сусу
708,sanft::A,blíður,йӹвӹжӓ
709,hungrig::A,soltinn,шужышы
710,hungrig::A,hungraður,шужышы
711,krank::A,sjúkur,церлӹ
712,krank::A,sjúkur,хворой
713,nackt::A,nakinn,цӓрӓ
714,traurig::A,dapur,сы́лыкан
715,traurig::A,dapur,кымы́лдымы
716,traurig::A,hryggur,сы́лыкан
717,traurig::A,hryggur,кымы́лдымы
718,lebendig::A,lifandi,живой
719,gut::A,góður,яжо
720,schlecht::A,slæmur,уда
721,schlecht::A,slæmur,худа
722,schlecht::A,lélegur,уда
723,schlecht::A,lélegur,худа
724,richtig::A,réttur,вургамла
725,schlimm::A,slæmur,йӹрнык
726,wahr::A,sannur,настоящий
727,wahr::A,sannur,настояшый
728,alt::A,gamall,шонгы
729,neu::A,nýr,у
730,ehemalig::A,fyrrverandi,тошты
731,alt[Lebewesen]::A,gamall,ӹлалшӹ
732,jung::A,ungur,нöргӹ
733,jung::A,ungur,молода
734,arm::A,vesall,укеӓн
735,arm::A,fátækur,укеӓн
736,reich::A,ríkur,паян
737,reich::A,ríkur,пурлыкан
738,reich::A,auðugur,паян
739,reich::A,auðugur,пурлыкан
740,bekannt::A,kunnugur,палӹмӹ
741,berühmt::A,frægur,лӹмлы
742,fremd::A,framandi,эдемӹн
743,fremd::A,ókunnugur,эдемӹн
744,verschieden::A,ýmis,тӹрлӹ
745,nah::A,nálægur,лишӹл
746,fern::A,fjarri,мӹндӹр
747,fern::A,fjarlægur,мӹндӹр
748,linker::A,vinstri,шалахай
749,rechter::A,hægri,вургамла
750,anderer::A,annar,вес
751,anderer::A,annar,весӹ
752,erster::A,fyrsti,икшӹ
753,erster::A,fyrsti,икӹмшӹ
754,zweiter::A,annar,кокшы
755,dritter::A,þriðji,кымшы
756,letzter::A,síðasti,остатка
757,allein::ADV,einn,иктӹ
758,allein::ADV,einn,иктӹт
