,Concept_ID,ku,te
692,zwischen::PRP,di nav...da,మధ్య
693,wegen::PRP,ji bo,కారణంగా
694,wegen::PRP,ji ber,కారణంగా
695,dies::PRN,ev,ఇది
696,das::PRN,ev,అది
697,alles::PRN,hemû,సకలము
698,ich::PRN,ez,నేను
699,du::PRN,tu,నీవు
700,er::PRN,wî,అతడు
701,wir::PRN,êm,మనము
702,ihr::PRN,hûn,మీరు
703,sie::PRN,we,వారు
704,was::FPRN,çi,ఏమి
705,wer::FPRN,ki,ఎవడు
706,wo::FADV,li ku dere,ఎక్కడ
707,wohin::FADV,li ku dere,ఎందుకు
708,wie::FADV,çawa,ఎట్టు
709,warum::FADV,çima,ఏల
710,wieviel::FNUM,çend,ఎంత
711,eins::NUM,yek,ఒకటి
712,zwei::NUM,didu,రెండు
713,drei::NUM,sisê,మూడు
714,vier::NUM,çar,నాలుగు
715,fünf::NUM,penç,అయిదు
716,sechs::NUM,şeş,ఆఱు
717,sieben::NUM,heft,ఏరు
718,acht::NUM,heşt,ఎనిమదు
719,neun::NUM,neh,తొమ్మిది
720,zehn::NUM,deh,పది
721,elf::NUM,yazdeh,పదునొకొండు
722,zwölf::NUM,diwazdeh,పండ్రండు
723,zwanzig::NUM,bîst,ఇరుపది
724,dreißig::NUM,sih,ముప్పది
725,vierzig::NUM,çil,నలువది
726,fünfzig::NUM,pençi,ఏబది
727,sechzig::NUM,şêst,అరుపది
728,siebzig::NUM,heftê,డెబ్బది
729,achtzig::NUM,heştê,ఎనుబది
730,neunzig::NUM,nod,తొంబది
731,hundert::NUM,sêd,నూఱు
732,tausend::NUM,hezar,వేయి
733,und::CNJ,û,మఱియు
734,oder::CNJ,an,లేక
735,oder::CNJ,yan,లేక
736,stehen::V,sekinîn,నిలుచు
737,sitzen::V,rûniştin,కూర్చుండు
738,liegen::V,paldan,పండుకొనుట
739,hängen::V,darve kirin,వ్రేలాడదీయు
740,werden::V,bûn,అగు
741,passieren::V,hatin holê,సంభవించు
742,passieren::V,hatin serê kesî,సంభవించు
743,beginnen::V,li dest pêkirin,ఆరంభించు
744,enden::V,xalas bû,తీరుట
745,wechseln::V,guherandin,మార్చు
746,wechseln::V,dêgiş kirin,మార్చు
747,aufgehen[Sonne]::V,hilatin,ఉదయించు
748,untergehen[Sonne]::V,çun ava,అస్తమించు
749,scheinen[Sonne]::V,şewk de,ప్రకాశించు
750,donnern::V,gire-gir,ఉరుముట
751,wehen::V,ba le de,దురద్పప్టము
752,strömen::V,xwe girtin,పారుట
753,fließen::V,herikîn,ప్రవహించు
754,sich drehen::V,xwe zivirandin,తిరుగు
755,schwanken::V,hejandin,ఆడించుట
756,schwingen::V,libakirin,ఊగుట
757,fallen::V,ketin,పడు
758,brennen::V,şewitîn,కాలుట
759,rauchen::V,kişandin,పొగసుట
760,regnen::V,bahran tê,కురిపించుట
761,gefrieren::V,qefilandin,గడ్డకట్టు
762,tauen::V,helandin,కరగు
763,schmelzen::V,helandin,కరగు
764,trocknen::V,zuwabûn,యెండుట
765,sieden::V,kelîn,ఉడుకు
766,faulen::V,xerabûn,క్రుళ్లు
767,verfaulen::V,xerabûn,క్షిణించు
768,reißen::V,jêkirin,చించు
769,versinken::V,xerq bûn,మునుగు
770,vergehen::V,derbas bûn,సంభవించు
771,erscheinen::V,peyda bûn,కనబడు
772,verschwinden::V,wendabûn,అదృశ్యమగు
773,sinken::V,noq bûn,ముణుగుట
774,abnehmen::V,kêm bûn,తగ్గు
775,zunehmen::V,qelew bûn,పెరుగుట
776,steigen::V,hildan,లేచు
777,wachsen::V,mezin bûn,పెరుగు
778,glänzen::V,biriqîn,ప్రకాశించు
779,funkeln::V,çikisîn,ప్రకాశించు
780,lärmen::V,guşîn,అరుచుట
781,läuten::V,lê de,మేళవించుట
782,klingeln::V,sîl dan,వాయించుట
783,klingeln::V,ringerin,వాయించుట
784,klirren::V,zingzing hat,ఘంటానాదము
785,brausen::V,guşîn,గర్జించు
786,rauschen::V,guşîn,చటచటమనుట
787,klingen::V,deng pe ketin,ధ్వనించుట
788,bellen::V,kewtîn,అఱచు
789,heulen::V,ûrîn,కూయు
790,blasen::V,puf kirin,దురద్పప్టము
791,pfeifen::V,fîkandin,ఈలవేయు
792,schreien::V,qîrîn,అఱచు
793,stöhnen::V,nalîn,మూలుగు
794,zittern::V,hejîn,వణకు
795,leben::V,jihîn,జీవించుట
796,geboren werden::V,hatin dinyê,పుట్టుట
797,geboren werden::V,bûn,పుట్టుట
798,atmen::V,hilmijîn,ఉపిరి తీయు
799,trinken::V,vexwarin,త్రాగు
800,essen::V,xwarin,తిను
801,schlucken::V,daqulbandin,మ్రింగు
802,müde werden::V,betilîln,అలయు
803,müde werden::V,qerimîn,అలయు
804,einschlafen::V,razan,నిద్రించు
805,schlafen::V,razan,నిద్రురించు
806,schlafen::V,razandin,నిద్రురించు
807,aufwachen::V,şiyarbûn,మేలుకొను
808,aufstehen::V,rabûn,లేచు
809,sich erholen::V,baş bûn,నడ్డి వాల్చు
810,krank werden::V,nexweş kêt,జబ్బుపడు
811,krank sein::V,nexweş bû,జబ్బు చేయు
812,schmerzen::V,êşandin,నొచ్చుట
813,husten::V,kuxin,దగ్గుట
814,genesen::V,baş bûn,కుదురుట
815,sterben::V,mirin,మరణించు
816,umkommen::V,mirin,నశించు
817,sich bewegen::V,leqîn,కదలు
818,sich rühren::V,leqîn,కదలు
819,sich erheben::V,rabûn,లేచు
820,sich setzen::V,runiştin,కూర్చుణ్డు
821,hinfallen::V,kêtin,దొర్లు
822,laufen::V,meşîn,నడచు
823,schreiten::V,meşkirin,అడుగుపెట్టుట
824,spazierengehen::V,gerandin,పచారు చేయు
825,eilen::V,lezandin,తొందరపడు
826,sich beeilen::V,zûkirin,త్వరపెట్టు
827,sausen::V,fîzîn,విసరికొట్టు
828,rennen::V,baz dan,పరుగెత్తు
829,springen::V,hilpekîn,దుముకు
830,klettern::V,hilperikîn,ఎక్కు
831,schaukeln::V,lorandin,ఉయ్యాల ఊగు 
832,kriechen::V,xuşandin,ప్రాకు
833,schwimmen::V,avjenîn,ఈదు
834,tauchen::V,qutxuyardin,మునుగు
835,tauchen::V,noqîn,మునుగు
836,rudern::V,qaîq ajotin,తెడ్లతోఁగడపు
837,fahren::V,ajotin,నడపు
838,fliegen::V,firîn,ఎగురు
839,gehen::V,çûn,పోవు
840,weggehen::V,çûn,బయలుదేరు
841,abfahren::V,çûyin,విడిచిపోవు
842,anhalten::V,rawestîn,నిలుపు
843,hineingehen::V,ketin hundir,ప్రవేశించు
844,eintreten::V,têketin,ప్రవేశించు
845,kommen::V,hatin,వచ్చు
846,ankommen::V,gihan,వచ్చి చేరు
847,ankommen::V,gihîştin,వచ్చి చేరు
848,zurückkommen::V,vegerandin,తిరిగీవచ్చుట
849,bleiben::V,sekinîn,ఉండు
850,warten::V,payîn,కనిపెట్టు
851,erwarten::V,payîn,నిరిక్షించు
852,suchen::V,lêgerîn,వెదకు
853,finden::V,peyda kirin,కనుగొను
854,versuchen::V,çeribandin,ప్రయత్నించు
855,vorbereiten::V,amade kirin,తయారుచేయు
856,lieben::V,hez kirin,ప్రేమించు
857,mögen::V,dil kirin,ఇష్టపడు
858,lachen::V,kenîn,నవ్వు
859,rühren::V,hêjan,గుండె తాకు
860,weinen::V,girîn,వీడ్చు
861,schimpfen::V,pevçûn,గొణుగు
862,sich ärgern::V,enirîn,అలుగు
863,sich fürchten::V,tirsîn,భయపడు
864,fürchten::V,tirsin,భయపడు
865,fliehen::V,bazdan,పాఱిపోపు
866,flüchten::V,revîn,తప్పించుకొను
867,sehen::V,dîtin,చూచు
868,anschauen::V,sêr kirin,చూచు
869,ansehen::V,hesibandin,కాచియుండు
870,hören::V,guhdar jirin,విను
871,zuhören::V,guhdarî kirin,విను
872,probieren::V,tehm kirin,చవిచూచుట
873,riechen::V,bihn kirin,వాసనచూచు
874,fühlen::V,hîs kirin,స్పర్శించుట
875,scheinen::V,xoyer kir,కనబడు
876,zu sehen sein::V,diyar bûn,చూవు
877,vernehmen::V,bihîstin,విను
878,frieren::V,qerişîn,చలికి వడకు
879,tun::V,kirin,చేయు
880,können::V,karin,గల
881,wollen::V,xwestîn,కోరు
882,anfangen::V,dest pêkirin,ఆరంభించు
883,beenden::V,xelas kirin,ముగించు
884,aufhören::V,xelas kirin,నిలుపు
885,gelingen::V,çe bûn,గెలుపాందు
886,geraten::V,qewîmîn,వెలువడు
887,öffnen::V,vekirin,తెఱచు
888,schließen::V,girtin,మూయు
889,stellen::V,danîn,ఉంచు
890,setzen::V,rûniştin,ఉంచు
891,legen::V,danîn,పెట్టు
892,legen::V,razandin,పెట్టు
893,berühren::V,lêketin,తాకు
894,verbinden::V,anîn pê,చేర్చుట
895,bedecken::V,sergirtin,మూయు
896,aufhängen::V,aliqandin,వ్రేలాడదీయు
897,anzünden::V,pêxistin,వెలిగించు
898,aufheben::V,hildan,సేకరించు
899,zurücklassen::V,hiştin,విడుచు
900,zurücklassen::V,vehiştin,విడుచు
901,verlieren::V,wendakirin,పోగొట్టుకొను
902,fallen lassen::V,xistin bixe,జాఱవిడుచు
903,fallen lassen::V,xistin,జాఱవిడుచు
904,machen::V,kirin,చేయు
905,machen::V,çêkirin,చేయు
906,herstellen::V,çê kirin,ఉత్పత్తిచేయు
907,herstellen::V,peyda kirin,ఉత్పత్తిచేయు
908,bauen::V,lêkirin,నిర్మించు
909,reparieren::V,veherînerîn,సరిచేయు
910,verbessern::V,sererastkirin,వృద్ధి చేయు
911,ändern::V,degiş kirin,మార్చు
912,graben::V,kolandin,త్రవ్వు
913,beugen::V,tewîn,వంచు
914,beugen::V,xwar kirin,వంచు
915,biegen::V,tewandin,వంచు
916,biegen::V,xwarkirin,వంచు
917,drehen::V,fitilandin,నూలువడుకు
918,wenden::V,zivîrin,త్రిప్పు
919,umdrehen::V,vegerandin,త్రిప్పు
920,heben::V,hildan,ఎత్తు
921,hochheben::V,hildan,ఎత్తు
922,ergreifen::V,dest avêtin,వశపఱచుకొను
923,halten::V,hîştin,ఉంచు
924,halten::V,sekinîn,ఉంచు
925,drücken::V,pêl kirin,అణచు
926,schieben::V,damdan,నొక్కు
927,kratzen::V,xurandin,గోకు
928,lecken::V,alastin,నాకు
929,beißen::V,gez kirin,కఱచు
930,abreißen::V,hilşandin,తెగతెంచు
931,abschneiden::V,jêkirin,తెగకొట్టు
932,binden::V,girêdan,కట్టు
933,stecken::V,têxistin,తగులుకొనివుండుట
934,brechen::V,şikandin,పగులగొట్టు
935,klopfen::V,kutandin,కొట్టు
936,hauen::V,li dan,కొట్టు
937,kleben::V,zeliqîn,అంటుకొను
938,kleben::V,şirêz kirin,అంటుకొను
939,reiben::V,firikandin,రాచు
940,streichen::V,bax dan,వ్యాపింపజేయు
941,schleifen::V,çarkirin,రాచు
942,schneiden::V,jêkirin,కోయు
943,rütteln::V,hejandin,కుదిలించుట
944,schütteln::V,daweşîn,కదల్చు
945,schwenken::V,têwdan,ఊచుట
946,schütten::V,rijandin,పోయు
947,füllen::V,dagirtin,నింపు
948,einwickeln::V,pêçandin,చుట్టు
949,tragen::V,kişandin,మోయు
950,tragen::V,rajtin,మోయు
951,schleppen::V,kişandin,ఈడ్చు
952,ziehen::V,kişandin,ఈడ్చు
953,aufbewahren::V,hilandin,కాపాడు
954,werfen::V,avêtin,విసరు
955,fangen::V,sem kirin,పట్టుకొను
956,fangen::V,girtin,పట్టుకొను
957,packen::V,pê girtin,పట్టుకొను
958,verstecken::V,hîlanin,దాచు
959,teilen::V,parvekirin,భాగించు
960,schicken::V,şandin,పంపు
961,bringen::V,anîn,తెచ్చు
962,bringen::V,birin,తెచ్చు
963,hinzufügen::V,dan ser,చేర్చు
964,hinzufügen::V,li tiştekî zêde kirin,చేర్చు
965,bekommen::V,standin,సంపాదించు
966,erhalten::V,standin,పుచ్చుకొను
967,nehmen::V,girtin,తీసికొను
968,wählen::V,ray dan,ఇష్టపడు
969,auswählen::V,bijartin,ఏరుకొను
970,bewahren::V,rê li ber girtin,భద్రపఱుచు
971,bewahren::V,lê xwedî derketin,భద్రపఱుచు
972,behindern::V,bara wi,అడ్డగించుట
973,verderben::V,heram bûn,చెఱచు
974,beschädigen::V,xerab kirin,చెరుపుట
975,zerbrechen::V,şikênandin,పగులగొట్టు
976,zerbrechen::V,perçe kirin,పగులగొట్టు
977,zerreißen::V,qelişandin,చించు
978,zerstören::V,hilşandin,వాశనము చేయు
979,verbrennen::V,şewitandin,కాల్చు
980,geben::V,dan,ఇచ్చు
981,geben::V,dayin,ఇచ్చు
982,reichen::V,besbûn,అందుకొనుట
983,reichen::V,têrkirin,అందుకొనుట
984,schenken::V,diyarî kirin,అర్పించు
985,versprechen::V,soz dan,వాగ్దత్తము చేయు
986,wünschen::V,dil kirin,కోరు
987,loben::V,pesinandin,స్తుతించు
988,küssen::V,maçkirin,ముద్దుపెట్టుకొను
989,wiegen::V,lorandin,ఊచుట
990,wiegen::V,wezinandin,ఊచుట
991,zudecken::V,nixumandin,మూయు
992,wecken::V,bixwe hesandin,నిద్రపలేపుట
993,zeigen::V,şanîdan,చూవు
994,führen::V,raber kirin,దారిచూపు
995,lehren::V,hîn kirin,బోధించు
996,unterrichten::V,ders dan,నేర్పు
997,aufziehen::V,mesinkirin,పెంచు
998,leiten::V,rêberî kirin,తీసుకపోవుట
999,antreiben::V,bezandin,ప్రేరేపించు
1000,lassen::V,berdan,అనుమతించు
1001,lassen::V,hiştin,అనుమతించు
1002,einladen::V,dawet kirin,ఆహ్వానించు
1003,vereinigen::V,bi yek kirin,కూడుట
1004,besuchen::V,mêvan bûn,పోయి చూచు
1005,treffen::V,rast hatin,కలియు
1006,sich versammeln::V,li hev çivîn,కూర్చు
1007,spielen::V,listin,ఆట లాడు
1008,singen::V,stran,పాడు
1009,tanzen::V,reqisîn,నృత్యముచేయు
1010,sich trennen::V,hew berdan,ఎడబాయుట
1011,verlassen::V,tanê hişt,విడుచు
1012,verlassen::V,bêkes,విడుచు
1013,retten::V,rihakirin,తప్పించుట
1014,bewachen::V,raçavkirin,కాపాడు
1015,schützen::V,hemet kirin,రక్షించు
1016,verteidigen::V,paraztin,రక్షించు
1017,sich schlagen::V,li hev bezîn,జగడమాడు
1018,schießen::V,agir kirin,కాల్చు
1019,siegen::V,biser ketin,గెలుచు
1020,ärgern::V,xeyirandin,పీడించుట
1021,schlagen::V,lêdan,కొట్టు
1022,schlagen::V,lêxistin,కొట్టు
1023,treten::V,têlekirin,తన్ను
1024,stechen::V,têrekirin,కుట్టు
1025,stoßen::V,lêketin,గెంటు
1026,stehlen::V,dizîn,దొంగిలించు
1027,stehlen::V,dizî birin,దొంగిలించు
1028,stören::V,aciz kirin,కలతపఱచు
1029,belästigen::V,li tela yeki ketin,పీడించు
1030,verbergen::V,veşartin,దాచు
1031,verbergen::V,kemîndanîn,దాచు
1032,täuschen::V,xapandin,మోసము చేయు
1033,täuschen::V,lê zexeli kirin,మోసము చేయు
1034,betrügen::V,xapandin,మోసపుచ్చు
1035,töten::V,kûştin,చంపు
1036,wohnen::V,rûniştin,నివసించు
1037,arbeiten::V,kar kirin,పనిచేయు
1038,arbeiten::V,şêxulin,పనిచేయు
1039,sammeln::V,komkirin,ప్రోగుచేయు
1040,pflücken::V,çinîn,యేరుట
1041,jagen::V,nêçîr kirin,వేటాడు
1042,fischen::V,masî girtin,వెదకు
1043,fassen::V,pê girtin,పట్టుకొమ
1044,fassen::V,sêm kirin,పట్టుకొమ
1045,hüten::V,hei jê man,మందచేరుట
1046,treiben::V,bêherandin,నడపు
1047,anbinden::V,tewilandin,కట్టు
1048,füttern::V,xwarine dan lê,భోజనము పెట్టు
1049,melken::V,dotin,పాలు పితుకు
1050,hacken::V,kolandin,నఱకు
1051,gießen::V,av dan,నీళ్ళుకట్టుట
1052,reifen::V,kemilîn,పండుట
1053,zubereiten::V,çe kirin,వండు
1054,kochen::V,xwarin çe kirin,వండు
1055,kochen::V,kelandin,వండు
1056,backen::V,pijandin,రొట్టెకాల్చు
1057,braten::V,qelandin,వేపు
1058,braten::V,sor kirin,వేపు
1059,umrühren::V,têvdan,కదులుట
1060,stricken::V,hûnan,అల్లు
1061,nähen::V,kêl kirin,కుట్టు
1062,färben::V,boyax kirin,రంగు వేయు
1063,reinigen::V,paqijkirin,శుభ్రము చేయు
1064,waschen::V,şuştin,కడుగు
1065,abwischen::V,pakîj kirin,తుడుచు
1066,spülen::V,şuştin,నీటిలో జడించు
1067,fegen::V,maliştin,ఊడ్చు
1068,kehren::V,maliştin,ఊడ్చు
1069,baden::V,serîşûştin,స్నానము చేయు
1070,sich waschen::V,serîşûştin,కడుగు
1071,ausziehen::V,jê kirin,విప్పు
1072,anziehen::V,pê kirin,ధరించు
1073,sich anziehen::V,xwe kirin,బట్టలు వేసుకొను
1074,sich anziehen::V,xwe kirin,తొడుగుకొను
1075,kämmen::V,şeh kirin,దువ్వుట
1076,schmücken::V,xemilandin,అలంకరించు
1077,sagen::V,gotin,చెప్పు
1078,sagen::V,peyivîn,చెప్పు
1079,sprechen::V,peyivîn,చెప్పు
1080,reden::V,axaftin,మాటలాడు
1081,sich unterhalten::V,hev biştaxilin,ముచ్చటలాడు
1082,fragen::V,pirsîn,ప్రశ్నించు
1083,fragen::V,pirs kirin,ప్రశ్నించు
1084,bitten::V,tika kirin,కోరు
1085,erzählen::V,behs kirin,చెప్పు
1086,mitteilen::V,vegotin,తెలియజేయు
1087,nennen::V,bi nav kirin,పేరు వెట్టు
1088,rufen::V,bakirin,పిలుచు
1089,prahlen::V,pesnê xwe dan,జల్లి
1090,übersetzen::V,qulibandin,తర్జుమాచేయు
1091,übersetzen::V,derbas kirin,తర్జుమాచేయు
1092,denken::V,fikirîn,ఆలోచించు
1093,glauben::V,bawer bûn,నమ్ము
1094,bemerken::V,bala xwe dan,గుర్తించు
1095,bemerken::V,çac lê ketin,గుర్తించు
1096,erkennen::V,pêhesîn,గుర్తించు
1097,begreifen::V,fêmkirin,గ్రహించు
1098,verstehen::V,fêmkirin,గ్రహించు
1099,lernen::V,halmandin,నేర్చు కొను
1100,lernen::V,fêrbun,నేర్చు కొను
1101,wissen::V,zanîn,తెలిసికొను
1102,sich erinnern an::V,bir bûn,జ్ఞాపకముంచుకొను
1103,vergessen::V,ji bir kirin,మఱచిపోవు
1104,messen::V,pê kanîn,కొలుచుట
1105,zählen::V,hejmardin,లెక్కపెట్టు
1106,rechnen::V,hesibandin,లెక్కపెట్టు
1107,lesen::V,xwendin,చదువు
1108,malen::V,rengandin,పూనుట
1109,malen::V,boyax kirin,పూనుట
1110,zeichnen::V,işaret kirin,వ్రాసుట
1111,schreiben::V,nivîsandin,వ్రాయు
1112,besitzen::V,hebûn,కలిగియుండు
1113,kaufen::V,kirîn,కొను
1114,verkaufen::V,firotin,అమ్ము
1115,bezahlen::V,pere dan,చెల్లించు
1116,zahlen::V,pere dan,చెల్లించు
1117,zahlen::V,dayin,చెల్లించు
1118,beherrschen::V,zebt kirin,ఏలు
1119,beherrschen::V,hukim kirin,ఏలు
1120,ertragen::V,bihêzkirin,భరించు
