,Concept_ID,kl,myv
246,Sohn::N,erneq,цёра
247,Tochter::N,panik,тейтерь
248,Bruder::N,ani,леля
249,Bruder::N,ani,ялакс
250,Bruder::N,aqqaluk,леля
251,Bruder::N,aqqaluk,ялакс
252,Bruder::N,qatanngut,леля
253,Bruder::N,qatanngut,ялакс
254,Schwester::N,naja,сазор
255,Schwester::N,aleqa,сазор
256,Schwester::N,qatanngut,сазор
257,Onkel::N,akkak,леля
258,Tante::N,aja,патя
259,Tante::N,ajak,патя
260,Tante::N,atsak,патя
261,Ehemann::N,ui,мирде
262,Ehefrau::N,nuliaq,ни
263,Freude::N,tipaatsussuseq,кеняркс
264,Gelächter::N,illaq,ракамо
265,Gelächter::N,illaq,пейдема
266,Glück::N,usornaat,уцяска
267,Glück::N,usornarsuseq,уцяска
268,Wunsch::N,kissaat,мель
269,Wunsch::N,kissaat,бажамо
270,Lust::N,illigussuseq,бажамо
271,Lust::N,piummaseq,бажамо
272,Geist::N,anerneq,ойме
273,Geist::N,toornaq,ойме
274,Gedanke::N,isumassaq,мель
275,Gedächtnis::N,eqqaamannissuseq,мель
276,Verstand::N,isuma,прев
277,Verstand::N,sianissut,прев
278,Verstand::N,misigissut,прев
279,Verstand::N,sianissuseq,прев
280,Verstand::N,silaqassuseq,прев
281,Sinn::N,isuma,толк
282,Sinn::N,isuma,смысла
283,Grund::N,patsit,тувтал
284,Wahrheit::N,sallusuissut,видечи
285,Märchen::N,oqalualaarut,ёвкс
286,Märchen::N,oqaluasaaq,ёвкс
287,Erzählung::N,oqaluttuaq,ёвтнема
288,Nachricht::N,oqaassut,куля
289,Nachricht::N,oqqersuut,куля
290,Neuigkeit::N,tusarnartaq,куля
291,Name::N,ateq,лем
292,Rätsel::N,nalorsitsaarut,содамоёвкс
293,Rede::N,oqaluuseq,кортамо
294,Sprache::N,oqaatsit,кель
295,Stimme::N,erinaq,ваигель
296,Stimme::N,qarluuseq,ваигель
297,Wort::N,oqaasii,вал
298,Zeichen::N,nalunaaqqut,теште
299,Ruf::N,qaaqqussut,тердема
300,Lärm::N,perpaluk,шалнома
301,Laut::N,torsukattak,вайгель
302,Ton::N,erinaq,гайнема
303,Lied::N,taalliaq,моро
304,Lied::N,erinarsuut,моро
305,Ruhe::N,qatsunganeq,оймамо
306,Leute::N,inuiak,ломанть
307,Leute::N,inuiaqatigiit,ломанть
308,Volk::N,inuiaat,народ
309,Arbeit::N,suliaq,тев
310,Gast::N,qaaqqusaq,инже
311,Geschenk::N,pajugut,казне
312,Hilfe::N,annertoqqut,лездамо
313,Freund::N,tiliaq,оя
314,Freund::N,tiliaq,ялга
315,Freund::N,ikinngut,оя
316,Freund::N,ikinngut,ялга
317,Kamerad::N,tiliaq,оя
318,Kamerad::N,tiliaq,ялга
319,Kamerad::N,ikinngut,оя
320,Kamerad::N,ikinngut,ялга
321,Art::N,ileqquuseq,вид
322,Stück::N,nakkaalaniku,пакш
323,Stück::N,nakkaalaniku,пелькс
324,Teil::N,tassiaasat,часть
325,Teil::N,tassiaasat,пелькс
326,Hälfte::N,affaq,пель
327,Hälfte::N,affaq,пелькс
328,Kreis::N,kaajaluinneq or kaajaluitsoq,кирькс
329,Kreuz::N,sanningasulik,крёст
330,Linie::N,tittaq,кикс
331,Linie::N,titarneq,кикс
332,Abstand::N,aku,ютко
333,Abstand::N,ikiaq,ютко
334,Entfernung::N,asi,ютко
335,Gegend::N,nuna,тарка
336,Gegend::N,nuna,пертьпелькс
337,Platz::N,ini,васолкс
338,Platz::N,inissaq,васолкс
339,Ort::N,sumiiffik,тарка
340,Seite::N,saneraq,ён
341,Seite::N,saneraq,чире
342,Mitte::N,qiteq,куншка
343,Sache::N,pigisaq,тев
344,Sache::N,pigisaq,веща
345,Rand::N,sini,пе
346,Rand::N,sini,чире
347,Rand::N,akerfineq,пе
348,Rand::N,akerfineq,чире
349,Kante::N,akerfineq,ирдез
350,Ecke::N,teqeqqoq,ужо
351,Ecke::N,tikeqqoq,ужо
352,Spitze::N,inngik,пряне
353,Spitze::N,inngik,пе
354,Ende::N,isu,пе
355,Loch::N,putu,варя
356,Winkel::N,teqeqqorissaat,ужо
357,Muster::N,ilisserut,сёрма
358,Größe::N,angissuseq,сэрь
359,Größe::N,angissuseq,покшолма
360,Länge::N,takissuseq,кувалмо
361,Gewicht::N,oqimaalutaq,сталмо
362,Menge::N,amerlassuseq,лововкс
363,Haufen::N,eqimattat,мар
364,Haufen::N,eqimattat,валявкс
365,Reihe::N,allunaasaq,ряд
366,Boot::N,qajaq,венч
367,Boot::N,angallat,венч
368,Boot::N,umiatsiaq,венч
369,Ruder::N,iput,милё
370,Schlitten::N,qamutit,нурдт
371,Schlitten::N,qimusseq,нурдт
372,Ski::N,ataarut,сокс
373,Last::N,nammagaq,сталмо
374,Last::N,nammagaq,кандома
375,Schritt::N,allorneq,эскелькс
376,Norden::N,avannaq,якшамо ёнкс
377,Süden::N,qava,лембе ёнкс
378,Süden::N,kujat,лембе ёнкс
379,Süden::N,kujataa,лембе ёнкс
380,Westen::N,kitaa,чивалгома
381,Osten::N,kangi,чилисема
382,Holz::N,qisuk,чувто
383,Brett::N,salliligaq,лаз
384,Platte::N,qaateq,плита
385,Stütze::N,ajagutaq,неже
386,Stütze::N,ajaagutaq,неже
387,Stange::N,kaaviffik,олга
388,Stock::N,ajaappissat,мандо
389,Stab::N,ajaappissat,олога
390,Rohr::N,sullulik,турба
391,Haus::N,illu,кудо
392,Ofen::N,kissarsuut,каштомо
393,Fußboden::N,nateq,киякс
394,Tisch::N,allattarfik,столь
395,Stuhl::N,issiavik,стул
396,Stuhl::N,issiaffik,стул
397,Wiege::N,uaasoq,лавсь
398,Wiege::N,uaasoq,нурямот
399,Bett::N,nallavik,ацамо
400,Regal::N,ilisivik,лався
401,Regal::N,ilisivik,лавсяланго
402,Kiste::N,sakissat,горобия
403,Kiste::N,sakissat,сундук
404,Kiste::N,illerfiusaq,горобия
405,Kiste::N,illerfiusaq,сундук
406,Fenster::N,aki,вальма
407,Fenster::N,igalaaq,вальма
408,Tür::N,matu,кенкш
409,Tor::N,isaaffik,ортат
410,Zaun::N,saputit,пирявт
411,Zaun::N,saputit,пирвякс
412,Dach::N,qaliaq,кудопря
413,Leiter::N,tummeqqat,кузтема
414,Leiter::N,majuartarfiit,кузтема
415,Besen::N,saligutit,тенсть
416,Spaten::N,nivaataq,койме
417,Schaufel::N,nivaataq,кече
418,Schaufel::N,nivaataq,келей койме
419,Gabel::N,qilluaq,сянгине
420,Gabel::N,ajassaatit,сянгине
421,Löffel::N,alussaat,пенч
422,Messer::N,savik,пеель
423,Nagel::N,kukik,эске
424,Netz::N,anguffaseq,алтыма
425,Haken::N,nissik,кечказ
426,Haken::N,qarsorsaq,кечказ
427,Haken::N,qarsorsartoq,кечказ
428,Griff::N,ipi,кедне
429,Schloss::N,illussaarsuaq,замок
430,Schloss::N,illussaarsuaq,панжома
431,Bild::N,assiliaq,картина
432,Figur::N,kisitsit,рунго
433,Puppe::N,inuusaq,няка
434,Bündel::N,qilertaq,керькс
435,Tasche::N,pooqattaq,юдма
436,Deckel::N,matu,велькс
437,Geschirr::N,anut,кедьге
438,Tasse::N,tiitorfik,чакш
439,Tasse::N,tiitorfiup ilorlia,чакш
440,Topf::N,qoqqoq,кастрюля
441,Kessel::N,uunnaavik,котёл
442,Essen::N,igaaq,ярсамо
443,Nahrung::N,neqissaq,ярсамопель
444,Speise::N,nerisassat,ярсамопель
445,Fleisch::N,neqi,сывель
446,Getreide::N,maannineq,сюро
447,Brot::N,iffit,кши
448,Brot::N,iffiaq,кши
449,Scheibe::N,igalaassiaq,кочом
450,Scheibe::N,igalaassiaq,сускомо
451,Fett::N,tarnutissaq,куя
452,Fett::N,tarnutissiaq,куя
453,Butter::N,punneq,ой
454,Öl::N,uulia,ой
455,Salz::N,taratsut,сал
456,Suppe::N,qajoq,ям
457,Honig::N,tungusunnitsuut,медь
458,Milch::N,immuk,ловсо
459,Tee::N,tii,чай
460,Tee::N,teeq,чай
461,Wolle::N,nuersagassiaq,пона
462,Stoff::N,milliaq,коцт
463,Stoff::N,qarlissiaq,коцт
464,Nadel::N,meqqut,салмукс
465,Faden::N,ujalussiaq,суре
466,Knopf::N,attat,пов
467,Knoten::N,akeroq,сюлмо
468,Knoten::N,qilerneq,сюлмо
469,Farbe::N,qalipaat,артомапель
470,Kleidung::N,atisat,оршамот
471,Kleidung::N,annoraaq,оршамот
472,Hemd::N,ilupaaq,панар
473,Kragen::N,qungasiinnaq,сиве
474,Ärmel::N,aaq,ожа
475,Hose::N,qarliit,понкст
476,Gürtel::N,qiterut,каркс
477,Gürtel::N,unngersaq,каркс
478,Mütze::N,nasaq,чапка
479,Schuh::N,skuu,туфля
480,Schuh::N,ikernuk,туфля
481,Schuh::N,ateraasaq,туфля
482,Stiefel::N,kamik,кем
483,Ring::N,assammiu,суркс
484,Band::N,qilerutissiaq,лента
485,Kamm::N,illaagutit,сурсеме
486,Kamm::N,illaajaatit pl.,сурсеме
487,Spiegel::N,tarrarsuut,чавачамо
488,Riemen::N,allunaaq,кшнань каркс
489,Schnur::N,kujaaq,пикс
490,Schnur::N,allunaasaq,пикс
491,Leine::N,aleq,ведьме
492,Decke::N,qipik,вельтямо
493,Kissen::N,akit,тодов
494,Tuch::N,qarlissiaq,паця
495,Handtuch::N,allarut,нардамо
496,Handtuch::N,allarterut,нардамо
497,Kraft::N,pissak,вий
498,Stärke::N,qerattarsaat,виевчи
499,Gesundheit::N,peqqisusseq,шумбрачи
500,Krankheit::N,nappaat,орма
501,Krankheit::N,nappaat,сэредема
502,Schmerz::N,anniaat,сэредькс
503,Wunde::N,iki,керявкс
504,Fieber::N,nappaat qanimanartoq,маштыкс
505,Arznei::N,imigassaq,ормаменькс
506,Brücke::N,ikaartarfik,сэдь
507,Brücke::N,ikaartarfik,мадамо
508,Brunnen::N,tissaluttuliaq,лисьма
509,Weide::N,masarsuk,ракшань ванома тарка
510,Pfad::N,aqqut,ян
511,Weg::N,aggerfik,ки
512,Straße::N,aqqusineq,ки
513,Dorf::N,nunaqarfik,веле
514,Stadt::N,illorpaat,ош
515,Stadt::N,illorpalik,ош
516,Brief::N,allagarsiaq,сёрма
517,Buch::N,atuakkat,книга
518,Buch::N,mappersagaq,книга
519,Buchstabe::N,naqinneq,буква
520,Zeitung::N,aviisi,газета
521,Leben::N,inuussuseq,эрямо
522,Tod::N,toqu,кулома
523,Tod::N,toquneq,кулома
524,Grab::N,iliveq,калмо
525,Grab::N,illissat,калмо
526,Kirche::N,oqaluffik,церькова
527,Sünde::N,ajorti,чумочи
528,Arbeiter::N,sulisoq,робочей
529,Chef::N,ittoqut,прявт
530,Meister::N,naalagaq,кол тевень тенця
531,Arzt::N,katsorsaasoq,врач
532,Lehrer::N,ilinniartitsisoq,учитель
533,Lehrer::N,ilinniartitsisoq,тонавтыця
534,Geld::N,aningaasat,ярмак
535,Geschäft::N,niuertarfik,ладязь тев
536,Laden::N,niuertarfik,лавка
537,Preis::N,aki,питне
538,Ware::N,qaliata pii,миевкс
539,Ware::N,qaliata pii,рамавкс
540,Ware::N,nioqqutissaq,миевкс
541,Ware::N,nioqqutissaq,рамавкс
542,Nutzen::N,iluaqut,паро
543,Nutzen::N,iluaqut,лезэ
544,Welt::N,nunarsuaq,мир
545,Welt::N,nunarsuaq,мастор ланго
546,Land::N,nuna,мастор
547,König::N,kunngi,король
548,Macht::N,pissaassuseq,азорксчи
549,Grenze::N,killik,буен тешкс
550,Krieg::N,sorsunneq,война
551,Feind::N,akeraq,душман
552,Feind::N,akerartorti,душман
553,Feind::N,qinngarsuisoq,душман
554,Kampf::N,sorsunneq,тюрема
555,Pfeil::N,qalugiusaq,нал
556,Gewehr::N,aallaat,ружия
557,Gewehr::N,aallaat,винтовка
558,Fehler::N,kukkuneq,ильведькс
559,Fehler::N,kukkuneq,ильведевкс
560,Fehler::N,paarlaappaa,ильведькс
561,Fehler::N,paarlaappaa,ильведевкс
562,Unglück::N,perluut,зыян
563,Schuld::N,akiitsugaq,чумочи
564,Schuld::N,akiligassaq,чумочи
565,Alter::N,utoqqaq,шка
566,Schluss::N,isu,пе
567,Zeit::N,ulloq,шка
568,Zeit::N,ulloq,пинге
569,Zeit::N,akuttoqatigiinneq,шка
570,Zeit::N,akuttoqatigiinneq,пинге
571,Tag::N,ulloq,чи
572,Morgen::N,ullaaq,валске
573,Mittag::N,ulloqeqqa,чикуншка
574,Abend::N,unnuk,чокшнэ
575,Nacht::N,unnuaq,ве
576,Woche::N,sapaatip akunnera,недля
577,Monat::N,qaammat,ков
578,Jahr::N,ukioq,ие
579,Frühling::N,upernaaq,тундо
580,Sommer::N,aasaq,кизэ
581,Herbst::N,ukiaq,сёксь
582,Winter::N,ukioq,теле
583,Januar::N,siulleeq,якшамков
584,Januar::N,qaammaliaq,якшамков
585,Februar::N,aarlaat,февраль
586,März::N,marsi,март
587,März::N,martsi,март
588,Mai::N,maaji,май
589,Juni::N,juuni,июнь
590,Juli::N,juuli,июль
591,August::N,aggusti,август
592,September::N,septembari,сентября
593,Oktober::N,oktobari,октября
594,November::N,novembari,ноября
595,Dezember::N,detsembari,декабря
596,Montag::N,ataasinngortoq,пондельник
597,Dienstag::N,marlunngorneq,овторник
598,Mittwoch::N,pingasunngorneq,серёда
599,Donnerstag::N,sisamanngorneq,цетьверьг
600,Freitag::N,tallimanngorneq,пеця
601,Samstag::N,arfininngorneq,субута
602,Samstag::N,arfininngorneq,шлямочи
603,Sonntag::N,sapaat,недлячи
604,Sonntag::N,sapaati,недлячи
605,groß::A,angivoq,ине
606,groß::A,angivoq,покш
607,klein::A,mikivoq,вишка
608,lang::A,takisooq,кувака
609,kurz::A,naatsoq,нурькине
610,breit::A,silippoq,келей
611,schmal::A,amitsoq,теине
612,dicht::A,torsusooq,тусто
613,dick[Gegenstand]::A,issuvoq,эчке
614,dick[Gegenstand]::A,issusooq,эчке
615,dünn::A,amitsoq,човине
616,fein::A,mamarpoq,човине
617,fest::A,tangeqarpoq,кеме
618,flach::A,nalimmappoq,лапужа
619,glatt::A,quasak,валаня
620,hart::A,mattusooq,калгодо
621,hart::A,manngerpoq,калгодо
622,hart::A,titeqquluppoq,калгодо
623,weich::A,nerumaarpoq,чевте
624,rund::A,ammallorippoq,кеверь
625,spitz::A,qummukujooq,пшти
626,scharf::A,ipippoq,пшти
627,stumpf::A,anngerpoq,ношка
628,schwer::A,oqimaappoq,стака
629,schön::A,kusanarpoq,мазый
630,heiß::A,kiappoq,пси
631,warm::A,oqorpoq,лембе
632,kalt::A,issippoq,якшамо
633,kühl::A,pueqqortippoq,экше
634,feucht::A,isugutavoq,летьке
635,feucht::A,qaasernarpoq,летьке
636,nass::A,imerorpoq,начко
637,trocken::A,panerpoq,коське
638,voll::A,ulikkaarpoq,пешксе
639,leer::A,imaattuarpoq,чаво
640,offen::A,ammavoq,панжадо
641,offen::A,ammavoq,виде
642,geschlossen::A,matuvoq,пекстазь
643,geschlossen::A,matuvoq,сёлгозь
644,sauber::A,eqqippoq,ванькс
645,sauber::A,sukuluippoq,ванькс
646,sauber::A,ipeqanngilaq,ванькс
647,schmutzig::A,tapappoq,ливезев
648,schmutzig::A,minguppoq,ливезев
649,roh::A,aapavoq,верек
650,reif::A,qaarulerpoq,кенерезь
651,süß::A,tungusunnippoq,ламбамо
652,bitter::A,qasilippoq,сэпей
653,hell::A,qaamavoq,валдо
654,dunkel::A,qernerpoq,чопода
655,schwarz::A,qernerpoq,раужо
656,weiß::A,qaqorpoq,ашо
657,rot::A,aappaluppoq,якстере
658,gelb::A,sungaarpoq,ожо
659,blau::A,tungujorpoq,сэнь
660,grün::A,qorsooqqippoq,пиже
661,grau::A,qaserpoq,шержев
662,billig::A,akikippoq,аволь питней
663,wertvoll::A,erlinnarpoq,питней
664,blind::A,tappiippoq,сокор
665,blind::A,isigisaqanngilaq,сокор
666,taub::A,tusilarpoq,амариця
667,kräftig::A,pissaq,пек виев
668,kräftig::A,pissarsuaq,пек виев
669,stark::A,sanngivoq,виев
670,schwach::A,nakuippoq,лавшо
671,fett::A,pualavoq,куя
672,schlank::A,tuappoq,виде ронга
673,hübsch::A,aatsialaq,мазый
674,böse::A,ajorpoq,кежей
675,dumm::A,taqajak,чавола
676,dumm::A,taqajak,превтеме
677,dumm::A,sikkilluppoq,чавола
678,dumm::A,sikkilluppoq,превтеме
679,dumm::A,qaatusimasaqanngilaq,чавола
680,dumm::A,qaatusimasaqanngilaq,превтеме
681,faul::A,eqiasuppoq,нузякс
682,faul::A,eqiattortuvoq,нузякс
683,fleißig::A,eqiasuippoq,мелень путыця
684,geizig::A,iasilaarpoq,скупой
685,geizig::A,tukkuippoq,скупой
686,klug::A,mallak,превей
687,klug::A,ittanneq,превей
688,klug::A,kutaappoq,превей
689,klug::A,kuttaappoq,превей
690,klug::A,qarasagippoq,превей
691,lieb::A,akisooq,вадря
692,lustig::A,piikulavoq,весёла
693,sanft::A,isumagippoq,сэтьме
694,hungrig::A,kaappoq,вачо
695,hungrig::A,perlilerpoq,вачо
696,krank::A,napparsimavoq,сэредиця
697,traurig::A,aliasuppoq,нусманя
698,lebendig::A,uumavoq,эриця
699,gut::A,ajunngilaq,паро
700,schlecht::A,sualuppoq,берянь
701,richtig::A,iluarpoq,виде
702,schlimm::A,amiilaarnarpoq,берянь
703,wahr::A,ilumoorpoq,алкуксонь
704,alt::A,pisoqaq,ташто
705,neu::A,nutaavoq,од
706,alt[Lebewesen]::A,utoqqaq,сыре
707,jung::A,inuusuppoq,од
708,jung::A,kingulliarsuk,од
709,arm::A,piillasoq,кажов
710,arm::A,piitsuuvoq,кажов
711,reich::A,pisuuvoq,сюпав
712,berühmt::A,tusaamasaq,содавикс
713,fremd::A,ajasoornarpoq,лия
714,fremd::A,ajasoornarpoq,асодавикс
715,verschieden::A,allatut,эрьва
716,verschieden::A,tamalaat,эрьва
717,nah::A,qanippoq,а васолонь
718,fern::A,ungasippoq,умонь
719,fern::A,ungasippoq,кезэрень
720,linker::A,saamerleq,керш
721,rechter::A,innarluissut,вить
722,erster::A,siulleq,васень
723,erster::A,siulleq,васенце
724,zweiter::A,qataatsup tullia,омбоце
725,dritter::A,pingajorarterut,колмоце
726,letzter::A,kingulleq,меельце
727,allein::ADV,kisimiippoq,башка
728,allein::ADV,kisimiippoq,ськамонзо
729,auf einmal::ADV,tassanngaannaq,вейсэ
730,zusammen::ADV,attaasa,вейс
731,zusammen::ADV,attaasa,вейсэ
732,zusammen::ADV,attarmik,вейс
733,zusammen::ADV,attarmik,вейсэ
