,Concept_ID,ca,ca
871,ihr::PRN,vosaltres,vosaltres
872,sie::PRN,ells,ells
873,sie::PRN,ells,elles
874,sie::PRN,elles,ells
875,sie::PRN,elles,elles
876,was::FPRN,què,què
877,wer::FPRN,qui,qui
878,wo::FADV,on,on
879,wohin::FADV,cap a on,cap a on
880,wie::FADV,com,com
881,warum::FADV,per què,per què
882,wieviel::FNUM,quant,quant
883,eins::NUM,u,u
884,zwei::NUM,dos,dos
885,drei::NUM,tres,tres
886,vier::NUM,quatre,quatre
887,fünf::NUM,cinc,cinc
888,sechs::NUM,sis,sis
889,sieben::NUM,set,set
890,acht::NUM,vuit,vuit
891,neun::NUM,nou,nou
892,zehn::NUM,deu,deu
893,elf::NUM,onze,onze
894,zwölf::NUM,dotze,dotze
895,zwanzig::NUM,vint,vint
896,dreißig::NUM,trenta,trenta
897,vierzig::NUM,quaranta,quaranta
898,fünfzig::NUM,cinquanta,cinquanta
899,sechzig::NUM,seixanta,seixanta
900,siebzig::NUM,setanta,setanta
901,achtzig::NUM,vuitanta,vuitanta
902,neunzig::NUM,noranta,noranta
903,hundert::NUM,cent,cent
904,tausend::NUM,mil,mil
905,und::CNJ,i,i
906,oder::CNJ,o,o
907,stehen::V,estar de peu,estar de peu
908,sitzen::V,seure,seure
909,liegen::V,jeure,jeure
910,hängen::V,penjar,penjar
911,werden::V,fer-se,fer-se
912,werden::V,fer-se,posar-se
913,werden::V,posar-se,fer-se
914,werden::V,posar-se,posar-se
915,passieren::V,succeir,succeir
916,beginnen::V,iniciar-se,iniciar-se
917,enden::V,acabar-se,acabar-se
918,enden::V,acabar-se,terminar-se
919,enden::V,terminar-se,acabar-se
920,enden::V,terminar-se,terminar-se
921,wechseln::V,canviar,canviar
922,aufgehen[Sonne]::V,sortir,sortir
923,untergehen[Sonne]::V,posar-se,posar-se
924,scheinen[Sonne]::V,brillar,brillar
925,donnern::V,tronar,tronar
926,wehen::V,bufar,bufar
927,strömen::V,afluir,afluir
928,fließen::V,fluir,fluir
929,sich drehen::V,girar,girar
930,schwanken::V,vacil·lar,vacil·lar
931,schwingen::V,oscil·lar,oscil·lar
932,fallen::V,caure,caure
933,fallen::V,caure,tombar
934,fallen::V,tombar,caure
935,fallen::V,tombar,tombar
936,brennen::V,cremar,cremar
937,rauchen::V,fumejar,fumejar
938,regnen::V,ploure,ploure
939,gefrieren::V,gelar-se,gelar-se
940,tauen::V,fondre's,fondre's
941,schmelzen::V,fondre's,fondre's
942,trocknen::V,assecar-se,assecar-se
943,sieden::V,bullir,bullir
944,faulen::V,podrir-se,podrir-se
945,verfaulen::V,podrir-se,podrir-se
946,reißen::V,trencar-se,trencar-se
947,versinken::V,enfonsar-se,enfonsar-se
948,vergehen::V,passar,passar
949,erscheinen::V,aparèixer,aparèixer
950,verschwinden::V,desaparèixer,desaparèixer
951,sinken::V,baixar,baixar
952,sinken::V,baixar,descendir
953,sinken::V,descendir,baixar
954,sinken::V,descendir,descendir
955,abnehmen::V,decréixer,decréixer
956,zunehmen::V,augmentar,augmentar
957,steigen::V,pujar,pujar
958,wachsen::V,créixer,créixer
959,glänzen::V,brillar,brillar
960,glänzen::V,brillar,resplendir
961,glänzen::V,resplendir,brillar
962,glänzen::V,resplendir,resplendir
963,funkeln::V,espurnejar,espurnejar
964,lärmen::V,fer soroll,fer soroll
965,läuten::V,sonar,sonar
966,klingeln::V,trucar,trucar
967,klirren::V,dringar,dringar
968,brausen::V,rugir,rugir
969,rauschen::V,murmurar,murmurar
970,klingen::V,sonar,sonar
971,bellen::V,lladrar,lladrar
972,heulen::V,udolar,udolar
973,blasen::V,bufar,bufar
974,pfeifen::V,xiular,xiular
975,schreien::V,cridar,cridar
976,stöhnen::V,gemegar,gemegar
977,zittern::V,tremolar,tremolar
978,leben::V,vīure,vīure
979,geboren werden::V,néixer,néixer
980,atmen::V,respirar,respirar
981,trinken::V,beure,beure
982,essen::V,menjar,menjar
983,schlucken::V,empassar-se,empassar-se
984,müde werden::V,cansar-se,cansar-se
985,einschlafen::V,adormir-se,adormir-se
986,schlafen::V,dormir,dormir
987,aufwachen::V,despertar-se,despertar-se
988,aufstehen::V,llevar-se,llevar-se
989,sich erholen::V,descansar,descansar
990,krank werden::V,posar-se malalt,posar-se malalt
991,krank sein::V,estar malalt,estar malalt
992,schmerzen::V,doldre,doldre
993,husten::V,tossir,tossir
994,genesen::V,recuperar-se,recuperar-se
995,sterben::V,morir,morir
996,umkommen::V,perir,perir
997,sich bewegen::V,moure's,moure's
998,sich rühren::V,moure's,moure's
999,sich erheben::V,aixecar-se,aixecar-se
1000,sich setzen::V,asseure's,asseure's
1001,hinfallen::V,caure's,caure's
1002,laufen::V,caminar,caminar
1003,schreiten::V,procedir,procedir
1004,spazierengehen::V,passejar,passejar
1005,eilen::V,anar corrent,anar corrent
1006,sich beeilen::V,afanyar-se,afanyar-se
1007,sausen::V,córrer,córrer
1008,rennen::V,córrer,córrer
1009,springen::V,saltar,saltar
1010,klettern::V,escalar,escalar
1011,schaukeln::V,gronxar-se,gronxar-se
1012,schaukeln::V,gronxar-se,balancejar-se
1013,schaukeln::V,balancejar-se,gronxar-se
1014,schaukeln::V,balancejar-se,balancejar-se
1015,kriechen::V,reptar,reptar
1016,kriechen::V,reptar,arrossegar-se
1017,kriechen::V,arrossegar-se,reptar
1018,kriechen::V,arrossegar-se,arrossegar-se
1019,schwimmen::V,nadar,nadar
1020,tauchen::V,bussejar,bussejar
1021,tauchen::V,bussejar,submergir-se
1022,tauchen::V,submergir-se,bussejar
1023,tauchen::V,submergir-se,submergir-se
1024,rudern::V,remar,remar
1025,fahren::V,anar,anar
1026,fliegen::V,volar,volar
1027,gehen::V,caminar,caminar
1028,weggehen::V,anar-se'n,anar-se'n
1029,abfahren::V,partir,partir
1030,anhalten::V,aturar-se,aturar-se
1031,hineingehen::V,entrar,entrar
1032,eintreten::V,entrar,entrar
1033,kommen::V,venir,venir
1034,ankommen::V,arribar,arribar
1035,zurückkommen::V,tornar,tornar
1036,bleiben::V,quedar-se,quedar-se
1037,warten::V,esperar,esperar
1038,erwarten::V,esperar,esperar
1039,suchen::V,buscar,buscar
1040,finden::V,trobar,trobar
1041,versuchen::V,intentar,intentar
1042,vorbereiten::V,preparar,preparar
1043,lieben::V,estimar,estimar
1044,mögen::V,agradar a,agradar a
1045,lachen::V,riure,riure
1046,rühren::V,commoure,commoure
1047,rühren::V,commoure,emocionar
1048,rühren::V,emocionar,commoure
1049,rühren::V,emocionar,emocionar
1050,weinen::V,plorar,plorar
1051,schimpfen::V,renyar,renyar
1052,sich ärgern::V,enfadar-se,enfadar-se
1053,sich fürchten::V,tenir por,tenir por
1054,fürchten::V,témer,témer
1055,fliehen::V,fugir,fugir
1056,flüchten::V,refugiar-se,refugiar-se
1057,sehen::V,veure,veure
1058,anschauen::V,mirar,mirar
1059,ansehen::V,mirar,mirar
1060,hören::V,oir,oir
1061,zuhören::V,escoltar,escoltar
1062,probieren::V,provar,provar
1063,riechen::V,olorar,olorar
1064,fühlen::V,sentīr,sentīr
1065,scheinen::V,semblar,semblar
1066,zu sehen sein::V,poder-se veure,poder-se veure
1067,vernehmen::V,percebre,percebre
1068,frieren::V,tenir fred,tenir fred
1069,tun::V,fer,fer
1070,können::V,poder,poder
1071,wollen::V,voler,voler
1072,anfangen::V,iniciar,iniciar
1073,beenden::V,acabar,acabar
1074,aufhören::V,deixar,deixar
1075,gelingen::V,sortir bé,sortir bé
1076,geraten::V,sortir,sortir
1077,öffnen::V,obrir,obrir
1078,schließen::V,tancar,tancar
1079,stellen::V,posar,posar
1080,stellen::V,posar,col·locar
1081,stellen::V,col·locar,posar
1082,stellen::V,col·locar,col·locar
1083,setzen::V,assentar,assentar
1084,legen::V,posar,posar
1085,berühren::V,tocar,tocar
1086,verbinden::V,unir,unir
1087,verbinden::V,unir,connectar
1088,verbinden::V,connectar,unir
1089,verbinden::V,connectar,connectar
1090,bedecken::V,tapar,tapar
1091,bedecken::V,tapar,cobrir
1092,bedecken::V,cobrir,tapar
1093,bedecken::V,cobrir,cobrir
1094,aufhängen::V,penjar,penjar
1095,anzünden::V,encendre,encendre
1096,aufheben::V,aixecar,aixecar
1097,zurücklassen::V,deixar,deixar
1098,verlieren::V,pērdre,pērdre
1099,fallen lassen::V,deixar caure,deixar caure
1100,machen::V,fer,fer
1101,herstellen::V,producir,producir
1102,bauen::V,construir,construir
1103,reparieren::V,reparar,reparar
1104,verbessern::V,millorar,millorar
1105,ändern::V,canviar,canviar
1106,graben::V,cavar,cavar
1107,beugen::V,doblegar,doblegar
1108,biegen::V,corbar,corbar
1109,biegen::V,corbar,arquejar
1110,biegen::V,arquejar,corbar
1111,biegen::V,arquejar,arquejar
1112,drehen::V,girar,girar
1113,wenden::V,girar,girar
1114,umdrehen::V,voltar,voltar
1115,heben::V,pujar,pujar
1116,heben::V,pujar,aixecar
1117,heben::V,aixecar,pujar
1118,heben::V,aixecar,aixecar
1119,hochheben::V,aixecar,aixecar
1120,ergreifen::V,agafar,agafar
1121,halten::V,mantenir,mantenir
1122,drücken::V,prémer,prémer
1123,drücken::V,prémer,estrènyer
1124,drücken::V,estrènyer,prémer
1125,drücken::V,estrènyer,estrènyer
1126,schieben::V,empènyer,empènyer
1127,kratzen::V,raspar,raspar
1128,lecken::V,llepar,llepar
1129,beißen::V,mossegar,mossegar
1130,abreißen::V,arrencar,arrencar
1131,abschneiden::V,tallar,tallar
1132,binden::V,lligar,lligar
1133,stecken::V,ficar,ficar
1134,brechen::V,trencar,trencar
1135,klopfen::V,trucar,trucar
1136,hauen::V,picar,picar
1137,hauen::V,picar,colpejar
1138,hauen::V,colpejar,picar
1139,hauen::V,colpejar,colpejar
1140,kleben::V,enganxar,enganxar
1141,reiben::V,fregar,fregar
1142,streichen::V,untar,untar
1143,schleifen::V,afilar,afilar
1144,schleifen::V,afilar,esmolar
1145,schleifen::V,esmolar,afilar
1146,schleifen::V,esmolar,esmolar
1147,schneiden::V,tallar,tallar
1148,rütteln::V,sacsejar,sacsejar
1149,schütteln::V,agitar,agitar
1150,schütteln::V,agitar,sacsejar
1151,schütteln::V,sacsejar,agitar
1152,schütteln::V,sacsejar,sacsejar
1153,schwenken::V,agitar,agitar
1154,schütten::V,abocar,abocar
1155,füllen::V,omplir,omplir
1156,einwickeln::V,embolicar,embolicar
1157,tragen::V,dur,dur
1158,tragen::V,dur,portar
1159,tragen::V,portar,dur
1160,tragen::V,portar,portar
1161,schleppen::V,arrossegar,arrossegar
1162,ziehen::V,tirar,tirar
1163,ziehen::V,tirar,estirar
1164,ziehen::V,estirar,tirar
1165,ziehen::V,estirar,estirar
1166,aufbewahren::V,conservar,conservar
1167,werfen::V,llançar,llançar
1168,fangen::V,agafar,agafar
1169,fangen::V,agafar,atrapar
1170,fangen::V,atrapar,agafar
1171,fangen::V,atrapar,atrapar
1172,packen::V,engrapar,engrapar
1173,verstecken::V,amagar,amagar
1174,teilen::V,dividir,dividir
1175,schicken::V,enviar,enviar
1176,bringen::V,portar,portar
1177,hinzufügen::V,afegir,afegir
1178,bekommen::V,obtenir,obtenir
1179,erhalten::V,rebre,rebre
1180,nehmen::V,prendre,prendre
1181,wählen::V,triar,triar
1182,wählen::V,triar,elegir
1183,wählen::V,elegir,triar
1184,wählen::V,elegir,elegir
1185,auswählen::V,escollir,escollir
1186,auswählen::V,escollir,seleccionar
1187,auswählen::V,seleccionar,escollir
1188,auswählen::V,seleccionar,seleccionar
1189,bewahren::V,conservar,conservar
1190,behindern::V,impedir,impedir
1191,behindern::V,impedir,obstaculitzar
1192,behindern::V,obstaculitzar,impedir
1193,behindern::V,obstaculitzar,obstaculitzar
1194,verderben::V,espatllar,espatllar
1195,beschädigen::V,danyar,danyar
1196,beschädigen::V,danyar,destrossar
1197,beschädigen::V,destrossar,danyar
1198,beschädigen::V,destrossar,destrossar
1199,zerbrechen::V,trencar,trencar
1200,zerreißen::V,estripar,estripar
1201,zerstören::V,destruir,destruir
1202,verbrennen::V,cremar,cremar
1203,geben::V,donar,donar
1204,reichen::V,passar,passar
1205,schenken::V,regalar,regalar
1206,versprechen::V,prometre,prometre
1207,wünschen::V,desitjar,desitjar
1208,loben::V,elogiar,elogiar
1209,küssen::V,fer un petó a,fer un petó a
1210,wiegen::V,bressolar,bressolar
1211,zudecken::V,tapar,tapar
1212,zudecken::V,tapar,cobrir
1213,zudecken::V,cobrir,tapar
1214,zudecken::V,cobrir,cobrir
1215,wecken::V,despertar,despertar
1216,zeigen::V,mostrar,mostrar
1217,zeigen::V,mostrar,ensenyar
1218,zeigen::V,ensenyar,mostrar
1219,zeigen::V,ensenyar,ensenyar
1220,führen::V,guiar,guiar
1221,führen::V,guiar,conduir
1222,führen::V,conduir,guiar
1223,führen::V,conduir,conduir
1224,lehren::V,ensenyar,ensenyar
1225,unterrichten::V,ensenyar,ensenyar
1226,aufziehen::V,criar,criar
1227,leiten::V,dirigir,dirigir
1228,antreiben::V,impel·lir,impel·lir
1229,lassen::V,fer,fer
1230,einladen::V,invitar,invitar
1231,einladen::V,invitar,convidar
1232,einladen::V,convidar,invitar
1233,einladen::V,convidar,convidar
1234,vereinigen::V,unir,unir
1235,besuchen::V,visitar,visitar
1236,besuchen::V,visitar,anar a veure
1237,besuchen::V,anar a veure,visitar
1238,besuchen::V,anar a veure,anar a veure
1239,treffen::V,trobar,trobar
1240,sich versammeln::V,reunir-se,reunir-se
1241,spielen::V,jugar,jugar
1242,singen::V,cantār,cantār
1243,tanzen::V,ballar,ballar
1244,sich trennen::V,separar-se,separar-se
1245,verlassen::V,deixar,deixar
1246,verlassen::V,deixar,abandonar
1247,verlassen::V,abandonar,deixar
1248,verlassen::V,abandonar,abandonar
1249,retten::V,salvar,salvar
1250,bewachen::V,vigilar,vigilar
1251,schützen::V,protegir,protegir
1252,verteidigen::V,defensar,defensar
1253,sich schlagen::V,barallar-se,barallar-se
1254,schießen::V,tirar,tirar
1255,schießen::V,tirar,disparar
1256,schießen::V,disparar,tirar
1257,schießen::V,disparar,disparar
1258,siegen::V,vèncer,vèncer
1259,ärgern::V,enfadar,enfadar
1260,schlagen::V,pegar,pegar
1261,schlagen::V,pegar,colpejar
1262,schlagen::V,colpejar,pegar
1263,schlagen::V,colpejar,colpejar
1264,treten::V,donar un cop de peu a,donar un cop de peu a
1265,stechen::V,punxar,punxar
1266,stechen::V,punxar,apunyalar
1267,stechen::V,apunyalar,punxar
1268,stechen::V,apunyalar,apunyalar
1269,stoßen::V,empènyer,empènyer
1270,stehlen::V,robar,robar
1271,stören::V,molestar,molestar
1272,belästigen::V,importunar,importunar
1273,verbergen::V,amagar,amagar
1274,verbergen::V,amagar,ocultar
1275,verbergen::V,ocultar,amagar
1276,verbergen::V,ocultar,ocultar
1277,täuschen::V,enganyar,enganyar
1278,betrügen::V,estafar,estafar
1279,töten::V,matar,matar
1280,wohnen::V,vīure,vīure
1281,wohnen::V,vīure,habitar
1282,wohnen::V,habitar,vīure
1283,wohnen::V,habitar,habitar
1284,arbeiten::V,treballar,treballar
1285,sammeln::V,col·leccionar,col·leccionar
1286,pflücken::V,collir,collir
1287,jagen::V,caçar,caçar
1288,fischen::V,pescar,pescar
1289,fassen::V,atrapar,atrapar
1290,hüten::V,pasturar,pasturar
1291,treiben::V,arriar,arriar
1292,anbinden::V,lligar,lligar
1293,füttern::V,donar menjar a,donar menjar a
1294,melken::V,munyir,munyir
1295,hacken::V,picar,picar
1296,hacken::V,picar,tallar
1297,hacken::V,tallar,picar
1298,hacken::V,tallar,tallar
1299,gießen::V,regar,regar
1300,reifen::V,madurar,madurar
1301,zubereiten::V,preparar,preparar
1302,kochen::V,coure,coure
1303,backen::V,coure al forn,coure al forn
1304,braten::V,rostir,rostir
1305,umrühren::V,remenar,remenar
1306,stricken::V,tricotar,tricotar
1307,stricken::V,tricotar,fer punt de mitja
1308,stricken::V,fer punt de mitja,tricotar
1309,stricken::V,fer punt de mitja,fer punt de mitja
1310,nähen::V,cosir,cosir
1311,färben::V,tenyir,tenyir
1312,reinigen::V,netejar,netejar
1313,waschen::V,rentār,rentār
1314,abwischen::V,eixugar,eixugar
1315,spülen::V,esbandir,esbandir
1316,fegen::V,escombrar,escombrar
1317,kehren::V,escombrar,escombrar
1318,baden::V,banyar-se,banyar-se
1319,sich waschen::V,rentār-se,rentār-se
1320,ausziehen::V,treure's,treure's
1321,anziehen::V,posar-se,posar-se
1322,sich anziehen::V,vestir-se,vestir-se
1323,kämmen::V,pentinar,pentinar
1324,schmücken::V,adornar,adornar
1325,sagen::V,dir,dir
1326,sprechen::V,parlar,parlar
1327,reden::V,parlar,parlar
1328,sich unterhalten::V,conversar,conversar
1329,fragen::V,preguntar,preguntar
1330,bitten::V,demanar,demanar
1331,erzählen::V,contar,contar
1332,erzählen::V,contar,explicar
1333,erzählen::V,explicar,contar
1334,erzählen::V,explicar,explicar
1335,mitteilen::V,comunicar,comunicar
1336,nennen::V,nomenar,nomenar
1337,rufen::V,cridar,cridar
1338,prahlen::V,lloar-se,lloar-se
1339,prahlen::V,lloar-se,jactar-se
1340,prahlen::V,jactar-se,lloar-se
1341,prahlen::V,jactar-se,jactar-se
1342,übersetzen::V,traduir,traduir
1343,denken::V,pensar,pensar
1344,glauben::V,creure,creure
1345,bemerken::V,notar,notar
1346,erkennen::V,reconèixer,reconèixer
1347,begreifen::V,comprendre,comprendre
1348,verstehen::V,entendre,entendre
1349,lernen::V,aprendre,aprendre
1350,wissen::V,saber,saber
1351,sich erinnern an::V,recordar,recordar
1352,vergessen::V,oblidar,oblidar
1353,messen::V,mesurar,mesurar
1354,zählen::V,comptar,comptar
1355,rechnen::V,calcular,calcular
1356,lesen::V,llegir,llegir
1357,malen::V,pintar,pintar
1358,zeichnen::V,dibuixar,dibuixar
1359,schreiben::V,escrīure,escrīure
1360,besitzen::V,posseir,posseir
1361,kaufen::V,comprar,comprar
1362,verkaufen::V,vendre,vendre
1363,bezahlen::V,pagar,pagar
1364,zahlen::V,pagar per,pagar per
1365,beherrschen::V,dominar,dominar
1366,ertragen::V,aguantar,aguantar
