,Concept_ID,sl,udm
292,Gespräch::N,pogóvor,вераськон
293,Märchen::N,právljica,выжыкыл
294,Erzählung::N,povést,верос
295,Nachricht::N,sporočílo,ивор
296,Neuigkeit::N,novóst,выльивор
297,Name::N,imé,ним
298,Rätsel::N,ugánka,мадькыл
299,Rede::N,góvor,верам
300,Sprache::N,jêzik,кыл
301,Stimme::N,glás,куара
302,Wort::N,beséda,кыл
303,Zeichen::N,znák,пус
304,Zeichen::N,znák,тодмет
305,Ruf::N,klíc,ӧтён
306,Ruf::N,klíc,чортон
307,Lärm::N,hrúp,ӵашетон
308,Lärm::N,trúšč,ӵашетон
309,Laut::N,glás,куара
310,Ton::N,tón,куара
311,Lied::N,pésem,кырӟан
312,Ruhe::N,pokòj,чалмыт улон
313,Leute::N,ljudjé,адямиос
314,Volk::N,národ,калык
315,Arbeit::N,délo,уж
316,Gast::N,gòst,куно
317,Geschenk::N,darílo,салам
318,Geschenk::N,darílo,кузьым
319,Spiel::N,ígra,шудон
320,Gesellschaft::N,drúžba,калык
321,Hilfe::N,pomóč,юрттон
322,Freund::N,prijátelj,эш
323,Freund::N,prijátelj,юлтош
324,Kamerad::N,továriš,тодмо
325,Angelegenheit::N,zadéva,уж
326,Anzahl::N,števílo,лыд
327,Art::N,vŕsta,тус
328,Stück::N,kós,юдэс
329,Teil::N,dél,люкет
330,Hälfte::N,polovíca,ӝыны
331,Kreis::N,króg,котырес
332,Kreis::N,kolobár,котырес
333,Kreuz::N,kríž,крест
334,Linie::N,próga,гож
335,Strich::N,čŕta,гож
336,Abstand::N,preslédek,вис
337,Abstand::N,preslédek,кусып
338,Entfernung::N,oddáljenost,кусып
339,Gegend::N,kràj,инты
340,Gegend::N,dežêla,инты
341,Platz::N,prôstor,инты
342,Ort::N,mésto,инты
343,Ort::N,mésto,места
344,Seite::N,bòk,пал
345,Seite::N,strán,пал
346,Mitte::N,sredína,шор
347,Gegenstand::N,prédmet,арбери
348,Sache::N,réč,котыр
349,Sache::N,stvár,котыр
350,Rand::N,kràj,дур
351,Rand::N,kràj,шаер
352,Kante::N,rób,дур
353,Ecke::N,vogál,сэрег
354,Spitze::N,óst,йыл
355,Ende::N,kônec,пум
356,Loch::N,lúknja,пась
357,Winkel::N,kót,сэрег
358,Muster::N,vzórec,пужы
359,Größe::N,veličína,быдӟала
360,Länge::N,dolžína,кузьдала
361,Höhe::N,vršína,ӝуждала
362,Gewicht::N,téža,сектала
363,Gewicht::N,téža,секытлык
364,Menge::N,količína,лыд
365,Menge::N,količína,лыдпус
366,Haufen::N,kùp,люк
367,Haufen::N,kopíca,люк
368,Reihe::N,níz,чур
369,Reihe::N,vŕsta,чур
370,Boot::N,čóln,пыж
371,Boot::N,čóln,лодка
372,Ruder::N,vêslo,полыс
373,Schlitten::N,saní,додьы
374,Ski::N,smučí,куас
375,Lagerfeuer::N,táborni ôgenj,тылскем
376,Last::N,tôvor,секыт
377,Gang::N,hòd,ветлон
378,Schritt::N,korák,вамыш
379,Norden::N,séver,уйпал
380,Süden::N,júg,лымшор
381,Westen::N,zapàd,шунды пуксён
382,Osten::N,vzhòd,шунды ӝужан
383,Holz::N,lés,пу
384,Brett::N,deskà,пул
385,Platte::N,plôča,плита
386,Stütze::N,opóra,пыкет
387,Stütze::N,zaslómba,пыкет
388,Stange::N,gréd,пуӵ
389,Stock::N,pálica,боды
390,Stab::N,pálica,пуӵ
391,Stab::N,pálica,боды
392,Rohr::N,cév,труба
393,Haus::N,híša,юрт
394,Heim::N,dóm,корка
395,Ofen::N,péč,гур
396,Fußboden::N,pòd,выж
397,Tisch::N,míza,ӝӧк
398,Stuhl::N,stòl,пукон
399,Wiege::N,zíbel,кӧкы
400,Wiege::N,zíbel,зыбка
401,Bett::N,póstelja,валес
402,Regal::N,políca,ӝажы
403,Kiste::N,zabòj,ящик
404,Fenster::N,ôkno,укно
405,Fenster::N,ôkno,косяк
406,Tür::N,vráta,ӧс
407,Tor::N,velíka vráta,ӟезьы
408,Zaun::N,ográja,забор
409,Dach::N,stréha,липет
410,Leiter::N,léstev,падӟа
411,Besen::N,mêtla,ӵужон
412,Besen::N,mêtla,исьнер
413,Spaten::N,lopáta,лопатка
414,Schaufel::N,lopáta,ютырон
415,Gabel::N,vílice,тэчы
416,Gabel::N,vílice,вилка
417,Löffel::N,žlíca,пуньы
418,Messer::N,nòž,пурт
419,Nagel::N,žebèlj,кортӵог
420,Netz::N,mréža,сеть
421,Haken::N,kljúka,курик
422,Griff::N,ročáj,ныд
423,Griff::N,oprijèm,ныд
424,Schloss::N,ključávnica,тунгон
425,Bild::N,slíka,суред
426,Figur::N,figúra,фигура
427,Figur::N,postáva,фигура
428,Puppe::N,lútka,мунё
429,Beutel::N,môšnja,пуйы
430,Bündel::N,cúla,керттэт
431,Bündel::N,svéženj,керттэт
432,Tasche::N,tórba,пуйы
433,Tasche::N,tórba,сумка
434,Tasche::N,tobôlec,пуйы
435,Tasche::N,tobôlec,сумка
436,Eimer::N,vêdro,ведра
437,Deckel::N,pokròv,ӵоксэт
438,Deckel::N,poklópec,ӵоксэт
439,Geschirr::N,posóda,тусьты-пуньы
440,Sack::N,vréča,пуйы
441,Tasse::N,skodélica,ӵаша
442,Topf::N,lônec,миска
443,Kessel::N,kôtel,пурты
444,Essen::N,hrána,сиськон
445,Nahrung::N,živílo,сион
446,Speise::N,jéd,сиён
447,Fleisch::N,mesó,сӥль
448,Getreide::N,žíto,ю тысь
449,Brei::N,káša,ӝук
450,Brot::N,krùh,нянь
451,Scheibe::N,réženj,шорем
452,Fett::N,mást,кӧй
453,Fett::N,maščôba,кӧй
454,Butter::N,máslo,вӧй
455,Öl::N,ólje,вӧй
456,Salz::N,sól,сылал
457,Suppe::N,júha,шыд
458,Honig::N,méd,чечы
459,Milch::N,mléko,йӧл
460,Tee::N,čáj,чай
461,Leder::N,úsnje,сурон
462,Wolle::N,vólna,гон
463,Wolle::N,vólna,ыжгон
464,Stoff::N,blagó,куэм
465,Nadel::N,ígla,вень
466,Faden::N,nít,сӥньыс
467,Knopf::N,gúmb,бирды
468,Knoten::N,vôzel,герд
469,Farbe::N,bárva,буёл
470,Kleidung::N,obléka,дӥсь
471,Hemd::N,srájca,дэрем
472,Kragen::N,ovrátnik,сирес
473,Ärmel::N,rokáv,саес
474,Hose::N,hláče,брюки
475,Hose::N,hláče,штань
476,Gürtel::N,pás,кускерттон
477,Mütze::N,kápa,ызьы
478,Mütze::N,čépica,ызьы
479,Schuh::N,čévelj,ботинка
480,Stiefel::N,škórenj,сапег
481,Ring::N,pŕstan,зундэс
482,Band::N,trák,лента
483,Kamm::N,glavník,сын
484,Spiegel::N,zrcálo,синучкон
485,Spiegel::N,ogledálo,синучкон
486,Riemen::N,jêrmen,е
487,Schnur::N,vŕvca,гозы
488,Leine::N,konôpec,думет
489,Decke::N,odéja,шобрет
490,Kissen::N,blazína,миндэр
491,Tuch::N,pŕt,кышет
492,Tuch::N,rúta,кышет
493,Handtuch::N,brisáča,ӵушкон
494,Kraft::N,síla,кать
495,Kraft::N,síla,ӟигар
496,Stärke::N,jákost,юнлык
497,Gesundheit::N,zdrávje,тазалык
498,Krankheit::N,bolézen,висён
499,Schmerz::N,ból,висён
500,Schmerz::N,bolečína,висён
501,Wunde::N,rána,яра
502,Fieber::N,vročína,кезег
503,Arznei::N,lék,эмъюм
504,Arznei::N,zdravílo,эмъюм
505,Brücke::N,móst,выж
506,Brunnen::N,vodnják,колдэч
507,Weide::N,páša,возь
508,Pfad::N,stezà,сюрес
509,Weg::N,pót,сюрес
510,Straße::N,césta,сюрес
511,Dorf::N,vás,гурт
512,Stadt::N,mésto,кар
513,Stadt::N,mésto,город
514,Brief::N,písmo,гожтэт
515,Buch::N,knjíga,книга
516,Buchstabe::N,čŕka,буква
517,Zeitung::N,čásnik,газет
518,Leben::N,življênje,улон
519,Tod::N,smŕt,кулон
520,Grab::N,gròb,шайгу
521,Kirche::N,cérkev,черк
522,Sünde::N,gréh,сьӧлык
523,Gott::N,bóg,ӥнмар
524,Arbeiter::N,délavec,рабочий
525,Chef::N,šéf,начальник
526,Meister::N,mójster,кибашлы
527,Arzt::N,zdravník,врач
528,Lehrer::N,učítelj,дышетӥсь
529,Geld::N,denár,уксё
530,Geld::N,denár,коньдон
531,Geschäft::N,kupčíja,уж
532,Laden::N,trgovína,магазин
533,Preis::N,céna,дун
534,Ware::N,róba,вуз
535,Nutzen::N,príd,пайда
536,Reichtum::N,bogástvo,узырлык
537,Welt::N,svét,дунне
538,Land::N,dežêla,шаер
539,Staat::N,držáva,кун
540,König::N,králj,эксэй
541,Macht::N,oblást,власть
542,Grenze::N,mêja,кунгож
543,Krieg::N,vôjna,ож
544,Feind::N,sovrážnik,тушмон
545,Gewalt::N,nasílje,эриктэман
546,Kampf::N,bòj,нюръяськон
547,Kampf::N,bórba,нюръяськон
548,Bogen[Waffe]::N,lók,пукыӵ
549,Pfeil::N,puščíca,пукыӵ вень
550,Gewehr::N,púška,пыӵал
551,Fehler::N,zmóta,янгыш
552,Lüge::N,láž,пӧян
553,Lüge::N,láž,алдан
554,Lüge::N,láž,ӧрекчан
555,Schaden::N,okvára,изъян
556,Unglück::N,nesréča,куректон
557,Unglück::N,nesréča,шудтэме усён
558,Schuld::N,krívda,янгыш
559,Alter::N,dôba,арлыд
560,Schluss::N,kônec,пум
561,Zeit::N,čàs,дыр
562,Tag::N,dán,нунал
563,Morgen::N,jútro,ӵукна
564,Mittag::N,póldan,лымшор
565,Abend::N,večér,ӝыт
566,Abend::N,večér,акшан
567,Nacht::N,nóč,уй
568,Woche::N,téden,арня
569,Monat::N,mésec,толэзь
570,Jahr::N,léto,ар
571,Frühling::N,pomlád,тулыс
572,Sommer::N,polétje,гужем
573,Herbst::N,jesén,сӥзьыл
574,Winter::N,zíma,тол
575,Januar::N,jánuar,выльартолэзь
576,Februar::N,fébruar,тулыспал
577,März::N,márec,южтолэзь
578,April::N,apríl,оштолэзь
579,Mai::N,máj,куартолэзь
580,Juni::N,júnij,вожотолэзь
581,Juli::N,júlij,пӧсьтолэзь
582,August::N,avgúst,гудырикошкон
583,September::N,septêmber,куарусён
584,Oktober::N,október,выльӝуктолэзь
585,November::N,novêmber,шуркынмон
586,Dezember::N,decémber,толсур
587,Montag::N,ponedéljek,вордӥськон
588,Dienstag::N,tôrek,вторник
589,Mittwoch::N,sréda,вирнунал
590,Donnerstag::N,četŕtek,покчиарня
591,Freitag::N,pétek,удмуртарня
592,Samstag::N,sobóta,кӧснунал
593,Sonntag::N,nedélja,арня
594,groß::A,vêlik,бадӟым
595,klein::A,májhen,пичи
596,lang::A,dólg,кузь
597,kurz::A,krátek,вакчи
598,breit::A,širòk,паськыт
599,schmal::A,ózek,сюлэг
600,dicht::A,góst,ӵем
601,dick[Gegenstand]::A,dêbel,зӧк
602,dünn::A,tánek,векчи
603,fein::A,drôben,векчи
604,fest::A,tŕden,юн
605,fest::A,tŕden,чурыт
606,flach::A,plán,ӵошкыт
607,flach::A,plòsk,ӵошкыт
608,glatt::A,gládek,гылыт
609,glatt::A,gládek,вольыт
610,hart::A,tŕd,чурыт
611,weich::A,mehák,небыт
612,rund::A,okrógel,котырес
613,spitz::A,šílast,йылсо
614,scharf::A,óster,лэчыт
615,stumpf::A,tóp,ныж
616,stumpf::A,skŕhan,ныж
617,schwer::A,têžek,секыт
618,schön::A,lép,чебер
619,schön::A,krásen,чебер
620,heiß::A,vròč,пӧсь
621,warm::A,tôpel,шуныт
622,kalt::A,mŕzel,кезьыт
623,kalt::A,hláden,кезьыт
624,kühl::A,hláden,юзмыт
625,kühl::A,hláden,салкым
626,frisch::A,svéž,выль
627,feucht::A,vlážen,мускыт
628,nass::A,móker,котмем
629,trocken::A,súh,кӧс
630,voll::A,póln,тыр
631,leer::A,prázen,буш
632,leer::A,prázen,тырттэм
633,offen::A,odpŕt,усьтэм
634,geschlossen::A,zapŕt,ӵогам
635,geschlossen::A,zapŕt,пунням
636,sauber::A,číst,ӝикыт
637,sauber::A,číst,чылкыт
638,sauber::A,líčen,ӝикыт
639,sauber::A,líčen,чылкыт
640,schmutzig::A,umázan,нӧд
641,roh::A,suròv,ыль
642,reif::A,zrèl,вуэм
643,lecker::A,okúsen,ческыт
644,süß::A,sládek,ческыт
645,bitter::A,grenák,курыт
646,sauer::A,kísel,чырс
647,hell::A,svetèl,югыт
648,dunkel::A,temèn,пеймыт
649,schwarz::A,čŕn,сьӧд
650,weiß::A,bél,тӧдьы
651,rot::A,rdèč,горд
652,gelb::A,žólt,ӵуж
653,gelb::A,rumèn,ӵуж
654,blau::A,móder,лыз
655,grün::A,zelèn,вож
656,grau::A,sív,пурысь
657,bunt::A,písan,куӵо
658,billig::A,pocéni,дунтэм
659,teuer::A,drág,дуно
660,wertvoll::A,dragocén,дуно
661,blind::A,slép,сукыр
662,blind::A,slép,синтэм
663,taub::A,glúh,пельтэм
664,kräftig::A,močán,кужмо
665,stark::A,ják,юн
666,stark::A,ják,кужмо
667,schwach::A,šíbek,ляб
668,schwach::A,šíbek,начар
669,fett::A,dêbel,кӧй
670,schlank::A,vítek,веськыт
671,schlank::A,vítek,веськрес
672,hübsch::A,lép,чебер
673,hübsch::A,lép,синмаськымон
674,böse::A,zèl,лек
675,böse::A,hudôben,лек
676,dumm::A,glúp,шузи
677,dumm::A,glúp,визьтэм
678,dumm::A,bédast,шузи
679,dumm::A,bédast,визьтэм
680,faul::A,lén,азьтэм
681,fleißig::A,marljív,сюлмо
682,geizig::A,škŕt,сук
683,klug::A,pámeten,визьмо
684,geschickt::A,spréten,усто
685,geschickt::A,spréten,быгатӥсь
686,lieb::A,míl,мусо
687,lieb::A,ljúb,мусо
688,lustig::A,vesél,шулдыр
689,sanft::A,láhek,мусо
690,sanft::A,láhek,эрке
691,hungrig::A,láčen,сютэм
692,krank::A,bolán,висись
693,nackt::A,nág,гольык
694,traurig::A,túžen,мӧзмыт
695,lebendig::A,žív,улэп
696,gut::A,dóber,ӟеч
697,gut::A,dóber,умой
698,schlecht::A,malopríden,урод
699,schlecht::A,malopríden,алама
700,richtig::A,pravílen,шонер
701,schlimm::A,húd,алама
702,wahr::A,resníčen,зэмос
703,alt::A,stàr,вуж
704,neu::A,nòv,выль
705,ehemalig::A,nekdánji,азьвылэз
706,alt[Lebewesen]::A,stàr,пересь
707,jung::A,mlád,егит
708,jung::A,mlád,пинал
709,arm::A,ubóg,начар
710,arm::A,ubóg,куанер
711,arm::A,réven,начар
712,arm::A,réven,куанер
713,reich::A,bogàt,узыр
714,bekannt::A,znán,тодмо
715,berühmt::A,sláven,дано
716,berühmt::A,znamenít,дано
717,fremd::A,túj,ят
718,verschieden::A,razlíčen,пӧртэм
719,nah::A,blížnji,матысь
720,fern::A,dáleč,кыдёкысь
721,linker::A,lévi,паллян
722,rechter::A,désni,бур
723,rechter::A,désni,бурпал
724,anderer::A,drúgi,мукет
725,erster::A,pŕvi,нырысетӥез
726,zweiter::A,drúgi,кыктэтӥез
727,dritter::A,trétji,кунньметӥез
728,letzter::A,poslédnji,берло
729,letzter::A,poslédnji,берпум
730,allein::ADV,sám,огназ
731,auf einmal::ADV,obênem,огдыре
732,zusammen::ADV,skúpaj,ӵош
733,zusammen::ADV,skúpaj,валче
734,lange::ADV,dólgo,кема
735,plötzlich::ADV,náglo,мапламтэ шорысь
736,plötzlich::ADV,nenádoma,мапламтэ шорысь
737,sofort::ADV,prècej,али ик
738,später::ADV,poznêje,бергес
739,später::ADV,poznêje,берлогес
740,jetzt::ADV,zdàj,али
741,jetzt::ADV,zdàj,табере
742,heute::ADV,dánes,туннэ
743,morgen::ADV,jútri,ӵуказе
744,bald::ADV,kmálu,ӝоген
745,dann::ADV,nató,берло
746,gestern::ADV,včéraj,толон
747,einst::ADV,nékdaj,огпол
748,einst::ADV,nékdaj,одӥг пол
749,damals::ADV,tedàj,соку
750,damals::ADV,takràt,соку
751,danach::ADV,potèm,собере
752,vorher::ADV,poprèj,азьло
753,vorher::ADV,poprèj,азьвыл
754,zuerst::ADV,spŕva,азьло
755,einmal::ADV,ênkrat,огпол
756,manchmal::ADV,včásih,куддыръя
757,oft::ADV,pogósto,ӵем
758,immer::ADV,védno,пыр
759,immer::ADV,védno,котьку
760,immer::ADV,zméraj,пыр
761,immer::ADV,zméraj,котьку
762,niemals::ADV,nikdàr,уз ноку
763,hier::ADV,tù,татын
764,hier::ADV,túkaj,татын
765,hierhin::ADV,sèmkaj,татчы
766,von hier::ADV,od tú,татысь
767,dort::ADV,tàm,отӥ
768,dort::ADV,tàm,отын
769,dorthin::ADV,tjà,отчы
770,geradeaus::ADV,rávno napréj,меӵак
771,vorwärts::ADV,napréj,азьлань
772,rückwärts::ADV,zádaj,берлань
773,zurück::ADV,nazáj,берен
774,zurück::ADV,nazáj,берлань
775,unten::ADV,dôli,улын
776,unten::ADV,spôdaj,улын
777,hinab::ADV,dôl,улэ
778,oben::ADV,gôri,вылын
779,oben::ADV,gôri,вылӥын
780,oben::ADV,zgôraj,вылын
781,oben::ADV,zgôraj,вылӥын
782,hinauf::ADV,gôr,вылэ
783,hinauf::ADV,gôr,вылӥе
784,hinauf::ADV,gôr,выллань
785,überall::ADV,povsód,котькытын
786,überall::ADV,povsód,пасьтана
787,nicht::ADV,ne,уз
788,ein wenig::ADV,málo,ичи
789,ein wenig::ADV,málo,ӧжыт
790,ein wenig::ADV,málo,огшап
791,kaum::ADV,kómaj,муртса
792,sehr::ADV,zeló,туж
793,sehr::ADV,zeló,лекос
794,so::ADV,takó,озьы
795,so::ADV,takó,тазьы
796,noch::ADV,še,на
