,Concept_ID,da,kk
823,kaum::ADV,knap,зорға
824,kaum::ADV,næppe,зорға
825,sehr::ADV,meget,орасан
826,so::ADV,så,бұлай
827,so::ADV,så,былайша
828,noch::ADV,endnu,әлі
829,nur::ADV,kun,ғана
830,nur::ADV,bare,ғана
831,schon::ADV,alt,түге
832,schon::ADV,allerede,түге
833,wieder::ADV,igen,жаңа
834,wieder::ADV,igen,қайта
835,wieder::ADV,igen,жаңадан
836,vergebens::ADV,forgæves,бекер
837,vor::PRP,foran,алды
838,vor::PRP,uden for,алды
839,hinter::PRP,bag,артынан
840,hinter::PRP,bagved,артынан
841,unter::PRP,under,түп
842,unter::PRP,under,маңында
843,durch::PRP,gennem,арқылы
844,durch::PRP,igennem,арқылы
845,neben::PRP,ved siden af,іргеде
846,neben::PRP,ved siden af,жанында
847,zwischen::PRP,mellem,арада
848,wegen::PRP,på grund af,үшін
849,dies::PRN,dette,бұ
850,dies::PRN,dette,осы
851,das::PRN,det,сол
852,alles::PRN,alt,дүйім
853,alles::PRN,alt,күллі
854,ich::PRN,jeg,мен
855,du::PRN,du,сен
856,er::PRN,han,ол
857,wir::PRN,vi,біз
858,ihr::PRN,I,сіз
859,sie::PRN,de,олар
860,was::FPRN,hvad,не
861,wer::FPRN,hvem,кім
862,wo::FADV,hvor,кәні
863,wo::FADV,hvor,қайда
864,wohin::FADV,hvorhen,қайда
865,wie::FADV,hvordan,калай
866,warum::FADV,hvorfor,неғып
867,wieviel::FNUM,hvor meget,неше
868,wieviel::FNUM,hvor meget,қанша
869,eins::NUM,én,бір
870,zwei::NUM,to,екі
871,drei::NUM,tre,үш
872,vier::NUM,fire,төрт
873,fünf::NUM,fem,бес
874,sechs::NUM,seks,алты
875,sieben::NUM,syv,жеті
876,acht::NUM,otte,сегіз
877,neun::NUM,ni,тоғыз
878,zehn::NUM,ti,он
879,elf::NUM,elleve,он бір
880,zwölf::NUM,tolv,он екі
881,zwanzig::NUM,tyve,жиырма
882,dreißig::NUM,tredive,отыз
883,vierzig::NUM,fyrre,қырық
884,vierzig::NUM,fyrretyve,қырық
885,fünfzig::NUM,halvtreds,елу
886,sechzig::NUM,tres,алпыс
887,siebzig::NUM,halvfjerds,жетпіс
888,achtzig::NUM,firs,сексен
889,neunzig::NUM,halvfems,тоқсан
890,hundert::NUM,hundrede,жүз
891,tausend::NUM,tusind,мың
892,und::CNJ,og,та
893,oder::CNJ,eller,әлде
894,oder::CNJ,eller,немесе
895,stehen::V,stå,тұру
896,sitzen::V,sidde,отыру
897,liegen::V,ligge,жату
898,hängen::V,hænge,ілу
899,werden::V,blive,болу
900,werden::V,blive,түрегелу
901,passieren::V,ske,болу
902,passieren::V,hænde,болу
903,beginnen::V,begynde,басталу
904,enden::V,ende,ада болу
905,wechseln::V,veksle,құбылу
906,wechseln::V,veksle,өзгеру
907,aufgehen[Sonne]::V,gå op,шығу
908,aufgehen[Sonne]::V,stå op,шығу
909,untergehen[Sonne]::V,gå ned,батыру
910,scheinen[Sonne]::V,skinne,жылтырау
911,donnern::V,tordne,күркіреу
912,wehen::V,blæse,огып тур
913,strömen::V,strømme,сорғалау
914,fließen::V,flyde,ағу
915,sich drehen::V,dreje sig,айналу
916,schwanken::V,vakle,толықсу
917,schwingen::V,svinge,тербелу
918,fallen::V,falde,құлау
919,fallen::V,falde,жығылу
920,fallen::V,falde,төмендеу
921,brennen::V,brænde,жану
922,rauchen::V,ryge,түтету
923,regnen::V,regne,жауу
924,gefrieren::V,fryse,мұздай қату
925,gefrieren::V,fryse,мұз боп қату
926,tauen::V,tø,жібу
927,schmelzen::V,smelte,еру
928,trocknen::V,tørre,курау
929,sieden::V,koge,қайнау
930,faulen::V,rådne,иістену
931,verfaulen::V,rådne,шіру
932,reißen::V,briste,жыртылу
933,versinken::V,synke,малтығу
934,versinken::V,synke ned,малтығу
935,vergehen::V,forløbe,өту
936,erscheinen::V,vise sig,көріну
937,erscheinen::V,vise sig,көрініп қалу
938,verschwinden::V,forsvinde,ғайып_болу
939,sinken::V,synke,ылдилау
940,sinken::V,synke,төмендеу
941,abnehmen::V,aftage,кемітілу
942,zunehmen::V,tiltage,көбею
943,steigen::V,stige,қобу
944,steigen::V,stige,көтерілу
945,steigen::V,stige,жоғарылау
946,wachsen::V,gro,өсу
947,wachsen::V,vokse,өсу
948,glänzen::V,glinse,жалтырау
949,funkeln::V,tindre,жарқырау
950,funkeln::V,tindre,нұрлану
951,funkeln::V,tindre,жылтылдау
952,lärmen::V,larme,шулау
953,lärmen::V,larme,шуылдау
954,läuten::V,ringe,қоңыраулату
955,klingeln::V,ringe,дыңғырлау
956,klirren::V,klirre,дыңылдату
957,brausen::V,bruse,тасу
958,rauschen::V,suse,сусылдау
959,rauschen::V,suse,сыбдырлау
960,klingen::V,lyde,дыбыс шығару
961,klingen::V,klinge,дыбыс шығару
962,bellen::V,gø,үру
963,heulen::V,hyle,ұлу
964,blasen::V,blæse,үру
965,pfeifen::V,fløjte,ысқыру
966,schreien::V,skrige,шыңғыру
967,schreien::V,skrige,айғайлау
968,schreien::V,skrige,байбайлау
969,schreien::V,skrige,бажалақтау
970,stöhnen::V,stønne,ыңырсу
971,stöhnen::V,stønne,ыңкылдау
972,zittern::V,dirre,қалш
973,zittern::V,dirre,қалшылдату
974,zittern::V,skælve,қалш
975,zittern::V,skælve,қалшылдату
976,leben::V,leve,жасау
977,leben::V,leve,күнелту
978,leben::V,leve,күн көру
979,leben::V,leve,тіршілік ету
980,geboren werden::V,fødes,туу
981,atmen::V,ånde,дем алу
982,atmen::V,ånde,ауа жұту
983,trinken::V,drikke,ішу
984,trinken::V,drikke,ұрттау
985,essen::V,spise,жеу
986,essen::V,spise,тамақтану
987,schlucken::V,synke,жұту
988,müde werden::V,blive træt,болдыру
989,einschlafen::V,falde i søvn,үйыктап калу
990,schlafen::V,sove,ұйықтау
991,aufwachen::V,vågne,ояну
992,aufstehen::V,stå op,ояну
993,sich erholen::V,komme sig,тынығу
994,krank werden::V,blive syg,кеселдену
995,krank werden::V,blive syg,сырқаттану
996,krank werden::V,blive syg,ауырып қалу
997,krank werden::V,blive syg,ауыра бастау
998,krank werden::V,blive syg,кеселге ұшырау
999,krank werden::V,blive syg,сырқаттанып қалу
1000,krank sein::V,være syg,ауыру
1001,krank sein::V,være syg,сырқаттану
1002,schmerzen::V,smerte,ауырады
1003,husten::V,hoste,жөтелу
1004,genesen::V,komme sig,айығу
1005,sterben::V,dø,өлу
1006,sterben::V,dø,қайтыс
1007,sterben::V,dø,жантапсыру
1008,umkommen::V,omkomme,өлу
1009,umkommen::V,omkomme,қаза табу
1010,sich bewegen::V,bevæge sig,жылжу
1011,sich rühren::V,røre på sig,қыбырлау
1012,sich erheben::V,rejse sig,тұру
1013,sich setzen::V,sætte sig,отыру
1014,laufen::V,løbe,жояу жүру
1015,schreiten::V,skride,кадамдау
1016,spazierengehen::V,gå en tur,қыдыру
1017,eilen::V,ile,асығу
1018,eilen::V,ile,жеделдену
1019,eilen::V,ile,жедепдеу
1020,sich beeilen::V,skynde sig,асығу
1021,sich beeilen::V,skynde sig,жеделдену
1022,sausen::V,suse,заулау
1023,rennen::V,løbe,жүгіру
1024,rennen::V,rende,жүгіру
1025,springen::V,hoppe,секіру
1026,springen::V,springe,секіру
1027,klettern::V,klatre,өрмелеп шығу
1028,schaukeln::V,gynge,тербелу
1029,kriechen::V,krybe,еңбектеу
1030,schwimmen::V,svømme,жүзу
1031,schwimmen::V,svømme,малту
1032,schwimmen::V,svømme,қалықтау
1033,tauchen::V,dykke,сүңгу
1034,rudern::V,ro,есу
1035,fahren::V,køre,бару
1036,fliegen::V,flyve,ұшу
1037,gehen::V,gå,бару
1038,weggehen::V,gå bort,кету
1039,abfahren::V,køre bort,жөнелу
1040,anhalten::V,standse,тоқтау
1041,hineingehen::V,gå ind,кіру
1042,eintreten::V,træde ind,ену
1043,kommen::V,komme,жету
1044,ankommen::V,ankomme,келу
1045,zurückkommen::V,komme tilbage,қайту
1046,bleiben::V,blive,қалу
1047,bleiben::V,forblive,қалу
1048,warten::V,vente,тосу
1049,erwarten::V,vente,күту
1050,erwarten::V,afvente,күту
1051,suchen::V,søge,іздеу
1052,finden::V,finde,табу
1053,versuchen::V,forsøge,талпыну
1054,vorbereiten::V,forberede,әзірлеу
1055,lieben::V,elske,сүю
1056,mögen::V,holde af,жарату
1057,mögen::V,holde af,жақсы_көру
1058,mögen::V,kunne lide,жарату
1059,mögen::V,kunne lide,жақсы_көру
1060,lachen::V,le,күлу
1061,lachen::V,le,күлісу
1062,rühren::V,røre,көңілін бұзу
1063,weinen::V,græde,жылау
1064,schimpfen::V,skænde,ақырып-бақыру
1065,sich ärgern::V,ærgre sig,ашулану
1066,sich fürchten::V,være bange,сескену
1067,fürchten::V,være bange for,қауіптену
1068,fürchten::V,være bange for,сақсыну
1069,fliehen::V,flygte,қашу
1070,fliehen::V,flygte,қашып кету
1071,flüchten::V,flygte,қашу
1072,flüchten::V,flygte,қашып кету
1073,sehen::V,se,көру
1074,anschauen::V,se på,назар салу
1075,anschauen::V,betragte,назар салу
1076,ansehen::V,anse,тамашалау
1077,hören::V,høre,есту
1078,zuhören::V,høre til,тыңдау
1079,zuhören::V,høre til,құлақ қою
1080,probieren::V,smage,тату
1081,probieren::V,smage,дәм тату
1082,probieren::V,smage på,тату
1083,probieren::V,smage på,дәм тату
1084,riechen::V,lugte,иіскеу
1085,fühlen::V,føle,сезу
1086,fühlen::V,føle,сезіну
1087,scheinen::V,synes,болып көріну
1088,zu sehen sein::V,synes,көріну
1089,vernehmen::V,erfare,есту
1090,vernehmen::V,erfare,есітіп қалу
1091,frieren::V,fryse,тоңу
1092,frieren::V,fryse,жаурау
1093,tun::V,gøre,ету
1094,tun::V,gøre,істеу
1095,können::V,kunne,білу
1096,wollen::V,ville,қалау
1097,anfangen::V,begynde,бастау
1098,beenden::V,afslutte,бітіру
1099,beenden::V,afslutte,адақтау
1100,beenden::V,afslutte,тамамдау
1101,beenden::V,afslutte,аяқтап шығу
1102,aufhören::V,ophøre,доғару
1103,aufhören::V,holde op,доғару
1104,gelingen::V,lykkes,жолы түсу
1105,geraten::V,blive,калу
1106,öffnen::V,åbne,ашу
1107,öffnen::V,åbne,ашып қою
1108,schließen::V,lukke,жабу
1109,stellen::V,stille,қою
1110,stellen::V,stille,қойдыру
1111,setzen::V,sætte,отырғызу
1112,legen::V,lægge,салу
1113,legen::V,lægge,калау
1114,berühren::V,berøre,тию
1115,verbinden::V,forbinde,байлап алу
1116,verbinden::V,forbinde,сабақтастыру
1117,bedecken::V,dække,бүркеу
1118,bedecken::V,bedække,бүркеу
1119,aufhängen::V,hænge,ілу
1120,aufhängen::V,hænge,асып қою
1121,aufhängen::V,hænge op,ілу
1122,aufhängen::V,hænge op,асып қою
1123,anzünden::V,tænde,тұтату
1124,anzünden::V,antænde,тұтату
1125,aufheben::V,løfte,көтеру
1126,aufheben::V,tage op,көтеру
1127,zurücklassen::V,lade tilbage,қалдыру
1128,verlieren::V,miste,жоғалту
1129,fallen lassen::V,tabe,құлатып алу
1130,fallen lassen::V,tabe,қолдан түсіріп алу
1131,fallen lassen::V,droppe,құлатып алу
1132,fallen lassen::V,droppe,қолдан түсіріп алу
1133,machen::V,gøre,ету
1134,machen::V,gøre,жасау
1135,machen::V,gøre,жасап шығару
1136,herstellen::V,fremstille,жасап шығару
1137,bauen::V,bygge,тұрғызу
1138,reparieren::V,reparere,оңдау
1139,verbessern::V,rette,дұрыстау
1140,verbessern::V,forbedre,дұрыстау
1141,ändern::V,ændre,өзгерту
1142,graben::V,grave,үңгу
1143,beugen::V,bøje,буғу
1144,biegen::V,bøje,ию
1145,biegen::V,bøje,майыстыру
1146,drehen::V,dreje,айналдыру
1147,wenden::V,vende,екінші жағын айналдыру
1148,umdrehen::V,dreje om,бұру
1149,heben::V,hæve,көтеру
1150,hochheben::V,løfte,жоғарылату
1151,hochheben::V,løfte,көтеру
1152,ergreifen::V,gribe fat i,бас_салу
1153,ergreifen::V,gribe fat i,шап_беріп_ұстап_алу
1154,ergreifen::V,gribe fat i,шап_беру
1155,ergreifen::V,gribe fat i,шап_ете_түсу
1156,halten::V,holde,тұту
1157,halten::V,holde,ұстау
1158,drücken::V,trykke,басу
1159,schieben::V,skyde,итеру
1160,schieben::V,skubbe,итеру
1161,kratzen::V,klø,қыру
1162,kratzen::V,kradse,қыру
1163,lecken::V,slikke,жалау
1164,beißen::V,bide,қабу
1165,beißen::V,bide,тістеу
1166,beißen::V,bide,қауып алу
1167,abreißen::V,rive af,үзу
1168,abschneiden::V,skære af,қырқу
1169,binden::V,binde,байланыстыру
1170,binden::V,binde,байлап_алу
1171,binden::V,binde,байластыру
1172,binden::V,binde,байлау
1173,binden::V,binde,буу
1174,binden::V,binde,матау
1175,binden::V,binde,сабақтастыру
1176,binden::V,binde,ұштастыру
1177,stecken::V,stikke,сұғу
1178,brechen::V,brække,сындыру
1179,klopfen::V,banke,қағу
1180,hauen::V,hugge,соғу
1181,kleben::V,klistre,желімдеу
1182,reiben::V,gnide,үйкеу
1183,streichen::V,smøre,сүйкеу
1184,schleifen::V,slibe,егеу
1185,schleifen::V,slibe,қайрау
1186,schleifen::V,slibe,егеулеу
1187,schneiden::V,skære,кесу
1188,schneiden::V,klippe,кесу
1189,rütteln::V,ruske,қозғау
1190,rütteln::V,ruske,жұлмалау
1191,schütteln::V,ryste,дірілдету
1192,schütteln::V,ryste,селкілдету
1193,schwenken::V,svinge,бұлғау
1194,schwenken::V,svinge,сермеу
1195,schütten::V,hælde,құю
1196,füllen::V,fylde,толтыру
1197,einwickeln::V,pakke ind,орау
1198,tragen::V,bære,алып жүру
1199,schleppen::V,slæbe,тарту
1200,ziehen::V,trække,тарту
1201,aufbewahren::V,opbevare,сақтау
1202,werfen::V,kaste,лақтыру
1203,fangen::V,fange,қармау
1204,fangen::V,fange,қағып алу
1205,packen::V,gribe,шап беру
1206,packen::V,gribe,шап ете түсу
1207,packen::V,gribe,шап беріп ұстап алу
1208,verstecken::V,gemme,тығу
1209,verstecken::V,gemme,жасыру
1210,teilen::V,dele,бөлу
1211,schicken::V,sende,жіберу
1212,bringen::V,bringe,әкелу
1213,bringen::V,bringe,алып келу
1214,hinzufügen::V,tilføje,қосу
1215,hinzufügen::V,tilføje,үстеу
1216,bekommen::V,få,алу
1217,erhalten::V,få,алмақ
1218,nehmen::V,tage,алу
1219,nehmen::V,tage,алмақ
1220,wählen::V,vælge,таңдау
1221,auswählen::V,udvælge,екшеу
1222,auswählen::V,udvælge,саралау
1223,auswählen::V,udvælge,сұрыптау
1224,auswählen::V,udvælge,сайлап алу
1225,bewahren::V,bevare,сақтау
1226,behindern::V,hindre,оралғы болу
1227,behindern::V,forhindre,оралғы болу
1228,verderben::V,ødelægge,бүлдіру
1229,beschädigen::V,beskadige,бұзу
1230,zerbrechen::V,brække itu,уату
1231,zerreißen::V,rive itu,жырту
1232,zerstören::V,ødelægge,қирату
1233,zerstören::V,ødelægge,талқандау
1234,verbrennen::V,brænde,өртеу
1235,verbrennen::V,brænde,жандыру
1236,verbrennen::V,brænde,өртеп жіберу
1237,verbrennen::V,brænde,жандырып жіберу
1238,geben::V,give,беру
1239,reichen::V,række,беру
1240,schenken::V,forære,тарту
1241,versprechen::V,love,уәде беру
1242,wünschen::V,ønske,тілеу
1243,loben::V,rose,мақтау
1244,loben::V,rose,дәріптеу
1245,küssen::V,kysse,сүю
1246,wiegen::V,vugge,тербеу
1247,zudecken::V,dække til,бүркеу
1248,wecken::V,vække,ояту
1249,zeigen::V,vise,көрсету
1250,führen::V,føre,ерту
1251,führen::V,føre,жетектеу
1252,lehren::V,lære,оқыту
1253,unterrichten::V,undervise,оқыту
1254,aufziehen::V,opdrage,бағу
1255,leiten::V,lede,басқару
1256,leiten::V,lede,жетекшілік ету
1257,antreiben::V,skynde på,асықтыру
1258,lassen::V,få til at,-ткізу
1259,lassen::V,få til at,мәжбүр ету
1260,einladen::V,indbyde,шақыру
1261,einladen::V,invitere,шақыру
1262,vereinigen::V,forene,біріктіру
1263,vereinigen::V,forene,біріктіріп қою
1264,besuchen::V,besøge,кіріп шығу
1265,besuchen::V,besøge,барып шығу
1266,treffen::V,møde,кездесу
1267,sich versammeln::V,forsamles,топталу
1268,spielen::V,lege,ойнау
1269,spielen::V,spille,ойнау
1270,singen::V,synge,сайрау
1271,tanzen::V,danse,билеу
1272,sich trennen::V,skilles,айрылысу
1273,verlassen::V,forlade,тастау
1274,retten::V,redde,құтқару
1275,bewachen::V,bevogte,күзету
1276,schützen::V,skærme,жақтау
1277,schützen::V,skærme,жақтасу
1278,schützen::V,beskytte,жақтау
1279,schützen::V,beskytte,жақтасу
1280,verteidigen::V,forsvare,қорғау
1281,sich schlagen::V,slås,алысу
1282,schießen::V,skyde,ату
1283,siegen::V,sejre,жеңу
1284,ärgern::V,ærgre,ашуландыру
1285,schlagen::V,slå,ұру
1286,treten::V,sparke,тебу
1287,stechen::V,stikke,шаншу
1288,stoßen::V,støde,түрту
1289,stehlen::V,stjæle,ұрлау
1290,stören::V,forstyrre,кесірлен
1291,belästigen::V,genere,мазасын алу
1292,belästigen::V,ulejlige,мазасын алу
1293,verbergen::V,skjule,сездірмеу
1294,täuschen::V,villede,жалған айту
1295,betrügen::V,bedrage,алдау
1296,betrügen::V,bedrage,алдап кету
1297,betrügen::V,bedrage,ақымақ қылу
1298,töten::V,dræbe,құрту
1299,töten::V,dræbe,өлтіру
1300,wohnen::V,bo,мекендеу
1301,wohnen::V,bo,өмір сүру
1302,arbeiten::V,arbejde,істеу
1303,arbeiten::V,arbejde,еңбектену
1304,sammeln::V,samle,жыю
1305,pflücken::V,plukke,жұлу
1306,jagen::V,jage,аулау
1307,fischen::V,fiske,балык_аулау
1308,fassen::V,fange,ұстау
1309,hüten::V,vogte,жаю
1310,hüten::V,vogte,бағу
1311,treiben::V,drive,айдау
1312,anbinden::V,binde fast,байлау
1313,füttern::V,fodre,ас ішкізу
1314,füttern::V,fodre,азықтандыру
1315,füttern::V,fodre,қоректендіру
1316,melken::V,malke,сауу
1317,hacken::V,hakke,турау
1318,gießen::V,hælde,суару
1319,reifen::V,modne,жетілу
1320,zubereiten::V,tilberede,даяр ету
1321,kochen::V,koge,асу
1322,backen::V,bage,пісіру
1323,braten::V,stege,қуыру
1324,umrühren::V,røre om,былғалау
1325,umrühren::V,røre om,сапырылыстыру
1326,stricken::V,strikke,торлау
1327,stricken::V,strikke,тоқу
1328,nähen::V,sy,тігу
1329,färben::V,farve,бояу
1330,färben::V,farve,сырлау
1331,reinigen::V,rense,аршу
1332,reinigen::V,rense,тазалау
1333,reinigen::V,gøre ren,аршу
1334,reinigen::V,gøre ren,тазалау
1335,waschen::V,vaske,жуу
1336,abwischen::V,tørre af,сүрту
1337,spülen::V,skylle,шаю
1338,fegen::V,feje,сыпыру
1339,kehren::V,feje,сыпыру
1340,baden::V,bade,шомылу
1341,sich waschen::V,vaske sig,жуыну
1342,ausziehen::V,tage af,шешу
1343,anziehen::V,tage på,кигізу
1344,sich anziehen::V,klæde sig på,киіну
1345,kämmen::V,rede,тарау
1346,kämmen::V,frisere,тарау
1347,schmücken::V,pynte,әсемдеу
1348,schmücken::V,pynte,мәнерлеу
1349,schmücken::V,pynte,көріктендіру
1350,schmücken::V,smykke,әсемдеу
1351,schmücken::V,smykke,мәнерлеу
1352,schmücken::V,smykke,көріктендіру
1353,sagen::V,sige,деу
1354,sagen::V,sige,айту
1355,sprechen::V,snakke,деу
1356,sprechen::V,snakke,айту
1357,reden::V,tale,сөйлеу
1358,reden::V,tale,сөйлесу
1359,reden::V,tale,тіл қатысу
1360,reden::V,snakke,сөйлеу
1361,reden::V,snakke,сөйлесу
1362,reden::V,snakke,тіл қатысу
1363,sich unterhalten::V,snakke sammen,сұхбаттасу
1364,fragen::V,spørge,сұрау
1365,bitten::V,bede,өтіну
1366,bitten::V,bede,жалыну
1367,erzählen::V,berette,айту
1368,erzählen::V,fortælle,айту
1369,mitteilen::V,meddele,білдіру
1370,nennen::V,nævne,атау
1371,rufen::V,råbe,шақыру
1372,prahlen::V,prale,бөсу
1373,übersetzen::V,oversætte,аудару
1374,denken::V,tænke,ойлау
1375,glauben::V,tro,нану
1376,glauben::V,tro,илану
1377,bemerken::V,bemærke,аңғару
1378,bemerken::V,lægge mærke til,аңғару
1379,erkennen::V,genkende,тану
1380,begreifen::V,begribe,ұғу
1381,begreifen::V,begribe,аңғарып алу
1382,verstehen::V,forstå,пайым
1383,verstehen::V,forstå,түсіну
1384,lernen::V,lære,оқу
1385,wissen::V,vide,хабардар болу
1386,sich erinnern an::V,mindes,еске түсіру
1387,sich erinnern an::V,huske på,еске түсіру
1388,vergessen::V,glemme,ұмыту
1389,messen::V,måle,өлшеу
1390,zählen::V,tælle,санау
1391,rechnen::V,regne,санап шығару
1392,rechnen::V,regne,санап шығу
1393,rechnen::V,regne,санау
1394,lesen::V,læse,оқу
1395,malen::V,male,сурет салу
1396,zeichnen::V,tegne,сурет салу
1397,schreiben::V,skrive,жазу
1398,besitzen::V,eje,болу
1399,besitzen::V,besidde,болу
1400,kaufen::V,købe,алу
1401,kaufen::V,købe,әперу
1402,verkaufen::V,sælge,сату
1403,bezahlen::V,betale,төлеу
1404,bezahlen::V,betale,ақы беру
1405,bezahlen::V,betale,ақы төлеу
1406,zahlen::V,betale,төлеу
1407,beherrschen::V,beherske,билеу
1408,ertragen::V,tåle,төзу
1409,ertragen::V,tåle,шыдау
1410,ertragen::V,udholde,төзу
1411,ertragen::V,udholde,шыдау
1412,hinfallen::V,,жығылу
