,Concept_ID,tr,udm
207,Schlange[Tier]::N,yılan,кый
208,Wurm::N,kurt,нумыр
209,Wurm::N,solucan,нумыр
210,Spinne::N,örümcek,чонари
211,Ameise::N,karınca,кузьыли
212,Laus::N,bit,тэй
213,Mücke::N,sivrisinek,нымы
214,Mücke::N,sivrisinek,чибинь
215,Fliege::N,sinek,кут
216,Schmetterling::N,kelebek,бубыли
217,Beere::N,tane,узы-боры
218,Apfel::N,elma,яблок
219,Pilz::N,mantar,губи
220,Zwiebel::N,soğan,сугон
221,Saat::N,ekin,кидыс
222,Korn::N,tane,тысь
223,Heu::N,kuru ot,турын
224,Schale::N,kabuk,кыд
225,Grube::N,çukur,гу
226,Grube::N,çukur,гоп
227,Falle::N,tuzak,налик
228,Schlinge::N,ilmik,гиӟ
229,Schlinge::N,ilmik,герд
230,Spur::N,iz,пытьы
231,Spur::N,iz,бервыл
232,Asche::N,kül,пень
233,Dreck::N,pislik,дэри
234,Eisen::N,demir,корт
235,Gold::N,altın,зарни
236,Silber::N,gümüş,азвесь
237,Kohle::N,kömür,эгыр
238,Glas::N,cam,стекло
239,Glas::N,cam,пияла
240,Lehm::N,balçık,сюй
241,Sand::N,kum,луо
242,Mensch::N,insan,мурт
243,Mensch::N,insan,адями
244,Mann::N,adam,воргорон
245,Mann::N,erkek,воргорон
246,Frau::N,bayan,кышномурт
247,Kind::N,çocuk,нуны
248,Kind::N,çocuk,пинал
249,Junge::N,erkek çocuk,пи
250,Mädchen::N,kız,ныл
251,Familie::N,aile,семья
252,Großvater::N,dede,песятай
253,Großvater::N,dede,пересь атай
254,Großvater::N,büyükbaba,песятай
255,Großvater::N,büyükbaba,пересь атай
256,Großmutter::N,nine,песянай
257,Großmutter::N,nine,пересь анай
258,Großmutter::N,büyükanne,песянай
259,Großmutter::N,büyükanne,пересь анай
260,Eltern::N,ebeveyn,атай-анай
261,Eltern::N,ebeveyn,бубы-мумы
262,Eltern::N,ana baba,атай-анай
263,Eltern::N,ana baba,бубы-мумы
264,Vater::N,ata,айы
265,Vater::N,ata,атай
266,Vater::N,baba,айы
267,Vater::N,baba,атай
268,Mutter::N,ana,мумы
269,Mutter::N,anne,мумы
270,Sohn::N,oğul,пи
271,Tochter::N,kız,ныл
272,Tochter::N,kız evlât,ныл
273,Bruder::N,abi,агай
274,Bruder::N,erkek kardeş,агай
275,Schwester::N,abla,апа
276,Schwester::N,abla,сузэр
277,Schwester::N,kız kardeş,апа
278,Schwester::N,kız kardeş,сузэр
279,Onkel::N,dayı,агай
280,Tante::N,hala,апа
281,Tante::N,hala,кенак
282,Tante::N,teyze,апа
283,Tante::N,teyze,кенак
284,Ehemann::N,koca,карт
285,Ehefrau::N,karı,кышно
286,Freude::N,neşe,шумпотон
287,Freude::N,sevinç,шумпотон
288,Gelächter::N,gülme,горем
289,Gelächter::N,kahkaha,горем
290,Glück::N,mutluluk,шуд
291,Kummer::N,dert,кайгу
292,Kummer::N,dert,куректон
293,Kummer::N,keder,кайгу
294,Kummer::N,keder,куректон
295,Wunsch::N,arzu,мылпотон
296,Wunsch::N,istek,мылпотон
297,Lust::N,arzu,потон
298,Lust::N,heves,потон
299,Geist::N,tin,лул
300,Gedanke::N,fikir,малпан
301,Gedanke::N,düşünce,малпан
302,Gedächtnis::N,bellek,йырсазь
303,Gedächtnis::N,bellek,тодэваён
304,Verstand::N,zekâ,йырвизь
305,Sinn::N,anlam,смысл
306,Grund::N,sebep,муг
307,Grund::N,sebep,ньӧм
308,Wahrheit::N,doğruluk,зэм
309,Wahrheit::N,doğruluk,шонер
310,Wahrheit::N,gerçeklik,зэм
311,Wahrheit::N,gerçeklik,шонер
312,Gespräch::N,görüşme,вераськон
313,Märchen::N,masal,выжыкыл
314,Erzählung::N,öykü,верос
315,Erzählung::N,hikâye,верос
316,Nachricht::N,haber,ивор
317,Neuigkeit::N,haber,выльивор
318,Name::N,ad,ним
319,Name::N,isim,ним
320,Rätsel::N,bilmece,мадькыл
321,Rede::N,söylev,верам
322,Rede::N,konuşma,верам
323,Sprache::N,dil,кыл
324,Sprache::N,lisan,кыл
325,Stimme::N,ses,куара
326,Wort::N,kelime,кыл
327,Zeichen::N,işaret,пус
328,Zeichen::N,işaret,тодмет
329,Ruf::N,çağırma,ӧтён
330,Ruf::N,çağırma,чортон
331,Lärm::N,şamata,ӵашетон
332,Lärm::N,gürültü,ӵашетон
333,Laut::N,ses,куара
334,Ton::N,ses,куара
335,Lied::N,türkü,кырӟан
336,Ruhe::N,sakinlik,чалмыт улон
337,Leute::N,halk,адямиос
338,Leute::N,insanlar,адямиос
339,Volk::N,ulus,калык
340,Volk::N,millet,калык
341,Arbeit::N,iş,уж
342,Arbeit::N,çalışma,уж
343,Gast::N,konuk,куно
344,Gast::N,misafir,куно
345,Geschenk::N,hediye,салам
346,Geschenk::N,hediye,кузьым
347,Geschenk::N,armağan,салам
348,Geschenk::N,armağan,кузьым
349,Spiel::N,oyun,шудон
350,Gesellschaft::N,çevre,калык
351,Gesellschaft::N,arkadaşlık,калык
352,Hilfe::N,yardım,юрттон
353,Freund::N,dost,эш
354,Freund::N,dost,юлтош
355,Freund::N,arkadaş,эш
356,Freund::N,arkadaş,юлтош
357,Kamerad::N,arkadaş,тодмо
358,Angelegenheit::N,iş,уж
359,Angelegenheit::N,husus,уж
360,Anzahl::N,sayı,лыд
361,Art::N,çeşit,тус
362,Stück::N,tane,юдэс
363,Stück::N,parça,юдэс
364,Teil::N,kısım,люкет
365,Hälfte::N,yarı,ӝыны
366,Kreis::N,daire,котырес
367,Kreuz::N,haç,крест
368,Linie::N,hat,гож
369,Linie::N,çizgi,гож
370,Strich::N,çizgi,гож
371,Abstand::N,aralık,вис
372,Abstand::N,aralık,кусып
373,Entfernung::N,mesafe,кусып
374,Entfernung::N,uzaklık,кусып
375,Gegend::N,yöre,инты
376,Platz::N,yer,инты
377,Ort::N,yer,инты
378,Ort::N,yer,места
379,Seite::N,yan,пал
380,Seite::N,taraf,пал
381,Mitte::N,orta,шор
382,Mitte::N,merkez,шор
383,Gegenstand::N,şey,арбери
384,Sache::N,iş,котыр
385,Sache::N,şey,котыр
386,Rand::N,kenar,дур
387,Rand::N,kenar,шаер
388,Kante::N,kenar,дур
389,Ecke::N,köşe,сэрег
390,Spitze::N,uç,йыл
391,Spitze::N,baş,йыл
392,Ende::N,uç,пум
393,Loch::N,oyuk,пась
394,Loch::N,delik,пась
395,Winkel::N,köşe,сэрег
396,Muster::N,örnek,пужы
397,Größe::N,büyüklük,быдӟала
398,Länge::N,uzunluk,кузьдала
399,Höhe::N,yükseklik,ӝуждала
400,Gewicht::N,ağırlık,сектала
401,Gewicht::N,ağırlık,секытлык
402,Menge::N,miktar,лыд
403,Menge::N,miktar,лыдпус
404,Haufen::N,küme,люк
405,Haufen::N,yığın,люк
406,Reihe::N,sıra,чур
407,Boot::N,kayık,пыж
408,Boot::N,kayık,лодка
409,Boot::N,sandal,пыж
410,Boot::N,sandal,лодка
411,Ruder::N,kürek,полыс
412,Schlitten::N,kızak,додьы
413,Ski::N,kayak,куас
414,Lagerfeuer::N,kamp ateşi,тылскем
415,Last::N,yük,секыт
416,Gang::N,gidiş,ветлон
417,Gang::N,yürüyüş,ветлон
418,Schritt::N,adım,вамыш
419,Norden::N,kuzey,уйпал
420,Süden::N,güney,лымшор
421,Westen::N,batı,шунды пуксён
422,Osten::N,doğu,шунды ӝужан
423,Holz::N,ağaç,пу
424,Holz::N,tahta,пу
425,Brett::N,tahta,пул
426,Platte::N,levha,плита
427,Stütze::N,dayak,пыкет
428,Stütze::N,destek,пыкет
429,Stange::N,çubuk,пуӵ
430,Stock::N,sopa,боды
431,Stock::N,değnek,боды
432,Stab::N,sırık,пуӵ
433,Stab::N,sırık,боды
434,Stab::N,baston,пуӵ
435,Stab::N,baston,боды
436,Rohr::N,boru,труба
437,Haus::N,ev,юрт
438,Heim::N,ev,корка
439,Heim::N,yurt,корка
440,Ofen::N,soba,гур
441,Fußboden::N,taban,выж
442,Fußboden::N,döşeme,выж
443,Tisch::N,masa,ӝӧк
444,Stuhl::N,iskemle,пукон
445,Stuhl::N,sandalye,пукон
446,Wiege::N,beşik,кӧкы
447,Wiege::N,beşik,зыбка
448,Bett::N,yatak,валес
449,Regal::N,raf,ӝажы
450,Kiste::N,sandık,ящик
451,Fenster::N,pencere,укно
452,Fenster::N,pencere,косяк
453,Tür::N,kapı,ӧс
454,Tor::N,kapı,ӟезьы
455,Zaun::N,çit,забор
456,Dach::N,dam,липет
457,Dach::N,çatı,липет
458,Leiter::N,merdiven,падӟа
459,Besen::N,süpürge,ӵужон
460,Besen::N,süpürge,исьнер
461,Spaten::N,bel,лопатка
462,Schaufel::N,kürek,ютырон
463,Gabel::N,çatal,тэчы
464,Gabel::N,çatal,вилка
465,Löffel::N,kaşık,пуньы
466,Messer::N,bıçak,пурт
467,Nagel::N,çivi,кортӵог
468,Netz::N,ağ,сеть
469,Haken::N,çengel,курик
470,Griff::N,kulp,ныд
471,Griff::N,tutamak,ныд
472,Schloss::N,kilit,тунгон
473,Bild::N,imaj,суред
474,Bild::N,resim,суред
475,Figur::N,şekil,фигура
476,Figur::N,heykel,фигура
477,Puppe::N,kukla,мунё
478,Beutel::N,kese,пуйы
479,Beutel::N,torba,пуйы
480,Bündel::N,deste,керттэт
481,Tasche::N,çanta,пуйы
482,Tasche::N,çanta,сумка
483,Eimer::N,kova,ведра
484,Deckel::N,kapak,ӵоксэт
485,Geschirr::N,kap kacak,тусьты-пуньы
486,Sack::N,torba,пуйы
487,Tasse::N,fincan,ӵаша
488,Topf::N,tencere,миска
489,Kessel::N,kazan,пурты
490,Essen::N,yemek,сиськон
491,Nahrung::N,gıda,сион
492,Nahrung::N,besin,сион
493,Speise::N,yemek,сиён
494,Fleisch::N,et,сӥль
495,Getreide::N,tahıl,ю тысь
496,Getreide::N,hububat,ю тысь
497,Brei::N,ezme,ӝук
498,Brot::N,ekmek,нянь
499,Scheibe::N,dilim,шорем
500,Fett::N,yağ,кӧй
501,Butter::N,tereyağı,вӧй
502,Öl::N,yağ,вӧй
503,Öl::N,akar yağ,вӧй
504,Salz::N,tuz,сылал
505,Suppe::N,çorba,шыд
506,Honig::N,bal,чечы
507,Milch::N,süt,йӧл
508,Tee::N,çay,чай
509,Leder::N,deri,сурон
510,Leder::N,meşin,сурон
511,Wolle::N,yün,гон
512,Wolle::N,yün,ыжгон
513,Stoff::N,kumaş,куэм
514,Nadel::N,iğne,вень
515,Faden::N,tire,сӥньыс
516,Faden::N,iplik,сӥньыс
517,Knopf::N,düğme,бирды
518,Knoten::N,düğüm,герд
519,Farbe::N,boya,буёл
520,Kleidung::N,giyim,дӥсь
521,Hemd::N,gömlek,дэрем
522,Kragen::N,yaka,сирес
523,Ärmel::N,yen,саес
524,Ärmel::N,elbise kolu,саес
525,Hose::N,pantolon,брюки
526,Hose::N,pantolon,штань
527,Gürtel::N,kuşak,кускерттон
528,Mütze::N,bere,ызьы
529,Mütze::N,kasket,ызьы
530,Schuh::N,kundura,ботинка
531,Schuh::N,ayakkabı,ботинка
532,Stiefel::N,çizme,сапег
533,Ring::N,yüzük,зундэс
534,Band::N,bağ,лента
535,Band::N,şerit,лента
536,Kamm::N,tarak,сын
537,Spiegel::N,ayna,синучкон
538,Riemen::N,kayış,е
539,Schnur::N,ip,гозы
540,Schnur::N,sicim,гозы
541,Leine::N,kayış,думет
542,Decke::N,örtü,шобрет
543,Decke::N,yorgan,шобрет
544,Kissen::N,yastık,миндэр
545,Tuch::N,bez,кышет
546,Handtuch::N,havlu,ӵушкон
547,Kraft::N,güç,кать
548,Kraft::N,güç,ӟигар
549,Kraft::N,kuvvet,кать
550,Kraft::N,kuvvet,ӟигар
551,Stärke::N,kuvvet,юнлык
552,Gesundheit::N,sağlık,тазалык
553,Krankheit::N,hastalık,висён
554,Schmerz::N,ağrı,висён
555,Schmerz::N,sancı,висён
556,Wunde::N,yara,яра
557,Fieber::N,ateş,кезег
558,Arznei::N,ilâç,эмъюм
559,Brücke::N,köprü,выж
560,Brunnen::N,kuyu,колдэч
561,Brunnen::N,çeşme,колдэч
562,Weide::N,otlak,возь
563,Pfad::N,patika,сюрес
564,Pfad::N,keçiyolu,сюрес
565,Weg::N,yol,сюрес
566,Straße::N,yol,сюрес
567,Straße::N,cadde,сюрес
568,Dorf::N,köy,гурт
569,Stadt::N,kent,кар
570,Stadt::N,kent,город
571,Stadt::N,şehir,кар
572,Stadt::N,şehir,город
573,Brief::N,mektup,гожтэт
574,Buch::N,kitap,книга
575,Buchstabe::N,harf,буква
576,Zeitung::N,gazete,газет
577,Leben::N,hayat,улон
578,Tod::N,ölüm,кулон
579,Grab::N,kabir,шайгу
580,Kirche::N,kilise,черк
581,Sünde::N,günah,сьӧлык
582,Gott::N,tanrı,ӥнмар
583,Arbeiter::N,işçi,рабочий
584,Chef::N,şef,начальник
585,Chef::N,müdür,начальник
586,Meister::N,usta,кибашлы
587,Arzt::N,hekim,врач
588,Arzt::N,doktor,врач
589,Lehrer::N,hoca,дышетӥсь
590,Lehrer::N,öğretmen,дышетӥсь
591,Geld::N,para,уксё
592,Geld::N,para,коньдон
593,Geschäft::N,ticaret,уж
594,Laden::N,dükkân,магазин
595,Preis::N,fiyat,дун
596,Ware::N,mal,вуз
597,Nutzen::N,fayda,пайда
598,Reichtum::N,servet,узырлык
599,Reichtum::N,zenginlik,узырлык
600,Welt::N,dünya,дунне
601,Land::N,ülke,шаер
602,Staat::N,devlet,кун
603,König::N,kral,эксэй
604,Macht::N,kudret,власть
605,Macht::N,iktidar,власть
606,Grenze::N,had,кунгож
607,Grenze::N,sınır,кунгож
608,Krieg::N,savaş,ож
609,Feind::N,düşman,тушмон
610,Gewalt::N,zor,эриктэман
611,Gewalt::N,cebir,эриктэман
612,Kampf::N,savaş,нюръяськон
613,Bogen[Waffe]::N,yay,пукыӵ
614,Pfeil::N,ok,пукыӵ вень
615,Gewehr::N,tüfek,пыӵал
616,Fehler::N,hata,янгыш
617,Fehler::N,yanlış,янгыш
618,Lüge::N,yalan,пӧян
619,Lüge::N,yalan,алдан
620,Lüge::N,yalan,ӧрекчан
621,Schaden::N,zarar,изъян
622,Unglück::N,felâket,куректон
623,Unglück::N,felâket,шудтэме усён
624,Unglück::N,talihsizlik,куректон
625,Unglück::N,talihsizlik,шудтэме усён
626,Schuld::N,suç,янгыш
627,Schuld::N,kabahat,янгыш
628,Alter::N,yaş,арлыд
629,Schluss::N,son,пум
630,Zeit::N,zaman,дыр
631,Tag::N,gün,нунал
632,Morgen::N,sabah,ӵукна
633,Mittag::N,öğle,лымшор
634,Abend::N,akşam,ӝыт
635,Abend::N,akşam,акшан
636,Nacht::N,gece,уй
637,Woche::N,hafta,арня
638,Monat::N,ay,толэзь
639,Jahr::N,yıl,ар
640,Jahr::N,sene,ар
641,Frühling::N,ilkbahar,тулыс
642,Sommer::N,yaz,гужем
643,Herbst::N,güz,сӥзьыл
644,Herbst::N,sonbahar,сӥзьыл
645,Winter::N,kış,тол
646,Januar::N,ocak,выльартолэзь
647,Februar::N,şubat,тулыспал
648,März::N,mart,южтолэзь
649,April::N,nisan,оштолэзь
650,Mai::N,mayıs,куартолэзь
651,Juni::N,haziran,вожотолэзь
652,Juli::N,temmuz,пӧсьтолэзь
653,August::N,ağustos,гудырикошкон
654,September::N,eylül,куарусён
655,Oktober::N,ekim,выльӝуктолэзь
656,November::N,kasım,шуркынмон
657,Dezember::N,aralık,толсур
658,Montag::N,pazartesi,вордӥськон
659,Dienstag::N,salı,вторник
660,Mittwoch::N,çarşamba,вирнунал
661,Donnerstag::N,perşembe,покчиарня
662,Freitag::N,cuma,удмуртарня
663,Samstag::N,cumartesi,кӧснунал
664,Sonntag::N,pazar,арня
665,groß::A,büyük,бадӟым
666,klein::A,ufak,пичи
667,klein::A,küçük,пичи
668,lang::A,uzun,кузь
669,kurz::A,kısa,вакчи
670,breit::A,enli,паськыт
671,breit::A,geniş,паськыт
672,schmal::A,dar,сюлэг
673,dicht::A,sık,ӵем
674,dicht::A,yoğun,ӵем
675,dick[Gegenstand]::A,kalın,зӧк
676,dick[Gegenstand]::A,iri,зӧк
677,dünn::A,ince,векчи
678,fein::A,ince,векчи
679,fein::A,narin,векчи
680,fest::A,sabit,юн
681,fest::A,sabit,чурыт
682,fest::A,sağlam,юн
683,fest::A,sağlam,чурыт
684,flach::A,düz,ӵошкыт
685,flach::A,yassı,ӵошкыт
686,glatt::A,düz,гылыт
687,glatt::A,düz,вольыт
688,hart::A,katı,чурыт
689,weich::A,yumuşak,небыт
690,rund::A,yuvarlak,котырес
691,spitz::A,sivri,йылсо
692,scharf::A,keskin,лэчыт
693,stumpf::A,kör,ныж
694,schwer::A,ağır,секыт
695,schön::A,güzel,чебер
696,heiß::A,kızgın,пӧсь
697,warm::A,sıcak,шуныт
698,kalt::A,soğuk,кезьыт
699,kühl::A,serin,юзмыт
700,kühl::A,serin,салкым
701,frisch::A,taze,выль
702,feucht::A,nemli,мускыт
703,feucht::A,rutubetli,мускыт
704,nass::A,yaş,котмем
705,nass::A,ıslak,котмем
706,trocken::A,kuru,кӧс
707,voll::A,dolu,тыр
708,voll::A,dolmuş,тыр
709,leer::A,boş,буш
710,leer::A,boş,тырттэм
711,offen::A,açık,усьтэм
712,geschlossen::A,kapalı,ӵогам
713,geschlossen::A,kapalı,пунням
714,sauber::A,pak,ӝикыт
715,sauber::A,pak,чылкыт
716,sauber::A,temiz,ӝикыт
717,sauber::A,temiz,чылкыт
718,schmutzig::A,pis,нӧд
719,schmutzig::A,kirli,нӧд
720,roh::A,çiğ,ыль
721,reif::A,olgun,вуэм
722,lecker::A,lezzetli,ческыт
723,süß::A,tatlı,ческыт
724,süß::A,şekerli,ческыт
725,bitter::A,acı,курыт
726,sauer::A,ekşi,чырс
727,hell::A,aydınlık,югыт
728,dunkel::A,karanlık,пеймыт
729,schwarz::A,kara,сьӧд
730,schwarz::A,siyah,сьӧд
731,weiß::A,ak,тӧдьы
732,weiß::A,beyaz,тӧдьы
733,rot::A,kırmızı,горд
734,gelb::A,sarı,ӵуж
735,blau::A,mavi,лыз
736,grün::A,yeşil,вож
737,grau::A,boz,пурысь
738,bunt::A,renkli,куӵо
739,billig::A,ucuz,дунтэм
740,teuer::A,pahalı,дуно
741,wertvoll::A,değerli,дуно
742,blind::A,kör,сукыр
743,blind::A,kör,синтэм
744,taub::A,sağır,пельтэм
745,kräftig::A,dinç,кужмо
746,kräftig::A,kuvvetli,кужмо
747,stark::A,güçlü,юн
748,stark::A,güçlü,кужмо
749,stark::A,kuvvetli,юн
750,stark::A,kuvvetli,кужмо
751,schwach::A,zayıf,ляб
752,schwach::A,zayıf,начар
753,schwach::A,güçsüz,ляб
754,schwach::A,güçsüz,начар
755,fett::A,şişman,кӧй
756,schlank::A,narin,веськыт
757,schlank::A,narin,веськрес
758,hübsch::A,güzel,чебер
759,hübsch::A,güzel,синмаськымон
760,hübsch::A,sevimli,чебер
761,hübsch::A,sevimli,синмаськымон
762,böse::A,kötü,лек
763,dumm::A,aptal,шузи
764,dumm::A,aptal,визьтэм
765,faul::A,tembel,азьтэм
766,fleißig::A,çalışkan,сюлмо
767,geizig::A,cimri,сук
768,klug::A,zekî,визьмо
769,klug::A,akıllı,визьмо
770,geschickt::A,becerikli,усто
771,geschickt::A,becerikli,быгатӥсь
772,lieb::A,sevimli,мусо
773,lustig::A,neşeli,шулдыр
774,sanft::A,nazik,мусо
775,sanft::A,nazik,эрке
776,hungrig::A,aç,сютэм
777,krank::A,hasta,висись
778,krank::A,rahatsız,висись
779,nackt::A,çıplak,гольык
780,traurig::A,kederli,мӧзмыт
781,traurig::A,üzüntülü,мӧзмыт
782,lebendig::A,canlı,улэп
783,gut::A,iyi,ӟеч
784,gut::A,iyi,умой
785,schlecht::A,kötü,урод
786,schlecht::A,kötü,алама
787,richtig::A,doğru,шонер
788,schlimm::A,kötü,алама
789,wahr::A,doğru,зэмос
790,wahr::A,gerçek,зэмос
791,alt::A,eski,вуж
792,neu::A,yeni,выль
793,ehemalig::A,önceki,азьвылэз
794,alt[Lebewesen]::A,yaşlı,пересь
795,jung::A,genç,егит
796,jung::A,genç,пинал
797,arm::A,fakir,начар
798,arm::A,fakir,куанер
799,reich::A,zengin,узыр
800,bekannt::A,bilinen,тодмо
801,berühmt::A,ünlü,дано
802,berühmt::A,meşhur,дано
803,fremd::A,yabancı,ят
804,verschieden::A,ayrı,пӧртэм
805,verschieden::A,farklı,пӧртэм
806,nah::A,yakın,матысь
