,Concept_ID,de,en
182,Schale::N,Schale,husk
183,Grube::N,Grube,pit
184,Falle::N,Falle,trap
185,Schlinge::N,Schlinge,noose
186,Spur::N,Spur,track
187,Asche::N,Asche,ashes
188,Dreck::N,Dreck,filth
189,Eisen::N,Eisen,iron
190,Gold::N,Gold,gold
191,Silber::N,Silber,silver
192,Kohle::N,Kohle,coal
193,Glas::N,Glas,glass
194,Lehm::N,Lehm,clay
195,Sand::N,Sand,sand
196,Mensch::N,Mensch,human
197,Mann::N,Mann,man
198,Frau::N,Frau,woman
199,Kind::N,Kind,child
200,Junge::N,Junge,boy
201,Mädchen::N,Mädchen,girl
202,Familie::N,Familie,family
203,Großvater::N,Großvater,grandfather
204,Großmutter::N,Großmutter,grandmother
205,Eltern::N,Eltern,parents
206,Vater::N,Vater,father
207,Mutter::N,Mutter,mother
208,Sohn::N,Sohn,son
209,Tochter::N,Tochter,daughter
210,Bruder::N,Bruder,brother
211,Schwester::N,Schwester,sister
212,Onkel::N,Onkel,uncle
213,Tante::N,Tante,aunt
214,Ehemann::N,Ehemann,husband
215,Ehefrau::N,Ehefrau,wife
216,Freude::N,Freude,joy
217,Gelächter::N,Gelächter,laughter
218,Glück::N,Glück,happiness
219,Kummer::N,Kummer,grief
220,Wunsch::N,Wunsch,wish
221,Lust::N,Lust,desire
222,Geist::N,Geist,spirit
223,Gedanke::N,Gedanke,thought
224,Gedächtnis::N,Gedächtnis,memory
225,Verstand::N,Verstand,mind
226,Sinn::N,Sinn,meaning
227,Grund::N,Grund,reason
228,Wahrheit::N,Wahrheit,truth
229,Gespräch::N,Gespräch,talk
230,Märchen::N,Märchen,fairy tale
231,Erzählung::N,Erzählung,story
232,Nachricht::N,Nachricht,message
233,Neuigkeit::N,Neuigkeit,news
234,Name::N,Name,name
235,Rätsel::N,Rätsel,puzzle
236,Rede::N,Rede,speech
237,Sprache::N,Sprache,language
238,Stimme::N,Stimme,voice
239,Wort::N,Wort,word
240,Zeichen::N,Zeichen,sign
241,Ruf::N,Ruf,call
242,Lärm::N,Lärm,noise
243,Laut::N,Laut,sound
244,Ton::N,Ton,tone
245,Lied::N,Lied,song
246,Ruhe::N,Ruhe,calm
247,Leute::N,Leute,people
248,Volk::N,Volk,nation
249,Arbeit::N,Arbeit,work
250,Gast::N,Gast,guest
251,Geschenk::N,Geschenk,gift
252,Spiel::N,Spiel,game
253,Gesellschaft::N,Gesellschaft,company
254,Hilfe::N,Hilfe,help
255,Freund::N,Freund,friend
256,Kamerad::N,Kamerad,companion
257,Angelegenheit::N,Angelegenheit,matter
258,Anzahl::N,Anzahl,count
259,Art::N,Art,sort
260,Stück::N,Stück,piece
261,Teil::N,Teil,part
262,Hälfte::N,Hälfte,half
263,Kreis::N,Kreis,circle
264,Kreuz::N,Kreuz,cross
265,Linie::N,Linie,line
266,Strich::N,Strich,stroke
267,Abstand::N,Abstand,gap
268,Entfernung::N,Entfernung,distance
269,Gegend::N,Gegend,area
270,Platz::N,Platz,space
271,Ort::N,Ort,place
272,Seite::N,Seite,side
273,Mitte::N,Mitte,middle
274,Gegenstand::N,Gegenstand,item
275,Sache::N,Sache,thing
276,Rand::N,Rand,fringe
277,Kante::N,Kante,edge
278,Ecke::N,Ecke,corner
279,Spitze::N,Spitze,tip
280,Ende::N,Ende,end
281,Loch::N,Loch,hole
282,Winkel::N,Winkel,angle
283,Muster::N,Muster,pattern
284,Größe::N,Größe,size
285,Länge::N,Länge,length
286,Höhe::N,Höhe,height
287,Gewicht::N,Gewicht,weight
288,Menge::N,Menge,amount
289,Haufen::N,Haufen,heap
290,Reihe::N,Reihe,row
291,Boot::N,Boot,boat
292,Ruder::N,Ruder,oar
293,Schlitten::N,Schlitten,sleigh
294,Ski::N,Ski,ski
295,Lagerfeuer::N,Lagerfeuer,campfire
296,Last::N,Last,load
297,Gang::N,Gang,walk
298,Schritt::N,Schritt,step
299,Norden::N,Norden,north
300,Süden::N,Süden,south
301,Westen::N,Westen,west
302,Osten::N,Osten,east
303,Holz::N,Holz,wood
304,Brett::N,Brett,board
305,Platte::N,Platte,slab
306,Stütze::N,Stütze,bracket
307,Stange::N,Stange,pole
308,Stock::N,Stock,stick
309,Stab::N,Stab,staff
310,Rohr::N,Rohr,pipe
311,Haus::N,Haus,house
312,Heim::N,Heim,home
313,Ofen::N,Ofen,stove
314,Fußboden::N,Fußboden,floor
315,Tisch::N,Tisch,table
316,Stuhl::N,Stuhl,chair
317,Wiege::N,Wiege,cradle
318,Bett::N,Bett,bed
319,Regal::N,Regal,shelf
320,Kiste::N,Kiste,box
321,Fenster::N,Fenster,window
322,Tür::N,Tür,door
323,Tor::N,Tor,gate
324,Zaun::N,Zaun,fence
325,Dach::N,Dach,roof
326,Leiter::N,Leiter,ladder
327,Besen::N,Besen,broom
328,Spaten::N,Spaten,spade
329,Schaufel::N,Schaufel,shovel
330,Gabel::N,Gabel,fork
331,Löffel::N,Löffel,spoon
332,Messer::N,Messer,knife
333,Nagel::N,Nagel,nail
334,Netz::N,Netz,net
335,Haken::N,Haken,hook
336,Griff::N,Griff,handle
337,Schloss::N,Schloss,lock
338,Bild::N,Bild,picture
339,Figur::N,Figur,figure
340,Puppe::N,Puppe,doll
341,Beutel::N,Beutel,pouch
342,Bündel::N,Bündel,bundle
343,Tasche::N,Tasche,bag
344,Eimer::N,Eimer,bucket
345,Deckel::N,Deckel,cover
346,Geschirr::N,Geschirr,dishes
347,Sack::N,Sack,sack
348,Tasse::N,Tasse,cup
349,Topf::N,Topf,pot
350,Kessel::N,Kessel,kettle
351,Essen::N,Essen,meal
352,Nahrung::N,Nahrung,food
353,Speise::N,Speise,dish
354,Fleisch::N,Fleisch,meat
355,Getreide::N,Getreide,corn
356,Brei::N,Brei,mush
357,Brot::N,Brot,bread
358,Scheibe::N,Scheibe,slice
359,Fett::N,Fett,fat
360,Butter::N,Butter,butter
361,Öl::N,Öl,oil
362,Salz::N,Salz,salt
363,Suppe::N,Suppe,soup
364,Honig::N,Honig,honey
365,Milch::N,Milch,milk
366,Tee::N,Tee,tea
367,Leder::N,Leder,leather
368,Wolle::N,Wolle,wool
369,Stoff::N,Stoff,cloth
370,Nadel::N,Nadel,needle
371,Faden::N,Faden,thread
372,Knopf::N,Knopf,button
373,Knoten::N,Knoten,knot
374,Farbe::N,Farbe,paint
375,Kleidung::N,Kleidung,clothes
376,Hemd::N,Hemd,shirt
377,Kragen::N,Kragen,collar
378,Ärmel::N,Ärmel,sleeve
379,Hose::N,Hose,trousers
380,Gürtel::N,Gürtel,belt
381,Mütze::N,Mütze,cap
382,Schuh::N,Schuh,shoe
383,Stiefel::N,Stiefel,boot
384,Ring::N,Ring,ring
385,Band::N,Band,ribbon
386,Kamm::N,Kamm,comb
387,Spiegel::N,Spiegel,mirror
388,Riemen::N,Riemen,strap
389,Schnur::N,Schnur,string
390,Leine::N,Leine,leash
391,Decke::N,Decke,blanket
392,Kissen::N,Kissen,pillow
393,Tuch::N,Tuch,scarf
394,Handtuch::N,Handtuch,towel
395,Kraft::N,Kraft,force
396,Stärke::N,Stärke,strength
397,Gesundheit::N,Gesundheit,health
398,Krankheit::N,Krankheit,illness
399,Schmerz::N,Schmerz,pain
400,Wunde::N,Wunde,wound
401,Fieber::N,Fieber,fever
402,Arznei::N,Arznei,medicine
403,Brücke::N,Brücke,bridge
404,Brunnen::N,Brunnen,well
405,Weide::N,Weide,pasture
406,Pfad::N,Pfad,path
407,Weg::N,Weg,way
408,Straße::N,Straße,road
409,Dorf::N,Dorf,village
410,Stadt::N,Stadt,town
411,Brief::N,Brief,letter
412,Buch::N,Buch,book
413,Buchstabe::N,Buchstabe,character
414,Zeitung::N,Zeitung,newspaper
415,Leben::N,Leben,life
416,Tod::N,Tod,death
417,Grab::N,Grab,grave
418,Kirche::N,Kirche,church
419,Sünde::N,Sünde,sin
420,Gott::N,Gott,god
421,Arbeiter::N,Arbeiter,worker
422,Chef::N,Chef,boss
423,Meister::N,Meister,master
424,Arzt::N,Arzt,doctor
425,Lehrer::N,Lehrer,teacher
426,Geld::N,Geld,money
427,Geschäft::N,Geschäft,business
428,Laden::N,Laden,shop
429,Preis::N,Preis,price
430,Ware::N,Ware,ware
431,Nutzen::N,Nutzen,profit
432,Reichtum::N,Reichtum,wealth
433,Welt::N,Welt,world
434,Land::N,Land,country
435,Staat::N,Staat,state
436,König::N,König,king
437,Macht::N,Macht,power
438,Grenze::N,Grenze,border
439,Krieg::N,Krieg,war
440,Feind::N,Feind,enemy
441,Gewalt::N,Gewalt,violence
442,Kampf::N,Kampf,fight
443,Bogen[Waffe]::N,Bogen,bow
444,Pfeil::N,Pfeil,arrow
445,Gewehr::N,Gewehr,gun
446,Fehler::N,Fehler,mistake
447,Lüge::N,Lüge,lie
448,Schaden::N,Schaden,damage
449,Unglück::N,Unglück,misfortune
450,Schuld::N,Schuld,fault
451,Alter::N,Alter,age
452,Schluss::N,Schluss,conclusion
453,Zeit::N,Zeit,time
454,Tag::N,Tag,day
455,Morgen::N,Morgen,morning
456,Mittag::N,Mittag,noon
457,Abend::N,Abend,evening
458,Nacht::N,Nacht,night
459,Woche::N,Woche,week
460,Monat::N,Monat,month
461,Jahr::N,Jahr,year
462,Frühling::N,Frühling,spring
463,Sommer::N,Sommer,summer
464,Herbst::N,Herbst,autumn
465,Winter::N,Winter,winter
466,Januar::N,Januar,January
467,Februar::N,Februar,February
468,März::N,März,March
469,April::N,April,April
470,Mai::N,Mai,May
471,Juni::N,Juni,June
472,Juli::N,Juli,July
473,August::N,August,August
474,September::N,September,September
475,Oktober::N,Oktober,October
476,November::N,November,November
477,Dezember::N,Dezember,December
478,Montag::N,Montag,Monday
479,Dienstag::N,Dienstag,Tuesday
480,Mittwoch::N,Mittwoch,Wednesday
481,Donnerstag::N,Donnerstag,Thursday
482,Freitag::N,Freitag,Friday
483,Samstag::N,Samstag,Saturday
484,Sonntag::N,Sonntag,Sunday
485,groß::A,groß,big
486,klein::A,klein,little
487,lang::A,lang,long
488,kurz::A,kurz,short
489,breit::A,breit,wide
490,schmal::A,schmal,narrow
491,dicht::A,dicht,dense
492,dick[Gegenstand]::A,dick,thick
493,dünn::A,dünn,thin
494,fein::A,fein,delicate
495,fest::A,fest,firm
496,flach::A,flach,flat
497,glatt::A,glatt,smooth
498,hart::A,hart,hard
499,weich::A,weich,soft
500,rund::A,rund,round
501,spitz::A,spitz,pointed
502,scharf::A,scharf,sharp
503,stumpf::A,stumpf,blunt
504,schwer::A,schwer,heavy
505,schön::A,schön,beautiful
506,heiß::A,heiß,hot
507,warm::A,warm,warm
508,kalt::A,kalt,cold
509,kühl::A,kühl,cool
510,frisch::A,frisch,fresh
511,feucht::A,feucht,damp
512,nass::A,nass,wet
513,trocken::A,trocken,dry
514,voll::A,voll,full
515,leer::A,leer,empty
516,offen::A,offen,open
517,geschlossen::A,geschlossen,closed
518,sauber::A,sauber,clean
519,schmutzig::A,schmutzig,dirty
520,roh::A,roh,raw
521,reif::A,reif,ripe
522,lecker::A,lecker,delicious
523,süß::A,süß,sweet
524,bitter::A,bitter,bitter
525,sauer::A,sauer,sour
526,hell::A,hell,bright
527,dunkel::A,dunkel,dark
528,schwarz::A,schwarz,black
529,weiß::A,weiß,white
530,rot::A,rot,red
531,gelb::A,gelb,yellow
532,blau::A,blau,blue
533,grün::A,grün,green
534,grau::A,grau,grey
535,bunt::A,bunt,colourful
536,bunt::A,bunt,colorful
537,billig::A,billig,cheap
538,teuer::A,teuer,dear
539,wertvoll::A,wertvoll,precious
540,blind::A,blind,blind
541,taub::A,taub,deaf
542,kräftig::A,kräftig,powerful
543,stark::A,stark,strong
544,schwach::A,schwach,weak
545,fett::A,fett,fat
546,schlank::A,schlank,slim
547,hübsch::A,hübsch,pretty
548,böse::A,böse,evil
549,dumm::A,dumm,stupid
550,faul::A,faul,lazy
551,fleißig::A,fleißig,diligent
552,geizig::A,geizig,stingy
553,klug::A,klug,clever
554,geschickt::A,geschickt,skilful
555,geschickt::A,geschickt,skillful
556,lieb::A,lieb,dear
557,lustig::A,lustig,merry
558,sanft::A,sanft,gentle
559,hungrig::A,hungrig,hungry
560,krank::A,krank,sick
561,nackt::A,nackt,naked
562,traurig::A,traurig,sad
563,lebendig::A,lebendig,living
564,gut::A,gut,good
565,schlecht::A,schlecht,bad
566,richtig::A,richtig,correct
567,schlimm::A,schlimm,nasty
568,wahr::A,wahr,true
569,alt::A,alt,old
570,neu::A,neu,new
571,ehemalig::A,ehemalig,former
572,alt[Lebewesen]::A,alt,aged
573,jung::A,jung,young
574,arm::A,arm,poor
575,reich::A,reich,rich
576,bekannt::A,bekannt,familiar
577,berühmt::A,berühmt,famous
578,fremd::A,fremd,foreign
579,verschieden::A,verschieden,different
580,nah::A,nah,near
581,fern::A,fern,far
582,linker::A,linker,left
583,rechter::A,rechter,right
584,anderer::A,anderer,other
585,erster::A,erster,first
586,zweiter::A,zweiter,second
587,dritter::A,dritter,third
588,letzter::A,letzter,last
589,allein::ADV,allein,alone
590,auf einmal::ADV,auf einmal,at once
591,zusammen::ADV,zusammen,together
592,lange::ADV,lange,long
593,plötzlich::ADV,plötzlich,suddenly
594,sofort::ADV,sofort,instantly
595,später::ADV,später,later
596,jetzt::ADV,jetzt,now
597,heute::ADV,heute,today
598,morgen::ADV,morgen,tomorrow
599,bald::ADV,bald,soon
600,dann::ADV,dann,then
601,gestern::ADV,gestern,yesterday
602,einst::ADV,einst,once
603,damals::ADV,damals,at that time
604,danach::ADV,danach,afterwards
605,vorher::ADV,vorher,before
606,zuerst::ADV,zuerst,at first
607,einmal::ADV,einmal,once
608,manchmal::ADV,manchmal,sometimes
609,oft::ADV,oft,often
610,immer::ADV,immer,always
611,niemals::ADV,niemals,never
612,hier::ADV,hier,here
613,hierhin::ADV,hierhin,hither
614,hierhin::ADV,hierhin,to here
615,hierhin::ADV,hierhin,here
616,von hier::ADV,von hier,hence
617,dort::ADV,dort,there
618,dorthin::ADV,dorthin,thither
619,dorthin::ADV,dorthin,there
620,dorthin::ADV,dorthin,to there
621,geradeaus::ADV,geradeaus,ahead
622,vorwärts::ADV,vorwärts,forward
623,rückwärts::ADV,rückwärts,backward
624,zurück::ADV,zurück,back
625,unten::ADV,unten,below
626,hinab::ADV,hinab,down
627,oben::ADV,oben,above
628,hinauf::ADV,hinauf,up
629,überall::ADV,überall,everywhere
630,nicht::ADV,nicht,not
631,ein wenig::ADV,ein wenig,a little
632,kaum::ADV,kaum,hardly
633,sehr::ADV,sehr,very
634,so::ADV,so,so
635,noch::ADV,noch,still
636,nur::ADV,nur,only
637,schon::ADV,schon,already
638,wieder::ADV,wieder,again
639,vergebens::ADV,vergebens,in vain
640,vor::PRP,vor,in front of
641,hinter::PRP,hinter,behind
642,unter::PRP,unter,under
643,durch::PRP,durch,through
644,neben::PRP,neben,next to
645,zwischen::PRP,zwischen,between
646,wegen::PRP,wegen,because of
647,dies::PRN,dies,this
648,das::PRN,das,that
649,alles::PRN,alles,everything
650,ich::PRN,ich,I
651,du::PRN,du,you
652,du::PRN,du,thou
653,er::PRN,er,he
654,wir::PRN,wir,we
655,ihr::PRN,ihr,you
656,sie::PRN,sie,they
657,was::FPRN,was,what
658,wer::FPRN,wer,who
659,wo::FADV,wo,where
660,wohin::FADV,wohin,where ... to
661,wohin::FADV,wohin,where to
662,wohin::FADV,wohin,where
663,wie::FADV,wie,how
664,warum::FADV,warum,why
665,wieviel::FNUM,wieviel,how much
666,eins::NUM,eins,one
667,zwei::NUM,zwei,two
668,drei::NUM,drei,three
669,vier::NUM,vier,four
670,fünf::NUM,fünf,five
671,sechs::NUM,sechs,six
672,sieben::NUM,sieben,seven
673,acht::NUM,acht,eight
674,neun::NUM,neun,nine
675,zehn::NUM,zehn,ten
676,elf::NUM,elf,eleven
677,zwölf::NUM,zwölf,twelve
678,zwanzig::NUM,zwanzig,twenty
679,dreißig::NUM,dreißig,thirty
680,vierzig::NUM,vierzig,forty
681,fünfzig::NUM,fünfzig,fifty
682,sechzig::NUM,sechzig,sixty
683,siebzig::NUM,siebzig,seventy
684,achtzig::NUM,achtzig,eighty
685,neunzig::NUM,neunzig,ninety
686,hundert::NUM,hundert,a hundred
687,tausend::NUM,tausend,a thousand
688,und::CNJ,und,and
689,oder::CNJ,oder,or
690,stehen::V,stehen,stand
691,sitzen::V,sitzen,sit
692,liegen::V,liegen,lie
693,hängen::V,hängen,hang
694,werden::V,werden,become
695,passieren::V,passieren,happen
696,beginnen::V,beginnen,begin
697,enden::V,enden,end
698,wechseln::V,wechseln,change
699,aufgehen[Sonne]::V,aufgehen,rise
700,untergehen[Sonne]::V,untergehen,set
701,scheinen[Sonne]::V,scheinen,shine
702,donnern::V,donnern,thunder
703,wehen::V,wehen,blow
704,strömen::V,strömen,stream
705,fließen::V,fließen,flow
706,sich drehen::V,sich drehen,revolve
707,schwanken::V,schwanken,sway
708,schwingen::V,schwingen,swing
709,fallen::V,fallen,fall
710,brennen::V,brennen,burn
711,rauchen::V,rauchen,smoke
712,regnen::V,regnen,rain
713,gefrieren::V,gefrieren,freeze
714,tauen::V,tauen,thaw
715,schmelzen::V,schmelzen,melt
716,trocknen::V,trocknen,dry
717,sieden::V,sieden,boil
718,faulen::V,faulen,rot
719,verfaulen::V,verfaulen,decay
720,reißen::V,reißen,snap
721,versinken::V,versinken,sink
722,vergehen::V,vergehen,pass
723,erscheinen::V,erscheinen,appear
724,verschwinden::V,verschwinden,disappear
725,sinken::V,sinken,drop
726,abnehmen::V,abnehmen,decrease
727,zunehmen::V,zunehmen,increase
728,steigen::V,steigen,rise
729,wachsen::V,wachsen,grow
730,glänzen::V,glänzen,shine
731,funkeln::V,funkeln,sparkle
732,lärmen::V,lärmen,be noisy
733,läuten::V,läuten,chime
734,klingeln::V,klingeln,ring
735,klirren::V,klirren,tinkle
736,brausen::V,brausen,roar
737,rauschen::V,rauschen,rustle
738,klingen::V,klingen,sound
739,bellen::V,bellen,bark
740,heulen::V,heulen,howl
741,blasen::V,blasen,blow
742,pfeifen::V,pfeifen,whistle
743,schreien::V,schreien,shout
744,stöhnen::V,stöhnen,groan
745,zittern::V,zittern,tremble
746,leben::V,leben,be alive
747,geboren werden::V,geboren werden,be born
748,atmen::V,atmen,breathe
749,trinken::V,trinken,drink
750,essen::V,essen,eat
751,schlucken::V,schlucken,swallow
752,müde werden::V,müde werden,get tired
753,einschlafen::V,einschlafen,fall asleep
754,schlafen::V,schlafen,sleep
755,aufwachen::V,aufwachen,wake up
756,aufstehen::V,aufstehen,get up
757,sich erholen::V,sich erholen,relax
758,krank werden::V,krank werden,fall ill
759,krank sein::V,krank sein,be ill
760,schmerzen::V,schmerzen,ache
761,husten::V,husten,cough
762,genesen::V,genesen,recover
763,sterben::V,sterben,die
764,umkommen::V,umkommen,perish
765,sich bewegen::V,sich bewegen,move
766,sich rühren::V,sich rühren,budge
767,sich erheben::V,sich erheben,stand up
768,sich setzen::V,sich setzen,sit down
769,hinfallen::V,hinfallen,tumble
770,laufen::V,laufen,walk
771,schreiten::V,schreiten,pace
772,spazierengehen::V,spazierengehen,go for a walk
773,eilen::V,eilen,rush
774,sich beeilen::V,sich beeilen,hurry
775,sausen::V,sausen,dash
776,rennen::V,rennen,run
777,springen::V,springen,jump
778,klettern::V,klettern,climb
779,schaukeln::V,schaukeln,seesaw
780,kriechen::V,kriechen,creep
781,schwimmen::V,schwimmen,swim
782,tauchen::V,tauchen,dive
783,rudern::V,rudern,row
784,fahren::V,fahren,drive
785,fliegen::V,fliegen,fly
786,gehen::V,gehen,go
787,weggehen::V,weggehen,go away
788,abfahren::V,abfahren,depart
789,anhalten::V,anhalten,stop
790,hineingehen::V,hineingehen,go in
791,eintreten::V,eintreten,enter
792,kommen::V,kommen,come
793,ankommen::V,ankommen,arrive
794,zurückkommen::V,zurückkommen,come back
795,bleiben::V,bleiben,stay
796,warten::V,warten,wait
797,erwarten::V,erwarten,wait for
798,suchen::V,suchen,seek
799,suchen::V,suchen,look for
800,finden::V,finden,find
801,versuchen::V,versuchen,try
802,vorbereiten::V,vorbereiten,prepare
803,lieben::V,lieben,love
804,mögen::V,mögen,like
805,lachen::V,lachen,laugh
806,rühren::V,rühren,move
807,weinen::V,weinen,weep
808,schimpfen::V,schimpfen,grumble
809,sich ärgern::V,sich ärgern,be annoyed
810,sich fürchten::V,sich fürchten,be afraid
811,fürchten::V,fürchten,be afraid of
812,fliehen::V,fliehen,flee
813,flüchten::V,flüchten,escape
814,sehen::V,sehen,see
815,anschauen::V,anschauen,look at
816,ansehen::V,ansehen,watch
817,hören::V,hören,hear
818,zuhören::V,zuhören,listen
819,probieren::V,probieren,taste
820,riechen::V,riechen,smell
821,fühlen::V,fühlen,feel
822,scheinen::V,scheinen,seem
823,zu sehen sein::V,zu sehen sein,show
824,vernehmen::V,vernehmen,hear
825,frieren::V,frieren,be cold
826,tun::V,tun,do
827,können::V,können,can
828,wollen::V,wollen,want
829,anfangen::V,anfangen,start
830,beenden::V,beenden,finish
831,aufhören::V,aufhören,stop
832,gelingen::V,gelingen,succeed
833,geraten::V,geraten,turn out
834,öffnen::V,öffnen,open
835,schließen::V,schließen,close
836,stellen::V,stellen,put
837,setzen::V,setzen,place
838,legen::V,legen,lay
839,berühren::V,berühren,touch
840,verbinden::V,verbinden,connect
841,bedecken::V,bedecken,cover
842,aufhängen::V,aufhängen,hang up
843,anzünden::V,anzünden,light
844,aufheben::V,aufheben,pick up
845,zurücklassen::V,zurücklassen,leave
846,verlieren::V,verlieren,lose
847,fallen lassen::V,fallen lassen,drop
848,machen::V,machen,make
