,Concept_ID,be,hi
246,Schwein::N,свіння,शूकर
247,Hund::N,сабака,श्वान
248,Hund::N,сабака,कुत्ता
249,Katze::N,кошка,बिल्ली
250,Bär::N,мядзведзь,रीछ
251,Bär::N,мядзведзь,भालू
252,Eichhörnchen::N,вавёрка,गिलहरी
253,Elch::N,лось,एल्क
254,Fuchs::N,ліса,लोमड़ी
255,Hase::N,заяц,खरहा
256,Hase::N,заяц,ख़रगोश
257,Maus::N,мыш,मूष
258,Maus::N,мыш,चूहा
259,Wolf::N,воўк,वृक
260,Wolf::N,воўк,भेड़िया
261,Vogel::N,птах,पक्षी
262,Vogel::N,птах,चिड़िया
263,Vogel::N,птушка,पक्षी
264,Vogel::N,птушка,चिड़िया
265,Schwarm::N,чарада,झुंड
266,Huhn::N,курыца,मुर्ग़ी
267,Hahn::N,певень,मुर्ग़ा
268,Gans::N,гусь,हंस
269,Gans::N,гусь,हंसिनी
270,Adler::N,арол,उक़ाब
271,Ente::N,качка,बतख़
272,Ente::N,качка,बत्तक
273,Eule::N,сава,उल्लू
274,Kranich::N,жораў,सारस
275,Kranich::N,жораў,क्रौंंच
276,Kranich::N,журавель,सारस
277,Kranich::N,журавель,क्रौंंच
278,Krähe::N,варона,काक
279,Kuckuck::N,зязюля,कोयल
280,Kuckuck::N,зязюля,कोकिल
281,Schwan::N,лебедзь,हंस
282,Schwan::N,лебедзь,मराल
283,Fisch::N,рыба,मछली
284,Fisch::N,рыба,मत्स्य
285,Barsch::N,акунь,पर्च
286,Hecht::N,шчупак,पाइक
287,Schlange[Tier]::N,змяя,सर्प
288,Wurm::N,чарвяк,कृमि
289,Wurm::N,чарвяк,कीड़ा
290,Spinne::N,павук,लूता
291,Spinne::N,павук,मकड़ी
292,Ameise::N,мурашка,चींटी
293,Laus::N,вош,जूँ
294,Mücke::N,камар,डाँस
295,Fliege::N,муха,मक्खी
296,Fliege::N,муха,मक्षिका
297,Schmetterling::N,матыль,तितली
298,Beere::N,ягада,बेरी
299,Apfel::N,яблык,सेब
300,Pilz::N,грыб,खुंबी
301,Zwiebel::N,цыбуля,प्याज़
302,Saat::N,семя,बीज
303,Korn::N,зерне,दाना
304,Heu::N,сена,मूखी घास
305,Schale::N,шалупінне,बकला
306,Schale::N,шалупінне,छिलका
307,Grube::N,яма,गड्ढा
308,Falle::N,пастка,जाल
309,Falle::N,пастка,फँदा
310,Schlinge::N,сіло,फँदा
311,Spur::N,след,सुराग़
312,Spur::N,след,पद-चिह्न
313,Asche::N,попел,राख
314,Dreck::N,бруд,मैल
315,Dreck::N,бруд,गंदगी
316,Eisen::N,жалеза,लोहा
317,Gold::N,золата,सोना
318,Gold::N,золата,स्वर्ण
319,Silber::N,сребра,रजत
320,Silber::N,сребра,चाँदी
321,Kohle::N,вугаль,कोयला
322,Glas::N,шкло,काँच
323,Lehm::N,гліна,चिकनी मिट्टी
324,Sand::N,пясок,रेत
325,Sand::N,пясок,बालू
326,Mensch::N,чалавек,मानव
327,Mensch::N,чалавек,इनसान
328,Mensch::N,чалавек,मनुष्य
329,Mann::N,мужчына,आदमी
330,Mann::N,мужчына,पुरुष
331,Frau::N,жанчына,औरत
332,Frau::N,жанчына,महिला
333,Frau::N,жанчына,स्त्री
334,Kind::N,дзіця,बाल
335,Kind::N,дзіця,बच्चा
336,Junge::N,хлопчык,लड़का
337,Mädchen::N,дзяўчынка,लड़की
338,Mädchen::N,дзяўчынка,कुमारी
339,Familie::N,сямʼя,परिवार
340,Großvater::N,дзядуля,दादा
341,Großmutter::N,бабуля,नानी
342,Eltern::N,бацькі,माँ-बाप
343,Eltern::N,бацькі,माता-पिता
344,Vater::N,бацька,बाप
345,Vater::N,бацька,पिता
346,Mutter::N,маці,माँ
347,Mutter::N,маці,माता
348,Sohn::N,сын,बेटा
349,Sohn::N,сын,पुत्र
350,Tochter::N,дачка,बेटी
351,Tochter::N,дачка,पुत्री
352,Bruder::N,брат,भाई
353,Bruder::N,брат,भ्राता
354,Schwester::N,сястра,बहन
355,Schwester::N,сястра,भगिनी
356,Onkel::N,дзядзька,ताऊ
357,Onkel::N,дзядзька,काका
358,Tante::N,цётка,बूआ
359,Tante::N,цётка,फूफी
360,Tante::N,цётка,ख़ाला
361,Ehemann::N,муж,पति
362,Ehemann::N,муж,शौहर
363,Ehefrau::N,жонка,बीवी
364,Freude::N,радасць,आनंद
365,Freude::N,радасць,प्रसन्नता
366,Gelächter::N,смех,हँसी
367,Gelächter::N,смех,क़हक़हा
368,Glück::N,шчасце,आनंद
369,Glück::N,шчасце,ख़ुशी
370,Kummer::N,гора,शोक
371,Kummer::N,гора,दुःख
372,Wunsch::N,жаданне,इच्छा
373,Wunsch::N,жаданне,अभिलाषा
374,Lust::N,цяга,चाह
375,Lust::N,цяга,कामना
376,Geist::N,дух,जान
377,Geist::N,дух,प्राण
378,Gedanke::N,думка,विचार
379,Gedächtnis::N,памяць,याददाश्त
380,Gedächtnis::N,памяць,स्मरण-शक्ति
381,Verstand::N,розум,समझ
382,Verstand::N,розум,अक़्ल
383,Verstand::N,розум,बुद्धि
384,Sinn::N,сэнс,अर्थ
385,Grund::N,зачэпка,वजह
386,Grund::N,зачэпка,कारण
387,Wahrheit::N,праўда,सत्य
388,Wahrheit::N,праўда,सच्चाई
389,Gespräch::N,размова,चर्चा
390,Gespräch::N,размова,वार्ता
391,Gespräch::N,размова,बात-चीत
392,Märchen::N,казка,क़िस्सा
393,Erzählung::N,расказ,कथा
394,Erzählung::N,расказ,कहानी
395,Erzählung::N,апавяданне,कथा
396,Erzählung::N,апавяданне,कहानी
397,Nachricht::N,вестка,सूचना
398,Nachricht::N,вестка,समाचार
399,Nachricht::N,паведамленне,सूचना
400,Nachricht::N,паведамленне,समाचार
401,Neuigkeit::N,навіна,ख़बर
402,Neuigkeit::N,навіна,समाचार
403,Name::N,імя,नाम
404,Rätsel::N,загадка,पहेली
405,Rede::N,прамова,वचन
406,Rede::N,прамова,भाषण
407,Sprache::N,мова,भाषा
408,Sprache::N,мова,ज़बान
409,Stimme::N,голас,स्वर
410,Stimme::N,голас,आवाज़
411,Wort::N,слова,शब्द
412,Wort::N,слова,लफ़्ज़
413,Zeichen::N,знак,निशान
414,Ruf::N,кліч,पुकार
415,Ruf::N,кліч,आह्वान
416,Lärm::N,шум,शोर
417,Lärm::N,шум,हुल्लड़
418,Laut::N,гук,स्वर
419,Laut::N,гук,ध्वनि
420,Ton::N,гучанне,सुर
421,Ton::N,гучанне,स्वर
422,Lied::N,песня,गीत
423,Ruhe::N,спакой,आराम
424,Ruhe::N,спакой,ख़ामोशी
425,Leute::N,людзі,लोग
426,Volk::N,народ,क़ौम
427,Volk::N,народ,प्रजा
428,Arbeit::N,праца,काम
429,Arbeit::N,работа,काम
430,Gast::N,госць,अतिथि
431,Gast::N,госць,मेहमान
432,Geschenk::N,падарунак,उपहार
433,Geschenk::N,падарунак,तोहफ़ा
434,Spiel::N,гульня,खेल
435,Spiel::N,гульня,क्रीड़ा
436,Gesellschaft::N,таварыства,साथ
437,Hilfe::N,дапамога,मदद
438,Hilfe::N,дапамога,सहायता
439,Freund::N,друг,मित्र
440,Freund::N,сябар,मित्र
441,Kamerad::N,прыяцель,साथी
442,Kamerad::N,прыяцель,कामरेड
443,Angelegenheit::N,справа,बात
444,Angelegenheit::N,справа,मामला
445,Anzahl::N,колькасць,तादाद
446,Anzahl::N,колькасць,संख्या
447,Art::N,від,तरह
448,Art::N,від,क़िस्म
449,Stück::N,кусок,फाँक
450,Stück::N,кусок,टुकड़ा
451,Stück::N,кавалак,फाँक
452,Stück::N,кавалак,टुकड़ा
453,Teil::N,частка,भाग
454,Teil::N,частка,हिस्सा
455,Hälfte::N,палова,अर्धभाग
456,Hälfte::N,палавіна,अर्धभाग
457,Kreis::N,круг,चक्कर
458,Kreuz::N,крыж,सलीब
459,Kreuz::N,крыж,क्रूस
460,Linie::N,лінія,लाइन
461,Strich::N,рыса,लकीर
462,Abstand::N,прамежак,अंतर
463,Abstand::N,прамежак,फ़ासला
464,Entfernung::N,адлегласць,दूरी
465,Entfernung::N,адлегласць,फ़ासला
466,Gegend::N,мясцовасць,इलाक़ा
467,Platz::N,месца,जगह
468,Platz::N,месца,स्थान
469,Ort::N,месца,स्थल
470,Ort::N,месца,स्थान
471,Seite::N,бок,ओर
472,Seite::N,бок,तरफ़
473,Mitte::N,сярэдзіна,बीच
474,Mitte::N,сярэдзіна,मध्य
475,Gegenstand::N,прадмет,चीज़
476,Gegenstand::N,прадмет,पदार्थ
477,Sache::N,рэч,चीज़
478,Sache::N,рэч,वस्तु
479,Rand::N,край,छोर
480,Rand::N,край,उपांत
481,Kante::N,руб,कोर
482,Kante::N,руб,किनारा
483,Kante::N,кант,कोर
484,Kante::N,кант,किनारा
485,Ecke::N,вугал,कोना
486,Ecke::N,вугал,नुक्कड़
487,Spitze::N,кончык,नोक
488,Ende::N,канец,छोर
489,Ende::N,канец,सिरा
490,Loch::N,дзірка,छेद
491,Loch::N,дзірка,सूराख़
492,Winkel::N,вугал,कोण
493,Winkel::N,вугал,कोना
494,Muster::N,узор,नमूना
495,Muster::N,узор,डिज़ाइन
496,Größe::N,памер,परिमाण
497,Größe::N,памер,विस्तार
498,Länge::N,даўжыня,लंबाई
499,Höhe::N,вышыня,ऊँचाई
500,Höhe::N,вышыня,उच्चता
501,Gewicht::N,вага,भार
502,Gewicht::N,вага,वज़न
503,Menge::N,колькасць,मात्रा
504,Haufen::N,куча,ढेर
505,Haufen::N,куча,अंबार
506,Reihe::N,рад,क़तार
507,Reihe::N,рад,पंक्ति
508,Boot::N,лодка,नाव
509,Boot::N,лодка,नौका
510,Ruder::N,вясло,चप्पू
511,Schlitten::N,сані,बर्फ़-गाड़ी
512,Ski::N,лыжа,स्की
513,Lagerfeuer::N,вогнішча,अलाव
514,Lagerfeuer::N,вогнішча,कैंप-फ़ायर
515,Last::N,цяжар,भार
516,Gang::N,ход,चाल
517,Schritt::N,шаг,डग
518,Schritt::N,шаг,क़दम
519,Schritt::N,крок,डग
520,Schritt::N,крок,क़दम
521,Norden::N,поўнач,उत्तर
522,Süden::N,поўдзень,दक्खिन
523,Westen::N,захад,पश्चिम
524,Osten::N,усход,पूरब
525,Holz::N,дрэва,काठ
526,Holz::N,дрэва,काष्ठ
527,Holz::N,драўніна,काठ
528,Holz::N,драўніна,काष्ठ
529,Brett::N,дошка,पटरा
530,Brett::N,дошка,तख़्ता
531,Platte::N,пліта,फलक
532,Platte::N,пліта,तख़्ता
533,Stütze::N,падпорка,टेक
534,Stütze::N,падпорка,थूनी
535,Stange::N,жэрдка,छड़
536,Stange::N,жэрдка,बाँस
537,Stock::N,палка,लाठी
538,Stab::N,шост,लग्गा
539,Rohr::N,труба,नल
540,Haus::N,дом,घर
541,Haus::N,дом,मकान
542,Heim::N,дом,घर
543,Heim::N,дом,गृह
544,Heim::N,хата,घर
545,Heim::N,хата,गृह
546,Ofen::N,печ,चूल्हा
547,Fußboden::N,падлога,फ़र्श
548,Tisch::N,стол,मेज़
549,Stuhl::N,стул,कुरसी
550,Stuhl::N,крэсла,कुरसी
551,Wiege::N,калыска,पालना
552,Wiege::N,калыска,हिंडोला
553,Bett::N,ложак,खाट
554,Bett::N,ложак,पलंग
555,Bett::N,пасцель,खाट
556,Bett::N,пасцель,पलंग
557,Regal::N,паліца,शेल्फ़
558,Kiste::N,скрынка,पेटी
559,Kiste::N,скрынка,डिब्बा
560,Fenster::N,акно,खिड़की
561,Tür::N,дзверы,द्वार
562,Tür::N,дзверы,दरवाज़ा
563,Tor::N,вароты,फाटक
564,Zaun::N,агароджа,बाड़ा
565,Dach::N,дах,छत
566,Dach::N,дах,छप्पर
567,Leiter::N,лесвіца,सीढ़ी
568,Besen::N,мятла,झाड़ू
569,Besen::N,мятла,बुहारी
570,Spaten::N,лапата,कुदाल
571,Spaten::N,жалязняк,कुदाल
572,Schaufel::N,шуфлік,बेलचा
573,Schaufel::N,шуфлік,फावड़ा
574,Schaufel::N,лапатка,बेलचा
575,Schaufel::N,лапатка,फावड़ा
576,Gabel::N,відэлец,काँटा
577,Löffel::N,лыжка,चम्मच
578,Messer::N,нож,छुरा
579,Messer::N,нож,चाक़ू
580,Nagel::N,цвік,कील
581,Nagel::N,цвік,मेख़
582,Netz::N,сетка,जाल
583,Haken::N,крук,अंकुश
584,Griff::N,ручка,मूठ
585,Griff::N,ручка,हत्था
586,Schloss::N,замок,ताला
587,Bild::N,карціна,चित्र
588,Figur::N,фігура,मूर्ति
589,Puppe::N,лялька,पुतली
590,Puppe::N,лялька,गुड़िया
591,Beutel::N,мяшок,झोला
592,Bündel::N,вязка,पुलिंदा
593,Tasche::N,торба,बेग
594,Tasche::N,торба,बस्ता
595,Eimer::N,вядро,बाल्टी
596,Deckel::N,накрыўка,ढक्कन
597,Geschirr::N,пасуда,बरतन-भाँड़े
598,Sack::N,мех,बोरा
599,Tasse::N,кубак,प्याला
600,Topf::N,каструля,देग़चा
601,Kessel::N,кацёл,देग़
602,Kessel::N,кацёл,बटलोई
603,Essen::N,ежа,खाना
604,Nahrung::N,харч,भोजन
605,Speise::N,страва,खाना
606,Speise::N,страва,व्यंजन
607,Fleisch::N,мяса,मांस
608,Fleisch::N,мяса,गोश्त
609,Getreide::N,збожжа,अनाज
610,Brei::N,каша,भरता
611,Brei::N,каша,दलिया
612,Brot::N,хлеб,रोटी
613,Scheibe::N,луста,कतला
614,Scheibe::N,скібка,कतला
615,Fett::N,тлушч,वसा
616,Fett::N,тлушч,चरबी
617,Butter::N,масла,मक्खन
618,Öl::N,алей,तेल
619,Salz::N,соль,नमक
620,Suppe::N,суп,सूप
621,Suppe::N,суп,शोरबा
622,Honig::N,мёд,शहद
623,Milch::N,малако,दूध
624,Tee::N,чай,चाय
625,Tee::N,гарбата,चाय
626,Leder::N,скура,चमड़ा
627,Wolle::N,воўна,ऊन
628,Stoff::N,тканіна,कपड़ा
629,Nadel::N,іголка,सूई
630,Faden::N,нітка,डोरा
631,Knopf::N,гузік,बटन
632,Knopf::N,гузік,घुंडी
633,Knoten::N,вузел,गाँठ
634,Knoten::N,вузел,गुत्थी
635,Farbe::N,фарба,रंग
636,Farbe::N,фарба,वर्ण
637,Kleidung::N,адзенне,पहनावा
638,Hemd::N,кашуля,कुरता
639,Hemd::N,кашуля,क़मीज़
640,Kragen::N,каўнер,गरदनी
641,Kragen::N,каўнер,गरेबान
642,Ärmel::N,рукаў,आस्तीन
643,Hose::N,штаны,पैंट
644,Hose::N,штаны,पतलून
645,Gürtel::N,пояс,पेटी
646,Gürtel::N,пояс,मेखला
647,Mütze::N,шапка,टोपी
648,Schuh::N,чаравік,जूता
649,Stiefel::N,бот,बूट
650,Ring::N,кольца,अँगूठी
651,Band::N,стужка,पट्टी
652,Kamm::N,расчоска,कंघी
653,Spiegel::N,люстра,आईना
654,Spiegel::N,люстра,दर्पण
655,Riemen::N,рэмень,तसमा
656,Riemen::N,рэмень,पट्टा
657,Schnur::N,вяроўка,डोरी
658,Schnur::N,вяроўка,सुतली
659,Leine::N,павадок,रस्सी
660,Decke::N,коўдра,रज़ाई
661,Kissen::N,падушка,तकिया
662,Kissen::N,падушка,गाद्दा
663,Tuch::N,хустка,रूमाल
664,Tuch::N,хустка,वस्त्र
665,Handtuch::N,ручнік,अँगोछा
666,Kraft::N,сіла,ज़ोर
667,Kraft::N,сіла,शक्ति
668,Stärke::N,моц,बल
669,Stärke::N,моц,ताक़त
670,Gesundheit::N,здароўе,स्वास्थ्य
671,Gesundheit::N,здароўе,तंदुरुस्ती
672,Krankheit::N,хвароба,रोग
673,Krankheit::N,хвароба,बीमारी
674,Schmerz::N,боль,दर्द
675,Schmerz::N,боль,पीड़ा
676,Wunde::N,рана,घाव
677,Wunde::N,рана,ज़ख़्म
678,Fieber::N,гарачка,ज्वर
679,Fieber::N,гарачка,बुख़ार
680,Fieber::N,ліхаманка,ज्वर
681,Fieber::N,ліхаманка,बुख़ार
682,Arznei::N,лекі,दवा
683,Arznei::N,лекі,औषाधि
684,Brücke::N,мост,पुल
685,Brücke::N,мост,सेतु
686,Brunnen::N,калодзеж,कुआँ
687,Weide::N,паша,चरागाह
688,Pfad::N,сцежка,पथ
689,Pfad::N,сцежка,पगडंडी
690,Weg::N,шлях,मार्ग
691,Weg::N,дарога,मार्ग
692,Straße::N,вуліца,राह
693,Straße::N,вуліца,रास्ता
694,Dorf::N,вёска,गाँव
695,Dorf::N,вёска,ग्राम
696,Stadt::N,горад,शहर
697,Brief::N,ліст,ख़त
698,Brief::N,ліст,पत्र
699,Brief::N,ліст,चिट्ठी
700,Brief::N,пісьмо,ख़त
701,Brief::N,пісьмо,पत्र
702,Brief::N,пісьмо,चिट्ठी
703,Buch::N,кніга,किताब
704,Buch::N,кніга,पुस्तक
705,Buchstabe::N,літара,अक्षर
706,Zeitung::N,газета,अख़बार
707,Zeitung::N,газета,समाचार-पत्र
708,Leben::N,жыццё,जीवन
709,Leben::N,жыццё,ज़िंदगी
710,Tod::N,смерць,मौत
711,Tod::N,смерць,मृत्यु
712,Grab::N,магіла,क़ब्र
713,Kirche::N,касцёл,चर्च
714,Kirche::N,касцёл,गिरजा
715,Kirche::N,царква,चर्च
716,Kirche::N,царква,गिरजा
717,Sünde::N,грэх,पाप
718,Sünde::N,грэх,गुनाह
719,Gott::N,бог,देव
720,Gott::N,бог,ईश्वर
721,Arbeiter::N,рабочы,मज़दूर
722,Chef::N,начальнік,अध्यक्ष
723,Meister::N,майстар,शिल्पज्ञ
724,Arzt::N,урач,वैद्य
725,Arzt::N,урач,डॉक्टर
726,Arzt::N,урач,चिकित्सक
727,Lehrer::N,настаўнік,शिक्षक
728,Lehrer::N,настаўнік,अध्यापक
729,Geld::N,грошы,धन
730,Geld::N,грошы,पैसा
731,Geschäft::N,заняцце,सौदा
732,Geschäft::N,заняцце,व्यापार
733,Laden::N,крама,दुकान
734,Laden::N,магазін,दुकान
735,Preis::N,цана,दाम
736,Preis::N,цана,मूल्य
737,Ware::N,тавар,माल
738,Ware::N,тавар,पण्य
739,Nutzen::N,выгада,लाभ
740,Nutzen::N,выгада,फ़ायदा
741,Reichtum::N,багацце,धन
742,Reichtum::N,багацце,दौलत
743,Welt::N,свет,विश्व
744,Welt::N,свет,दुनिया
745,Land::N,краіна,देश
746,Land::N,краіна,मुल्क
747,Staat::N,дзяржава,राज्य
748,Staat::N,дзяржава,राष्ट्र
749,König::N,кароль,राजा
750,König::N,кароль,बादशाह
751,Macht::N,улада,शासन
752,Macht::N,улада,सत्ता
753,Grenze::N,граніца,सरहद
754,Krieg::N,вайна,जंग
755,Krieg::N,вайна,युद्ध
756,Feind::N,вораг,शत्रु
757,Feind::N,вораг,दुश्मन
758,Gewalt::N,насілле,हिंसा
759,Kampf::N,барацьба,लड़ाई
760,Kampf::N,барацьба,संघर्ष
761,Bogen[Waffe]::N,лук,कमान
762,Pfeil::N,страла,बान
