,Concept_ID,ta,sah
648,einst::ADV,ஒரே முறை,арай биирдэ
649,damals::ADV,அப்பொழுது,оччоҕо
650,danach::ADV,பிற்பாடு,аары
651,danach::ADV,பிற்பாடு,ол кэнниттэн
652,vorher::ADV,முன்பாக,урут
653,zuerst::ADV,முதலில்,маҥнай
654,einmal::ADV,ஒரே முறை,биирдэ
655,manchmal::ADV,சில நேரங்களில்,арыт
656,oft::ADV,அடிக்கடி,чаастатык
657,immer::ADV,எப்பொழுதும்,мэлдьи
658,niemals::ADV,ஒருபோதும் இல்லை,хаһан да
659,hier::ADV,இங்கே,маныаха
660,hierhin::ADV,இவ்விடத்திற்கு,бэттэх
661,von hier::ADV,இனி,мантан
662,dort::ADV,அங்கே,онно
663,dorthin::ADV,அவ்விடத்திற்கு,онно
664,geradeaus::ADV,முன்னாலிருக்கும்,быһа
665,geradeaus::ADV,முன்னாலிருக்கும்,быһаччы
666,vorwärts::ADV,முன்புறமாக,инники
667,rückwärts::ADV,பின்னோக்கி,төттөру
668,zurück::ADV,பின்பக்கம்,төттөрү
669,unten::ADV,கீழாக,аллара
670,hinab::ADV,கீழ் நோக்கி,аллара
671,oben::ADV,மேலே,үөһэ
672,hinauf::ADV,மேலே,өрө
673,hinauf::ADV,மேலே,үөһэ
674,überall::ADV,எல்லா இடத்திலும்,бэйдиэ
675,nicht::ADV,இல்லை,буолбатах
676,ein wenig::ADV,கொஞ்சம்,кыратык
677,kaum::ADV,அரிதாக,нэһиилэ
678,sehr::ADV,மிக்க,бэрт
679,sehr::ADV,மிக்க,наһаа
680,so::ADV,மிகவும்,оччо
681,so::ADV,மிகவும்,оннук
682,noch::ADV,இப்பொழுதும்,өссө
683,nur::ADV,மட்டும்,эрэ
684,nur::ADV,மட்டும்,сыччах
685,schon::ADV,ஏற்கனவே,бэлиэр
686,wieder::ADV,மறுபடியும்,эмиэ
687,vergebens::ADV,வீண்,таак
688,vor::PRP,முன்,иннигэр
689,hinter::PRP,பின்பக்கம்,кэлин
690,unter::PRP,கீழே,-ҕа
691,unter::PRP,கீழே,оһох түгэҕэ
692,durch::PRP,ஊடே,курдары
693,neben::PRP,அடுத்து,аттыгар
694,zwischen::PRP,இடையில்,ыккардынан
695,wegen::PRP,ஏனெனில்,уҥуортан
696,dies::PRN,இது,ити
697,dies::PRN,இது,бу
698,das::PRN,அது,били
699,alles::PRN,ஒவ்வொன்றும்,барыта
700,ich::PRN,நான்,мин
701,du::PRN,நீ,эн
702,er::PRN,அவன்,кнни
703,wir::PRN,நாம்,биһиги
704,wir::PRN,நாங்கள்,биһиги
705,ihr::PRN,நீங்கள்,эһиги
706,sie::PRN,அவர்கள்,кинилэр
707,was::FPRN,என்ன,туох
708,wer::FPRN,யார்,ким
709,wo::FADV,எங்கே,ханна
710,wohin::FADV,எதற்கு,ханна
711,wie::FADV,எப்படி,хайдах
712,warum::FADV,ஏன்,тоҕо
713,wieviel::FNUM,எவ்வளவு,төһө
714,eins::NUM,ஒன்று,биир
715,zwei::NUM,இரண்டு,икки
716,drei::NUM,மூன்று,үс
717,vier::NUM,நான்கு,түөрт
718,fünf::NUM,ஐந்து,биэс
719,sechs::NUM,ஆறு,алта
720,sieben::NUM,ஏழு,сэттэ
721,acht::NUM,எட்டு,аҕыс
722,neun::NUM,ஒன்பது,тоҕус
723,zehn::NUM,பத்து,уон
724,elf::NUM,பதினொன்று,уон биир
725,zwölf::NUM,பன்னிரண்டு,уон икки
726,zwanzig::NUM,இருபது,сүүрбэ
727,dreißig::NUM,முப்பது,отут
728,vierzig::NUM,நாற்பது,түөрт уон
729,fünfzig::NUM,ஐமபது,биэс уон
730,sechzig::NUM,அறுபது,алта уон
731,siebzig::NUM,எழுபது,сэттэ уон
732,achtzig::NUM,எண்பது,аҕыс уон
733,neunzig::NUM,தொன்னூறு,тоҕус уонус
734,hundert::NUM,நூறு,сүүс
735,tausend::NUM,ஆயிரம்,тыһыынча
736,und::CNJ,மற்றும்,да
737,und::CNJ,மற்றும்,уонна
738,und::CNJ,மற்றும்,итиэннэ
739,oder::CNJ,அல்லது,эбэтэр
740,stehen::V,நில்,тур
741,sitzen::V,உட்கார்,олор
742,liegen::V,படு,сыт
743,hängen::V,தொங்கச் செய்,санньылый
744,werden::V,ஆகு,буол
745,passieren::V,நிகழ்,буол
746,beginnen::V,ஆரம்பி,саҕалан
747,enden::V,முடி,бүт
748,wechseln::V,மாற்று,уларый
749,aufgehen[Sonne]::V,உயர எழு,ой
750,untergehen[Sonne]::V,பொறுத்து,киир
751,scheinen[Sonne]::V,பிரகாசி,сырдат
752,donnern::V,இடி,эт
753,wehen::V,வீசு,үр
754,strömen::V,பாயதல்,кутулун
755,fließen::V,நீரோட்டம் போக்கில் போ,сүүр
756,sich drehen::V,சுழல்,эргий
757,schwanken::V,தள்ளாடு,биэтэҥнээ
758,schwingen::V,ஆடு,эйэҥнээ
759,fallen::V,விழு,оҕут
760,brennen::V,எரி,умай
761,rauchen::V,பகை பிடி,буруолаа
762,regnen::V,மழை பெய்,самыырдаа
763,gefrieren::V,உறைந்துவிடு,тоҥ
764,tauen::V,உருகு,ир
765,schmelzen::V,உருகு,уулун
766,trocknen::V,உலர்த்து,куур
767,sieden::V,கொதிக்க வை,оргуй
768,faulen::V,அழுகச் செய்,сытый
769,verfaulen::V,அழுகச் செய்,сытыйан_хаал
770,reißen::V,திடீரென அறு,хайыт
771,reißen::V,திடீரென அறு,быһытталан
772,versinken::V,மூழ்கு,тимир
773,versinken::V,மூழ்கு,батылын
774,vergehen::V,கடந்துசெல்,дьай
775,erscheinen::V,தோன்றச்,көһүн
776,verschwinden::V,மறைந்து போ,сүт
777,sinken::V,பதைவுறு,намтаа
778,abnehmen::V,குறை,аччаа
779,zunehmen::V,உயர்த்து,элбээ
780,steigen::V,உயர எழு,үрдээ
781,wachsen::V,வளர்,үүн
782,glänzen::V,மிளிர்,кылбай
783,funkeln::V,பிரகாசி,күлүмнээ
784,funkeln::V,பிரகாசி,күлүмүрдээ
785,lärmen::V,கொம்பு,тыаһаа
786,läuten::V,மணியொலியிசை,собуоннаа
787,klingeln::V,மணி அடி,линкинээ
788,klirren::V,கிலுங்கு,айгырат
789,brausen::V,இரைதல்,сирилээ
790,rauschen::V,சலசலப்பு,суугунаа
791,klingen::V,சிலம்புதல்,доргуй
792,bellen::V,குரை,үр
793,heulen::V,ஊளையிடு,улуй
794,blasen::V,ஊது,үр
795,pfeifen::V,சீழ்க்கை எழப்பு,иһиир
796,schreien::V,கூச்சலிடு,кылан
797,schreien::V,கூச்சலிடு,хаһыытаа
798,stöhnen::V,வேதனை,ынчыктаа
799,zittern::V,நடுங்கு,титирээ
800,zittern::V,நடுங்கு,дьигиһий
801,leben::V,உயிருடனிரு,олор
802,geboren werden::V,பிற,төрөө
803,atmen::V,சுவாசி,тыын
804,trinken::V,குடி,ис
805,essen::V,சாப்பிடு,аһаа
806,schlucken::V,முழுங்கு,ыйыһын
807,müde werden::V,கையயர்தல்,сылай
808,einschlafen::V,தூங்க,утуйан хаал
809,schlafen::V,தூங்கு,утуй
810,schlafen::V,தூங்கு,утуйа сыт
811,aufwachen::V,எழுப்பு,уһугун
812,aufstehen::V,எழுந்திரு,тур
813,sich erholen::V,இளைப்பாறு,сынньан
814,krank werden::V,விழுதல்,ыарый
815,krank sein::V,நருக்கலாயிருக்க,ыарый
816,krank sein::V,நருக்கலாயிருக்க,ыарыт
817,schmerzen::V,நோவுறு,ыарыт
818,husten::V,இருமு,сөтөлүн
819,genesen::V,குணம் அடை,көн
820,sterben::V,மரணமடை,өл
821,umkommen::V,நசி,өл
822,umkommen::V,நசி,оҕут
823,sich bewegen::V,நகர்த்து,хамсаа
824,sich rühren::V,அசை,хамсаа
825,sich erheben::V,எழுந்து நில்,тур
826,sich setzen::V,உட்கார்,олор
827,hinfallen::V,விழு,оҕут
828,laufen::V,நட,хаам
829,schreiten::V,கவடுவைத்தல்,атыллаа
830,spazierengehen::V,உலவு,дьаарбай
831,eilen::V,விரைந்து,тиэтэй
832,sich beeilen::V,அவசரப்படுத்து,ыксаа
833,sausen::V,விரைந்து செல்,элээр
834,rennen::V,ஓடு,сүүрэкэлээ
835,springen::V,குதி,ой
836,springen::V,குதி,ыстан
837,klettern::V,ஏறு,ытын
838,schaukeln::V,தள்ளாடு,эйэҥнээ
839,schaukeln::V,தள்ளாடு,биэрэҥнээ
840,kriechen::V,மெதுவாக நடந்து செல்,сыыл
841,schwimmen::V,நீந்து,уһун
842,schwimmen::V,நீந்து,харбаа
843,tauchen::V,மூழ்கி நீச்சலடி,умус
844,rudern::V,துடுப்புப் போடு,эрт
845,fahren::V,ஓட்டு,айаннаа
846,fliegen::V,பற,көт
847,gehen::V,போ,бар
848,weggehen::V,விலகிச் செல்,бар
849,abfahren::V,புறப்பட்டுச் செல்,бар
850,anhalten::V,நின்றுவிடு,тохтоо
851,hineingehen::V,மறையச் செய்,киир
852,eintreten::V,நுழை,киир
853,kommen::V,வா,кэл
854,ankommen::V,வநது சேர்,кэл
855,ankommen::V,வநது சேர்,тиий
856,zurückkommen::V,திரும்பி வா,төнүн
857,bleiben::V,இரு,хаал
858,warten::V,தாமதி,көһүт
859,erwarten::V,எதிர்நோக்கு,күүт
860,erwarten::V,எதிர்நோக்கு,көһүт
861,suchen::V,தேடு,ирдээ
862,suchen::V,தேடு,көрдөө
863,finden::V,கண்டுபிடி,бул
864,versuchen::V,முயற்சி செய்,сорун
865,vorbereiten::V,ஆயத்தம் செய்,бэлэмнээ
866,lieben::V,அன்பு செலுத்து,таптаа
867,mögen::V,விரும்பு,сөбүл
868,lachen::V,சிரி,күл
869,rühren::V,இதயத்தைத் தொடு,долгут
870,weinen::V,அழு,ытаа
871,schimpfen::V,சாபமிடு,үөҕүс
872,sich ärgern::V,கோப்பபடு,кыыһыр
873,sich ärgern::V,கோப்பபடு,кыйахан
874,sich fürchten::V,பயப்படு,куттан
875,sich fürchten::V,பயப்படு,дьиксин
876,fürchten::V,பயப்படுத்து,дьиксин
877,fürchten::V,பயப்படுத்து,куттан
878,fliehen::V,ஓடு,күрээ
879,flüchten::V,தப்பிவிடு,күрээ
880,sehen::V,பார்,көр
881,anschauen::V,கூர்ந்து கவனி,көр
882,ansehen::V,கவனி,көр
883,hören::V,கேள்,бил
884,hören::V,கேள்,иһит
885,zuhören::V,சுவைத்துப் பார்,иһит
886,probieren::V,ருசி,боруобалаан көр
887,probieren::V,ருசி,амсайан көр
888,riechen::V,முகர்ந்து பார்,сытырҕаа
889,fühlen::V,தொட்டுணர்,бил
890,scheinen::V,காணப்படு,көһүн
891,zu sehen sein::V,தோன்றுதல்,көһүн
892,vernehmen::V,கேள்,иһит
893,frieren::V,குதுகுதுகு,тоҥ
894,frieren::V,குதுகுதுகு,үлүй
895,tun::V,செய்,гын
896,können::V,இயல்வது,кыай
897,wollen::V,விரும்பு,баҕар
898,anfangen::V,தொடங்கு,саҕалаа
899,beenden::V,முடி,бүтэр
900,aufhören::V,நிறுத்து,уурай
901,gelingen::V,வெற்றி,сатан
902,geraten::V,ஏற்படுத்து,баар буолан биэр
903,geraten::V,ஏற்படுத்து,баар буола тус
904,geraten::V,ஏற்படுத்து,буолан таҕыс
905,öffnen::V,திற,ас
906,schließen::V,மூடு,сап
907,schließen::V,மூடு,хатаа
908,stellen::V,வை,уур
909,stellen::V,வை,туруор
910,setzen::V,வை,туруор
911,setzen::V,வை,уур
912,legen::V,பரப்பி வை,уур
913,berühren::V,பதி,тыыт
914,berühren::V,பதி,таарый
915,verbinden::V,சேர்,кэлгий
916,bedecken::V,உறைபோடு,бүрүй
917,aufhängen::V,தொங்கவிடு,ыйаа
918,anzünden::V,எரியூட்டு,умат
919,aufheben::V,பொறுக்கி எடு,өрө тарт
920,zurücklassen::V,விட்டுச் செல்,бырах
921,verlieren::V,இழ,сүтэр
922,fallen lassen::V,அளவில் குறைவு,түһэр
923,fallen lassen::V,அளவில் குறைவு,мүлчү тут
924,machen::V,தயார்செய்,оҥор
925,machen::V,தயார்செய்,оҥоһун
926,herstellen::V,உற்பத்தி செய்,оҥор
927,bauen::V,கட்டு,тут
928,reparieren::V,பழுது பார்,абырахтаа
929,verbessern::V,மேம்படுத்து,тупсар
930,ändern::V,மாற்றி அமை,уларыт
931,graben::V,குழி வெட்டு,хас
932,beugen::V,வனை,бокут
933,beugen::V,வனை,токурут
934,beugen::V,வனை,бүк баттаа
935,biegen::V,வனை,иэх
936,biegen::V,வனை,өҕүлүннэр
937,drehen::V,சுழல்,эргит
938,drehen::V,சுழல்,эргичит
939,wenden::V,குடைகவிழு,эргилин
940,umdrehen::V,சுற்றும் முற்றும் பார்,түҥнэр
941,heben::V,தூக்கு,көтөх
942,hochheben::V,தூக்கு,таһаар
943,ergreifen::V,பறி,тут
944,halten::V,பிடித்துக் கொள்,тут
945,drücken::V,அழுத்து,ык
946,schieben::V,தள்ளு,ас
947,kratzen::V,கீறு,кыһыы
948,lecken::V,நக்கு,салаа
949,beißen::V,கடி,ытыр
950,abreißen::V,கிழி,быһа тарт
951,abreißen::V,கிழி,туура тарт
952,abschneiden::V,வெட்டி எடு,быс
953,abschneiden::V,வெட்டி எடு,быһан ыл
954,abschneiden::V,வெட்டி எடு,быһа баттаа
955,binden::V,கட்டு,кэлгий
956,stecken::V,பதிய வை,батары ас
957,brechen::V,உடை,тоһут
958,klopfen::V,தட்டு,тоҥсуй
959,hauen::V,அடி,оҕус
960,kleben::V,ஒட்டு,силимнээ
961,reiben::V,தேய்,аал
962,streichen::V,பரவச்செய்,сыбаа
963,schleifen::V,அரை,чочуй
964,schneiden::V,துண்டாக்கு,быс
965,rütteln::V,மெல்ல தள்ளு,иэҕэҥнэт
966,schütteln::V,குலுக்கு,сахсый
967,schwenken::V,ஊஞ்சலாடு,дайбаа
968,schütten::V,ஊற்று,кут
969,füllen::V,நிரப்பு,толор
970,einwickeln::V,சுற்று,суулаа
971,tragen::V,எடுத்துச் செல்,ит
972,schleppen::V,இழுத்துச் செல்,сос
973,ziehen::V,இழு,тарт
974,aufbewahren::V,வைத்துக் கொள்,уур
975,aufbewahren::V,வைத்துக் கொள்,харай
976,werfen::V,வீசி எறி,бырах
977,fangen::V,பிடி,хап
978,packen::V,பிடித்துக்கொள்,тут
979,verstecken::V,மறை,саһыар
980,teilen::V,பாகங்களாகப் பிரி,үллэр
981,schicken::V,அனுப்பு,ыыт
982,bringen::V,கொண்டு வா,аҕал
983,hinzufügen::V,சேர்,эп
984,bekommen::V,பெறு,ыл
985,bekommen::V,பெறு,булун
986,erhalten::V,பெறு,ыл
987,nehmen::V,எடு,ыл
988,wählen::V,தேர்ந்தெடு,быыбардаа
989,auswählen::V,தேர்ல்தெடு,тал
990,bewahren::V,கெடாது பேணு,харай
991,behindern::V,தடங்கல் செய்,мэһэйдээ
992,verderben::V,நாசமாக்கு,буорту гын
993,beschädigen::V,சேதப்படுத்து,алдьат
994,zerbrechen::V,உடை,үлтүрүт
995,zerreißen::V,கிழி,хайыта тарт
996,zerstören::V,அழி,алдьат
997,verbrennen::V,எரியூட்டு,уоттаа
998,geben::V,கொடு,биэр
999,reichen::V,வழங்கு,аҕал
1000,schenken::V,மொயத்தல்,бэлэхтээ
1001,versprechen::V,உறுதியளி,эрэннэр
1002,wünschen::V,ஆசைப்படு,баҕар
1003,loben::V,புகழ்ச்சி கூறு,хайҕаа
1004,küssen::V,முத்தமிடு,уураа
1005,wiegen::V,ஆட்டுத்தல்,бигээ
1006,zudecken::V,உறைபோடு,сап
1007,zudecken::V,உறைபோடு,бүрүй
1008,wecken::V,எழுப்பு,уһугуннар
1009,zeigen::V,காட்டு,көрдөр
1010,führen::V,வழிகாட்டி,салай
1011,lehren::V,சொல்லிக் கொடு,үөрэт
1012,unterrichten::V,அறிவுரை கூறு,үөрэт
1013,aufziehen::V,வளர்,иит
1014,leiten::V,அழைத்துச் செல்,салай
1015,antreiben::V,தூண்டு,кыһай
1016,lassen::V,விடு,күһэй
1017,einladen::V,அழை,ыҥыр
1018,vereinigen::V,ஒன்றாகச் சேர்,холбоо
1019,vereinigen::V,ஒன்றாகச் சேர்,түм
1020,besuchen::V,வருகை புரி,сырыт
1021,besuchen::V,வருகை புரி,билсэ сырыт
1022,treffen::V,சந்தி,көрүс
1023,sich versammeln::V,தொகுப்பு,мүһүн
1024,sich versammeln::V,தொகுப்பு,түмүс
1025,spielen::V,விளையாடு,оонньоо
1026,singen::V,பாடு,ыллаа
1027,tanzen::V,நடனமாடு,үҥкүүлээ
1028,sich trennen::V,தனிப்படடுத்து,араҕыс
1029,verlassen::V,கைவிடு,хааллар
1030,retten::V,காப்பாற்று,өрүһүй
1031,bewachen::V,காவல் செய்,араҥаччылаа
1032,schützen::V,பாதுகாப்பு செய்,көмүскээ
1033,verteidigen::V,எதிர்த்து நில்,көмүскээ
1034,sich schlagen::V,பூசலிடு,охсус
1035,schießen::V,சுட்டுக் கொல்,ытыалаа
1036,siegen::V,வெற்றி பெறு,хот
1037,siegen::V,வெற்றி பெறு,кыай
1038,ärgern::V,எரிச்சலூட்டு,кыыһырт
1039,schlagen::V,அடி,оҕус
1040,treten::V,உதை,тэп
1041,stechen::V,கொட்டு,кэй
1042,stoßen::V,நெருக்கு,кэп
1043,stoßen::V,நெருக்கு,үтүрүй
1044,stehlen::V,திருடு,уор
1045,stören::V,தொல்லைகொடு,мэһэйдээ
1046,belästigen::V,தொல்லை கொடு,батар
1047,verbergen::V,மறை,кистээ
1048,täuschen::V,ஏமாற்று,албыннаа
1049,betrügen::V,ஏமாற்று,албыннаа
1050,töten::V,கொல்,өлөр
1051,wohnen::V,தங்கியிரு,олор
1052,arbeiten::V,வேலை செய்,үлэлээ
1053,sammeln::V,ஒன்றுசேர்,мус
1054,sammeln::V,ஒன்றுசேர்,хомуй
1055,pflücken::V,கொய்து எடு,үргээ
1056,jagen::V,வேட்டையாடு,бултаа
1057,fischen::V,மீன் பிடி,балыктаа
1058,fassen::V,பிடி,тут
1059,hüten::V,காவல் செய்,манаа
1060,treiben::V,ஓட்டு,үүр
1061,anbinden::V,கட்டு,баай
1062,füttern::V,உணவளி,аһат
1063,melken::V,பால் கற,ыа
1064,hacken::V,வெட்டி எடு,кэрт
1065,gießen::V,நீர்ப் பாய்ச்சு,сиигирт
1066,reifen::V,பழு,бус
1067,zubereiten::V,சமையல் செய்,бэлэмнээ
1068,kochen::V,வேகவை,буһар
1069,backen::V,வெப்பத்தில் வாட்டு,буһар
1070,braten::V,பொரியச் செய்,хооруй
1071,braten::V,பொரியச் செய்,ыһаарылаа
1072,braten::V,பொரியச் செய்,соркуойдаа
1073,umrühren::V,கலக்கு,былаа
1074,stricken::V,பின்னியிழை,өр
1075,nähen::V,தையல் வேலை செய்,иистэн
1076,färben::V,வண்ணம் பெறச் செய்,кырааскалаа
1077,reinigen::V,சுத்தம் செய்,ыраастаа
1078,waschen::V,கழுவு,сууй
1079,abwischen::V,துடை,сот
1080,spülen::V,அலசு,сайҕаа
1081,fegen::V,பெறுக்கு,сиппий
1082,kehren::V,பெறுக்கு,харбаа
1083,baden::V,குளி,сөтүөлээ
1084,sich waschen::V,கழுவு,суун
1085,ausziehen::V,கழற்று,уһул
1086,anziehen::V,புனைதல்,кэтэрт
1087,sich anziehen::V,உடுத்துதல்,таҥын
1088,kämmen::V,தலை வாரிக் கொள்,тараа
1089,schmücken::V,அழகுபடுத்து,симээ
1090,sagen::V,சொல்,диэ
1091,sprechen::V,பேசு,эт
1092,sprechen::V,பேசு,саҥар
1093,reden::V,பெசு,кэпсэт
1094,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,кэпсэт
1095,fragen::V,கேள்,ыйыт
1096,bitten::V,வேண்டு,көрдөс
1097,erzählen::V,சொல்,кэпсээ
1098,erzählen::V,சொல்,сэһэргээ
1099,mitteilen::V,சொல்,биллэр
1100,nennen::V,பெயரிடுதல்,ааттаа
1101,rufen::V,கூச்சலிடு,ыҥыр
1102,prahlen::V,தற்பெருமை பேசு,чабылан
1103,prahlen::V,தற்பெருமை பேசு,киһиргээ
1104,übersetzen::V,மொழிபெயர்ப்பு செய்,тылбаастаа
1105,denken::V,யோசி,санаа
1106,denken::V,யோசி,толкуйдаа
1107,glauben::V,நம்பு,итэҕэй
1108,bemerken::V,கவனி,бэлиэтээ
1109,erkennen::V,அடையாளம் கண்டுகொள்,бил
1110,begreifen::V,பற்றிக்கொள்,өйдөө
1111,verstehen::V,புரிந்து கொள்,өйдөө
1112,lernen::V,கற்றுக்கொள்,үөрэн
1113,wissen::V,தெரிந்திரு,бил
1114,sich erinnern an::V,நினைவு கூர்,аҕын
1115,vergessen::V,மற,умун
1116,messen::V,அளவிடு,кэмнээ
1117,messen::V,அளவிடு,кээмэйдээ
1118,zählen::V,எண்ணு,аах
1119,rechnen::V,கணக்கிடு,аах
1120,lesen::V,படி,аах
1121,malen::V,வண்ணச்சித்திரம்,уруһуйдаа
1122,zeichnen::V,வரை,уруһуйдаа
1123,schreiben::V,எழுது,суруй
1124,besitzen::V,உடைமையாகக் கொண்டிரு,баһылаа
1125,kaufen::V,வாங்கு,атыылас
1126,verkaufen::V,விற்பனை செய்,атыылаа
1127,bezahlen::V,இறுத்தல்,төлөө
1128,zahlen::V,பணம் செலுத்து,төлөө
1129,beherrschen::V,ஆட்சிசெய்,баһылаа
1130,ertragen::V,தாங்கு,тулуй
