,Concept_ID,no,ba
790,sechzig::NUM,seksti,алтмыш
791,siebzig::NUM,sytti,етмеш
792,achtzig::NUM,åtti,һикһән
793,neunzig::NUM,nitti,туҡһан
794,hundert::NUM,hundre,йөҙ
795,tausend::NUM,tusen,мең
796,und::CNJ,og,да
797,oder::CNJ,eller,йәки
798,stehen::V,stå,тороу
799,sitzen::V,sitte,ултырыу
800,liegen::V,ligge,ятыу
801,hängen::V,henge,аҫылынып тороу
802,werden::V,bli,булыу
803,passieren::V,skje,булыу
804,passieren::V,hende,булыу
805,beginnen::V,begynne,башлау
806,enden::V,ende,бөтөү
807,enden::V,ende,тамамланыү
808,enden::V,slutte,бөтөү
809,enden::V,slutte,тамамланыү
810,wechseln::V,veksle,үҙгәреү
811,aufgehen[Sonne]::V,stå opp,ҡалҡыу
812,untergehen[Sonne]::V,gå ned,байыу
813,scheinen[Sonne]::V,skinne,яҡтыртып тороу
814,donnern::V,tordne,күкрәү
815,wehen::V,blåse,иҫеү
816,strömen::V,strømme,ташыу
817,fließen::V,flyte,ағыу
818,sich drehen::V,dreie seg,әйләнеү
819,schwanken::V,svaie,тирбәлеү
820,schwingen::V,svinge,бәүетеү
821,fallen::V,falle,йығылыу
822,brennen::V,brenne,яныу
823,rauchen::V,ryke,төтәү
824,regnen::V,regne,ямғыр яуа
825,gefrieren::V,fryse,туңыү
826,tauen::V,tine,иреү
827,schmelzen::V,smelte,иреү
828,trocknen::V,tørre,кибеү
829,sieden::V,koke,ҡайнау
830,faulen::V,råtne,сереу
831,verfaulen::V,råtne,сереу
832,reißen::V,briste,өҙөү
833,reißen::V,briste,йыртылыу
834,versinken::V,synke,батыу
835,versinken::V,synke ned,батыу
836,vergehen::V,forløpe,үтеү
837,erscheinen::V,synes,килеп сығыу
838,verschwinden::V,forsvinne,юғалыу
839,sinken::V,synke,түбәнәйеү
840,abnehmen::V,avta,кәметеү
841,abnehmen::V,minske,кәметеү
842,zunehmen::V,tilta,артыу
843,steigen::V,stige,күтәрелеү
844,wachsen::V,gro,үҫеү
845,wachsen::V,vokse,үҫеү
846,glänzen::V,skinne,ялтырау
847,funkeln::V,tindre,баҙлау
848,lärmen::V,bråke,шаулау
849,läuten::V,ringe,ҡағыу
850,klingeln::V,ringe,ҡағыу
851,klingeln::V,ringe,шылтыратыу
852,klirren::V,klirre,шылтыратыу
853,brausen::V,bruse,ҡотороноу
854,rauschen::V,suse,шыптырлау
855,klingen::V,lyde,яңғырау
856,klingen::V,klinge,яңғырау
857,bellen::V,gjø,өрөү
858,bellen::V,bjeffe,өрөү
859,heulen::V,ule,олоу
860,blasen::V,blåse,өрөү
861,pfeifen::V,plystre,һызғырып ебәреү
862,schreien::V,skrike,ҡысҡырыу
863,stöhnen::V,stønne,уңғырашыу
864,zittern::V,dirre,ҡалтырау
865,zittern::V,skjelve,ҡалтырау
866,leben::V,leve,йәшәү
867,geboren werden::V,fødes,тыуыу
868,atmen::V,ånde,тын алыү
869,atmen::V,puste,тын алыү
870,trinken::V,drikke,эсеү
871,essen::V,spise,ашау
872,schlucken::V,svelge,йотоу
873,müde werden::V,bli trett,арыу
874,einschlafen::V,sovne,йоҡлап китеү
875,schlafen::V,sove,йоҡлау
876,aufwachen::V,våkne,уяныу
877,aufstehen::V,stå opp,тороу
878,sich erholen::V,bli bra,ял итеү
879,sich erholen::V,komme seg,ял итеү
880,krank werden::V,bli syk,сирләү
881,krank sein::V,være syk,сирләү
882,schmerzen::V,gjøre vondt,ауыртыу
883,husten::V,hoste,йүтәлләү
884,genesen::V,komme seg,һауығыу
885,sterben::V,dø,үлеү
886,umkommen::V,omkomme,һәләк булыу
887,sich bewegen::V,bevege seg,хәрәкәт итеү
888,sich rühren::V,røre på seg,ҡуҙғалыу
889,sich erheben::V,reise seg,тороу
890,sich setzen::V,sette sig,ултырыу
891,hinfallen::V,falle over ende,ҡолау
892,laufen::V,løpe,йөрөү
893,schreiten::V,skride,атлау
894,spazierengehen::V,spasere,ял итеп йороү
895,spazierengehen::V,gå en tur,ял итеп йороү
896,eilen::V,ile,ашығыу
897,eilen::V,ile,ҡабаланыу
898,sich beeilen::V,skynde seg,ашығыу
899,sich beeilen::V,skynde seg,ҡабаланыу
900,sausen::V,suse,елеү
901,rennen::V,løpe,йүгеп йөрөү
902,springen::V,hoppe,һикереү
903,springen::V,springe,һикереү
904,klettern::V,klatre,үрмәләү
905,klettern::V,klatre,үрмәләп менеү
906,schaukeln::V,huske,сайҡалыу
907,kriechen::V,krype,шыуышыу
908,schwimmen::V,svømme,йоҙөү
909,tauchen::V,dykke,сумыу
910,rudern::V,ro,ишеү
911,fahren::V,kjøre,йөрөү
912,fliegen::V,fly,осоу
913,gehen::V,gå,барыу
914,weggehen::V,gå bort,китеү
915,abfahren::V,reise,сығыу
916,anhalten::V,stanse,тукталыу
917,hineingehen::V,gå inn,инеү
918,eintreten::V,tre inn,инеү
919,kommen::V,komme,килеү
920,ankommen::V,ankomme,килеү
921,ankommen::V,komme til,килеү
922,zurückkommen::V,komme tilbake,ҡайтыу
923,bleiben::V,bli,ҡалыу
924,bleiben::V,forbli,ҡалыу
925,warten::V,vente,көтөп тороу
926,erwarten::V,vente,көтөү
927,suchen::V,søke,эҙләү
928,finden::V,finne,табыу
929,versuchen::V,prøve,тырышып ҡарау
930,versuchen::V,forsøke,тырышып ҡарау
931,vorbereiten::V,forberede,әҙерләү
932,lieben::V,elske,яратыу
933,mögen::V,like,һөйөү
934,mögen::V,like,яратыу
935,lachen::V,le,көлөү
936,rühren::V,røre,ҡағылыу
937,weinen::V,gråte,илау
938,schimpfen::V,skjelle,һүгенеү
939,schimpfen::V,skjelle,тиргәнеү
940,schimpfen::V,skjelle,һуҡраныу
941,sich ärgern::V,ergre seg,асыуланыу
942,sich fürchten::V,være redd,ҡурҡыу
943,fürchten::V,være redd for,ҡурҡыу
944,fliehen::V,rømme,ҡасыу
945,fliehen::V,flykte,ҡасыу
946,flüchten::V,flykte,ҡасыу
947,sehen::V,se,күреү
948,anschauen::V,se på,ҡарау
949,anschauen::V,betrakte,ҡарау
950,ansehen::V,anse,ҡарау
951,ansehen::V,anse,тикшереү
952,hören::V,høre,ишетеү
953,zuhören::V,tilhøre,тыңлау
954,probieren::V,smake,татыу
955,probieren::V,smake på,татыу
956,riechen::V,lukte,еҫкәү
957,fühlen::V,føle,тойоу
958,scheinen::V,se ut,кеүек күренеү
959,scheinen::V,se ut,тойолоу
960,zu sehen sein::V,synes,күренеү
961,vernehmen::V,få vite,ишетеү
962,frieren::V,fryse,туңыү
963,tun::V,gjøre,яһау
964,tun::V,gjøre,әшләү
965,können::V,kunne,алыу
966,können::V,kunne,мөмкин булыу
967,wollen::V,ville,теләү
968,anfangen::V,begynne,башлау
969,beenden::V,avslutte,бөтөрөү
970,beenden::V,avslutte,тамамлау
971,aufhören::V,slutte,туктау
972,aufhören::V,holde opp,туктау
973,gelingen::V,lykkes,уңышлы булыу
974,geraten::V,bli,булып сығыу
975,öffnen::V,åpne,асыу
976,schließen::V,lukke,йомоу
977,schließen::V,stenge,йомоу
978,stellen::V,stille,ҡуйыу
979,setzen::V,sette,урынлаштырыу
980,legen::V,legge,һалыу
981,berühren::V,berøre,тейеү
982,berühren::V,berøre,ҡағылыу
983,verbinden::V,forbinde,ҡушыу
984,verbinden::V,forbinde,бәйләү
985,bedecken::V,dekke,ҡаплау
986,aufhängen::V,henge,элеү
987,aufhängen::V,henge opp,элеү
988,anzünden::V,tenne,тоҡандырыу
989,anzünden::V,antenne,тоҡандырыу
990,anzünden::V,tenne på,тоҡандырыу
991,aufheben::V,løfte,мендереү
992,aufheben::V,ta opp,мендереү
993,zurücklassen::V,slippe tilbake,ҡалдырыу
994,verlieren::V,miste,юғалтыу
995,fallen lassen::V,droppe,төшөрөп ебәреү
996,fallen lassen::V,la falle,төшөрөп ебәреү
997,machen::V,lage,яһау
998,machen::V,lage,эшләү
999,machen::V,gjøre,яһау
1000,machen::V,gjøre,эшләү
1001,herstellen::V,fremstille,эшләп сығарыу
1002,bauen::V,bygge,төҙөү
1003,reparieren::V,reparere,төҙәтеү
1004,verbessern::V,rette,яҡшыртыу
1005,verbessern::V,forbedre,яҡшыртыу
1006,ändern::V,forandre,үҙгәртеү
1007,graben::V,grave,ҡаҙыу
1008,beugen::V,bøye,бөгөү
1009,biegen::V,bøye,бөгөү
1010,drehen::V,dreie,өйрөлтөү
1011,drehen::V,dreie,әйләндереү
1012,wenden::V,vende,әйләндереү
1013,umdrehen::V,snu,түңкәреү
1014,heben::V,heve,күтәреү
1015,heben::V,heve,мендереү
1016,hochheben::V,løfte,күтәреү
1017,ergreifen::V,gripe,тотоп алыу
1018,ergreifen::V,få tak i,тотоп алыу
1019,halten::V,holde,тотоу
1020,drücken::V,trykke,ҡыҫыу
1021,schieben::V,skyve,этеү
1022,schieben::V,skyve,төртөү
1023,kratzen::V,klø,ҡырыу
1024,kratzen::V,klore,ҡырыу
1025,lecken::V,slikke,ялау
1026,beißen::V,bite,тешләү
1027,abreißen::V,rive av,өҙөү
1028,abschneiden::V,skjære av,ҡырҡыу
1029,binden::V,binde,бәйләү
1030,stecken::V,stikke,ҡаҙау
1031,brechen::V,bryte,боҙоу
1032,brechen::V,briste,боҙоу
1033,klopfen::V,banke,шаҡылдау
1034,hauen::V,hogge,туҡмау
1035,kleben::V,klistre,йәбештереү
1036,reiben::V,gni,ыуыу
1037,reiben::V,gni,ышҡыу
1038,streichen::V,stryke,яғыу
1039,schleifen::V,slipe,үткерләү
1040,schneiden::V,klippe,ҡырҡыу
1041,rütteln::V,ruske,һелкетеү
1042,schütteln::V,riste,һелкетеү
1043,schwenken::V,svinge,болғау
1044,schütten::V,helle,ҡойоу
1045,füllen::V,fylle,тултырыу
1046,einwickeln::V,vikle inn,төрөү
1047,tragen::V,bære,алып барыу
1048,schleppen::V,slepe,һөйрәү
1049,ziehen::V,dra,тартыу
1050,ziehen::V,trekke,тартыу
1051,aufbewahren::V,oppbevare,һаҡлау
1052,aufbewahren::V,ta vare på,һаҡлау
1053,werfen::V,kaste,ырғытыу
1054,fangen::V,fange,тотоу
1055,packen::V,gripe,етеү
1056,packen::V,gripe,тотоп алыу
1057,packen::V,gripe tak i,етеү
1058,packen::V,gripe tak i,тотоп алыу
1059,verstecken::V,gjemme,йәшереү
1060,teilen::V,dele,бүлеү
1061,schicken::V,sende,ебәреү
1062,bringen::V,bringe,килтереү
1063,hinzufügen::V,tilføye,өтәү
1064,bekommen::V,få,алыу
1065,erhalten::V,få,алыу
1066,nehmen::V,ta,алыу
1067,wählen::V,velge,һайлаү
1068,auswählen::V,velge ut,һайлап алыу
1069,bewahren::V,bevare,һаҡлау
1070,behindern::V,hindre,тотҡарлыҡ яһау
1071,behindern::V,forhindre,тотҡарлыҡ яһау
1072,verderben::V,ødelegge,боҙоу
1073,beschädigen::V,skade,боҙоу
1074,zerbrechen::V,brekke i stykker,ҡыйратыу
1075,zerreißen::V,rive i stykker,йыртыу
1076,zerstören::V,ødelegge,емереү
1077,verbrennen::V,brenne,үртәү
1078,verbrennen::V,brenne opp,үртәү
1079,geben::V,gi,биреү
1080,reichen::V,rekke,биреү
1081,schenken::V,forære,бүләк итеү
1082,schenken::V,skjenke,бүләк итеү
1083,versprechen::V,love,вәғәҙә биреү
1084,wünschen::V,ønske,теләу
1085,loben::V,rose,маҡтау
1086,küssen::V,kysse,үбеү
1087,wiegen::V,vogge,бәүетеү
1088,wiegen::V,vogge,тирбәтеү
1089,zudecken::V,dekke til,ҡаплау
1090,wecken::V,vekke,уятыу
1091,zeigen::V,vise,күрһәтеү
1092,führen::V,føre,етәкләү
1093,lehren::V,lære,уҡытыу
1094,lehren::V,lære,өйрәтеү
1095,unterrichten::V,undervise,уҡытыу
1096,aufziehen::V,oppdra,тәрбиәле
1097,leiten::V,lede,етәкләү
1098,leiten::V,lede,етәкселек итеү
1099,antreiben::V,drive på,ашыҡтырыу
1100,lassen::V,få til å,мәжбүр итеү
1101,einladen::V,be,саҡырыу
1102,einladen::V,invitere,саҡырыу
1103,vereinigen::V,forene,берләштереү
1104,besuchen::V,besøke,килеп сығыу
1105,treffen::V,møte,тойоү
1106,treffen::V,møte,осратыу
1107,treffen::V,møte,ҡаршылау
1108,treffen::V,treffe,тойоү
1109,treffen::V,treffe,осратыу
1110,treffen::V,treffe,ҡаршылау
1111,sich versammeln::V,forsamles,йыйылыу
1112,spielen::V,leke,тартыу
1113,spielen::V,spille,тартыу
1114,singen::V,synge,йырлау
1115,tanzen::V,danse,бейеү
1116,sich trennen::V,skilles,айырылышыу
1117,verlassen::V,forlate,ташлау
1118,verlassen::V,forlate,ташлап китеү
1119,retten::V,redde,ҡотҡарыу
1120,bewachen::V,bevokte,һаҡлау
1121,schützen::V,verne,һаҡлау
1122,schützen::V,beskytte,һаҡлау
1123,verteidigen::V,forsvare,яҡлау
1124,sich schlagen::V,slåss,һуғышыу
1125,schießen::V,skyte,атыу
1126,siegen::V,seire,еңеү
1127,ärgern::V,ergre,асыуландырыу
1128,treten::V,sparke,тибеү
1129,treten::V,sparke,типкеләү
1130,stechen::V,stikke,сәнсеү
1131,stoßen::V,støte,этеү
1132,stoßen::V,støte,төртөү
1133,stehlen::V,stjele,урлау
1134,stören::V,forstyrre,ҡамасаулау
1135,belästigen::V,plage,бимазалау
1136,belästigen::V,plage,ҡамасаулау
1137,belästigen::V,sjenere,бимазалау
1138,belästigen::V,sjenere,ҡамасаулау
1139,verbergen::V,gjemme,йәшереү
1140,täuschen::V,villede,ултыртыу
1141,betrügen::V,bedra,алдау
1142,töten::V,drepe,үлтереү
1143,wohnen::V,bo,йәшәү
1144,arbeiten::V,arbeide,эшләү
1145,sammeln::V,samle,йыйыу
1146,pflücken::V,plukke,өҙөү
1147,jagen::V,jage,аулау
1148,fischen::V,fiske,аулау
1149,fassen::V,fange,тотоу
1150,hüten::V,vokte,көтөү
1151,treiben::V,drive,ҡыуыу
1152,anbinden::V,feste,бәйләү
1153,füttern::V,fore,ашатыу
1154,melken::V,melke,һауыү
1155,hacken::V,hakke,турау
1156,hacken::V,hakke,тапау
1157,gießen::V,helle,ҡойоу
1158,reifen::V,modne,өлғөрөү
1159,zubereiten::V,lage,бешереү
1160,zubereiten::V,tilberede,бешереү
1161,kochen::V,koke,бешереү
1162,backen::V,bake,бешереү
1163,braten::V,steke,ҡурыу
1164,umrühren::V,røre om,ҡатнаштырыу
1165,stricken::V,strikke,бәйләү
1166,nähen::V,sy,тегеү
1167,färben::V,farge,буяу
1168,reinigen::V,rense,таҙартыу
1169,reinigen::V,gjøre ren,таҙартыу
1170,waschen::V,vaske,йыуыу
1171,abwischen::V,tørke av,һөртөү
1172,spülen::V,spyle,сайҡау
1173,spülen::V,skylle,сайҡау
1174,fegen::V,feie,һепереү
1175,kehren::V,koste,һепереү
1176,baden::V,bade,һыу инеү
1177,sich waschen::V,vaske seg,йыуыныу
1178,ausziehen::V,ta av,сисеү
1179,anziehen::V,ta på,кейеү
1180,sich anziehen::V,kle på seg,кейенеү
1181,kämmen::V,gre,тарау
1182,kämmen::V,kjemme,тарау
1183,schmücken::V,pynte,биҙәү
1184,schmücken::V,smykke,биҙәү
1185,sagen::V,si,әйтеү
1186,sprechen::V,snakke,әйтеү
1187,sprechen::V,snakke,һөйләшеү
1188,reden::V,tale,һөйләшеү
1189,reden::V,snakke,һөйләшеү
1190,sich unterhalten::V,samtale,әңгәмәләшеү
1191,fragen::V,spørre,һорау
1192,bitten::V,be,үтенеү
1193,erzählen::V,fortelle,һөйләү
1194,mitteilen::V,meddele,әйтеү
1195,nennen::V,kalle,атау
1196,nennen::V,kalle,исемләү
1197,rufen::V,rope,саҡырыу
1198,prahlen::V,skryte,маҡтаныу
1199,prahlen::V,skryte,шапырыныу
1200,übersetzen::V,oversette,тәржемә итеү
1201,denken::V,tenke,уйлау
1202,glauben::V,tro,ышаныу
1203,bemerken::V,bemerke,күреү
1204,bemerken::V,legge merke til,күреү
1205,erkennen::V,gjenkjenne,таныу
1206,begreifen::V,begripe,аңлау
1207,verstehen::V,forstå,аңлау
1208,verstehen::V,skjønne,аңлау
1209,lernen::V,lære,өйрәнеү
1210,wissen::V,vite,белеү
1211,sich erinnern an::V,huske på,хәтергә алыу
1212,vergessen::V,glemme,онотоу
1213,messen::V,måle,үлсәү
1214,zählen::V,telle,һанау
1215,rechnen::V,regne,һанау
1216,lesen::V,lese,уҡыу
1217,malen::V,male,һүрәт яһау
1218,malen::V,male,рәсем төшөрөү
1219,zeichnen::V,tegne,һүрәт яһау
1220,zeichnen::V,tegne,рәсем төшөрөү
1221,schreiben::V,skrive,яҙыу
1222,besitzen::V,eie,биләү
1223,besitzen::V,inneha,биләү
1224,kaufen::V,kjøpe,һатып алыу
1225,verkaufen::V,selge,һатыу
1226,bezahlen::V,betale,түләү
1227,zahlen::V,betale,түләү
1228,beherrschen::V,beherske,биләү
1229,ertragen::V,orke,түҙеү
1230,schlagen::V,,бәреү
1231,schlagen::V,,туҡмау
