,Concept_ID,br,hi
253,Hahn::N,kilhog,मुर्ग़ा
254,Gans::N,gwazenn,हंस
255,Gans::N,gwazenn,हंसिनी
256,Adler::N,erer,उक़ाब
257,Ente::N,houad,बतख़
258,Ente::N,houad,बत्तक
259,Eule::N,toud,उल्लू
260,Kranich::N,garan,सारस
261,Kranich::N,garan,क्रौंंच
262,Krähe::N,bran,काक
263,Kuckuck::N,koukoug,कोयल
264,Kuckuck::N,koukoug,कोकिल
265,Schwan::N,alarc'h,हंस
266,Schwan::N,alarc'h,मराल
267,Fisch::N,pesk,मछली
268,Fisch::N,pesk,मत्स्य
269,Barsch::N,brell,पर्च
270,Hecht::N,beked,पाइक
271,Schlange[Tier]::N,naer,सर्प
272,Wurm::N,preñv,कृमि
273,Wurm::N,preñv,कीड़ा
274,Spinne::N,kevnidenn,लूता
275,Spinne::N,kevnidenn,मकड़ी
276,Ameise::N,merion,चींटी
277,Laus::N,laouenn,जूँ
278,Mücke::N,moustik,डाँस
279,Fliege::N,kelienenn,मक्खी
280,Fliege::N,kelienenn,मक्षिका
281,Schmetterling::N,balafenn,तितली
282,Beere::N,hog,बेरी
283,Apfel::N,aval,सेब
284,Pilz::N,kabell-touseg,खुंबी
285,Zwiebel::N,ognonenn,प्याज़
286,Saat::N,had,बीज
287,Korn::N,ed,दाना
288,Heu::N,foenn,मूखी घास
289,Schale::N,peliadur,बकला
290,Schale::N,peliadur,छिलका
291,Falle::N,pech,जाल
292,Falle::N,pech,फँदा
293,Schlinge::N,krouglas,फँदा
294,Asche::N,ludu,राख
295,Dreck::N,fank,मैल
296,Dreck::N,fank,गंदगी
297,Eisen::N,houarn,लोहा
298,Gold::N,aour,सोना
299,Gold::N,aour,स्वर्ण
300,Silber::N,arc'hant,रजत
301,Silber::N,arc'hant,चाँदी
302,Kohle::N,glaou,कोयला
303,Glas::N,gwer,काँच
304,Sand::N,traezh,रेत
305,Sand::N,traezh,बालू
306,Mensch::N,den,मानव
307,Mensch::N,den,इनसान
308,Mensch::N,den,मनुष्य
309,Mann::N,den,आदमी
310,Mann::N,den,पुरुष
311,Frau::N,maouez,औरत
312,Frau::N,maouez,महिला
313,Frau::N,maouez,स्त्री
314,Kind::N,bugel,बाल
315,Kind::N,bugel,बच्चा
316,Junge::N,paotr,लड़का
317,Mädchen::N,plac'h,लड़की
318,Mädchen::N,plac'h,कुमारी
319,Familie::N,familh,परिवार
320,Großvater::N,tad-kozh,दादा
321,Großmutter::N,mamm-gozh,नानी
322,Eltern::N,kerent,माँ-बाप
323,Eltern::N,kerent,माता-पिता
324,Vater::N,tad,बाप
325,Vater::N,tad,पिता
326,Mutter::N,mamm,माँ
327,Mutter::N,mamm,माता
328,Sohn::N,mab,बेटा
329,Sohn::N,mab,पुत्र
330,Tochter::N,merc'h,बेटी
331,Tochter::N,merc'h,पुत्री
332,Bruder::N,breur,भाई
333,Bruder::N,breur,भ्राता
334,Schwester::N,c'hoar,बहन
335,Schwester::N,c'hoar,भगिनी
336,Onkel::N,eontr,ताऊ
337,Onkel::N,eontr,काका
338,Tante::N,moereb,बूआ
339,Tante::N,moereb,फूफी
340,Tante::N,moereb,ख़ाला
341,Ehemann::N,gwaz,पति
342,Ehemann::N,gwaz,शौहर
343,Ehefrau::N,gwreg,बीवी
344,Freude::N,levenez,आनंद
345,Freude::N,levenez,प्रसन्नता
346,Gelächter::N,c'hoarzherezh,हँसी
347,Gelächter::N,c'hoarzherezh,क़हक़हा
348,Glück::N,chañs,आनंद
349,Glück::N,chañs,ख़ुशी
350,Kummer::N,doan,शोक
351,Kummer::N,doan,दुःख
352,Wunsch::N,c'hoant,इच्छा
353,Wunsch::N,c'hoant,अभिलाषा
354,Lust::N,c'hoant,चाह
355,Lust::N,c'hoant,कामना
356,Geist::N,spered,जान
357,Geist::N,spered,प्राण
358,Gedanke::N,soñj,विचार
359,Gedächtnis::N,eñvor,याददाश्त
360,Gedächtnis::N,eñvor,स्मरण-शक्ति
361,Verstand::N,skiant,समझ
362,Verstand::N,skiant,अक़्ल
363,Verstand::N,skiant,बुद्धि
364,Sinn::N,ster,अर्थ
365,Grund::N,kaoz,वजह
366,Grund::N,kaoz,कारण
367,Wahrheit::N,gwirionez,सत्य
368,Wahrheit::N,gwirionez,सच्चाई
369,Gespräch::N,kaozeadenn,चर्चा
370,Gespräch::N,kaozeadenn,वार्ता
371,Gespräch::N,kaozeadenn,बात-चीत
372,Märchen::N,kaoz korriganez,क़िस्सा
373,Erzählung::N,kontadenn,कथा
374,Erzählung::N,kontadenn,कहानी
375,Nachricht::N,keloù,सूचना
376,Nachricht::N,keloù,समाचार
377,Neuigkeit::N,kelaouenn,ख़बर
378,Neuigkeit::N,kelaouenn,समाचार
379,Name::N,anv,नाम
380,Rätsel::N,divinatez,पहेली
381,Rede::N,diskour,वचन
382,Rede::N,diskour,भाषण
383,Sprache::N,yezh,भाषा
384,Sprache::N,yezh,ज़बान
385,Stimme::N,mouezh,स्वर
386,Stimme::N,mouezh,आवाज़
387,Wort::N,ger,शब्द
388,Wort::N,ger,लफ़्ज़
389,Zeichen::N,sin,निशान
390,Ruf::N,galv,पुकार
391,Ruf::N,galv,आह्वान
392,Lärm::N,trouz,शोर
393,Lärm::N,trouz,हुल्लड़
394,Ton::N,ton,सुर
395,Ton::N,ton,स्वर
396,Lied::N,kanaouenn,गीत
397,Ruhe::N,sioulded,आराम
398,Ruhe::N,sioulded,ख़ामोशी
399,Leute::N,tud,लोग
400,Volk::N,pobl,क़ौम
401,Volk::N,pobl,प्रजा
402,Arbeit::N,labour,काम
403,Gast::N,kouviad,अतिथि
404,Gast::N,kouviad,मेहमान
405,Geschenk::N,prof,उपहार
406,Geschenk::N,prof,तोहफ़ा
407,Spiel::N,c'hoari,खेल
408,Spiel::N,c'hoari,क्रीड़ा
409,Gesellschaft::N,kompagnunezh,साथ
410,Gesellschaft::N,kavandad,साथ
411,Hilfe::N,sikour,मदद
412,Hilfe::N,sikour,सहायता
413,Freund::N,mignon,मित्र
414,Kamerad::N,kamarad,साथी
415,Kamerad::N,kamarad,कामरेड
416,Angelegenheit::N,afer,बात
417,Angelegenheit::N,afer,मामला
418,Anzahl::N,niver,तादाद
419,Anzahl::N,niver,संख्या
420,Art::N,sort,तरह
421,Art::N,sort,क़िस्म
422,Stück::N,tamm,फाँक
423,Stück::N,tamm,टुकड़ा
424,Teil::N,pezh,भाग
425,Teil::N,pezh,हिस्सा
426,Hälfte::N,hanterenn,अर्धभाग
427,Kreis::N,kelc'h,चक्कर
428,Kreuz::N,kroaz,सलीब
429,Kreuz::N,kroaz,क्रूस
430,Linie::N,linenn,लाइन
431,Strich::N,tenn,लकीर
432,Abstand::N,distok,अंतर
433,Abstand::N,distok,फ़ासला
434,Entfernung::N,keid,दूरी
435,Entfernung::N,keid,फ़ासला
436,Entfernung::N,kehid,दूरी
437,Entfernung::N,kehid,फ़ासला
438,Gegend::N,korn-bro,इलाक़ा
439,Platz::N,plasenn,जगह
440,Platz::N,plasenn,स्थान
441,Ort::N,lec'h,स्थल
442,Ort::N,lec'h,स्थान
443,Seite::N,tu,ओर
444,Seite::N,tu,तरफ़
445,Mitte::N,kreiz,बीच
446,Mitte::N,kreiz,मध्य
447,Gegenstand::N,tra,चीज़
448,Gegenstand::N,tra,पदार्थ
449,Sache::N,tra,चीज़
450,Sache::N,tra,वस्तु
451,Rand::N,kantenn,छोर
452,Rand::N,kantenn,उपांत
453,Kante::N,kantenn,कोर
454,Kante::N,kantenn,किनारा
455,Ecke::N,korn,कोना
456,Ecke::N,korn,नुक्कड़
457,Spitze::N,begell,नोक
458,Ende::N,dibenn,छोर
459,Ende::N,dibenn,सिरा
460,Loch::N,toull,छेद
461,Loch::N,toull,सूराख़
462,Muster::N,tresadenn,नमूना
463,Muster::N,tresadenn,डिज़ाइन
464,Größe::N,ment,परिमाण
465,Größe::N,ment,विस्तार
466,Länge::N,hirder,लंबाई
467,Höhe::N,uhelder,ऊँचाई
468,Höhe::N,uhelder,उच्चता
469,Gewicht::N,pouez,भार
470,Gewicht::N,pouez,वज़न
471,Menge::N,bern,मात्रा
472,Haufen::N,bern,ढेर
473,Haufen::N,bern,अंबार
474,Reihe::N,steud,क़तार
475,Reihe::N,steud,पंक्ति
476,Boot::N,bag,नाव
477,Boot::N,bag,नौका
478,Ruder::N,roeñv,चप्पू
479,Schlitten::N,trainell,बर्फ़-गाड़ी
480,Ski::N,ski,स्की
481,Last::N,karg,भार
482,Gang::N,kerzh,चाल
483,Schritt::N,paz,डग
484,Schritt::N,paz,क़दम
485,Norden::N,norzh,उत्तर
486,Norden::N,hanternoz,उत्तर
487,Süden::N,su,दक्खिन
488,Süden::N,kreisteiz,दक्खिन
489,Westen::N,kuzh-heol,पश्चिम
490,Osten::N,reter,पूरब
491,Osten::N,sav-heol,पूरब
492,Holz::N,koad,काठ
493,Holz::N,koad,काष्ठ
494,Brett::N,plankenn,पटरा
495,Brett::N,plankenn,तख़्ता
496,Platte::N,plakenn,फलक
497,Platte::N,plakenn,तख़्ता
498,Stütze::N,harp,टेक
499,Stütze::N,harp,थूनी
500,Stange::N,sparl,छड़
501,Stange::N,sparl,बाँस
502,Stock::N,bazh,लाठी
503,Stab::N,bazh,लग्गा
504,Rohr::N,tub,नल
505,Rohr::N,korz,नल
506,Haus::N,ti,घर
507,Haus::N,ti,मकान
508,Heim::N,kêr,घर
509,Heim::N,kêr,गृह
510,Ofen::N,forn,चूल्हा
511,Fußboden::N,plañchod,फ़र्श
512,Tisch::N,taol,मेज़
513,Stuhl::N,kador,कुरसी
514,Wiege::N,kavell,पालना
515,Wiege::N,kavell,हिंडोला
516,Bett::N,gwele,खाट
517,Bett::N,gwele,पलंग
518,Regal::N,estajerenn,शेल्फ़
519,Kiste::N,kased,पेटी
520,Kiste::N,kased,डिब्बा
521,Fenster::N,prenestr,खिड़की
522,Tür::N,dor,द्वार
523,Tür::N,dor,दरवाज़ा
524,Tor::N,portal,फाटक
525,Zaun::N,sklotur,बाड़ा
526,Dach::N,toenn,छत
527,Dach::N,toenn,छप्पर
528,Leiter::N,skeul,सीढ़ी
529,Besen::N,skubell,झाड़ू
530,Besen::N,skubell,बुहारी
531,Spaten::N,pal,कुदाल
532,Schaufel::N,pal,बेलचा
533,Schaufel::N,pal,फावड़ा
534,Gabel::N,fourchetez,काँटा
535,Löffel::N,loa,चम्मच
536,Messer::N,kontell,छुरा
537,Messer::N,kontell,चाक़ू
538,Nagel::N,tach,कील
539,Nagel::N,tach,मेख़
540,Netz::N,roued,जाल
541,Haken::N,krog,अंकुश
542,Griff::N,kemer,मूठ
543,Griff::N,kemer,हत्था
544,Schloss::N,potenn,ताला
545,Bild::N,skeudenn,चित्र
546,Figur::N,skeud,मूर्ति
547,Figur::N,figur,मूर्ति
548,Puppe::N,merc'hodenn,पुतली
549,Puppe::N,merc'hodenn,गुड़िया
550,Beutel::N,sac'h,झोला
551,Bündel::N,feskenn,पुलिंदा
552,Tasche::N,sac'h,बेग
553,Tasche::N,sac'h,बस्ता
554,Eimer::N,sailh,बाल्टी
555,Deckel::N,pallenn,ढक्कन
556,Geschirr::N,listriaj,बरतन-भाँड़े
557,Sack::N,sac'h,बोरा
558,Tasse::N,tas,प्याला
559,Topf::N,pod,देग़चा
560,Kessel::N,chaodouron,देग़
561,Kessel::N,chaodouron,बटलोई
562,Essen::N,pred,खाना
563,Nahrung::N,boued,भोजन
564,Speise::N,meuz,खाना
565,Speise::N,meuz,व्यंजन
566,Fleisch::N,kig,मांस
567,Fleisch::N,kig,गोश्त
568,Getreide::N,ed,अनाज
569,Brei::N,yod,भरता
570,Brei::N,yod,दलिया
571,Brot::N,bara,रोटी
572,Scheibe::N,tailhenn,कतला
573,Fett::N,lard,वसा
574,Fett::N,lard,चरबी
575,Butter::N,amann,मक्खन
576,Öl::N,eoul,तेल
577,Salz::N,holen,नमक
578,Suppe::N,soubenn,सूप
579,Suppe::N,soubenn,शोरबा
580,Honig::N,mel,शहद
581,Milch::N,laezh,दूध
582,Tee::N,te,चाय
583,Leder::N,lêr,चमड़ा
584,Wolle::N,gloan,ऊन
585,Stoff::N,danvez,कपड़ा
586,Nadel::N,nadoz,सूई
587,Faden::N,neudenn,डोरा
588,Knopf::N,bouton,बटन
589,Knopf::N,bouton,घुंडी
590,Knoten::N,skoulm,गाँठ
591,Knoten::N,skoulm,गुत्थी
592,Farbe::N,liv,रंग
593,Farbe::N,liv,वर्ण
594,Kleidung::N,dilhad,पहनावा
595,Hemd::N,roc'hed,कुरता
596,Hemd::N,roc'hed,क़मीज़
597,Kragen::N,gouzoug,गरदनी
598,Kragen::N,gouzoug,गरेबान
599,Ärmel::N,milgin,आस्तीन
600,Hose::N,bragoù,पैंट
601,Hose::N,bragoù,पतलून
602,Gürtel::N,gouriz,पेटी
603,Gürtel::N,gouriz,मेखला
604,Mütze::N,boned,टोपी
605,Schuh::N,botez,जूता
606,Stiefel::N,botez,बूट
607,Ring::N,gwalenn,अँगूठी
608,Band::N,bagad,पट्टी
609,Kamm::N,krib,कंघी
610,Spiegel::N,melezour,आईना
611,Spiegel::N,melezour,दर्पण
612,Riemen::N,lerenn,तसमा
613,Riemen::N,lerenn,पट्टा
614,Schnur::N,kordenn,डोरी
615,Schnur::N,kordenn,सुतली
616,Leine::N,roll,रस्सी
617,Decke::N,golo,रज़ाई
618,Kissen::N,goubenner,तकिया
619,Kissen::N,goubenner,गाद्दा
620,Tuch::N,mezher,रूमाल
621,Tuch::N,mezher,वस्त्र
622,Handtuch::N,toailhon,अँगोछा
623,Kraft::N,nerzh,ज़ोर
624,Kraft::N,nerzh,शक्ति
625,Stärke::N,nerzhder,बल
626,Stärke::N,nerzhder,ताक़त
627,Gesundheit::N,yec'hed,स्वास्थ्य
628,Gesundheit::N,yec'hed,तंदुरुस्ती
629,Krankheit::N,klañved,रोग
630,Krankheit::N,klañved,बीमारी
631,Schmerz::N,poan,दर्द
632,Schmerz::N,poan,पीड़ा
633,Schmerz::N,droug,दर्द
634,Schmerz::N,droug,पीड़ा
635,Wunde::N,gloazadenn,घाव
636,Wunde::N,gloazadenn,ज़ख़्म
637,Fieber::N,terzhienn,ज्वर
638,Fieber::N,terzhienn,बुख़ार
639,Arznei::N,louzoù,दवा
640,Arznei::N,louzoù,औषाधि
641,Brücke::N,pont,पुल
642,Brücke::N,pont,सेतु
643,Brunnen::N,puñs,कुआँ
644,Weide::N,prad,चरागाह
645,Pfad::N,gwenodenn,पथ
646,Pfad::N,gwenodenn,पगडंडी
647,Weg::N,hent,मार्ग
648,Straße::N,ru,राह
649,Straße::N,ru,रास्ता
650,Straße::N,hent,राह
651,Straße::N,hent,रास्ता
652,Dorf::N,kêr,गाँव
653,Dorf::N,kêr,ग्राम
654,Dorf::N,kêriadenn,गाँव
655,Dorf::N,kêriadenn,ग्राम
656,Stadt::N,kêr,शहर
657,Brief::N,lizher,ख़त
658,Brief::N,lizher,पत्र
659,Brief::N,lizher,चिट्ठी
660,Buch::N,levr,किताब
661,Buch::N,levr,पुस्तक
662,Buchstabe::N,lizherenn,अक्षर
663,Zeitung::N,kazetenn,अख़बार
664,Zeitung::N,kazetenn,समाचार-पत्र
665,Leben::N,buhez,जीवन
666,Leben::N,buhez,ज़िंदगी
667,Tod::N,marv,मौत
668,Tod::N,marv,मृत्यु
669,Grab::N,bez,क़ब्र
670,Kirche::N,iliz,चर्च
671,Kirche::N,iliz,गिरजा
672,Sünde::N,pec'hed,पाप
673,Sünde::N,pec'hed,गुनाह
674,Gott::N,doue,देव
675,Gott::N,doue,ईश्वर
676,Arbeiter::N,labourer,मज़दूर
677,Arbeiter::N,micherour,मज़दूर
678,Chef::N,penn,अध्यक्ष
679,Meister::N,mestr,शिल्पज्ञ
680,Arzt::N,mezeg,वैद्य
681,Arzt::N,mezeg,डॉक्टर
682,Arzt::N,mezeg,चिकित्सक
683,Arzt::N,medisin,वैद्य
684,Arzt::N,medisin,डॉक्टर
685,Arzt::N,medisin,चिकित्सक
686,Lehrer::N,skolaer,शिक्षक
687,Lehrer::N,skolaer,अध्यापक
688,Lehrer::N,kelenner,शिक्षक
689,Lehrer::N,kelenner,अध्यापक
690,Geld::N,arc'hant,धन
691,Geld::N,arc'hant,पैसा
692,Geschäft::N,stal,सौदा
693,Geschäft::N,stal,व्यापार
694,Laden::N,stal,दुकान
695,Preis::N,priz,दाम
696,Preis::N,priz,मूल्य
697,Ware::N,marc'hadourezh,माल
698,Ware::N,marc'hadourezh,पण्य
699,Nutzen::N,gounidegezh,लाभ
700,Nutzen::N,gounidegezh,फ़ायदा
701,Nutzen::N,lañs,लाभ
702,Nutzen::N,lañs,फ़ायदा
703,Nutzen::N,profit,लाभ
704,Nutzen::N,profit,फ़ायदा
705,Nutzen::N,spleit,लाभ
706,Nutzen::N,spleit,फ़ायदा
707,Reichtum::N,pinvidigezh,धन
708,Reichtum::N,pinvidigezh,दौलत
709,Welt::N,douar,विश्व
710,Welt::N,douar,दुनिया
711,Land::N,bro,देश
712,Land::N,bro,मुल्क
713,Staat::N,stad,राज्य
714,Staat::N,stad,राष्ट्र
715,König::N,roue,राजा
716,König::N,roue,बादशाह
717,Macht::N,galloud,शासन
718,Macht::N,galloud,सत्ता
719,Grenze::N,harzoù,सरहद
720,Krieg::N,brezel,जंग
721,Krieg::N,brezel,युद्ध
722,Feind::N,eneber,शत्रु
723,Feind::N,eneber,दुश्मन
724,Gewalt::N,tâerder,हिंसा
725,Kampf::N,kann,लड़ाई
726,Kampf::N,kann,संघर्ष
727,Bogen[Waffe]::N,gwareg,कमान
728,Pfeil::N,saezh,बान
729,Gewehr::N,fuzuilh,बंदूक़
730,Fehler::N,fazi,भूल
731,Fehler::N,fazi,ग़लती
732,Lüge::N,gaou,झूठ
733,Lüge::N,gaou,असत्य
734,Schaden::N,gwall,हानि
735,Schaden::N,gwall,नुक़सान
736,Unglück::N,gwalleur,मुसीबत
737,Unglück::N,gwalleur,विपात्ति
738,Schuld::N,kablusted,दोष
739,Schuld::N,kablusted,क़सूर
740,Schuld::N,pec'hedigezh,दोष
741,Schuld::N,pec'hedigezh,क़सूर
742,Alter::N,oad,आयु
743,Alter::N,oad,उम्र
744,Schluss::N,diwezh,अंत
745,Schluss::N,diwezh,समाप्ति
746,Zeit::N,amzer,काल
747,Zeit::N,amzer,वक़्त
748,Tag::N,deizh,दिन
749,Tag::N,deizh,रोज़
750,Morgen::N,beure,सुबह
751,Morgen::N,mintin,सुबह
752,Mittag::N,kreisteiz,दोपहर
753,Mittag::N,kreisteiz,मध्याह्न
754,Abend::N,abardaez,शाम
