,Concept_ID,kn,ku
569,wertvoll::A,ಅಮೂಲ್ಯ,giranbiha
570,blind::A,ಅಂಧ,kor
571,taub::A,ಕಿವುಡಾದ,kerr
572,kräftig::A,ಪ್ರಬಲ,gir
573,kräftig::A,ಪ್ರಬಲ,xurt
574,stark::A,ಶಕ್ತಿವಂತ,xurt
575,schwach::A,ದುರ್ಬಲ,kesad
576,fett::A,ಕೊಬ್ಬಿದ,qelew
577,schlank::A,ತೆಳ್ಳಗಿನ,zirav
578,hübsch::A,ಅಂದವಾದ,xweşik
579,böse::A,ಕೆಟ್ಟ,xerab
580,böse::A,ಕೆಟ್ಟ,aciz
581,dumm::A,ಮಂದ,gêj
582,faul::A,ಆಲಸ,têmbêl
583,fleißig::A,ಕಡಗುವ,jêhatî
584,geizig::A,ಜುಗ್ಗ,destgirtî
585,klug::A,ಚತುರ,baqil
586,geschickt::A,ದಕ್ಷ,zîrek
587,geschickt::A,ದಕ್ಷ,ziring
588,lieb::A,ಪ್ರಿಯ,delal
589,lustig::A,ಖುಷಿಯಾದ,kêfxweş
590,sanft::A,ಸೌಮ್ಯ,nazenîn
591,hungrig::A,ಹಸಿದ,birçî
592,krank::A,ಅಸ್ವಸ್ಥ,nexweş
593,nackt::A,ನಗ್ನ,rût
594,nackt::A,ನಗ್ನ,tazî
595,traurig::A,ದುಃಖಿತ,xemgîn
596,lebendig::A,ಜೀವಂತ,bisaxî
597,gut::A,ಒಳ್ಳೆಯ,baş
598,schlecht::A,ದುಷ್ಟ,xerab
599,richtig::A,ಸರಿ,rast
600,richtig::A,ಸರಿ,saxlem
601,schlimm::A,ಅಸಹ್ಯ,nebaş
602,wahr::A,ನಿಜ,rast
603,alt::A,ಮುದಿ,pîr
604,alt::A,ಮುದಿ,kevn
605,neu::A,ಹೊಸ,nû
606,ehemalig::A,ಮಾಜೀ,kevnar
607,ehemalig::A,ಮಾಜೀ,peşidar
608,alt[Lebewesen]::A,ವೃದ್ಧ,pîr
609,jung::A,ಎಳ,xort
610,arm::A,ಬಡ,feqîr
611,arm::A,ಬಡ,desteng
612,reich::A,ಶ್ರೀಮಂತ,dewlemend
613,bekannt::A,ಅಪ್ತ,naskirî
614,berühmt::A,ಪ್ರಸಿದ್ಧ,navdar
615,fremd::A,ಪರಕೀಯ,xerîb
616,verschieden::A,ಬೇರೆ,çîhê
617,nah::A,ಹತ್ತಿರವಾದ,nêzîk
618,fern::A,ದೂರದ,dûr
619,linker::A,ಎಡ,çepê
620,rechter::A,ಬಲ,rastê
621,anderer::A,ಇತರ,yê din
622,erster::A,ಪ್ರಥಮ,yekemîn
623,zweiter::A,ದ್ವಿತೀಯ,duda
624,dritter::A,ಮೂರನೆಯಜಗತ್ತು,sisêya
625,letzter::A,ಅಂತ್ಯ,paşîn
626,allein::ADV,ಒಬ್ಬನೇ,tenê
627,auf einmal::ADV,ಒಡನೆ,jar kê
628,zusammen::ADV,ಒಟ್ಟಿಗೆ,tev
629,zusammen::ADV,ಒಟ್ಟಿಗೆ,bi hev re
630,lange::ADV,ದೀರ್ಘ,dirêj
631,plötzlich::ADV,ಅನಾಮತ್ತು,ji nişkave
632,sofort::ADV,ಜಾಗ್ರತೆ,yekser
633,später::ADV,ತರುವಾಯ,paşiyê
634,jetzt::ADV,ಈಗ,nuha
635,heute::ADV,ಇಂದು,îro
636,morgen::ADV,ನಾಳೆ,sibeh
637,bald::ADV,ಬೇಗ,nêzîk
638,dann::ADV,ಆಗ,paşê
639,gestern::ADV,ನಿನ್ನೆ,do
640,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,jar ke
641,damals::ADV,ಆಗ,hîngî
642,danach::ADV,ಆಮೇಲೆ,piştra
643,vorher::ADV,ಮುಂಚೆ,pîşî
644,zuerst::ADV,ಮೊದಲಿಗೆ,bere
645,einmal::ADV,ಒಮ್ಮೆ,çarik
646,manchmal::ADV,ಆಗಾಗ,çarna
647,oft::ADV,ಅನೇಕಸಲ,gelek çaran
648,immer::ADV,ಯಾವಾಗಲೂ,daîm
649,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,tu çar
650,hier::ADV,ಇಲ್ಲಿ,li vir
651,hierhin::ADV,ಇತ್ತ,vir
652,von hier::ADV,ಇಲ್ಲಿಂದ,ji vir
653,dort::ADV,ಅಲ್ಲಿ,li wê derê
654,dorthin::ADV,ಅಲ್ಲಿಗೆ,wêda
655,geradeaus::ADV,ಸೀದಾ,rastê rast
656,vorwärts::ADV,ಮುನ್ನೆಡೆವ,ber bi pêş
657,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,paşpê
658,zurück::ADV,ಹಿಂದಕ್ಕೆ,paşdo
659,zurück::ADV,ಹಿಂದಕ್ಕೆ,paşvê
660,unten::ADV,ಕೆಳಗೆ,jêrî
661,hinab::ADV,ಕೆಳಕ್ಕೆ,berjêr
662,oben::ADV,ಮೇಲೆ,banî
663,hinauf::ADV,ಮೇಲಕ್ಕೆ,banî
664,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,li her derê
665,nicht::ADV,ಇಲ್ಲ,ne
666,nicht::ADV,ಇಲ್ಲ,nîn
667,nicht::ADV,ಇಲ್ಲ,tine
668,nicht::ADV,ಅಲ್ಲ,ne
669,nicht::ADV,ಅಲ್ಲ,nîn
670,nicht::ADV,ಅಲ್ಲ,tine
671,ein wenig::ADV,ತುಸು,hebkî
672,kaum::ADV,ಕಠಿನವಾಗಿ,tema
673,kaum::ADV,ಕಠಿನವಾಗಿ,himangi
674,sehr::ADV,ಬಹು,gelek
675,so::ADV,ಅಷ್ಟು,weha
676,noch::ADV,ಇನ್ನು,hêj
677,noch::ADV,ಇನ್ನು,dîsa
678,nur::ADV,ಕೇವಲ,tenê
679,nur::ADV,ಕೇವಲ,bes
680,schon::ADV,ಆಗಲೇ,hew
681,wieder::ADV,ಪುನಃ,jar din
682,wieder::ADV,ಪುನಃ,dîsa
683,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,deya çun
684,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,îfleh bûn
685,vor::PRP,ಮುಂದೆ,li ber
686,hinter::PRP,ಹಿಂದ,li pişt
687,unter::PRP,ಕೆಳ,li bin
688,durch::PRP,ನೇರವಾಗಿ,kura
689,neben::PRP,ಅಧರ ಬಲಿಕ,li ba
690,zwischen::PRP,ನಡುವೆ,nabeyne
691,zwischen::PRP,ನಡುವೆ,di nav...da
692,wegen::PRP,ಅಧಕ್ಕಗಿ,ji bo
693,wegen::PRP,ಅಧಕ್ಕಗಿ,ji ber
694,dies::PRN,ಈ,ev
695,das::PRN,ಅದು,ev
696,alles::PRN,ಎಲ್ಲ,hemû
697,ich::PRN,ನಾನು,ez
698,du::PRN,ನೀನು,tu
699,er::PRN,ಅವನು,wî
700,er::PRN,ಇವನು,wî
701,wir::PRN,ನಾವು,êm
702,ihr::PRN,ನೀವು,hûn
703,sie::PRN,ಅವರು,we
704,was::FPRN,ಏನು,çi
705,wer::FPRN,ಯಾರಿಗೆ,ki
706,wo::FADV,ಎಲ್ಲಿ,li ku dere
707,wohin::FADV,ಎಲ್ಲಿಗೆ,li ku dere
708,wie::FADV,ಹೇಗೆ,çawa
709,warum::FADV,ಏಕೆ,çima
710,wieviel::FNUM,ಎಷ್ಟು,çend
711,eins::NUM,ಒಂದು,yek
712,zwei::NUM,ಎರಡು,didu
713,drei::NUM,ಮೂರು,sisê
714,vier::NUM,ನಾಲ್ಕು,çar
715,fünf::NUM,ಅಯ್ದು,penç
716,sechs::NUM,ಆರು,şeş
717,sieben::NUM,ಏಳು,heft
718,acht::NUM,ಎಂಟು,heşt
719,neun::NUM,ಒಂಭಬತ್ತು,neh
720,zehn::NUM,ಹತ್ತು,deh
721,elf::NUM,ಹನ್ನೊಂದು,yazdeh
722,zwölf::NUM,ಹನ್ನೆರಡು,diwazdeh
723,zwanzig::NUM,ಇಪ್ಪತ್ತು,bîst
724,dreißig::NUM,ಮೂವತ್ತು,sih
725,vierzig::NUM,ನಲವತ್ತು,çil
726,fünfzig::NUM,ಐವತ್ತು,pençi
727,sechzig::NUM,ಅರುವತ್ತು,şêst
728,siebzig::NUM,ಎಪ್ಪತ್ತು,heftê
729,achtzig::NUM,ಎಂಬತ್ತು,heştê
730,neunzig::NUM,ತೊಂಬತ್ತು,nod
731,hundert::NUM,ನೂರು,sêd
732,tausend::NUM,ಸಾವಿರ,hezar
733,und::CNJ,ಮತ್ತು,û
734,oder::CNJ,ಅಥವಾ,an
735,oder::CNJ,ಅಥವಾ,yan
736,stehen::V,ನಿಲ್ಲು,sekinîn
737,sitzen::V,ಕುಳ್ಳಿರು,rûniştin
738,liegen::V,ಮಲಗಿಕೊ,paldan
739,hängen::V,ಇಳಿಯಬಿಡು,darve kirin
740,werden::V,ಆಗು,bûn
741,passieren::V,ಆಗು,hatin holê
742,passieren::V,ಆಗು,hatin serê kesî
743,beginnen::V,ಆರಂಭಿಸು,li dest pêkirin
744,enden::V,ಕೊನೆಗಾಣು,xalas bû
745,wechseln::V,ಮಾರ್ಪಡಿಸು,guherandin
746,wechseln::V,ಮಾರ್ಪಡಿಸು,dêgiş kirin
747,aufgehen[Sonne]::V,ಮೂಡು,hilatin
748,untergehen[Sonne]::V,ಮುಳುಗು,çun ava
749,scheinen[Sonne]::V,ಹೊಳೆ,şewk de
750,donnern::V,ಗುಡುಗಾಗು,gire-gir
751,wehen::V,ತೀಡು,ba le de
752,strömen::V,ಹರಿ,xwe girtin
753,fließen::V,ಹರಿ,herikîn
754,sich drehen::V,ಸುತ್ತು,xwe zivirandin
755,schwanken::V,ಓಲಾಡು,hejandin
756,schwingen::V,ತೂಗು,libakirin
757,fallen::V,ಉದುರು,ketin
758,brennen::V,ಉರಿ,şewitîn
759,rauchen::V,ಹೊಗೆಬಿಡು,kişandin
760,regnen::V,ಸುರಿ,bahran tê
761,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,qefilandin
762,tauen::V,ಬೆಚ್ಚಗಾಗು,helandin
763,schmelzen::V,ಕರಗು,helandin
764,trocknen::V,ಒಣಗು,zuwabûn
765,sieden::V,ಕುದಿ,kelîn
766,faulen::V,ಕೊಳೆ,xerabûn
767,verfaulen::V,ನಶಿಸು,xerabûn
768,reißen::V,ಒಡೆ,jêkirin
769,versinken::V,ಮುಳುಗು,xerq bûn
770,vergehen::V,ಸಾಗು,derbas bûn
771,erscheinen::V,ತೋರು,peyda bûn
772,verschwinden::V,ಮಾಯವಾಗು,wendabûn
773,sinken::V,ಕುಸಿ,noq bûn
774,abnehmen::V,ತಗ್ಗು,kêm bûn
775,zunehmen::V,ಬೆಳೆ,qelew bûn
776,steigen::V,ಉಬ್ಬು,hildan
777,wachsen::V,ಬೆಳೆ,mezin bûn
778,glänzen::V,ಮಿರುಗು,biriqîn
779,funkeln::V,ಮಿನುಗು,çikisîn
780,lärmen::V,ಶಬ್ದ ಮಾಡಲು,guşîn
781,läuten::V,ಬಾರಿಸು,lê de
782,klingeln::V,ಅನುರಣಿಸು,sîl dan
783,klingeln::V,ಅನುರಣಿಸು,ringerin
784,klirren::V,ಕಿಣಿಕಿಣಿಸು,zingzing hat
785,brausen::V,ಅಬ್ಬರಿಸು,guşîn
786,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,guşîn
787,klingen::V,ಉಸಿರು,deng pe ketin
788,bellen::V,ಬಗುಳು,kewtîn
789,heulen::V,ಅರಚು,ûrîn
790,blasen::V,ಗಾಳಿ ಊದು,puf kirin
791,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,fîkandin
792,schreien::V,ಕರೆ,qîrîn
793,stöhnen::V,ನರಳು,nalîn
794,zittern::V,ನಡುಗು,hejîn
795,leben::V,ಇರು,jihîn
796,geboren werden::V,ಉಂಟಾಗು,hatin dinyê
797,geboren werden::V,ಉಂಟಾಗು,bûn
798,atmen::V,ಉಸಿರು,hilmijîn
799,trinken::V,ಕುಡಿ,vexwarin
800,essen::V,ತಿನ್ನು,xwarin
801,schlucken::V,ನುಂಗು,daqulbandin
802,müde werden::V,ಬಳಲು,betilîln
803,müde werden::V,ಬಳಲು,qerimîn
804,einschlafen::V,ನಿದ್ಧೆಹೋಗು,razan
805,schlafen::V,ನಿದ್ರಿಸು,razan
806,schlafen::V,ನಿದ್ರಿಸು,razandin
807,aufwachen::V,ಏಳು,şiyarbûn
808,aufstehen::V,ಏಳು,rabûn
809,sich erholen::V,ಸುಧಾರಿಸು,baş bûn
810,krank werden::V,ಬೇನೆಬೀಳು,nexweş kêt
811,krank sein::V,ಕೆಟ್ಟ ಎಂದು,nexweş bû
812,schmerzen::V,ಕಚ್ಚು,êşandin
813,husten::V,ಕೆಮ್ಮು,kuxin
814,genesen::V,ಮತ್ತೆಹೊದಿಸು,baş bûn
815,sterben::V,ಮೃತಪಡು,mirin
816,umkommen::V,ಹಾಳಾಗು,mirin
817,sich bewegen::V,ಚಲಿಸು,leqîn
818,sich rühren::V,ಕದಲು,leqîn
819,sich erheben::V,ಏಳು,rabûn
820,sich setzen::V,ಕೂರು,runiştin
821,hinfallen::V,ಬೀಳು,kêtin
822,laufen::V,ನಡೆ,meşîn
823,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,meşkirin
824,spazierengehen::V,ವಿಹರಿಸು,gerandin
825,eilen::V,ಮುನ್ನುಗ್ಗು,lezandin
826,sich beeilen::V,ಆತುರಪಡು,zûkirin
827,sausen::V,ಒಗೆ,fîzîn
828,rennen::V,ಓಡು,baz dan
829,springen::V,ಜಿಗಿ,hilpekîn
830,klettern::V,ಏರು,hilperikîn
831,schaukeln::V,ತೂಗು,lorandin
832,kriechen::V,ತೆವಳು,xuşandin
833,schwimmen::V,ಈಜು,avjenîn
834,tauchen::V,ಕೆಳಗಿಳಿ,qutxuyardin
835,tauchen::V,ಕೆಳಗಿಳಿ,noqîn
836,rudern::V,ಸಾಗಿಸು,qaîq ajotin
837,fahren::V,ನಡೆಸು,ajotin
838,fliegen::V,ಹಾರು,firîn
839,gehen::V,ಹೋಗು,çûn
840,weggehen::V,ಹೊರಡು,çûn
841,abfahren::V,ತೆರಳು,çûyin
842,anhalten::V,ನಿಲ್ಲು,rawestîn
843,hineingehen::V,ಒಳಹೊಗು,ketin hundir
844,eintreten::V,ಒಳಹೊಗು,têketin
845,kommen::V,ಬರು,hatin
846,ankommen::V,ಬರು,gihan
847,ankommen::V,ಬರು,gihîştin
848,zurückkommen::V,ಹಿಂದಿರುಗು,vegerandin
849,bleiben::V,ಇರು,sekinîn
850,warten::V,ಇರು,payîn
851,erwarten::V,ನಿರೀಕ್ಷಿಸು,payîn
852,suchen::V,ಹುಡುಕು,lêgerîn
853,finden::V,ಕಂಡುಕೊ,peyda kirin
854,versuchen::V,ಪ್ರಯತ್ನಿಸು,çeribandin
855,vorbereiten::V,ಸಿದ್ಧವಾಗು,amade kirin
856,lieben::V,ಪ್ರೀತಿಸು,hez kirin
857,mögen::V,ಇಷ್ಟಪಡು,dil kirin
858,lachen::V,ನಗು,kenîn
859,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,hêjan
860,weinen::V,ಅಳು,girîn
861,schimpfen::V,ಗೊಣಗು,pevçûn
862,sich ärgern::V,ಗಣಗಾಡು,enirîn
863,sich fürchten::V,ನಡುಗು,tirsîn
864,fürchten::V,ಹೆದರು,tirsin
865,fliehen::V,ಓಡಿಹೋಗು,bazdan
866,flüchten::V,ಪಾರಾಗು,revîn
867,sehen::V,ಕಾಣು,dîtin
868,anschauen::V,ನೋಡು,sêr kirin
869,ansehen::V,ನಿರೀಕ್ಷಿಸು,hesibandin
870,hören::V,ಕೇಳು,guhdar jirin
871,zuhören::V,ಆಲಿಸು,guhdarî kirin
872,probieren::V,ರುಚಿ ನೋಡು,tehm kirin
873,riechen::V,ಮೂಸು,bihn kirin
874,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,hîs kirin
875,scheinen::V,ತೋರು,xoyer kir
876,zu sehen sein::V,ಕಾಣಿಸು,diyar bûn
877,vernehmen::V,ಕೇಳು,bihîstin
878,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,qerişîn
879,tun::V,ಮಾಡು,kirin
880,können::V,ಮಾಡಬಲ್ಲ,karin
881,wollen::V,ಬಯಸು,xwestîn
882,anfangen::V,ಪ್ರಾರಂಭಿಸು,dest pêkirin
883,beenden::V,ನಿಲ್ಲಿಸು,xelas kirin
884,aufhören::V,ಮುಗಿಸು,xelas kirin
885,gelingen::V,ಯಶಸ್ವಿಯಾಗು,çe bûn
886,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,qewîmîn
887,öffnen::V,ತೆರೆ,vekirin
888,schließen::V,ಮುಚ್ಚು,girtin
889,stellen::V,ಇಕ್ಕು,danîn
890,setzen::V,ಇಡು,rûniştin
891,legen::V,ಇಡು,danîn
892,legen::V,ಇಡು,razandin
893,berühren::V,ತಾಕು,lêketin
894,verbinden::V,ಕೂಡಿಸು,anîn pê
895,bedecken::V,ಮುಚ್ಚು,sergirtin
896,aufhängen::V,ತೂಗುಹಾಕು,aliqandin
897,anzünden::V,ಹತ್ತಿಸು,pêxistin
898,aufheben::V,ಆಯಿ,hildan
899,zurücklassen::V,ಬಿಡು,hiştin
900,zurücklassen::V,ಬಿಡು,vehiştin
901,verlieren::V,ಕಳೆ,wendakirin
902,fallen lassen::V,ಬೀಳಿಸು,xistin bixe
903,fallen lassen::V,ಬೀಳಿಸು,xistin
904,machen::V,ಮಾಡು,kirin
905,machen::V,ಮಾಡು,çêkirin
906,herstellen::V,ತಯಾರಿಸು,çê kirin
907,herstellen::V,ತಯಾರಿಸು,peyda kirin
908,bauen::V,ಕಟ್ಟು,lêkirin
909,reparieren::V,ಸರಿಪಡಿಸು,veherînerîn
910,verbessern::V,ತಿದ್ದು,sererastkirin
911,ändern::V,ಬದಲಾಯಿಸು,degiş kirin
912,graben::V,ಅಗೆ,kolandin
913,beugen::V,ಬಗ್ಗಿಸು,tewîn
914,beugen::V,ಬಗ್ಗಿಸು,xwar kirin
915,biegen::V,ಬಗ್ಗಿಸು,tewandin
916,biegen::V,ಬಗ್ಗಿಸು,xwarkirin
917,drehen::V,ತಿರುಗು,fitilandin
918,wenden::V,ತಿರುಗು,zivîrin
919,umdrehen::V,ತಿರುಗಿಸು,vegerandin
920,heben::V,ಎತ್ತು,hildan
921,hochheben::V,ಎತ್ತು,hildan
922,ergreifen::V,ಆಕ್ರಮಿಸು,dest avêtin
923,halten::V,ಹಿಡಿ,hîştin
924,halten::V,ಹಿಡಿ,sekinîn
925,drücken::V,ಒತ್ತು,pêl kirin
926,schieben::V,ನೂಕು,damdan
927,kratzen::V,ತರಚಿಕೊಳ್ಳು,xurandin
928,lecken::V,ನೆಕ್ಕು,alastin
929,beißen::V,ಕಚ್ಚು,gez kirin
930,abreißen::V,ಹರಿ,hilşandin
931,abschneiden::V,ಕತ್ತರಿಸು,jêkirin
932,binden::V,ಕಟ್ಟು,girêdan
933,stecken::V,ಸಿಕ್ಕಿಸು,têxistin
934,brechen::V,ಮುರಿ,şikandin
935,klopfen::V,ತಟ್ಟು,kutandin
936,hauen::V,ಹೊಡೆ,li dan
937,kleben::V,ಅಂಟಿಸು,zeliqîn
938,kleben::V,ಅಂಟಿಸು,şirêz kirin
939,reiben::V,ಉಜ್ಜು,firikandin
940,streichen::V,ಹರಡು,bax dan
941,schleifen::V,ಮಸೆ,çarkirin
942,schneiden::V,ಕತ್ತರಿಸು,jêkirin
943,rütteln::V,ಕುಲುಕಿಸು,hejandin
944,schütteln::V,ಅಲುಗಿಸು,daweşîn
945,schwenken::V,ತೂಗಾಡು,têwdan
946,schütten::V,ಎರೆ,rijandin
947,füllen::V,ತುಂಬಿಸು,dagirtin
948,einwickeln::V,ಹೊದಿಸು,pêçandin
949,tragen::V,ಹೊರು,kişandin
950,tragen::V,ಹೊರು,rajtin
951,schleppen::V,ಜಗ್ಗು,kişandin
952,ziehen::V,ಎಳೆ,kişandin
953,aufbewahren::V,ಇಟ್ಟುಕೊ,hilandin
954,werfen::V,ಎಸೆ,avêtin
955,fangen::V,ಹಿಡಿ,sem kirin
956,fangen::V,ಹಿಡಿ,girtin
957,packen::V,ಸೆಳೆ,pê girtin
958,verstecken::V,ಮುಚ್ಚಿಡು,hîlanin
959,teilen::V,ವಿಭಜಿಸು,parvekirin
960,schicken::V,ಕಳುಹಿಸು,şandin
961,bringen::V,ತರು,anîn
962,bringen::V,ತರು,birin
963,hinzufügen::V,ಕೂಡಿಸು,dan ser
964,hinzufügen::V,ಕೂಡಿಸು,li tiştekî zêde kirin
965,bekommen::V,ಸಂಪಾದಿಸು,standin
966,erhalten::V,ಪಡೆ,standin
967,nehmen::V,ಹಿಡಿ,girtin
968,wählen::V,ಆರಿಸು,ray dan
969,auswählen::V,ಆಯಿ,bijartin
970,bewahren::V,ರಕ್ಷಿಸಿಡು,rê li ber girtin
971,bewahren::V,ರಕ್ಷಿಸಿಡು,lê xwedî derketin
972,behindern::V,ಅಡ್ಡಿಮಾಡು,bara wi
973,verderben::V,ಕೆಡಿಸು,heram bûn
974,beschädigen::V,ಹಾಳುಮಾಡು,xerab kirin
975,zerbrechen::V,ಮುರಿ,şikênandin
976,zerbrechen::V,ಮುರಿ,perçe kirin
977,zerreißen::V,ಸೀಳು,qelişandin
978,zerstören::V,ಅಳಿಸು,hilşandin
979,verbrennen::V,ಸುಡು,şewitandin
980,geben::V,ಕೊಡು,dan
981,geben::V,ಕೊಡು,dayin
982,reichen::V,ಕೊಡು,besbûn
983,reichen::V,ಕೊಡು,têrkirin
984,schenken::V,ಅರ್ಪಿಸು,diyarî kirin
985,versprechen::V,ವಾಗ್ದಾನಮಾಡು,soz dan
986,wünschen::V,ಬಯಸು,dil kirin
987,loben::V,ಹೊಗಳು,pesinandin
988,küssen::V,ಚುಂಬಿಸು,maçkirin
989,wiegen::V,ತೂಗು,lorandin
990,wiegen::V,ತೂಗು,wezinandin
991,zudecken::V,ಹಾಸು,nixumandin
992,wecken::V,ಎಬ್ಬಿಸು,bixwe hesandin
993,zeigen::V,ತೋರಿಸು,şanîdan
994,führen::V,ದಾರಿತೋರಿಸು,raber kirin
995,lehren::V,ಕಲಿಸು,hîn kirin
996,unterrichten::V,ಬೋಧಿಸು,ders dan
997,aufziehen::V,ಸಲಹು,mesinkirin
998,leiten::V,ಮುಂದಾಳಾಗಿರು ,rêberî kirin
999,antreiben::V,ಓಡಿಸು,bezandin
1000,lassen::V,ಮಾಡಲುಬಿಡು,berdan
1001,lassen::V,ಮಾಡಲುಬಿಡು,hiştin
1002,einladen::V,ಆಹ್ವಾನಿಸು,dawet kirin
1003,vereinigen::V,ಒಂದಾಗು,bi yek kirin
1004,besuchen::V,ಭೇಟಿಯಾಗು,mêvan bûn
1005,treffen::V,ಸಂಧಿಸು,rast hatin
1006,sich versammeln::V,ನೆರೆ,li hev çivîn
1007,spielen::V,ಆಡು,listin
1008,singen::V,ಹಾಡು,stran
1009,tanzen::V,ಕುಣಿ,reqisîn
1010,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,hew berdan
1011,verlassen::V,ಕಳೆ,tanê hişt
1012,verlassen::V,ಕಳೆ,bêkes
1013,retten::V,ರಕ್ಷಿಸು,rihakirin
1014,bewachen::V,ಕಾಪಾಡು,raçavkirin
1015,schützen::V,ಸಂರಕ್ಷಿಸು,hemet kirin
1016,verteidigen::V,ಕಾಪಿಡು,paraztin
1017,sich schlagen::V,ಕಿತ್ತಾಟ,li hev bezîn
1018,schießen::V,ಎಸೆ,agir kirin
1019,siegen::V,ಗೆಲ್ಲು,biser ketin
1020,ärgern::V,ರೇಗಿಸು,xeyirandin
1021,schlagen::V,ಹೊಡೆ,lêdan
1022,schlagen::V,ಹೊಡೆ,lêxistin
1023,treten::V,ಒದೆ,têlekirin
1024,stechen::V,ಚುಚ್ಚು,têrekirin
1025,stoßen::V,ತಳ್ಳು,lêketin
1026,stehlen::V,ಕದಿ,dizîn
1027,stehlen::V,ಕದಿ,dizî birin
1028,stören::V,ಕತಕು,aciz kirin
1029,belästigen::V,ತೊಂದರೆ,li tela yeki ketin
1030,verbergen::V,ಮರೆಮಾಜು,veşartin
1031,verbergen::V,ಮರೆಮಾಜು,kemîndanîn
1032,täuschen::V,ಠಕ್ಕಿಸು,xapandin
1033,täuschen::V,ಠಕ್ಕಿಸು,lê zexeli kirin
1034,betrügen::V,ವಂಚಿಸು,xapandin
1035,töten::V,ಕೊಲ್ಲು,kûştin
1036,wohnen::V,ವಾಸಿಸು,rûniştin
1037,arbeiten::V,ಕೆಲಸ ಮಾಡು,kar kirin
1038,arbeiten::V,ಕೆಲಸ ಮಾಡು,şêxulin
1039,sammeln::V,ಸಂಚಯಿಸು,komkirin
1040,pflücken::V,ಬಿಡಿಸು,çinîn
1041,jagen::V,ಬೇಟೆಯಾಡು,nêçîr kirin
1042,fischen::V,ಮೀನು ಹಿಡಿ,masî girtin
1043,fassen::V,ಹಿಡಿ,pê girtin
1044,fassen::V,ಹಿಡಿ,sêm kirin
1045,hüten::V,ಗುಂಪುಸೇರಿಸು,hei jê man
1046,treiben::V,ದಬ್ಬು,bêherandin
1047,anbinden::V,ಬಿಗಿ,tewilandin
1048,füttern::V,ಮೇಯಿಸು,xwarine dan lê
1049,melken::V,ಹಾಲು ಕರೆ,dotin
1050,hacken::V,ತುಂಡರಿಸು,kolandin
1051,gießen::V,ನೀರುಹಾಕು,av dan
1052,reifen::V,ಕಳಿ,kemilîn
1053,zubereiten::V,ಅಡಿಗೆಮಾಡು,çe kirin
1054,kochen::V,ಅಡು,xwarin çe kirin
1055,kochen::V,ಅಡು,kelandin
1056,backen::V,ಬೇಯಿಸು,pijandin
1057,braten::V,ಕರಿ,qelandin
1058,braten::V,ಕರಿ,sor kirin
1059,umrühren::V,ಕಲಕು,têvdan
1060,stricken::V,ಹೆಣೆ,hûnan
1061,nähen::V,ಹೊಲಿ,kêl kirin
1062,färben::V,ಬಣ್ಣ ಹತ್ತು,boyax kirin
1063,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,paqijkirin
1064,waschen::V,ತೊಳೆ,şuştin
1065,abwischen::V,ಒರಸು,pakîj kirin
1066,spülen::V,ಗಲಬರಿಸು,şuştin
1067,fegen::V,ಗುಡಿಸು,maliştin
1068,kehren::V,ಗುಡಿಸು,maliştin
1069,baden::V,ಸ್ನಾನಮಾಡು,serîşûştin
1070,sich waschen::V,ತೊಳೆ,serîşûştin
1071,ausziehen::V,ಬಿಚ್ಚು,jê kirin
1072,anziehen::V,ಹಾಕು,pê kirin
1073,sich anziehen::V,ಹಾಕು,xwe kirin
1074,kämmen::V,ಬಾಚು,şeh kirin
1075,schmücken::V,ಅಲಂಕರಿಸು,xemilandin
1076,sagen::V,ಹೇಳು,gotin
1077,sagen::V,ಹೇಳು,peyivîn
1078,sprechen::V,ನುಡಿ,peyivîn
1079,reden::V,ನುಡಿ,axaftin
1080,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,hev biştaxilin
1081,fragen::V,ವಿಚಾರಿಸು,pirsîn
1082,fragen::V,ವಿಚಾರಿಸು,pirs kirin
1083,bitten::V,ಬೇಡು,tika kirin
1084,erzählen::V,ಹೇಳು,behs kirin
1085,mitteilen::V,ತಿಳಿಸು,vegotin
1086,nennen::V,ಹೆಸರಿಡು,bi nav kirin
1087,rufen::V,ಕರೆ,bakirin
1088,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,pesnê xwe dan
1089,übersetzen::V,ಭಾಷಾಂತರಿಸು,qulibandin
1090,übersetzen::V,ಭಾಷಾಂತರಿಸು,derbas kirin
