,Concept_ID,da,es
855,brennen::V,brænde,quemar
856,rauchen::V,ryge,humear
857,rauchen::V,ryge,echar humo
858,regnen::V,regne,llover
859,gefrieren::V,fryse,helarse
860,tauen::V,tø,deshelarse
861,schmelzen::V,smelte,fundirse
862,schmelzen::V,smelte,derretirse
863,trocknen::V,tørre,secarse
864,sieden::V,koge,hervir
865,faulen::V,rådne,pudrirse
866,verfaulen::V,rådne,pudrirse
867,reißen::V,briste,romperse
868,versinken::V,synke,hundirse
869,versinken::V,synke ned,hundirse
870,vergehen::V,forløbe,pasar
871,erscheinen::V,vise sig,aparecer
872,verschwinden::V,forsvinde,desaparecer
873,sinken::V,synke,bajar
874,abnehmen::V,aftage,decrecer
875,abnehmen::V,aftage,disminuir
876,zunehmen::V,tiltage,crecer
877,zunehmen::V,tiltage,aumentar
878,steigen::V,stige,subir
879,steigen::V,stige,ascender
880,wachsen::V,gro,crecer
881,wachsen::V,vokse,crecer
882,glänzen::V,glinse,brillar
883,glänzen::V,glinse,resplandecer
884,funkeln::V,tindre,chispear
885,lärmen::V,larme,hacer ruido
886,läuten::V,ringe,sonar
887,läuten::V,ringe,repicar
888,klingeln::V,ringe,tocar el timbre
889,klirren::V,klirre,tintinear
890,brausen::V,bruse,zumbar
891,rauschen::V,suse,murmurar
892,klingen::V,lyde,sonar
893,klingen::V,klinge,sonar
894,bellen::V,gø,ladrar
895,heulen::V,hyle,ulular
896,blasen::V,blæse,soplar
897,pfeifen::V,fløjte,silbar
898,schreien::V,skrige,gritar
899,stöhnen::V,stønne,gemir
900,zittern::V,dirre,temblar
901,zittern::V,skælve,temblar
902,leben::V,leve,vivir
903,geboren werden::V,fødes,nacer
904,atmen::V,ånde,respirar
905,trinken::V,drikke,beber
906,essen::V,spise,comer
907,schlucken::V,synke,tragar
908,müde werden::V,blive træt,cansarse
909,müde werden::V,blive træt,fatigarse
910,einschlafen::V,falde i søvn,dormirse
911,schlafen::V,sove,dormir
912,aufwachen::V,vågne,despertarse
913,aufstehen::V,stå op,levantarse
914,sich erholen::V,komme sig,reposar
915,sich erholen::V,komme sig,descansar
916,krank werden::V,blive syg,caer enfermo
917,krank sein::V,være syg,estar enfermo
918,schmerzen::V,smerte,doler
919,husten::V,hoste,toser
920,genesen::V,komme sig,convalecer
921,genesen::V,komme sig,restablecerse
922,sterben::V,dø,morir
923,umkommen::V,omkomme,perecer
924,sich bewegen::V,bevæge sig,moverse
925,sich rühren::V,røre på sig,rebullir
926,sich erheben::V,rejse sig,levantarse
927,sich setzen::V,sætte sig,sentarse
928,laufen::V,løbe,andar
929,schreiten::V,skride,proceder
930,spazierengehen::V,gå en tur,pasear
931,spazierengehen::V,gå en tur,pasearse
932,eilen::V,ile,correr prisa
933,sich beeilen::V,skynde sig,darse prisa
934,sausen::V,suse,correr
935,rennen::V,løbe,correr
936,rennen::V,rende,correr
937,springen::V,hoppe,saltar
938,springen::V,springe,saltar
939,klettern::V,klatre,trepar
940,klettern::V,klatre,escalar
941,schaukeln::V,gynge,bambolearse
942,kriechen::V,krybe,reptar
943,kriechen::V,krybe,arrastrarse
944,schwimmen::V,svømme,nadar
945,tauchen::V,dykke,bucear
946,tauchen::V,dykke,sumergirse
947,rudern::V,ro,remar
948,fahren::V,køre,ir
949,fliegen::V,flyve,volar
950,gehen::V,gå,ir
951,gehen::V,gå,andar
952,weggehen::V,gå bort,irse
953,weggehen::V,gå bort,marcharse
954,abfahren::V,køre bort,salir
955,abfahren::V,køre bort,partir
956,anhalten::V,standse,parar
957,anhalten::V,standse,pararse
958,hineingehen::V,gå ind,entrar
959,eintreten::V,træde ind,entrar
960,kommen::V,komme,venir
961,ankommen::V,ankomme,llegar
962,zurückkommen::V,komme tilbage,volver
963,zurückkommen::V,komme tilbage,regresar
964,bleiben::V,blive,quedarse
965,bleiben::V,forblive,quedarse
966,warten::V,vente,esperar
967,erwarten::V,vente,esperar
968,erwarten::V,afvente,esperar
969,suchen::V,søge,buscar
970,finden::V,finde,hallar
971,finden::V,finde,encontrar
972,versuchen::V,forsøge,intentar
973,vorbereiten::V,forberede,preparar
974,lieben::V,elske,amar
975,lieben::V,elske,querer
976,mögen::V,holde af,querer
977,mögen::V,kunne lide,querer
978,lachen::V,le,reír
979,rühren::V,røre,conmover
980,weinen::V,græde,llorar
981,schimpfen::V,skænde,regañar
982,sich ärgern::V,ærgre sig,enfadarse
983,sich fürchten::V,være bange,tener miedo
984,fürchten::V,være bange for,temer
985,fürchten::V,være bange for,tener miedo a
986,fliehen::V,flygte,huir
987,flüchten::V,flygte,escaparse
988,sehen::V,se,ver
989,anschauen::V,se på,mirar
990,anschauen::V,betragte,mirar
991,ansehen::V,anse,mirar
992,hören::V,høre,oír
993,zuhören::V,høre til,escuchar
994,probieren::V,smage,probar
995,probieren::V,smage,degustar
996,probieren::V,smage på,probar
997,probieren::V,smage på,degustar
998,riechen::V,lugte,oler
999,fühlen::V,føle,sentir
1000,scheinen::V,synes,parecer
1001,zu sehen sein::V,synes,poder verse
1002,vernehmen::V,erfare,oír
1003,vernehmen::V,erfare,percibir
1004,frieren::V,fryse,tener frío
1005,tun::V,gøre,hacer
1006,können::V,kunne,poder
1007,wollen::V,ville,querer
1008,anfangen::V,begynde,iniciar
1009,beenden::V,afslutte,acabar
1010,beenden::V,afslutte,terminar
1011,aufhören::V,ophøre,cesar
1012,aufhören::V,holde op,cesar
1013,gelingen::V,lykkes,salir bien
1014,geraten::V,blive,salir
1015,geraten::V,blive,dar resultado
1016,öffnen::V,åbne,abrir
1017,schließen::V,lukke,cerrar
1018,stellen::V,stille,poner
1019,stellen::V,stille,colocar
1020,setzen::V,sætte,poner
1021,setzen::V,sætte,colocar
1022,legen::V,lægge,poner
1023,berühren::V,berøre,tocar
1024,verbinden::V,forbinde,unir
1025,verbinden::V,forbinde,juntar
1026,bedecken::V,dække,tapar
1027,bedecken::V,dække,cubrir
1028,bedecken::V,bedække,tapar
1029,bedecken::V,bedække,cubrir
1030,aufhängen::V,hænge,colgar
1031,aufhängen::V,hænge op,colgar
1032,anzünden::V,tænde,encender
1033,anzünden::V,antænde,encender
1034,aufheben::V,løfte,recoger
1035,aufheben::V,tage op,recoger
1036,zurücklassen::V,lade tilbage,dejar
1037,verlieren::V,miste,perder
1038,fallen lassen::V,tabe,dejar caer
1039,fallen lassen::V,droppe,dejar caer
1040,machen::V,gøre,hacer
1041,herstellen::V,fremstille,fabricar
1042,bauen::V,bygge,construir
1043,reparieren::V,reparere,reparar
1044,verbessern::V,rette,mejorar
1045,verbessern::V,forbedre,mejorar
1046,ändern::V,ændre,mudar
1047,ändern::V,ændre,modificar
1048,graben::V,grave,cavar
1049,beugen::V,bøje,doblar
1050,beugen::V,bøje,inclinar
1051,biegen::V,bøje,doblar
1052,drehen::V,dreje,volver
1053,drehen::V,dreje,hacer girar
1054,wenden::V,vende,volver
1055,umdrehen::V,dreje om,revolver
1056,heben::V,hæve,levantar
1057,hochheben::V,løfte,alzar
1058,ergreifen::V,gribe fat i,coger
1059,halten::V,holde,tener
1060,drücken::V,trykke,apretar
1061,schieben::V,skyde,empujar
1062,schieben::V,skubbe,empujar
1063,kratzen::V,klø,rascar
1064,kratzen::V,kradse,rascar
1065,lecken::V,slikke,lamer
1066,beißen::V,bide,morder
1067,abreißen::V,rive af,arrancar
1068,abschneiden::V,skære af,cortar
1069,binden::V,binde,atar
1070,stecken::V,stikke,meter
1071,brechen::V,brække,romper
1072,brechen::V,brække,quebrar
1073,klopfen::V,banke,golpear
1074,hauen::V,hugge,pegar
1075,kleben::V,klistre,pegar
1076,kleben::V,klistre,encolar
1077,reiben::V,gnide,frotar
1078,streichen::V,smøre,untar
1079,streichen::V,smøre,recubrir
1080,schleifen::V,slibe,afilar
1081,schneiden::V,skære,cortar
1082,schneiden::V,klippe,cortar
1083,rütteln::V,ruske,agitar
1084,schütteln::V,ryste,agitar
1085,schütteln::V,ryste,sacudir
1086,schwenken::V,svinge,menear
1087,schütten::V,hælde,verter
1088,füllen::V,fylde,llenar
1089,einwickeln::V,pakke ind,envolver
1090,tragen::V,bære,llevar
1091,schleppen::V,slæbe,arrastrar
1092,ziehen::V,trække,tirar
1093,aufbewahren::V,opbevare,conservar
1094,werfen::V,kaste,echar
1095,werfen::V,kaste,lanzar
1096,fangen::V,fange,coger
1097,packen::V,gribe,agarrar
1098,verstecken::V,gemme,esconder
1099,teilen::V,dele,partir
1100,teilen::V,dele,dividir
1101,schicken::V,sende,enviar
1102,bringen::V,bringe,traer
1103,hinzufügen::V,tilføje,añadir
1104,bekommen::V,få,obtener
1105,bekommen::V,få,conseguir
1106,erhalten::V,få,recibir
1107,nehmen::V,tage,tomar
1108,wählen::V,vælge,elegir
1109,auswählen::V,udvælge,escoger
1110,auswählen::V,udvælge,seleccionar
1111,bewahren::V,bevare,guardar
1112,bewahren::V,bevare,preservar
1113,behindern::V,hindre,estorbar
1114,behindern::V,hindre,obstaculizar
1115,behindern::V,forhindre,estorbar
1116,behindern::V,forhindre,obstaculizar
1117,verderben::V,ødelægge,estropear
1118,beschädigen::V,beskadige,deteriorar
1119,zerbrechen::V,brække itu,romper
1120,zerbrechen::V,brække itu,quebrar
1121,zerreißen::V,rive itu,desgarrar
1122,zerreißen::V,rive itu,despedazar
1123,zerstören::V,ødelægge,destruir
1124,zerstören::V,ødelægge,destrozar
1125,verbrennen::V,brænde,quemar
1126,geben::V,give,dar
1127,reichen::V,række,pasar
1128,schenken::V,forære,regalar
1129,versprechen::V,love,prometer
1130,wünschen::V,ønske,desear
1131,loben::V,rose,alabar
1132,küssen::V,kysse,besar
1133,wiegen::V,vugge,mecer
1134,zudecken::V,dække til,tapar
1135,zudecken::V,dække til,cubrir
1136,wecken::V,vække,despertar
1137,zeigen::V,vise,mostrar
1138,führen::V,føre,guiar
1139,führen::V,føre,conducir
1140,lehren::V,lære,enseñar
1141,lehren::V,lære,instruir
1142,unterrichten::V,undervise,enseñar
1143,aufziehen::V,opdrage,criar
1144,leiten::V,lede,guiar
1145,leiten::V,lede,dirigir
1146,antreiben::V,skynde på,impeler
1147,antreiben::V,skynde på,impulsar
1148,lassen::V,få til at,hacer
1149,einladen::V,indbyde,invitar
1150,einladen::V,invitere,invitar
1151,vereinigen::V,forene,unir
1152,besuchen::V,besøge,visitar
1153,besuchen::V,besøge,ir a ver
1154,treffen::V,møde,encontrar
1155,sich versammeln::V,forsamles,reunirse
1156,sich versammeln::V,forsamles,congregarse
1157,spielen::V,lege,jugar
1158,spielen::V,spille,jugar
1159,singen::V,synge,cantar
1160,tanzen::V,danse,bailar
1161,sich trennen::V,skilles,separarse
1162,verlassen::V,forlade,dejar
1163,verlassen::V,forlade,abandonar
1164,retten::V,redde,salvar
1165,bewachen::V,bevogte,vigilar
1166,schützen::V,skærme,proteger
1167,schützen::V,beskytte,proteger
1168,verteidigen::V,forsvare,defender
1169,sich schlagen::V,slås,batirse
1170,schießen::V,skyde,tirar
1171,schießen::V,skyde,disparar
1172,siegen::V,sejre,vencer
1173,ärgern::V,ærgre,enojar
1174,ärgern::V,ærgre,enfadar
1175,schlagen::V,slå,pegar
1176,schlagen::V,slå,golpear
1177,treten::V,sparke,dar una patada a
1178,stechen::V,stikke,pinchar
1179,stoßen::V,støde,empujar
1180,stehlen::V,stjæle,robar
1181,stehlen::V,stjæle,hurtar
1182,stören::V,forstyrre,molestar
1183,belästigen::V,genere,molestar
1184,belästigen::V,genere,importunar
1185,belästigen::V,ulejlige,molestar
1186,belästigen::V,ulejlige,importunar
1187,verbergen::V,skjule,ocultar
1188,verbergen::V,skjule,esconder
1189,täuschen::V,villede,engañar
1190,betrügen::V,bedrage,engañar
1191,töten::V,dræbe,matar
1192,wohnen::V,bo,vivir
1193,wohnen::V,bo,habitar
1194,arbeiten::V,arbejde,trabajar
1195,sammeln::V,samle,recoger
1196,sammeln::V,samle,coleccionar
1197,pflücken::V,plukke,coger
1198,jagen::V,jage,cazar
1199,fischen::V,fiske,pescar
1200,fassen::V,fange,atrapar
1201,fassen::V,fange,capturar
1202,hüten::V,vogte,guardar
1203,treiben::V,drive,aballar
1204,anbinden::V,binde fast,atar
1205,füttern::V,fodre,echar de comer
1206,melken::V,malke,ordeñar
1207,hacken::V,hakke,picar
1208,hacken::V,hakke,cortar
1209,gießen::V,hælde,regar
1210,reifen::V,modne,madurar
1211,zubereiten::V,tilberede,preparar
1212,kochen::V,koge,cocer
1213,kochen::V,koge,guisar
1214,backen::V,bage,hornear
1215,backen::V,bage,cocer al horno
1216,braten::V,stege,asar
1217,braten::V,stege,freír
1218,umrühren::V,røre om,remover
1219,stricken::V,strikke,hacer punto
1220,stricken::V,strikke,hacer calceta
1221,nähen::V,sy,coser
1222,färben::V,farve,teñir
1223,färben::V,farve,colorear
1224,reinigen::V,rense,limpiar
1225,reinigen::V,gøre ren,limpiar
1226,waschen::V,vaske,lavar
1227,abwischen::V,tørre af,fregar
1228,abwischen::V,tørre af,limpiar
1229,spülen::V,skylle,aclarar
1230,spülen::V,skylle,enjuagar
1231,fegen::V,feje,barrer
1232,fegen::V,feje,pasar la escoba
1233,kehren::V,feje,barrer
1234,baden::V,bade,bañarse
1235,sich waschen::V,vaske sig,lavarse
1236,ausziehen::V,tage af,quitar
1237,ausziehen::V,tage af,quitarse
1238,anziehen::V,tage på,ponerse
1239,sich anziehen::V,klæde sig på,vestirse
1240,kämmen::V,rede,peinar
1241,kämmen::V,frisere,peinar
1242,schmücken::V,pynte,adornar
1243,schmücken::V,smykke,adornar
1244,sagen::V,sige,decir
1245,sprechen::V,snakke,hablar
1246,reden::V,tale,hablar
1247,reden::V,tale,conversar
1248,reden::V,snakke,hablar
1249,reden::V,snakke,conversar
1250,sich unterhalten::V,snakke sammen,charlar
1251,sich unterhalten::V,snakke sammen,conversar
1252,fragen::V,spørge,preguntar
1253,bitten::V,bede,rogar
1254,erzählen::V,berette,contar
1255,erzählen::V,fortælle,contar
1256,mitteilen::V,meddele,comunicar
1257,mitteilen::V,meddele,participar
1258,nennen::V,nævne,llamar
1259,nennen::V,nævne,nombrar
1260,rufen::V,råbe,llamar
1261,prahlen::V,prale,jactarse
1262,übersetzen::V,oversætte,traducir
1263,denken::V,tænke,pensar
1264,glauben::V,tro,creer
1265,bemerken::V,bemærke,notar
1266,bemerken::V,lægge mærke til,notar
1267,erkennen::V,genkende,reconocer
1268,begreifen::V,begribe,concebir
1269,verstehen::V,forstå,entender
1270,verstehen::V,forstå,comprender
1271,lernen::V,lære,aprender
1272,wissen::V,vide,saber
1273,sich erinnern an::V,mindes,recordar
1274,sich erinnern an::V,mindes,acordarse de
1275,sich erinnern an::V,huske på,recordar
1276,sich erinnern an::V,huske på,acordarse de
1277,vergessen::V,glemme,olvidar
1278,messen::V,måle,medir
1279,zählen::V,tælle,contar
1280,rechnen::V,regne,contar
1281,rechnen::V,regne,calcular
1282,lesen::V,læse,leer
1283,malen::V,male,pintar
1284,zeichnen::V,tegne,dibujar
1285,schreiben::V,skrive,escribir
1286,besitzen::V,eje,poseer
1287,besitzen::V,besidde,poseer
1288,kaufen::V,købe,comprar
1289,verkaufen::V,sælge,vender
1290,bezahlen::V,betale,pagar
1291,zahlen::V,betale,pagar
1292,beherrschen::V,beherske,dominar
1293,ertragen::V,tåle,soportar
1294,ertragen::V,udholde,soportar
1295,hinfallen::V,,caerse
