,Concept_ID,ro,sq
822,klug::A,isteț,mençur
823,klug::A,deștept,mençur
824,geschickt::A,dibaci,aftë
825,lieb::A,drag,dashur
826,lieb::A,iubit,dashur
827,lustig::A,vesel,gëzuar
828,sanft::A,blând,butë
829,sanft::A,blajin,butë
830,hungrig::A,flămând,uritur
831,krank::A,bolnav,sëmurë
832,nackt::A,gol,lakuriq
833,nackt::A,gol,zhveshur
834,traurig::A,trist,trishtuar
835,traurig::A,mâhnit,trishtuar
836,lebendig::A,viu,gjallë
837,gut::A,bun,mirë
838,schlecht::A,rău,keq
839,schlecht::A,prost,keq
840,richtig::A,drept,drejtë
841,richtig::A,corect,drejtë
842,schlimm::A,rău,keq
843,wahr::A,adevărat,vërtetë
844,alt::A,uzat,vjetër
845,alt::A,vechi,vjetër
846,neu::A,nou,i ri
847,ehemalig::A,fost,dikurshëm
848,ehemalig::A,anterior,dikurshëm
849,alt[Lebewesen]::A,bătrîn,plak
850,jung::A,tânăr,i ri
851,arm::A,sărac,varfër
852,arm::A,sărac,vobektë
853,arm::A,sărman,varfër
854,arm::A,sărman,vobektë
855,reich::A,avut,pasur
856,reich::A,bogat,pasur
857,bekannt::A,cunoscut,njohur
858,berühmt::A,renumit,famshëm
859,fremd::A,străin,huaj
860,verschieden::A,diferit,ndryshëm
861,verschieden::A,deosebit,ndryshëm
862,nah::A,apropiat,afërt
863,fern::A,departe,largët
864,linker::A,stâng,majtë
865,rechter::A,drept,djathtë
866,anderer::A,alt,tjetër
867,erster::A,prim,parë
868,zweiter::A,al doilea,dytë
869,dritter::A,treilea,i tretë
870,letzter::A,final,fundit
871,allein::ADV,singur,vetëm
872,auf einmal::ADV,dintrodată,njëkohësisht
873,zusammen::ADV,împreună,bashkë
874,zusammen::ADV,împreună,së bashku
875,lange::ADV,îndelung,për një kohë të gjatë
876,lange::ADV,mult timp,për një kohë të gjatë
877,plötzlich::ADV,deodată,befas
878,plötzlich::ADV,pe neașteptate,befas
879,sofort::ADV,imediat,menjëherë
880,sofort::ADV,imediat,aty për aty
881,sofort::ADV,numaidecît,menjëherë
882,sofort::ADV,numaidecît,aty për aty
883,später::ADV,mai apoi,më vonë
884,später::ADV,mai târziu,më vonë
885,jetzt::ADV,acum,tash
886,heute::ADV,azi,sot
887,heute::ADV,astăzi,sot
888,morgen::ADV,mâine,nesër
889,bald::ADV,curând,shpejt
890,bald::ADV,curând,së shpejti
891,dann::ADV,apoi,pastaj
892,gestern::ADV,ieri,dje
893,einst::ADV,odată,dikur
894,einst::ADV,odinioară,dikur
895,damals::ADV,atunci,atëherë
896,damals::ADV,pe atunci,atëherë
897,danach::ADV,după aceasta,mandej
898,vorher::ADV,mai întâi,më parë
899,vorher::ADV,în prealabil,më parë
900,zuerst::ADV,întâi,së pari
901,zuerst::ADV,în primul rând,së pari
902,einmal::ADV,odată,njëherë
903,manchmal::ADV,uneori,nganjëherë
904,manchmal::ADV,câteodată,nganjëherë
905,oft::ADV,des,shpesh
906,oft::ADV,deseori,shpesh
907,immer::ADV,mereu,përherë
908,immer::ADV,mereu,gjithnjë
909,immer::ADV,întotdeauna,përherë
910,immer::ADV,întotdeauna,gjithnjë
911,niemals::ADV,niciodată,kurrë
912,niemals::ADV,niciodată,asnjëherë
913,hier::ADV,aci,këtu
914,hier::ADV,aici,këtu
915,hierhin::ADV,încoace,knej
916,von hier::ADV,de aici,që këtej
917,von hier::ADV,de aici,prej këtej
918,dort::ADV,acolo,aty
919,dort::ADV,acolo,atje
920,dorthin::ADV,dincolo,anej
921,geradeaus::ADV,drept înainte,drejt
922,vorwärts::ADV,înainte,mbroth
923,vorwärts::ADV,înainte,përpara
924,rückwärts::ADV,îndărăt,mbrapsht
925,zurück::ADV,înapoi,prapa
926,zurück::ADV,înapoi,mbrapsht
927,unten::ADV,jos,poshtë
928,unten::ADV,dedesubt,poshtë
929,hinab::ADV,în jos,përposh
930,hinab::ADV,de vale,përposh
931,oben::ADV,sus,lart
932,oben::ADV,sus,sipër
933,oben::ADV,deasupra,lart
934,oben::ADV,deasupra,sipër
935,hinauf::ADV,în sus,lart
936,hinauf::ADV,în sus,përpjetë
937,überall::ADV,peste tot,kudo
938,überall::ADV,pretutindeni,kudo
939,nicht::ADV,nu,s'
940,nicht::ADV,nu,nuk
941,ein wenig::ADV,puțin,një tis
942,kaum::ADV,cu greu,mezi
943,kaum::ADV,cu anevoie,mezi
944,sehr::ADV,mult,fort
945,sehr::ADV,mult,shumë
946,sehr::ADV,foarte,fort
947,sehr::ADV,foarte,shumë
948,so::ADV,așa,ashtu
949,so::ADV,așa,kështu
950,so::ADV,atât,ashtu
951,so::ADV,atât,kështu
952,noch::ADV,încă,ende
953,noch::ADV,încă,akoma
954,nur::ADV,doar,vetëm
955,schon::ADV,și,tashmë
956,schon::ADV,deja,tashmë
957,wieder::ADV,iar,përsëri
958,wieder::ADV,iarăși,përsëri
959,vergebens::ADV,în zadar,kot
960,vor::PRP,înainte de,para
961,hinter::PRP,după,prapa
962,hinter::PRP,după,mbrapa
963,hinter::PRP,în spatele,prapa
964,hinter::PRP,în spatele,mbrapa
965,unter::PRP,sub,nën
966,durch::PRP,prin,nëpër
967,neben::PRP,lângă,pranë
968,neben::PRP,lângă,përbri
969,neben::PRP,alături de,pranë
970,neben::PRP,alături de,përbri
971,zwischen::PRP,între,midis
972,zwischen::PRP,între,ndërmjet
973,zwischen::PRP,dintre,midis
974,zwischen::PRP,dintre,ndërmjet
975,wegen::PRP,pentru,për
976,dies::PRN,acesta,ky
977,das::PRN,asta,ky
978,alles::PRN,tot,gjithçka
979,ich::PRN,eu,unë
980,du::PRN,tu,ti
981,er::PRN,el,ai
982,er::PRN,dânsul,ai
983,wir::PRN,noi,ne
984,ihr::PRN,voi,ju
985,sie::PRN,ei,ata
986,sie::PRN,dânșii,ata
987,was::FPRN,ce,ç'
988,was::FPRN,ce,çfarë
989,wer::FPRN,cine,kush
990,wo::FADV,unde,ku
991,wohin::FADV,încotro,për ku
992,wie::FADV,cum,si
993,warum::FADV,de ce,pse
994,warum::FADV,de ce,përse
995,warum::FADV,pentru ce,pse
996,warum::FADV,pentru ce,përse
997,wieviel::FNUM,cât,sa
998,eins::NUM,unu,një
999,zwei::NUM,doi,dy
1000,drei::NUM,trei,tre
1001,vier::NUM,patru,katër
1002,fünf::NUM,cinci,pesë
1003,sechs::NUM,șase,gjashtë
1004,sieben::NUM,șapte,shtatë
1005,acht::NUM,opt,tetë
1006,neun::NUM,nouă,nëntë
1007,zehn::NUM,zece,dhjetë
1008,elf::NUM,unsprezece,njëmbëdhjetë
1009,zwölf::NUM,douăsprezece,dymbëdhjetë
1010,zwanzig::NUM,douăzeci,njëzet
1011,dreißig::NUM,treizeci,tridhjetë
1012,vierzig::NUM,patruzeci,dyzet
1013,fünfzig::NUM,cincizeci,pesëdhjetë
1014,sechzig::NUM,șaizeci,gjashtëdhjetë
1015,siebzig::NUM,șaptezeci,shtatëdhjetë
1016,achtzig::NUM,optzeci,tetëdhjetë
1017,neunzig::NUM,nouăzeci,nëntëdhjetë
1018,hundert::NUM,sută,qind
1019,tausend::NUM,mie,mijë
1020,und::CNJ,și,e
1021,und::CNJ,și,dhe
1022,oder::CNJ,ori,a
1023,oder::CNJ,ori,apo
1024,stehen::V,sta,rri
1025,sitzen::V,ședea,rri
1026,liegen::V,zăcea,rri shtrirë
1027,liegen::V,fi culcat,rri shtrirë
1028,hängen::V,atârna,varem
1029,werden::V,deveni,bëhem
1030,werden::V,se face,bëhem
1031,passieren::V,se întâmpla,ndodh
1032,beginnen::V,începe,filloj
1033,enden::V,se sfârși,përfundoj
1034,enden::V,se termina,përfundoj
1035,wechseln::V,se schimba,ndërroj
1036,aufgehen[Sonne]::V,răsări,hapem
1037,untergehen[Sonne]::V,apune,hyj
1038,untergehen[Sonne]::V,apune,perëndoj
1039,scheinen[Sonne]::V,străluci,ndriçoj
1040,donnern::V,tuna,gjëmoj
1041,donnern::V,tuna,bubulloj
1042,wehen::V,bate,fryj
1043,strömen::V,curge în șiroaie,derdh
1044,fließen::V,curge,rrjedh
1045,sich drehen::V,se învârti,rrotullohem
1046,schwanken::V,se clătina,dyzoj
1047,schwingen::V,vibra,dridhem
1048,schwingen::V,flutura,dridhem
1049,fallen::V,cădea,bie
1050,brennen::V,arde,digjem
1051,rauchen::V,fuma,nxjerr tym
1052,regnen::V,ploua,bie shi
1053,gefrieren::V,îngheța,ngrij
1054,tauen::V,se dezgheța,shkrij
1055,schmelzen::V,se topi,shkrij
1056,trocknen::V,se usca,thaj
1057,sieden::V,fierbe,ziej
1058,sieden::V,clocoti,ziej
1059,faulen::V,se împuți,kalbem
1060,faulen::V,se împuți,prishem
1061,verfaulen::V,putrezi,kalbem
1062,reißen::V,se rupe,grisem
1063,reißen::V,se rupe,shqyhem
1064,reißen::V,se sfâșia,grisem
1065,reißen::V,se sfâșia,shqyhem
1066,versinken::V,se scufunda,humboj
1067,vergehen::V,trece,kaloj
1068,vergehen::V,se scurge,kaloj
1069,erscheinen::V,apărea,dukem
1070,verschwinden::V,dispărea,zhdukem
1071,sinken::V,cădea,ulem
1072,sinken::V,coborî,ulem
1073,abnehmen::V,scădea,pakësohem
1074,abnehmen::V,scădea,zvogëlohem
1075,abnehmen::V,descrește,pakësohem
1076,abnehmen::V,descrește,zvogëlohem
1077,zunehmen::V,spori,shtohem
1078,zunehmen::V,crește,shtohem
1079,zunehmen::V,augmenta,shtohem
1080,steigen::V,urca,rritem
1081,wachsen::V,crește,rritem
1082,glänzen::V,luci,vezulloj
1083,glänzen::V,străluci,vezulloj
1084,funkeln::V,scânteia,xixoj
1085,funkeln::V,scânteia,xixëlloj
1086,lärmen::V,face larmă,oshtij
1087,lärmen::V,face larmă,zhurmoj
1088,läuten::V,suna,bie
1089,klingeln::V,suna,i bie ziles
1090,klirren::V,zăngăni,kërcëlloj
1091,brausen::V,vui,gjëmoj
1092,rauschen::V,vâjâi,fëshfërij
1093,klingen::V,suna,tingëlloj
1094,bellen::V,lătra,leh
1095,heulen::V,urla,ulërij
1096,blasen::V,sufla,fryj
1097,pfeifen::V,fluiera,fishkëllej
1098,schreien::V,țipa,bërtas
1099,stöhnen::V,geme,rënkoj
1100,zittern::V,tremura,trembem
1101,leben::V,trăi,rroj
1102,leben::V,trăi,jetoj
1103,geboren werden::V,se naște,lind
1104,atmen::V,respira,marr frymë
1105,trinken::V,bea,pi
1106,essen::V,mânca,ha
1107,schlucken::V,înghiți,gëlltis
1108,schlucken::V,înghiți,kapërdij
1109,müde werden::V,se obosi,lodhem
1110,einschlafen::V,adormi,bie të fle
1111,schlafen::V,dormi,fle
1112,aufwachen::V,se deștepta,zgjohem
1113,aufstehen::V,fi se scula,çohem
1114,aufstehen::V,fi se scula,ngrihem
1115,sich erholen::V,se relaxa,qetësohem
1116,sich erholen::V,se relaxa,shtendosem
1117,sich erholen::V,se destinde,qetësohem
1118,sich erholen::V,se destinde,shtendosem
1119,krank werden::V,se îmbolnăvi,bie i sëmurë
1120,krank sein::V,zăcea,jam i sëmurë
1121,krank sein::V,fi bolnav,jam i sëmurë
1122,schmerzen::V,durea,dhemb
1123,husten::V,tuși,kollitem
1124,genesen::V,se însănătoși,shërohem
1125,sterben::V,muri,vdes
1126,umkommen::V,pieri,vdes
1127,umkommen::V,pieri,mbaroj
1128,sich bewegen::V,se mișca,shkundem
1129,sich rühren::V,se mișca,lëviz
1130,sich erheben::V,se ridica,ngrihem
1131,sich setzen::V,lua loc,ulem
1132,sich setzen::V,se așeza,ulem
1133,hinfallen::V,cădea jos,gremisem
1134,laufen::V,merge,eci
1135,laufen::V,merge pe jos,eci
1136,schreiten::V,păși,çapem
1137,spazierengehen::V,se plimba,shëtis
1138,eilen::V,fi se grăbi,ngas
1139,sich beeilen::V,se grăbi,nxitoj
1140,sausen::V,țâșni,eci shpejt
1141,rennen::V,fugi,vrapoj
1142,rennen::V,alerga,vrapoj
1143,springen::V,sări,kërcej
1144,klettern::V,urca,hipi
1145,klettern::V,se cățăra,hipi
1146,schaukeln::V,legăna,kolovitem
1147,kriechen::V,se târî,zvarritem
1148,schwimmen::V,înota,notoj
1149,tauchen::V,se scufunda,zhytem
1150,rudern::V,vâsli,vozis
1151,rudern::V,lopăta,vozis
1152,fahren::V,merge,shkoj
1153,fliegen::V,zbura,fluturoj
1154,gehen::V,merge,eci
1155,gehen::V,merge,shkoj
1156,weggehen::V,se duce,vete
1157,abfahren::V,pleca,nisem
1158,anhalten::V,se opri,ndalem
1159,hineingehen::V,intra,futem
1160,eintreten::V,intra,hyj
1161,kommen::V,veni,vij
1162,ankommen::V,sosi,arrij
1163,ankommen::V,sosi,mbërrij
1164,ankommen::V,ajunge,arrij
1165,ankommen::V,ajunge,mbërrij
1166,zurückkommen::V,se întoarce,kthehem
1167,bleiben::V,rămâne,mbetem
1168,bleiben::V,rămâne,qëndroj
1169,warten::V,aștepta,pres
1170,erwarten::V,aștepta,pres
1171,suchen::V,căuta,kërkoj
1172,finden::V,găsi,gjej
1173,versuchen::V,încerca,mundohem
1174,vorbereiten::V,pregăti,përgatis
1175,lieben::V,iubi,dashuroj
1176,mögen::V,plăcea a,dua
1177,lachen::V,râde,qesh
1178,rühren::V,mișca,mallëngjej
1179,rühren::V,înduioșa,mallëngjej
1180,weinen::V,plânge,qaj
1181,schimpfen::V,înjura,shaj
1182,sich ärgern::V,se supăra,bëhem verem
1183,sich fürchten::V,se teme,kam frikë
1184,sich fürchten::V,se teme,frikësohem
1185,sich fürchten::V,fi teamă a,kam frikë
1186,sich fürchten::V,fi teamă a,frikësohem
1187,fürchten::V,se teme de,kam frikë nga
1188,fliehen::V,fugi,arratisem
1189,flüchten::V,evada,iki
1190,sehen::V,vedea,shoh
1191,anschauen::V,privi,shikoj
1192,ansehen::V,privi,shikoj
1193,hören::V,auzi,dëgjoj
1194,zuhören::V,asculta,veshtoj
1195,probieren::V,gusta,provoj
1196,riechen::V,mirosi,nuhas
1197,fühlen::V,simți,ndiej
1198,fühlen::V,resimți,ndiej
1199,scheinen::V,părea,ndriçoj
1200,zu sehen sein::V,se vedea,dukem
1201,vernehmen::V,auzi,dëgjoj
1202,frieren::V,fi frig,mërdhij
1203,tun::V,face,bëj
1204,können::V,ști,mund
1205,können::V,putea,mund
1206,wollen::V,dori,dua
1207,wollen::V,dori,dëshiroj
1208,anfangen::V,începe,filloj
1209,beenden::V,sfârși,kryej
1210,beenden::V,sfârși,mbaroj
1211,beenden::V,termina,kryej
1212,beenden::V,termina,mbaroj
1213,aufhören::V,înceta,pushoj
1214,gelingen::V,reuși,më shkon mbarë
1215,gelingen::V,izbuti,më shkon mbarë
1216,geraten::V,reuși,del
1217,öffnen::V,deschide,hap
1218,schließen::V,închide,mbyll
1219,stellen::V,pune,vë
1220,stellen::V,așeza,vë
1221,setzen::V,pune,vë
1222,setzen::V,așeza,vë
1223,legen::V,pune,vë
1224,berühren::V,atinge,rrok
1225,verbinden::V,lega,bashkoj
1226,bedecken::V,acoperi,mbuloj
1227,aufhängen::V,atârna,var
1228,aufhängen::V,spânzura,var
1229,anzünden::V,aprinde,ndez
1230,aufheben::V,ridica,ngre
1231,aufheben::V,lua de jos,ngre
1232,zurücklassen::V,lăsa,lë pas
1233,zurücklassen::V,lăsa în urmă,lë pas
1234,verlieren::V,pierde,humb
1235,fallen lassen::V,scăpa,lëshoj
1236,fallen lassen::V,arunca,lëshoj
1237,machen::V,face,bëj
1238,herstellen::V,fabrica,prodhoj
1239,herstellen::V,confecționa,prodhoj
1240,bauen::V,clădi,ndërtoj
1241,bauen::V,construi,ndërtoj
1242,reparieren::V,repara,ndreq
1243,reparieren::V,repara,meremetoj
1244,verbessern::V,ameliora,përmirësoj
1245,verbessern::V,îmbunătăți,përmirësoj
1246,ändern::V,schimba,ndërroj
1247,ändern::V,modifica,ndërroj
1248,graben::V,săpa,gërmoj
1249,beugen::V,curba,kërrus
1250,biegen::V,îndoi,përkul
1251,biegen::V,încovoia,përkul
1252,drehen::V,învârti,dredh
1253,drehen::V,învârti,rrotulloj
1254,wenden::V,întoarce,kthej
1255,umdrehen::V,învârti,kthej
1256,umdrehen::V,întoarce,kthej
1257,heben::V,ridica,ngre
1258,hochheben::V,ridica,ngre
1259,ergreifen::V,lua,rrëmbej
1260,ergreifen::V,apuca,rrëmbej
1261,halten::V,ține,mbaj
1262,drücken::V,apăsa,shtyp
1263,drücken::V,strânge,shtyp
1264,schieben::V,împinge,shtyj
1265,kratzen::V,zgâria,kruaj
1266,kratzen::V,zgâria,gërvisht
1267,lecken::V,linge,lëpij
1268,beißen::V,mușca,kafshoj
1269,abreißen::V,rupe,shkëpus
1270,abreißen::V,smulge,shkëpus
1271,abschneiden::V,scurta,cungoj
1272,binden::V,lega,lidh
1273,stecken::V,pune,fus
1274,stecken::V,pune,ngul
1275,brechen::V,rupe,thyej
1276,brechen::V,frânge,thyej
1277,klopfen::V,ciocăni,trokas
1278,hauen::V,lovi,godas
1279,kleben::V,lipi,ngjis
1280,reiben::V,freca,fërkoj
1281,reiben::V,fricționa,fërkoj
1282,streichen::V,unge,lyej
1283,schleifen::V,ascuți,mpreh
1284,schneiden::V,tăia,pres
1285,rütteln::V,zgâlțâi,shkund
1286,schütteln::V,scutura,lëkund
1287,schwenken::V,agita,valëvit
1288,schütten::V,vărsa,mbush
1289,füllen::V,umple,mbush
1290,einwickeln::V,înveli,mbështjell
1291,einwickeln::V,înfășura,mbështjell
1292,tragen::V,căra,mbaj
1293,tragen::V,căra,mbart
1294,schleppen::V,târî,heq
1295,schleppen::V,târî,zhgërryej
1296,ziehen::V,trage,tërheq
1297,aufbewahren::V,păstra,ruaj
1298,aufbewahren::V,conserva,ruaj
1299,werfen::V,arunca,hedh
1300,fangen::V,prinde,kap
1301,packen::V,apuca,rrëmbej
1302,verstecken::V,ascunde,fsheh
1303,teilen::V,împărți,ndaj
1304,schicken::V,trimite,dërgoj
1305,bringen::V,aduce,sjell
1306,hinzufügen::V,adăuga,shtoj
1307,bekommen::V,obține,kap
1308,bekommen::V,dobândi,kap
1309,erhalten::V,primi,marr
1310,erhalten::V,căpăta,marr
1311,nehmen::V,lua,marr
1312,wählen::V,opta,zgjedh
1313,wählen::V,alege,zgjedh
1314,auswählen::V,selecta,përzgjedh
1315,bewahren::V,păstra,ruaj
1316,behindern::V,stingheri,pengoj
1317,verderben::V,strica,prish
1318,beschädigen::V,strica,dëmtoj
1319,zerbrechen::V,rupe,thyej
1320,zerbrechen::V,frânge,thyej
1321,zerreißen::V,rupe,çjerr
1322,zerreißen::V,rupe,zheloj
1323,zerreißen::V,sfâșia,çjerr
1324,zerreißen::V,sfâșia,zheloj
1325,zerstören::V,distruge,prish
1326,zerstören::V,distruge,shkatërroj
1327,verbrennen::V,arde,djeg
1328,verbrennen::V,incendia,djeg
1329,geben::V,da,jap
1330,reichen::V,întinde,jap
1331,schenken::V,dărui,fal
1332,schenken::V,dărui,dhuroj
1333,versprechen::V,făgădui,premtoj
1334,wünschen::V,ura,uroj
1335,loben::V,lăuda,lëvdoj
1336,loben::V,lăuda,lavdëroj
1337,küssen::V,săruta,puth
1338,wiegen::V,legăna,tund
1339,zudecken::V,acoperi,mbuloj
1340,wecken::V,trezi,zgjoj
1341,wecken::V,deștepta,zgjoj
1342,zeigen::V,arăta,dëftej
1343,führen::V,călăuzi,çoj
1344,lehren::V,preda,arsej
1345,lehren::V,învăța,arsej
1346,unterrichten::V,învăța,arsimoj
1347,unterrichten::V,instrui,arsimoj
1348,aufziehen::V,crește,rris
1349,leiten::V,duce,udhëheq
1350,leiten::V,conduce,udhëheq
1351,antreiben::V,împinge,nxis
1352,antreiben::V,încuraja,nxis
1353,lassen::V,pune pe să,detyroj
1354,einladen::V,invita,ftoj
1355,vereinigen::V,uni,bashkoj
1356,vereinigen::V,întruni,bashkoj
1357,besuchen::V,vizita,vizitoj
1358,besuchen::V,face o vizită,vizitoj
1359,treffen::V,întâlni,ndesh
1360,sich versammeln::V,se aduna,tubohem
1361,spielen::V,se juca,loz
1362,spielen::V,se juca,luaj
1363,singen::V,cânta,këndoj
1364,tanzen::V,dansa,kërcej
1365,tanzen::V,dansa,vallëzoj
1366,sich trennen::V,se separa,ndahem
1367,sich trennen::V,se despărți,ndahem
1368,verlassen::V,părăsi,braktis
1369,verlassen::V,abandona,braktis
1370,retten::V,salva,shpëtoj
1371,bewachen::V,păzi,ruaj
1372,schützen::V,ocroti,ruaj
1373,schützen::V,ocroti,mbroj
1374,schützen::V,proteja,ruaj
1375,schützen::V,proteja,mbroj
1376,verteidigen::V,apăra,mbroj
1377,sich schlagen::V,se bate,zihem
1378,schießen::V,trage,shtie
1379,siegen::V,birui,fitoj
1380,siegen::V,birui,ngadhënjej
1381,siegen::V,învinge,fitoj
1382,siegen::V,învinge,ngadhënjej
1383,ärgern::V,supăra,zemëroj
1384,schlagen::V,lovi,rrah
1385,schlagen::V,lovi,godas
1386,treten::V,călca,shtyj
1387,treten::V,călca,shtyj më këmbë
1388,stechen::V,înțepa,ther
1389,stechen::V,înțepa,shpoj
1390,stechen::V,împunge,ther
1391,stechen::V,împunge,shpoj
1392,stoßen::V,împinge,shtyj
1393,stehlen::V,fura,vjedh
1394,stören::V,deranja,pengoj
1395,belästigen::V,importuna,bezdis
1396,verbergen::V,ascunde,fsheh
1397,täuschen::V,amăgi,mashtroj
1398,betrügen::V,înșela,kobis
1399,töten::V,omorî,vras
1400,wohnen::V,sta,banoj
1401,wohnen::V,locui,banoj
1402,arbeiten::V,lucra,punoj
1403,arbeiten::V,lucra,vardoj
1404,sammeln::V,aduna,mbledh
1405,sammeln::V,aduna,grumbulloj
1406,sammeln::V,colecționa,mbledh
1407,sammeln::V,colecționa,grumbulloj
1408,pflücken::V,culege,vjel
1409,pflücken::V,culege,mbledh
1410,jagen::V,vâna,gjuaj
1411,fischen::V,pescui,peshkoj
1412,fischen::V,pescui,gjuaj peshk
1413,fassen::V,prinde,zë
1414,hüten::V,paște,kullos
1415,treiben::V,mână,vë përpara
1416,anbinden::V,lega,lidh
1417,füttern::V,da de mâncare,grazhdoj
1418,melken::V,mulge,mjel
1419,hacken::V,toca,grij
1420,hacken::V,sparge,grij
1421,gießen::V,uda,ujis
1422,reifen::V,pârgui,piqem
1423,zubereiten::V,găti,gatuaj
1424,kochen::V,găti,ziej
1425,backen::V,coace,pjek
1426,backen::V,coace,furroj
1427,braten::V,coace,fërgoj
1428,braten::V,coace,tiganis
1429,umrühren::V,mesteca,trazoj
1430,stricken::V,împleti,thur
1431,nähen::V,coase,qep
1432,färben::V,vopsi,ngjyej
1433,färben::V,vopsi,bojatis
1434,färben::V,colora,ngjyej
1435,färben::V,colora,bojatis
1436,reinigen::V,curăți,qëroj
1437,reinigen::V,curăți,pastroj
1438,waschen::V,spăla,laj
1439,waschen::V,spăla,finjos
1440,abwischen::V,șterge,fshij
1441,spülen::V,clăti,kulloj
1442,fegen::V,mătura,fshij
1443,kehren::V,mătura,fshij
1444,baden::V,se scălda,lahem
1445,sich waschen::V,se spăla,lahem
1446,ausziehen::V,și scoate,heq
1447,ausziehen::V,și scoate,zbath
1448,anziehen::V,îmbrăca,vesh
1449,anziehen::V,îmbrăca,mbath
1450,sich anziehen::V,se îmbrăca,vishem
1451,kämmen::V,pieptăna,kreh
1452,schmücken::V,împodobi,hijeshoj
1453,sagen::V,zice,them
1454,sagen::V,spune,them
1455,sprechen::V,vorbi,flas
1456,reden::V,vorbi,fjalos
1457,reden::V,vorbi,fjalëtoj
1458,reden::V,discuta,fjalos
1459,reden::V,discuta,fjalëtoj
1460,sich unterhalten::V,conversa,bisedoj
1461,sich unterhalten::V,sta de vorbă,bisedoj
1462,fragen::V,întreba,pyes
1463,bitten::V,ruga,lus
1464,bitten::V,ruga,lutem
1465,erzählen::V,spune,rrëfej
1466,erzählen::V,povesti,rrëfej
1467,mitteilen::V,comunica,kumtoj
1468,mitteilen::V,înștiința,kumtoj
1469,nennen::V,numi,quaj
1470,nennen::V,chema,quaj
1471,rufen::V,chema,thërras
1472,prahlen::V,se făli,mburrem
1473,prahlen::V,se făli,kapardisem
1474,übersetzen::V,traduce,përkthej
1475,denken::V,gândi,mendoj
1476,glauben::V,crede,besoj
1477,bemerken::V,observa,vërej
1478,erkennen::V,cunoaște,njoh
1479,erkennen::V,cunoaște,shquaj
1480,erkennen::V,recunoaște,njoh
1481,erkennen::V,recunoaște,shquaj
1482,begreifen::V,pricepe,marr vesh
1483,begreifen::V,înțelege,marr vesh
1484,verstehen::V,înțelege,marr vesh
1485,lernen::V,învăța,mësoj
1486,wissen::V,ști,di
1487,sich erinnern an::V,a-și aminti de,kujtoj
1488,vergessen::V,uita,harroj
1489,messen::V,măsura,mas
1490,zählen::V,număra,njeh
1491,rechnen::V,calcula,llogaris
1492,lesen::V,citi,lexoj
1493,lesen::V,citi,këndoj
1494,malen::V,picta,lyej
1495,zeichnen::V,desena,vizatoj
1496,schreiben::V,scrie,shkruaj
1497,besitzen::V,avea,kam
1498,besitzen::V,poseda,kam
1499,kaufen::V,cumpăra,blej
1500,verkaufen::V,vinde,shes
1501,bezahlen::V,plăti,paguaj
1502,bezahlen::V,achita,paguaj
1503,zahlen::V,plăti,paguaj
1504,beherrschen::V,stăpâni,zotëroj
1505,ertragen::V,răbda,duroj
1506,ertragen::V,suporta,duroj
