,Concept_ID,ko,xal
807,steigen::V,상승하다,немх
808,wachsen::V,생기하다,өсх
809,wachsen::V,생기하다,урһх
810,glänzen::V,뛰오나다,гилвкх
811,funkeln::V,불티가잍어나다,цәклх
812,lärmen::V,떠들다,шууглдх
813,läuten::V,울시다,хоңх
814,klingeln::V,초닌총을울리다,җиңнулх
815,klirren::V,탁탁울리다,җиңнх
816,brausen::V,쏴쏴소리내다,догшрхх
817,rauschen::V,솨솨,сарҗңнх
818,klingen::V,반향하다,ә һарх
819,bellen::V,짖다,хуцх
820,heulen::V,포효하다,уульх
821,blasen::V,불다,үләх
822,pfeifen::V,피리를불다,ишкрх
823,schreien::V,절규하다,хәәкрх
824,stöhnen::V,신음하다,түңшх
825,zittern::V,저뉼하다,дагҗннх
826,leben::V,살다,бәәх
827,geboren werden::V,태어난,төрх
828,atmen::V,숨쉬다,әмсхлх
829,trinken::V,마시다,уух
830,essen::V,먹다,идх
831,schlucken::V,들이켜다,зальгх
832,einschlafen::V,잠들다,унтх
833,schlafen::V,자다,нөөрсх
834,aufwachen::V,눈트다,серх
835,aufstehen::V,서다,босх
836,sich erholen::V,회복하다,амрх
837,schmerzen::V,아프다,өвдх
838,husten::V,잔기침하다,ханях
839,genesen::V,낫다,эдгх
840,sterben::V,죽다,үкх
841,sterben::V,죽다,өңгрх
842,umkommen::V,못쓰게되다,үкх
843,sich bewegen::V,움직이다,көдлх
844,sich bewegen::V,움직이다,көндрх
845,sich rühren::V,움직이다,көндрх
846,sich erheben::V,이러서다,босх
847,sich setzen::V,앉히다,суух
848,hinfallen::V,넘어지다,унх
849,hinfallen::V,넘어지다,киисх
850,laufen::V,걷다,йовх
851,schreiten::V,보행하다,алхх
852,spazierengehen::V,산보하다,сергҗ йовх
853,eilen::V,서둘다,шулудх
854,sich beeilen::V,서둘게하다,адһх
855,sich beeilen::V,서둘게하다,шамдх
856,sausen::V,서들러 떠나다,хурдлх
857,sausen::V,서들러 떠나다,йир_хурдар_гүүх
858,sausen::V,서들러 떠나다,йир_хурдар_йовх
859,rennen::V,달리다,гүүх
860,springen::V,도약하다,һәрәдх
861,klettern::V,갑겨오르다,давшх
862,schaukeln::V,흔들리게하다,дүүдңндх
863,kriechen::V,기다,мөлкх
864,schwimmen::V,헤엄치다,усчх
865,tauchen::V,잠기다,булхх
866,rudern::V,물을헤치다,хәәвдх
867,fahren::V,가다,йовх
868,fahren::V,나르다,йовх
869,fliegen::V,날다,нисх
870,gehen::V,가다,йовх
871,weggehen::V,팔리다,йовх
872,weggehen::V,팔리다,одх
873,weggehen::V,팔리다,һарх
874,weggehen::V,팔리다,мөрлх
875,abfahren::V,출발하다,мордх
876,anhalten::V,멈추다,зогсх
877,hineingehen::V,(그리로)가다,орх
878,eintreten::V,들러가다,орх
879,kommen::V,오다,ирх
880,ankommen::V,고챀하다,ирх
881,zurückkommen::V,보기,орх
882,bleiben::V,체류,бәәх
883,warten::V,기다리다,күләх
884,erwarten::V,기대하다,күләх
885,suchen::V,찾다,хәәх
886,suchen::V,구하다,хәәх
887,finden::V,찾아내다,олх
888,versuchen::V,시험하다,седх
889,vorbereiten::V,재비하다,белдх
890,lieben::V,사랑하다,дурлх
891,mögen::V,줗아하다,таассгдх
892,lachen::V,웃다,инәх
893,rühren::V,건드리다,уйрах
894,weinen::V,울다,уульх
895,schimpfen::V,꾸짖다,харах
896,sich ärgern::V,화를내게 하다,уурлх
897,sich fürchten::V,두려원하다,әәх
898,fürchten::V,두려원하다,әәх
899,fürchten::V,두려원하다,сүрдх
900,fliehen::V,도망치다,зулх
901,flüchten::V,도주하다,орһх
902,flüchten::V,도주하다,зулх
903,sehen::V,보다,үзх
904,anschauen::V,바라보다,харх
905,ansehen::V,바라보다,хәләх
906,ansehen::V,바라보다,үзх
907,hören::V,듣다,соңсх
908,zuhören::V,듣다,соңсх
909,probieren::V,시식하다,амсх
910,riechen::V,내새를맡다,үнрчлх
911,fühlen::V,느끼다,медх
912,scheinen::V,...것같다,болҗ медгдх
913,scheinen::V,...것같다,миниһәр болхла
914,scheinen::V,...것같다,болад бәәх
915,zu sehen sein::V,보이는,үзгдх
916,vernehmen::V,듣다,соңсх
917,vernehmen::V,들어서일다,соңсх
918,frieren::V,춥다,даарх
919,tun::V,하다,кех
920,können::V,할주릴다,чадх
921,wollen::V,바라다,дурлх
922,anfangen::V,시작하다,эклх
923,beenden::V,다하다,дуусх
924,aufhören::V,그만두다,уурх
925,gelingen::V,성국하다,бүтх
926,gelingen::V,성국하다,күцәх
927,geraten::V,잘되어가다,болх
928,öffnen::V,열다,секх
929,schließen::V,추측하다,хаах
930,stellen::V,세우다,тәвх
931,setzen::V,놓다,суулһх
932,legen::V,눕히다,тәвх
933,berühren::V,대다,көндәх
934,verbinden::V,옝열하다,боох
935,bedecken::V,덮다,хучх
936,bedecken::V,덮다,бүркх
937,aufhängen::V,매달다,өлгх
938,anzünden::V,점화하다,асах
939,anzünden::V,점화하다,шатах
940,aufheben::V,위로올리다,өөдән өргх
941,zurücklassen::V,튀에남기다,үлдәх
942,verlieren::V,잃다,геех
943,fallen lassen::V,떨어뜨리다,алдх
944,machen::V,하다,кех
945,herstellen::V,제조하다,кех
946,bauen::V,짓다,тосхх
947,reparieren::V,수셩자다,ясх
948,verbessern::V,정정하다,сәәрүлх
949,ändern::V,바꾸다,хүврәх
950,graben::V,파다,малтх
951,beugen::V,구부리다,нуһлх
952,biegen::V,굽히다,матилһх
953,drehen::V,회전,эргүлх
954,wenden::V,회전시키다,көмрх
955,wenden::V,회전시키다,эргүлх
956,umdrehen::V,회전시키다,эргүлх
957,heben::V,일으아키다,өргх
958,heben::V,일으아키다,деер өргх
959,hochheben::V,틀어올리다,өргх
960,ergreifen::V,잡다,бәрх
961,halten::V,잡다,бәрх
962,drücken::V,누르다,шахх
963,schieben::V,밀다,түлкх
964,kratzen::V,긁다,мааҗх
965,lecken::V,핥다,долах
966,beißen::V,물다,хазх
967,abschneiden::V,귾어내다,тәәрх
968,binden::V,매다,боох
969,stecken::V,찌르다,шаах
970,stecken::V,찌르다,хатхх
971,brechen::V,금,хамхлх
972,klopfen::V,치다,цокх
973,hauen::V,때리다,цокх
974,kleben::V,들러붙다,наах
975,reiben::V,문지르다,зүлгх
976,streichen::V,쓰다듬다,наах
977,streichen::V,쓰다듬다,лашх
978,streichen::V,쓰다듬다,түркх
979,schleifen::V,갈다,хурцлх
980,schneiden::V,베다,хәәчлх
981,rütteln::V,흔들다,дәәвлүлх
982,schütteln::V,흔들다,сегсрх
983,schwenken::V,흔들다,дайлх
984,schütten::V,따르다,кех
985,füllen::V,담다,дүүргх
986,einwickeln::V,싸다,орах
987,tragen::V,지우다,зөөх
988,schleppen::V,끌다,чирх
989,ziehen::V,당기다,татх
990,aufbewahren::V,간직하다,хадһлх
991,werfen::V,던지다,хайх
992,fangen::V,밥다,бәрх
993,fangen::V,밥다,хавлх
994,packen::V,쥐다,бәрх
995,verstecken::V,숨기다,дүрх
996,verstecken::V,숨기다,бултулх
997,teilen::V,나누다,хувах
998,schicken::V,보내다,илгәх
999,bringen::V,가겨,авч ирх
1000,hinzufügen::V,부가하다,немх
1001,bekommen::V,얻다,авх
1002,erhalten::V,지니다,авх 
1003,nehmen::V,잡다,авх
1004,wählen::V,선거하다,шүүх
1005,auswählen::V,선출하다,шүүх
1006,bewahren::V,저장보종,хадһлх
1007,bewahren::V,저장보종,кевтнь үлдәх
1008,bewahren::V,저장보종,кевтнь бәәлһх
1009,behindern::V,훼방하다,харшлх
1010,verderben::V,못쓰게 되다,үрәх
1011,beschädigen::V,상하게하다,эвдх
1012,zerbrechen::V,깨뜨리다,күүлх
1013,zerbrechen::V,깨뜨리다,хамхлх
1014,zerreißen::V,잡아쫓다,шуучх
1015,zerstören::V,파괴하다,эвдх
1016,verbrennen::V,소실하다,шатах
1017,geben::V,주다,өгх
1018,reichen::V,내일다,өгх
1019,schenken::V,주다,белглх
1020,versprechen::V,약속하다,амлх
1021,wünschen::V,바라다,сә хәәх
1022,loben::V,칭찬하다,магтх
1023,küssen::V,키스하다,үмсх
1024,wiegen::V,어르다,саатулх
1025,zudecken::V,뚜꺼을하다,бүркх
1026,wecken::V,깨우다,серүлх
1027,zeigen::V,보이다,үзүлх
1028,führen::V,가게하다,көтлх
1029,lehren::V,가르치다,заах
1030,lehren::V,가르치다,сурһх
1031,unterrichten::V,가르지다,сурһх
1032,unterrichten::V,가르지다,багшлх
1033,aufziehen::V,사육하다,өскәх
1034,leiten::V,이끌다,һардх
1035,leiten::V,이끌다,толһалх
1036,antreiben::V,몰다,шамдах
1037,lassen::V,내버려두다,күч үзүлх
1038,einladen::V,초청하다,үрх
1039,vereinigen::V,하나로하다,хамцулх
1040,besuchen::V,방문하다,одх
1041,treffen::V,만나다,харһх
1042,sich versammeln::V,조립하다,цуглрх
1043,sich versammeln::V,조립하다,хурх
1044,spielen::V,눌다,наадх
1045,singen::V,노래하다,дуулх
1046,tanzen::V,춤추하다,биилх
1047,sich trennen::V,가르다,хаһцх
1048,verlassen::V,버림받은,хайх
1049,retten::V,구조하다,әм аврх
1050,retten::V,구조하다,әәмшгәс харсх
1051,bewachen::V,치키다,харх
1052,bewachen::V,치키다,манх
1053,schützen::V,보호하다,харсх
1054,verteidigen::V,막다,харсх
1055,sich schlagen::V,치다,гүвдлдх
1056,schießen::V,쏘다,хах
1057,siegen::V,이기다,диилх
1058,ärgern::V,성을내게하다,уурлулх
1059,schlagen::V,치다,цокх
1060,schlagen::V,치다,гүвдх
1061,treten::V,디디다,
1062,stechen::V,찌르다,хатхх
1063,stoßen::V,찌르다,түлкчкх
1064,stehlen::V,훔치다,хулхалх
1065,stören::V,움직이다,һә болх
1066,belästigen::V,괴롭히다,амр эс өгх
1067,verbergen::V,숨기다,нуух
1068,verbergen::V,숨기다,бултулх
1069,täuschen::V,속이다,меклх
1070,betrügen::V,속이다,меклх
1071,betrügen::V,속이다,мек һарһх
1072,töten::V,죽이다,алх
1073,wohnen::V,실다,бәәх
1074,arbeiten::V,일하다,көдлх
1075,sammeln::V,모으다,түүх
1076,pflücken::V,꿔다,түүх
1077,pflücken::V,꿔다,хурах
1078,jagen::V,사냥하다,аңнх
1079,jagen::V,사냥하다,аңһучлх
1080,fischen::V,고기를잡다,заһс аңнх
1081,fassen::V,움켜쥐다,бәрх
1082,hüten::V,망보다,хәрүлх
1083,treiben::V,몰아세우다,туух
1084,anbinden::V,묶다,уйх
1085,füttern::V,사료를주다,теҗәх
1086,melken::V,젖을짜다,саах
1087,hacken::V,자르다,чавчх
1088,gießen::V,물을대다,услх
1089,reifen::V,성숙하다,болх
1090,reifen::V,성숙하다,болвсрх
1091,zubereiten::V,조제하다,белдх
1092,kochen::V,요리하다,чанх
1093,kochen::V,요리하다,болһх
1094,backen::V,쿱다,болһх
1095,braten::V,굽다,хуурх
1096,umrühren::V,교반하다,самрх
1097,stricken::V,뜨개질하다,өлгх
1098,nähen::V,꿰매다,уйх
1099,färben::V,채색하다,будх
1100,reinigen::V,청소하다,цеврлх
1101,waschen::V,씻다,уһах
1102,abwischen::V,닦다,арчх
1103,spülen::V,씻다,зәәлх
1104,fegen::V,소체하다,сәвүрдх
1105,kehren::V,청소하다,сәвүрдх
1106,baden::V,감다,өөмх
1107,sich waschen::V,모믈 씻다,уһах
1108,sich waschen::V,모믈 씻다,бийән уһаҗ
1109,ausziehen::V,벗다,тәәлх
1110,anziehen::V,끌어움직이다,өмсх
1111,kämmen::V,빗다,самлх
1112,schmücken::V,치레하다,чимх
1113,schmücken::V,치레하다,кеерүлх
1114,sagen::V,말하다,келх
1115,sprechen::V,말하다,келх
1116,reden::V,이야기하다,күүндх
1117,reden::V,이야기하다,күр_кех
1118,fragen::V,질문하다,сурх
1119,bitten::V,원하다,эрх
1120,erzählen::V,이야기하다,келх
1121,erzählen::V,이야기하다,келҗ өгх
1122,mitteilen::V,이야기하다,медүлх
1123,nennen::V,부르다,нерәдх
1124,nennen::V,부르다,нер өгх
1125,rufen::V,불러내다,дуудх
1126,prahlen::V,자랑하다,көөрх
1127,übersetzen::V,번역하다,орчулх
1128,denken::V,생각하다,санх
1129,glauben::V,믿다,шүтх
1130,glauben::V,믿다,нәәлх
1131,bemerken::V,인자하다,темдглх
1132,erkennen::V,인식하다,таньх
1133,erkennen::V,인식하다,медх
1134,begreifen::V,파악하다,медх
1135,verstehen::V,이해하다,соңсх
1136,lernen::V,배우다,сурх
1137,wissen::V,알다,медх
1138,sich erinnern an::V,상기하다,санх
1139,vergessen::V,잊다,мартх
1140,messen::V,측정하다,кемҗәлх
1141,zählen::V,세다,тоолх
1142,rechnen::V,게산하다,тоолх
1143,lesen::V,읽다,умшх
1144,malen::V,그리다,зурх
1145,zeichnen::V,소묘하다,зурх
1146,schreiben::V,쓰다,бичх
1147,besitzen::V,소유하다,эзлх
1148,kaufen::V,사다,хулдҗ авх
1149,verkaufen::V,팔다,хулдх
1150,verkaufen::V,팔다,гүүлгх
1151,bezahlen::V,지불하다,өгх
1152,zahlen::V,치르다,өгх
1153,beherrschen::V,지배하다,эзлх
1154,ertragen::V,참다,даах
1155,Raureif::N,,цаң
1156,Raureif::N,,кирү
1157,Grube::N,,нүкн
1158,Lust::N,,җилвтлһн
1159,Nachricht::N,,медүллһн
1160,klug::A,,ухата
1161,von hier::ADV,,эндәс
1162,müde werden::V,,көшх
1163,krank werden::V,,гемтх
1164,krank sein::V,,шалтглх
1165,abreißen::V,,таслх
1166,sich anziehen::V,,хувцлх
1167,sich unterhalten::V,,күүндх
