,Concept_ID,ja,az
829,scheinen[Sonne]::V,輝く,parlamaq
830,donnern::V,雷が鳴る,guruldamaq
831,wehen::V,吹く,əsmək
832,strömen::V,流れる,axmaq
833,fließen::V,流れる,axmaq
834,sich drehen::V,回転する,dönmək
835,schwanken::V,揺れる,yellənmək
836,schwingen::V,振動する,yellənmək
837,fallen::V,落ちる,düşmek
838,brennen::V,燃える,yanmaq
839,rauchen::V,煙を出す,tüstüləmək
840,regnen::V,雨が降る,yağmaq
841,gefrieren::V,凍る,donmaq
842,tauen::V,溶ける,ərimək
843,schmelzen::V,溶ける,ərimək
844,trocknen::V,乾く,qurumaq
845,sieden::V,沸く,qaynamaq
846,faulen::V,腐る,çürümək
847,verfaulen::V,朽ちる,çürümək
848,reißen::V,切れる,yırtılmaq
849,versinken::V,沈む,batmaq
850,vergehen::V,経つ,ötmək
851,erscheinen::V,現れる,görünmək
852,verschwinden::V,消える,yox olmaq
853,sinken::V,下がる,enmək
854,abnehmen::V,減る,azalmaq
855,zunehmen::V,増える,artmaq
856,steigen::V,上がる,yüksəlmək
857,wachsen::V,伸びる,böyümək
858,glänzen::V,輝く,parlamaq
859,funkeln::V,ぴかぴか光る,parıldamaq
860,lärmen::V,騒ぐ,səs-küy etmək
861,läuten::V,鳴る,çalmaq
862,klingeln::V,鳴る,zəng etmək
863,klirren::V,がらんがらんと鳴る,cingildəmək
864,brausen::V,逆巻く,gurlamaq
865,rauschen::V,戦ぐ,xışıldamaq
866,klingen::V,鳴る,səslənmək
867,bellen::V,吠える,hürmək
868,heulen::V,きゃんきゃん鳴く,ulamaq
869,blasen::V,吹く,üfləmək
870,pfeifen::V,口笛を吹く,fit vermek
871,schreien::V,叫ぶ,bağırmaq
872,schreien::V,叫ぶ,qışqırmaq
873,stöhnen::V,うめく,inləmək
874,zittern::V,震える,titrəmək
875,leben::V,生きている,yaşamaq
876,geboren werden::V,生まれる,doğmaq
877,atmen::V,呼吸する,nəfəs almaq
878,trinken::V,飲む,içmek
879,essen::V,食べる,yemək
880,schlucken::V,飲み込む,udmaq
881,müde werden::V,眠くなる,yorulmaq
882,einschlafen::V,寝付く,yuxuya getmək
883,schlafen::V,眠る,uyumaq
884,aufwachen::V,目が覚める,oyanmaq
885,aufstehen::V,起きる,yuxudan durmaq
886,sich erholen::V,休養する,dincəlmək
887,krank werden::V,病気になる,xəstə olmaq
888,krank sein::V,病気である,azarlanmaq
889,krank sein::V,病気である,xəstələnmək
890,schmerzen::V,痛む,ağrimaq
891,husten::V,咳をする,öksürmək
892,genesen::V,元気になる,sağalmaq
893,sterben::V,死ぬ,ölmək
894,sterben::V,死ぬ,vəfat etmək
895,sterben::V,亡くなる,ölmək
896,sterben::V,亡くなる,vəfat etmək
897,umkommen::V,死亡する,həlak olmaq
898,sich bewegen::V,移動する,hərəkət etmək
899,sich rühren::V,動く,tərpənmək
900,sich erheben::V,立ち上がる,qalxmaq
901,sich setzen::V,座る,oturmaq
902,hinfallen::V,転ぶ,yıxılmaq
903,laufen::V,歩く,yerimək
904,schreiten::V,跨ぐ,addım atmaq
905,spazierengehen::V,散歩する,gəzmək
906,eilen::V,急ぐ,atılmaq
907,sich beeilen::V,焦る,tələsmək
908,sausen::V,疾駆する,çırpmaq
909,rennen::V,走る,qaçmaq
910,springen::V,跳ぶ,sıçramaq
911,klettern::V,よじ登る,dırmanmaq
912,schaukeln::V,ぶらんこに乗る,sallanmaq
913,kriechen::V,這う,sürünmək
914,schwimmen::V,泳ぐ,üzmek
915,tauchen::V,潜る,dalmaq
916,rudern::V,漕ぐ,avarlamaq
917,fahren::V,行く,sürmək
918,fahren::V,乗車する,sürmək
919,fliegen::V,飛ぶ,uçmaq
920,gehen::V,行く,getmək
921,weggehen::V,立ち去る,getmək
922,abfahren::V,出発する,yola düşmək
923,anhalten::V,止まる,saxlamaq
924,hineingehen::V,入る,girmək
925,eintreten::V,中に入る,girmək
926,eintreten::V,中に入る,daxil olmaq
927,kommen::V,来る,gəlmək
928,ankommen::V,着く,gəlib çatmaq
929,ankommen::V,到着する,gəlib çatmaq
930,zurückkommen::V,帰る,qayıtmaq
931,bleiben::V,留まる,qalmaq
932,warten::V,待つ,gözləmək
933,erwarten::V,期待する,bəkləmək
934,suchen::V,探る,aramaq
935,suchen::V,探る,axtarmaq
936,finden::V,見つける,tapmaq
937,versuchen::V,試す,çalışmaq
938,vorbereiten::V,準備する,hazırlamaq
939,lieben::V,愛する,sevmək
940,mögen::V,好きである,xoşlamaq
941,lachen::V,笑う,gülmək
942,rühren::V,感情を動かす,həyəcanlandırmaq
943,weinen::V,泣く,ağlamaq
944,schimpfen::V,叱る,küfr etmək
945,sich ärgern::V,怒る,acıqlanmaq
946,sich ärgern::V,腹を立てる,acıqlanmaq
947,sich fürchten::V,怖がる,qorxmaq
948,fürchten::V,恐れる,qorxmaq
949,fliehen::V,逃げる,qaçmaq
950,flüchten::V,逃亡する,qaçmaq
951,sehen::V,見る,görmək
952,anschauen::V,眺める,baxmaq
953,ansehen::V,見る,baxmaq
954,hören::V,聞く,duymaq
955,hören::V,聞く,eşitmək
956,zuhören::V,聴く,dinləmək
957,probieren::V,食べてみる,dadına baxmaq
958,riechen::V,気取る,qoxlamaq
959,fühlen::V,感じる,duymaq
960,scheinen::V,ように見える,görünmək
961,zu sehen sein::V,見える,görünmək
962,vernehmen::V,承る,eşitmək
963,frieren::V,寒気がする,üşümək
964,tun::V,する,etmək
965,können::V,出来る,bilmək
966,können::V,出来る,bacarmaq
967,wollen::V,-たい,istəmək
968,anfangen::V,始める,başlamaq
969,beenden::V,終える,bitirmək
970,aufhören::V,止める,bitmək
971,aufhören::V,止める,qurtarmaq
972,gelingen::V,成功する,müvəffəq olmaq
973,geraten::V,当たる,düşmək
974,öffnen::V,開く,açmaq
975,öffnen::V,開ける,açmaq
976,schließen::V,閉める,qapamaq
977,stellen::V,置く,qoymaq
978,stellen::V,据える,qoymaq
979,setzen::V,座らせる,oturtmaq
980,legen::V,置く,qoymaq
981,berühren::V,触る,toxunmaq
982,berühren::V,触れる,toxunmaq
983,verbinden::V,結びつける,bağlamaq
984,bedecken::V,覆う,örtmək
985,aufhängen::V,掛ける,asmaq
986,anzünden::V,燃やす,yandırmaq
987,anzünden::V,火をつける,yandırmaq
988,aufheben::V,拾う,qaldırmaq
989,zurücklassen::V,残す,buraxmaq
990,verlieren::V,無くす,itirmək
991,fallen lassen::V,落とす,düşürmək
992,machen::V,作る,etmək
993,herstellen::V,製造する,istehsal etmək
994,bauen::V,建設する,tikmək
995,reparieren::V,直す,təmir etmək
996,reparieren::V,修理する,təmir etmək
997,verbessern::V,改良する,düzəltmək
998,ändern::V,変える,dəyişdirmək
999,graben::V,掘る,qazımaq
1000,beugen::V,折る,əymək
1001,biegen::V,曲げる,bükmək
1002,drehen::V,回す,döndərmək
1003,wenden::V,裏返す,çevirmək
1004,umdrehen::V,裏返す,çevirmək
1005,heben::V,挙げる,qaldırmaq
1006,hochheben::V,持ち上げる,qaldırmaq
1007,ergreifen::V,取り上げる,tutmaq
1008,halten::V,持つ,saxlamaq
1009,drücken::V,押す,sıxmaq
1010,schieben::V,ずらす,sürmək
1011,kratzen::V,引っ掻く,qaşımaq
1012,lecken::V,なめる,yalamaq
1013,beißen::V,噛む,dişləmək
1014,abreißen::V,剝ぎ取る,qoparmaq
1015,abschneiden::V,切り取る,ayırmaq
1016,binden::V,縛る,bağlamaq
1017,stecken::V,差し込む,soxmaq
1018,brechen::V,破る,qırmaq
1019,klopfen::V,とんとん叩く,sındırmaq
1020,hauen::V,叩く,vurmaq
1021,kleben::V,貼る,apışdırmaq
1022,kleben::V,くっ付ける,apışdırmaq
1023,reiben::V,擦る,ovmaq
1024,streichen::V,塗る,sürtmək
1025,schleifen::V,研ぐ,bülövləmək
1026,schneiden::V,切る,kəsmək
1027,rütteln::V,揺さぶる,sirkələmək
1028,schütteln::V,振る,çalxalamaq
1029,schütteln::V,揺さぶる,çalxalamaq
1030,schwenken::V,振る,yelləmək
1031,schütten::V,注ぐ,tökmək
1032,füllen::V,いっぱいにする,doldurmaq
1033,einwickeln::V,包む,sarımaq
1034,tragen::V,運ぶ,daşımaq
1035,schleppen::V,引きずる,sürükləmək
1036,ziehen::V,引く,çəkmək
1037,aufbewahren::V,預かる,gizlətmək
1038,werfen::V,投げる,atmaq
1039,fangen::V,受ける,tutmaq
1040,packen::V,掴む,yaxalamaq
1041,verstecken::V,隠す,gizlətmək
1042,teilen::V,分ける,bölmək
1043,schicken::V,送る,yollamaq
1044,schicken::V,送る,göndərmək
1045,bringen::V,持って行く,gətirmək
1046,hinzufügen::V,加える,əlavə etmək
1047,bekommen::V,得る,almaq
1048,bekommen::V,得る,əldə etmək
1049,erhalten::V,受ける,almaq
1050,nehmen::V,取る,almaq
1051,wählen::V,選ぶ,seçmək
1052,auswählen::V,選ぶ,arımaq
1053,bewahren::V,保存する,qorumaq
1054,behindern::V,妨害する,mane olmaq
1055,verderben::V,台無しにする,pozmaq
1056,beschädigen::V,損傷する,zədələmək
1057,zerbrechen::V,割る,qırmaq
1058,zerbrechen::V,割る,sındırmaq
1059,zerreißen::V,引き裂く,yırtmaq
1060,zerstören::V,破壊する,dağıtmaq
1061,verbrennen::V,焼く,yandırmaq
1062,geben::V,上げる,vermək
1063,reichen::V,渡す,uzatmaq
1064,schenken::V,贈る,vermək
1065,versprechen::V,約束する,vəd vermək
1066,wünschen::V,望む,arzulamaq
1067,loben::V,褒める,tərifləmək
1068,küssen::V,キスする,öpmək
1069,wiegen::V,揺する,tərpətmək
1070,zudecken::V,覆う,örtmək
1071,wecken::V,起こす,oyatmaq
1072,zeigen::V,見せる,göstərmək
1073,führen::V,案内する,rəhbərlik etmək
1074,lehren::V,教える,öyrətmək
1075,unterrichten::V,通知する,öyrətmək
1076,unterrichten::V,通知する,dərs vermək
1077,aufziehen::V,育てる,tərbiyə etmək
1078,leiten::V,導く,idarə etmək
1079,antreiben::V,励ます,bizləmək
1080,lassen::V,～させる,-tırmaq
1081,einladen::V,誘う,dəvət etmək
1082,einladen::V,招待する,dəvət etmək
1083,vereinigen::V,一つにする,birləşdirmək
1084,besuchen::V,訪ねる,baş çəkmək
1085,besuchen::V,訪ねる,ziyarət etmək
1086,treffen::V,出会う,rastlaşmaq
1087,treffen::V,出会う,rast gəlmək
1088,sich versammeln::V,集まる,toplanmaq
1089,spielen::V,遊ぶ,oynamaq
1090,singen::V,歌う,oxumaq
1091,tanzen::V,踊る,oynamaq
1092,tanzen::V,踊る,rəqs etmək
1093,sich trennen::V,別れる,ayrılmaq
1094,verlassen::V,別れる,tərk etmək
1095,retten::V,救う,xilas etmək
1096,retten::V,助ける,xilas etmək
1097,bewachen::V,見張る,gözətmək
1098,bewachen::V,軽微する,gözətmək
1099,schützen::V,保護する,qorumaq
1100,verteidigen::V,守る,qorumaq
1101,sich schlagen::V,殴る,döyüşmək
1102,schießen::V,撃つ,atmaq
1103,schießen::V,撃つ,atəş açmaq
1104,siegen::V,勝つ,yenmək
1105,ärgern::V,怒らせる,acışdırmaq
1106,schlagen::V,殴る,döymək
1107,treten::V,蹴る,təpmək
1108,stechen::V,突く,soxmaq
1109,stoßen::V,突く,itələmək
1110,stehlen::V,盗る,çalmaq
1111,stehlen::V,盗る,oğurlamaq
1112,stören::V,構う,pozmaq
1113,belästigen::V,邪魔する,narahat etmək
1114,verbergen::V,隠す,gizləmək
1115,täuschen::V,だます,aldatmaq
1116,betrügen::V,だます,aldatmaq
1117,töten::V,殺す,öldürmək
1118,wohnen::V,住む,yaşamaq
1119,arbeiten::V,働く,işləmək
1120,arbeiten::V,働く,çalışmaq
1121,sammeln::V,集める,yığmaq
1122,sammeln::V,集める,toplamaq
1123,sammeln::V,収集する,yığmaq
1124,sammeln::V,収集する,toplamaq
1125,pflücken::V,摘む,qoparmaq
1126,jagen::V,狩りをする,ovlamaq
1127,fischen::V,釣る,balıq tutmaq
1128,fassen::V,捕る,tutmaq
1129,hüten::V,放牧する,güdmək
1130,treiben::V,追う,haylamaq
1131,anbinden::V,繋ぐ,bağlamaq
1132,füttern::V,餌をやる,bəsləmək
1133,melken::V,搾乳する,sağmaq
1134,hacken::V,刻む,yarmaq
1135,gießen::V,水をやる,sulamaq
1136,reifen::V,熟す,dəymək
1137,zubereiten::V,調理する,bişirmək
1138,kochen::V,煮る,qaynatmaq
1139,backen::V,焼く,bişirmək
1140,braten::V,焼く,qızartmaq
1141,braten::V,炒める,qızartmaq
1142,umrühren::V,混ぜる,qarışdırmaq
1143,stricken::V,編む,hörmək
1144,nähen::V,縫う,tikmək
1145,färben::V,染める,boyamaq
1146,reinigen::V,掃除する,təmizləmək
1147,waschen::V,洗う,yumaq
1148,waschen::V,洗濯する,yumaq
1149,abwischen::V,拭く,silmək
1150,spülen::V,洗う,çalxamaq
1151,spülen::V,すすぐ,çalxamaq
1152,fegen::V,掃除する,süpürmək
1153,kehren::V,掃く,süpürmək
1154,baden::V,入浴する,çimmək
1155,sich waschen::V,洗う,yuyunmaq
1156,ausziehen::V,脱ぐ,soyunmaq
1157,anziehen::V,着る,geymək
1158,sich anziehen::V,着る,geyinmək
1159,kämmen::V,梳く,daramaq
1160,schmücken::V,飾る,bəzəmək
1161,sagen::V,言う,demək
1162,sagen::V,言う,söymek
1163,sprechen::V,話す,danışmaq
1164,reden::V,話す,danışmaq
1165,sich unterhalten::V,話をする,söhbət etmək
1166,fragen::V,聞く,soruşmaq
1167,bitten::V,頼む,diləmək
1168,bitten::V,頼む,xahiş etmək
1169,bitten::V,お願いする,diləmək
1170,bitten::V,お願いする,xahiş etmək
1171,erzählen::V,物語る,bəhs etmək
1172,mitteilen::V,伝える,bildirmək
1173,nennen::V,名づける,adlandırmaq
1174,rufen::V,呼ぶ,çağırmaq
1175,prahlen::V,自慢する,öyünmək
1176,übersetzen::V,訳す,tərcümə etmək
1177,denken::V,考える,düşünmək
1178,denken::V,考える,fikirləşmək
1179,glauben::V,信じる,inanmaq
1180,bemerken::V,気が付く,qeyd etmək
1181,erkennen::V,認識する,tanımaq
1182,begreifen::V,分かる,anlamaq
1183,verstehen::V,聞き取る,duymaq
1184,lernen::V,学ぶ,öyrənmək
1185,lernen::V,勉強する,öyrənmək
1186,wissen::V,知っている,bilmək
1187,sich erinnern an::V,思い出す,xatırlamaq
1188,vergessen::V,忘れる,unutmaq
1189,messen::V,計る,ölçmək
1190,messen::V,測定する,ölçmək
1191,zählen::V,数える,saymaq
1192,rechnen::V,計算する,hesablamaq
1193,lesen::V,読む,oxumaq
1194,malen::V,描く,şəkil çəkmək
1195,zeichnen::V,写生する,cızmaq
1196,schreiben::V,書く,yazmaq
1197,besitzen::V,所持する,yiyələnmək
1198,besitzen::V,所持する,malik olmaq
1199,kaufen::V,買う,satın almaq
1200,verkaufen::V,売る,satmaq
1201,bezahlen::V,払う,ödəmək
1202,zahlen::V,支払う,ödəmək
1203,beherrschen::V,支配する,idarə etmək
1204,ertragen::V,耐える,dözmək
