,Concept_ID,nl,cy
474,Nadel::N,naald,nodwydd
475,Faden::N,draad,edau
476,Faden::N,draad,edefyn
477,Knopf::N,knoop,botwm
478,Knoten::N,knoop,cwlwm
479,Farbe::N,verf,paent
480,Kleidung::N,kledij,dillad
481,Kleidung::N,kledij,gwisgoedd
482,Kleidung::N,kleding,dillad
483,Kleidung::N,kleding,gwisgoedd
484,Hemd::N,hemd,crys
485,Kragen::N,kraag,coler
486,Ärmel::N,mouw,llawes
487,Hose::N,broek,trowsus
488,Hose::N,pantalon,trowsus
489,Gürtel::N,riem,gwregys
490,Gürtel::N,gordel,gwregys
491,Mütze::N,muts,cap
492,Schuh::N,schoen,esgid
493,Stiefel::N,laars,botasen
494,Ring::N,ring,modrwy
495,Band::N,lint,rhuban
496,Kamm::N,kam,crib
497,Spiegel::N,spiegel,drych
498,Riemen::N,riem,strap
499,Schnur::N,koord,llinyn
500,Leine::N,lijn,tennyn
501,Decke::N,deken,blanced
502,Decke::N,deken,gwrthban
503,Kissen::N,kussen,clustog
504,Kissen::N,kussen,gobennydd
505,Tuch::N,doek,sgarff
506,Handtuch::N,handdoek,tywel
507,Handtuch::N,handdoek,lliain sychu
508,Kraft::N,kracht,grym
509,Stärke::N,sterkte,nerth
510,Stärke::N,sterkte,cryfder
511,Gesundheit::N,gezondheid,iechyd
512,Krankheit::N,ziekte,afiechyd
513,Krankheit::N,ziekte,anhwylder
514,Schmerz::N,pijn,poen
515,Schmerz::N,pijn,gwayw
516,Wunde::N,wond,clwyf
517,Fieber::N,koorts,twymyn
518,Arznei::N,medicament,meddyginiaeth
519,Arznei::N,geneesmiddel,meddyginiaeth
520,Brücke::N,brug,pont
521,Brunnen::N,put,ffynnon
522,Brunnen::N,bron,ffynnon
523,Weide::N,wei,porfa
524,Weide::N,weide,porfa
525,Pfad::N,pad,llwybr
526,Weg::N,weg,ffordd
527,Straße::N,baan,heol
528,Straße::N,baan,ffordd
529,Straße::N,straat,heol
530,Straße::N,straat,ffordd
531,Dorf::N,dorp,pentref
532,Stadt::N,stad,tref
533,Brief::N,brief,llythyr
534,Buch::N,boek,llyfr
535,Buchstabe::N,letter,llythyren
536,Zeitung::N,krant,papur newydd
537,Zeitung::N,dagblad,papur newydd
538,Leben::N,leven,bywyd
539,Tod::N,dood,marwolaeth
540,Grab::N,graf,bedd
541,Kirche::N,kerk,eglwys
542,Sünde::N,zonde,pechod
543,Gott::N,god,duw
544,Arbeiter::N,arbeider,gweithiwr
545,Chef::N,chef,pennaeth
546,Meister::N,meester,meistr
547,Arzt::N,arts,meddyg
548,Arzt::N,dokter,meddyg
549,Lehrer::N,leraar,athro
550,Lehrer::N,onderwijzer,athro
551,Geld::N,geld,pres
552,Geld::N,geld,arian
553,Geschäft::N,zaak,busnes
554,Laden::N,winkel,siop
555,Preis::N,prijs,pris
556,Ware::N,waar,nwydd
557,Nutzen::N,nut,elw
558,Nutzen::N,nut,budd
559,Nutzen::N,voordeel,elw
560,Nutzen::N,voordeel,budd
561,Reichtum::N,rijkdom,cyfoeth
562,Welt::N,wereld,byd
563,Land::N,land,gwlad
564,Staat::N,staat,gwladwriaeth
565,König::N,koning,brenin
566,Macht::N,macht,grym
567,Macht::N,macht,awdurdod
568,Grenze::N,grens,ffin
569,Grenze::N,grens,goror
570,Krieg::N,oorlog,rhyfel
571,Feind::N,vijand,gelyn
572,Gewalt::N,geweld,ffyrnigrwydd
573,Kampf::N,strijd,brwydr
574,Kampf::N,gevecht,brwydr
575,Bogen[Waffe]::N,boog,bwa
576,Pfeil::N,pijl,saeth
577,Gewehr::N,geweer,dryll
578,Fehler::N,fout,gwall
579,Fehler::N,fout,camgymeriad
580,Lüge::N,leugen,celwydd
581,Lüge::N,leugen,anwiredd
582,Schaden::N,schade,niwed
583,Schaden::N,schade,difrod
584,Unglück::N,tegenspoed,anffawd
585,Schuld::N,schuld,bai
586,Alter::N,leeftijd,oed
587,Schluss::N,slot,diwedd
588,Zeit::N,tijd,amser
589,Tag::N,dag,dydd
590,Tag::N,dag,diwrnod
591,Morgen::N,morgen,bore
592,Morgen::N,ochtend,bore
593,Mittag::N,middag,nawn
594,Abend::N,avond,noswaith
595,Nacht::N,nacht,nos
596,Woche::N,week,wythnos
597,Monat::N,maand,mis
598,Jahr::N,jaar,blwyddyn
599,Frühling::N,lente,gwanwyn
600,Frühling::N,voorjaar,gwanwyn
601,Sommer::N,zomer,haf
602,Herbst::N,herfst,hydref
603,Winter::N,winter,gaeaf
604,Januar::N,januari,Ionawr
605,Februar::N,februari,Chwefror
606,März::N,maart,Mawrth
607,April::N,april,Ebrill
608,Mai::N,mei,Mai
609,Juni::N,juni,Mehefin
610,Juli::N,juli,Gorffennaf
611,August::N,augustus,Awst
612,September::N,september,Medi
613,Oktober::N,oktober,Hydref
614,November::N,november,Tachwedd
615,Dezember::N,december,Rhagfyr
616,Montag::N,maandag,dydd Llun
617,Dienstag::N,dinsdag,dydd Mawrth
618,Mittwoch::N,woensdag,dydd Mercher
619,Donnerstag::N,donderdag,dydd Iau
620,Freitag::N,vrijdag,dydd Gwener
621,Samstag::N,zaterdag,dydd Sadwrn
622,Sonntag::N,zondag,dydd Sul
623,groß::A,groot,mawr
624,klein::A,klein,bach
625,lang::A,lang,hir
626,kurz::A,kort,byr
627,kurz::A,kort,cwta
628,breit::A,breed,llydan
629,schmal::A,smal,cul
630,dicht::A,dicht,dwys
631,dick[Gegenstand]::A,dik,trwchus
632,dünn::A,dun,tenau
633,fein::A,fijn,main
634,fest::A,vast,cadarn
635,flach::A,plat,gwastad
636,glatt::A,glad,llyfn
637,hart::A,hard,caled
638,weich::A,week,meddal
639,rund::A,rond,crwn
640,spitz::A,spits,pigfain
641,spitz::A,puntig,pigfain
642,scharf::A,scherp,miniog
643,stumpf::A,stomp,pŵl
644,schwer::A,zwaar,trwm
645,schön::A,mooi,teg
646,schön::A,mooi,hardd
647,schön::A,mooi,prydferth
648,schön::A,fraai,teg
649,schön::A,fraai,hardd
650,schön::A,fraai,prydferth
651,heiß::A,heet,poeth
652,warm::A,warm,twym
653,warm::A,warm,cynnes
654,kalt::A,koud,oer
655,kühl::A,koel,oeraidd
656,frisch::A,fris,iach
657,feucht::A,vochtig,llaith
658,nass::A,nat,gwlyb
659,trocken::A,droog,sych
660,voll::A,vol,llawn
661,leer::A,leeg,gwag
662,offen::A,open,agored
663,geschlossen::A,gesloten,caead
664,geschlossen::A,gesloten,caeëdig
665,sauber::A,net,glân
666,sauber::A,schoon,glân
667,schmutzig::A,vuil,budr
668,schmutzig::A,vuil,brwnt
669,roh::A,rauw,amrwd
670,reif::A,rijp,aeddfed
671,lecker::A,lekker,blasus
672,lecker::A,lekker,danteithiol
673,süß::A,zoet,melys
674,bitter::A,bitter,chwerw
675,sauer::A,zuur,sur
676,hell::A,licht,disglair
677,hell::A,helder,disglair
678,dunkel::A,donker,tywyll
679,schwarz::A,zwart,du
680,weiß::A,wit,gwyn
681,rot::A,rood,coch
682,gelb::A,geel,melyn
683,blau::A,blauw,glas
684,grün::A,groen,gwyrdd
685,grau::A,grijs,llwyd
686,bunt::A,bont,lliwgar
687,billig::A,goedkoop,rhad
688,teuer::A,duur,drud
689,wertvoll::A,kostbaar,gwerthfawr
690,wertvoll::A,waardevol,gwerthfawr
691,blind::A,blind,dall
692,taub::A,doof,byddar
693,kräftig::A,krachtig,nerthol
694,kräftig::A,krachtig,grymus
695,stark::A,sterk,cryf
696,stark::A,sterk,cadarn
697,schwach::A,zwak,gwan
698,fett::A,vet,tew
699,schlank::A,slank,main
700,hübsch::A,leuk,tlws
701,böse::A,kwaad,drwg
702,dumm::A,dom,twp
703,faul::A,lui,diog
704,fleißig::A,vlijtig,dyfal
705,geizig::A,gierig,crintach
706,geizig::A,gierig,cybyddlyd
707,klug::A,slim,deallus
708,klug::A,schrander,deallus
709,klug::A,verstandig,deallus
710,geschickt::A,handig,medrus
711,geschickt::A,handig,deheuig
712,geschickt::A,vaardig,medrus
713,geschickt::A,vaardig,deheuig
714,lieb::A,lief,hoff
715,lieb::A,lief,annwyl
716,lustig::A,vrolijk,llon
717,sanft::A,zacht,mwyn
718,hungrig::A,hongerig,newynog
719,krank::A,ziek,sâl
720,krank::A,ziek,gwael
721,nackt::A,naakt,noeth
722,traurig::A,treurig,trist
723,traurig::A,bedroefd,trist
724,lebendig::A,levend,yn fyw
725,gut::A,goed,da
726,schlecht::A,slecht,drwg
727,schlecht::A,slecht,gwael
728,richtig::A,juist,cywir
729,schlimm::A,erg,enbyd
730,schlimm::A,kwaad,enbyd
731,wahr::A,waar,gwir
732,alt::A,oud,hen
733,neu::A,nieuw,newydd
734,ehemalig::A,voormalig,blaenorol
735,alt[Lebewesen]::A,oud,oedrannus
736,jung::A,jong,ifanc
737,arm::A,arm,tlawd
738,reich::A,rijk,cyfoethog
739,bekannt::A,bekend,cynefin
740,bekannt::A,bekend,cyfarwydd
741,berühmt::A,beroemd,enwog
742,fremd::A,vreemd,estron
743,verschieden::A,verscheiden,gwahanol
744,verschieden::A,verschillend,gwahanol
745,nah::A,nabij,agos
746,nah::A,nabijgelegen,agos
747,fern::A,ver,pell
748,linker::A,linker,aswy
749,linker::A,linker,chwith
750,rechter::A,rechter,de
751,rechter::A,rechter,deau
752,anderer::A,andere,arall
753,erster::A,eerste,cyntaf
754,zweiter::A,tweede,ail
755,dritter::A,derde,trydydd
756,letzter::A,laatste,olaf
757,allein::ADV,alleen,unig
758,allein::ADV,alleen,ar ei ben ei hun
759,auf einmal::ADV,ineens,ar yr un pryd
760,auf einmal::ADV,tegelijk,ar yr un pryd
761,zusammen::ADV,samen,ynghyd
762,zusammen::ADV,samen,gyda'i gilydd
763,zusammen::ADV,bijeen,ynghyd
764,zusammen::ADV,bijeen,gyda'i gilydd
765,lange::ADV,lang,amser hir
766,plötzlich::ADV,eensklaps,yn sydyn
767,plötzlich::ADV,plotsklaps,yn sydyn
768,sofort::ADV,terstond,ar unwaith
769,sofort::ADV,aanstonds,ar unwaith
770,sofort::ADV,onmiddelijk,ar unwaith
771,später::ADV,later,yn ddiweddarach
772,jetzt::ADV,nu,yn awr
773,jetzt::ADV,nou,yn awr
774,jetzt::ADV,thans,yn awr
775,heute::ADV,heden,heddiw
776,heute::ADV,vandaag,heddiw
777,morgen::ADV,morgen,yfory
778,bald::ADV,gauw,yn fuan
779,bald::ADV,gauw,gyda hyn
780,bald::ADV,weldra,yn fuan
781,bald::ADV,weldra,gyda hyn
782,dann::ADV,dan,yna
783,dann::ADV,dan,y pryd hwnnw
784,dann::ADV,toen,yna
785,dann::ADV,toen,y pryd hwnnw
786,gestern::ADV,gisteren,ddoe
787,einst::ADV,eens,gynt
788,damals::ADV,toen,ar y pryd
789,damals::ADV,toen,bryd hynny
790,damals::ADV,destijds,ar y pryd
791,damals::ADV,destijds,bryd hynny
792,danach::ADV,daarna,wedyn
793,vorher::ADV,vooraf,o'r blaen
794,vorher::ADV,van tevoren,o'r blaen
795,zuerst::ADV,eerst,yn gyntaf
796,zuerst::ADV,het eerst,yn gyntaf
797,einmal::ADV,eens,unwaith
798,einmal::ADV,eenmaal,unwaith
799,manchmal::ADV,soms,weithiau
800,manchmal::ADV,soms,ar brydiau
801,oft::ADV,vaak,yn aml
802,oft::ADV,vaak,yn fynych
803,oft::ADV,dikwijls,yn aml
804,oft::ADV,dikwijls,yn fynych
805,immer::ADV,altijd,bob amser
806,niemals::ADV,nooit,ni ... byth
807,niemals::ADV,nooit,ni ... erioed
808,hier::ADV,hier,yma
809,hierhin::ADV,hierheen,hyd yma
810,von hier::ADV,van hier,oddi yma
811,von hier::ADV,hiervandaan,oddi yma
812,dort::ADV,daar,acw
813,dort::ADV,ginds,acw
814,dorthin::ADV,daarheen,tuag yno
815,geradeaus::ADV,rechtuit,syth ymlaen
816,geradeaus::ADV,rechtdoor,syth ymlaen
817,vorwärts::ADV,vooruit,ymlaen
