,Concept_ID,hi,sl
69,Haut::N,त्वचा,kóža
70,Blut::N,लहू,krí
71,Blut::N,ख़ून,krí
72,Ader::N,रग,žíla
73,Ader::N,शिरा,žíla
74,Sehne::N,कंडरा,kíta
75,Sehne::N,स्नायु,kíta
76,Knochen::N,अस्थि,kóst
77,Gehirn::N,दिमाग़,možgáni
78,Gehirn::N,मस्तिष्क,možgáni
79,Herz::N,दिल,srcé
80,Herz::N,हृदय,srcé
81,Magen::N,मेदा,želódec
82,Magen::N,अमाशय,želódec
83,Leber::N,जिगर,jétra
84,Leber::N,यकृत्,jétra
85,Atem::N,दम,díh
86,Atem::N,साँस,díh
87,Atem::N,श्वास,díh
88,Hunger::N,भूख,glád
89,Hunger::N,क्षुधा,glád
90,Träne::N,आँसू,sólza
91,Träne::N,अश्रु,sólza
92,Geschmack::N,स्वाद,okús
93,Geschmack::N,ज़ायक़ा,okús
94,Geruch::N,बू,vónj
95,Geruch::N,गंध,vónj
96,Schlaf::N,नींद,sèn
97,Schlaf::N,नींद,spánec
98,Schlaf::N,निद्रा,sèn
99,Schlaf::N,निद्रा,spánec
100,Traum::N,सपना,sánje
101,Traum::N,स्वप्न,sánje
102,Himmel::N,आकाश,nebó
103,Himmel::N,आसमान,nebó
104,Sonne::N,रवि,sónce
105,Sonne::N,सूरज,sónce
106,Sonne::N,सूर्य,sónce
107,Mond::N,चाँद,lúna
108,Mond::N,चाँद,mésec
109,Mond::N,चंद्र,lúna
110,Mond::N,चंद्र,mésec
111,Stern::N,तारा,zvézda
112,Stern::N,सितारा,zvézda
113,Luft::N,हवा,zràk
114,Luft::N,वायु,zràk
115,Wind::N,पाद,véter
116,Welle::N,लहर,vál
117,Welle::N,तरंग,vál
118,Wasser::N,जल,vôda
119,Wasser::N,पानी,vôda
120,Stein::N,पत्थर,kámen
121,Boden::N,मिट्टी,tlà
122,Erde::N,भूमि,pŕst
123,Erde::N,भूमि,zêmlja
124,Erde::N,ज़मीन,pŕst
125,Erde::N,ज़मीन,zêmlja
126,Staub::N,धूल,práh
127,Rauch::N,धूआँ,dìm
128,Rauch::N,धुम्र,dìm
129,Funke::N,चिनगारी,ískra
130,Funke::N,स्फुलिंग,ískra
131,Feuer::N,आग,ôgenj
132,Feuer::N,आतिश,ôgenj
133,Feuer::N,अग्नि,ôgenj
134,Licht::N,रोशनी,lúč
135,Licht::N,प्रकाश,lúč
136,Schatten::N,छाया,sénca
137,Schatten::N,परछाई,sénca
138,Wetter::N,ऋतु,vrême
139,Wetter::N,मौसम,vrême
140,Nebel::N,धुँध,meglà
141,Nebel::N,कुहरा,meglà
142,Wolke::N,मेघ,oblák
143,Wolke::N,अभ्र,oblák
144,Regen::N,मेंह,dèž
145,Regen::N,बारिश,dèž
146,Schnee::N,हिम,snég
147,Schnee::N,बर्फ़,snég
148,Eis::N,हिम,léd
149,Eis::N,बर्फ़,léd
150,Frost::N,ठंड,zmrzál
151,Kälte::N,सर्दी,mràz
152,Kälte::N,शीतलता,mràz
153,Hitze::N,ताप,pripéka
154,Hitze::N,गरमी,pripéka
155,Raureif::N,पाला,ívje
156,Raureif::N,पाला,slána
157,Regenbogen::N,इंद्र-धनुष,mávrica
158,Donner::N,गरज,gròm
159,Donner::N,मेघ-गर्जन,gròm
160,Strömung::N,बहाव,strúja
161,Strömung::N,प्रवाह,strúja
162,Tropfen::N,बूँद,káplja
163,Schaum::N,झाग,péna
164,Schmutz::N,गंद,nesnága
165,Schmutz::N,कीचड़,nesnága
166,See::N,झील,jézero
167,See::N,सरोवर,jézero
168,Sumpf::N,दलदल,močvírje
169,Sumpf::N,धँसान,močvírje
170,Moor::N,झाबर,bárje
171,Moor::N,धँसान,bárje
172,Wiese::N,घास-स्थल,trávnik
173,Wald::N,जंगल,lés
174,Wald::N,जंगल,gòzd
175,Hügel::N,टीला,brég
176,Hügel::N,टीला,goríca
177,Hügel::N,पहाड़,brég
178,Hügel::N,पहाड़,goríca
179,Anhöhe::N,टीला,gríč
180,Anhöhe::N,टीला,višína
181,Anhöhe::N,पहाड़ी,gríč
182,Anhöhe::N,पहाड़ी,višína
183,Berg::N,पहाड़,gôra
184,Berg::N,पहाड़,planína
185,Gipfel::N,शिखर,vŕh
186,Höhle::N,गुहा,jáma
187,Höhle::N,गुहा,votlína
188,Höhle::N,गुफ़ा,jáma
189,Höhle::N,गुफ़ा,votlína
190,Abhang::N,ढाल,pobóčje
191,Abhang::N,ढलान,pobóčje
192,Quelle::N,चश्मा,izvír
193,Bach::N,सोता,pôtok
194,Bach::N,नदिका,pôtok
195,Fluss::N,नदी,réka
196,Fluss::N,सरिता,réka
197,Ufer::N,तट,brég
198,Ufer::N,किनारा,brég
199,Küste::N,समुद्र-तट,obála
200,Küste::N,समुद्र-तट,obréžje
201,Festland::N,महाद्वीप,celína
202,Festland::N,महाद्वीप,kopnína
203,Meer::N,सागर,mórje
204,Meer::N,समुद्र,mórje
205,Bucht::N,खाड़ी,zalív
206,Insel::N,टापू,ôtok
207,Insel::N,द्वीप,ôtok
208,Blume::N,फूल,cvetlíca
209,Blume::N,पुष्प,cvetlíca
210,Gras::N,घास,tráva
211,Wurzel::N,मूल,korenína
212,Baum::N,पेड़,drevó
213,Baum::N,वृक्ष,drevó
214,Stamm::N,धड़,dêblo
215,Rinde::N,छाल,lúbje
216,Rinde::N,छाल,skórja
217,Rinde::N,वल्कल,lúbje
218,Rinde::N,वल्कल,skórja
219,Ast::N,डाल,véja
220,Ast::N,शाखा,véja
221,Zweig::N,टहनी,véja
222,Blatt::N,पत्र,líst
223,Blatt::N,पत्ता,líst
224,Birke::N,भूर्ज,bréza
225,Kiefer[Baum]::N,पाइन-वृक्ष,bòr
226,Weide[Baum]::N,बेंत,vŕba
227,Tanne::N,फ़र,hója
228,Horn::N,सींग,róg
229,Horn::N,विषाण,róg
230,Feder::N,पर,peró
231,Feder::N,पंख,peró
232,Fell::N,खाल,kŕzno
233,Fell::N,पशु-चर्म,kŕzno
234,Flügel::N,पंख,krílo
235,Flügel::N,डैना,krílo
236,Klaue::N,पंजा,párkelj
237,Kralle::N,पंजा,krémpelj
238,Kralle::N,नाख़ून,krémpelj
239,Schwanz::N,पूँछ,rèp
240,Ei::N,अंडा,jájce
241,Nest::N,नीड़,gnézdo
242,Nest::N,घोंसला,gnézdo
243,Bau::N,बिल,brlòg
244,Bau::N,माँद,brlòg
245,Tier::N,पशु,živál
246,Tier::N,जानवर,živál
247,Herde::N,गल्ला,čréda
248,Kuh::N,गौ,kráva
249,Kuh::N,गाय,kráva
250,Bulle::N,साँड़,bìk
251,Pferd::N,अश्व,kònj
252,Pferd::N,घोड़ा,kònj
253,Schaf::N,भेड़,ôvca
254,Schwein::N,शूकर,svínja
255,Hund::N,श्वान,pès
256,Hund::N,कुत्ता,pès
257,Katze::N,बिल्ली,máčka
258,Bär::N,रीछ,mêdved
259,Bär::N,भालू,mêdved
260,Eichhörnchen::N,गिलहरी,véverica
261,Elch::N,एल्क,lós
262,Fuchs::N,लोमड़ी,lisíca
263,Hase::N,खरहा,zájec
264,Hase::N,ख़रगोश,zájec
265,Maus::N,मूष,mìš
266,Maus::N,चूहा,mìš
267,Wolf::N,वृक,vólk
268,Wolf::N,भेड़िया,vólk
269,Vogel::N,पक्षी,ptìč
270,Vogel::N,पक्षी,ptíca
271,Vogel::N,चिड़िया,ptìč
272,Vogel::N,चिड़िया,ptíca
273,Schwarm::N,झुंड,játa
274,Huhn::N,मुर्ग़ी,kokóš
275,Hahn::N,मुर्ग़ा,petêlin
276,Gans::N,हंस,gós
277,Gans::N,हंसिनी,gós
278,Adler::N,उक़ाब,ôrel
279,Ente::N,बतख़,ráca
280,Ente::N,बत्तक,ráca
281,Eule::N,उल्लू,sôva
282,Kranich::N,सारस,žerjàv
283,Kranich::N,क्रौंंच,žerjàv
284,Krähe::N,काक,vrána
285,Kuckuck::N,कोयल,kúkavica
286,Kuckuck::N,कोकिल,kúkavica
287,Schwan::N,हंस,labód
288,Schwan::N,मराल,labód
289,Fisch::N,मछली,ríba
290,Fisch::N,मत्स्य,ríba
291,Barsch::N,पर्च,ostríž
292,Hecht::N,पाइक,ščúka
293,Schlange[Tier]::N,सर्प,káča
294,Wurm::N,कृमि,čr̀v
295,Wurm::N,कृमि,glísta
296,Wurm::N,कीड़ा,čr̀v
297,Wurm::N,कीड़ा,glísta
298,Spinne::N,लूता,pájek
299,Spinne::N,मकड़ी,pájek
300,Ameise::N,चींटी,mrávlja
301,Laus::N,जूँ,úš
302,Mücke::N,डाँस,komár
303,Fliege::N,मक्खी,múha
304,Fliege::N,मक्षिका,múha
305,Schmetterling::N,तितली,metúlj
306,Beere::N,बेरी,jágoda
307,Apfel::N,सेब,jábolko
308,Pilz::N,खुंबी,góba
309,Zwiebel::N,प्याज़,čebúla
310,Saat::N,बीज,séme
311,Korn::N,दाना,zŕno
312,Heu::N,मूखी घास,senó
313,Schale::N,बकला,lupína
314,Schale::N,छिलका,lupína
315,Grube::N,गड्ढा,jáma
316,Falle::N,जाल,pást
317,Falle::N,फँदा,pást
318,Schlinge::N,फँदा,zánka
319,Schlinge::N,फँदा,pêtlja
320,Spur::N,सुराग़,sléd
321,Spur::N,पद-चिह्न,sléd
322,Asche::N,राख,pepél
323,Dreck::N,मैल,bláto
324,Dreck::N,गंदगी,bláto
325,Eisen::N,लोहा,želézo
326,Gold::N,सोना,zlató
327,Gold::N,स्वर्ण,zlató
328,Silber::N,रजत,srebró
329,Silber::N,चाँदी,srebró
330,Kohle::N,कोयला,ógel
331,Glas::N,काँच,stêklo
332,Lehm::N,चिकनी मिट्टी,ílo
333,Sand::N,रेत,pések
334,Sand::N,बालू,pések
335,Mensch::N,मानव,člôvek
336,Mensch::N,इनसान,člôvek
337,Mensch::N,मनुष्य,člôvek
338,Mann::N,आदमी,móž
339,Mann::N,आदमी,môški
340,Mann::N,पुरुष,móž
341,Mann::N,पुरुष,môški
342,Frau::N,औरत,gospá
343,Frau::N,औरत,žénska
344,Frau::N,महिला,gospá
345,Frau::N,महिला,žénska
346,Frau::N,स्त्री,gospá
347,Frau::N,स्त्री,žénska
348,Kind::N,बाल,déte
349,Kind::N,बाल,otròk
350,Kind::N,बच्चा,déte
351,Kind::N,बच्चा,otròk
352,Junge::N,लड़का,fànt
353,Junge::N,लड़का,déček
354,Mädchen::N,लड़की,deklè
355,Mädchen::N,लड़की,déklica
356,Mädchen::N,कुमारी,deklè
357,Mädchen::N,कुमारी,déklica
358,Familie::N,परिवार,družína
359,Großvater::N,दादा,dèd
360,Großvater::N,दादा,dédek
361,Großmutter::N,नानी,bábica
362,Eltern::N,माँ-बाप,stárši
363,Eltern::N,माता-पिता,stárši
364,Vater::N,बाप,ôče
365,Vater::N,पिता,ôče
366,Mutter::N,माँ,máma
367,Mutter::N,माता,máma
368,Sohn::N,बेटा,sín
369,Sohn::N,पुत्र,sín
370,Tochter::N,बेटी,hčí
371,Tochter::N,बेटी,hčérka
372,Tochter::N,पुत्री,hčí
373,Tochter::N,पुत्री,hčérka
374,Bruder::N,भाई,bràt
375,Bruder::N,भ्राता,bràt
376,Schwester::N,बहन,sêstra
377,Schwester::N,भगिनी,sêstra
378,Onkel::N,ताऊ,újec
379,Onkel::N,ताऊ,stríc
380,Onkel::N,काका,újec
381,Onkel::N,काका,stríc
382,Tante::N,बूआ,têta
383,Tante::N,बूआ,strína
384,Tante::N,फूफी,têta
385,Tante::N,फूफी,strína
386,Tante::N,ख़ाला,têta
387,Tante::N,ख़ाला,strína
388,Ehemann::N,पति,móž
389,Ehemann::N,पति,sopróg
390,Ehemann::N,शौहर,móž
391,Ehemann::N,शौहर,sopróg
392,Ehefrau::N,बीवी,žêna
393,Ehefrau::N,बीवी,sopróga
394,Freude::N,आनंद,rádost
395,Freude::N,आनंद,vesêlje
396,Freude::N,प्रसन्नता,rádost
397,Freude::N,प्रसन्नता,vesêlje
398,Gelächter::N,हँसी,sméh
399,Gelächter::N,हँसी,grohòt
400,Gelächter::N,क़हक़हा,sméh
401,Gelächter::N,क़हक़हा,grohòt
402,Glück::N,आनंद,sréča
403,Glück::N,ख़ुशी,sréča
404,Kummer::N,शोक,gorjé
405,Kummer::N,दुःख,gorjé
406,Wunsch::N,इच्छा,žêlja
407,Wunsch::N,अभिलाषा,žêlja
408,Lust::N,चाह,poželênje
409,Lust::N,कामना,poželênje
410,Geist::N,जान,dúša
411,Geist::N,प्राण,dúša
412,Gedanke::N,विचार,mísel
413,Gedächtnis::N,याददाश्त,pámet
414,Gedächtnis::N,स्मरण-शक्ति,pámet
415,Verstand::N,समझ,
416,Verstand::N,अक़्ल,
417,Verstand::N,बुद्धि,
418,Sinn::N,अर्थ,pomèn
419,Sinn::N,अर्थ,smísel
420,Grund::N,वजह,vzròk
421,Grund::N,कारण,vzròk
422,Wahrheit::N,सत्य,resníca
423,Wahrheit::N,सच्चाई,resníca
424,Gespräch::N,चर्चा,pogóvor
425,Gespräch::N,वार्ता,pogóvor
426,Gespräch::N,बात-चीत,pogóvor
427,Märchen::N,क़िस्सा,právljica
428,Erzählung::N,कथा,povést
429,Erzählung::N,कहानी,povést
430,Nachricht::N,सूचना,sporočílo
431,Nachricht::N,समाचार,sporočílo
432,Neuigkeit::N,ख़बर,novóst
433,Neuigkeit::N,समाचार,novóst
434,Name::N,नाम,imé
435,Rätsel::N,पहेली,ugánka
436,Rede::N,वचन,góvor
437,Rede::N,भाषण,góvor
438,Sprache::N,भाषा,jêzik
439,Sprache::N,ज़बान,jêzik
440,Stimme::N,स्वर,glás
441,Stimme::N,आवाज़,glás
442,Wort::N,शब्द,beséda
443,Wort::N,लफ़्ज़,beséda
444,Zeichen::N,निशान,znák
445,Ruf::N,पुकार,klíc
446,Ruf::N,आह्वान,klíc
447,Lärm::N,शोर,hrúp
448,Lärm::N,शोर,trúšč
449,Lärm::N,हुल्लड़,hrúp
450,Lärm::N,हुल्लड़,trúšč
451,Laut::N,स्वर,glás
452,Laut::N,ध्वनि,glás
453,Ton::N,सुर,tón
454,Ton::N,स्वर,tón
455,Lied::N,गीत,pésem
456,Ruhe::N,आराम,pokòj
457,Ruhe::N,ख़ामोशी,pokòj
458,Leute::N,लोग,ljudjé
459,Volk::N,क़ौम,národ
460,Volk::N,प्रजा,národ
461,Arbeit::N,काम,délo
462,Gast::N,अतिथि,gòst
463,Gast::N,मेहमान,gòst
464,Geschenk::N,उपहार,darílo
465,Geschenk::N,तोहफ़ा,darílo
466,Spiel::N,खेल,ígra
467,Spiel::N,क्रीड़ा,ígra
468,Gesellschaft::N,साथ,drúžba
469,Hilfe::N,मदद,pomóč
470,Hilfe::N,सहायता,pomóč
471,Freund::N,मित्र,prijátelj
472,Kamerad::N,साथी,továriš
473,Kamerad::N,कामरेड,továriš
474,Angelegenheit::N,बात,zadéva
475,Angelegenheit::N,मामला,zadéva
476,Anzahl::N,तादाद,števílo
477,Anzahl::N,संख्या,števílo
478,Art::N,तरह,vŕsta
479,Art::N,क़िस्म,vŕsta
480,Stück::N,फाँक,kós
481,Stück::N,टुकड़ा,kós
482,Teil::N,भाग,dél
483,Teil::N,हिस्सा,dél
484,Hälfte::N,अर्धभाग,polovíca
485,Kreis::N,चक्कर,króg
486,Kreis::N,चक्कर,kolobár
487,Kreuz::N,सलीब,kríž
488,Kreuz::N,क्रूस,kríž
489,Linie::N,लाइन,próga
490,Strich::N,लकीर,čŕta
491,Abstand::N,अंतर,preslédek
492,Abstand::N,फ़ासला,preslédek
493,Entfernung::N,दूरी,oddáljenost
494,Entfernung::N,फ़ासला,oddáljenost
495,Gegend::N,इलाक़ा,kràj
496,Gegend::N,इलाक़ा,dežêla
497,Platz::N,जगह,prôstor
498,Platz::N,स्थान,prôstor
499,Ort::N,स्थल,mésto
500,Ort::N,स्थान,mésto
501,Seite::N,ओर,bòk
502,Seite::N,ओर,strán
503,Seite::N,तरफ़,bòk
504,Seite::N,तरफ़,strán
505,Mitte::N,बीच,sredína
506,Mitte::N,मध्य,sredína
507,Gegenstand::N,चीज़,prédmet
508,Gegenstand::N,पदार्थ,prédmet
509,Sache::N,चीज़,réč
510,Sache::N,चीज़,stvár
511,Sache::N,वस्तु,réč
512,Sache::N,वस्तु,stvár
513,Rand::N,छोर,kràj
514,Rand::N,उपांत,kràj
515,Kante::N,कोर,rób
516,Kante::N,किनारा,rób
517,Ecke::N,कोना,vogál
518,Ecke::N,नुक्कड़,vogál
519,Spitze::N,नोक,óst
520,Ende::N,छोर,kônec
521,Ende::N,सिरा,kônec
522,Loch::N,छेद,lúknja
523,Loch::N,सूराख़,lúknja
524,Winkel::N,कोण,kót
525,Winkel::N,कोना,kót
526,Muster::N,नमूना,vzórec
527,Muster::N,डिज़ाइन,vzórec
528,Größe::N,परिमाण,veličína
529,Größe::N,विस्तार,veličína
530,Länge::N,लंबाई,dolžína
531,Höhe::N,ऊँचाई,vršína
532,Höhe::N,उच्चता,vršína
533,Gewicht::N,भार,téža
534,Gewicht::N,वज़न,téža
535,Menge::N,मात्रा,količína
536,Haufen::N,ढेर,kùp
537,Haufen::N,ढेर,kopíca
538,Haufen::N,अंबार,kùp
539,Haufen::N,अंबार,kopíca
540,Reihe::N,क़तार,níz
541,Reihe::N,क़तार,vŕsta
542,Reihe::N,पंक्ति,níz
543,Reihe::N,पंक्ति,vŕsta
544,Boot::N,नाव,čóln
545,Boot::N,नौका,čóln
546,Ruder::N,चप्पू,vêslo
547,Schlitten::N,बर्फ़-गाड़ी,saní
548,Ski::N,स्की,smučí
549,Lagerfeuer::N,अलाव,táborni ôgenj
550,Lagerfeuer::N,कैंप-फ़ायर,táborni ôgenj
551,Last::N,भार,tôvor
552,Gang::N,चाल,hòd
553,Schritt::N,डग,korák
554,Schritt::N,क़दम,korák
555,Norden::N,उत्तर,séver
556,Süden::N,दक्खिन,júg
557,Westen::N,पश्चिम,zapàd
558,Osten::N,पूरब,vzhòd
559,Holz::N,काठ,lés
560,Holz::N,काष्ठ,lés
561,Brett::N,पटरा,deskà
562,Brett::N,तख़्ता,deskà
563,Platte::N,फलक,plôča
564,Platte::N,तख़्ता,plôča
565,Stütze::N,टेक,opóra
566,Stütze::N,टेक,zaslómba
567,Stütze::N,थूनी,opóra
568,Stütze::N,थूनी,zaslómba
569,Stange::N,छड़,gréd
570,Stange::N,बाँस,gréd
571,Stock::N,लाठी,pálica
572,Stab::N,लग्गा,pálica
573,Rohr::N,नल,cév
574,Haus::N,घर,híša
575,Haus::N,मकान,híša
576,Heim::N,घर,dóm
577,Heim::N,गृह,dóm
578,Ofen::N,चूल्हा,péč
579,Fußboden::N,फ़र्श,pòd
580,Tisch::N,मेज़,míza
581,Stuhl::N,कुरसी,stòl
582,Wiege::N,पालना,zíbel
583,Wiege::N,हिंडोला,zíbel
584,Bett::N,खाट,póstelja
585,Bett::N,पलंग,póstelja
586,Regal::N,शेल्फ़,políca
587,Kiste::N,पेटी,zabòj
588,Kiste::N,डिब्बा,zabòj
589,Fenster::N,खिड़की,ôkno
590,Tür::N,द्वार,vráta
591,Tür::N,दरवाज़ा,vráta
592,Tor::N,फाटक,velíka vráta
593,Zaun::N,बाड़ा,ográja
594,Dach::N,छत,stréha
595,Dach::N,छप्पर,stréha
596,Leiter::N,सीढ़ी,léstev
597,Besen::N,झाड़ू,mêtla
598,Besen::N,बुहारी,mêtla
599,Spaten::N,कुदाल,lopáta
600,Schaufel::N,बेलचा,lopáta
601,Schaufel::N,फावड़ा,lopáta
602,Gabel::N,काँटा,vílice
603,Löffel::N,चम्मच,žlíca
604,Messer::N,छुरा,nòž
605,Messer::N,चाक़ू,nòž
606,Nagel::N,कील,žebèlj
607,Nagel::N,मेख़,žebèlj
608,Netz::N,जाल,mréža
609,Haken::N,अंकुश,kljúka
610,Griff::N,मूठ,ročáj
611,Griff::N,मूठ,oprijèm
612,Griff::N,हत्था,ročáj
613,Griff::N,हत्था,oprijèm
614,Schloss::N,ताला,ključávnica
615,Bild::N,चित्र,slíka
616,Figur::N,मूर्ति,figúra
617,Figur::N,मूर्ति,postáva
618,Puppe::N,पुतली,lútka
619,Puppe::N,गुड़िया,lútka
620,Beutel::N,झोला,môšnja
621,Bündel::N,पुलिंदा,cúla
622,Bündel::N,पुलिंदा,svéženj
623,Tasche::N,बेग,tórba
624,Tasche::N,बेग,tobôlec
625,Tasche::N,बस्ता,tórba
626,Tasche::N,बस्ता,tobôlec
627,Eimer::N,बाल्टी,vêdro
628,Deckel::N,ढक्कन,pokròv
629,Deckel::N,ढक्कन,poklópec
630,Geschirr::N,बरतन-भाँड़े,posóda
631,Sack::N,बोरा,vréča
632,Tasse::N,प्याला,skodélica
633,Topf::N,देग़चा,lônec
634,Kessel::N,देग़,kôtel
635,Kessel::N,बटलोई,kôtel
636,Essen::N,खाना,hrána
637,Nahrung::N,भोजन,živílo
638,Speise::N,खाना,jéd
639,Speise::N,व्यंजन,jéd
640,Fleisch::N,मांस,mesó
641,Fleisch::N,गोश्त,mesó
642,Getreide::N,अनाज,žíto
643,Brei::N,भरता,káša
644,Brei::N,दलिया,káša
645,Brot::N,रोटी,krùh
646,Scheibe::N,कतला,réženj
647,Fett::N,वसा,mást
648,Fett::N,वसा,maščôba
649,Fett::N,चरबी,mást
650,Fett::N,चरबी,maščôba
651,Butter::N,मक्खन,máslo
652,Öl::N,तेल,ólje
653,Salz::N,नमक,sól
654,Suppe::N,सूप,júha
655,Suppe::N,शोरबा,júha
656,Honig::N,शहद,méd
657,Milch::N,दूध,mléko
658,Tee::N,चाय,čáj
659,Leder::N,चमड़ा,úsnje
660,Wolle::N,ऊन,vólna
661,Stoff::N,कपड़ा,blagó
662,Nadel::N,सूई,ígla
663,Faden::N,डोरा,nít
664,Knopf::N,बटन,gúmb
665,Knopf::N,घुंडी,gúmb
666,Knoten::N,गाँठ,vôzel
667,Knoten::N,गुत्थी,vôzel
668,Farbe::N,रंग,bárva
669,Farbe::N,वर्ण,bárva
670,Kleidung::N,पहनावा,obléka
671,Hemd::N,कुरता,srájca
672,Hemd::N,क़मीज़,srájca
673,Kragen::N,गरदनी,ovrátnik
674,Kragen::N,गरेबान,ovrátnik
675,Ärmel::N,आस्तीन,rokáv
676,Hose::N,पैंट,hláče
677,Hose::N,पतलून,hláče
678,Gürtel::N,पेटी,pás
679,Gürtel::N,मेखला,pás
680,Mütze::N,टोपी,kápa
681,Mütze::N,टोपी,čépica
682,Schuh::N,जूता,čévelj
683,Stiefel::N,बूट,škórenj
684,Ring::N,अँगूठी,pŕstan
685,Band::N,पट्टी,trák
686,Kamm::N,कंघी,glavník
687,Spiegel::N,आईना,zrcálo
688,Spiegel::N,आईना,ogledálo
689,Spiegel::N,दर्पण,zrcálo
690,Spiegel::N,दर्पण,ogledálo
691,Riemen::N,तसमा,jêrmen
692,Riemen::N,पट्टा,jêrmen
693,Schnur::N,डोरी,vŕvca
694,Schnur::N,सुतली,vŕvca
695,Leine::N,रस्सी,konôpec
696,Decke::N,रज़ाई,odéja
697,Kissen::N,तकिया,blazína
698,Kissen::N,गाद्दा,blazína
699,Tuch::N,रूमाल,pŕt
700,Tuch::N,रूमाल,rúta
701,Tuch::N,वस्त्र,pŕt
702,Tuch::N,वस्त्र,rúta
703,Handtuch::N,अँगोछा,brisáča
704,Kraft::N,ज़ोर,síla
705,Kraft::N,शक्ति,síla
706,Stärke::N,बल,jákost
707,Stärke::N,ताक़त,jákost
708,Gesundheit::N,स्वास्थ्य,zdrávje
709,Gesundheit::N,तंदुरुस्ती,zdrávje
710,Krankheit::N,रोग,bolézen
711,Krankheit::N,बीमारी,bolézen
712,Schmerz::N,दर्द,ból
713,Schmerz::N,दर्द,bolečína
714,Schmerz::N,पीड़ा,ból
715,Schmerz::N,पीड़ा,bolečína
716,Wunde::N,घाव,rána
717,Wunde::N,ज़ख़्म,rána
718,Fieber::N,ज्वर,vročína
719,Fieber::N,बुख़ार,vročína
720,Arznei::N,दवा,lék
721,Arznei::N,दवा,zdravílo
722,Arznei::N,औषाधि,lék
723,Arznei::N,औषाधि,zdravílo
724,Brücke::N,पुल,móst
725,Brücke::N,सेतु,móst
726,Brunnen::N,कुआँ,vodnják
727,Weide::N,चरागाह,páša
728,Pfad::N,पथ,stezà
729,Pfad::N,पगडंडी,stezà
730,Weg::N,मार्ग,pót
731,Straße::N,राह,césta
732,Straße::N,रास्ता,césta
733,Dorf::N,गाँव,vás
734,Dorf::N,ग्राम,vás
735,Stadt::N,शहर,mésto
736,Brief::N,ख़त,písmo
737,Brief::N,पत्र,písmo
738,Brief::N,चिट्ठी,písmo
739,Buch::N,किताब,knjíga
740,Buch::N,पुस्तक,knjíga
741,Buchstabe::N,अक्षर,čŕka
742,Zeitung::N,अख़बार,čásnik
743,Zeitung::N,समाचार-पत्र,čásnik
744,Leben::N,जीवन,življênje
745,Leben::N,ज़िंदगी,življênje
746,Tod::N,मौत,smŕt
747,Tod::N,मृत्यु,smŕt
748,Grab::N,क़ब्र,gròb
749,Kirche::N,चर्च,cérkev
750,Kirche::N,गिरजा,cérkev
751,Sünde::N,पाप,gréh
752,Sünde::N,गुनाह,gréh
753,Gott::N,देव,bóg
