,Concept_ID,hu,lt
810,rechter::A,jobb,dešinys
811,anderer::A,más,kitas
812,anderer::A,másik,kitas
813,erster::A,első,pirmas
814,zweiter::A,második,antras
815,dritter::A,harmadik,trečias
816,letzter::A,utolsó,paskutinis
817,allein::ADV,egyedül,vienas
818,auf einmal::ADV,egyszerre,iš karto
819,zusammen::ADV,együtt,kartu
820,zusammen::ADV,együtt,drauge
821,zusammen::ADV,összesen,kartu
822,zusammen::ADV,összesen,drauge
823,lange::ADV,sokáig,ilgai
824,lange::ADV,hosszan,ilgai
825,plötzlich::ADV,hirtelen,staiga
826,plötzlich::ADV,egyszerre,staiga
827,sofort::ADV,rögtön,tuojau
828,sofort::ADV,tüstént,tuojau
829,später::ADV,későn,vėliau
830,später::ADV,későn,paskiau
831,jetzt::ADV,most,dabãr
832,heute::ADV,ma,šiandien
833,morgen::ADV,holnap,rytoj
834,bald::ADV,majd,greitai
835,bald::ADV,majd,netrukus
836,bald::ADV,nemsokára,greitai
837,bald::ADV,nemsokára,netrukus
838,dann::ADV,akkor,po to
839,gestern::ADV,tegnap,vakar
840,einst::ADV,hajdan,kadaise
841,einst::ADV,hajdan,kitą kartą
842,damals::ADV,akkor,anuomet
843,damals::ADV,akkor,anuokart
844,damals::ADV,akkoriban,anuomet
845,damals::ADV,akkoriban,anuokart
846,danach::ADV,azután,po to
847,danach::ADV,azután,paskui
848,vorher::ADV,előbb,anksčiau
849,zuerst::ADV,először,pirma
850,zuerst::ADV,először,iš pradžių̃
851,einmal::ADV,egyszer,kartą
852,einmal::ADV,egyszer,vieną kartą
853,manchmal::ADV,néha,kai kada
854,manchmal::ADV,olykor,kai kada
855,oft::ADV,sokszor,dažnai
856,immer::ADV,mindig,visada
857,immer::ADV,mindig,visuomet
858,niemals::ADV,sohasem,niekada
859,niemals::ADV,sohasem,niekuomet
860,hier::ADV,itt,čia
861,hierhin::ADV,erre,šen
862,hierhin::ADV,erre,čionai
863,von hier::ADV,innen,iš čia
864,dort::ADV,ott,ten
865,dort::ADV,ott,tenai
866,dorthin::ADV,oda,ten
867,dorthin::ADV,oda,ten link
868,geradeaus::ADV,egyenesen,tiesiai
869,vorwärts::ADV,előre,pirmyn
870,rückwärts::ADV,hátrafelé,atbulai
871,zurück::ADV,hátra,atgal
872,zurück::ADV,vissza,atgal
873,unten::ADV,alul,žemai
874,unten::ADV,alul,apačioje
875,hinab::ADV,le,žemyn
876,hinab::ADV,lefelé,žemyn
877,oben::ADV,fenn,viršuj
878,oben::ADV,felül,viršuj
879,hinauf::ADV,fel,aukštyn
880,hinauf::ADV,fel,į viršų
881,hinauf::ADV,felfelé,aukštyn
882,hinauf::ADV,felfelé,į viršų
883,überall::ADV,mindenütt,visur
884,nicht::ADV,nem,ne
885,ein wenig::ADV,egy kicsit,truputį
886,kaum::ADV,alig,vos
887,sehr::ADV,nagyon,labai
888,sehr::ADV,nagyon,baisiai
889,so::ADV,úgy,taip
890,noch::ADV,még,dar
891,nur::ADV,csak,tik
892,nur::ADV,csak,vien
893,nur::ADV,csupán,tik
894,nur::ADV,csupán,vien
895,schon::ADV,már,jau
896,wieder::ADV,ismét,vėl
897,wieder::ADV,ismét,iš naujo
898,wieder::ADV,megint,vėl
899,wieder::ADV,megint,iš naujo
900,vergebens::ADV,hiába,veltui
901,vergebens::ADV,hiába,bergždžiai
902,vor::PRP,előtt,prieš
903,hinter::PRP,mögött,už
904,unter::PRP,alatt,po
905,durch::PRP,át,pro
906,durch::PRP,át,per
907,durch::PRP,keresztül,pro
908,durch::PRP,keresztül,per
909,neben::PRP,mellett,prie
910,neben::PRP,mellett,šalia
911,zwischen::PRP,között,tarp
912,wegen::PRP,miatt,dėl
913,wegen::PRP,miatt,dėlei
914,wegen::PRP,végett,dėl
915,wegen::PRP,végett,dėlei
916,dies::PRN,ez,šis
917,dies::PRN,ez,šitas
918,das::PRN,az,tat
919,alles::PRN,minden,visas
920,ich::PRN,én,aš
921,du::PRN,te,tu
922,er::PRN,ő,jis
923,wir::PRN,mi,mes
924,ihr::PRN,ti,jūs
925,sie::PRN,ők,ji
926,sie::PRN,ők,jos
927,was::FPRN,mi,kas
928,wer::FPRN,ki,kas
929,wo::FADV,hol,kur
930,wohin::FADV,hova,kur
931,wohin::FADV,hova,kur link
932,wie::FADV,hogy,kaip
933,wie::FADV,hogyan,kaip
934,warum::FADV,miért,kod̃ėl
935,warum::FADV,miért,dėl ko
936,wieviel::FNUM,hány,kiek
937,wieviel::FNUM,mennyi,kiek
938,eins::NUM,egy,vienas
939,zwei::NUM,kettő,du
940,drei::NUM,három,trys
941,vier::NUM,négy,keturi
942,fünf::NUM,öt,penki
943,sechs::NUM,hat,šeši
944,sieben::NUM,hét,septyni
945,acht::NUM,nyolc,aštuoni
946,neun::NUM,kilenc,devyni
947,zehn::NUM,tíz,dešimt
948,elf::NUM,tizenegy,vienuolika
949,zwölf::NUM,tizenkettő,dvylika
950,zwanzig::NUM,húsz,dvidešimt
951,dreißig::NUM,harminc,trisdešimt
952,vierzig::NUM,negyven,keturiasdešimt
953,fünfzig::NUM,ötven,penkiasdešimt
954,sechzig::NUM,hatvan,šešiasdešimt
955,siebzig::NUM,hetven,septyniasdešimt
956,achtzig::NUM,nyolcvan,aštuoniasdešimt
957,neunzig::NUM,kilencven,devyniasdešimt
958,hundert::NUM,száz,šimtas
959,tausend::NUM,ezer,tūkstantis
960,und::CNJ,és,ĩr
961,und::CNJ,meg,ĩr
962,oder::CNJ,vagy,ar
963,oder::CNJ,vagy,arba
964,stehen::V,áll,stovėti
965,sitzen::V,ül,sėdėti
966,liegen::V,fekszik,gulėti
967,hängen::V,függ,kyboti
968,hängen::V,függ,kabėti
969,werden::V,lesz,taptis
970,werden::V,lesz,darytis
971,passieren::V,történik,atsitikti
972,passieren::V,történik,pasitaikyti
973,beginnen::V,kezdődik,prasid́ėti
974,enden::V,végződik,baigtis
975,enden::V,befejeződik,baigtis
976,wechseln::V,változik,keistis
977,wechseln::V,változik,pasikeisti
978,aufgehen[Sonne]::V,kel,tekėti
979,aufgehen[Sonne]::V,kel,patekėti
980,untergehen[Sonne]::V,lemegy,leistis
981,untergehen[Sonne]::V,lemegy,nusileisti
982,scheinen[Sonne]::V,süt,šviesti
983,donnern::V,dörög,griausti
984,donnern::V,dörög,griaudėti
985,wehen::V,fúj,pūsti
986,strömen::V,áramlik,lietis
987,strömen::V,áramlik,plūsti
988,fließen::V,folyik,tekėti
989,sich drehen::V,forog,suktis
990,sich drehen::V,forog,pasisukti
991,schwanken::V,inog,svyruoti
992,schwanken::V,ingadozik,svyruoti
993,schwingen::V,leng,suptis
994,fallen::V,esik,pulti
995,fallen::V,esik,kristi
996,brennen::V,ég,degti
997,rauchen::V,füstöl,rūkyti
998,regnen::V,esik,lyti
999,gefrieren::V,megfagy,užšalti
1000,tauen::V,olvad,tirpti
1001,schmelzen::V,olvad,lydytis
1002,schmelzen::V,elolvad,lydytis
1003,trocknen::V,szárad,džiūti
1004,sieden::V,forr,virti
1005,faulen::V,rothad,pūti
1006,verfaulen::V,elrothad,švinkti
1007,verfaulen::V,megrothad,švinkti
1008,reißen::V,szakad,plyšti
1009,reißen::V,szakad,trūkti
1010,versinken::V,süllyed,skę̃sti
1011,versinken::V,süllyed,grimzti
1012,versinken::V,elsüllyed,skę̃sti
1013,versinken::V,elsüllyed,grimzti
1014,vergehen::V,múlik,praeiti
1015,vergehen::V,elmúlik,praeiti
1016,erscheinen::V,feltűnik,pasirodyti
1017,erscheinen::V,megjelenik,pasirodyti
1018,verschwinden::V,letűnik,dingti
1019,verschwinden::V,letűnik,išnykti
1020,verschwinden::V,letűnik,pranykti
1021,sinken::V,süllyed,kristi
1022,abnehmen::V,apad,mažėti
1023,abnehmen::V,apad,silpnėti
1024,abnehmen::V,csökken,mažėti
1025,abnehmen::V,csökken,silpnėti
1026,zunehmen::V,növekszik,didėti
1027,zunehmen::V,növekszik,padaugėti
1028,zunehmen::V,gyarapszik,didėti
1029,zunehmen::V,gyarapszik,padaugėti
1030,steigen::V,emelkedik,kilti
1031,wachsen::V,nő,augti
1032,wachsen::V,terem,augti
1033,wachsen::V,növekszik,augti
1034,glänzen::V,ragyog,blizgėti
1035,glänzen::V,fénylik,blizgėti
1036,funkeln::V,csillog,žibėti
1037,funkeln::V,tündöklik,žibėti
1038,lärmen::V,lármázik,triukšmauti
1039,läuten::V,cseng,skambinti
1040,klingeln::V,csenget,skambinti
1041,klirren::V,csörömpöl,žvangėti
1042,brausen::V,zúg,šniokšti
1043,brausen::V,morajlik,šniokšti
1044,rauschen::V,zúg,ošti
1045,rauschen::V,zúg,šlamėti
1046,klingen::V,hangzik,skardėti
1047,bellen::V,ugat,loti
1048,heulen::V,bőg,kaukti
1049,heulen::V,bőg,staugti
1050,heulen::V,üvölt,kaukti
1051,heulen::V,üvölt,staugti
1052,blasen::V,fúj,pūsti
1053,pfeifen::V,fütyül,švilpti
1054,pfeifen::V,fütyül,švilpauti
1055,schreien::V,kiált,šaukti
1056,schreien::V,kiabál,šaukti
1057,stöhnen::V,nyög,dejuoti
1058,stöhnen::V,nyög,aimanuoti
1059,zittern::V,remeg,virpėti
1060,zittern::V,reszket,virpėti
1061,leben::V,él,gyventi
1062,geboren werden::V,születik,gimti
1063,atmen::V,lélegzik,alsuoti
1064,atmen::V,lélegzik,kvėpuoti
1065,trinken::V,iszik,gerti
1066,essen::V,eszik,valgyti
1067,schlucken::V,nyel,praryti
1068,müde werden::V,elfárad,nuvargti
1069,müde werden::V,elfárad,privargti
1070,müde werden::V,kifárad,nuvargti
1071,müde werden::V,kifárad,privargti
1072,einschlafen::V,elalszik,užmigti
1073,schlafen::V,alszik,miegoti
1074,aufwachen::V,felébred,pabusti
1075,aufstehen::V,felkel,keltis
1076,aufstehen::V,felkel,atsikelti
1077,sich erholen::V,pihen,pailsėti
1078,sich erholen::V,pihen,poilsiauti
1079,krank werden::V,megbetegedik,susirgti
1080,krank werden::V,belebetegszik,susirgti
1081,krank sein::V,betegeskedik,sirgti
1082,schmerzen::V,fáj,sopėti
1083,schmerzen::V,fáj,skaudėti
1084,husten::V,köhög,kosėti
1085,genesen::V,meggyógyul,sveikti
1086,genesen::V,meggyógyul,taisytis
1087,sterben::V,hal,mirti
1088,sterben::V,hal,numirti
1089,umkommen::V,elpusztul,žūti
1090,sich bewegen::V,mozog,judėti
1091,sich bewegen::V,mozog,pasijudinti
1092,sich rühren::V,mozdul,krutėti
1093,sich erheben::V,feláll,pakilti
1094,sich erheben::V,feláll,atsikelti
1095,sich erheben::V,felemelkedik,pakilti
1096,sich erheben::V,felemelkedik,atsikelti
1097,sich setzen::V,ül,sėstis
1098,sich setzen::V,ül,atsisėsti
1099,sich setzen::V,leül,sėstis
1100,sich setzen::V,leül,atsisėsti
1101,hinfallen::V,bukik,parkristi
1102,hinfallen::V,bukik,pargriūti
1103,hinfallen::V,elesik,parkristi
1104,hinfallen::V,elesik,pargriūti
1105,laufen::V,jár,eiti
1106,schreiten::V,lép,žengti
1107,schreiten::V,lép,žingsniuoti
1108,spazierengehen::V,sétál,pasivaikščioti
1109,eilen::V,siet,skubėti
1110,sich beeilen::V,siet,paskub́ėti
1111,sich beeilen::V,siet,pasiskubinti
1112,sausen::V,robog,dumti
1113,sausen::V,robog,lėkti
1114,rennen::V,fut,bėgti
1115,rennen::V,szalad,bėgti
1116,springen::V,ugrik,šokti
1117,klettern::V,kúszik,kopti
1118,schaukeln::V,hintázik,supti
1119,schaukeln::V,hintázik,linguoti
1120,kriechen::V,kúszik,ropoti
1121,kriechen::V,kúszik,šliaužti
1122,schwimmen::V,úszik,plaukti
1123,tauchen::V,merül,nerti
1124,rudern::V,evez,irtis
1125,rudern::V,evez,irkluoti
1126,fahren::V,jár,važiuoti
1127,fahren::V,jár,važinėti
1128,fahren::V,megy,važiuoti
1129,fahren::V,megy,važinėti
1130,fahren::V,utazik,važiuoti
1131,fahren::V,utazik,važinėti
1132,fliegen::V,száll,lėkti
1133,fliegen::V,száll,skristi
1134,gehen::V,megy,eiti
1135,weggehen::V,elmegy,išeiti
1136,abfahren::V,indul,išvykti
1137,abfahren::V,indul,išvažiuoti
1138,anhalten::V,megáll,sustoti
1139,hineingehen::V,bemegy,įeiti
1140,eintreten::V,belép,įžengti
1141,kommen::V,jön,ateiti
1142,ankommen::V,érkezik,ateiti
1143,ankommen::V,megérkezik,ateiti
1144,zurückkommen::V,visszajön,grį̃žti
1145,zurückkommen::V,visszajön,sugrį̃žti
1146,bleiben::V,marad,likti
1147,bleiben::V,marad,pasilikti
1148,bleiben::V,megmarad,likti
1149,bleiben::V,megmarad,pasilikti
1150,warten::V,vár,laukti
1151,warten::V,várakozik,laukti
1152,erwarten::V,vár,laukti
1153,erwarten::V,megvár,laukti
1154,suchen::V,kutat,ieškoti
1155,finden::V,talál,rasti
1156,finden::V,talál,surasti
1157,versuchen::V,megpróbál,mėginti
1158,versuchen::V,megkísérel,mėginti
1159,vorbereiten::V,előkészít,rengti
1160,lieben::V,szeret,myĺėti
1161,mögen::V,szeret,ḿėgti
1162,mögen::V,szeret,patikti
1163,lachen::V,nevet,juoktis
1164,rühren::V,mozdít,jaudinti
1165,rühren::V,mozdít,graudinti
1166,weinen::V,sír,verkti
1167,schimpfen::V,szid,bartis
1168,schimpfen::V,szitkozódik,bartis
1169,sich ärgern::V,mérgelődik,pykti
1170,sich ärgern::V,mérgelődik,apmaudauti
1171,sich ärgern::V,bosszankodik,pykti
1172,sich ärgern::V,bosszankodik,apmaudauti
1173,sich fürchten::V,fél,bijoti
1174,sich fürchten::V,fél,baimintis
1175,sich fürchten::V,retteg,bijoti
1176,sich fürchten::V,retteg,baimintis
1177,fürchten::V,fél,bijoti
1178,fürchten::V,fél,baimintis
1179,fliehen::V,menekül,bėgti
1180,fliehen::V,menekül,sprukti
1181,flüchten::V,elmenekül,pabėgti
1182,sehen::V,néz,žiūŕėti
1183,anschauen::V,megnéz,žiūŕėti
1184,ansehen::V,néz,žiūrėti į
1185,ansehen::V,néz,pažiūrėti į
1186,ansehen::V,ránéz,žiūrėti į
1187,ansehen::V,ránéz,pažiūrėti į
1188,ansehen::V,megnéz,žiūrėti į
1189,ansehen::V,megnéz,pažiūrėti į
1190,hören::V,hall,girdėti
1191,zuhören::V,hallgat,klausytis
1192,zuhören::V,meghallgat,klausytis
1193,probieren::V,kóstol,ragauti
1194,probieren::V,kóstol,paragauti
1195,probieren::V,megkóstol,ragauti
1196,probieren::V,megkóstol,paragauti
1197,riechen::V,szagol,uosti
1198,riechen::V,szagol,užuosti
1199,fühlen::V,érez,justi
1200,fühlen::V,érez,jausti
1201,fühlen::V,érez,pajusti
1202,scheinen::V,tűnik,rodytis
1203,scheinen::V,tűnik,atrodyti
1204,scheinen::V,látszik,rodytis
1205,scheinen::V,látszik,atrodyti
1206,zu sehen sein::V,mutatkozik,pasirodyti
1207,vernehmen::V,hall,išgirsti
1208,frieren::V,fázik,šalti
1209,tun::V,csinál,daryti
1210,tun::V,cselekszik,daryti
1211,können::V,tud,galėti
1212,können::V,tud,pajėgti
1213,wollen::V,akar,norėti
1214,anfangen::V,kezd,pradėti
1215,anfangen::V,kezd,prasid́ėti
1216,beenden::V,befejez,baigti
1217,beenden::V,befejez,užbaigti
1218,aufhören::V,megszűnik,liautis
1219,gelingen::V,sikerül,pavykti
1220,gelingen::V,sikerül,pasisekti
1221,geraten::V,kerül,nusisekti
1222,geraten::V,jut,nusisekti
1223,öffnen::V,nyit,atverti
1224,öffnen::V,nyit,atidaryti
1225,öffnen::V,kinyit,atverti
1226,öffnen::V,kinyit,atidaryti
1227,schließen::V,csuk,uždaryti
1228,schließen::V,becsuk,uždaryti
1229,stellen::V,állít,statyti
1230,stellen::V,állít,pastatyti
1231,stellen::V,helyez,statyti
1232,stellen::V,helyez,pastatyti
1233,setzen::V,ültet,sodinti
1234,setzen::V,ültet,pasodinti
1235,setzen::V,helyez,sodinti
1236,setzen::V,helyez,pasodinti
1237,legen::V,tesz,dėti
1238,legen::V,tesz,pad́ėti
1239,legen::V,fektet,dėti
1240,legen::V,fektet,pad́ėti
1241,berühren::V,érint,liesti
1242,berühren::V,érint,paliesti
1243,verbinden::V,beköt,jungti
1244,verbinden::V,beköt,surišti
1245,verbinden::V,összeköt,jungti
1246,verbinden::V,összeköt,surišti
1247,bedecken::V,betakar,uždengti
1248,bedecken::V,beborít,uždengti
1249,aufhängen::V,felakaszt,pakarti
1250,aufhängen::V,felakaszt,pakabinti
1251,anzünden::V,gyújt,padegti
1252,anzünden::V,meggyújt,padegti
1253,aufheben::V,felemel,pakelti
1254,zurücklassen::V,hátrahagy,palikti
1255,verlieren::V,veszít,pamesti
1256,verlieren::V,elveszít,pamesti
1257,fallen lassen::V,elejt,atsisakyti
1258,machen::V,tesz,dirbti
1259,machen::V,csinál,dirbti
1260,herstellen::V,gyárt,gaminti
1261,herstellen::V,előállít,gaminti
1262,bauen::V,épít,statyti
1263,bauen::V,épít,pastatyti
1264,reparieren::V,javít,taisyti
1265,reparieren::V,javít,remontuoti
1266,reparieren::V,kijavít,taisyti
1267,reparieren::V,kijavít,remontuoti
1268,reparieren::V,megjavít,taisyti
1269,reparieren::V,megjavít,remontuoti
1270,verbessern::V,megjavít,gerinti
1271,verbessern::V,megjavít,ištaisyti
1272,ändern::V,változtat,keisti
1273,ändern::V,változtat,pakeisti
1274,ändern::V,megváltoztat,keisti
1275,ändern::V,megváltoztat,pakeisti
1276,graben::V,ás,kasti
1277,beugen::V,meghajt,lenkti
1278,beugen::V,meghajt,palenkti
1279,biegen::V,hajlít,lenkti
1280,biegen::V,hajlít,palenkti
1281,drehen::V,forgat,sukti
1282,wenden::V,fordít,kreipti
1283,wenden::V,fordít,pakreipti
1284,wenden::V,megfordít,kreipti
1285,wenden::V,megfordít,pakreipti
1286,umdrehen::V,megfordít,sukti
1287,umdrehen::V,megfordít,apversti
1288,umdrehen::V,megforgat,sukti
1289,umdrehen::V,megforgat,apversti
1290,heben::V,emel,kelti
1291,heben::V,emel,pakelti
1292,hochheben::V,felemel,pakelti
1293,ergreifen::V,megfog,čiupti
1294,ergreifen::V,megfog,griebti
1295,halten::V,tart,laikyti
1296,halten::V,tart,palaikyti
1297,drücken::V,nyom,spausti
1298,drücken::V,megnyom,spausti
1299,schieben::V,tol,stumti
1300,kratzen::V,vakar,kasyti
1301,kratzen::V,vakar,grandyti
1302,lecken::V,nyal,laižyti
1303,beißen::V,harap,kandžioti
1304,abreißen::V,letép,nuplėšti
1305,abschneiden::V,levág,atpjauti
1306,abschneiden::V,levág,atkirpti
1307,binden::V,köt,rišti
1308,binden::V,köt,surišti
1309,binden::V,kötöz,rišti
1310,binden::V,kötöz,surišti
1311,stecken::V,dug,kišti
1312,stecken::V,dug,įkišti
1313,brechen::V,tör,lūžti
1314,brechen::V,tör,laužyti
1315,brechen::V,eltör,lūžti
1316,brechen::V,eltör,laužyti
1317,klopfen::V,kopogtat,belsti
1318,klopfen::V,kopogtat,barbenti
1319,hauen::V,vág,mušti
1320,hauen::V,levág,mušti
1321,kleben::V,tapaszt,lipdyti
1322,kleben::V,tapaszt,klijuoti
1323,reiben::V,dörzsöl,trinti
1324,reiben::V,dörzsöl,tarkuoti
1325,reiben::V,súrol,trinti
1326,reiben::V,súrol,tarkuoti
1327,streichen::V,simít,tepti
1328,streichen::V,simít,užtepti
1329,schleifen::V,fen,galą́sti
1330,schleifen::V,csiszol,galą́sti
1331,schleifen::V,köszörül,galą́sti
1332,schneiden::V,vág,pjauti
1333,schneiden::V,vág,kirpti
1334,schneiden::V,szel,pjauti
1335,schneiden::V,szel,kirpti
1336,schneiden::V,metsz,pjauti
1337,schneiden::V,metsz,kirpti
1338,rütteln::V,ráz,purtyti
1339,schütteln::V,ráz,purtyti
1340,schütteln::V,megráz,purtyti
1341,schwenken::V,lóbál,mojuoti
1342,schwenken::V,lobogtat,mojuoti
1343,schütten::V,önt,pilti
1344,schütten::V,önt,berti
1345,füllen::V,tölt,pildyti
1346,füllen::V,tölt,pripildyti
1347,füllen::V,megtölt,pildyti
1348,füllen::V,megtölt,pripildyti
1349,einwickeln::V,becsavar,įvynioti
1350,einwickeln::V,becsavar,suvynioti
1351,tragen::V,hord,nešti
1352,tragen::V,hord,nešioti
1353,schleppen::V,vonszol,vilkti
1354,ziehen::V,húz,tempti
1355,aufbewahren::V,megőriz,laikyti
1356,werfen::V,dob,mesti
1357,werfen::V,dob,sviesti
1358,werfen::V,hajít,mesti
1359,werfen::V,hajít,sviesti
1360,fangen::V,fog,sugauti
1361,packen::V,megragad,čiupti
1362,packen::V,megragad,griebti
1363,verstecken::V,eldug,slėpti
1364,verstecken::V,eldug,slapstyti
1365,verstecken::V,elrejt,slėpti
1366,verstecken::V,elrejt,slapstyti
1367,teilen::V,oszt,dalyti
1368,teilen::V,oszt,padalyti
1369,teilen::V,megoszt,dalyti
1370,teilen::V,megoszt,padalyti
1371,schicken::V,küld,sių̃sti
1372,schicken::V,küld,pasių̃sti
1373,bringen::V,hoz,atnešti
1374,bringen::V,visz,atnešti
1375,hinzufügen::V,hozzáad,pridėti
1376,bekommen::V,kap,gauti
1377,bekommen::V,megkap,gauti
1378,erhalten::V,kap,gauti
1379,erhalten::V,megkap,gauti
1380,nehmen::V,vesz,paimti
1381,wählen::V,választ,rinkti
1382,wählen::V,választ,išsirinkti
1383,auswählen::V,kiválaszt,išrinkti
1384,bewahren::V,megtart,išsaugoti
1385,behindern::V,akadályoz,trukdyti
1386,behindern::V,gátol,trukdyti
1387,verderben::V,elront,sugadinti
1388,beschädigen::V,rongál,žaloti
1389,beschädigen::V,rongál,gadinti
1390,zerbrechen::V,eltör,sukulti
1391,zerbrechen::V,eltör,sudaužyti
1392,zerbrechen::V,széttör,sukulti
1393,zerbrechen::V,széttör,sudaužyti
1394,zerbrechen::V,kettétör,sukulti
1395,zerbrechen::V,kettétör,sudaužyti
1396,zerreißen::V,eltép,perplėšti
1397,zerreißen::V,eltép,suplėšyti
1398,zerreißen::V,széttép,perplėšti
1399,zerreißen::V,széttép,suplėšyti
1400,zerstören::V,elpusztít,suardyti
1401,zerstören::V,elpusztít,sugriauti
1402,verbrennen::V,éget,deginti
1403,verbrennen::V,éget,sudeginti
1404,verbrennen::V,eléget,deginti
1405,verbrennen::V,eléget,sudeginti
1406,geben::V,ad,duoti
1407,geben::V,ad,paduoti
1408,reichen::V,nyújt,paduoti
1409,schenken::V,ajándékoz,dovanoti
1410,versprechen::V,ígér,žadėti
1411,versprechen::V,ígér,pažadėti
1412,wünschen::V,kíván,norėti
1413,wünschen::V,kíván,linḱėti
1414,loben::V,dicsér,girti
1415,loben::V,dicsér,pagirti
1416,küssen::V,csókol,bučiuoti
1417,wiegen::V,ringat,supti
1418,zudecken::V,betakar,užkloti
1419,zudecken::V,betakar,uždengti
1420,wecken::V,kelt,žadinti
1421,wecken::V,ébreszt,žadinti
1422,zeigen::V,mutat,rodyti
1423,führen::V,visz,vesti
1424,führen::V,visz,vadovauti
1425,führen::V,vezet,vesti
1426,führen::V,vezet,vadovauti
1427,lehren::V,tanít,mokyti
1428,lehren::V,tanít,išmokyti
1429,unterrichten::V,tanít,dėstyti
1430,aufziehen::V,felnevel,išauginti
1431,leiten::V,vezet,valdyti
1432,leiten::V,vezet,vadovauti
1433,leiten::V,vezérel,valdyti
1434,leiten::V,vezérel,vadovauti
1435,antreiben::V,hajt,uiti
1436,antreiben::V,hajt,raginti
1437,antreiben::V,hajt,skubinti
1438,lassen::V,-tat,paliepti
1439,lassen::V,-at,paliepti
1440,einladen::V,meghív,kviesti
1441,einladen::V,meghív,pakviesti
1442,vereinigen::V,egyesít,sujungti
1443,vereinigen::V,egyesít,suvienyti
1444,besuchen::V,látogat,lankyti
1445,besuchen::V,látogat,aplankyti
1446,treffen::V,talál,sutikti
1447,treffen::V,talál,pasitikti
1448,sich versammeln::V,gyülekezik,susirinkti
1449,sich versammeln::V,összegyűlik,susirinkti
1450,spielen::V,játszik,groti
1451,spielen::V,játszik,žaisti
1452,singen::V,énekel,dainuoti
1453,tanzen::V,táncol,šokti
1454,sich trennen::V,elválik,skirtis
1455,sich trennen::V,elválik,išsiskirti
1456,verlassen::V,elhagy,palikti
1457,retten::V,ment,gelbėti
1458,bewachen::V,őriz,sergėti
1459,schützen::V,óv,ginti
1460,schützen::V,óv,apginti
1461,schützen::V,véd,ginti
1462,schützen::V,véd,apginti
1463,verteidigen::V,véd,ginti
1464,verteidigen::V,véd,apginti
1465,sich schlagen::V,verekszik,muštis
1466,schießen::V,lő,šauti
1467,schießen::V,lő,šaudyti
1468,siegen::V,győz,nugalėti
1469,ärgern::V,bosszant,pykinti
1470,schlagen::V,üt,mušti
1471,schlagen::V,üt,smogti
1472,schlagen::V,üt,trenkti
1473,schlagen::V,ver,mušti
1474,schlagen::V,ver,smogti
1475,schlagen::V,ver,trenkti
1476,treten::V,rúg,mygti
1477,stechen::V,döf,gelti
1478,stechen::V,döf,smeigti
1479,stechen::V,szúr,gelti
1480,stechen::V,szúr,smeigti
1481,stoßen::V,lök,stumti
1482,stoßen::V,lök,pastumti
1483,stehlen::V,lop,vogti
1484,stören::V,zavar,trikdyti
1485,belästigen::V,zaklat,apsunkinti
1486,verbergen::V,rejt,slėpti
1487,verbergen::V,rejt,paslėpti
1488,verbergen::V,elrejt,slėpti
1489,verbergen::V,elrejt,paslėpti
1490,täuschen::V,megtéveszt,klaidinti
1491,betrügen::V,csal,apgauti
1492,töten::V,öl,žudyti
1493,töten::V,öl,nužudyti
1494,wohnen::V,lakik,gyventi
1495,arbeiten::V,dolgozik,dirbti
1496,arbeiten::V,dolgozik,triūsti
1497,sammeln::V,szed,rinkti
1498,sammeln::V,gyűjt,rinkti
1499,pflücken::V,szed,skinti
1500,pflücken::V,szed,raškyti
1501,jagen::V,vadászik,medžioti
1502,fischen::V,halászik,žvejoti
1503,fassen::V,fog,sučiupti
1504,hüten::V,őriz,ganyti
1505,hüten::V,legeltet,ganyti
1506,treiben::V,hajt,ginti
1507,anbinden::V,köt,pririšti
1508,füttern::V,etet,šerti
1509,melken::V,fej,melžti
1510,hacken::V,vág,kapoti
1511,gießen::V,öntöz,lieti
1512,gießen::V,öntöz,laistyti
1513,reifen::V,érik,nokti
1514,reifen::V,érik,sirpti
1515,zubereiten::V,elkészít,ruošti
1516,zubereiten::V,elkészít,gaminti
1517,kochen::V,főz,virti
1518,kochen::V,főz,virinti
1519,backen::V,süt,kepti
1520,braten::V,süt,kepti
1521,braten::V,süt,kepinti
1522,umrühren::V,megkever,maišyti
1523,umrühren::V,megkever,pamaišyti
1524,stricken::V,köt,megzti
1525,nähen::V,varr,siūti
1526,färben::V,fest,dažyti
1527,färben::V,fest,nudažyti
1528,reinigen::V,tisztít,valyti
1529,reinigen::V,tisztít,švarinti
1530,waschen::V,mos,plauti
1531,waschen::V,mos,mazgoti
1532,waschen::V,mos,skalbti
1533,abwischen::V,letöröl,nušluostyti
1534,spülen::V,mosogat,plauti
1535,spülen::V,mosogat,skalauti
1536,fegen::V,söpör,šluoti
1537,kehren::V,söpör,šluoti
1538,baden::V,fürdik,maudytis
1539,sich waschen::V,mosdik,praustis
1540,sich waschen::V,mosakszik,praustis
1541,ausziehen::V,levesz,numauti
1542,ausziehen::V,levesz,nuvilkti
1543,anziehen::V,felölt,mauti
1544,anziehen::V,felölt,apsivilkti
1545,anziehen::V,felvesz,mauti
1546,anziehen::V,felvesz,apsivilkti
1547,sich anziehen::V,öltözik,rengtis
1548,sich anziehen::V,öltözik,apsirengti
1549,sich anziehen::V,felöltözik,rengtis
1550,sich anziehen::V,felöltözik,apsirengti
1551,kämmen::V,fésül,šukuoti
