,Concept_ID,sv,be
843,tauen::V,töa,раставаць
844,schmelzen::V,smälta,плавіцца
845,trocknen::V,torka,сохнуць
846,sieden::V,koka,кіпець
847,sieden::V,sjuda,кіпець
848,faulen::V,ruttna,гнісці
849,verfaulen::V,ruttna,згнісці
850,reißen::V,brista,ірвацца
851,versinken::V,sjunka,тануць
852,vergehen::V,förgå,праходзіць
853,erscheinen::V,synas,зʼявіцца
854,erscheinen::V,visa sig,зʼявіцца
855,verschwinden::V,försvinna,знікнуць
856,sinken::V,sjunka,спадаць
857,abnehmen::V,avta,паменшыцца
858,abnehmen::V,minskas,паменшыцца
859,zunehmen::V,tilltaga,павялічвацца
860,steigen::V,stiga,паднімацца
861,wachsen::V,växa,расці
862,glänzen::V,glimma,блішчаць
863,funkeln::V,tindra,бліскаць
864,funkeln::V,gnistra,бліскаць
865,lärmen::V,bråka,шумець
866,lärmen::V,väsnas,шумець
867,läuten::V,ringa,званіць
868,klingeln::V,ringa,званіць
869,klirren::V,klirra,бразгаць
870,brausen::V,brusa,бушаваць
871,rauschen::V,susa,шастаць
872,klingen::V,låta,гучаць
873,klingen::V,klinga,гучаць
874,bellen::V,skälla,брахаць
875,heulen::V,yla,выць
876,heulen::V,tjuta,выць
877,blasen::V,blåsa,дзьмухнуць
878,pfeifen::V,vissla,свістаць
879,schreien::V,skrika,крычаць
880,stöhnen::V,stöna,стагнаць
881,zittern::V,darra,дрыжаць
882,zittern::V,skälva,дрыжаць
883,leben::V,leva,жыць
884,geboren werden::V,födas,нарадзіцца
885,atmen::V,andas,дыхаць
886,trinken::V,dricka,піць
887,essen::V,äta,есці
888,schlucken::V,svälja,глытаць
889,müde werden::V,tröttna,стаміцца
890,einschlafen::V,somna,заснуць
891,schlafen::V,sova,спаць
892,aufwachen::V,vakna,рассыпацца
893,aufstehen::V,stiga upp,устаць
894,sich erholen::V,repa sig,адпачываць
895,sich erholen::V,hämta sig,адпачываць
896,krank werden::V,insjukna,захварэць
897,krank sein::V,vara sjuk,хварэць
898,schmerzen::V,smärta,балець
899,schmerzen::V,göra ont,балець
900,husten::V,hosta,кашляць
901,genesen::V,tillfriskna,паправіцца
902,genesen::V,tillfriskna,паздаравець
903,sterben::V,dö,памерці
904,umkommen::V,omkomma,загінуць
905,sich bewegen::V,röra sig,рухацца
906,sich rühren::V,röra på sig,варушыцца
907,sich erheben::V,resa sig,устаць
908,sich setzen::V,sätta sig,сесці
909,hinfallen::V,falla omkull,упасці
910,laufen::V,löpa,хадзіць
911,schreiten::V,skrida,шагаць
912,schreiten::V,skrida,крочыць
913,spazierengehen::V,promenera,гуляць
914,eilen::V,ila,спяшацца
915,sich beeilen::V,skynda sig,спяшацца
916,sausen::V,susa,імчацца
917,rennen::V,löpa,бегаць
918,rennen::V,springa,бегаць
919,springen::V,hoppa,скакаць
920,klettern::V,klättra,лазіць
921,schaukeln::V,gunga,гайдацца
922,kriechen::V,kräla,поўзаць
923,schwimmen::V,simma,плаваць
924,tauchen::V,dyka,ныраць
925,rudern::V,ro,веславаць
926,fahren::V,köra,ехаць
927,fliegen::V,flyga,лятаць
928,gehen::V,gå,ісці
929,weggehen::V,gå bort,пайсці
930,abfahren::V,resa,адʼяжджаць
931,abfahren::V,avresa,адʼяжджаць
932,anhalten::V,stanna,спыніцца
933,anhalten::V,stanna,затрымацца
934,hineingehen::V,gå in,уваходзіць
935,eintreten::V,träda in,увайсці
936,kommen::V,komma,прыйсці
937,ankommen::V,ankomma,прыбыць
938,zurückkommen::V,återkomma,вярнуцца
939,bleiben::V,bli,застацца
940,bleiben::V,förbli,застацца
941,warten::V,vänta,чакаць
942,erwarten::V,vänta,чакаць
943,suchen::V,leta,шукаць
944,finden::V,finna,знайсці
945,versuchen::V,försöka,прабаваць
946,vorbereiten::V,förbereda,падрыхтаваць
947,lieben::V,älska,кахаць
948,mögen::V,tycka om,любіць
949,lachen::V,skratta,смяяцца
950,rühren::V,röra,расчуліць
951,weinen::V,gråta,плакаць
952,schimpfen::V,skälla,лаяцца
953,sich ärgern::V,förargas,сердаваць
954,sich fürchten::V,vara rädd,баяцца
955,fürchten::V,frukta,баяцца
956,fliehen::V,fly,уцякаць
957,fliehen::V,rymma,уцякаць
958,flüchten::V,fly,уцячы
959,sehen::V,se,бачыць
960,anschauen::V,se på,паглядзець
961,anschauen::V,betrakta,паглядзець
962,ansehen::V,åse,глядзець
963,hören::V,höra,чуць
964,zuhören::V,höra på,слухаць
965,zuhören::V,lyssna till,слухаць
966,probieren::V,smaka,каштаваць
967,probieren::V,smaka på,каштаваць
968,riechen::V,lukta,нюхаць
969,fühlen::V,känna,адчуваць
970,scheinen::V,verka,здавацца
971,scheinen::V,tyckas,здавацца
972,zu sehen sein::V,synas,віднецца
973,zu sehen sein::V,kunna ses,віднецца
974,vernehmen::V,få veta,пачуць
975,vernehmen::V,förnimma,пачуць
976,frieren::V,frysa,мёрзнуць
977,tun::V,göra,рабіць
978,können::V,kunna,умець
979,wollen::V,vilja,хацець
980,anfangen::V,börja,пачаць
981,beenden::V,avsluta,закончыць
982,aufhören::V,sluta,перастаць
983,aufhören::V,upphöra,перастаць
984,gelingen::V,lyckas,удацца
985,geraten::V,bli,аказацца
986,öffnen::V,öppna,адчыніць
987,schließen::V,låsa,зачыніць
988,schließen::V,stänga,зачыніць
989,stellen::V,ställa,паставіць
990,setzen::V,sätta,пасадзіць
991,legen::V,lägga,класці
992,berühren::V,beröra,чапаць
993,verbinden::V,förbinda,звязаць
994,bedecken::V,täcka,накрыць
995,bedecken::V,betäcka,накрыць
996,aufhängen::V,hänga,павесіць
997,aufhängen::V,hänga upp,павесіць
998,anzünden::V,tända,запаліць
999,anzünden::V,antända,запаліць
1000,anzünden::V,tända på,запаліць
1001,aufheben::V,lyfta,падняць
1002,zurücklassen::V,lämna,пакінуць
1003,zurücklassen::V,efterlämna,пакінуць
1004,verlieren::V,mista,згубіць
1005,verlieren::V,förlora,згубіць
1006,fallen lassen::V,tappa,упусціць
1007,fallen lassen::V,släppa,упусціць
1008,machen::V,göra,зрабіць
1009,herstellen::V,tillverka,вырабіць
1010,herstellen::V,framställa,вырабіць
1011,bauen::V,bygga,будаваць
1012,reparieren::V,reparera,правіць
1013,verbessern::V,rätta,палепшыць
1014,verbessern::V,förbättra,палепшыць
1015,ändern::V,ändra,змяніць
1016,ändern::V,förändra,змяніць
1017,graben::V,gräva,капаць
1018,beugen::V,böja,сагнуць
1019,biegen::V,böja,пагнуць
1020,biegen::V,kröka,пагнуць
1021,drehen::V,vrida,вярцець
1022,wenden::V,vända,павярнуць
1023,umdrehen::V,vrida om,перавярнуць
1024,heben::V,häva,падымаць
1025,hochheben::V,lyfta,падняць
1026,ergreifen::V,gripa,схапіць
1027,ergreifen::V,gripa,схваціць
1028,halten::V,hålla,трымаць
1029,drücken::V,trycka,націскаць
1030,schieben::V,skjuta,пхаць
1031,schieben::V,skjuta,штурхаць
1032,kratzen::V,riva,скрэбці
1033,kratzen::V,skrapa,скрэбці
1034,lecken::V,slicka,лізаць
1035,beißen::V,bita,кусаць
1036,abreißen::V,slita_av,адарваць
1037,abreißen::V,riva_av,адарваць
1038,abschneiden::V,skära av,адрэзаць
1039,binden::V,binda,вязаць
1040,stecken::V,sticka,уваткнуць
1041,brechen::V,bryta,зламаць
1042,brechen::V,brista,зламаць
1043,klopfen::V,banka,стукаць
1044,klopfen::V,klappa,стукаць
1045,hauen::V,hugga,біць
1046,kleben::V,klistra,клеіць
1047,reiben::V,gnida,церці
1048,streichen::V,smörja,намазаць
1049,schleifen::V,slipa,тачыць
1050,schneiden::V,skära,рэзаць
1051,schneiden::V,klippa,рэзаць
1052,rütteln::V,skaka,хістаць
1053,schütteln::V,rista,трэсці
1054,schwenken::V,svänga,махаць
1055,schütten::V,hälla,наліць
1056,füllen::V,fylla,напоўніць
1057,einwickeln::V,slå in,загарнуць
1058,einwickeln::V,veckla in,загарнуць
1059,tragen::V,bära,несці
1060,schleppen::V,släpa,цягнуць
1061,ziehen::V,dra,цягнуць
1062,aufbewahren::V,förvara,захоўваць
1063,aufbewahren::V,ta vara på,захоўваць
1064,werfen::V,kasta,кідаць
1065,fangen::V,fånga,лавіць
1066,packen::V,gripa,схапіць
1067,packen::V,gripa,схваціць
1068,packen::V,gripa tag,схапіць
1069,packen::V,gripa tag,схваціць
1070,verstecken::V,gömma,схаваць
1071,teilen::V,dela,раздзяліць
1072,schicken::V,skicka,пасылаць
1073,bringen::V,bringa,прынесці
1074,hinzufügen::V,tillägga,дабавіць
1075,bekommen::V,få,дастаць
1076,bekommen::V,erhålla,дастаць
1077,erhalten::V,få,атрымаць
1078,erhalten::V,erhålla,атрымаць
1079,nehmen::V,ta,ўзяць
1080,nehmen::V,taga,ўзяць
1081,wählen::V,välja,выбраць
1082,auswählen::V,utvälja,адабраць
1083,bewahren::V,bevara,захаваць
1084,behindern::V,hindra,перашкаджаць
1085,behindern::V,förhindra,перашкаджаць
1086,verderben::V,förstöra,сапсаваць
1087,beschädigen::V,skada,пашкодзіць
1088,zerbrechen::V,bryta isär,разбіць
1089,zerbrechen::V,bryta sönder,разбіць
1090,zerreißen::V,riva sönder,разадраць
1091,zerreißen::V,slita sönder,разадраць
1092,zerstören::V,förstöra,разбурыць
1093,verbrennen::V,bränna,спаліць
1094,verbrennen::V,bränna upp,спаліць
1095,geben::V,ge,даць
1096,reichen::V,räcka,перадаць
1097,schenken::V,skänka,дарыць
1098,versprechen::V,lova,абяцаць
1099,wünschen::V,önska,жадаць
1100,loben::V,lova,хваліць
1101,loben::V,beröma,хваліць
1102,küssen::V,pussa,цалаваць
1103,wiegen::V,vagga,гушкаць
1104,wiegen::V,vagga,калыхаць
1105,zudecken::V,täcka,накрыць
1106,wecken::V,väcka,пабудзіць
1107,zeigen::V,visa,паказаць
1108,führen::V,föra,весці
1109,lehren::V,lära,вучыць
1110,unterrichten::V,undervisa,выкладаць
1111,aufziehen::V,uppfostra,выхаваць
1112,leiten::V,leda,кіраваць
1113,antreiben::V,driva på,падганяць
1114,lassen::V,få att,прымусіць
1115,einladen::V,bjuda,запрасіць
1116,einladen::V,inbjuda,запрасіць
1117,vereinigen::V,förena,абʼяднаць
1118,besuchen::V,besöka,наведаць
1119,treffen::V,möta,сустрэць
1120,treffen::V,träffa,сустрэць
1121,sich versammeln::V,församla sig,сабрацца
1122,spielen::V,leka,гуляць
1123,spielen::V,spela,гуляць
1124,singen::V,sjunga,пець
1125,singen::V,sjunga,спяваць
1126,tanzen::V,dansa,танцаваць
1127,sich trennen::V,skiljas,расстацца
1128,verlassen::V,lämna,пакінуць
1129,verlassen::V,överge,пакінуць
1130,retten::V,rädda,выратаваць
1131,bewachen::V,bevaka,ахоўваць
1132,schützen::V,skydda,уберагаць
1133,schützen::V,beskydda,уберагаць
1134,verteidigen::V,försvara,абараніць
1135,sich schlagen::V,slåss,біцца
1136,sich schlagen::V,slåss,драцца
1137,schießen::V,skjuta,страляць
1138,siegen::V,segra,перамагчы
1139,ärgern::V,förarga,злаваць
1140,schlagen::V,slå,ударыць
1141,treten::V,sparka,штурхаць
1142,stechen::V,sticka,укалоць
1143,stoßen::V,stöta,папхнуць
1144,stehlen::V,stjäla,украсці
1145,stören::V,störa,перашкодзіць
1146,belästigen::V,genera,дакучаць
1147,belästigen::V,besvära,дакучаць
1148,verbergen::V,dölja,скрыць
1149,verbergen::V,dölja,схаваць
1150,täuschen::V,vilseleda,падмануць
1151,betrügen::V,bedra,змахляваць
1152,töten::V,döda,забіць
1153,wohnen::V,bo,жыць
1154,arbeiten::V,arbeta,працаваць
1155,sammeln::V,samla,сабраць
1156,pflücken::V,plocka,зрываць
1157,jagen::V,jaga,паляваць
1158,fischen::V,fiska,рыбачыць
1159,fassen::V,fånga,злавіць
1160,hüten::V,vakta,пасвіць
1161,treiben::V,driva,гнаць
1162,anbinden::V,binda fast,прывязаць
1163,füttern::V,fodra,карміць
1164,melken::V,mjölka,даіць
1165,hacken::V,hacka,сячы
1166,gießen::V,hälla,паліць
1167,gießen::V,vattna,паліць
1168,reifen::V,mogna,паспець
1169,zubereiten::V,tillaga,зварыць
1170,zubereiten::V,tillaga,згатаваць
1171,zubereiten::V,tillreda,зварыць
1172,zubereiten::V,tillreda,згатаваць
1173,kochen::V,koka,варыць
1174,backen::V,baka,пячы
1175,braten::V,steka,смажыць
1176,umrühren::V,röra om,перамяшаць
1177,stricken::V,sticka,вязаць
1178,nähen::V,sy,шыць
1179,färben::V,färga,пафарбаваць
1180,reinigen::V,rensa,ачысціць
1181,reinigen::V,rengöra,ачысціць
1182,waschen::V,tvätta,мыць
1183,abwischen::V,torka av,выцерці
1184,spülen::V,spola,паласкаць
1185,spülen::V,skölja,паласкаць
1186,fegen::V,feja,падмятаць
1187,kehren::V,sopa,месці
1188,baden::V,bada,купацца
1189,sich waschen::V,tvätta sig,мыцца
1190,ausziehen::V,ta av,зняць
1191,anziehen::V,ta på,надзець
1192,sich anziehen::V,klä på sig,адзецца
1193,kämmen::V,kamma,прычасаць
1194,schmücken::V,pynta,аздобіць
1195,schmücken::V,smycka,аздобіць
1196,sagen::V,säga,сказаць
1197,sprechen::V,tala,гаварыць
1198,reden::V,tala,размаўляць
1199,reden::V,prata,размаўляць
1200,sich unterhalten::V,prata,гутарыць
1201,fragen::V,fråga,спытаць
1202,fragen::V,spörja,спытаць
1203,bitten::V,be,прасіць
1204,erzählen::V,berätta,расказаць
1205,mitteilen::V,meddela,паведаміць
1206,nennen::V,kalla,назваць
1207,rufen::V,ropa,зваць
1208,prahlen::V,pråla,хваліцца
1209,prahlen::V,skryta,хваліцца
1210,übersetzen::V,tolka,перакласці
1211,übersetzen::V,översätta,перакласці
1212,denken::V,tänka,думаць
1213,glauben::V,tro,верыць
1214,bemerken::V,uppmärksamma,заўважыць
1215,bemerken::V,lägga märke till,заўважыць
1216,erkennen::V,känna igen,пазнаць
1217,begreifen::V,begripa,спасцігнуць
1218,verstehen::V,förstå,пачуць
1219,lernen::V,lära sig,вучыцца
1220,wissen::V,veta,знаць
1221,sich erinnern an::V,minnas,памятаць
1222,sich erinnern an::V,komma ihåg,памятаць
1223,vergessen::V,glömma,забыць
1224,messen::V,mäta,мераць
1225,zählen::V,räkna,лічыць
1226,rechnen::V,räkna,лічыць
1227,lesen::V,läsa,чытаць
1228,malen::V,måla,маляваць
1229,zeichnen::V,teckna,рысаваць
1230,schreiben::V,skriva,пісаць
1231,besitzen::V,äga,мець
1232,besitzen::V,besitta,мець
1233,kaufen::V,köpa,купіць
1234,verkaufen::V,sälja,прадаць
1235,bezahlen::V,betala,заплаціць
1236,zahlen::V,betala,плаціць
1237,beherrschen::V,behärska,уладаць
1238,beherrschen::V,behärska,валодаць
1239,ertragen::V,tåla,выцерпець
1240,ertragen::V,uthärda,выцерпець
