,Concept_ID,cs,ru
89,Regen::N,déšť,дождь
90,Schnee::N,sníh,снег
91,Eis::N,led,лед
92,Frost::N,mráz,мороз
93,Kälte::N,chlad,холод
94,Hitze::N,horko,жара
95,Raureif::N,jinovatka,иней
96,Regenbogen::N,duha,радуга
97,Donner::N,hrom,гром
98,Strömung::N,proudění,течение
99,Tropfen::N,kapka,капля
100,Schaum::N,pěna,пена
101,Schmutz::N,špína,грязь
102,See::N,jezero,озеро
103,Sumpf::N,močál,топь
104,Sumpf::N,bažina,топь
105,Moor::N,bažina,болото
106,Moor::N,slatina,болото
107,Wiese::N,louka,луг
108,Wald::N,les,лес
109,Hügel::N,kopec,холм
110,Anhöhe::N,pahorek,возвышенность
111,Berg::N,hora,гора
112,Gipfel::N,vrchol,вершина
113,Höhle::N,jeskyně,пещера
114,Abhang::N,svah,склон
115,Abhang::N,stráň,склон
116,Quelle::N,pramen,источник
117,Bach::N,potok,ручей
118,Fluss::N,řeka,река
119,Ufer::N,břeh,берег
120,Küste::N,pobřeží,побережье
121,Festland::N,souš,суша
122,Festland::N,pevnina,суша
123,Meer::N,moře,море
124,Bucht::N,záliv,бухта
125,Bucht::N,zátoka,бухта
126,Insel::N,ostrov,остров
127,Blume::N,květina,цветок
128,Gras::N,tráva,трава
129,Wurzel::N,kořen,корень
130,Baum::N,strom,дерево
131,Stamm::N,kmen,ствол
132,Rinde::N,kůra,кора
133,Ast::N,větev,сук
134,Zweig::N,větev,ветвь
135,Blatt::N,lupen,лист
136,Birke::N,bříza,береза
137,Kiefer[Baum]::N,sosna,сосна
138,Kiefer[Baum]::N,borovice,сосна
139,Weide[Baum]::N,vrba,ива
140,Tanne::N,jedle,ель
141,Horn::N,roh,рог
142,Feder::N,pero,перо
143,Fell::N,srst,шкура
144,Flügel::N,křídlo,крыло
145,Klaue::N,dráp,коготь
146,Klaue::N,pazneht,коготь
147,Kralle::N,dráp,лапа
148,Schwanz::N,ocas,хвост
149,Ei::N,vejce,яйцо
150,Nest::N,hnízdo,гнездо
151,Bau::N,nora,нора
152,Tier::N,zvíře,животное
153,Herde::N,stádo,стадо
154,Kuh::N,kráva,корова
155,Bulle::N,býk,бык
156,Pferd::N,kůň,лошадь
157,Schaf::N,ovce,овца
158,Schwein::N,vepř,свинья
159,Schwein::N,prase,свинья
160,Hund::N,pes,собака
161,Katze::N,kočka,кошка
162,Bär::N,medvěd,медведь
163,Eichhörnchen::N,veverka,белка
164,Elch::N,los,лось
165,Fuchs::N,liška,лиса
166,Hase::N,zajíc,заяц
167,Maus::N,myš,мышь
168,Wolf::N,vlk,волк
169,Vogel::N,pták,птица
170,Schwarm::N,roj,стая
171,Schwarm::N,hejno,стая
172,Huhn::N,kuře,курица
173,Huhn::N,slepice,курица
174,Hahn::N,kohout,петух
175,Gans::N,husa,гусь
176,Adler::N,orel,орел
177,Ente::N,kachna,утка
178,Eule::N,sova,сова
179,Kranich::N,jeřáb,журавль
180,Krähe::N,vrána,ворона
181,Kuckuck::N,kukačka,кукушка
182,Schwan::N,labuť,лебедь
183,Fisch::N,ryba,рыба
184,Barsch::N,okoun,окунь
185,Hecht::N,štika,щука
186,Schlange[Tier]::N,had,змея
187,Wurm::N,červ,червяк
188,Spinne::N,pavouk,паук
189,Ameise::N,mravenec,муравей
190,Laus::N,veš,вошь
191,Mücke::N,komár,комар
192,Fliege::N,moucha,муха
193,Schmetterling::N,motýl,бабочка
194,Beere::N,bobule,ягода
195,Apfel::N,jablko,яблоко
196,Pilz::N,houba,гриб
197,Zwiebel::N,cibule,луковица
198,Saat::N,osivo,семя
199,Korn::N,zrno,зерно
200,Heu::N,seno,сено
201,Schale::N,slupka,шелуха
202,Schale::N,skořápka,шелуха
203,Grube::N,jáma,яма
204,Falle::N,past,ловушка
205,Falle::N,léčka,ловушка
206,Schlinge::N,smyčka,силок
207,Spur::N,stopa,след
208,Asche::N,popel,зола
209,Asche::N,popel,пепел
210,Dreck::N,špína,грязь
211,Eisen::N,železo,железо
212,Gold::N,zlato,золото
213,Silber::N,stříbro,серебро
214,Kohle::N,uhlí,уголь
215,Glas::N,sklo,стекло
216,Lehm::N,jíl,глина
217,Lehm::N,hlína,глина
218,Sand::N,písek,песок
219,Mensch::N,člověk,человек
220,Mann::N,muž,мужчина
221,Frau::N,žena,женщина
222,Kind::N,dítě,ребенок
223,Junge::N,hoch,мальчик
224,Junge::N,chlapec,мальчик
225,Mädchen::N,děvče,девочка
226,Familie::N,rodina,семья
227,Großvater::N,děd,дедушка
228,Großvater::N,dědeček,дедушка
229,Großmutter::N,babička,бабушка
230,Eltern::N,rodiče,родители
231,Vater::N,otec,отец
232,Mutter::N,matka,мать
233,Sohn::N,syn,сын
234,Tochter::N,dcera,дочь
235,Bruder::N,bratr,брат
236,Schwester::N,sestra,сестра
237,Onkel::N,strýc,дядя
238,Tante::N,teta,тетя
239,Ehemann::N,choť,муж
240,Ehemann::N,manžel,муж
241,Ehefrau::N,choť,жена
242,Ehefrau::N,manželka,жена
243,Freude::N,radost,радость
244,Gelächter::N,smích,смех
245,Glück::N,štěstí,счастье
246,Kummer::N,žal,горе
247,Kummer::N,trápení,горе
248,Wunsch::N,přání,желание
249,Lust::N,chuť,влечение
250,Geist::N,duch,дух
251,Gedanke::N,myšlenka,мысль
252,Gedächtnis::N,paměť,память
253,Verstand::N,rozum,ум
254,Sinn::N,smysl,смысл
255,Grund::N,důvod,повод
256,Wahrheit::N,pravda,правда
257,Gespräch::N,rozhovor,беседа
258,Märchen::N,pohádka,сказка
259,Erzählung::N,povídka,рассказ
260,Nachricht::N,zpráva,сообщение
261,Neuigkeit::N,novina,новость
262,Neuigkeit::N,novinka,новость
263,Name::N,jméno,имя
264,Rätsel::N,hádanka,загадка
265,Rede::N,řeč,речь
266,Rede::N,proslov,речь
267,Sprache::N,řeč,язык
268,Sprache::N,jazyk,язык
269,Stimme::N,hlas,голос
270,Wort::N,slovo,слово
271,Zeichen::N,znamení,знак
272,Ruf::N,zavolání,зов
273,Lärm::N,hluk,шум
274,Laut::N,zvuk,звук
275,Ton::N,tón,звучание
276,Lied::N,píseň,песня
277,Ruhe::N,klid,покой
278,Ruhe::N,pokoj,покой
279,Leute::N,lidé,люди
280,Volk::N,národ,народ
281,Arbeit::N,práce,работа
282,Gast::N,host,гость
283,Geschenk::N,dar,подарок
284,Spiel::N,hra,игра
285,Gesellschaft::N,společnost,общество
286,Hilfe::N,pomoc,помощь
287,Freund::N,přítel,друг
288,Kamerad::N,kamarád,приятель
289,Angelegenheit::N,záležitost,дело
290,Anzahl::N,počet,количество
291,Art::N,druh,вид
292,Stück::N,kus,кусок
293,Stück::N,kousek,кусок
294,Teil::N,díl,часть
295,Teil::N,část,часть
296,Hälfte::N,půl,половина
297,Kreis::N,kruh,круг
298,Kreuz::N,kříž,крест
299,Linie::N,linka,линия
300,Strich::N,čára,черта
301,Strich::N,čárka,черта
302,Abstand::N,vzdálenost,промежуток
303,Entfernung::N,vzdálenost,расстояние
304,Gegend::N,krajina,местность
305,Platz::N,prostor,пространство
306,Ort::N,místo,место
307,Seite::N,strana,сторона
308,Mitte::N,střed,середина
309,Mitte::N,prostředek,середина
310,Gegenstand::N,předmět,предмет
311,Sache::N,věc,вещь
312,Rand::N,kraj,край
313,Rand::N,okraj,край
314,Kante::N,hrana,ребро
315,Ecke::N,roh,угол
316,Spitze::N,hrot,кончик
317,Spitze::N,špička,кончик
318,Ende::N,konec,конец
319,Loch::N,díra,дыра
320,Winkel::N,kout,угол
321,Muster::N,vzor,узор
322,Größe::N,velikost,размер
323,Länge::N,délka,длина
324,Höhe::N,výška,высота
325,Gewicht::N,váha,вес
326,Menge::N,množství,количество
327,Haufen::N,kupa,куча
328,Haufen::N,hromada,куча
329,Reihe::N,řada,ряд
330,Reihe::N,řádek,ряд
331,Boot::N,člun,лодка
332,Ruder::N,veslo,весло
333,Schlitten::N,sáně,сани
334,Ski::N,lyže,лыжа
335,Lagerfeuer::N,táborák,костер
336,Last::N,náklad,тяжесть
337,Last::N,břemeno,тяжесть
338,Gang::N,chůze,ход
339,Gang::N,chodba,ход
340,Schritt::N,krok,шаг
341,Norden::N,sever,север
342,Süden::N,jih,юг
343,Westen::N,západ,запад
344,Osten::N,východ,восток
345,Holz::N,dřevo,древесина
346,Brett::N,prkno,доска
347,Platte::N,deska,плита
348,Stütze::N,opěra,подпорка
349,Stange::N,tyč,жердь
350,Stange::N,tyčka,жердь
351,Stock::N,hůlka,палка
352,Stab::N,hůl,шест
353,Rohr::N,trubka,труба
354,Haus::N,dům,дом
355,Heim::N,domov,дом
356,Ofen::N,kamna,печь
357,Fußboden::N,podlaha,пол
358,Tisch::N,stůl,стол
359,Stuhl::N,židle,стул
360,Wiege::N,kolébka,колыбель
361,Bett::N,postel,постель
362,Regal::N,regál,полка
363,Regal::N,police,полка
364,Kiste::N,bedna,ящик
365,Fenster::N,okno,окно
366,Tür::N,dveře,дверь
367,Tor::N,vrata,ворота
368,Zaun::N,plot,забор
369,Dach::N,střecha,крыша
370,Leiter::N,žebřík,лестница
371,Besen::N,koště,метла
372,Besen::N,smeták,метла
373,Spaten::N,rýč,лопата
374,Schaufel::N,lopata,совок
375,Gabel::N,vidlička,вилка
376,Löffel::N,lžíce,ложка
377,Messer::N,nůž,нож
378,Nagel::N,hřebík,гвоздь
379,Netz::N,síť,сеть
380,Haken::N,hák,крюк
381,Griff::N,držadlo,ручка
382,Schloss::N,zámek,замок
383,Bild::N,obraz,картина
384,Figur::N,figura,фигура
385,Puppe::N,panenka,кукла
386,Beutel::N,pytlík,мешок
387,Bündel::N,svazek,связка
388,Tasche::N,taška,сумка
389,Tasche::N,brašna,сумка
390,Eimer::N,kýbl,ведро
391,Eimer::N,vědro,ведро
392,Deckel::N,víko,крышка
393,Deckel::N,příklop,крышка
394,Geschirr::N,nádobí,посуда
395,Sack::N,pytel,мешок
396,Tasse::N,šálek,чашка
397,Topf::N,hrnec,кастрюля
398,Kessel::N,kotel,котел
399,Essen::N,jídlo,еда
400,Nahrung::N,strava,пища
401,Nahrung::N,potrava,пища
402,Speise::N,jídlo,блюдо
403,Speise::N,jídlo,кушанье
404,Fleisch::N,maso,мясо
405,Getreide::N,obilí,хлеб
406,Brei::N,kaše,каша
407,Brot::N,chléb,хлеб
408,Scheibe::N,krajíc,ломоть
409,Fett::N,tuk,жир
410,Fett::N,omastek,жир
411,Butter::N,máslo,масло
412,Öl::N,olej,масло
413,Salz::N,sůl,соль
414,Suppe::N,polévka,суп
415,Honig::N,med,мед
416,Milch::N,mléko,молоко
417,Tee::N,čaj,чай
418,Leder::N,kůže,кожа
419,Wolle::N,vlna,шерсть
420,Stoff::N,látka,ткань
421,Nadel::N,jehla,игла
422,Faden::N,nit,нитка
423,Knopf::N,knoflík,пуговица
424,Knoten::N,uzel,узел
425,Farbe::N,barva,краска
426,Kleidung::N,šaty,одежда
427,Kleidung::N,šatstvo,одежда
428,Hemd::N,košile,рубашка
429,Kragen::N,límec,воротник
430,Ärmel::N,rukáv,рукав
431,Hose::N,kalhoty,брюки
432,Gürtel::N,pás,пояс
433,Gürtel::N,opasek,пояс
434,Mütze::N,čepice,шапка
435,Schuh::N,bota,ботинок
436,Stiefel::N,holínka,сапог
437,Ring::N,prsten,кольцо
438,Band::N,pásek,лента
439,Kamm::N,hřeben,расческа
440,Spiegel::N,zrcadlo,зеркало
441,Riemen::N,řemen,ремень
442,Schnur::N,šňůra,веревка
443,Leine::N,vodítko,поводок
444,Decke::N,pokrývka,одеяло
445,Decke::N,přikrývka,одеяло
446,Kissen::N,polštář,подушка
447,Tuch::N,šátek,платок
448,Handtuch::N,ručník,полотенце
449,Kraft::N,síla,сила
450,Stärke::N,síla,крепость
451,Gesundheit::N,zdraví,здоровье
452,Krankheit::N,nemoc,болезнь
453,Krankheit::N,choroba,болезнь
454,Schmerz::N,bolest,боль
455,Wunde::N,rána,рана
456,Fieber::N,horečka,лихорадка
457,Fieber::N,horečka,температура
458,Arznei::N,lék,лекарство
459,Brücke::N,most,мост
460,Brunnen::N,studna,колодец
461,Weide::N,pastva,пастбище
462,Weide::N,pastvina,пастбище
463,Pfad::N,pěšina,тропа
464,Weg::N,cesta,путь
465,Weg::N,cesta,дорога
466,Straße::N,silnice,улица
467,Straße::N,silnice,дорога
468,Dorf::N,vesnice,деревня
469,Stadt::N,město,город
470,Brief::N,dopis,письмо
471,Buch::N,kniha,книга
472,Buchstabe::N,písmeno,буква
473,Zeitung::N,noviny,газета
474,Leben::N,život,жизнь
475,Tod::N,smrt,смерть
476,Grab::N,hrob,могила
477,Kirche::N,kostel,церковь
478,Sünde::N,hřích,грех
479,Gott::N,bůh,бог
480,Arbeiter::N,dělník,рабочий
481,Arbeiter::N,pracovník,рабочий
482,Chef::N,šéf,начальник
483,Chef::N,vedoucí,начальник
484,Meister::N,mistr,мастер
485,Arzt::N,lékař,врач
486,Lehrer::N,učitel,учитель
487,Geld::N,peníze,деньги
488,Geschäft::N,obchod,занятие
489,Laden::N,krám,магазин
490,Preis::N,cena,цена
491,Ware::N,zboží,товар
492,Nutzen::N,užitek,выгода
493,Reichtum::N,bohatství,богатство
494,Welt::N,svět,мир
495,Land::N,země,страна
496,Staat::N,stát,государство
497,König::N,král,король
498,Macht::N,moc,власть
499,Macht::N,mocnost,власть
500,Grenze::N,hranice,граница
501,Krieg::N,válka,война
502,Feind::N,nepřítel,враг
503,Gewalt::N,násilí,насилие
504,Kampf::N,boj,борьба
505,Bogen[Waffe]::N,luk,лук
506,Pfeil::N,šíp,стрела
507,Gewehr::N,puška,ружье
508,Gewehr::N,ručnice,ружье
509,Fehler::N,chyba,ошибка
510,Lüge::N,lež,ложь
511,Schaden::N,škoda,вред
512,Unglück::N,neštěstí,беда
513,Schuld::N,vina,вина
514,Alter::N,věk,возраст
515,Schluss::N,konec,окончание
516,Zeit::N,čas,время
517,Tag::N,den,день
518,Morgen::N,ráno,утро
519,Morgen::N,jitro,утро
520,Mittag::N,poledne,полдень
521,Abend::N,večer,вечер
522,Nacht::N,noc,ночь
523,Woche::N,týden,неделя
524,Monat::N,měsíc,месяц
525,Jahr::N,rok,год
526,Frühling::N,jaro,весна
527,Sommer::N,léto,лето
528,Herbst::N,podzim,осень
529,Winter::N,zima,зима
530,Januar::N,leden,январь
531,Februar::N,únor,февраль
532,März::N,březen,март
533,April::N,duben,апрель
534,Mai::N,květen,май
535,Juni::N,červen,июнь
536,Juli::N,červenec,июль
537,August::N,srpen,август
538,September::N,září,сентябрь
539,Oktober::N,říjen,октябрь
540,November::N,listopad,ноябрь
541,Dezember::N,prosinec,декабрь
542,Montag::N,pondělí,понедельник
543,Montag::N,pondělek,понедельник
544,Dienstag::N,úterý,вторник
545,Mittwoch::N,středa,среда
546,Donnerstag::N,čtvrtek,четверг
547,Freitag::N,pátek,пятница
548,Samstag::N,sobota,суббота
549,Sonntag::N,neděle,воскресенье
550,groß::A,velký,большой
551,klein::A,malý,маленький
552,lang::A,dlouhý,длинный
553,kurz::A,krátký,короткий
554,breit::A,široký,широкий
555,schmal::A,úzký,узкий
556,dicht::A,hustý,густой
557,dick[Gegenstand]::A,tlustý,толстый
558,dünn::A,tenký,тонкий
559,fein::A,jemný,тонкий
560,fest::A,pevný,крепкий
561,flach::A,plochý,плоский
562,flach::A,placatý,плоский
563,glatt::A,hladký,гладкий
564,hart::A,tvrdý,твердый
565,weich::A,měkký,мягкий
566,rund::A,kulatý,круглый
567,rund::A,okrouhlý,круглый
568,spitz::A,špičatý,остроконечный
569,scharf::A,ostrý,острый
570,stumpf::A,tupý,тупой
571,schwer::A,těžký,тяжелый
572,schön::A,pěkný,красивый
573,schön::A,krásný,красивый
574,heiß::A,horký,жаркий
575,warm::A,teplý,теплый
576,kalt::A,studený,холодный
577,kühl::A,chladný,прохладный
578,frisch::A,svěží,свежий
579,feucht::A,vlhký,влажный
580,nass::A,mokrý,мокрый
581,trocken::A,suchý,сухой
582,voll::A,plný,полный
583,voll::A,plný,наполненный
584,leer::A,prázdný,пустой
585,offen::A,otevřený,открытый
586,geschlossen::A,zavřený,закрытый
587,sauber::A,čistý,чистый
588,schmutzig::A,špinavý,грязный
589,roh::A,syrový,сырой
590,reif::A,zralý,зрелый
591,lecker::A,chutný,вкусный
592,süß::A,sladký,сладкий
593,bitter::A,hořký,горький
594,sauer::A,kyselý,кислый
595,hell::A,světlý,светлый
596,dunkel::A,temný,темный
597,schwarz::A,černý,черный
598,weiß::A,bílý,белый
599,rot::A,rudý,красный
600,rot::A,červený,красный
601,gelb::A,žlutý,желтый
602,blau::A,modrý,синий
603,grün::A,zelený,зеленый
604,grau::A,šedý,серый
605,grau::A,šedivý,серый
606,bunt::A,pestrý,пестрый
607,billig::A,levný,дешевый
608,billig::A,laciný,дешевый
609,teuer::A,drahý,дорогой
610,wertvoll::A,cenný,ценный
611,blind::A,slepý,слепой
612,taub::A,hluchý,глухой
613,kräftig::A,silný,могучий
614,stark::A,silný,сильный
615,schwach::A,slabý,слабый
616,fett::A,tučný,жирный
617,fett::A,tlustý,жирный
618,schlank::A,štíhlý,стройный
619,hübsch::A,hezký,прелестный
620,böse::A,zlý,злой
621,dumm::A,hloupý,глупый
622,faul::A,líný,ленивый
623,fleißig::A,pilný,прилежный
624,geizig::A,lakomý,жадный
625,klug::A,chytrý,умный
626,geschickt::A,šikovný,искусный
627,lieb::A,milý,милый
628,lustig::A,veselý,веселый
629,sanft::A,mírný,нежный
630,hungrig::A,hladový,голодный
631,krank::A,nemocný,больной
632,nackt::A,nahý,голый
633,traurig::A,smutný,грустный
634,traurig::A,truchlivý,грустный
635,lebendig::A,živý,живой
636,gut::A,dobrý,хороший
637,schlecht::A,špatný,плохой
638,richtig::A,pravý,правильный
639,richtig::A,správný,правильный
640,schlimm::A,zlý,отвратительный
641,schlimm::A,zlý,мерзкий
642,wahr::A,pravdivý,настоящий
643,alt::A,starý,старый
644,neu::A,nový,новый
645,ehemalig::A,bývalý,бывший
646,alt[Lebewesen]::A,starý,пожилой
647,jung::A,mladý,молодой
648,arm::A,chudý,бедный
649,reich::A,bohatý,богатый
650,bekannt::A,známý,знакомый
651,berühmt::A,slavný,знаменитый
652,fremd::A,cizí,чужой
653,verschieden::A,různý,разный
654,verschieden::A,rozličný,разный
655,nah::A,blízký,близкий
656,fern::A,daleký,далекий
657,linker::A,levý,левый
658,rechter::A,pravý,правый
659,anderer::A,jiný,другой
660,erster::A,první,первый
661,zweiter::A,druhý,второй
662,dritter::A,třetí,третий
663,letzter::A,poslední,последний
664,allein::ADV,sám,один
665,auf einmal::ADV,najednou,сразу
666,zusammen::ADV,spolu,вместе
667,zusammen::ADV,dohromady,вместе
668,lange::ADV,dlouho,долго
669,plötzlich::ADV,vtom,вдруг
670,plötzlich::ADV,náhle,вдруг
671,sofort::ADV,hned,тотчас
672,sofort::ADV,ihned,тотчас
673,später::ADV,později,позже
674,jetzt::ADV,teď,сейчас
675,jetzt::ADV,nyní,сейчас
676,heute::ADV,dnes,сегодня
677,heute::ADV,dneska,сегодня
678,morgen::ADV,zítra,завтра
679,bald::ADV,brzo,скоро
680,dann::ADV,pak,потом
681,dann::ADV,potom,потом
682,gestern::ADV,včera,вчера
683,einst::ADV,kdysi,однажды
684,damals::ADV,tehdy,тогда
685,damals::ADV,tenkrát,тогда
686,danach::ADV,podle toho,затем
687,vorher::ADV,dříve,раньше
688,vorher::ADV,napřed,раньше
689,zuerst::ADV,nejprve,сперва
690,zuerst::ADV,nejdříve,сперва
691,einmal::ADV,jednou,раз
692,manchmal::ADV,někdy,иногда
693,oft::ADV,často,часто
694,immer::ADV,vždy,всегда
695,immer::ADV,stále,всегда
696,niemals::ADV,nikdy,никогда
697,hier::ADV,zde,здесь
698,hier::ADV,tady,здесь
699,hierhin::ADV,sem,сюда
700,von hier::ADV,odtud,отсюда
701,dort::ADV,tam,там
702,dorthin::ADV,tam,туда
703,geradeaus::ADV,rovně,прямо
704,vorwärts::ADV,kupředu,вперед
705,rückwärts::ADV,zpět,назад
706,zurück::ADV,zpět,обратно
707,zurück::ADV,nazpět,обратно
708,unten::ADV,dole,внизу
709,hinab::ADV,dolů,вниз
710,oben::ADV,nahoře,наверху
711,oben::ADV,navrchu,наверху
712,hinauf::ADV,nahoru,вверх
713,überall::ADV,všude,везде
714,nicht::ADV,ne,не
715,ein wenig::ADV,trochu,немного
716,kaum::ADV,sotva,едва
717,sehr::ADV,velmi,очень
718,sehr::ADV,velice,очень
719,so::ADV,tak,так
720,so::ADV,takto,так
721,noch::ADV,ještě,еще
722,nur::ADV,jen,только
723,nur::ADV,jenom,только
724,schon::ADV,už,уже
725,schon::ADV,již,уже
726,wieder::ADV,zase,опять
727,vergebens::ADV,marně,напрасно
728,vor::PRP,před,перед
729,hinter::PRP,za,за
730,hinter::PRP,za,позади
731,unter::PRP,pod,под
732,durch::PRP,skrz,сквозь
733,neben::PRP,vedle,возле
734,zwischen::PRP,mezi,между
735,wegen::PRP,pro,из-за
736,dies::PRN,toto,это
737,dies::PRN,tohle,это
738,das::PRN,to,то
739,alles::PRN,všechno,все
740,ich::PRN,já,я
741,du::PRN,ty,ты
742,er::PRN,on,он
743,wir::PRN,my,мы
744,ihr::PRN,vy,вы
745,sie::PRN,oni,они
746,was::FPRN,co,что
747,wer::FPRN,kdo,кто
748,wo::FADV,kde,где
749,wohin::FADV,kam,куда
750,wie::FADV,jak,как
751,warum::FADV,proč,почему
752,wieviel::FNUM,kolik,сколько
753,eins::NUM,jeden,один
754,zwei::NUM,dva,два
755,drei::NUM,tři,три
756,vier::NUM,čtyři,четыре
757,fünf::NUM,pět,пять
758,sechs::NUM,šest,шесть
759,sieben::NUM,sedm,семь
760,acht::NUM,osm,восемь
761,neun::NUM,devět,девять
762,zehn::NUM,deset,десять
763,elf::NUM,jedenáct,одиннадцать
764,zwölf::NUM,dvanáct,двенадцать
765,zwanzig::NUM,dvacet,двадцать
766,dreißig::NUM,třicet,тридцать
767,vierzig::NUM,čtyřicet,сорок
768,fünfzig::NUM,padesát,пятьдесят
769,sechzig::NUM,šedesát,шестьдесят
770,siebzig::NUM,sedmdesát,семьдесят
771,achtzig::NUM,osmdesát,восемьдесят
772,neunzig::NUM,devadesát,девяносто
773,hundert::NUM,sto,сто
774,tausend::NUM,tisíc,тысяча
775,und::CNJ,a,и
776,oder::CNJ,nebo,или
777,oder::CNJ,nebo,либо
778,stehen::V,stát,стоять
779,sitzen::V,sedět,сидеть
780,liegen::V,ležet,лежать
781,hängen::V,viset,висеть
782,werden::V,stát se,стать
783,passieren::V,stát se,случиться
784,beginnen::V,počít,начаться
785,enden::V,končit,кончиться
786,enden::V,skončit,кончиться
787,wechseln::V,měnit se,меняться
788,aufgehen[Sonne]::V,vyjít,взойти
789,untergehen[Sonne]::V,zapadnout,зайти
790,scheinen[Sonne]::V,svítit,светить
791,donnern::V,hřmět,греметь
792,wehen::V,vát,дуть
793,wehen::V,vanout,дуть
794,strömen::V,proudit,литься
795,fließen::V,téct,течь
796,sich drehen::V,točit se,вращаться
797,schwanken::V,kolísat,колебаться
798,schwanken::V,houpat se,колебаться
799,schwingen::V,kývat se,качаться
800,fallen::V,padat,падать
801,brennen::V,hořet,гореть
802,rauchen::V,kouřit,дымить
803,regnen::V,pršet,дождить
804,gefrieren::V,zamrznout,замерзнуть
805,tauen::V,tát,таять
806,schmelzen::V,tavit,плавиться
807,trocknen::V,schnout,сохнуть
808,sieden::V,vřít,кипеть
809,faulen::V,hnít,гнить
810,verfaulen::V,shnít,сгнить
811,reißen::V,roztrhat se,рваться
812,versinken::V,topit se,тонуть
813,versinken::V,ponořit se,тонуть
814,vergehen::V,plynout,проходить
815,erscheinen::V,objevit se,появиться
816,verschwinden::V,zmizet,исчезнуть
817,sinken::V,klesat,спадать
818,abnehmen::V,ubýt,уменьшиться
819,zunehmen::V,přibýt,увеличиваться
820,steigen::V,stoupat,подниматься
821,wachsen::V,růst,расти
822,glänzen::V,lesknout se,блестеть
823,funkeln::V,jiskřit se,сверкать
824,lärmen::V,dělat hluk,шуметь
825,läuten::V,zvonit,звонить
826,klingeln::V,zvonit,звонить
827,klirren::V,řinčet,звякать
828,brausen::V,hučet,бушевать
829,rauschen::V,šumět,шелестеть
830,klingen::V,znít,звучать
831,bellen::V,štěkat,лаять
832,heulen::V,výt,выть
833,blasen::V,foukat,дунуть
834,pfeifen::V,pískat,свистеть
835,schreien::V,křičet,кричать
836,stöhnen::V,sténat,стонать
837,zittern::V,třást se,дрожать
838,leben::V,žít,жить
839,geboren werden::V,rodit se,родиться
840,atmen::V,dýchat,дышать
841,trinken::V,pít,пить
842,essen::V,jíst,есть
843,essen::V,jíst,кушать
844,schlucken::V,polykat,глотать
845,müde werden::V,unavit se,устать
846,einschlafen::V,usnout,заснуть
