,Concept_ID,lez,ca
809,achtzig::NUM,кьудкъад,vuitanta
810,neunzig::NUM,кьудкъанни цӏуд,noranta
811,hundert::NUM,виш,cent
812,tausend::NUM,агъзур,mil
813,und::CNJ,ва,i
814,oder::CNJ,я,o
815,stehen::V,акъвазун,estar de peu
816,sitzen::V,ацукьун,seure
817,liegen::V,къаткун,jeure
818,hängen::V,куьрс хьун,penjar
819,werden::V,хьун,fer-se
820,werden::V,хьун,posar-se
821,passieren::V,хьун,succeir
822,beginnen::V,башламиш хьун,iniciar-se
823,enden::V,куьтягь хьун,acabar-se
824,enden::V,куьтягь хьун,terminar-se
825,wechseln::V,дегиш хьун,canviar
826,aufgehen[Sonne]::V,экъечӏун,sortir
827,untergehen[Sonne]::V,акӏун,posar-se
828,scheinen[Sonne]::V,ишигь гун,brillar
829,donnern::V,къукърумар авун,tronar
830,strömen::V,авахьун,afluir
831,fließen::V,авахьун,fluir
832,sich drehen::V,элкъуьн,girar
833,schwanken::V,юзун,vacil·lar
834,schwingen::V,галтад хьун,oscil·lar
835,fallen::V,аватун,caure
836,fallen::V,аватун,tombar
837,brennen::V,кун,cremar
838,brennen::V,ккун,cremar
839,regnen::V,къун,ploure
840,gefrieren::V,муркӏади кьун,gelar-se
841,tauen::V,цӏурун,fondre's
842,schmelzen::V,цӏурун,fondre's
843,trocknen::V,кьурун,assecar-se
844,sieden::V,ругун,bullir
845,faulen::V,кутӏун,podrir-se
846,verfaulen::V,чуьруьтмиш хьун,podrir-se
847,verfaulen::V,кутӏун,podrir-se
848,reißen::V,атӏун,trencar-se
849,reißen::V,къазунун,trencar-se
850,versinken::V,батмиш хьун,enfonsar-se
851,vergehen::V,алатун,passar
852,erscheinen::V,майдандиз акъатун,aparèixer
853,verschwinden::V,квахьун,desaparèixer
854,sinken::V,элекьун,baixar
855,sinken::V,элекьун,descendir
856,abnehmen::V,тӏимил хьун,decréixer
857,abnehmen::V,гъвечӏи хьун,decréixer
858,zunehmen::V,артух хьун,augmentar
859,steigen::V,хкаж хьун,pujar
860,wachsen::V,экъечӏун,créixer
861,glänzen::V,цӏарцӏар гун,brillar
862,glänzen::V,цӏарцӏар гун,resplendir
863,funkeln::V,нур гун,espurnejar
864,lärmen::V,ван авун,fer soroll
865,läuten::V,зенг ягъун,sonar
866,klingeln::V,зенг ягъун,trucar
867,klirren::V,зигринг авун,dringar
868,brausen::V,къати хьун,rugir
869,rauschen::V,вишриш авун,murmurar
870,klingen::V,ван авун,sonar
871,bellen::V,элуькьун,lladrar
872,heulen::V,къув ягъун,udolar
873,blasen::V,уф гун,bufar
874,pfeifen::V,уьфт ягъун,xiular
875,schreien::V,гьараюн,cridar
876,stöhnen::V,суза авун,gemegar
877,zittern::V,зурзун,tremolar
878,leben::V,яшамиш хьун,vīure
879,geboren werden::V,хьун,néixer
880,atmen::V,нефес чӏугун,respirar
881,trinken::V,хъун,beure
882,essen::V,тӏуьн,menjar
883,schlucken::V,туькьуьнун,empassar-se
884,müde werden::V,галатун,cansar-se
885,müde werden::V,юргъун хьун,cansar-se
886,einschlafen::V,ксун,adormir-se
887,schlafen::V,ксун,dormir
888,aufwachen::V,ахварай аватун,despertar-se
889,aufstehen::V,къарагъун,llevar-se
890,sich erholen::V,ял ягъун,descansar
891,krank werden::V,кефсуз хьун,posar-se malalt
892,krank sein::V,тӏа хьун,estar malalt
893,schmerzen::V,тӏа хьун,doldre
894,husten::V,уьгьуь ягъун,tossir
895,genesen::V,сагъ хъхьун,recuperar-se
896,sterben::V,кьин,morir
897,umkommen::V,терг хьун,perir
898,sich bewegen::V,юзун,moure's
899,sich rühren::V,юзун,moure's
900,sich erheben::V,къарагъун,aixecar-se
901,sich setzen::V,ацукьун,asseure's
902,hinfallen::V,алукьун,caure's
903,laufen::V,къекъуьн,caminar
904,schreiten::V,ккамар къачун,procedir
905,spazierengehen::V,сейр авун,passejar
906,eilen::V,тади авун,anar corrent
907,sich beeilen::V,гьерекатун,afanyar-se
908,sausen::V,чкурун,córrer
909,rennen::V,катун,córrer
910,rennen::V,зверун,córrer
911,springen::V,хкадарун,saltar
912,klettern::V,акьахун,escalar
913,kriechen::V,капаралди фин,reptar
914,kriechen::V,капаралди фин,arrossegar-se
915,schwimmen::V,сирнав авун,nadar
916,tauchen::V,кьилихъди циз вегьин,bussejar
917,tauchen::V,кьилихъди циз вегьин,submergir-se
918,rudern::V,кьусуйралди лодка гьалун,remar
919,rudern::V,цуьруьгъуьлдалди кӏватӏун,remar
920,fahren::V,фин,anar
921,fliegen::V,лув гун,volar
922,fliegen::V,цавай фин,volar
923,gehen::V,фин,caminar
924,weggehen::V,хъфин,anar-se'n
925,abfahren::V,фин,partir
926,abfahren::V,рекье гьатун,partir
927,anhalten::V,акъвазун,aturar-se
928,hineingehen::V,гьахьун,entrar
929,eintreten::V,гьахьун,entrar
930,kommen::V,атун,venir
931,ankommen::V,атун,arribar
932,zurückkommen::V,хтун,tornar
933,bleiben::V,амукьун,quedar-se
934,warten::V,гуьзлемишун,esperar
935,erwarten::V,вил алаз акъвазун,esperar
936,suchen::V,къекъуьн,buscar
937,finden::V,жугъун,trobar
938,versuchen::V,алахъун,intentar
939,vorbereiten::V,гьазурун,preparar
940,lieben::V,кӏан хьун,estimar
941,mögen::V,рикӏ ацукьун,agradar a
942,lachen::V,хъуьруьн,riure
943,weinen::V,шехьун,plorar
944,schimpfen::V,сеперар гун,renyar
945,schimpfen::V,экъуьгъунар авун,renyar
946,sich ärgern::V,хъел акатун,enfadar-se
947,sich fürchten::V,кичӏе хьун,tenir por
948,fürchten::V,къурхутмиш хьун,témer
949,fliehen::V,катун,fugir
950,flüchten::V,катун,refugiar-se
951,sehen::V,акун,veure
952,anschauen::V,вил вегьин,mirar
953,ansehen::V,килигун,mirar
954,hören::V,ван хьун,oir
955,zuhören::V,яб гун,escoltar
956,probieren::V,дад акун,provar
957,riechen::V,ни чӏугун,olorar
958,fühlen::V,гьисс авун,sentīr
959,frieren::V,кьун,tenir fred
960,frieren::V,мекьи хьун,tenir fred
961,tun::V,авун,fer
962,können::V,хьун,poder
963,können::V,акъакьун,poder
964,wollen::V,кӏан хьун,voler
965,anfangen::V,башламишун,iniciar
966,beenden::V,куьтягьун,acabar
967,aufhören::V,акъвазун,deixar
968,gelingen::V,арадал атун,sortir bé
969,geraten::V,акъатун,sortir
970,öffnen::V,ахъаюн,obrir
971,schließen::V,акьалун,tancar
972,stellen::V,эцигун,posar
973,stellen::V,эцигун,col·locar
974,setzen::V,ацукьарун,assentar
975,legen::V,эцигун,posar
976,berühren::V,хкӏурун,tocar
977,verbinden::V,гилигун,unir
978,verbinden::V,гилигун,connectar
979,bedecken::V,кӏевун,tapar
980,bedecken::V,кӏевун,cobrir
981,aufhängen::V,куьрсарун,penjar
982,anzünden::V,куькӏуьрун,encendre
983,aufheben::V,хкажун,aixecar
984,zurücklassen::V,тун,deixar
985,verlieren::V,квадарун,pērdre
986,fallen lassen::V,авадрун,deixar caure
987,machen::V,авун,fer
988,machen::V,кар авун,fer
989,herstellen::V,расун,producir
990,bauen::V,туькӏуьрун,construir
991,reparieren::V,расун,reparar
992,verbessern::V,хъсанрун,millorar
993,ändern::V,табдил авун,canviar
994,graben::V,эгъуьнун,cavar
995,beugen::V,акӏажарун,doblegar
996,beugen::V,кангур авун,doblegar
997,biegen::V,патахъарун,corbar
998,biegen::V,патахъарун,arquejar
999,drehen::V,алчударун,girar
1000,umdrehen::V,элкъуьрун,voltar
1001,heben::V,хкажун,pujar
1002,heben::V,хкажун,aixecar
1003,hochheben::V,хкажун,aixecar
1004,ergreifen::V,агалчна кьун,agafar
1005,halten::V,кьун,mantenir
1006,drücken::V,чуькьуьн,prémer
1007,drücken::V,чуькьуьн,estrènyer
1008,schieben::V,хуртӏ гун,empènyer
1009,kratzen::V,къадгъунун,raspar
1010,lecken::V,мез гун,llepar
1011,beißen::V,кӏасун,mossegar
1012,abreißen::V,галудун,arrencar
1013,abschneiden::V,атӏун,tallar
1014,stecken::V,сухун,ficar
1015,brechen::V,хун,trencar
1016,brechen::V,кукӏварун,trencar
1017,klopfen::V,тахъ-тахъ авун,trucar
1018,hauen::V,ягъун,picar
1019,hauen::V,ягъун,colpejar
1020,kleben::V,алкӏурун,enganxar
1021,kleben::V,кукӏурун,enganxar
1022,reiben::V,тӏушунун,fregar
1023,streichen::V,алтадун,untar
1024,schleifen::V,кӏвенкӏв авун,afilar
1025,schleifen::V,кӏвенкӏв авун,esmolar
1026,schneiden::V,атӏун,tallar
1027,rütteln::V,къарсурун,sacsejar
1028,schütteln::V,къарсурун,agitar
1029,schütteln::V,къарсурун,sacsejar
1030,schwenken::V,элягъун,agitar
1031,schwenken::V,галтадун,agitar
1032,schütten::V,цун,abocar
1033,füllen::V,ацӏурун,omplir
1034,einwickeln::V,кутун,embolicar
1035,einwickeln::V,элкъуьрун,embolicar
1036,tragen::V,тухун,dur
1037,tragen::V,тухун,portar
1038,schleppen::V,галчӏурун,arrossegar
1039,ziehen::V,ялун,tirar
1040,ziehen::V,ялун,estirar
1041,ziehen::V,чӏугун,tirar
1042,ziehen::V,чӏугун,estirar
1043,aufbewahren::V,хуьн,conservar
1044,werfen::V,гадрун,llançar
1045,fangen::V,кьун,agafar
1046,fangen::V,кьун,atrapar
1047,packen::V,кьун,engrapar
1048,verstecken::V,кӏевун,amagar
1049,teilen::V,паюн,dividir
1050,schicken::V,ракъурун,enviar
1051,bringen::V,гъун,portar
1052,hinzufügen::V,алава авун,afegir
1053,bekommen::V,къачун,obtenir
1054,bekommen::V,жугъурун,obtenir
1055,erhalten::V,къачун,rebre
1056,nehmen::V,къачун,prendre
1057,wählen::V,хкягъун,triar
1058,wählen::V,хкягъун,elegir
1059,auswählen::V,хкягъун,escollir
1060,auswählen::V,хкягъун,seleccionar
1061,bewahren::V,хуьн,conservar
1062,behindern::V,манийвал авун,impedir
1063,behindern::V,манийвал авун,obstaculitzar
1064,verderben::V,чӏурун,espatllar
1065,beschädigen::V,нукьсанвал гун,danyar
1066,beschädigen::V,нукьсанвал гун,destrossar
1067,zerbrechen::V,хун,trencar
1068,zerreißen::V,къазунун,estripar
1069,zerstören::V,чӏурун,destruir
1070,zerstören::V,барбатӏун,destruir
1071,verbrennen::V,ккун,cremar
1072,geben::V,гун,donar
1073,reichen::V,вугун,passar
1074,reichen::V,гун,passar
1075,schenken::V,пишкеш авун,regalar
1076,versprechen::V,гаф гун,prometre
1077,wünschen::V,дуьа авун,desitjar
1078,loben::V,тариф авун,elogiar
1079,küssen::V,темен гун,fer un petó a
1080,wiegen::V,эчӏягъун,bressolar
1081,zudecken::V,гьалдун,tapar
1082,zudecken::V,гьалдун,cobrir
1083,wecken::V,ахварай авудун,despertar
1084,zeigen::V,къалурун,mostrar
1085,zeigen::V,къалурун,ensenyar
1086,führen::V,тухун,guiar
1087,führen::V,тухун,conduir
1088,lehren::V,кӏелиз тун,ensenyar
1089,unterrichten::V,тарс гун,ensenyar
1090,aufziehen::V,тербия гун,criar
1091,aufziehen::V,тербияламишун,criar
1092,leiten::V,идара авун,dirigir
1093,antreiben::V,тади кутун,impel·lir
1094,einladen::V,теклиф авун,invitar
1095,einladen::V,теклиф авун,convidar
1096,vereinigen::V,сад авун,unir
1097,besuchen::V,кьилив атун,visitar
1098,besuchen::V,кьилив атун,anar a veure
1099,treffen::V,гьалтун,trobar
1100,sich versammeln::V,алтӏушун,reunir-se
1101,spielen::V,къугъун,jugar
1102,singen::V,лугьун,cantār
1103,singen::V,мани лугьун,cantār
1104,tanzen::V,кьуьл авун,ballar
1105,sich trennen::V,къакъатун,separar-se
1106,verlassen::V,гъил къачун,deixar
1107,verlassen::V,гъил къачун,abandonar
1108,retten::V,къутармишун,salvar
1109,bewachen::V,хуьн,vigilar
1110,schützen::V,хуьн,protegir
1111,verteidigen::V,хуьн,defensar
1112,sich schlagen::V,кукӏун,barallar-se
1113,schießen::V,акъатун,tirar
1114,schießen::V,акъатун,disparar
1115,siegen::V,гъалиб хьун,vèncer
1116,ärgern::V,хъел гъун,enfadar
1117,ärgern::V,хъел кутун,enfadar
1118,schlagen::V,ягъун,pegar
1119,schlagen::V,ягъун,colpejar
1120,schlagen::V,галукьарун,pegar
1121,schlagen::V,галукьарун,colpejar
1122,treten::V,кьуьл къекъягъун,donar un cop de peu a
1123,treten::V,кьуьл эцягъун,donar un cop de peu a
1124,stechen::V,акьадарун,punxar
1125,stechen::V,акьадарун,apunyalar
1126,stoßen::V,эцягъун,empènyer
1127,stehlen::V,чуьнуьхун,robar
1128,stören::V,хкуьрун,molestar
1129,belästigen::V,хкуьрун,importunar
1130,belästigen::V,азият гун,importunar
1131,verbergen::V,далдаламишун,amagar
1132,verbergen::V,далдаламишун,ocultar
1133,täuschen::V,алцурарун,enganyar
1134,täuschen::V,алцуррун,enganyar
1135,betrügen::V,алцурарун,estafar
1136,betrügen::V,гьарамзадавал авун,estafar
1137,töten::V,яна кьин,matar
1138,wohnen::V,дуланмиш хьун,vīure
1139,wohnen::V,дуланмиш хьун,habitar
1140,arbeiten::V,кӏвалахун,treballar
1141,arbeiten::V,кӏвалах авун,treballar
1142,sammeln::V,кӏватӏун,col·leccionar
1143,pflücken::V,атӏун,collir
1144,jagen::V,гъуьрч авун,caçar
1145,fischen::V,гъетер кьун,pescar
1146,fassen::V,кьун,atrapar
1147,hüten::V,чӏура хуьн,pasturar
1148,treiben::V,гьалун,arriar
1149,anbinden::V,акалун,lligar
1150,füttern::V,ем гун,donar menjar a
1151,melken::V,ацун,munyir
1152,hacken::V,куьткуьнун,picar
1153,hacken::V,куьткуьнун,tallar
1154,gießen::V,яд гун,regar
1155,reifen::V,чурун,madurar
1156,reifen::V,агакьун,madurar
1157,zubereiten::V,гьазурун,preparar
1158,kochen::V,ругун,coure
1159,backen::V,чурун,coure al forn
1160,braten::V,чурун,rostir
1161,umrühren::V,какадарун,remenar
1162,stricken::V,хурун,tricotar
1163,stricken::V,хурун,fer punt de mitja
1164,nähen::V,цун,cosir
1165,färben::V,шир ягъун,tenyir
1166,reinigen::V,михьун,netejar
1167,waschen::V,чуьхуьн,rentār
1168,abwischen::V,гуьцӏун,eixugar
1169,spülen::V,экъуьрун,esbandir
1170,fegen::V,шуткун,escombrar
1171,kehren::V,кул алтадун,escombrar
1172,baden::V,эхъуьн,banyar-se
1173,sich waschen::V,жендек чуьхуьн,rentār-se
1174,ausziehen::V,хутӏунун,treure's
1175,ausziehen::V,галудун,treure's
1176,anziehen::V,алукӏун,posar-se
1177,sich anziehen::V,алукӏун,vestir-se
1178,sich anziehen::V,парталар алукӏун,vestir-se
1179,kämmen::V,эвягъун,pentinar
1180,schmücken::V,безетмишун,adornar
1181,schmücken::V,гуьрчегарун,adornar
1182,sagen::V,лугьун,dir
1183,sprechen::V,рахун,parlar
1184,reden::V,рахун,parlar
1185,sich unterhalten::V,ихтилат авун,conversar
1186,fragen::V,жузун,preguntar
1187,bitten::V,тӏалабун,demanar
1188,erzählen::V,ахъаюн,contar
1189,erzählen::V,ахъаюн,explicar
1190,mitteilen::V,хабар гун,comunicar
1191,nennen::V,тӏвар гун,nomenar
1192,rufen::V,эверун,cridar
1193,prahlen::V,яцӏу гафар авун,lloar-se
1194,prahlen::V,яцӏу гафар авун,jactar-se
1195,übersetzen::V,таржума авун,traduir
1196,übersetzen::V,гафладун,traduir
1197,denken::V,фикир авун,pensar
1198,glauben::V,агъун,creure
1199,bemerken::V,фикир гун,notar
1200,begreifen::V,гъавурда акьун,comprendre
1201,lernen::V,кӏелун,aprendre
1202,wissen::V,чир хьун,saber
1203,wissen::V,чирхьун,saber
1204,sich erinnern an::V,рикӏел хуьн,recordar
1205,vergessen::V,рикӏелай фин,oblidar
1206,vergessen::V,рикӏелай алатун,oblidar
1207,messen::V,алцумун,mesurar
1208,zählen::V,гьисабун,comptar
1209,rechnen::V,гьисабун,calcular
1210,lesen::V,кӏелун,llegir
1211,malen::V,кхьин,pintar
1212,malen::V,шикилар чӏугун,pintar
1213,zeichnen::V,чӏугун,dibuixar
1214,schreiben::V,кхьин,escrīure
1215,besitzen::V,иеси хьун,posseir
1216,kaufen::V,къачун,comprar
1217,kaufen::V,маса къачун,comprar
1218,verkaufen::V,гун,vendre
1219,verkaufen::V,маса гун,vendre
1220,bezahlen::V,къимет гун,pagar
1221,bezahlen::V,эвезда авун,pagar
1222,bezahlen::V,гьакъи агакьрун,pagar
1223,zahlen::V,къимет гун,pagar per
1224,zahlen::V,эвезда авун,pagar per
1225,zahlen::V,гьакъи агакьрун,pagar per
1226,beherrschen::V,иеси хьун,dominar
1227,ertragen::V,таб гун,aguantar
1228,Oberschenkel::N,,cuixa
1229,Strömung::N,,corrent
1230,Moor::N,,pantà
1231,Gedächtnis::N,,memòria
1232,Ski::N,,esquí
1233,Platte::N,,placa
1234,Leine::N,,corretja
1235,Geschäft::N,,negoci
1236,dick[Gegenstand]::A,,gruixūt
1237,auf einmal::ADV,,d'una vegada
1238,zurück::ADV,,darrere
1239,wieder::ADV,,de nou
1240,wehen::V,,bufar
1241,rauchen::V,,fumejar
1242,schaukeln::V,,gronxar-se
1243,schaukeln::V,,balancejar-se
1244,rühren::V,,commoure
1245,rühren::V,,emocionar
1246,scheinen::V,,semblar
1247,zu sehen sein::V,,poder-se veure
1248,vernehmen::V,,percebre
1249,wenden::V,,girar
1250,binden::V,,lligar
1251,lassen::V,,fer
1252,erkennen::V,,reconèixer
1253,verstehen::V,,entendre
