,Concept_ID,tr,fr
259,Eltern::N,ebeveyn,parents
260,Eltern::N,ana baba,parents
261,Vater::N,ata,père
262,Vater::N,baba,père
263,Mutter::N,ana,mère
264,Mutter::N,anne,mère
265,Sohn::N,oğul,fils
266,Tochter::N,kız,fille
267,Tochter::N,kız evlât,fille
268,Bruder::N,abi,frère
269,Bruder::N,erkek kardeş,frère
270,Schwester::N,abla,sœur
271,Schwester::N,kız kardeş,sœur
272,Onkel::N,dayı,oncle
273,Tante::N,hala,tante
274,Tante::N,teyze,tante
275,Ehemann::N,koca,mari
276,Ehemann::N,koca,époux
277,Ehefrau::N,karı,femme
278,Ehefrau::N,karı,épouse
279,Freude::N,neşe,joie
280,Freude::N,neşe,plaisir
281,Freude::N,sevinç,joie
282,Freude::N,sevinç,plaisir
283,Gelächter::N,gülme,rires
284,Gelächter::N,kahkaha,rires
285,Glück::N,mutluluk,bonheur
286,Kummer::N,dert,peine
287,Kummer::N,dert,chagrin
288,Kummer::N,keder,peine
289,Kummer::N,keder,chagrin
290,Wunsch::N,arzu,désir
291,Wunsch::N,istek,désir
292,Lust::N,arzu,envie
293,Lust::N,heves,envie
294,Geist::N,tin,esprit
295,Gedanke::N,fikir,idée
296,Gedanke::N,fikir,pensée
297,Gedanke::N,düşünce,idée
298,Gedanke::N,düşünce,pensée
299,Gedächtnis::N,bellek,mémoire
300,Verstand::N,zekâ,raison
301,Sinn::N,anlam,sens
302,Grund::N,sebep,cause
303,Grund::N,sebep,raison
304,Wahrheit::N,doğruluk,vérité
305,Wahrheit::N,gerçeklik,vérité
306,Gespräch::N,görüşme,conversation
307,Märchen::N,masal,conte
308,Märchen::N,masal,conte de fées
309,Erzählung::N,öykü,conte
310,Erzählung::N,öykü,narration
311,Erzählung::N,hikâye,conte
312,Erzählung::N,hikâye,narration
313,Nachricht::N,haber,message
314,Neuigkeit::N,haber,nouvelle
315,Name::N,ad,nom
316,Name::N,isim,nom
317,Rätsel::N,bilmece,énigme
318,Rätsel::N,bilmece,devinette
319,Rede::N,söylev,parole
320,Rede::N,söylev,discours
321,Rede::N,konuşma,parole
322,Rede::N,konuşma,discours
323,Sprache::N,dil,langue
324,Sprache::N,dil,langage
325,Sprache::N,lisan,langue
326,Sprache::N,lisan,langage
327,Stimme::N,ses,voix
328,Wort::N,kelime,mot
329,Zeichen::N,işaret,signe
330,Ruf::N,çağırma,cri
331,Ruf::N,çağırma,appel
332,Lärm::N,şamata,bruit
333,Lärm::N,gürültü,bruit
334,Laut::N,ses,son
335,Ton::N,ses,ton
336,Lied::N,türkü,chant
337,Lied::N,türkü,chanson
338,Ruhe::N,sakinlik,calme
339,Ruhe::N,sakinlik,tranquillité
340,Leute::N,halk,gens
341,Leute::N,insanlar,gens
342,Volk::N,ulus,peuple
343,Volk::N,millet,peuple
344,Arbeit::N,iş,travail
345,Arbeit::N,çalışma,travail
346,Gast::N,konuk,hôte
347,Gast::N,konuk,invité
348,Gast::N,misafir,hôte
349,Gast::N,misafir,invité
350,Geschenk::N,hediye,cadeau
351,Geschenk::N,hediye,présent
352,Geschenk::N,armağan,cadeau
353,Geschenk::N,armağan,présent
354,Spiel::N,oyun,jeu
355,Gesellschaft::N,çevre,compagnie
356,Gesellschaft::N,arkadaşlık,compagnie
357,Hilfe::N,yardım,aide
358,Hilfe::N,yardım,secours
359,Freund::N,dost,ami
360,Freund::N,arkadaş,ami
361,Kamerad::N,arkadaş,copain
362,Kamerad::N,arkadaş,camarade
363,Angelegenheit::N,iş,affaire
364,Angelegenheit::N,husus,affaire
365,Anzahl::N,sayı,nombre
366,Art::N,çeşit,sorte
367,Art::N,çeşit,espèce
368,Stück::N,tane,morceau
369,Stück::N,parça,morceau
370,Teil::N,kısım,part
371,Teil::N,kısım,partie
372,Hälfte::N,yarı,moitié
373,Kreis::N,daire,cercle
374,Kreuz::N,haç,croix
375,Linie::N,hat,ligne
376,Linie::N,çizgi,ligne
377,Strich::N,çizgi,trait
378,Abstand::N,aralık,écart
379,Entfernung::N,mesafe,distance
380,Entfernung::N,uzaklık,distance
381,Gegend::N,yöre,région
382,Gegend::N,yöre,contrée
383,Platz::N,yer,place
384,Ort::N,yer,lieu
385,Ort::N,yer,endroit
386,Seite::N,yan,côté
387,Seite::N,taraf,côté
388,Mitte::N,orta,milieu
389,Mitte::N,merkez,milieu
390,Gegenstand::N,şey,objet
391,Sache::N,iş,chose
392,Sache::N,şey,chose
393,Rand::N,kenar,bord
394,Kante::N,kenar,arête
395,Ecke::N,köşe,coin
396,Ecke::N,köşe,tournant
397,Spitze::N,uç,cime
398,Spitze::N,uç,pointe
399,Spitze::N,baş,cime
400,Spitze::N,baş,pointe
401,Ende::N,uç,bout
402,Loch::N,oyuk,trou
403,Loch::N,delik,trou
404,Winkel::N,köşe,coin
405,Winkel::N,köşe,réduit
406,Muster::N,örnek,dessin
407,Größe::N,büyüklük,grandeur
408,Länge::N,uzunluk,longueur
409,Höhe::N,yükseklik,hauteur
410,Höhe::N,yükseklik,altitude
411,Gewicht::N,ağırlık,poids
412,Menge::N,miktar,quantité
413,Haufen::N,küme,tas
414,Haufen::N,yığın,tas
415,Reihe::N,sıra,file
416,Reihe::N,sıra,rangée
417,Boot::N,kayık,canot
418,Boot::N,kayık,bateau
419,Boot::N,sandal,canot
420,Boot::N,sandal,bateau
421,Ruder::N,kürek,rame
422,Ruder::N,kürek,aviron
423,Schlitten::N,kızak,traîneau
424,Ski::N,kayak,ski
425,Lagerfeuer::N,kamp ateşi,feu de camp
426,Last::N,yük,charge
427,Last::N,yük,fardeau
428,Gang::N,gidiş,tour
429,Gang::N,gidiş,marche
430,Gang::N,yürüyüş,tour
431,Gang::N,yürüyüş,marche
432,Schritt::N,adım,pas
433,Norden::N,kuzey,nord
434,Süden::N,güney,sud
435,Westen::N,batı,ouest
436,Westen::N,batı,occident
437,Osten::N,doğu,est
438,Osten::N,doğu,orient
439,Holz::N,ağaç,bois
440,Holz::N,tahta,bois
441,Brett::N,tahta,planche
442,Platte::N,levha,plaque
443,Stütze::N,dayak,appui
444,Stütze::N,dayak,soutien
445,Stütze::N,destek,appui
446,Stütze::N,destek,soutien
447,Stange::N,çubuk,barre
448,Stange::N,çubuk,perche
449,Stock::N,sopa,canne
450,Stock::N,değnek,canne
451,Stab::N,sırık,bâton
452,Stab::N,baston,bâton
453,Rohr::N,boru,tube
454,Rohr::N,boru,tuyau
455,Haus::N,ev,maison
456,Heim::N,ev,maison
457,Heim::N,yurt,maison
458,Ofen::N,soba,poêle
459,Fußboden::N,taban,plancher
460,Fußboden::N,döşeme,plancher
461,Tisch::N,masa,table
462,Stuhl::N,iskemle,chaise
463,Stuhl::N,sandalye,chaise
464,Wiege::N,beşik,berceau
465,Bett::N,yatak,lit
466,Regal::N,raf,étagère
467,Kiste::N,sandık,caisse
468,Fenster::N,pencere,fenêtre
469,Tür::N,kapı,porte
470,Tor::N,kapı,porte
471,Tor::N,kapı,portail
472,Zaun::N,çit,clôture
473,Dach::N,dam,toit
474,Dach::N,çatı,toit
475,Leiter::N,merdiven,échelle
476,Besen::N,süpürge,balai
477,Spaten::N,bel,bêche
478,Schaufel::N,kürek,pelle
479,Gabel::N,çatal,fourchette
480,Löffel::N,kaşık,cuiller
481,Messer::N,bıçak,couteau
482,Nagel::N,çivi,clou
483,Netz::N,ağ,filet
484,Haken::N,çengel,croc
485,Haken::N,çengel,crochet
486,Griff::N,kulp,prise
487,Griff::N,kulp,manche
488,Griff::N,tutamak,prise
489,Griff::N,tutamak,manche
490,Schloss::N,kilit,serrure
491,Bild::N,imaj,image
492,Bild::N,imaj,tableau
493,Bild::N,resim,image
494,Bild::N,resim,tableau
495,Figur::N,şekil,figure
496,Figur::N,heykel,figure
497,Puppe::N,kukla,poupée
498,Beutel::N,kese,sac
499,Beutel::N,kese,petit sac
500,Beutel::N,torba,sac
501,Beutel::N,torba,petit sac
502,Bündel::N,deste,paquet
503,Bündel::N,deste,faisceau
504,Tasche::N,çanta,sac
505,Eimer::N,kova,seau
506,Deckel::N,kapak,couvercle
507,Geschirr::N,kap kacak,vaisselle
508,Sack::N,torba,sac
509,Tasse::N,fincan,tasse
510,Topf::N,tencere,pot
511,Topf::N,tencere,marmite
512,Kessel::N,kazan,chaudron
513,Essen::N,yemek,repas
514,Essen::N,yemek,manger
515,Nahrung::N,gıda,nourriture
516,Nahrung::N,besin,nourriture
517,Speise::N,yemek,plat
518,Fleisch::N,et,viande
519,Getreide::N,tahıl,blé
520,Getreide::N,tahıl,céréales
521,Getreide::N,hububat,blé
522,Getreide::N,hububat,céréales
523,Brei::N,ezme,purée
524,Brei::N,ezme,bouillie
525,Brot::N,ekmek,pain
526,Scheibe::N,dilim,tranche
527,Fett::N,yağ,graisse
528,Butter::N,tereyağı,beurre
529,Öl::N,yağ,huile
530,Öl::N,akar yağ,huile
531,Salz::N,tuz,sel
532,Suppe::N,çorba,soupe
533,Suppe::N,çorba,potage
534,Honig::N,bal,miel
535,Milch::N,süt,lait
536,Tee::N,çay,thé
537,Leder::N,deri,cuir
538,Leder::N,meşin,cuir
539,Wolle::N,yün,laine
540,Stoff::N,kumaş,tissu
541,Stoff::N,kumaş,étoffe
542,Nadel::N,iğne,aiguille
543,Faden::N,tire,fil
544,Faden::N,iplik,fil
545,Knopf::N,düğme,bouton
546,Knoten::N,düğüm,nœud
547,Farbe::N,boya,peinture
548,Kleidung::N,giyim,vêtements
549,Kleidung::N,giyim,habillement
550,Hemd::N,gömlek,chemise
551,Kragen::N,yaka,col
552,Ärmel::N,yen,manche
553,Ärmel::N,elbise kolu,manche
554,Hose::N,pantolon,pantalon
555,Gürtel::N,kuşak,ceinture
556,Mütze::N,bere,bonnet
557,Mütze::N,bere,casquette
558,Mütze::N,kasket,bonnet
559,Mütze::N,kasket,casquette
560,Schuh::N,kundura,soulier
561,Schuh::N,kundura,chaussure
562,Schuh::N,ayakkabı,soulier
563,Schuh::N,ayakkabı,chaussure
564,Stiefel::N,çizme,botte
565,Ring::N,yüzük,bague
566,Band::N,bağ,ruban
567,Band::N,şerit,ruban
568,Kamm::N,tarak,peigne
569,Spiegel::N,ayna,glace
570,Spiegel::N,ayna,miroir
571,Riemen::N,kayış,lanière
572,Riemen::N,kayış,courroie
573,Schnur::N,ip,corde
574,Schnur::N,ip,ficelle
575,Schnur::N,sicim,corde
576,Schnur::N,sicim,ficelle
577,Leine::N,kayış,laisse
578,Decke::N,örtü,couverture
579,Decke::N,yorgan,couverture
580,Kissen::N,yastık,oreiller
581,Tuch::N,bez,drap
582,Tuch::N,bez,fichu
583,Handtuch::N,havlu,serviette
584,Handtuch::N,havlu,essuie-mains
585,Kraft::N,güç,force
586,Kraft::N,kuvvet,force
587,Stärke::N,kuvvet,vigueur
588,Gesundheit::N,sağlık,santé
589,Krankheit::N,hastalık,maladie
590,Schmerz::N,ağrı,douleur
591,Schmerz::N,sancı,douleur
592,Wunde::N,yara,plaie
593,Wunde::N,yara,blessure
594,Fieber::N,ateş,fièvre
595,Arznei::N,ilâç,remède
596,Arznei::N,ilâç,médecine
597,Brücke::N,köprü,pont
598,Brunnen::N,kuyu,puits
599,Brunnen::N,çeşme,puits
600,Weide::N,otlak,pâturage
601,Pfad::N,patika,sentier
602,Pfad::N,keçiyolu,sentier
603,Weg::N,yol,voie
604,Weg::N,yol,chemin
605,Straße::N,yol,route
606,Straße::N,cadde,route
607,Dorf::N,köy,village
608,Stadt::N,kent,cité
609,Stadt::N,kent,ville
610,Stadt::N,şehir,cité
611,Stadt::N,şehir,ville
612,Brief::N,mektup,lettre
613,Buch::N,kitap,livre
614,Buchstabe::N,harf,lettre
615,Buchstabe::N,harf,caractère
616,Zeitung::N,gazete,journal
617,Leben::N,hayat,vie
618,Tod::N,ölüm,mort
619,Grab::N,kabir,tombe
620,Kirche::N,kilise,église
621,Sünde::N,günah,péché
622,Gott::N,tanrı,dieu
623,Arbeiter::N,işçi,ouvrier
624,Arbeiter::N,işçi,travailleur
625,Chef::N,şef,chef
626,Chef::N,şef,patron
627,Chef::N,müdür,chef
628,Chef::N,müdür,patron
629,Meister::N,usta,maître
630,Arzt::N,hekim,médecin
631,Arzt::N,doktor,médecin
632,Lehrer::N,hoca,professeur
633,Lehrer::N,hoca,instituteur
634,Lehrer::N,öğretmen,professeur
635,Lehrer::N,öğretmen,instituteur
636,Geld::N,para,argent
637,Geschäft::N,ticaret,affaire
638,Geschäft::N,ticaret,commerce
639,Laden::N,dükkân,magasin
640,Laden::N,dükkân,boutique
641,Preis::N,fiyat,prix
642,Ware::N,mal,marchandise
643,Nutzen::N,fayda,profit
644,Reichtum::N,servet,richesse
645,Reichtum::N,zenginlik,richesse
646,Welt::N,dünya,monde
647,Land::N,ülke,pays
648,Staat::N,devlet,État
649,König::N,kral,roi
650,Macht::N,kudret,pouvoir
651,Macht::N,kudret,puissance
652,Macht::N,iktidar,pouvoir
653,Macht::N,iktidar,puissance
654,Grenze::N,had,frontière
655,Grenze::N,sınır,frontière
656,Krieg::N,savaş,guerre
657,Feind::N,düşman,ennemi
658,Gewalt::N,zor,violence
659,Gewalt::N,cebir,violence
660,Kampf::N,savaş,lutte
661,Kampf::N,savaş,combat
662,Bogen[Waffe]::N,yay,arc
663,Pfeil::N,ok,flèche
664,Gewehr::N,tüfek,fusil
665,Fehler::N,hata,faute
666,Fehler::N,hata,erreur
667,Fehler::N,yanlış,faute
668,Fehler::N,yanlış,erreur
669,Lüge::N,yalan,mensonge
670,Schaden::N,zarar,dégât
671,Schaden::N,zarar,dommage
672,Unglück::N,felâket,malheur
673,Unglück::N,talihsizlik,malheur
674,Schuld::N,suç,faute
675,Schuld::N,suç,culpabilité
676,Schuld::N,kabahat,faute
677,Schuld::N,kabahat,culpabilité
678,Alter::N,yaş,âge
679,Schluss::N,son,fin
680,Zeit::N,zaman,temps
681,Tag::N,gün,jour
682,Tag::N,gün,journée
683,Morgen::N,sabah,matin
684,Morgen::N,sabah,matinée
685,Mittag::N,öğle,midi
686,Abend::N,akşam,soir
687,Abend::N,akşam,soirée
688,Nacht::N,gece,nuit
689,Woche::N,hafta,semaine
690,Monat::N,ay,mois
691,Jahr::N,yıl,an
692,Jahr::N,yıl,année
693,Jahr::N,sene,an
694,Jahr::N,sene,année
695,Frühling::N,ilkbahar,printemps
696,Sommer::N,yaz,été
697,Herbst::N,güz,automne
698,Herbst::N,sonbahar,automne
699,Winter::N,kış,hiver
700,Januar::N,ocak,janvier
701,Februar::N,şubat,février
702,März::N,mart,mars
703,April::N,nisan,avril
704,Mai::N,mayıs,mai
705,Juni::N,haziran,juin
706,Juli::N,temmuz,juillet
707,August::N,ağustos,août
708,September::N,eylül,septembre
709,Oktober::N,ekim,octobre
710,November::N,kasım,novembre
711,Dezember::N,aralık,décembre
712,Montag::N,pazartesi,lundi
713,Dienstag::N,salı,mardi
714,Mittwoch::N,çarşamba,mercredi
715,Donnerstag::N,perşembe,jeudi
716,Freitag::N,cuma,vendredi
717,Samstag::N,cumartesi,samedi
718,Sonntag::N,pazar,dimanche
719,groß::A,büyük,grand
720,klein::A,ufak,petit
721,klein::A,küçük,petit
722,lang::A,uzun,long
723,kurz::A,kısa,court
724,breit::A,enli,large
725,breit::A,geniş,large
726,schmal::A,dar,étroit
727,dicht::A,sık,dense
728,dicht::A,yoğun,dense
729,dick[Gegenstand]::A,kalın,épais
730,dick[Gegenstand]::A,iri,épais
731,dünn::A,ince,mince
732,fein::A,ince,fin
733,fein::A,ince,menu
734,fein::A,narin,fin
735,fein::A,narin,menu
736,fest::A,sabit,ferme
737,fest::A,sabit,solide
738,fest::A,sağlam,ferme
739,fest::A,sağlam,solide
740,flach::A,düz,plat
741,flach::A,yassı,plat
742,glatt::A,düz,poli
743,glatt::A,düz,lisse
744,hart::A,katı,dur
745,weich::A,yumuşak,mou
746,rund::A,yuvarlak,rond
747,spitz::A,sivri,aigu
748,spitz::A,sivri,pointu
749,scharf::A,keskin,tranchant
750,stumpf::A,kör,mousse
751,stumpf::A,kör,émoussé
752,schwer::A,ağır,lourd
753,schwer::A,ağır,pesant
754,schön::A,güzel,beau
755,heiß::A,kızgın,chaud
756,heiß::A,kızgın,très chaud
757,warm::A,sıcak,chaud
758,kalt::A,soğuk,froid
759,kühl::A,serin,frais
760,frisch::A,taze,frais
761,feucht::A,nemli,humide
762,feucht::A,rutubetli,humide
763,nass::A,yaş,mouillé
764,nass::A,ıslak,mouillé
765,trocken::A,kuru,sec
766,voll::A,dolu,plein
767,voll::A,dolu,rempli
768,voll::A,dolmuş,plein
769,voll::A,dolmuş,rempli
770,leer::A,boş,vide
771,offen::A,açık,ouvert
772,geschlossen::A,kapalı,clos
773,geschlossen::A,kapalı,fermé
774,sauber::A,pak,net
775,sauber::A,pak,propre
776,sauber::A,temiz,net
777,sauber::A,temiz,propre
778,schmutzig::A,pis,sale
779,schmutzig::A,pis,crasseux
780,schmutzig::A,kirli,sale
781,schmutzig::A,kirli,crasseux
782,roh::A,çiğ,cru
783,roh::A,çiğ,brut
784,reif::A,olgun,mûr
785,lecker::A,lezzetli,délicieux
786,lecker::A,lezzetli,appétissant
787,süß::A,tatlı,doux
788,süß::A,şekerli,doux
789,bitter::A,acı,amer
790,sauer::A,ekşi,aigre
791,hell::A,aydınlık,clair
792,dunkel::A,karanlık,sombre
793,schwarz::A,kara,noir
794,schwarz::A,siyah,noir
795,weiß::A,ak,blanc
796,weiß::A,beyaz,blanc
797,rot::A,kırmızı,rouge
798,gelb::A,sarı,jaune
799,blau::A,mavi,bleu
800,grün::A,yeşil,vert
801,grau::A,boz,gris
802,bunt::A,renkli,multicolore
803,billig::A,ucuz,bon marché
804,teuer::A,pahalı,cher
805,wertvoll::A,değerli,précieux
806,blind::A,kör,aveugle
807,taub::A,sağır,sourd
808,kräftig::A,dinç,fort
809,kräftig::A,dinç,vigoureux
810,kräftig::A,kuvvetli,fort
811,kräftig::A,kuvvetli,vigoureux
812,stark::A,güçlü,fort
813,stark::A,güçlü,puissant
814,stark::A,kuvvetli,fort
815,stark::A,kuvvetli,puissant
816,schwach::A,zayıf,faible
817,schwach::A,güçsüz,faible
818,fett::A,şişman,gras
819,schlank::A,narin,svelte
820,hübsch::A,güzel,joli
821,hübsch::A,sevimli,joli
822,böse::A,kötü,mauvais
823,dumm::A,aptal,sot
824,dumm::A,aptal,bête
825,faul::A,tembel,fainéant
826,faul::A,tembel,paresseux
827,fleißig::A,çalışkan,appliqué
828,geizig::A,cimri,avare
829,klug::A,zekî,intelligent
830,klug::A,akıllı,intelligent
831,geschickt::A,becerikli,habile
832,lieb::A,sevimli,cher
833,lieb::A,sevimli,gentil
834,lustig::A,neşeli,gai
835,lustig::A,neşeli,joyeux
836,sanft::A,nazik,doux
837,hungrig::A,aç,affamé
838,krank::A,hasta,malade
839,krank::A,rahatsız,malade
840,nackt::A,çıplak,nu
841,traurig::A,kederli,triste
842,traurig::A,üzüntülü,triste
843,lebendig::A,canlı,vivant
844,gut::A,iyi,bon
845,schlecht::A,kötü,mauvais
846,richtig::A,doğru,juste
847,richtig::A,doğru,correct
848,schlimm::A,kötü,grave
849,schlimm::A,kötü,mauvais
850,wahr::A,doğru,vrai
