,Concept_ID,br,es
820,hängen::V,krougañ,pender
821,werden::V,dazonet,hacerse
822,passieren::V,c'hoarvezout,suceder
823,beginnen::V,stagañ,iniciarse
824,beginnen::V,stagañ,principiar
825,enden::V,achuiñ,acabar
826,enden::V,achuiñ,terminar
827,wechseln::V,cheñch,variar
828,wechseln::V,cheñch,alternar
829,aufgehen[Sonne]::V,dirouzañ,salir
830,scheinen[Sonne]::V,lugernañ,brillar
831,donnern::V,taranal,tronar
832,wehen::V,c'hwezhañ,soplar
833,strömen::V,deredek,afluir
834,fließen::V,redek,fluir
835,fließen::V,redek,correr
836,sich drehen::V,troiñ,girar
837,schwanken::V,trantellat,vacilar
838,schwingen::V,froumal,oscilar
839,fallen::V,kouezhañ,caer
840,brennen::V,deviñ,arder
841,brennen::V,deviñ,quemar
842,rauchen::V,divogedañ,humear
843,rauchen::V,divogedañ,echar humo
844,regnen::V,glavañ,llover
845,gefrieren::V,reviñ,helarse
846,tauen::V,diskornañ,deshelarse
847,schmelzen::V,teuziñ,fundirse
848,schmelzen::V,teuziñ,derretirse
849,trocknen::V,sec'hañ,secarse
850,sieden::V,berviñ,hervir
851,faulen::V,breinañ,pudrirse
852,verfaulen::V,breinañ,pudrirse
853,reißen::V,darnaouiñ,romperse
854,versinken::V,sodellañ,hundirse
855,vergehen::V,tremen,pasar
856,erscheinen::V,donet war-wel,aparecer
857,verschwinden::V,monet diwar wel,desaparecer
858,sinken::V,en em izelat,bajar
859,abnehmen::V,nebeutaat,decrecer
860,abnehmen::V,nebeutaat,disminuir
861,zunehmen::V,kreskiñ,crecer
862,zunehmen::V,kreskiñ,aumentar
863,steigen::V,sevel,subir
864,steigen::V,sevel,ascender
865,wachsen::V,kreskiñ,crecer
866,glänzen::V,lugernañ,brillar
867,glänzen::V,lugernañ,resplandecer
868,funkeln::V,elieniñ,chispear
869,lärmen::V,rabotat,hacer ruido
870,klirren::V,diridignat,tintinear
871,klirren::V,sterlinkañ,tintinear
872,brausen::V,gwegal,zumbar
873,rauschen::V,trouzal,murmurar
874,klingen::V,seniñ,sonar
875,bellen::V,harzhal,ladrar
876,heulen::V,yudal,ulular
877,blasen::V,c'hwezhañ,soplar
878,pfeifen::V,c'hwitellat,silbar
879,schreien::V,huchal,gritar
880,stöhnen::V,hirvoudiñ,gemir
881,zittern::V,krenañ,temblar
882,leben::V,bevañ,vivir
883,geboren werden::V,genel,nacer
884,atmen::V,tennañ e anal,respirar
885,trinken::V,evañ,beber
886,essen::V,debriñ,comer
887,schlucken::V,lonkañ,tragar
888,müde werden::V,skuizhañ,cansarse
889,müde werden::V,skuizhañ,fatigarse
890,einschlafen::V,menel kousket,dormirse
891,schlafen::V,kousket,dormir
892,aufwachen::V,dihuniñ,despertarse
893,aufstehen::V,sevel,levantarse
894,sich erholen::V,diskuizhañ,reposar
895,sich erholen::V,diskuizhañ,descansar
896,krank werden::V,klañviñ,caer enfermo
897,krank sein::V,bezañ klañv,estar enfermo
898,schmerzen::V,skourjezañ,doler
899,husten::V,pasaat,toser
900,husten::V,peudal,toser
901,genesen::V,pareañ,convalecer
902,genesen::V,pareañ,restablecerse
903,sterben::V,mervel,morir
904,umkommen::V,perisañ,perecer
905,sich bewegen::V,bouljal,moverse
906,sich rühren::V,fiñval,rebullir
907,sich erheben::V,sevel,levantarse
908,sich setzen::V,azezañ,sentarse
909,sich setzen::V,mont en e goazez,sentarse
910,hinfallen::V,kouezhañ,caerse
911,laufen::V,redek,andar
912,schreiten::V,kerzhet,proceder
913,spazierengehen::V,pourmen,pasear
914,spazierengehen::V,pourmen,pasearse
915,eilen::V,hastañ,correr prisa
916,sich beeilen::V,hastañ,darse prisa
917,sausen::V,karzhañ,correr
918,rennen::V,redek,correr
919,springen::V,lammat,saltar
920,klettern::V,krimpat,trepar
921,klettern::V,krimpat,escalar
922,schaukeln::V,brañsellat,bambolearse
923,kriechen::V,skrampañ,reptar
924,kriechen::V,skrampañ,arrastrarse
925,schwimmen::V,neuial,nadar
926,tauchen::V,splujañ,bucear
927,tauchen::V,splujañ,sumergirse
928,rudern::V,roeñvat,remar
929,fahren::V,kas,ir
930,fahren::V,bleniañ,ir
931,fliegen::V,nijal,volar
932,gehen::V,mont,ir
933,gehen::V,mont,andar
934,weggehen::V,mont kuit,irse
935,weggehen::V,mont kuit,marcharse
936,abfahren::V,mont kuit,salir
937,abfahren::V,mont kuit,partir
938,anhalten::V,chom a-sav,parar
939,anhalten::V,chom a-sav,pararse
940,hineingehen::V,monet e-barzh,entrar
941,eintreten::V,monet e-barzh,entrar
942,kommen::V,dont,venir
943,ankommen::V,erruout,llegar
944,zurückkommen::V,addonet,volver
945,zurückkommen::V,addonet,regresar
946,bleiben::V,chom,quedarse
947,warten::V,gortoz,esperar
948,erwarten::V,gortoz,esperar
949,suchen::V,klask,buscar
950,finden::V,kavout,hallar
951,finden::V,kavout,encontrar
952,versuchen::V,klask,intentar
953,vorbereiten::V,aozañ,preparar
954,lieben::V,karout,amar
955,lieben::V,karout,querer
956,mögen::V,karout,querer
957,lachen::V,c'hoarzin,reír
958,rühren::V,tenerañ,conmover
959,weinen::V,gouelañ,llorar
960,schimpfen::V,krozal,regañar
961,sich ärgern::V,fachañ,enfadarse
962,sich ärgern::V,en em fachañ,enfadarse
963,fliehen::V,tec'het,huir
964,flüchten::V,tuzañ,escaparse
965,sehen::V,gwelet,ver
966,anschauen::V,sellout ouzh,mirar
967,ansehen::V,sellout ouzh,mirar
968,hören::V,klevet,oír
969,zuhören::V,selaou,escuchar
970,probieren::V,blasa,probar
971,probieren::V,blasa,degustar
972,riechen::V,klevet,oler
973,fühlen::V,santout,sentir
974,scheinen::V,diskouez bezañ,parecer
975,zu sehen sein::V,bezañ gwelus,poder verse
976,vernehmen::V,merzhañ,oír
977,vernehmen::V,merzhañ,percibir
978,frieren::V,anoued,tener frío
979,tun::V,ober,hacer
980,können::V,gouzout,poder
981,wollen::V,fellout da,querer
982,wollen::V,kaout c'hoant da,querer
983,anfangen::V,kregiñ,iniciar
984,beenden::V,achuiñ,acabar
985,beenden::V,achuiñ,terminar
986,aufhören::V,paouez,cesar
987,öffnen::V,digeriñ,abrir
988,schließen::V,serriñ,cerrar
989,stellen::V,lakaat,poner
990,stellen::V,lakaat,colocar
991,setzen::V,lakaat,poner
992,setzen::V,lakaat,colocar
993,legen::V,lakaat,poner
994,berühren::V,touch,tocar
995,verbinden::V,eren,unir
996,verbinden::V,eren,juntar
997,bedecken::V,goloiñ,tapar
998,bedecken::V,goloiñ,cubrir
999,aufhängen::V,istribilhañ,colgar
1000,anzünden::V,alumiñ,encender
1001,anzünden::V,c'hwezzañ,encender
1002,aufheben::V,dastum,recoger
1003,zurücklassen::V,lezel,dejar
1004,verlieren::V,koll,perder
1005,fallen lassen::V,laoskel,dejar caer
1006,fallen lassen::V,lezel da gouezhel,dejar caer
1007,machen::V,ober,hacer
1008,herstellen::V,fardañ,fabricar
1009,bauen::V,sevel,construir
1010,reparieren::V,adaozañ,reparar
1011,verbessern::V,gwellaat,mejorar
1012,ändern::V,cheñch,mudar
1013,ändern::V,cheñch,modificar
1014,graben::V,kleuzañ,cavar
1015,beugen::V,plegañ,doblar
1016,beugen::V,plegañ,inclinar
1017,biegen::V,krommañ,doblar
1018,drehen::V,treiñ,volver
1019,drehen::V,treiñ,hacer girar
1020,wenden::V,treiñ,volver
1021,umdrehen::V,treiñ,revolver
1022,heben::V,sevel,levantar
1023,hochheben::V,sevel,alzar
1024,ergreifen::V,kemer,coger
1025,halten::V,dalc'hen,tener
1026,drücken::V,bountañ,apretar
1027,schieben::V,poulzañ,empujar
1028,kratzen::V,skrabat,rascar
1029,lecken::V,lipat,lamer
1030,beißen::V,kregiñ,morder
1031,abreißen::V,diframmañ,arrancar
1032,abschneiden::V,troc'hañ,cortar
1033,binden::V,stagañ,atar
1034,stecken::V,sankañ,meter
1035,brechen::V,darnaouiñ,romper
1036,brechen::V,darnaouiñ,quebrar
1037,klopfen::V,skoiñ,golpear
1038,hauen::V,dornañ,pegar
1039,kleben::V,pegañ,pegar
1040,kleben::V,pegañ,encolar
1041,reiben::V,taravat,frotar
1042,reiben::V,trekiñ,frotar
1043,streichen::V,toazañ,untar
1044,streichen::V,toazañ,recubrir
1045,schleifen::V,lemmañ,afilar
1046,schneiden::V,troc'hañ,cortar
1047,rütteln::V,tordorosañ,agitar
1048,schütteln::V,hejañ,agitar
1049,schütteln::V,hejañ,sacudir
1050,schütten::V,diskargañ,verter
1051,füllen::V,kargañ,llenar
1052,einwickeln::V,gronnañ,envolver
1053,tragen::V,dougen,llevar
1054,schleppen::V,stlejal,arrastrar
1055,ziehen::V,sachañ,tirar
1056,aufbewahren::V,miret,conservar
1057,werfen::V,teuler,echar
1058,werfen::V,teuler,lanzar
1059,fangen::V,tapañ,coger
1060,packen::V,krapat,agarrar
1061,verstecken::V,kuzhat,esconder
1062,teilen::V,rannañ,partir
1063,teilen::V,rannañ,dividir
1064,schicken::V,kas,enviar
1065,bringen::V,degas,traer
1066,hinzufügen::V,lakat ouzhpenn,añadir
1067,bekommen::V,kaout,obtener
1068,bekommen::V,kaout,conseguir
1069,erhalten::V,kaout,recibir
1070,nehmen::V,kemer,tomar
1071,wählen::V,choaz,elegir
1072,auswählen::V,dibab,escoger
1073,auswählen::V,dibab,seleccionar
1074,bewahren::V,mirout,guardar
1075,bewahren::V,mirout,preservar
1076,behindern::V,diaezañ,estorbar
1077,behindern::V,diaezañ,obstaculizar
1078,verderben::V,lovrañ,estropear
1079,beschädigen::V,gwallegañ,deteriorar
1080,zerbrechen::V,torriñ,romper
1081,zerbrechen::V,torriñ,quebrar
1082,zerreißen::V,diroegiñ,desgarrar
1083,zerreißen::V,diroegiñ,despedazar
1084,zerstören::V,distrujañ,destruir
1085,zerstören::V,distrujañ,destrozar
1086,verbrennen::V,deviñ,quemar
1087,geben::V,reiñ,dar
1088,schenken::V,donezonañ,regalar
1089,versprechen::V,prometiñ,prometer
1090,wünschen::V,hetiñ,desear
1091,loben::V,feurmiñ,alabar
1092,küssen::V,pokat,besar
1093,wiegen::V,pouezañ,mecer
1094,zudecken::V,goloiñ,tapar
1095,zudecken::V,goloiñ,cubrir
1096,wecken::V,dihuniñ,despertar
1097,zeigen::V,diskouez,mostrar
1098,führen::V,kas,guiar
1099,führen::V,kas,conducir
1100,lehren::V,deskiñ,enseñar
1101,lehren::V,deskiñ,instruir
1102,unterrichten::V,kelenn,enseñar
1103,leiten::V,bleinañ,guiar
1104,leiten::V,bleinañ,dirigir
1105,antreiben::V,poulzañ,impeler
1106,antreiben::V,poulzañ,impulsar
1107,lassen::V,leuskel,hacer
1108,einladen::V,pediñ,invitar
1109,vereinigen::V,unisañ,unir
1110,besuchen::V,gweladenniñ,visitar
1111,besuchen::V,gweladenniñ,ir a ver
1112,treffen::V,kejal,encontrar
1113,treffen::V,ankontrañ,encontrar
1114,sich versammeln::V,bodennañ,reunirse
1115,sich versammeln::V,bodennañ,congregarse
1116,spielen::V,c'hoari,jugar
1117,singen::V,kanañ,cantar
1118,tanzen::V,dañsal,bailar
1119,sich trennen::V,dispartiañ,separarse
1120,verlassen::V,lezel,dejar
1121,verlassen::V,lezel,abandonar
1122,retten::V,saveteiñ,salvar
1123,bewachen::V,mesa,vigilar
1124,schützen::V,diwall,proteger
1125,verteidigen::V,difenn,defender
1126,sich schlagen::V,lopañ,batirse
1127,siegen::V,trec'hiñ,vencer
1128,ärgern::V,hegasiñ,enojar
1129,ärgern::V,hegasiñ,enfadar
1130,schlagen::V,skeiñ,pegar
1131,schlagen::V,skeiñ,golpear
1132,treten::V,botaouiñ,dar una patada a
1133,stechen::V,pikat,pinchar
1134,stoßen::V,stokañ,empujar
1135,stehlen::V,laerezh,robar
1136,stehlen::V,laerezh,hurtar
1137,stören::V,direnkañ,molestar
1138,belästigen::V,dregasiñ,molestar
1139,belästigen::V,dregasiñ,importunar
1140,verbergen::V,skoachañ,ocultar
1141,verbergen::V,skoachañ,esconder
1142,täuschen::V,tromplañ,engañar
1143,betrügen::V,lorbañ,engañar
1144,töten::V,lazhañ,matar
1145,wohnen::V,bezañ o chom,vivir
1146,wohnen::V,bezañ o chom,habitar
1147,arbeiten::V,labourat,trabajar
1148,sammeln::V,dastum,recoger
1149,sammeln::V,dastum,coleccionar
1150,pflücken::V,kuntuilhañ,coger
1151,jagen::V,chaseal,cazar
1152,fischen::V,pesketa,pescar
1153,fassen::V,pakañ,atrapar
1154,fassen::V,pakañ,capturar
1155,hüten::V,geota,guardar
1156,anbinden::V,stagañ,atar
1157,füttern::V,boueta,echar de comer
1158,melken::V,goro,ordeñar
1159,hacken::V,difrakal,picar
1160,hacken::V,difrakal,cortar
1161,gießen::V,dourañ,regar
1162,reifen::V,azviñ,madurar
1163,zubereiten::V,keginañ,preparar
1164,kochen::V,poazhañ,cocer
1165,kochen::V,poazhañ,guisar
1166,backen::V,fritañ,hornear
1167,backen::V,fritañ,cocer al horno
1168,braten::V,rostañ,asar
1169,braten::V,rostañ,freír
1170,stricken::V,stammañ,hacer punto
1171,stricken::V,stammañ,hacer calceta
1172,nähen::V,gwriat,coser
1173,färben::V,livañ,teñir
1174,färben::V,livañ,colorear
1175,reinigen::V,naetañ,limpiar
1176,waschen::V,gwalc'hiñ,lavar
1177,abwischen::V,torchañ,fregar
1178,abwischen::V,torchañ,limpiar
1179,spülen::V,disgwalc'hiñ,aclarar
1180,spülen::V,disgwalc'hiñ,enjuagar
1181,fegen::V,skubañ,barrer
1182,fegen::V,skubañ,pasar la escoba
1183,kehren::V,skubañ,barrer
1184,baden::V,kouronkañ,bañarse
1185,sich waschen::V,en em walc'hiñ,lavarse
1186,sich anziehen::V,gwiskañ,vestirse
1187,kämmen::V,kribat,peinar
1188,schmücken::V,kinklañ,adornar
1189,sagen::V,larêt,decir
1190,sagen::V,lavaret,decir
1191,sprechen::V,komz,hablar
1192,reden::V,kaozeal,hablar
1193,reden::V,kaozeal,conversar
1194,sich unterhalten::V,balbotal,charlar
1195,sich unterhalten::V,balbotal,conversar
1196,fragen::V,goulenn,preguntar
1197,bitten::V,goulenn,rogar
1198,erzählen::V,kontañ,contar
1199,mitteilen::V,kemenn,comunicar
1200,mitteilen::V,kemenn,participar
1201,nennen::V,anviñ,llamar
1202,nennen::V,anviñ,nombrar
1203,rufen::V,gelver,llamar
1204,prahlen::V,fougeal,jactarse
1205,übersetzen::V,treiñ,traducir
1206,denken::V,soñjal,pensar
1207,glauben::V,krediñ,creer
1208,bemerken::V,apresevañ,notar
1209,erkennen::V,anavout,reconocer
1210,begreifen::V,meizañ,concebir
1211,verstehen::V,kompren,entender
1212,verstehen::V,kompren,comprender
1213,lernen::V,deskiñ,aprender
1214,wissen::V,gouzout,saber
1215,sich erinnern an::V,kaout soñj e,recordar
1216,sich erinnern an::V,kaout soñj e,acordarse de
1217,vergessen::V,ankouaat,olvidar
1218,messen::V,muzuliañ,medir
1219,zählen::V,kontañ,contar
1220,rechnen::V,jedañ,contar
1221,rechnen::V,jedañ,calcular
1222,lesen::V,lenn,leer
1223,malen::V,livañ,pintar
1224,zeichnen::V,tresañ,dibujar
1225,schreiben::V,skrivañ,escribir
1226,besitzen::V,kaout,poseer
1227,kaufen::V,prenañ,comprar
1228,verkaufen::V,gwerzhañ,vender
1229,bezahlen::V,paeañ,pagar
1230,zahlen::V,paeañ,pagar
1231,beherrschen::V,mestroniañ,dominar
1232,ertragen::V,anduriñ,soportar
1233,Grube::N,,foso
1234,Spur::N,,huella
1235,Lehm::N,,barro
1236,Laut::N,,sonido
1237,Winkel::N,,ángulo
1238,Lagerfeuer::N,,hoguera
1239,vergebens::ADV,,en vano
1240,untergehen[Sonne]::V,,ponerse
1241,untergehen[Sonne]::V,,descender
1242,läuten::V,,sonar
1243,läuten::V,,repicar
1244,klingeln::V,,tocar el timbre
1245,sich fürchten::V,,tener miedo
1246,fürchten::V,,temer
1247,fürchten::V,,tener miedo a
1248,gelingen::V,,salir bien
1249,geraten::V,,salir
1250,geraten::V,,dar resultado
1251,schwenken::V,,menear
1252,reichen::V,,pasar
1253,aufziehen::V,,criar
1254,schießen::V,,tirar
1255,schießen::V,,disparar
1256,treiben::V,,aballar
1257,umrühren::V,,remover
1258,ausziehen::V,,quitar
1259,ausziehen::V,,quitarse
1260,anziehen::V,,ponerse
