,Concept_ID,ar,sah
316,Mitte::N,وسط,орто
317,Gegenstand::N,موضوع,предмет
318,Sache::N,شيء,мал
319,Rand::N,حافة,кытыы
320,Rand::N,حافة,ойоҕос
321,Kante::N,حافة,кырыы
322,Ecke::N,ركن,муннук
323,Spitze::N,سن,чыпчаал
324,Ende::N,طرف,төбө
325,Loch::N,ثقب,тэһэҕэс
326,Loch::N,ثقب,дьөлөҕөс
327,Winkel::N,زاوية,муннук
328,Muster::N,عينة,оһуор
329,Größe::N,حجم,кээмэй
330,Länge::N,طول,уста
331,Höhe::N,علو,үрдүк
332,Höhe::N,ارتفاع,үрдүк
333,Gewicht::N,وزن,ыйааһын
334,Menge::N,كمية,ахсаан
335,Haufen::N,كوم,чөмчөх
336,Reihe::N,صف,кэккэ
337,Boot::N,قارب,оҥочо
338,Boot::N,زورق,оҥочо
339,Ruder::N,مجذاف,эрдии
340,Schlitten::N,مزلقة,сыарҕа
341,Ski::N,زلاجة,хайыһар
342,Lagerfeuer::N,نار المخيم,кутаа
343,Last::N,حمل,ыарахан
344,Gang::N,مشية,хаамыы
345,Schritt::N,خطوة,хардыы
346,Norden::N,شمال,хоту
347,Süden::N,جنوب,соҕуруу
348,Westen::N,غرب,арҕаа
349,Osten::N,شرق,илин
350,Holz::N,خشب,мас
351,Brett::N,لوح,дуоска
352,Brett::N,لوح,хаптаһын
353,Platte::N,صفيحة,билиитэ
354,Stütze::N,سند,тулааһын
355,Stütze::N,دعامة,тулааһын
356,Stange::N,عود,ураҕас
357,Stock::N,عصا,мас
358,Stock::N,عصا,баалкы
359,Stab::N,قضيب,ураҕас
360,Rohr::N,أنبوبة,турба
361,Haus::N,دار,дьиэ
362,Haus::N,بيت,дьиэ
363,Heim::N,بيت,дьиэ
364,Heim::N,مسكن,дьиэ
365,Ofen::N,مدفأة,оһох
366,Fußboden::N,أرضية,муоста
367,Tisch::N,مائدة,остуол
368,Stuhl::N,كرسي,устуул
369,Wiege::N,مهد,биһик
370,Bett::N,سرير,кырабаат
371,Regal::N,رف,долбуур
372,Kiste::N,صندوق,дьааһык
373,Fenster::N,شباك,түннүк
374,Fenster::N,نافذة,түннүк
375,Tür::N,باب,аан
376,Tor::N,بوابة,аан
377,Zaun::N,سياج,соппулуот
378,Dach::N,سطح,кырыыса
379,Leiter::N,سلم,кирилиэс
380,Besen::N,مكنسة,миинньик
381,Spaten::N,مسحاة,күрдьэх
382,Schaufel::N,مجرفة,күрдьэх
383,Gabel::N,شوكة,биилкэ
384,Löffel::N,ملعقة,луоска
385,Messer::N,سكين,быһах
386,Nagel::N,مسمار,тоһоҕо
387,Netz::N,شبكة,илим
388,Haken::N,خطاف,көхө
389,Haken::N,صنارة,көхө
390,Griff::N,قبضة,ук
391,Griff::N,قبضة,тутаах
392,Schloss::N,قفل,күлүүс
393,Bild::N,صورة,хартыына
394,Figur::N,تمثال,фигура
395,Puppe::N,دمية,куукула
396,Beutel::N,كيس,мөһөөччук
397,Bündel::N,ربطة,баайыы
398,Tasche::N,شنطة,суумка
399,Tasche::N,محفظة,суумка
400,Eimer::N,سطل,биэдэрэ
401,Eimer::N,جردل,биэдэрэ
402,Deckel::N,سداد,хаппах
403,Geschirr::N,أوان,иһит
404,Sack::N,زكيبة,куул
405,Tasse::N,فنجان,сэлиэнэй
406,Topf::N,قدر,көстүрүүҥкэ
407,Topf::N,طنجرة,көстүрүүҥкэ
408,Kessel::N,قدر,хочуол
409,Kessel::N,غلاية,хочуол
410,Essen::N,طعام,аһылык
411,Nahrung::N,غذاء,ас
412,Speise::N,أكل,аһылык
413,Fleisch::N,لحم,эт
414,Getreide::N,حبوب,злактар
415,Brei::N,عصيدة,хааһы
416,Brot::N,خبز,килиэп
417,Scheibe::N,شريحة,куһуок
418,Fett::N,سمن,сыа
419,Butter::N,زبدة,арыы
420,Öl::N,زيت,арыы
421,Salz::N,ملح,туус
422,Suppe::N,حساء,мин
423,Suppe::N,شربة,мин
424,Honig::N,عسل,мүөт
425,Milch::N,حليب,үүт
426,Tee::N,شاي,чэй
427,Leder::N,جلد,тирии
428,Wolle::N,صوف,түү
429,Stoff::N,قماش,таҥас
430,Nadel::N,إبرة,иннэ
431,Faden::N,خيط,сап
432,Knopf::N,زر,тимэх
433,Knoten::N,عقدة,түмүк
434,Farbe::N,صبغة,кырааска
435,Kleidung::N,ملابس,таҥас
436,Hemd::N,قميص,ырбаахы
437,Kragen::N,ياقة,саҕа
438,Ärmel::N,كم,сиэх
439,Hose::N,سروال,ыстаан
440,Hose::N,سروال,бүрүүкэ
441,Hose::N,بنطلون,ыстаан
442,Hose::N,بنطلون,бүрүүкэ
443,Gürtel::N,حزام,кур
444,Mütze::N,طاقية,бэргэһэ
445,Schuh::N,حذاء,бачыыҥка
446,Stiefel::N,جزمة,саппыкы
447,Stiefel::N,حذاء طويل,саппыкы
448,Ring::N,حلقة,биһилэх
449,Band::N,شريط,лиэнтэ
450,Kamm::N,مشط,тараах
451,Spiegel::N,مرآة,сиэркилэ
452,Riemen::N,سير,кур
453,Schnur::N,حبل,быа
454,Schnur::N,دوبارة,быа
455,Leine::N,قيد,тэһиин
456,Decke::N,بطانية,суорҕан
457,Kissen::N,وسادة,сыттык
458,Tuch::N,منديل,былаат
459,Handtuch::N,فوطة,соттор
460,Handtuch::N,منشفة,соттор
461,Kraft::N,قدرة,сыра
462,Stärke::N,قوة,күүс
463,Gesundheit::N,صحة,доруобуйа
464,Krankheit::N,مرض,ыарыы
465,Schmerz::N,ألم,ыарыы
466,Schmerz::N,وجع,ыарыы
467,Wunde::N,جرح,баас
468,Fieber::N,حمى,түрүлгэн
469,Fieber::N,حمى,лихорадка
470,Fieber::N,حمى,температура
471,Arznei::N,دواء,эмп
472,Brücke::N,جسر,күргэ
473,Brunnen::N,بئر,холуодьас
474,Weide::N,مرعى,мэччирэҥ
475,Pfad::N,درب,ыллык
476,Weg::N,سكة,суол
477,Straße::N,طريق,суол
478,Dorf::N,قرية,дэриэбинэ
479,Stadt::N,مدينة,куорат
480,Brief::N,خطاب,сурук
481,Brief::N,مكتوب,сурук
482,Buch::N,كتاب,кинигэ
483,Buchstabe::N,حرف,буква
484,Zeitung::N,جريدة,хаһыат
485,Leben::N,عيش,тыын
486,Leben::N,حياة,тыын
487,Tod::N,موت,өлүү
488,Tod::N,وفاة,өлүү
489,Grab::N,قبر,иин
490,Kirche::N,كنيسة,таҥара дьиэтэ
491,Sünde::N,خطيئة,айыы
492,Gott::N,إله,тангара
493,Arbeiter::N,عامل,үлэһит
494,Chef::N,رئيس,баһылык
495,Chef::N,رئيس,начальник
496,Meister::N,أسطى,уус
497,Meister::N,أسطى,маастар
498,Arzt::N,طبيب,врач
499,Lehrer::N,مدرس,учуутал
500,Geld::N,نقود,харчы
501,Geschäft::N,صفقة,идэ
502,Laden::N,دكان,маҕаһыын
503,Preis::N,سعر,сыана
504,Ware::N,بضاعة,табаар
505,Nutzen::N,فائدة,туһа
506,Reichtum::N,غنى,баай
507,Reichtum::N,ثروة,баай
508,Welt::N,عالم,аан дойду
509,Welt::N,دنيا,аан дойду
510,Land::N,بلد,дойду
511,Staat::N,دولة,государство
512,König::N,ملك,король
513,Macht::N,سلطة,былаас
514,Grenze::N,حدود,кыраныысса
515,Krieg::N,حرب,сэрии
516,Feind::N,عدو,өстөөх
517,Gewalt::N,عنف,күүһүлээһин
518,Kampf::N,قتال,охсуһуу
519,Bogen[Waffe]::N,قوس,ох
520,Pfeil::N,سهم,ох
521,Gewehr::N,بندقية,саа
522,Fehler::N,خطأ,сыыһа
523,Lüge::N,كذب,сымыйа
524,Schaden::N,تلف,хоромньу
525,Unglück::N,نحس,алдьархай
526,Schuld::N,ذنب,буруй
527,Alter::N,سن,саас
528,Alter::N,عمر,саас
529,Schluss::N,ختام,тиһэх
530,Schluss::N,نهاية,тиһэх
531,Zeit::N,وقت,бириэмэ
532,Tag::N,يوم,күн
533,Morgen::N,صباح,сарсыарда
534,Mittag::N,ظهر,күн ортото
535,Abend::N,مساء,киэһэ
536,Nacht::N,ليلة,түүн
537,Woche::N,أسبوع,нэдиэлэ
538,Monat::N,شهر,ый
539,Jahr::N,عام,сыл
540,Jahr::N,عام,дьыл
541,Jahr::N,سنة,сыл
542,Jahr::N,سنة,дьыл
543,Frühling::N,ربيع,саас
544,Sommer::N,صيف,сайын
545,Herbst::N,خريف,күһүн
546,Winter::N,شتاء,кыһын
547,Januar::N,يناير,тохсунньу
548,Januar::N,كانون الثاني,тохсунньу
549,Februar::N,شباط,олунньу
550,Februar::N,فبراير,олунньу
551,März::N,آذار,кулун тутар
552,März::N,مارس,кулун тутар
553,April::N,نيسان,муус устар ый
554,Mai::N,مايو,ыам ыйа
555,Juni::N,يونيو,бэс ыйа
556,Juni::N,حزيران,бэс ыйа
557,Juli::N,تموز,от ыйа
558,Juli::N,يوليو,от ыйа
559,August::N,آب,атырдьах ыйа
560,August::N,أغسطس,атырдьах ыйа
561,September::N,أيلول,балаҕан ыйа
562,September::N,سبتمبر,балаҕан ыйа
563,Oktober::N,أكتوبر,алтынньы
564,Oktober::N,تشرين الأول,алтынньы
565,November::N,نوفمبر,сэтинньи
566,November::N,تشرين الثاني,сэтинньи
567,Dezember::N,ديسمبر,ахсынньы
568,Dezember::N,كانون الأول,ахсынньы
569,Montag::N,يوم الاثنين,бэнидиэнньик
570,Dienstag::N,يوم الثلاثاء,оптуорунньук
571,Mittwoch::N,يوم الأربعاء,сэрэдэ
572,Donnerstag::N,يوم الخميس,чэппиэр
573,Freitag::N,يوم الجمعة,бээтинсэ
574,Samstag::N,يوم السبت,субуота
575,Sonntag::N,يوم الأحد,баскыһыанньа
576,groß::A,كبير,бөдөҥ
577,groß::A,كبير,улахан
578,klein::A,صغير,кыр
579,lang::A,طويل,уһун
580,kurz::A,قصير,кылгас
581,breit::A,واسع,кэтит
582,schmal::A,ضيق,кыараҕас
583,dicht::A,كث,хойуу
584,dicht::A,كثيف,хойуу
585,dick[Gegenstand]::A,غليظ,суон
586,dick[Gegenstand]::A,غليظ,хойуу
587,dünn::A,رفيع,чараас
588,fein::A,رقيق,бытархай
589,fein::A,رقيق,синньигес
590,fest::A,متين,бөҕө
591,fest::A,متين,кытаанах
592,flach::A,سهل,хаптаҕай
593,flach::A,منبسط,хаптаҕай
594,glatt::A,ناعم,кылааккай
595,hart::A,صلب,хатан
596,hart::A,صلب,кытаанах
597,hart::A,جامد,хатан
598,hart::A,جامد,кытаанах
599,weich::A,لين,сымнаҕас
600,rund::A,مستدير,төгүрүк
601,spitz::A,مدبب,сытыы
602,spitz::A,مدبب,уһуктаах
603,scharf::A,حاد,сытыы
604,stumpf::A,ثالم,сыппах
605,schwer::A,ثقيل,ыарахан
606,schön::A,جميل,кыраһыабай
607,heiß::A,حار,итии
608,heiß::A,ساخن,итии
609,warm::A,دافئ,ичигэс
610,kalt::A,بارد,тымныы
611,kühl::A,قر,сөрүүн
612,frisch::A,طازج,ыраас
613,frisch::A,طازج,сөрүүн
614,frisch::A,طازج,тымныы
615,feucht::A,رطب,сииктээх
616,nass::A,مبلول,инчэҕэй
617,trocken::A,جاف,кураан
618,voll::A,ملء,толору
619,leer::A,خال,иччитэх
620,leer::A,فارغ,иччитэх
621,offen::A,مفتوح,аһаҕас
622,geschlossen::A,مغلق,бүтэй
623,sauber::A,نظيف,сэбэр
624,schmutzig::A,قذر,кирдээх
625,roh::A,نيء,сиикэй
626,reif::A,ناضج,буспут
627,reif::A,ناضج,сиппит-хоппут
628,lecker::A,لذيذ,минньигэс
629,süß::A,حلو,минньигэс
630,bitter::A,مر,аһыы
631,sauer::A,حامض,аһыы
632,hell::A,نير,сырдык
633,dunkel::A,مظلم,хараҥа
634,schwarz::A,أسود,хара
635,weiß::A,أبيض,үрүҥ
636,weiß::A,أبيض,маҥан
637,rot::A,أحمر,кыһыл
638,gelb::A,أصفر,саһархай
639,blau::A,أزرق,күөх
640,grün::A,أخضر,күөх
641,grün::A,أخضر,от күөҕэ
642,grau::A,رمادي,сиэрэй
643,bunt::A,ملوب,эриэн
644,billig::A,رخيص,чэпчэки
645,teuer::A,غال,сыаналаах
646,wertvoll::A,ثمين,сыаналаах
647,blind::A,أعمى,хараҕа суох
648,taub::A,أصم,дьүлэй
649,taub::A,أطرش,дьүлэй
650,kräftig::A,قوي,модун
651,stark::A,قوي,күүстээх
652,schwach::A,ضعيف,мөлтөх
653,fett::A,سمين,эмис
654,schlank::A,أهيف,дьылҕан
655,schlank::A,أهيف,дьыпсаҕай
656,hübsch::A,جميل,олус кэрэ
657,hübsch::A,جميل,көрүөхтэн үчүгэй
658,böse::A,رديء,өһүөннээх
659,dumm::A,أبله,акаары
660,dumm::A,أحمق,акаары
661,faul::A,كسلان,нэс
662,fleißig::A,مجتهد,кыһамньылаах
663,geizig::A,بخيل,иҥсэлээх
664,klug::A,ذكي,өйдөөх
665,klug::A,عاقل,өйдөөх
666,geschickt::A,ماهر,наһаа дьоҕурдаах
667,lieb::A,عزيز,тапталлаах
668,lustig::A,مرح,көрдөөх
669,sanft::A,حليم,намчы
670,sanft::A,حليم,сымнаҕас
671,hungrig::A,جائع,аччык
672,krank::A,مريض,ыалдьар
673,nackt::A,عار,сыгынньах
674,traurig::A,حزين,санаарҕабыллаах
675,lebendig::A,حي,тыыннаах
676,gut::A,جيد,үтүө
677,gut::A,جيد,үчүгэй
678,schlecht::A,سيء,куһаҕан
679,richtig::A,صحيح,сөп
680,schlimm::A,خبيث,сидьиҥ
681,schlimm::A,خبيث,быдьар
682,wahr::A,حق,кырдьык
683,alt::A,قديم,былыргы
684,neu::A,جديد,саҥа
685,ehemalig::A,سابق,урукку
686,alt[Lebewesen]::A,مسن,кырдьаҕас
687,jung::A,شاب,эдэр
688,jung::A,صغير,эдэр
689,arm::A,فقير,дьадаҥы
690,reich::A,غني,баай
691,bekannt::A,معلوم,билэр
692,berühmt::A,مشهور,аатырбыт
693,fremd::A,أجنبي,атын
694,verschieden::A,مختلف,араас
695,nah::A,قريب,чугас
696,fern::A,بعيد,ыраах
697,linker::A,يسار,хаҥас
698,rechter::A,يمين,уҥа
699,anderer::A,آخر,атын
700,erster::A,أول,маҥнайгы
701,zweiter::A,ثان,иккис
702,dritter::A,ثالث,үһүс
703,letzter::A,أخير,тиһэх
704,allein::ADV,وحده,соҕотох
705,auf einmal::ADV,بالمرة,биирдэ
706,zusammen::ADV,معا,холбуу
707,lange::ADV,مدة طويلة,уһуннук
708,plötzlich::ADV,فجأة,эмискэ
709,sofort::ADV,حالا,тута
710,sofort::ADV,فورا,тута
711,später::ADV,فيما بعد,хойут
712,jetzt::ADV,الآن,билигин
713,jetzt::ADV,حاليا,билигин
714,heute::ADV,اليوم,бүгүн
715,morgen::ADV,غدا,сарсын
716,bald::ADV,قريبا,өтөр
717,dann::ADV,ثم,кэнна
718,gestern::ADV,أمس,бэҕэһээ
719,gestern::ADV,البارحة,бэҕэһээ
720,einst::ADV,قديما,биир төгүл
721,einst::ADV,قديما,арай биирдэ
722,damals::ADV,حينئذ,оччоҕо
723,danach::ADV,ثم,аары
724,danach::ADV,ثم,ол кэнниттэн
725,danach::ADV,بعد ذلك,аары
726,danach::ADV,بعد ذلك,ол кэнниттэн
727,vorher::ADV,من قبل,урут
728,vorher::ADV,قبل ذلك,урут
729,zuerst::ADV,أولا,маҥнай
730,einmal::ADV,مرة,биирдэ
731,manchmal::ADV,أحيانا,арыт
732,oft::ADV,كثيرا,чаастатык
733,immer::ADV,دائما,мэлдьи
734,niemals::ADV,لا أبدا,хаһан да
735,hier::ADV,هنا,маныаха
736,hierhin::ADV,إلى هنا,бэттэх
737,von hier::ADV,من هنا,мантан
738,dort::ADV,هناك,онно
739,dorthin::ADV,إلى هناك,онно
740,geradeaus::ADV,إلى الأمام,быһа
741,geradeaus::ADV,إلى الأمام,быһаччы
742,vorwärts::ADV,إلى الأمام,инники
743,rückwärts::ADV,إلى الوراء,төттөру
744,zurück::ADV,عودا,төттөрү
745,zurück::ADV,إلى الخلف,төттөрү
746,unten::ADV,تحت,аллара
747,unten::ADV,في الأسفل,аллара
748,hinab::ADV,إلى تحت,аллара
